Player,Roster Position,%Drafted,FPTS
Adam Trautman,FLEX,1.10%,0
Derek Carr,QB,1.09%,12.2
Terry McLaurin,WR,1.07%,13.1
DeSean Jackson,WR,1.05%,1.5
Jordan Howard,RB,1.00%,2.6
Albert Okwuegbunam,TE,0.99%,2.5
Panthers ,DST,0.97%,3
Jets ,DST,0.94%,2
Mike Gesicki,TE,0.87%,9.1
Ravens ,DST,0.87%,14
Jalen Reagor,WR,0.86%,-0.3
John Bates,TE,0.83%,6.5
Kenny Golladay,WR,0.83%,0
Jimmy Graham,FLEX,0.82%,0
Bryan Edwards,FLEX,0.80%,0
Kendall Hinton,WR,0.79%,4.34
Mike Evans,WR,0.77%,14.7
Ryan Tannehill,QB,0.74%,13.5
Laquon Treadwell,WR,0.74%,14.7
Carson Wentz,QB,0.74%,10.92
Tyler Johnson,FLEX,0.71%,9
Keelan Cole Sr.,FLEX,0.70%,5.5
Jaguars ,DST,0.68%,-2
Devonta Freeman,RB,0.68%,8.7
Brandon Bolden,RB,0.64%,4.5
Myles Gaskin,RB,0.63%,2.3
Zach Pascal,FLEX,0.62%,1.8
Cardinals ,DST,0.62%,3
Andy Dalton,QB,0.60%,11.32
Laviska Shenault Jr.,FLEX,0.58%,3.3
Cedrick Wilson,WR,0.58%,18.74
Jakeem Grant Sr.,WR,0.58%,0
Duke Johnson,RB,0.58%,8.5
Raiders ,DST,0.56%,2
Zack Moss,FLEX,0.56%,3.9
Craig Reynolds,RB,0.55%,2.3
Cyril Grayson,WR,0.52%,20.1
Demarcus Robinson,WR,0.48%,11.3
Jack Doyle,FLEX,0.48%,0
Jonnu Smith,TE,0.47%,3.5
Jonathan Williams,RB,0.46%,3.1
Zach Wilson,QB,0.45%,13.36
Kenneth Gainwell,RB,0.42%,0.4
Kyle Juszczyk,RB,0.41%,2.9
Justin Jackson,RB,0.40%,9.1
Olamide Zaccheaus,WR,0.40%,2.8
Mack Hollins,WR,0.37%,0
Josh Gordon,FLEX,0.37%,1.5
Jamaal Williams,FLEX,0.36%,13.4
Adam Humphries,WR,0.35%,3.2
Anthony Firkser,FLEX,0.34%,11.4
Le'Veon Bell,RB,0.33%,8.5
Nyheim Hines,RB,0.32%,5.8
Geoff Swaim,TE,0.31%,9.9
Sammy Watkins,WR,0.31%,0
Melvin Gordon III,RB,0.30%,10.2
Chester Rogers,WR,0.30%,3.3
Tre' McKitty,TE,0.30%,5.2
Ameer Abdullah,RB,0.29%,9.2
Pharoh Cooper,FLEX,0.26%,0
Shi Smith,FLEX,0.26%,0
Scotty Miller,WR,0.26%,0
Bengals ,DST,0.25%,-1
Tavon Austin,FLEX,0.25%,3.2
Phillip Lindsay,FLEX,0.25%,1.9
Damiere Byrd,WR,0.25%,3.3
Denzel Mims,WR,0.24%,0
Marquise Goodwin,FLEX,0.24%,0
Sam Darnold,QB,0.23%,3.98
Chuba Hubbard,RB,0.23%,15.8
DeeJay Dallas,FLEX,0.22%,0.1
Devin Duvernay,WR,0.21%,4.3
Taylor Heinicke,QB,0.21%,10.28
Devontae Booker,RB,0.20%,6.6
Jared Pinkney,FLEX,0.18%,0
Matt Ryan,QB,0.17%,7.58
Durham Smythe,FLEX,0.17%,6.7
Jauan Jennings,WR,0.17%,4.5
Latavius Murray,RB,0.16%,3.1
Kyle Rudolph,TE,0.16%,0
Tim Boyle,QB,0.16%,18.88
Isaiah Ford,FLEX,0.15%,1
Drew Lock,QB,0.15%,15.9
Kenny Yeboah,TE,0.15%,5.6
Dontrell Hilliard,RB,0.14%,16.8
Emmanuel Sanders,WR,0.14%,0
Ty Johnson,RB,0.14%,17.2
Will Dissly,TE,0.13%,1.8
Juwan Johnson,TE,0.13%,1.4
N'Keal Harry,WR,0.12%,0
DeAndre Carter,WR,0.11%,0.6
Brandon Zylstra,WR,0.11%,0
Freddie Swain,FLEX,0.10%,8.5
Lil'Jordan Humphrey,WR,0.10%,4.6
Jeremy McNichols,RB,0.10%,1.4
Chris Manhertz,TE,0.09%,0
James Conner,RB,0.09%,0
Albert Wilson,FLEX,0.09%,0
Cam Sims,FLEX,0.09%,8.8
Ashton Dulin,WR,0.09%,0
Mike Davis,RB,0.08%,12.7
Khalil Herbert,RB,0.08%,0.9
Dez Fitzpatrick,WR,0.08%,0
Ty Montgomery,WR,0.08%,-0.4
Jerick McKinnon,FLEX,0.08%,0
Antonio Gibson,RB,0.07%,0
Pharaoh Brown,FLEX,0.07%,1.9
Chris Conley,FLEX,0.07%,1.1
Greg Ward,FLEX,0.06%,5.5
Trevor Lawrence,QB,0.06%,10.32
Royce Freeman,RB,0.06%,2.5
Rondale Moore,WR,0.06%,0
Damien Williams,FLEX,0.06%,0
Ian Thomas,FLEX,0.06%,6.3
Tom Kennedy,WR,0.06%,0
Dee Eskridge,WR,0.06%,4.7
Samaje Perine,RB,0.05%,2.4
KhaDarel Hodge,WR,0.05%,12.6
Blake Bell,TE,0.05%,6.7
O.J. Howard,FLEX,0.05%,0
Wendell Smallwood,FLEX,0.05%,4.2
Dyami Brown,FLEX,0.05%,3.5
Nick Eubanks,FLEX,0.04%,0
JaMycal Hasty,FLEX,0.04%,1.6
Trinity Benson,WR,0.04%,5.1
Jared Cook,TE,0.04%,0
Noah Gray,TE,0.04%,1.6
Cam Newton,QB,0.04%,0.5
Sam Ehlinger,QB,0.04%,0
Travis Fulgham,FLEX,0.04%,0
Drew Sample,FLEX,0.04%,0
Malik Turner,WR,0.04%,0
Diontae Spencer,WR,0.04%,-1
Nick Foles,QB,0.04%,0
Matt Breida,RB,0.04%,0
Luke Farrell,TE,0.04%,1.7
Peyton Barber,RB,0.04%,3.2
Trent Sherfield,WR,0.03%,2.2
Jerry Jeudy,WR,0.03%,0
James Proche,FLEX,0.03%,0
Tony Jones Jr.,RB,0.03%,-0.2
Gunner Olszewski,FLEX,0.03%,1.9
David Sills,WR,0.03%,2.2
Ben Skowronek,WR,0.02%,3.8
Kahale Warring,TE,0.02%,0
Eli Penny,FLEX,0.02%,0
MyCole Pruitt,TE,0.02%,0
Mark Ingram II,RB,0.02%,0
Kenny Stills,WR,0.02%,0
Kenjon Barner,FLEX,0.02%,0
Kadarius Toney,FLEX,0.02%,0
Cam Akers,RB,0.02%,0
James O'Shaughnessy,FLEX,0.02%,0
Kristian Wilkerson,WR,0.02%,20.2
Michael Burton,RB,0.02%,0.2
Tyler Kroft,FLEX,0.02%,0
Lee Smith,FLEX,0.02%,0
Derrick Henry,RB,0.02%,0
Ryquell Armstead,FLEX,0.02%,4.4
Rodney Smith,RB,0.02%,0
Terrace Marshall Jr.,WR,0.02%,3.6
Lamar Jackson,QB,0.01%,0
Leonard Fournette,RB,0.01%,0
Joshua Kelley,RB,0.01%,0
Mike Glennon,QB,0.01%,-1.74
Stephen Sullivan,TE,0.01%,0
Jordan Akins,TE,0.01%,0
Julio Jones,WR,0.01%,0
Chris Evans,FLEX,0.01%,0
Clyde Edwards-Helaire,RB,0.01%,0
Justin Fields,QB,0.01%,0
Deon Jackson,FLEX,0.01%,0
Jason Moore Jr.,WR,0.01%,0
Travis Homer,RB,0.01%,2.7
Tim Patrick,WR,0.01%,0
Curtis Samuel,WR,0.01%,0
Kylen Granson,TE,0.01%,0
Christian Blake,FLEX,0.01%,0
Marlon Mack,RB,0.01%,0
Matt Sokol,TE,0.01%,0
Golden Tate,FLEX,0.01%,0
Seth Williams,FLEX,0.01%,4.4
Elijah Moore,WR,0.01%,0
Javon McKinley,WR,0.01%,0
Mike Boone,RB,0.01%,0
John Raine,TE,0.01%,0
D.J. Montgomery,WR,0.01%,0
Marcus Kemp,FLEX,0.01%,0
Derrius Guice,FLEX,0.01%,0
Jeremy Sprinkle,TE,0.01%,0
Sammis Reyes,TE,0.01%,0
Mike Thomas,FLEX,0.01%,0
Chris Godwin,WR,0.01%,0
Elijah McGuire,RB,0.01%,0
Jake Kumerow,WR,0.01%,0
Miles Sanders,RB,0.01%,0
Nelson Agholor,WR,0.01%,0
Nathan Cottrell,FLEX,0.01%,0
Kalif Raymond,WR,0.01%,0
Dan Brown,TE,0.01%,4.9
J.J. Taylor,RB,0.01%,0
Jared Goff,QB,0.01%,0
Stanley Morgan,WR,0.01%,0
Noah Brown,WR,0.01%,0
JJ Arcega-Whiteside,WR,0.01%,0
Josh Johnson,QB,0.01%,0
Darren Waller,TE,0.01%,0
Alex Collins,RB,0.01%,0
Willie Snead IV,FLEX,0.01%,0
Josh Reynolds,FLEX,0.01%,0
Eno Benjamin,RB,0.01%,0.3
Adam Shaheen,TE,0.01%,0
Nick Boyle,FLEX,0.01%,1.2
Jesse James,TE,0.01%,1.4
Justin Watson,FLEX,0.01%,0
Trevor Siemian,QB,0.01%,0
Corey Clement,RB,0.01%,0
Tyler Ott,FLEX,0.01%,0
Ty'Son Williams,RB,0.01%,0
Eric Saubert,FLEX,0.01%,0
DeMichael Harris,FLEX,0.01%,0
Marquez Stevenson,WR,0.01%,0
Jermar Jefferson,FLEX,0.01%,0
Godwin Igwebuike,RB,0.01%,0
Jimmy Garoppolo,QB,0.01%,0
Hayden Hurst,TE,0.01%,0
Tevin Coleman,RB,0.01%,0
Alex Armah,RB,0.01%,0
Tommy Tremble,FLEX,0.01%,0
Jake Fromm,QB,0.01%,0
Sean McKeon,FLEX,0.01%,0
Kendall Blanton,FLEX,0.01%,0
Brycen Hopkins,FLEX,0.00%,0
DeAndre Hopkins,FLEX,0.00%,0
James Winchester,FLEX,0.00%,0
Matthew Slater,WR,0.00%,0
Clark Harris,TE,0.00%,0
Salvon Ahmed,RB,0.00%,0
Tyree Jackson,TE,0.00%,0
Calvin Ridley,WR,0.00%,0
Jack Stoll,FLEX,0.00%,0
Jaylen Samuels,RB,0.00%,5.1
DJ Chark Jr.,WR,0.00%,0
Michael Jacobson,FLEX,0.00%,0
Nakia Griffin-Stewart,FLEX,0.00%,0
Gardner Minshew II,QB,0.00%,0
Dezmon Patmon,WR,0.00%,0
Trayveon Williams,RB,0.00%,0
Andy Isabella,FLEX,0.00%,0
Tommy Sweeney,TE,0.00%,0
Charlie Woerner,TE,0.00%,0
Kirk Merritt,WR,0.00%,0
Jaelon Darden,WR,0.00%,0
Adam Prentice,RB,0.00%,1.6
Giovanni Ricci,FLEX,0.00%,0
Mark Vital,TE,0.00%,0
Ian Book,QB,0.00%,0
Tyler Mabry,FLEX,0.00%,0
Nick Vannett,TE,0.00%,0
Jason Huntley,FLEX,0.00%,0
Jake Funk,RB,0.00%,0
Keke Coutee,WR,0.00%,0
Alex Erickson,FLEX,0.00%,0
K.J. Hill,WR,0.00%,0
Darwin Thompson,FLEX,0.00%,0
Darren Fells,FLEX,0.00%,0
Reggie Gilliam,FLEX,0.00%,0
Ryan Griffin,TE,0.00%,0
Brock Wright,TE,0.00%,0
Temarrick Hemingway,TE,0.00%,0
Zach Wood,FLEX,0.00%,0
Mitchell Wilcox,FLEX,0.00%,0
Brandon Powell,WR,0.00%,0
Sterling Shepard,WR,0.00%,0
Darius Slayton,WR,0.00%,0
Jalen Richard,RB,0.00%,3.3
Jamison Crowder,WR,0.00%,0
Dan Arnold,TE,0.00%,0
Josh Johnson,RB,0.00%,0
Keith Kirkwood,WR,0.00%,0
Devine Ozigbo,FLEX,0.00%,0
Tyrod Taylor,QB,0.00%,0
Austin Walter,RB,0.00%,4.9
Ross Dwelley,TE,0.00%,0
Cornell Powell,WR,0.00%,0
Anthony Gordon,QB,0.00%,0
Jalen Camp,WR,0.00%,0
Marvin Hall,WR,0.00%,0
Dexter Williams,FLEX,0.00%,0
C.J. Saunders,WR,0.00%,0
Quintez Cephus,FLEX,0.00%,0
Spencer Brown,RB,0.00%,0
Geronimo Allison,WR,0.00%,0
Artavis Pierce,RB,0.00%,0
Tajae Sharpe,WR,0.00%,0
Darrell Daniels,TE,0.00%,0
Jeff Smith,WR,0.00%,2.3
Buddy Howell,RB,0.00%,0
Qadree Ollison,RB,0.00%,1.9
Giovani Bernard,RB,0.00%,0
Tarik Black,FLEX,0.00%,0
Kyle Allen,QB,0.00%,0
Trey Ragas,RB,0.00%,0
Jody Fortson,FLEX,0.00%,0
Brandon Smith,WR,0.00%,0
Brett Hundley,QB,0.00%,0
Elijah Holyfield,FLEX,0.00%,0
Jacob Hollister,TE,0.00%,0
Andre Roberts,WR,0.00%,6
Trent Taylor,WR,0.00%,0
Darrell Henderson Jr.,RB,0.00%,0
Miles Boykin,WR,0.00%,0
Cody Hollister,FLEX,0.00%,0
Shane Zylstra,FLEX,0.00%,0
Daniel Helm,TE,0.00%,0
Tre'Quan Smith,WR,0.00%,0
Kawaan Baker,WR,0.00%,0
James White,RB,0.00%,0
Chris Moore,WR,0.00%,0
Hunter Kampmoyer,FLEX,0.00%,0
Thaddeus Moss,TE,0.00%,0
Easop Winston Jr.,WR,0.00%,0
T.J. Hockenson,TE,0.00%,0
Codey McElroy,FLEX,0.00%,0
David Blough,QB,0.00%,0
La'Mical Perine,RB,0.00%,0
Tre Nixon,WR,0.00%,0
Matt LaCosse,TE,0.00%,0
Phillip Dorsett II,FLEX,0.00%,0
Richard Rodgers,FLEX,0.00%,0
Tylan Wallace,WR,0.00%,0
Corey Coleman,WR,0.00%,0
Penny Hart,FLEX,0.00%,1.6
Damarea Crockett,RB,0.00%,0
Taiwan Jones,RB,0.00%,0
Alex Bachman,WR,0.00%,0
Colby Parkinson,TE,0.00%,2.2
Tanner Hudson,FLEX,0.00%,0
Nick Bellore,FLEX,0.00%,0
Cody Core,FLEX,0.00%,0
Brandon Allen,QB,0.00%,0
Auden Tate,WR,0.00%,0
Travis Benjamin,FLEX,0.00%,0
Dalton Schoen,WR,0.00%,0
Malcolm Perry,WR,0.00%,0
Trenton Irwin,FLEX,0.00%,0
J.D. McKissic,RB,0.00%,0
Dax Milne,WR,0.00%,0.1
Davion Davis,WR,0.00%,0
Malcolm Brown,FLEX,0.00%,0
Blaine Gabbert,QB,0.00%,0
Mason Schreck,FLEX,0.00%,0
Logan Thomas,FLEX,0.00%,0
David Johnson,RB,0.00%,0
Darius Bradwell,RB,0.00%,0
Collin Johnson,WR,0.00%,0
Nick Ralston,TE,0.00%,0
Mason Kinsey,FLEX,0.00%,0
Isaiah Zuber,WR,0.00%,0
Parker Hesse,FLEX,0.00%,6.1
James Robinson,FLEX,0.00%,0
Parris Campbell,WR,0.00%,0
Tanner Gentry,WR,0.00%,0
Bernhard Seikovits,TE,0.00%,0
Rodney Adams,FLEX,0.00%,0
Landen Akers,WR,0.00%,0
Jacoby Brissett,QB,0.00%,0
Jordan Wilkins,FLEX,0.00%,0
Trey Sermon,RB,0.00%,0
Antonio Williams,FLEX,0.00%,0
Jakob Johnson,RB,0.00%,0
Austin Trammell,WR,0.00%,0
Patrick Ricard,RB,0.00%,0
Donald Parham Jr.,FLEX,0.00%,0
Mitchell Trubisky,QB,0.00%,0
Marken Michel,FLEX,0.00%,0
Adrian Peterson,RB,0.00%,0
Ryan Fitzpatrick,QB,0.00%,0
Dalton Keene,TE,0.00%,0
Patrick Scales,TE,0.00%,0
Nate McCrary,RB,0.00%,0
Racey McMath,WR,0.00%,0
Ryan Griffin,QB,0.00%,0
Greg Dortch,WR,0.00%,4.4
Cade Johnson,WR,0.00%,0
Robert Foster,WR,0.00%,0
Colt McCoy,QB,0.00%,0
Devin Asiasi,FLEX,0.00%,0
Easton Stick,QB,0.00%,0
Larry Rountree III,RB,0.00%,0
Nick Bowers,TE,0.00%,0
Joe Flacco,QB,0.00%,0
Tyron Johnson,WR,0.00%,0
Danny Amendola,WR,0.00%,0
Mike White,QB,0.00%,0
Cody Thompson,WR,0.00%,0
Charlie Taumoepeau,FLEX,0.00%,0
J.K. Dobbins,RB,0.00%,0
Travis Etienne,RB,0.00%,0
Nick Bawden,RB,0.00%,0
Jamal Agnew,WR,0.00%,0
Keith Smith,RB,0.00%,0
Dylan Cantrell,TE,0.00%,0
Demetrius Harris,FLEX,0.00%,0
Dwayne Washington,FLEX,0.00%,0
Ito Smith,RB,0.00%,0
Darius Jackson,RB,0.00%,0
Josh Rosen,QB,0.00%,0
Nsimba Webster,FLEX,0.00%,0
Blake Jarwin,FLEX,0.00%,0
Khari Blasingame,FLEX,0.00%,0
Jeff Cotton Jr.,WR,0.00%,0
Jake Browning,QB,0.00%,0
Gabe Nabers,RB,0.00%,0.2
Javon Wims,WR,0.00%,0
Cooper Rush,QB,0.00%,0
Deon Cain,WR,0.00%,0
Ian Bunting,TE,0.00%,0
Kenji Bahar,QB,0.00%,0
Tim Jones,WR,0.00%,0
Jaydon Mickens,WR,0.00%,0
J.J. Koski,WR,0.00%,0
Antonio Gandy-Golden,FLEX,0.00%,0
Cameron Batson,WR,0.00%,0
Marcus Johnson,WR,0.00%,0
Jordan Veasy,WR,0.00%,0
Shane Buechele,QB,0.00%,0
Deon Yelder,FLEX,0.00%,0
Tutu Atwell,WR,0.00%,0
Brian Hill,RB,0.00%,0
B.J. Emmons,FLEX,0.00%,0
Matt Cole,WR,0.00%,0
DJ Turner,WR,0.00%,0
Austin Proehl,WR,0.00%,0
