"type","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"rush_yd","C. Wentz","QB","IND","BUF","2021-11-21T18:00:00Z","12.5","over","-114","-0.02323154111023429","undefined","undefined","under","-116","-0.04649767701294183","undefined","undefined"
"recv_yd","J. Taylor","RB","IND","BUF","2021-11-21T18:00:00Z","23.5","over","-117","-0.09840943158979898","undefined","undefined","under","-113","0.028773745164951237","undefined","undefined"
"rush_att","J. Taylor","RB","IND","BUF","2021-11-21T18:00:00Z","16.5","over","-104","0.0474431372549019","undefined","undefined","under","-128","-0.11867192982456137","undefined","undefined"
"rush_recv_yd","J. Taylor","RB","IND","BUF","2021-11-21T18:00:00Z","103.5","over","-114","-0.0436699425412152","undefined","undefined","under","-115","-0.023872734361460424","undefined","undefined"
"rush_yd","J. Taylor","RB","IND","BUF","2021-11-21T18:00:00Z","74.5","over","-115","-0.027722434256100437","undefined","undefined","under","-115","-0.04202456602084409","undefined","undefined"
"recv_rec","M. Pittman Jr.","WR","IND","BUF","2021-11-21T18:00:00Z","4.5","over","-138","-0.15613193277310922","undefined","undefined","under","104","0.0861039215686275","undefined","undefined"
"recv_yd","M. Pittman Jr.","WR","IND","BUF","2021-11-21T18:00:00Z","61.5","over","-115","-0.09049103817934412","undefined","undefined","under","-115","0.020709596549045695","undefined","undefined"
"recv_yd","T. Hilton","WR","IND","BUF","2021-11-21T18:00:00Z","33.5","over","-110","-0.07828155602129949","undefined","undefined","under","-120","0.009042509624397677","undefined","undefined"
"recv_rec","Z. Pascal","WR","IND","BUF","2021-11-21T18:00:00Z","2.5","over","-130","-0.17165877600000018","undefined","undefined","under","-102","0.10149756856237624","undefined","undefined"
"recv_yd","Z. Pascal","WR","IND","BUF","2021-11-21T18:00:00Z","31.5","over","-115","-0.0777321193314362","undefined","undefined","under","-115","0.008016937231151378","undefined","undefined"
"GameSpread","WAS@CAR","","WAS","CAR","2021-11-21T18:00:00Z","-3","away","-110","-0.0021904761904762426","32","46","home","-110","-0.04119047619047622","68","54"
"GameMoneyLine","WAS@CAR","","WAS","CAR","2021-11-21T18:00:00Z","","away","139","0.009845188284518802","44","65","home","-164","-0.049348484848484864","56","35"
"GameTotal","WAS@CAR","","WAS","CAR","2021-11-21T18:00:00Z","43","over","-110","-0.04485714285714287","45","65","under","-110","-0.0008571428571428896","55","35"
"recv_rec","C. McCaffrey","RB","CAR","WAS","2021-11-21T18:00:00Z","5.5","over","116","0.019783333333333375","undefined","undefined","under","-152","-0.08591428571428572","undefined","undefined"
"recv_yd","C. McCaffrey","RB","CAR","WAS","2021-11-21T18:00:00Z","46.5","over","-115","-0.12233667624914674","undefined","undefined","under","-116","0.050422046581746205","undefined","undefined"
"rush_att","C. McCaffrey","RB","CAR","WAS","2021-11-21T18:00:00Z","15.5","over","-104","0.04184638519607864","undefined","undefined","under","-128","-0.11306112325614037","undefined","undefined"
"rush_recv_yd","C. McCaffrey","RB","CAR","WAS","2021-11-21T18:00:00Z","117.5","over","-114","-0.03980457138708576","undefined","undefined","under","-115","-0.02782079376745683","undefined","undefined"
"rush_yd","C. McCaffrey","RB","CAR","WAS","2021-11-21T18:00:00Z","65.5","over","-115","-0.06862050514109125","undefined","undefined","under","-115","-0.0011568122382238366","undefined","undefined"
"recv_yd","D. Moore","WR","CAR","WAS","2021-11-21T18:00:00Z","54.5","over","-115","0.017648665145558073","undefined","undefined","under","-115","-0.08745101698014185","undefined","undefined"
"recv_yd","I. Thomas","TE","CAR","WAS","2021-11-21T18:00:00Z","8.5","over","-113","0.09590655872536835","undefined","undefined","under","-118","-0.16768032325703702","undefined","undefined"
"recv_yd","T. Tremble","TE","CAR","WAS","2021-11-21T18:00:00Z","9.5","over","-110","0.07471755983535511","undefined","undefined","under","-120","-0.14394193217504309","undefined","undefined"
"recv_rec","D. Carter","WR","WAS","CAR","2021-11-21T18:00:00Z","2.5","over","115","-0.12876849752093023","undefined","undefined","under","-152","0.060484282228571495","undefined","undefined"
"recv_yd","D. Carter","WR","WAS","CAR","2021-11-21T18:00:00Z","25.5","over","-119","-0.0880185677709373","undefined","undefined","under","-112","0.016296803315356212","undefined","undefined"
"pass_att","T. Heinicke","QB","WAS","CAR","2021-11-21T18:00:00Z","33.5","over","-108","-0.041984078714441875","undefined","undefined","under","-124","-0.0308255936979005","undefined","undefined"
"pass_comp","T. Heinicke","QB","WAS","CAR","2021-11-21T18:00:00Z","20.5","over","-133","-0.07135836909871246","undefined","undefined","under","101","0.0030373134328356977","undefined","undefined"
"pass_int","T. Heinicke","QB","WAS","CAR","2021-11-21T18:00:00Z","0.5","over","-140","-0.11879166666666652","undefined","undefined","under","106","0.050014563106796084","undefined","undefined"
"pass_td","T. Heinicke","QB","WAS","CAR","2021-11-21T18:00:00Z","1.5","over","138","-0.017868067226890716","undefined","undefined","under","-179","-0.04387706093189958","undefined","undefined"
"pass_yd","T. Heinicke","QB","WAS","CAR","2021-11-21T18:00:00Z","228.5","over","-115","-0.020524222660232683","undefined","undefined","under","-115","-0.049133637330232516","undefined","undefined"
"recv_rec","T. McLaurin","WR","WAS","CAR","2021-11-21T18:00:00Z","5.5","over","116","0.05829814814814821","undefined","undefined","under","-150","-0.12128","undefined","undefined"
"recv_yd","T. McLaurin","WR","WAS","CAR","2021-11-21T18:00:00Z","64.5","over","-115","-0.02273325116806979","undefined","undefined","under","-115","-0.0470276191694699","undefined","undefined"
"GameSpread","BLT@CHI","","BLT","CHI","2021-11-21T18:00:00Z","5.5","away","-110","-0.046809523809523856","65","79","home","-110","-0.0008095238095238155","35","21"
"GameMoneyLine","BLT@CHI","","BLT","CHI","2021-11-21T18:00:00Z","","away","-224","-0.025283950617283946","61","37","home","182","-0.020546099290780107","39","63"
"GameTotal","BLT@CHI","","BLT","CHI","2021-11-21T18:00:00Z","44.5","over","-110","-0.06680952380952382","95","63","under","-110","0.019190476190476202","5","37"
"pass_int","L. Jackson","QB","BLT","CHI","2021-11-21T18:00:00Z","0.5","over","102","-0.0691495049504951","undefined","undefined","under","-135","-0.000368085106382976","undefined","undefined"
"pass_td","L. Jackson","QB","BLT","CHI","2021-11-21T18:00:00Z","1.5","over","-128","-0.12540350877192968","undefined","undefined","under","-105","0.051804878048780534","undefined","undefined"
"pass_yd","L. Jackson","QB","BLT","CHI","2021-11-21T18:00:00Z","249.5","over","-115","-0.08539033414116282","undefined","undefined","under","-115","0.015712116948837118","undefined","undefined"
"rush_yd","L. Jackson","QB","BLT","CHI","2021-11-21T18:00:00Z","60.5","over","-113","0.0005998028578908521","undefined","undefined","under","-118","-0.07240354094512291","undefined","undefined"
"recv_yd","M. Andrews","TE","BLT","CHI","2021-11-21T18:00:00Z","60.5","over","-115","-0.10453360046965571","undefined","undefined","under","-115","0.034758490234104156","undefined","undefined"
"recv_yd","M. Brown","WR","BLT","CHI","2021-11-21T18:00:00Z","61.5","over","-115","-0.0706979141146884","undefined","undefined","under","-115","0.0009025312846415723","undefined","undefined"
"recv_yd","R. Bateman","WR","BLT","CHI","2021-11-21T18:00:00Z","38.5","over","-115","-0.060611482589940535","undefined","undefined","under","-115","-0.009108577561568576","undefined","undefined"
"recv_yd","S. Watkins","WR","BLT","CHI","2021-11-21T18:00:00Z","20.5","over","-110","-0.04547673825432047","undefined","undefined","under","-125","-0.03387713870329301","undefined","undefined"
"recv_yd","D. Montgomery","RB","CHI","BLT","2021-11-21T18:00:00Z","18.5","over","-111","-0.047926038467120735","undefined","undefined","under","-120","-0.023570759364204608","undefined","undefined"
"rush_recv_yd","D. Montgomery","RB","CHI","BLT","2021-11-21T18:00:00Z","82.5","over","-114","-0.04941059084634569","undefined","undefined","under","-114","-0.01603927644634584","undefined","undefined"
"rush_yd","D. Montgomery","RB","CHI","BLT","2021-11-21T18:00:00Z","59.5","over","-125","-0.06162635121229543","undefined","undefined","under","-106","-0.008466235420374946","undefined","undefined"
"pass_int","J. Fields","QB","CHI","BLT","2021-11-21T18:00:00Z","0.5","over","-164","-0.1404121212121212","undefined","undefined","under","126","0.07672212389380528","undefined","undefined"
"pass_td","J. Fields","QB","CHI","BLT","2021-11-21T18:00:00Z","1.5","over","170","0.04459259259259257","undefined","undefined","under","-224","-0.10632716049382718","undefined","undefined"
"pass_yd","J. Fields","QB","CHI","BLT","2021-11-21T18:00:00Z","212.5","over","-115","-0.04696861944418623","undefined","undefined","under","-115","-0.02274198054418608","undefined","undefined"
"rush_att","J. Fields","QB","CHI","BLT","2021-11-21T18:00:00Z","7.5","over","117","-0.06628335303776506","undefined","undefined","under","-150","0.005459936457410275","undefined","undefined"
"rush_yd","J. Fields","QB","CHI","BLT","2021-11-21T18:00:00Z","34.5","over","-115","-0.0953924089302684","undefined","undefined","under","-116","0.023518642953837543","undefined","undefined"
"GameSpread","DET@CLV","","DET","CLV","2021-11-21T18:00:00Z","-11.5","away","-110","-0.03580952380952385","53","63","home","-110","-0.011809523809523825","47","37"
"GameMoneyLine","DET@CLV","","DET","CLV","2021-11-21T18:00:00Z","","away","423","-0.04382217973231359","77","63","home","-587","-0.001730713245997162","23","37"
"GameTotal","DET@CLV","","DET","CLV","2021-11-21T18:00:00Z","43.5","over","-110","-0.044809523809523855","98","67","under","-110","-0.0028095238095238173","2","33"
"GameSpread","SF@JAX","","SF","JAX","2021-11-21T18:00:00Z","6.5","away","-110","-0.046809523809523856","77","74","home","-110","-0.0008095238095238155","23","26"
"GameMoneyLine","SF@JAX","","SF","JAX","2021-11-21T18:00:00Z","","away","-291","-0.038757033248081774","87","48","home","234","-0.0048023952095808675","13","52"
"GameTotal","SF@JAX","","SF","JAX","2021-11-21T18:00:00Z","45","over","-110","-0.05171428571428577","98","43","under","-110","0.005285714285714227","2","57"
"recv_rec","D. Arnold","TE","JAX","SF","2021-11-21T18:00:00Z","4.5","over","120","-0.08754545454545454","undefined","undefined","under","-157","0.022105058365758712","undefined","undefined"
"recv_yd","D. Arnold","TE","JAX","SF","2021-11-21T18:00:00Z","43.5","over","-117","-0.08951504378217023","undefined","undefined","under","-113","0.019848004429488086","undefined","undefined"
"recv_yd","J. Agnew","WR","JAX","SF","2021-11-21T18:00:00Z","31.5","over","-118","-0.11289581251845587","undefined","undefined","under","-112","0.04332642256842556","undefined","undefined"
"recv_rec","L. Shenault Jr.","WR","JAX","SF","2021-11-21T18:00:00Z","3.5","over","-122","-0.09974954954954957","undefined","undefined","under","-109","0.028668899521531177","undefined","undefined"
"recv_yd","L. Shenault Jr.","WR","JAX","SF","2021-11-21T18:00:00Z","33.5","over","-117","-0.04848742472330225","undefined","undefined","under","-113","-0.021151589594361697","undefined","undefined"
"recv_rec","M. Jones Jr.","WR","JAX","SF","2021-11-21T18:00:00Z","3.5","over","-117","-0.10471658986175125","undefined","undefined","under","-114","0.032842990654205706","undefined","undefined"
"recv_yd","M. Jones Jr.","WR","JAX","SF","2021-11-21T18:00:00Z","43.5","over","-115","-0.04227939986145113","undefined","undefined","under","-115","-0.02747474275433126","undefined","undefined"
"pass_att","T. Lawrence","QB","JAX","SF","2021-11-21T18:00:00Z","35.5","over","-119","-0.04233348339299836","undefined","undefined","under","-112","-0.029354586716875464","undefined","undefined"
"pass_comp","T. Lawrence","QB","JAX","SF","2021-11-21T18:00:00Z","21.5","over","-128","-0.038247368421052585","undefined","undefined","under","-104","-0.03295294117647046","undefined","undefined"
"pass_int","T. Lawrence","QB","JAX","SF","2021-11-21T18:00:00Z","0.5","over","-168","-0.15472835820895509","undefined","undefined","under","128","0.0892596491228071","undefined","undefined"
"pass_td","T. Lawrence","QB","JAX","SF","2021-11-21T18:00:00Z","1.5","over","150","0.013320000000000054","undefined","undefined","under","-197","-0.07663232323232316","undefined","undefined"
"pass_yd","T. Lawrence","QB","JAX","SF","2021-11-21T18:00:00Z","227.5","over","-112","-0.010353219157735905","undefined","undefined","under","-119","-0.06121506771141538","undefined","undefined"
"rush_yd","T. Lawrence","QB","JAX","SF","2021-11-21T18:00:00Z","17.5","over","-110","-0.05415245903954452","undefined","undefined","under","-120","-0.01511991055470363","undefined","undefined"
"recv_rec","D. Samuel","WR","SF","JAX","2021-11-21T18:00:00Z","6.5","over","120","0.16325454545454549","undefined","undefined","under","-156","-0.22717500000000002","undefined","undefined"
"recv_yd","D. Samuel","WR","SF","JAX","2021-11-21T18:00:00Z","73.5","over","-114","0.002539364125936472","undefined","undefined","under","-116","-0.07228027160331485","undefined","undefined"
"rush_yd","D. Samuel","WR","SF","JAX","2021-11-21T18:00:00Z","5.5","over","-122","0.056008629018141076","undefined","undefined","under","-109","-0.12708268178860993","undefined","undefined"
"recv_rec","G. Kittle","TE","SF","JAX","2021-11-21T18:00:00Z","5.5","over","113","0.016669483568075127","undefined","undefined","under","-148","-0.08293387096774196","undefined","undefined"
"recv_yd","G. Kittle","TE","SF","JAX","2021-11-21T18:00:00Z","63.5","over","-114","-0.06918334459787367","undefined","undefined","under","-116","-0.0006128217207973519","undefined","undefined"
"pass_att","J. Garoppolo","QB","SF","JAX","2021-11-21T18:00:00Z","30.5","over","-111","-0.05007156435187221","undefined","undefined","under","-120","-0.021463636043222767","undefined","undefined"
"pass_comp","J. Garoppolo","QB","SF","JAX","2021-11-21T18:00:00Z","21.5","over","-107","0.009195169082125698","undefined","undefined","under","-123","-0.07765919282511224","undefined","undefined"
"pass_int","J. Garoppolo","QB","SF","JAX","2021-11-21T18:00:00Z","0.5","over","120","-0.004245454545454497","undefined","undefined","under","-155","-0.058143137254901944","undefined","undefined"
"pass_td","J. Garoppolo","QB","SF","JAX","2021-11-21T18:00:00Z","1.5","over","-133","-0.10591545064377678","undefined","undefined","under","100","0.035100000000000076","undefined","undefined"
"pass_yd","J. Garoppolo","QB","SF","JAX","2021-11-21T18:00:00Z","250.5","over","-115","-0.03368355652341881","undefined","undefined","under","-115","-0.0360708204144185","undefined","undefined"
"GameSpread","GB@MIN","","GB","MIN","2021-11-21T18:00:00Z","1","away","-110","0.034190476190476105","51","70","home","-110","-0.08080952380952394","49","30"
"GameMoneyLine","GB@MIN","","GB","MIN","2021-11-21T18:00:00Z","","away","-116","0.03257407407407398","37","55","home","-104","-0.07927450980392153","63","45"
"GameTotal","GB@MIN","","GB","MIN","2021-11-21T18:00:00Z","47","over","-110","0.015000000000000013","92","52","under","-110","-0.061","8","48"
"recv_yd","A. Dillon","RB","GB","MIN","2021-11-21T18:00:00Z","27.5","over","-115","-0.09641697436536734","undefined","undefined","under","-115","0.026714520520172313","undefined","undefined"
"rush_recv_yd","A. Dillon","RB","GB","MIN","2021-11-21T18:00:00Z","111.5","over","-114","-0.04773253016806772","undefined","undefined","under","-114","-0.017672335313975607","undefined","undefined"
"rush_yd","A. Dillon","RB","GB","MIN","2021-11-21T18:00:00Z","80.5","over","-116","-0.06292534118692678","undefined","undefined","under","-114","-0.006795279932011455","undefined","undefined"
"pass_int","A. Rodgers","QB","GB","MIN","2021-11-21T18:00:00Z","0.5","over","123","-0.04187533632287005","undefined","undefined","under","-161","-0.023419923371647666","undefined","undefined"
"pass_td","A. Rodgers","QB","GB","MIN","2021-11-21T18:00:00Z","2.5","over","166","0.16796015037593987","undefined","undefined","under","-220","-0.23139999999999994","undefined","undefined"
"pass_yd","A. Rodgers","QB","GB","MIN","2021-11-21T18:00:00Z","271.5","over","-115","-0.03154533234257917","undefined","undefined","under","-115","-0.038191015354279156","undefined","undefined"
"recv_yd","D. Adams","WR","GB","MIN","2021-11-21T18:00:00Z","97.5","over","-115","-0.023606920755444794","undefined","undefined","under","-115","-0.04609869112135262","undefined","undefined"
"recv_yd","M. Lewis","TE","GB","MIN","2021-11-21T18:00:00Z","10.5","over","-113","0.06241050760576117","undefined","undefined","under","-118","-0.13416958248455046","undefined","undefined"
"recv_rec","A. Thielen","WR","MIN","GB","2021-11-21T18:00:00Z","5.5","over","126","0.038822123893805294","undefined","undefined","under","-164","-0.10251212121212117","undefined","undefined"
"recv_yd","A. Thielen","WR","MIN","GB","2021-11-21T18:00:00Z","59.5","over","-115","-0.06223053120564659","undefined","undefined","under","-115","-0.007529975021656643","undefined","undefined"
"recv_rec","D. Cook","RB","MIN","GB","2021-11-21T18:00:00Z","2.5","over","-174","-0.2288344633576641","undefined","undefined","under","135","0.1682657147234043","undefined","undefined"
"recv_yd","D. Cook","RB","MIN","GB","2021-11-21T18:00:00Z","21.5","over","-114","-0.07466397770660421","undefined","undefined","under","-117","0.0028222153833159513","undefined","undefined"
"rush_recv_yd","D. Cook","RB","MIN","GB","2021-11-21T18:00:00Z","109.5","over","-114","-0.04420142081653938","undefined","undefined","under","-114","-0.02123486047373735","undefined","undefined"
"rush_yd","D. Cook","RB","MIN","GB","2021-11-21T18:00:00Z","83.5","over","-113","-0.06081708639040617","undefined","undefined","under","-117","-0.008871036651305397","undefined","undefined"
"recv_rec","J. Jefferson","WR","MIN","GB","2021-11-21T18:00:00Z","5.5","over","-153","-0.09138260869565229","undefined","undefined","under","118","0.02793027522935776","undefined","undefined"
"recv_yd","J. Jefferson","WR","MIN","GB","2021-11-21T18:00:00Z","75.5","over","-116","-0.020301252868153763","undefined","undefined","under","-115","-0.05164160998569789","undefined","undefined"
"pass_att","K. Cousins","QB","MIN","GB","2021-11-21T18:00:00Z","35.5","over","-113","-0.03347574518192159","undefined","undefined","under","-118","-0.038346652091624356","undefined","undefined"
"pass_comp","K. Cousins","QB","MIN","GB","2021-11-21T18:00:00Z","23.5","over","-130","-0.04506086956521749","undefined","undefined","under","-102","-0.02510000000000001","undefined","undefined"
"pass_int","K. Cousins","QB","MIN","GB","2021-11-21T18:00:00Z","0.5","over","103","-0.04851083743842355","undefined","undefined","under","-135","-0.01856808510638308","undefined","undefined"
"pass_td","K. Cousins","QB","MIN","GB","2021-11-21T18:00:00Z","1.5","over","-145","-0.1264775510204082","undefined","undefined","under","111","0.06071374407582941","undefined","undefined"
"pass_yd","K. Cousins","QB","MIN","GB","2021-11-21T18:00:00Z","267.5","over","-115","-0.039655346579030526","undefined","undefined","under","-115","-0.03019969862693017","undefined","undefined"
"recv_rec","T. Conklin","TE","MIN","GB","2021-11-21T18:00:00Z","3.5","over","-159","-0.2078382239382241","undefined","undefined","under","121","0.14145656108597293","undefined","undefined"
"recv_yd","T. Conklin","TE","MIN","GB","2021-11-21T18:00:00Z","39.5","over","-116","-0.11172755613401492","undefined","undefined","under","-115","0.03981957845101991","undefined","undefined"
"GameSpread","MIA@NYJ","","MIA","NYJ","2021-11-21T18:00:00Z","3.5","away","-110","-0.01680952380952383","75","69","home","-110","-0.030809523809523842","25","31"
"GameMoneyLine","MIA@NYJ","","MIA","NYJ","2021-11-21T18:00:00Z","","away","-180","-0.005928571428571394","39","27","home","152","-0.03363492063492063","61","73"
"GameTotal","MIA@NYJ","","MIA","NYJ","2021-11-21T18:00:00Z","44.5","over","-110","-0.06680952380952382","91","66","under","-110","0.019190476190476202","9","34"
"recv_rec","J. Waddle","WR","MIA","NYJ","2021-11-21T18:00:00Z","5.5","over","-125","-0.08221111111111118","undefined","undefined","under","-105","0.014453658536585312","undefined","undefined"
"recv_yd","J. Waddle","WR","MIA","NYJ","2021-11-21T18:00:00Z","62.5","over","-115","-0.11009108399066975","undefined","undefined","under","-116","0.0381558882549492","undefined","undefined"
"recv_rec","M. Gesicki","TE","MIA","NYJ","2021-11-21T18:00:00Z","4.5","over","-105","-0.1242951219512195","undefined","undefined","under","-126","0.05457787610619458","undefined","undefined"
"recv_yd","M. Gesicki","TE","MIA","NYJ","2021-11-21T18:00:00Z","53.5","over","-115","-0.10553696573371402","undefined","undefined","under","-115","0.03576203712927084","undefined","undefined"
"recv_rec","M. Gaskin","RB","MIA","NYJ","2021-11-21T18:00:00Z","3.5","over","-105","-0.13779268292682922","undefined","undefined","under","-125","0.07005555555555554","undefined","undefined"
"recv_yd","M. Gaskin","RB","MIA","NYJ","2021-11-21T18:00:00Z","22.5","over","-114","-0.06512831452828782","undefined","undefined","under","-116","-0.004616311118045502","undefined","undefined"
"rush_recv_yd","M. Gaskin","RB","MIA","NYJ","2021-11-21T18:00:00Z","73.5","over","-114","-0.0242459046110185","undefined","undefined","under","-114","-0.04118367501571868","undefined","undefined"
"rush_yd","M. Gaskin","RB","MIA","NYJ","2021-11-21T18:00:00Z","47.5","over","-118","-0.021966177747184013","undefined","undefined","under","-112","-0.047683934088686986","undefined","undefined"
"pass_att","T. Tagovailoa","QB","MIA","NYJ","2021-11-21T18:00:00Z","35.5","over","-105","-0.028897761797294752","undefined","undefined","under","-128","-0.044715617508582106","undefined","undefined"
"pass_comp","T. Tagovailoa","QB","MIA","NYJ","2021-11-21T18:00:00Z","23.5","over","-108","-0.02183461538461523","undefined","undefined","under","-123","-0.04897982062780282","undefined","undefined"
"pass_int","T. Tagovailoa","QB","MIA","NYJ","2021-11-21T18:00:00Z","0.5","over","-120","-0.11795454545454542","undefined","undefined","under","-110","0.04869047619047617","undefined","undefined"
"pass_td","T. Tagovailoa","QB","MIA","NYJ","2021-11-21T18:00:00Z","1.5","over","-111","-0.07671374407582932","undefined","undefined","under","-120","0.005199999999999982","undefined","undefined"
"pass_yd","T. Tagovailoa","QB","MIA","NYJ","2021-11-21T18:00:00Z","254.5","over","-115","-0.08409474536258166","undefined","undefined","under","-115","0.014312822054418639","undefined","undefined"
"rush_yd","T. Tagovailoa","QB","MIA","NYJ","2021-11-21T18:00:00Z","9.5","over","-119","0.026255422872765388","undefined","undefined","under","-112","-0.09792601001052775","undefined","undefined"
"recv_yd","C. Davis","WR","NYJ","MIA","2021-11-21T18:00:00Z","49.5","over","-118","-0.0665382906794077","undefined","undefined","under","-112","-0.0030554668160104326","undefined","undefined"
"recv_yd","E. Moore","WR","NYJ","MIA","2021-11-21T18:00:00Z","34.5","over","-112","-0.08644051812737102","undefined","undefined","under","-118","0.016830422085977736","undefined","undefined"
"recv_yd","J. Crowder","WR","NYJ","MIA","2021-11-21T18:00:00Z","39.5","over","-115","-0.08609700455464342","undefined","undefined","under","-115","0.016299445172839655","undefined","undefined"
"pass_int","J. Flacco","QB","NYJ","MIA","2021-11-21T18:00:00Z","0.5","over","-118","-0.12653853211009186","undefined","undefined","under","-112","0.05694528301886781","undefined","undefined"
"pass_td","J. Flacco","QB","NYJ","MIA","2021-11-21T18:00:00Z","1.5","over","126","-0.03597787610619474","undefined","undefined","under","-164","-0.027712121212121188","undefined","undefined"
"pass_yd","J. Flacco","QB","NYJ","MIA","2021-11-21T18:00:00Z","227.5","over","-113","-0.044440062597652596","undefined","undefined","under","-118","-0.027342048064220248","undefined","undefined"
"recv_yd","M. Carter","RB","NYJ","MIA","2021-11-21T18:00:00Z","24.5","over","-115","-0.0852920735642908","undefined","undefined","under","-115","0.015540884598934324","undefined","undefined"
"rush_recv_yd","M. Carter","RB","NYJ","MIA","2021-11-21T18:00:00Z","77.5","over","-115","-0.04020436083076745","undefined","undefined","under","-112","-0.02296486141998111","undefined","undefined"
"rush_yd","M. Carter","RB","NYJ","MIA","2021-11-21T18:00:00Z","48.5","over","-115","-0.009169556779798027","undefined","undefined","under","-115","-0.06058529300424237","undefined","undefined"
"recv_yd","R. Griffin","TE","NYJ","MIA","2021-11-21T18:00:00Z","12.5","over","-115","0.009024717606092691","undefined","undefined","under","-115","-0.07877842524700662","undefined","undefined"
"GameSpread","NO@PHI","","NO","PHI","2021-11-21T18:00:00Z","-2","away","-110","-0.01780952380952383","68","62","home","-110","-0.02880952380952384","32","38"
"GameMoneyLine","NO@PHI","","NO","PHI","2021-11-21T18:00:00Z","","away","111","-0.004511848341232139","58","78","home","-132","-0.03825862068965513","42","22"
"GameTotal","NO@PHI","","NO","PHI","2021-11-21T18:00:00Z","43","over","-110","-0.0118571428571429","70","75","under","-110","-0.03385714285714292","30","25"
