Transaction Date,Post Date,Description,Category,Type,Amount,Memo
06/27/2025,06/29/2025,Spotify USA,Bills & Utilities,Sale,-12.78,
06/27/2025,06/29/2025,COSTCO WHSE #0329,Shopping,Sale,-95.42,
06/27/2025,06/29/2025,DUNKIN #359105,Food & Drink,Sale,-6.97,
06/26/2025,06/29/2025,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,143.16,
06/26/2025,06/29/2025,HERTZ #0160724,Travel,Sale,-143.16,
06/28/2025,06/29/2025,OCEAN WINE LIQUOR &amp;BEER,Food & Drink,Sale,-71.93,
06/28/2025,06/29/2025,WEGMANS #009,Groceries,Sale,-17.94,
06/28/2025,06/29/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-32.70,
06/25/2025,06/26/2025,SEATGEEK TICKETS,Entertainment,Sale,-72.80,
06/24/2025,06/26/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
06/25/2025,06/26/2025,JERSEY MIKES ONLINE UC,Food & Drink,Sale,-19.14,
06/25/2025,06/26/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-34.47,
06/25/2025,06/26/2025,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-137.46,
06/25/2025,06/26/2025,ASTROS - RETAIL,Shopping,Sale,-27.06,
06/25/2025,06/26/2025,lasta.app,Shopping,Sale,-55.82,
06/23/2025,06/25/2025,HOBBY LOBBY #1033,Shopping,Sale,-55.12,
06/23/2025,06/24/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-64.87,
06/23/2025,06/24/2025,SQ *CONEY WAFFLE ICE CREA,Food & Drink,Sale,-12.50,
06/22/2025,06/23/2025,COSTCO WHSE #0329,Shopping,Sale,-136.82,
06/19/2025,06/22/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
06/20/2025,06/22/2025,CREATIVE CUP COFFEE LL,Food & Drink,Sale,-6.45,
06/19/2025,06/20/2025,APPLE.COM/BILL,Shopping,Sale,-9.99,
06/19/2025,06/20/2025,SQ *TURNSTILE COFFEE ROAS,Food & Drink,Sale,-18.00,
06/19/2025,06/20/2025,SUNOCO 0007754511,Gas,Sale,-47.61,
06/17/2025,06/19/2025,TRADER JOE S #608,Groceries,Sale,-67.72,
06/17/2025,06/19/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
06/18/2025,06/19/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-87.70,
06/18/2025,06/19/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-55.44,
06/17/2025,06/18/2025,BJS WHOLESALE #0027,Shopping,Sale,-197.91,
06/17/2025,06/18/2025,APPLE.COM/BILL,Shopping,Sale,-16.99,
06/17/2025,06/18/2025,TARGET        00034082,Shopping,Sale,-49.00,
06/15/2025,06/17/2025,THE HOME DEPOT #0949,Home,Sale,-14.33,
06/16/2025,06/17/2025,DR. SQUATCH  INC.,Shopping,Sale,-19.19,
06/16/2025,06/17/2025,WHOLEFDS SLW#10587,Groceries,Sale,-105.03,
06/14/2025,06/15/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
06/14/2025,06/15/2025,COSTCO WHSE #0329,Shopping,Sale,-192.44,
06/11/2025,06/13/2025,THE HOME DEPOT #0949,Home,Return,26.87,
06/11/2025,06/13/2025,THE HOME DEPOT #0949,Home,Sale,-59.55,
06/11/2025,06/12/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-61.62,
06/11/2025,06/12/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-52.44,
06/11/2025,06/12/2025,SP EARTHWAVESHOP.COM,Shopping,Sale,-20.29,
06/10/2025,06/11/2025,STATE FARM  INSURANCE,Bills & Utilities,Sale,-94.28,
06/10/2025,06/11/2025,THE HANDSOME DEVIL BAR,Personal,Sale,-42.34,
06/08/2025,06/10/2025,THE HOME DEPOT #0949,Home,Sale,-87.73,
06/09/2025,06/10/2025,ABERCROMBIE &amp; FITCH,Shopping,Sale,-37.93,
06/06/2025,06/09/2025,PLAYA BOWLS SEA GIRT,Food & Drink,Sale,-10.53,
06/07/2025,06/08/2025,SP PALM PLACE SEA GIRT,Shopping,Sale,-42.65,
06/07/2025,06/08/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
06/07/2025,06/08/2025,TRACTOR SUPPLY #2227,Automotive,Sale,-7.01,
06/06/2025,06/08/2025,DOLLAR TREE,Shopping,Sale,-22.66,
06/07/2025,06/08/2025,SUNOCO 0952678101,Gas,Sale,-2.86,
06/06/2025,06/08/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-43.33,
06/06/2025,06/08/2025,THE HOME DEPOT #0949,Home,Sale,-5.56,
06/04/2025,06/06/2025,HOMEDEPOT.COM,Home,Sale,-62.51,
06/04/2025,06/06/2025,WHOLEFDS SLW#10587,Groceries,Sale,-50.18,
06/04/2025,06/06/2025,MARINA GRILLE,Food & Drink,Sale,-73.21,
06/05/2025,06/06/2025,APPLE.COM/BILL,Shopping,Sale,-2.12,
06/03/2025,06/05/2025,THE HOME DEPOT #0934,Home,Sale,-5.73,
06/04/2025,06/05/2025,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-44.76,
06/04/2025,06/05/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-83.40,
06/03/2025,06/04/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-13.85,
06/03/2025,06/04/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-59.56,
06/01/2025,06/03/2025,THE HOME DEPOT #0949,Home,Sale,-62.81,
06/02/2025,06/03/2025,BJS WHOLESALE #0027,Shopping,Sale,-227.47,
06/01/2025,06/02/2025,NEW BROOKSIDE SCHOOL,Education,Sale,-1277.00,
06/01/2025,06/02/2025,DUNKIN #331928 Q35,Food & Drink,Sale,-17.35,
05/31/2025,06/01/2025,COSTCO WHSE #0329,Shopping,Sale,-134.97,
05/30/2025,06/01/2025,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,5.00,
05/30/2025,06/01/2025,BORO OF POINT PLEASANT BE,Travel,Sale,-5.00,
05/29/2025,06/01/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
05/30/2025,06/01/2025,HOMESENSE 0004,Shopping,Sale,-42.61,
05/29/2025,06/01/2025,THE HOME DEPOT #0949,Home,Sale,-74.25,
05/29/2025,05/30/2025,WITHJOY.COM,Shopping,Sale,-56.09,
05/29/2025,05/30/2025,SUNOCO 0952678101,Gas,Sale,-52.87,
05/28/2025,05/29/2025,TARGET        00034082,Shopping,Sale,-92.51,
05/28/2025,05/29/2025,lasta.app,Shopping,Sale,-55.82,
05/29/2025,05/29/2025,APPLE.COM/BILL,Shopping,Sale,-21.31,
05/28/2025,05/29/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-34.47,
05/28/2025,05/29/2025,TRAVEL CREDIT $300/YEAR,Fees & Adjustments,Adjustment,85.00,
05/28/2025,05/29/2025,NJ EZPASS,Travel,Sale,-85.00,
05/27/2025,05/29/2025,TRADER JOE S #608,Groceries,Sale,-39.18,
05/26/2025,05/28/2025,THE HOME DEPOT #0949,Home,Sale,-132.77,
05/27/2025,05/28/2025,Spotify USA,Bills & Utilities,Sale,-12.78,
05/26/2025,05/28/2025,THE HOME DEPOT #0949,Home,Sale,-57.46,
05/25/2025,05/27/2025,THE HOME DEPOT #0949,Home,Sale,-16.76,
05/26/2025,05/27/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-3.46,
05/26/2025,05/27/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-76.90,
05/25/2025,05/26/2025,Payment Thank You - Web,,Payment,5582.29,
05/24/2025,05/25/2025,SP REP FITNESS,Shopping,Sale,-207.90,
05/23/2025,05/25/2025,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-60.21,
05/24/2025,05/25/2025,ABERCROMBIE &amp; FITCH,Shopping,Sale,-4.88,
05/23/2025,05/25/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-46.43,
05/22/2025,05/23/2025,TARGET        00013789,Shopping,Return,40.52,
05/22/2025,05/23/2025,TARGET        00013789,Shopping,Sale,-20.35,
05/21/2025,05/22/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-34.47,
05/21/2025,05/22/2025,COSTCO WHSE #0329,Shopping,Sale,-151.22,
05/20/2025,05/21/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-39.57,
05/20/2025,05/21/2025,TARGET.COM,Shopping,Sale,-37.32,
05/20/2025,05/20/2025,SP LAWN LIFE,Home,Sale,-143.94,
05/18/2025,05/19/2025,APPLE.COM/BILL,Shopping,Sale,-16.99,
05/17/2025,05/19/2025,THE HOME DEPOT #0949,Home,Sale,-42.06,
05/17/2025,05/19/2025,DEHART GARAGE,Bills & Utilities,Sale,-5.00,
05/18/2025,05/19/2025,HOMESENSE 0004,Shopping,Sale,-63.96,
05/18/2025,05/19/2025,TARGET        00013789,Shopping,Sale,-32.05,
05/18/2025,05/19/2025,TARGET        00013789,Shopping,Return,32.50,
05/16/2025,05/18/2025,TST*ORALE MEXICAN KITCHE,Food & Drink,Sale,-239.40,
05/16/2025,05/18/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-26.96,
05/16/2025,05/18/2025,THE HOME DEPOT #0949,Home,Sale,-71.26,
05/16/2025,05/18/2025,SPIFFYS DRY CLEANING,Personal,Sale,-13.15,
05/15/2025,05/16/2025,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-57.01,
05/14/2025,05/16/2025,TRADER JOE S #608,Groceries,Sale,-44.68,
05/15/2025,05/16/2025,PP*Borough of Spring Lake,Bills & Utilities,Sale,-170.00,
05/14/2025,05/15/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-42.84,
05/14/2025,05/15/2025,TARGET.COM  *,Shopping,Sale,-61.84,
05/14/2025,05/15/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-34.47,
05/14/2025,05/15/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
05/14/2025,05/15/2025,BJS WHOLESALE #0027,Shopping,Sale,-116.92,
05/12/2025,05/13/2025,HOMESENSE 0004,Shopping,Sale,-85.26,
05/10/2025,05/12/2025,THE HOME DEPOT #0949,Home,Sale,-10.21,
05/11/2025,05/12/2025,CAPSIZED CAFE,Food & Drink,Sale,-77.72,
05/10/2025,05/11/2025,SNACK* WAKE COFFEE  KI,Food & Drink,Sale,-6.58,
05/09/2025,05/11/2025,PHILLIPS - WALL 66,Gas,Sale,-43.58,
05/08/2025,05/09/2025,STATE FARM  INSURANCE,Bills & Utilities,Sale,-128.47,
05/07/2025,05/09/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
05/08/2025,05/09/2025,SP GRECO GUM,Food & Drink,Sale,-39.97,
05/08/2025,05/09/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-37.77,
05/07/2025,05/08/2025,TARGET        00034082,Shopping,Sale,-16.34,
05/07/2025,05/08/2025,J. CREW FACTORY #87,Shopping,Return,10.00,
05/07/2025,05/08/2025,OLD NAVY US 927,Shopping,Sale,-63.48,
05/07/2025,05/08/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
05/07/2025,05/08/2025,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-21.30,
05/07/2025,05/08/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-34.47,
05/07/2025,05/08/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-36.44,
05/06/2025,05/07/2025,COSTCO WHSE #0329,Shopping,Sale,-271.24,
05/06/2025,05/06/2025,SP LAWN LIFE,Home,Sale,-42.64,
05/05/2025,05/06/2025,SERVICE FEE,Bills & Utilities,Sale,-5.07,
05/05/2025,05/06/2025,APPLE.COM/BILL,Shopping,Sale,-2.12,
05/05/2025,05/06/2025,BJS WHOLESALE #0027,Shopping,Sale,-136.82,
05/05/2025,05/06/2025,WALL TOWNSHIP,Bills & Utilities,Sale,-171.83,
05/04/2025,05/05/2025,ABERCROMBIE &amp; FITCH,Shopping,Sale,-46.74,
05/01/2025,05/04/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
05/02/2025,05/04/2025,PLAYA BOWLS - LIL BELMAR,Food & Drink,Sale,-10.10,
05/02/2025,05/04/2025,J CREW FACTORY.COM,Shopping,Sale,-58.00,
05/01/2025,05/02/2025,NEW BROOKSIDE SCHOOL,Education,Sale,-1277.00,
05/01/2025,05/02/2025,lasta.app,Shopping,Sale,-9.49,
05/01/2025,05/02/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Return,53.30,
05/01/2025,05/02/2025,DOLLAR TREE,Shopping,Sale,-4.27,
05/01/2025,05/01/2025,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-75.00,
05/01/2025,05/01/2025,ANNUAL MEMBERSHIP FEE,Fees & Adjustments,Fee,-550.00,
04/30/2025,05/01/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-34.47,
05/01/2025,05/01/2025,APPLE.COM/BILL,Shopping,Sale,-9.99,
04/29/2025,05/01/2025,TRADER JOE S #608,Groceries,Sale,-54.92,
04/29/2025,04/30/2025,APPLE.COM/BILL,Shopping,Sale,-21.31,
04/29/2025,04/30/2025,SQ *ROOK COFFEE WALL,Food & Drink,Sale,-5.90,
04/29/2025,04/30/2025,American Eagle Outfitters,Shopping,Sale,-42.57,
04/29/2025,04/30/2025,COSTCO WHSE #0329,Shopping,Sale,-91.29,
04/29/2025,04/30/2025,BJS WHOLESALE #0027,Shopping,Sale,-15.49,
04/28/2025,04/30/2025,THE HOME DEPOT #0949,Home,Sale,-24.80,
04/29/2025,04/30/2025,BJS WHOLESALE #0027,Shopping,Sale,-128.45,
04/28/2025,04/29/2025,TARGET.COM  *,Shopping,Sale,-35.00,
04/29/2025,04/29/2025,SP MANSCAPED,Shopping,Sale,-22.38,
04/28/2025,04/28/2025,SP THECUSTOMGOODSCO,Home,Sale,-99.98,
04/27/2025,04/28/2025,Spotify USA,Bills & Utilities,Sale,-12.78,
04/25/2025,04/27/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-9.97,
04/25/2025,04/27/2025,THE HOME DEPOT #0949,Home,Sale,-12.44,
04/25/2025,04/27/2025,THE HOME DEPOT #0949,Home,Return,45.87,
04/25/2025,04/27/2025,COSTCO WHSE #0329,Shopping,Sale,-125.49,
04/25/2025,04/25/2025,Payment Thank You-Mobile,,Payment,8708.95,
04/24/2025,04/25/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-13.98,
04/24/2025,04/25/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-67.56,
04/24/2025,04/25/2025,BJS WHOLESALE #0027,Shopping,Sale,-124.41,
04/23/2025,04/24/2025,FARMMATCH LLC - WI - ECOM,Groceries,Sale,-57.95,
04/21/2025,04/23/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
04/22/2025,04/22/2025,ABERCROMBIE &amp; FITCH,Shopping,Sale,-51.00,
04/20/2025,04/21/2025,SUNOCO 0007754511,Gas,Sale,-45.18,
04/20/2025,04/21/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-50.64,
04/19/2025,04/21/2025,ANTHONYS PIZZA,Food & Drink,Sale,-40.19,
04/17/2025,04/20/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
04/19/2025,04/20/2025,PLAYA BOWLS - LIL BELMAR,Food & Drink,Sale,-20.77,
04/19/2025,04/20/2025,SQ *OFFSHORE COFFEE CO. B,Food & Drink,Sale,-25.00,
04/19/2025,04/20/2025,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-119.33,
04/18/2025,04/20/2025,ARROWHEAD FARMSTEAD LLC,Home,Sale,-13.39,
04/18/2025,04/20/2025,DOLLAR TREE,Shopping,Sale,-12.45,
04/18/2025,04/20/2025,Arrowhead Farmstead NJ,Food & Drink,Sale,-55.00,
04/17/2025,04/20/2025,TRADER JOE S #608,Groceries,Sale,-58.04,
04/17/2025,04/18/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-65.96,
04/16/2025,04/18/2025,DUNKIN' MOBILE,Food & Drink,Sale,-10.00,
04/17/2025,04/18/2025,DOLLAR TREE,Shopping,Sale,-2.67,
04/15/2025,04/17/2025,NJ GRAVEL &amp; SAND CO INC,Home,Sale,-199.39,
04/16/2025,04/17/2025,BATH AND BODY WORKS 5453,Shopping,Sale,-28.79,
04/16/2025,04/17/2025,SQ *ROOK COFFEE WALL,Food & Drink,Sale,-20.00,
04/16/2025,04/17/2025,COSTCO WHSE #0329,Shopping,Sale,-198.71,
04/16/2025,04/17/2025,FARMMATCH LLC -OLD,Groceries,Sale,-55.44,
04/15/2025,04/17/2025,ACME 0780,Groceries,Sale,-18.97,
04/16/2025,04/17/2025,TST*MAEBERRIE MARKET,Food & Drink,Sale,-37.99,
04/15/2025,04/16/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-47.17,
04/14/2025,04/16/2025,TST*ANTHONY DAVIDS,Food & Drink,Sale,-179.71,
04/15/2025,04/16/2025,JENKINSONS SOUTH INC,Entertainment,Sale,-50.00,
04/14/2025,04/15/2025,CUTETICLES NAIL  SPA,Personal,Sale,-36.23,
04/14/2025,04/15/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/14/2025,04/15/2025,MARSHALL'S #514,Shopping,Sale,-30.33,
04/12/2025,04/13/2025,DD *DOORDASH NICHOLASC,Food & Drink,Sale,-26.21,
04/12/2025,04/13/2025,DUNKIN #331928 Q35,Food & Drink,Sale,-3.79,
04/12/2025,04/13/2025,BJS WHOLESALE #0027,Shopping,Sale,-162.95,
04/11/2025,04/13/2025,TARGET        00034082,Shopping,Sale,-69.48,
04/11/2025,04/13/2025,BAGEL STORE,Food & Drink,Sale,-6.20,
04/11/2025,04/13/2025,SPRING LAKE NAILS,Personal,Sale,-61.80,
04/11/2025,04/13/2025,TARGET        00034082,Shopping,Sale,-5.70,
04/10/2025,04/11/2025,WAWA 8368,Gas,Sale,-47.64,
04/10/2025,04/11/2025,SQ *OFFSHORE COFFEE CO. B,Food & Drink,Sale,-6.75,
04/10/2025,04/10/2025,Payment Thank You-Mobile,,Payment,6600.54,
04/09/2025,04/10/2025,COSTCO WHSE #0329,Shopping,Sale,-199.75,
04/09/2025,04/10/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-134.33,
04/09/2025,04/10/2025,FARMMATCH LLC,Groceries,Sale,-65.93,
04/08/2025,04/10/2025,PY *DRIFTWOOD,Groceries,Sale,-12.58,
04/09/2025,04/10/2025,DOLLAR TREE,Shopping,Sale,-6.66,
04/08/2025,04/09/2025,STATE FARM  INSURANCE,Bills & Utilities,Sale,-114.60,
04/08/2025,04/09/2025,WALGREENS #19234,Health & Wellness,Sale,-10.00,
04/07/2025,04/08/2025,APPLE.COM/BILL,Shopping,Sale,-2.99,
04/07/2025,04/08/2025,SHUTTERFLY  INC.,Shopping,Sale,-56.21,
04/06/2025,04/08/2025,HOMEDEPOT.COM,Home,Sale,-43.18,
04/07/2025,04/08/2025,TARGET        00034082,Shopping,Sale,-36.94,
04/06/2025,04/07/2025,ESPN Plus,Bills & Utilities,Sale,-12.78,
04/05/2025,04/07/2025,THE HOME DEPOT #0949,Home,Sale,-132.02,
04/05/2025,04/06/2025,CVS/PHARMACY #10091,Health & Wellness,Sale,-3.47,
04/04/2025,04/06/2025,WINE OUTLET WALL TOWNSHI,Food & Drink,Sale,-26.62,
04/04/2025,04/06/2025,BAMBOO LEAF,Food & Drink,Sale,-86.59,
04/03/2025,04/06/2025,TRADER JOE S #608,Groceries,Sale,-57.87,
04/05/2025,04/06/2025,APPLE.COM/BILL,Shopping,Sale,-2.12,
04/04/2025,04/06/2025,HOMEGOODS #0843,Shopping,Sale,-13.84,
04/04/2025,04/06/2025,OLD NAVY US 5519,Shopping,Sale,-10.50,
04/04/2025,04/06/2025,PhotoPrint Onl Deposit,Professional Services,Sale,-3.21,
04/05/2025,04/06/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-49.83,
04/04/2025,04/06/2025,SQ *BRADLEY BREW PROJECT,Groceries,Sale,-3.20,
04/04/2025,04/06/2025,SQ *BRADLEY BREW PROJECT,Groceries,Sale,-6.91,
04/04/2025,04/06/2025,SQ *CALIFORNIA COLD CO.,Food & Drink,Sale,-5.86,
04/03/2025,04/04/2025,THE HANDSOME DEVIL BAR,Personal,Sale,-42.34,
04/02/2025,04/03/2025,COSTCO WHSE #0329,Shopping,Sale,-1.60,
04/02/2025,04/03/2025,DOLLAR TREE,Shopping,Sale,-8.00,
04/02/2025,04/03/2025,FANGRAPHS.COM,Shopping,Sale,-25.00,
04/02/2025,04/03/2025,DOLLAR TREE,Shopping,Sale,-2.67,
04/02/2025,04/03/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
04/02/2025,04/03/2025,COSTCO WHSE #0329,Shopping,Sale,-174.66,
04/02/2025,04/03/2025,NJ EZPASS,Travel,Sale,-115.00,
04/01/2025,04/02/2025,POTTERYBARNKIDS.COM,Home,Sale,-27.46,
04/01/2025,04/02/2025,APPLE.COM/BILL,Shopping,Sale,-9.99,
04/02/2025,04/02/2025,UBER   *TRIP,Travel,Sale,-12.92,
04/01/2025,04/02/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-65.05,
04/01/2025,04/02/2025,NEW BROOKSIDE SCHOOL,Education,Sale,-1277.00,
04/01/2025,04/01/2025,VINEYARD VINES LLC,Shopping,Sale,-60.57,
03/30/2025,04/01/2025,IN *AQUA PRIME IRRIGATION,Home,Sale,-2878.88,
03/30/2025,03/31/2025,CORNER BAGELRY MANASQUAN,Food & Drink,Sale,-21.53,
03/29/2025,03/31/2025,ANTHONYS PIZZA,Food & Drink,Sale,-19.81,
03/28/2025,03/30/2025,HARRIGANS PUB,Food & Drink,Sale,-126.69,
03/29/2025,03/30/2025,HOFFMANS-SPRING LAKE,Food & Drink,Sale,-11.73,
03/29/2025,03/30/2025,VINEYARD VINES LLC,Shopping,Sale,-38.91,
03/26/2025,03/30/2025,CRATE AND BARREL #629,Home,Sale,-29.90,
03/28/2025,03/30/2025,T.J. MAXX #1532,Shopping,Sale,-46.24,
03/28/2025,03/30/2025,SQ *OFFSHORE COFFEE CO. B,Food & Drink,Sale,-7.00,
03/27/2025,03/28/2025,SUNOCO 0952678101,Gas,Sale,-39.72,
03/27/2025,03/28/2025,Spotify USA,Bills & Utilities,Sale,-12.78,
03/26/2025,03/27/2025,FARMMATCH LLC,Groceries,Sale,-34.47,
03/26/2025,03/27/2025,SQ *OFFSHORE COFFEE CO. B,Food & Drink,Sale,-6.50,
03/25/2025,03/26/2025,TARGET        00013789,Shopping,Return,13.53,
03/25/2025,03/26/2025,TARGET        00013789,Shopping,Sale,-83.08,
03/25/2025,03/26/2025,WHOLEFDS SLW#10587,Groceries,Sale,-17.32,
03/24/2025,03/25/2025,BJS WHOLESALE #0027,Shopping,Sale,-182.37,
03/24/2025,03/25/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-58.12,
03/23/2025,03/24/2025,COSTCO WHSE #0329,Shopping,Sale,-201.90,
03/22/2025,03/24/2025,ANTHONYS PIZZA,Food & Drink,Sale,-26.42,
03/22/2025,03/24/2025,DUNKIN' MOBILE,Food & Drink,Sale,-25.00,
03/22/2025,03/23/2025,American Eagle Outfitters,Shopping,Sale,-41.91,
03/21/2025,03/23/2025,WAL-MART #5142,Groceries,Sale,-35.62,
03/21/2025,03/23/2025,SHOPRITE ROUTE 35 &amp; 18,Groceries,Sale,-76.61,
03/21/2025,03/23/2025,JERSEY MIKES ONLINE UC,Food & Drink,Sale,-21.86,
03/20/2025,03/21/2025,SIERRA #0065,Shopping,Sale,-34.98,
03/20/2025,03/21/2025,HOMESENSE 0004,Shopping,Sale,-39.42,
03/20/2025,03/21/2025,SP DROPPS.COM,Shopping,Sale,-90.65,
03/20/2025,03/21/2025,PP*Borough of Spring Lake,Bills & Utilities,Sale,-550.00,
03/20/2025,03/21/2025,TARGET.COM  *,Shopping,Sale,-6.39,
03/20/2025,03/20/2025,AUTOMATIC PAYMENT - THANK,,Payment,5243.22,
03/19/2025,03/20/2025,Salon Kokopelli,Health & Wellness,Sale,-38.00,
03/19/2025,03/20/2025,FARMMATCH LLC,Groceries,Sale,-64.93,
03/18/2025,03/20/2025,THE HOME DEPOT #0949,Home,Sale,-93.99,
03/18/2025,03/20/2025,THE HOME DEPOT #0949,Home,Sale,-142.98,
03/18/2025,03/19/2025,TARGET.COM  *,Shopping,Sale,-8.51,
