Transaction Date,Post Date,Description,Category,Type,Amount,Memo
10/27/2021,10/28/2021,Amazon.com*2Y08H69L2,Shopping,Sale,-13.71,
10/25/2021,10/26/2021,Amazon.com*3D3IN87O3,Shopping,Sale,-3.68,
10/24/2021,10/25/2021,Amazon.com*295HO8D73,Shopping,Sale,-26.99,
10/19/2021,10/19/2021,Amazon.com*2Y77U9EY0,Shopping,Sale,-9.41,
10/06/2021,10/06/2021,AUTOMATIC PAYMENT - THANK,,Payment,257.77,
09/20/2021,09/21/2021,AMZN Mktp US*2G2A93VN2,Shopping,Sale,-14.92,
09/18/2021,09/19/2021,Amazon.com*2G0DZ69N1,Shopping,Sale,-26.65,
09/13/2021,09/14/2021,WHOLEFDS SLW#10587,Groceries,Sale,-10.65,
09/11/2021,09/12/2021,AMZN Mktp US*2G9GF01B1,Shopping,Sale,-8.95,
09/06/2021,09/06/2021,AUTOMATIC PAYMENT - THANK,,Payment,65.40,
08/23/2021,08/24/2021,Amazon.com*250WG2O61,Shopping,Sale,-8.99,
08/18/2021,08/19/2021,AMZN Mktp US*2D0XL4HG0,Shopping,Sale,-7.44,
08/12/2021,08/15/2021,BURRITO BAR,Food & Drink,Sale,-141.39,
08/11/2021,08/12/2021,Amazon.com*2D6I383R1,Shopping,Sale,-99.95,
08/06/2021,08/06/2021,AUTOMATIC PAYMENT - THANK,,Payment,15.94,
08/03/2021,08/04/2021,AMZN Mktp US*2P0B28JR2,Shopping,Sale,-21.97,
07/23/2021,07/25/2021,WHOLEFDS CLA #10576,Groceries,Sale,-10.66,
07/19/2021,07/20/2021,Amazon.com*2E01N1N32,Shopping,Sale,-19.79,
07/14/2021,07/15/2021,Amazon.com*294DQ89C2,Shopping,Sale,-6.39,
07/10/2021,07/11/2021,AMZN Mktp US*297IT0SS0,Shopping,Sale,-6.59,
06/24/2021,06/25/2021,AMZN Mktp US*217C56XW2,Shopping,Sale,-15.94,
05/06/2021,05/06/2021,AUTOMATIC PAYMENT - THANK,,Payment,80.74,
04/06/2021,04/06/2021,AUTOMATIC PAYMENT - THANK,,Payment,264.29,
03/27/2021,03/28/2021,AMZN Mktp US*LL4U33OR3,Shopping,Sale,-4.58,
03/16/2021,03/17/2021,AMZN Mktp US*XX5QX6PQ3,Shopping,Sale,-12.33,
03/16/2021,03/17/2021,AMZN Mktp US*LU0SD5Z03,Shopping,Sale,-29.84,
03/11/2021,03/12/2021,AMZN Mktp US*I35XW7L33,Shopping,Sale,-33.99,
03/08/2021,03/08/2021,Amazon.com*R23RB7393,Shopping,Sale,-6.39,
03/05/2021,03/05/2021,AUTOMATIC PAYMENT - THANK,,Payment,887.13,
03/04/2021,03/05/2021,AMZN Mktp US*CF5RO39K3,Shopping,Sale,-20.21,
03/04/2021,03/05/2021,Amazon.com*QC0JH84A3,Shopping,Sale,-8.50,
03/03/2021,03/05/2021,Amazon.com*0K8R11BX3,Shopping,Sale,-47.12,
03/01/2021,03/02/2021,AMZN Mktp US*MJ4BH05A3,Shopping,Sale,-18.12,
02/24/2021,02/25/2021,Amazon.com*1K5Z73HO3,Shopping,Sale,-37.32,
02/16/2021,02/17/2021,AMZN Mktp US*WU6FP9S93,Shopping,Sale,-22.64,
02/16/2021,02/17/2021,SHOPRITE METRO PLZA S1,Groceries,Sale,-52.15,
02/15/2021,02/16/2021,AMZN Mktp US*WN31U6A93,Shopping,Sale,-25.57,
02/12/2021,02/14/2021,Amazon.com*I20DX6IP3,Shopping,Sale,-18.62,
02/11/2021,02/12/2021,Amazon.com*MK42F7OT3,Shopping,Sale,-7.65,
02/09/2021,02/09/2021,Amazon.com*IO1584AR3,Shopping,Sale,-7.40,
02/05/2021,02/05/2021,AUTOMATIC PAYMENT - THANK,,Payment,412.02,
02/03/2021,02/04/2021,Amazon.com*K31CK85X3,Shopping,Sale,-29.95,
01/25/2021,01/26/2021,AMZN Mktp US*M19DL9T03,Shopping,Sale,-31.85,
01/24/2021,01/25/2021,AMZN Mktp US*ET0299603,Shopping,Sale,-28.44,
01/20/2021,01/21/2021,Amazon.com*LF3HU6C23,Shopping,Sale,-21.31,
01/17/2021,01/18/2021,Amazon.com*YE9G52HK3,Shopping,Sale,-639.74,
01/18/2021,01/18/2021,Amazon.com*XR7DT6BU3,Shopping,Sale,-9.06,
01/15/2021,01/17/2021,AMZN Mktp US*4B5KS6U73,Shopping,Sale,-13.60,
01/15/2021,01/17/2021,AMZN Mktp US*L11QJ0ZC3,Shopping,Sale,-44.90,
01/13/2021,01/14/2021,Amazon.com*435H10HI3,Shopping,Sale,-41.58,
01/09/2021,01/10/2021,AMZN Mktp US*X59992IA3,Shopping,Sale,-19.30,
01/07/2021,01/08/2021,Amazon.com*4K3D44YZ3,Shopping,Sale,-11.28,
01/06/2021,01/06/2021,AUTOMATIC PAYMENT - THANK,,Payment,150.25,
12/30/2020,12/31/2020,Amazon.com*F310861K3,Shopping,Sale,-16.49,
12/29/2020,12/30/2020,Amazon.com*M35U726R3,Shopping,Sale,-25.53,
12/27/2020,12/28/2020,AMZN Mktp US*D74CE4SC3,Shopping,Sale,-9.05,
12/23/2020,12/24/2020,Amazon.com*5Z3GQ6W43,Shopping,Sale,-24.27,
12/20/2020,12/21/2020,Amazon.com*TN4DO3A83,Shopping,Sale,-117.28,
12/18/2020,12/20/2020,Amazon.com*C75JN8MQ3,Shopping,Sale,-25.56,
12/18/2020,12/20/2020,Amazon.com*3E64B15V3,Shopping,Sale,-17.58,
12/15/2020,12/16/2020,Amazon.com*Z104G1KM3,Shopping,Sale,-15.19,
12/15/2020,12/16/2020,AMZN Mktp US*UV9A959V3,Shopping,Sale,-13.85,
12/15/2020,12/16/2020,Amazon.com*6H8764YR3,Shopping,Sale,-9.06,
12/09/2020,12/10/2020,Amazon Prime*8A5299JP3,Bills & Utilities,Sale,-126.88,
12/07/2020,12/08/2020,AMZN Mktp US*ID6LM77M3,Shopping,Sale,-13.85,
12/06/2020,12/06/2020,AUTOMATIC PAYMENT - THANK,,Payment,232.72,
11/30/2020,12/01/2020,AMZN Mktp US*QJ7QN4XO3,Shopping,Sale,-7.13,
11/29/2020,11/30/2020,AMZN Mktp US*579F473S3,Shopping,Sale,-6.99,
11/20/2020,11/22/2020,AMZN Mktp US*TE0SW9FN3,Shopping,Sale,-31.98,
11/11/2020,11/12/2020,Amazon.com*2092K5CU0,Shopping,Sale,-15.19,
11/10/2020,11/11/2020,Amazon.com*283J60SA2,Shopping,Sale,-18.87,
11/10/2020,11/11/2020,Amazon.com*284CQ2YN1,Shopping,Sale,-56.24,
11/06/2020,11/08/2020,Amazon.com*286V97D81,Shopping,Sale,-105.56,
11/06/2020,11/06/2020,AUTOMATIC PAYMENT - THANK,,Payment,40.15,
10/30/2020,11/01/2020,AMZN Mktp US,Shopping,Return,17.39,
10/28/2020,10/29/2020,Amazon.com*285A104F1,Shopping,Sale,-4.27,
10/28/2020,10/29/2020,AMZN Mktp US*2T1RI0Y60,Shopping,Sale,-17.39,
10/20/2020,10/20/2020,AMZN Mktp US*2T0468VB1,Shopping,Sale,-5.98,
10/20/2020,10/20/2020,AMZN Mktp US*2T88M0AA0,Shopping,Sale,-36.98,
10/18/2020,10/19/2020,Amazon.com*2T9NE7NV0,Shopping,Sale,-32.22,
10/15/2020,10/16/2020,AMZN Mktp US*MK7OD5WL0,Shopping,Sale,-15.98,
10/15/2020,10/16/2020,AMZN Mktp US*MK6OE5W22,Shopping,Sale,-1.99,
10/09/2020,10/11/2020,Amazon.com*MK9F44V60,Shopping,Sale,-12.35,
10/06/2020,10/06/2020,AUTOMATIC PAYMENT - THANK,,Payment,220.10,
09/30/2020,10/01/2020,Amazon.com*MK6BH9OX2,Shopping,Sale,-11.70,
09/23/2020,09/24/2020,Amazon.com*M48S16BF2,Shopping,Sale,-22.98,
09/13/2020,09/14/2020,WHOLEFDS SLW#10587,Groceries,Sale,-22.86,
09/08/2020,09/09/2020,Amazon.com*MU7T208D2,Shopping,Sale,-3.72,
09/07/2020,09/08/2020,WHOLEFDS SLW#10587,Groceries,Sale,-50.32,
09/06/2020,09/06/2020,AUTOMATIC PAYMENT - THANK,,Payment,68.96,
09/05/2020,09/06/2020,AMZN Mktp US*MU7JR3SW1,Shopping,Sale,-54.77,
09/04/2020,09/04/2020,Amazon.com*MU9X630L2,Shopping,Sale,-15.19,
09/04/2020,09/04/2020,Amazon.com*MU0NG44X0,Shopping,Sale,-9.17,
08/28/2020,08/30/2020,AMZN Mktp US*MM36R8W92,Shopping,Sale,-7.45,
08/24/2020,08/25/2020,AMZN Mktp US*MM8D52IC1,Shopping,Sale,-7.45,
08/19/2020,08/20/2020,AMZN Mktp US*MM2ZX60U2,Shopping,Sale,-53.22,
08/13/2020,08/14/2020,AMZN Mktp US*MF14H5UV2,Shopping,Sale,-18.81,
08/06/2020,08/06/2020,AUTOMATIC PAYMENT - THANK,,Payment,139.79,
