"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"11","Cameron Smith",27979141,9300,78.5,57.68,8.6,77.5,24.5,51.3,3.4,54.7,-0.01,11.47,0.525,7,0.235,29,0.425,35,0.047,139,1.232,21,1.685,173,-0.028,293,1.342,29,0.01,0.001,-0.044,-0.077,-0.04,0.006,-0.033,0.09,0.063,1.361,0.711,0.2584,0.1346,0.0674,0.0117,1.26,-1.6,10.32,0.97,3.56,15,1,2023-05-18,"2023-05-18 PGA Championship"
"12","Cameron Young",27979142,9200,79.46,59.39,10.1,78,25,56,4.8,60.8,0.47,14.25,0.125,90,0.092,87,0.669,14,0.851,4,1.736,9,20.564,5,-0.024,280,1.459,26,0.024,0.081,0.015,0.157,-0.04,0.071,-0.028,0.067,0.11,1.856,0.7859,0.3717,0.2137,0.1159,0.0237,2.58,-0.11,12.59,0.91,4.04,15,1,2023-05-18,"2023-05-18 PGA Championship"
"13","Viktor Hovland",27979143,9100,88.89,58,7.9,78,24.5,56.5,4.9,61.4,0.57,11.24,0.081,120,-0.08,244,0.749,8,0.928,2,1.679,12,9.693,54,0.038,79,1.437,25,0.025,0.04,0.007,0.17,-0.04,0.034,0.046,0.062,0.141,1.863,0.7904,0.3759,0.2179,0.1186,0.0251,2.76,0.23,9.9,0.59,2.77,10,1,2023-05-18,"2023-05-18 PGA Championship"
"14","Sungjae Im",27979144,9000,81.29,64.07,14.4,81.85,30.65,57.8,5.4,63.1,0.74,14.49,0.403,22,0.336,3,0.514,29,0.613,12,1.866,7,0.482,197,0.071,20,1.81,25,0.027,0.01,-0.042,0.061,-0.04,0.001,0.084,0.094,0.18,2,0.8,0.3953,0.2358,0.1316,0.028,3.11,0.73,14.45,1.91,8.96,25,1,2023-05-18,"2023-05-18 PGA Championship"
"15","Jason Day",27979145,8900,77.97,63.26,15,80.5,27.5,57.1,5.1,62.3,0.72,13.77,0.405,21,0.285,9,0.559,26,0.438,34,1.687,11,5.289,111,0.017,142,1.599,35,-0.01,0.013,0.076,0.009,0.009,0.018,0.02,0.094,0.132,1.929,0.7984,0.3922,0.2342,0.1311,0.0277,3.11,0.87,14.26,1.55,7.41,20,1,2023-05-18,"2023-05-18 PGA Championship"
"16","Dustin Johnson",27979146,8800,70.79,57.59,11.6,76.5,24.5,51.8,3.6,55.4,0.27,13.96,0.046,144,0.082,100,0.573,22,0.504,21,1.206,26,14.168,24,-0.009,227,1.291,38,-0.022,-0.019,-0.127,0.082,0.012,0.049,-0.011,0.054,0.092,1.427,0.7167,0.2667,0.1372,0.069,0.0129,1.47,-0.64,13.02,0.49,1.89,15,1,2023-05-18,"2023-05-18 PGA Championship"
"17","Max Homa",27979147,8700,86.46,61.27,7.3,79.5,26,50.3,3.3,53.5,0.18,11.19,0.416,17,0.216,38,0.573,23,0.196,84,1.4,17,4.034,132,0.029,104,1.47,32,0.001,0.028,0.016,-0.114,-0.04,0.014,0.034,0.092,0.14,1.354,0.7076,0.2457,0.1215,0.0579,0.0101,1.16,-0.82,9.63,1.48,6.25,15,1,2023-05-18,"2023-05-18 PGA Championship"
"18","Hideki Matsuyama",27979148,8600,70.23,57.44,5.4,76.5,24.65,52,3.7,55.7,0.39,6.97,0.121,93,0.297,8,0.562,25,0.172,94,1.152,30,-0.931,217,0.021,122,1.172,31,0.005,-0.063,-0.017,0.054,0.005,-0.004,0.025,0.077,0.099,1.453,0.7253,0.2681,0.1399,0.069,0.0124,1.44,-0.41,6.34,0.77,3.26,10,1,2023-05-18,"2023-05-18 PGA Championship"
"19","Tyrrell Hatton",27979149,8500,82.69,63.58,16.2,81.5,28.5,54.3,4.4,58.6,0.65,14.14,0.348,29,0.242,25,0.616,16,0.488,24,1.694,10,6.088,99,0.022,118,1.668,31,0.004,-0.002,-0.03,0.054,-0.04,0.021,0.026,0.092,0.139,1.701,0.7608,0.3268,0.1786,0.0936,0.0178,2.09,0.36,14.96,1.47,6.8,20,1,2023-05-18,"2023-05-18 PGA Championship"
"20","Matt Fitzpatrick",27979150,8400,66.96,61.12,14.5,80,26,54.1,4.4,58.5,0.68,14.22,0.47,11,0.217,37,0.323,53,0.47,28,1.481,14,8.441,66,0.008,164,1.408,28,0.014,0.001,-0.007,0.064,-0.04,0.029,0.009,0.073,0.111,1.71,0.7691,0.3311,0.1795,0.0917,0.017,2.02,0.42,14.33,1.34,6.24,20,1,2023-05-18,"2023-05-18 PGA Championship"
"21","Shane Lowry",27979151,8300,60.77,51.4,3.7,72,22.5,48.2,2.9,51.1,0.19,5.03,-0.168,290,0.089,92,0.579,21,0.437,37,0.936,40,4.129,130,0.034,94,0.68,36,-0.012,0.051,-0.017,0.233,-0.013,0.014,0.04,0.042,0.096,1.173,0.6835,0.2151,0.1056,0.0467,0.0066,0.8,-0.68,4.5,0.04,-0.16,5,1,2023-05-18,"2023-05-18 PGA Championship"
"22","Sam Burns",27979152,8200,66.57,53.89,9.1,73.5,23.15,52.2,3.7,55.9,0.59,7.01,0.579,4,0.096,84,0.244,73,0.497,22,1.415,16,10.371,50,-0.026,284,1.256,26,0.021,0.049,-0.022,0.111,-0.04,0.036,-0.031,0.066,0.071,1.459,0.7222,0.2732,0.1447,0.0723,0.0137,1.67,0.3,7.85,0.96,4.47,15,1,2023-05-18,"2023-05-18 PGA Championship"
"23","Sahith Theegala",27979153,8100,77.91,50.21,5.5,71.5,22,49.5,3.1,52.6,0.4,6.06,0.392,24,0.241,26,0.378,42,0.144,105,1.155,29,7.017,83,-0.033,304,1.088,25,0.026,0.107,-0.035,-0.031,-0.04,0.024,-0.04,0.075,0.059,1.194,0.6845,0.2188,0.1047,0.0483,0.0078,0.96,-0.29,5.84,0.85,3.68,10,1,2023-05-18,"2023-05-18 PGA Championship"
"24","Tom Kim",27979154,8000,76,54.39,4.8,74.5,23.5,51,3.3,54.3,0.57,5.46,0.109,99,0.138,64,0.6,17,0.374,48,1.222,24,-0.462,213,0.095,8,1.099,20,0.042,0.012,-0.016,0.085,-0.04,-0.002,0.113,0.067,0.178,1.377,0.7067,0.2506,0.1289,0.0622,0.0106,1.32,0.18,5.2,1.11,5.09,10,1,2023-05-18,"2023-05-18 PGA Championship"
"25","Tommy Fleetwood",27979155,8000,72.64,56.43,10.7,75.5,23.5,50.4,3.4,53.8,0.53,10.94,0.187,65,0.243,24,0.528,28,0.266,68,1.224,23,2.905,158,0.021,119,1.215,32,0.001,-0.043,-0.037,0.087,-0.04,0.01,0.026,0.074,0.109,1.383,0.7126,0.2513,0.1238,0.0586,0.0097,1.21,0.07,10.84,0.91,4.13,15,1,2023-05-18,"2023-05-18 PGA Championship"
"26","Corey Conners",27979156,7900,69.2,52.75,6.3,73,23,49.4,3,52.4,0.48,6.22,-0.081,227,-0.094,257,0.698,10,0.688,9,1.211,25,1.207,182,0.061,35,1.136,31,0.005,-0.021,-0.006,0.098,-0.04,0.004,0.073,0.047,0.124,1.275,0.7041,0.232,0.1129,0.0521,0.0083,1.05,0.01,6.25,0.02,0.1,5,1,2023-05-18,"2023-05-18 PGA Championship"
"27","Joaquin Niemann",27979157,7900,66.38,58.27,7.3,77.5,24.5,47.8,2.9,50.6,0.35,9.05,0.055,132,0.08,102,0.433,33,0.608,13,1.176,28,11.475,37,-0.008,218,1.1,24,0.029,0.011,-0.066,0.101,-0.04,0.04,-0.009,0.043,0.074,1.131,0.6815,0.2075,0.0967,0.0432,0.006,0.76,-0.28,8.35,0.26,1.03,10,1,2023-05-18,"2023-05-18 PGA Championship"
"28","Taylor Moore",27979158,7800,63.19,46.12,4.3,68,21.15,48.1,2.8,50.9,0.42,6.52,0.359,27,-0.01,180,0.289,60,0.458,31,1.095,32,6.637,92,0.005,173,1.086,29,0.01,0.034,-0.027,-0.009,-0.04,0.023,0.006,0.048,0.077,1.124,0.6774,0.2012,0.0937,0.0432,0.0067,0.86,-0.08,5.63,0.42,1.85,5,1,2023-05-18,"2023-05-18 PGA Championship"
"29","Adam Scott",27979159,7800,79.46,51.56,11.8,72.85,22.5,46.2,2.4,48.6,0.25,9.04,0.27,43,0.175,50,0.062,121,0.26,70,0.767,47,9.111,59,-0.035,309,0.92,42,-0.037,-0.048,-0.008,-0.061,0.061,0.031,-0.042,0.034,0.024,0.922,0.6337,0.1661,0.0739,0.0335,0.0047,0.6,-0.34,10.14,0.2,0.73,10,1,2023-05-18,"2023-05-18 PGA Championship"
"30","Keegan Bradley",27979160,7700,68.92,50.97,9,71.5,22.5,48.9,2.9,51.8,0.53,6.94,0.115,96,0.149,60,0.395,38,0.445,33,1.103,31,3.8,139,0.033,96,1.111,36,-0.015,-0.018,0.001,0.024,-0.001,0.013,0.039,0.05,0.102,1.189,0.6865,0.2257,0.1112,0.0517,0.0085,1.1,0.25,7.76,0.55,2.6,10,1,2023-05-18,"2023-05-18 PGA Championship"
"31","Justin Rose",27979161,7700,71.75,50.5,6.4,71.5,22.5,47.9,2.7,50.6,0.44,6.91,0.356,28,0.108,73,0.304,57,0.077,130,0.845,45,-0.397,212,0.034,92,1.078,42,-0.036,-0.085,0.077,-0.19,-0.039,-0.002,0.04,0.058,0.097,1.065,0.6528,0.1938,0.0902,0.04,0.006,0.78,-0.07,6.71,0.68,3.03,10,1,2023-05-18,"2023-05-18 PGA Championship"
"32","Patrick Reed",27979162,7600,74.45,46.09,8.6,69,21,48,2.8,50.8,0.5,5.68,0.438,13,0.307,7,0.283,62,-0.165,222,0.862,44,-5.395,306,-0.009,222,0.953,32,0,-0.013,0.025,-0.103,-0.04,-0.019,-0.01,0.078,0.049,1.073,0.6599,0.1942,0.0903,0.0415,0.0061,0.8,0.04,6.85,0.69,3.12,10,1,2023-05-18,"2023-05-18 PGA Championship"
"33","Rickie Fowler",27979163,7600,78.58,53.57,15.3,74,23,53.5,4.2,57.7,1,15.68,0.303,36,0.185,48,0.594,18,0.183,91,1.266,20,6.441,95,0.016,143,1.286,34,-0.006,-0.026,0.067,-0.055,0.007,0.022,0.019,0.083,0.125,1.608,0.7468,0.3067,0.1661,0.0849,0.0156,2.05,1.29,15.53,1.18,5.96,20,1,2023-05-18,"2023-05-18 PGA Championship"
"34","Talor Gooch",27979164,7600,77.21,49.7,5.9,70.5,22.5,48.9,3,51.8,0.58,7.89,0.171,72,0.173,51,0.562,24,0.159,99,1.065,34,-0.278,210,0.044,69,0.98,31,0.004,0.046,0.035,0,-0.04,-0.001,0.052,0.072,0.122,1.173,0.6774,0.2119,0.1011,0.0458,0.0078,1.03,0.27,7.09,0.81,3.78,10,1,2023-05-18,"2023-05-18 PGA Championship"
"35","Abraham Ancer",27979165,7500,57.11,38.98,0.96,62.5,19.5,41,1.6,42.6,-0.03,1.9,0.099,107,-0.172,324,0.042,131,0.426,41,0.395,91,-0.915,216,0.094,9,0.41,32,0.002,0.023,-0.064,0.024,-0.04,-0.004,0.112,-0.003,0.106,0.484,0.5475,0.1008,0.0389,0.0153,0.0018,0.24,-0.43,1.52,-0.25,-1.34,0,1,2023-05-18,"2023-05-18 PGA Championship"
"36","Wyndham Clark",27979166,7500,78.5,52.92,18.7,74,23,50.3,3.3,53.6,0.75,13.28,0.317,35,0.148,61,0.589,19,0.308,60,1.363,18,14.243,22,-0.051,354,1.488,29,0.012,-0.002,-0.094,-0.041,-0.04,0.049,-0.061,0.08,0.069,1.347,0.711,0.2506,0.123,0.0581,0.0092,1.23,0.56,15.45,0.83,4.02,20,1,2023-05-18,"2023-05-18 PGA Championship"
"37","Cameron Davis",27979167,7400,56.41,43.85,1.3,66.5,20.5,43.2,1.9,45.1,0.18,3.28,0.038,149,0.056,124,0.123,104,0.435,38,0.653,60,11.064,41,-0.048,344,0.453,28,0.016,0.054,-0.015,0.145,-0.04,0.038,-0.057,0.014,-0.005,0.639,0.5833,0.1267,0.0516,0.0202,0.0027,0.36,-0.23,2.49,-0.53,-2.5,0,1,2023-05-18,"2023-05-18 PGA Championship"
"38","Bryson DeChambeau",27979168,7400,56.36,35.39,4.2,59.5,18.5,37.6,1.1,38.7,-0.16,4.99,0.103,103,-0.137,292,-0.161,212,0.367,51,0.172,121,21.577,4,-0.076,400,0.172,29,0.011,-0.027,-0.067,0.083,-0.04,0.075,-0.091,-0.022,-0.038,0.063,0.4785,0.067,0.0255,0.0094,9e-04,0.12,-0.47,4.67,-0.95,-4.51,0,1,2023-05-18,"2023-05-18 PGA Championship"
"39","Thomas Detry",27979169,7400,70.67,38.94,0.92,63,19.5,41.4,1.5,43,0.03,0.63,0.275,42,0.03,150,0.055,125,0.125,109,0.484,78,9.804,53,-0.013,241,0.378,30,0.008,0.039,0.015,0.044,-0.04,0.034,-0.016,0.023,0.041,0.467,0.5413,0.0992,0.0402,0.0153,0.0016,0.22,-0.37,0.75,0.09,0.22,0,1,2023-05-18,"2023-05-18 PGA Championship"
"40","Denny McCarthy",27979170,7400,69.03,45.25,3.2,68,21,47.7,2.8,50.5,0.57,6.05,0.547,6,0.237,28,0.12,106,0.111,112,1.015,35,-4.11,286,0.03,102,1.087,30,0.009,-0.011,-0.016,-0.053,-0.04,-0.015,0.035,0.066,0.086,1.152,0.6825,0.2075,0.0975,0.0423,0.0064,0.86,0.27,4.91,0.99,4.59,10,1,2023-05-18,"2023-05-18 PGA Championship"
"41","Brendon Todd",27979172,7300,66.56,37.18,2,60.5,19,40.4,1.5,42,0.01,0.9,0.574,5,0.336,2,-0.002,155,-0.53,332,0.379,92,-18.172,410,0.092,11,0.83,37,-0.018,-0.127,0.012,-0.318,-0.04,-0.064,0.11,0.067,0.112,0.412,0.5392,0.0934,0.0357,0.0142,0.0014,0.19,-0.33,1.34,1.13,4.92,5,1,2023-05-18,"2023-05-18 PGA Championship"
"42","Emiliano Grillo",27979173,7300,64.69,40.95,3.5,64,20,41.3,1.6,43,0.08,2.42,-0.049,208,-0.077,240,0.42,36,0.255,72,0.549,68,2.549,163,0.042,73,0.593,30,0.007,0.02,-0.036,-0.036,-0.04,0.009,0.05,0.026,0.084,0.515,0.5575,0.1064,0.044,0.0178,0.0024,0.33,-0.19,2.85,-0.27,-1.31,0,1,2023-05-18,"2023-05-18 PGA Championship"
"43","Victor Perez",27979174,7300,87.3,41.14,0.58,64.5,20,38.9,1.3,40.2,-0.07,0.16,0.234,52,-0.214,348,0.011,151,0.251,73,0.281,105,4.653,122,0.005,176,0.28,30,0.007,-0.008,0.025,-0.022,-0.04,0.016,0.006,0.002,0.024,0.259,0.5,0.0771,0.0285,0.0108,0.001,0.14,-0.38,0.33,-0.68,-3.25,0,1,2023-05-18,"2023-05-18 PGA Championship"
"44","Russell Henley",27979175,7300,63.42,49.59,8.7,70.5,22,50.8,3.5,54.3,0.9,12.23,0.041,148,0.277,12,0.581,20,0.33,57,1.229,22,-5.453,307,0.111,2,1.231,34,-0.005,-0.069,0.015,0.057,-0.039,-0.019,0.132,0.071,0.184,1.408,0.7143,0.2618,0.1344,0.0659,0.0115,1.58,1.06,10.82,1.21,5.98,15,1,2023-05-18,"2023-05-18 PGA Championship"
"45","Harris English",27979176,7200,59.92,33.48,4.3,57.5,18,40.9,1.5,42.4,0.09,7.11,0.427,14,0.272,19,0.014,146,-0.366,292,0.347,96,-2.122,243,0.018,134,0.546,33,-0.004,-0.037,-0.048,-0.11,-0.026,-0.008,0.021,0.05,0.063,0.397,0.5327,0.0957,0.0387,0.0146,0.0019,0.26,-0.19,5.99,0.7,3.05,10,1,2023-05-18,"2023-05-18 PGA Championship"
"46","Taylor Montgomery",27979177,7200,75.44,38.17,3.3,62,19,42.3,1.7,44,0.2,1.36,0.588,3,0.196,45,-0.155,208,-0.094,191,0.535,71,5.205,113,-0.054,359,0.61,28,0.016,0.067,0.035,-0.194,-0.04,0.018,-0.064,0.041,-0.006,0.492,0.5516,0.107,0.0441,0.0183,0.0023,0.32,-0.13,2.14,0.33,1.42,5,1,2023-05-18,"2023-05-18 PGA Championship"
"47","Nicolai Hojgaard",27979178,7200,84.54,43.79,5.1,66.5,20.5,40.2,1.4,41.7,0.03,3.8,0.032,151,-0.167,319,0.192,85,0.396,46,0.454,82,17.484,9,-0.066,385,0.336,22,0.038,-0.036,-0.019,0.135,-0.04,0.061,-0.079,0.004,-0.015,0.379,0.5327,0.0901,0.0339,0.0133,0.0015,0.21,-0.24,4.32,-0.9,-4.17,0,1,2023-05-18,"2023-05-18 PGA Championship"
"48","Billy Horschel",27979179,7200,52.21,36.42,0.75,61,19,35.9,1,36.8,-0.19,0.43,0.244,49,0.153,57,-0.106,191,-0.223,248,0.068,135,-2.593,248,0.023,114,0.233,36,-0.013,-0.062,-0.021,-0.069,-0.045,-0.009,0.027,0.018,0.036,-0.009,0.4444,0.05,0.0165,0.0054,5e-04,0.07,-0.38,0.56,-0.05,-0.42,0,1,2023-05-18,"2023-05-18 PGA Championship"
"49","Min Woo Lee",27979180,7200,66.4,40.12,1.8,64,19.5,42.6,1.8,44.3,0.22,2.98,0.334,32,0.217,36,-0.3,268,0.295,64,0.546,70,17.087,10,-0.041,325,0.267,24,0.028,0.077,-0.014,0.187,-0.04,0.059,-0.049,0.007,0.017,0.562,0.5726,0.1182,0.0498,0.0209,0.0025,0.35,-0.1,2.51,0.36,1.57,5,1,2023-05-18,"2023-05-18 PGA Championship"
"50","Christiaan Bezuidenhout",27979181,7200,66.03,36.91,0.99,61,19,39.9,1.4,41.3,0,1.52,0.415,18,0.114,71,0.148,99,-0.323,278,0.354,95,-9.529,352,0.043,70,0.55,29,0.013,-0.069,-0.009,-0.131,-0.04,-0.034,0.051,0.052,0.07,0.365,0.5261,0.0839,0.0308,0.0112,0.0014,0.19,-0.26,1.31,0.34,1.4,5,1,2023-05-18,"2023-05-18 PGA Championship"
"51","Kurt Kitayama",27979182,7100,53.81,39.68,0.94,62.85,20,41.3,1.6,42.9,0.17,1.65,-0.016,177,0.089,90,0.322,54,0.086,123,0.481,79,10.452,47,-0.044,334,0.349,30,0.008,0.069,-0.003,0.058,-0.04,0.036,-0.053,0.03,0.014,0.402,0.537,0.0994,0.0381,0.0148,0.0022,0.31,-0.09,1.37,-0.35,-1.62,0,1,2023-05-18,"2023-05-18 PGA Championship"
"52","Keith Mitchell",27979183,7100,67.43,44.69,6.5,67,21,42.2,1.8,44,0.25,4.44,0.175,70,0.011,164,-0.003,156,0.459,30,0.643,62,13.165,29,0.021,120,0.492,31,0.005,0.005,0.033,0.108,-0.04,0.046,0.025,0.008,0.079,0.621,0.5781,0.1156,0.0466,0.0188,0.0021,0.3,-0.1,5.26,0.24,1.03,5,1,2023-05-18,"2023-05-18 PGA Championship"
"53","Davis Riley",27979184,7100,52.13,37.84,0.47,62,19,40.4,1.5,41.9,0.1,0.76,-0.059,212,-0.066,228,0.353,48,0.109,113,0.336,97,7.246,82,-0.002,195,0.188,26,0.022,0.044,0.009,0.073,-0.04,0.025,-0.002,0.02,0.043,0.341,0.5238,0.0885,0.0343,0.0127,0.0016,0.23,-0.17,0.64,-0.53,-2.47,0,1,2023-05-18,"2023-05-18 PGA Championship"
"54","Webb Simpson",27979185,7100,48.79,34.09,0.65,58.5,18,36.5,1,37.5,-0.13,0.14,0.012,160,0.047,134,0.067,118,-0.333,282,-0.207,170,-2.168,244,0.035,89,0.056,37,-0.018,-0.117,-0.082,-0.045,-0.007,-0.008,0.042,0.009,0.043,-0.087,0.4405,0.052,0.0184,0.0059,6e-04,0.08,-0.32,0.34,-0.47,-2.28,0,1,2023-05-18,"2023-05-18 PGA Championship"
"55","Si Woo Kim",27979186,7100,71.82,52.3,13.4,73.5,22.5,48.4,2.9,51.4,0.78,7.79,0.09,112,0.206,41,0.49,30,0.297,63,1.084,33,-3.711,271,0.072,19,0.991,27,0.017,-0.019,0.008,0.086,-0.04,-0.013,0.086,0.062,0.135,1.178,0.6764,0.2105,0.0999,0.0457,0.0066,0.93,0.53,10.03,0.77,3.73,15,1,2023-05-18,"2023-05-18 PGA Championship"
"56","Gary Woodland",27979187,7100,58.5,46.41,14.2,68.5,21.5,46.7,2.5,49.2,0.62,11.17,-0.381,396,-0.166,317,0.742,9,0.768,7,0.963,39,11.111,40,0.021,125,0.781,39,-0.023,-0.035,0.016,0.223,-0.035,0.038,0.024,0.022,0.085,1.008,0.6479,0.1779,0.0826,0.0368,0.0048,0.68,0.28,12.38,-0.66,-2.83,10,1,2023-05-18,"2023-05-18 PGA Championship"
"57","Mito Pereira",27979188,7000,77.14,47.86,8.5,69,22,47.4,2.6,50.1,0.73,7.63,-0.098,238,-0.016,188,0.678,12,0.437,35,1,37,8.537,65,0.018,132,0.949,28,0.016,0.006,-0.014,0.043,-0.04,0.029,0.022,0.048,0.099,1.048,0.6503,0.1873,0.0881,0.0396,0.0056,0.8,0.43,7.98,0.07,0.53,10,1,2023-05-18,"2023-05-18 PGA Championship"
"58","Seamus Power",27979189,7000,76.29,42.71,6.2,65,20,44,2,46,0.44,5.01,0.208,59,0.121,69,0.276,65,0.117,111,0.722,53,3.519,144,-0.003,199,0.657,36,-0.013,0.042,0.014,0.021,-0.04,0.012,-0.003,0.046,0.054,0.758,0.6032,0.1379,0.0588,0.0248,0.0036,0.51,0.14,5.49,0.21,1.02,5,1,2023-05-18,"2023-05-18 PGA Championship"
"59","J.J. Spaun",27979190,7000,61.56,41.76,0.8,65,20,45.1,2.2,47.3,0.53,1.53,0.044,147,0.092,88,0.357,47,0.268,67,0.761,48,-1.719,232,0.057,44,0.719,32,0,-0.001,0.002,0.042,-0.04,-0.006,0.068,0.039,0.101,0.851,0.6169,0.1517,0.0662,0.0279,0.0039,0.56,0.19,1.24,0.21,1.04,0,1,2023-05-18,"2023-05-18 PGA Championship"
"60","Ben Taylor",27979191,7000,58.03,33.86,0.25,58,18,34.2,0.7,34.9,-0.21,0,0.295,39,0.004,166,-0.196,230,-0.283,263,-0.179,165,2.875,159,-0.055,362,-0.063,30,0.006,0.038,-0.018,-0.142,-0.04,0.01,-0.066,0.004,-0.052,-0.297,0.3937,0.0336,0.0102,0.0034,0,0,-0.37,0.1,-0.88,-4.15,0,1,2023-05-18,"2023-05-18 PGA Championship"
