player_name,sample_size,baseline,major_adj,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Hatton, Tyrrell",150,1.668,-0.092,31,0.004,-0.002,-0.030,0.054,-0.040,0.021,0.026,0.092,0.139,1.701,2.772,"PGA Championship","Oak Hill Country Club"
"Fowler, Rickie",150,1.286,0.211,34,-0.006,-0.026,0.067,-0.055,0.007,0.022,0.019,0.083,0.125,1.608,2.771,"PGA Championship","Oak Hill Country Club"
"Koepka, Brooks",150,0.963,0.360,33,-0.001,-0.012,0.232,0.015,-0.028,0.041,-0.027,0.055,0.069,1.598,2.798,"PGA Championship","Oak Hill Country Club"
"Burns, Sam",150,1.256,0.012,26,0.021,0.049,-0.022,0.111,-0.040,0.036,-0.031,0.066,0.071,1.459,2.807,"PGA Championship","Oak Hill Country Club"
"Matsuyama, Hideki",150,1.172,0.198,31,0.005,-0.063,-0.017,0.054,0.005,-0.004,0.025,0.077,0.099,1.453,2.798,"PGA Championship","Oak Hill Country Club"
"Johnson, Dustin",150,1.291,0.117,38,-0.022,-0.019,-0.127,0.082,0.012,0.049,-0.011,0.054,0.092,1.427,2.827,"PGA Championship","Oak Hill Country Club"
"Henley, Russell",150,1.231,0.034,34,-0.005,-0.069,0.015,0.057,-0.039,-0.019,0.132,0.071,0.184,1.408,2.771,"PGA Championship","Oak Hill Country Club"
"Fleetwood, Tommy",150,1.215,0.090,32,0.001,-0.043,-0.037,0.087,-0.040,0.010,0.026,0.074,0.109,1.383,2.752,"PGA Championship","Oak Hill Country Club"
"Kim, Tom",150,1.099,0.016,20,0.042,0.012,-0.016,0.085,-0.040,-0.002,0.113,0.067,0.178,1.377,2.803,"PGA Championship","Oak Hill Country Club"
"Smith, Cameron",150,1.342,0.106,29,0.010,0.001,-0.044,-0.077,-0.040,0.006,-0.033,0.090,0.063,1.361,2.818,"PGA Championship","Oak Hill Country Club"
"Homa, Max",150,1.470,-0.146,32,0.001,0.028,0.016,-0.114,-0.040,0.014,0.034,0.092,0.140,1.354,2.772,"PGA Championship","Oak Hill Country Club"
"Clark, Wyndham",150,1.488,-0.045,29,0.012,-0.002,-0.094,-0.041,-0.040,0.049,-0.061,0.080,0.069,1.347,2.767,"PGA Championship","Oak Hill Country Club"
"Conners, Corey",150,1.136,-0.020,31,0.005,-0.021,-0.006,0.098,-0.040,0.004,0.073,0.047,0.124,1.275,2.749,"PGA Championship","Oak Hill Country Club"
"Theegala, Sahith",150,1.088,0.019,25,0.026,0.107,-0.035,-0.031,-0.040,0.024,-0.040,0.075,0.059,1.194,2.803,"PGA Championship","Oak Hill Country Club"
"Bradley, Keegan",150,1.111,-0.015,36,-0.015,-0.018,0.001,0.024,-0.001,0.013,0.039,0.050,0.102,1.189,2.807,"PGA Championship","Oak Hill Country Club"
"Kim, Si Woo",150,0.991,-0.001,27,0.017,-0.019,0.008,0.086,-0.040,-0.013,0.086,0.062,0.135,1.178,2.770,"PGA Championship","Oak Hill Country Club"
"Lowry, Shane",150,0.680,0.154,36,-0.012,0.051,-0.017,0.233,-0.013,0.014,0.040,0.042,0.096,1.173,2.778,"PGA Championship","Oak Hill Country Club"
"Gooch, Talor",150,0.980,0.026,31,0.004,0.046,0.035,0.000,-0.040,-0.001,0.052,0.072,0.122,1.173,2.789,"PGA Championship","Oak Hill Country Club"
"McCarthy, Denny",150,1.087,0.091,30,0.009,-0.011,-0.016,-0.053,-0.040,-0.015,0.035,0.066,0.086,1.152,2.743,"PGA Championship","Oak Hill Country Club"
"Niemann, Joaquin",150,1.100,-0.078,24,0.029,0.011,-0.066,0.101,-0.040,0.040,-0.009,0.043,0.074,1.131,2.748,"PGA Championship","Oak Hill Country Club"
"Moore, Taylor",150,1.086,-0.008,29,0.010,0.034,-0.027,-0.009,-0.040,0.023,0.006,0.048,0.077,1.124,2.756,"PGA Championship","Oak Hill Country Club"
"Reed, Patrick",150,0.953,0.202,32,-0.000,-0.013,0.025,-0.103,-0.040,-0.019,-0.010,0.078,0.049,1.073,2.795,"PGA Championship","Oak Hill Country Club"
"Rose, Justin",150,1.078,0.162,42,-0.036,-0.085,0.077,-0.190,-0.039,-0.002,0.040,0.058,0.097,1.065,2.804,"PGA Championship","Oak Hill Country Club"
"Kuchar, Matt",150,1.114,0.089,44,-0.044,-0.109,0.030,-0.109,-0.005,-0.030,0.055,0.069,0.094,1.060,2.715,"PGA Championship","Oak Hill Country Club"
"Pereira, Mito",150,0.949,-0.011,28,0.016,0.006,-0.014,0.043,-0.040,0.029,0.022,0.048,0.099,1.048,2.785,"PGA Championship","Oak Hill Country Club"
"Woodland, Gary",150,0.781,-0.005,39,-0.023,-0.035,0.016,0.223,-0.035,0.038,0.024,0.022,0.085,1.008,2.781,"PGA Championship","Oak Hill Country Club"
"Jaeger, Stephan",150,0.754,-0.050,33,-0.005,0.050,-0.025,0.233,-0.040,0.011,-0.008,0.052,0.055,0.972,2.760,"PGA Championship","Oak Hill Country Club"
"Kirk, Chris",150,0.916,-0.020,38,-0.019,-0.029,0.055,-0.037,-0.021,-0.010,0.036,0.060,0.087,0.932,2.755,"PGA Championship","Oak Hill Country Club"
"Scott, Adam",150,0.920,0.071,42,-0.037,-0.048,-0.008,-0.061,0.061,0.031,-0.042,0.034,0.024,0.922,2.801,"PGA Championship","Oak Hill Country Club"
"Lee, Kyounghoon",150,0.868,-0.050,31,0.004,0.019,-0.016,0.033,-0.040,0.002,0.038,0.054,0.094,0.912,2.779,"PGA Championship","Oak Hill Country Club"
"Spaun, J.J.",150,0.719,0.029,32,-0.000,-0.001,0.002,0.042,-0.040,-0.006,0.068,0.039,0.101,0.851,2.795,"PGA Championship","Oak Hill Country Club"
"Buckley, Hayden",150,0.630,0.032,27,0.020,-0.005,0.008,0.083,-0.040,0.018,0.076,0.009,0.103,0.830,2.811,"PGA Championship","Oak Hill Country Club"
"Harman, Brian",150,0.744,0.029,36,-0.013,-0.123,-0.024,0.136,-0.040,-0.015,0.089,0.024,0.097,0.806,2.781,"PGA Championship","Oak Hill Country Club"
"Varner III, Harold",150,0.690,0.000,32,-0.000,0.002,0.021,0.082,-0.040,0.024,-0.023,0.045,0.046,0.800,2.796,"PGA Championship","Oak Hill Country Club"
"Taylor, Nick",150,0.818,0.052,35,-0.009,-0.019,0.020,-0.087,-0.040,-0.018,0.019,0.050,0.051,0.787,2.759,"PGA Championship","Oak Hill Country Club"
"Power, Seamus",150,0.657,0.022,36,-0.013,0.042,0.014,0.021,-0.040,0.012,-0.003,0.046,0.054,0.758,2.774,"PGA Championship","Oak Hill Country Club"
"Hossler, Beau",150,0.557,-0.001,28,0.016,0.027,0.009,0.139,-0.040,0.027,-0.026,0.033,0.034,0.743,2.825,"PGA Championship","Oak Hill Country Club"
"Hoge, Tom",150,0.759,-0.006,33,-0.005,-0.008,0.004,-0.103,-0.040,-0.005,0.050,0.047,0.093,0.694,2.795,"PGA Championship","Oak Hill Country Club"
"Burmester, Dean",150,0.465,0.034,33,-0.005,0.016,0.010,0.191,-0.040,0.064,-0.074,0.001,-0.008,0.663,2.767,"PGA Championship","Oak Hill Country Club"
"Rodgers, Patrick",150,0.681,0.030,30,0.007,0.020,-0.028,-0.019,-0.040,0.029,-0.053,0.033,0.009,0.659,2.758,"PGA Championship","Oak Hill Country Club"
"Davis, Cameron",150,0.453,0.031,28,0.016,0.054,-0.015,0.145,-0.040,0.038,-0.057,0.014,-0.005,0.639,2.789,"PGA Championship","Oak Hill Country Club"
"Hadwin, Adam",150,0.689,-0.094,35,-0.010,-0.054,0.010,0.037,-0.040,-0.015,0.075,0.036,0.096,0.633,2.796,"PGA Championship","Oak Hill Country Club"
"Steele, Brendan",150,0.569,-0.014,40,-0.027,-0.033,-0.000,0.100,-0.040,0.023,0.044,0.008,0.075,0.630,2.801,"PGA Championship","Oak Hill Country Club"
"Meronk, Adrian",150,0.589,-0.027,29,0.010,0.018,-0.007,0.050,-0.040,0.021,-0.003,0.015,0.033,0.625,2.827,"PGA Championship","Oak Hill Country Club"
"Mitchell, Keith",150,0.492,-0.060,31,0.005,0.005,0.033,0.108,-0.040,0.046,0.025,0.008,0.079,0.621,2.756,"PGA Championship","Oak Hill Country Club"
"Herbert, Lucas",150,0.452,0.028,27,0.019,0.062,0.014,0.081,-0.040,0.025,-0.066,0.026,-0.015,0.600,2.822,"PGA Championship","Oak Hill Country Club"
"Poston, J.T.",150,0.619,-0.083,29,0.010,-0.010,-0.005,0.047,-0.040,-0.007,0.015,0.040,0.048,0.586,2.789,"PGA Championship","Oak Hill Country Club"
"Lee, Min Woo",150,0.267,0.040,24,0.028,0.077,-0.014,0.187,-0.040,0.059,-0.049,0.007,0.017,0.562,2.821,"PGA Championship","Oak Hill Country Club"
"Smith, Jordan",150,0.421,0.027,30,0.008,0.006,-0.014,0.075,-0.040,0.018,0.040,0.009,0.067,0.550,2.756,"PGA Championship","Oak Hill Country Club"
"Wu, Brandon",150,0.558,0.003,26,0.023,0.023,-0.019,-0.052,-0.040,-0.008,0.031,0.027,0.051,0.546,2.794,"PGA Championship","Oak Hill Country Club"
"Grillo, Emiliano",150,0.593,-0.078,30,0.007,0.020,-0.036,-0.036,-0.040,0.009,0.050,0.026,0.084,0.515,2.807,"PGA Championship","Oak Hill Country Club"
"Lahiri, Anirban",150,0.526,-0.066,35,-0.011,0.007,0.023,0.050,-0.040,0.002,0.012,0.010,0.023,0.512,2.769,"PGA Championship","Oak Hill Country Club"
"Putnam, Andrew",150,0.632,0.016,34,-0.006,-0.028,0.005,-0.155,-0.040,-0.047,0.068,0.066,0.086,0.510,2.740,"PGA Championship","Oak Hill Country Club"
"Montgomery, Taylor",150,0.610,0.003,28,0.016,0.067,0.035,-0.194,-0.040,0.018,-0.064,0.041,-0.006,0.492,2.854,"PGA Championship","Oak Hill Country Club"
"Ancer, Abraham",150,0.410,0.023,32,0.002,0.023,-0.064,0.024,-0.040,-0.004,0.112,-0.003,0.106,0.484,2.757,"PGA Championship","Oak Hill Country Club"
"Svensson, Adam",150,0.573,-0.041,29,0.012,0.004,-0.026,-0.078,-0.040,-0.019,0.053,0.033,0.068,0.473,2.831,"PGA Championship","Oak Hill Country Club"
"Detry, Thomas",150,0.378,-0.018,30,0.008,0.039,0.015,0.044,-0.040,0.034,-0.016,0.023,0.041,0.467,2.827,"PGA Championship","Oak Hill Country Club"
"Schenk, Adam",150,0.451,0.053,31,0.005,0.060,-0.052,-0.027,-0.040,0.023,-0.027,0.020,0.016,0.466,2.812,"PGA Championship","Oak Hill Country Club"
"Stevens, Samuel",150,0.427,-0.050,26,0.021,0.029,-0.015,0.064,-0.040,0.036,-0.023,0.008,0.021,0.457,2.803,"PGA Championship","Oak Hill Country Club"
"Smalley, Alex",150,0.320,0.012,26,0.022,0.054,-0.017,0.046,-0.040,0.022,0.007,0.020,0.049,0.445,2.803,"PGA Championship","Oak Hill Country Club"
"Griffin, Ben",150,0.429,-0.050,27,0.020,0.097,0.044,-0.069,-0.040,0.017,-0.065,0.035,-0.013,0.419,2.803,"PGA Championship","Oak Hill Country Club"
"Fox, Ryan",150,0.371,0.014,36,-0.013,0.008,-0.005,0.120,-0.040,0.048,-0.107,0.020,-0.038,0.416,2.819,"PGA Championship","Oak Hill Country Club"
"Todd, Brendon",150,0.830,-0.039,37,-0.018,-0.127,0.012,-0.318,-0.040,-0.064,0.110,0.067,0.112,0.412,2.774,"PGA Championship","Oak Hill Country Club"
"Kitayama, Kurt",150,0.349,-0.053,30,0.008,0.069,-0.003,0.058,-0.040,0.036,-0.053,0.030,0.014,0.402,2.840,"PGA Championship","Oak Hill Country Club"
"English, Harris",150,0.546,0.013,33,-0.004,-0.037,-0.048,-0.110,-0.026,-0.008,0.021,0.050,0.063,0.397,2.815,"PGA Championship","Oak Hill Country Club"
"Hojgaard, Nicolai",150,0.336,-0.019,22,0.038,-0.036,-0.019,0.135,-0.040,0.061,-0.079,0.004,-0.015,0.379,2.791,"PGA Championship","Oak Hill Country Club"
"Hughes, Mackenzie",150,0.449,-0.007,32,0.001,-0.031,-0.012,0.010,-0.040,0.009,-0.043,0.037,0.003,0.372,2.801,"PGA Championship","Oak Hill Country Club"
"Bezuidenhout, Christiaan",150,0.550,-0.019,29,0.013,-0.069,-0.009,-0.131,-0.040,-0.034,0.051,0.052,0.070,0.365,2.776,"PGA Championship","Oak Hill Country Club"
"Hubbard, Mark",150,0.464,-0.018,33,-0.005,-0.020,-0.003,-0.075,-0.040,-0.030,0.047,0.037,0.055,0.358,2.746,"PGA Championship","Oak Hill Country Club"
"Wise, Aaron",150,0.402,0.034,26,0.021,0.031,-0.057,-0.084,-0.040,0.016,-0.001,0.020,0.034,0.341,2.776,"PGA Championship","Oak Hill Country Club"
"Riley, Davis",150,0.188,0.002,26,0.022,0.044,0.009,0.073,-0.040,0.025,-0.002,0.020,0.043,0.341,2.819,"PGA Championship","Oak Hill Country Club"
"Macintyre, Robert",150,0.115,0.090,26,0.021,0.021,0.013,0.093,-0.040,0.020,-0.022,0.005,0.003,0.315,2.792,"PGA Championship","Oak Hill Country Club"
"Pieters, Thomas",150,0.420,-0.068,31,0.005,0.002,-0.112,0.090,-0.040,0.029,-0.043,0.008,-0.006,0.292,2.798,"PGA Championship","Oak Hill Country Club"
"Willett, Danny",150,0.272,0.094,35,-0.010,-0.039,0.004,-0.031,-0.003,-0.010,-0.026,0.029,-0.008,0.280,2.782,"PGA Championship","Oak Hill Country Club"
"Hardy, Nick",150,0.085,0.089,27,0.019,0.006,0.001,0.106,-0.040,0.024,-0.013,-0.004,0.006,0.273,2.777,"PGA Championship","Oak Hill Country Club"
"Cole, Eric",150,0.456,0.002,34,-0.008,0.009,-0.018,-0.104,-0.040,-0.007,-0.061,0.034,-0.033,0.263,2.797,"PGA Championship","Oak Hill Country Club"
"Perez, Victor",150,0.280,-0.006,30,0.007,-0.008,0.025,-0.022,-0.040,0.016,0.006,0.002,0.024,0.259,2.783,"PGA Championship","Oak Hill Country Club"
"Stallings, Scott",150,0.253,-0.054,38,-0.019,0.033,0.013,0.019,-0.007,0.018,-0.044,0.015,-0.011,0.227,2.823,"PGA Championship","Oak Hill Country Club"
"NeSmith, Matthew",150,0.221,0.003,29,0.011,0.004,-0.019,-0.011,-0.040,-0.007,0.047,0.015,0.054,0.223,2.792,"PGA Championship","Oak Hill Country Club"
"Olesen, Thorbjorn",150,0.206,0.075,33,-0.003,-0.029,-0.007,-0.059,0.008,-0.001,0.010,0.016,0.025,0.217,2.786,"PGA Championship","Oak Hill Country Club"
"Dahmen, Joel",150,0.169,0.031,35,-0.010,-0.072,-0.022,0.058,-0.040,-0.014,0.074,-0.001,0.059,0.173,2.774,"PGA Championship","Oak Hill Country Club"
"McNealy, Maverick",150,0.422,-0.062,27,0.019,0.043,-0.041,-0.190,-0.040,0.013,-0.033,0.037,0.018,0.169,2.753,"PGA Championship","Oak Hill Country Club"
"Noren, Alex",150,0.582,-0.119,40,-0.029,0.088,-0.063,-0.281,-0.048,-0.004,-0.016,0.057,0.037,0.167,2.746,"PGA Championship","Oak Hill Country Club"
"Hodges, Lee",150,0.099,-0.021,27,0.017,0.032,0.002,0.025,-0.040,0.003,0.025,0.000,0.029,0.143,2.835,"PGA Championship","Oak Hill Country Club"
"Paul, Yannik",150,0.213,-0.019,29,0.013,0.006,-0.030,-0.027,-0.040,0.005,-0.009,0.010,0.005,0.121,2.803,"PGA Championship","Oak Hill Country Club"
"Hojgaard, Rasmus",150,0.151,-0.042,22,0.038,0.038,-0.027,0.019,-0.040,0.049,-0.080,0.013,-0.018,0.119,2.816,"PGA Championship","Oak Hill Country Club"
"Thompson, Davis",150,-0.157,0.006,23,0.031,0.029,0.009,0.207,-0.040,0.042,-0.006,-0.028,0.008,0.093,2.803,"PGA Championship","Oak Hill Country Club"
"DeChambeau, Bryson",150,0.172,-0.031,29,0.011,-0.027,-0.067,0.083,-0.040,0.075,-0.091,-0.022,-0.038,0.063,2.822,"PGA Championship","Oak Hill Country Club"
"Pendrith, Taylor",150,-0.023,0.032,31,0.003,0.044,-0.009,0.083,-0.040,0.039,-0.074,-0.011,-0.046,0.043,2.801,"PGA Championship","Oak Hill Country Club"
"Ryder, Sam",150,0.445,-0.002,33,-0.003,-0.004,0.018,-0.401,-0.040,-0.021,-0.012,0.042,0.009,0.023,2.777,"PGA Championship","Oak Hill Country Club"
"Suh, Justin",150,0.072,-0.002,25,0.024,0.042,0.065,-0.184,-0.040,-0.004,0.024,-0.006,0.015,-0.008,2.803,"PGA Championship","Oak Hill Country Club"
"Horschel, Billy",150,0.233,-0.068,36,-0.013,-0.062,-0.021,-0.069,-0.045,-0.009,0.027,0.018,0.036,-0.009,2.747,"PGA Championship","Oak Hill Country Club"
"Molinari, Francesco",150,-0.050,0.120,40,-0.028,-0.029,-0.013,-0.038,-0.005,-0.022,0.042,0.003,0.023,-0.021,2.854,"PGA Championship","Oak Hill Country Club"
"Wallace, Matt",150,-0.039,0.037,33,-0.002,0.005,0.034,-0.053,-0.040,0.015,-0.027,0.027,0.015,-0.042,2.809,"PGA Championship","Oak Hill Country Club"
"Otaegui, Adrian",150,-0.142,-0.005,30,0.008,-0.016,0.035,0.024,-0.040,-0.036,0.124,0.002,0.091,-0.045,2.764,"PGA Championship","Oak Hill Country Club"
"Straka, Sepp",150,-0.077,-0.060,30,0.010,0.012,0.020,0.055,-0.040,0.010,0.026,-0.005,0.032,-0.048,2.830,"PGA Championship","Oak Hill Country Club"
"Simpson, Webb",150,0.056,0.084,37,-0.018,-0.117,-0.082,-0.045,-0.007,-0.008,0.042,0.009,0.043,-0.087,2.809,"PGA Championship","Oak Hill Country Club"
"Harrington, Padraig",150,-0.005,0.065,51,-0.068,-0.032,0.001,-0.020,-0.016,0.007,-0.011,-0.013,-0.017,-0.091,2.782,"PGA Championship","Oak Hill Country Club"
"Walker, Jimmy",150,-0.002,0.032,44,-0.042,-0.091,0.113,-0.080,-0.036,0.015,-0.070,0.012,-0.042,-0.149,2.810,"PGA Championship","Oak Hill Country Club"
"Mullinax, Trey",150,-0.224,0.069,30,0.007,0.004,-0.015,0.088,-0.040,0.049,-0.085,-0.013,-0.048,-0.160,2.826,"PGA Championship","Oak Hill Country Club"
"Reavie, Chez",150,-0.140,0.084,41,-0.032,-0.080,0.037,-0.133,-0.040,-0.048,0.123,-0.012,0.063,-0.241,2.810,"PGA Championship","Oak Hill Country Club"
"Lingmerth, David",150,-0.153,0.116,35,-0.011,-0.081,0.010,-0.132,-0.036,-0.066,0.102,-0.000,0.035,-0.251,2.786,"PGA Championship","Oak Hill Country Club"
"Taylor, Ben",150,-0.063,-0.026,30,0.006,0.038,-0.018,-0.142,-0.040,0.010,-0.066,0.004,-0.052,-0.297,2.801,"PGA Championship","Oak Hill Country Club"
"Johnson, Zach",150,-0.263,0.038,47,-0.052,-0.085,-0.027,0.031,0.013,-0.035,0.064,-0.022,0.007,-0.339,2.738,"PGA Championship","Oak Hill Country Club"
"Shinkwin, Callum",150,-0.306,-0.007,29,0.010,-0.043,-0.074,0.178,-0.040,0.039,-0.067,-0.054,-0.082,-0.365,2.812,"PGA Championship","Oak Hill Country Club"
"Mickelson, Phil",150,-0.404,0.180,52,-0.073,-0.065,0.140,-0.063,-0.011,-0.007,-0.067,-0.028,-0.102,-0.399,2.861,"PGA Championship","Oak Hill Country Club"
"Hoshino, Rikuya",150,-0.345,-0.066,27,0.020,-0.013,0.008,-0.011,-0.040,0.007,0.012,-0.023,-0.004,-0.450,2.803,"PGA Championship","Oak Hill Country Club"
"Alker, Steven",150,-0.318,0.073,51,-0.069,0.000,-0.017,-0.104,-0.040,-0.078,0.099,-0.013,0.009,-0.466,2.792,"PGA Championship","Oak Hill Country Club"
"Tarren, Callum",150,-0.522,0.023,32,0.000,0.030,-0.026,0.041,-0.040,0.035,-0.098,-0.031,-0.094,-0.587,2.825,"PGA Championship","Oak Hill Country Club"
"Echavarria, Nicolas",150,-0.580,-0.050,28,0.014,0.016,0.021,-0.056,-0.040,0.001,-0.018,-0.041,-0.058,-0.732,2.846,"PGA Championship","Oak Hill Country Club"
"Arnaus, Adri",150,-0.619,-0.023,28,0.015,-0.003,-0.024,0.024,-0.040,0.037,-0.089,-0.036,-0.088,-0.759,2.866,"PGA Championship","Oak Hill Country Club"
"Higa, Kazuki",150,-0.676,-0.027,28,0.017,0.000,0.006,-0.025,-0.040,-0.025,0.040,-0.041,-0.026,-0.772,2.803,"PGA Championship","Oak Hill Country Club"
"Micheluzzi, David",150,-0.625,-0.050,26,0.021,-0.011,0.097,-0.089,-0.040,-0.012,-0.042,-0.040,-0.093,-0.791,2.803,"PGA Championship","Oak Hill Country Club"
"Kaewkanjana, Sadom",150,-0.783,0.052,24,0.028,-0.002,0.019,-0.074,-0.040,-0.024,0.070,-0.053,-0.006,-0.806,2.803,"PGA Championship","Oak Hill Country Club"
"Lawrence, Thriston",150,-0.902,0.012,26,0.022,0.045,0.055,-0.001,-0.040,-0.006,0.020,-0.049,-0.035,-0.843,2.803,"PGA Championship","Oak Hill Country Club"
"Larrazabal, Pablo",150,-0.509,-0.240,40,-0.026,-0.037,0.039,-0.061,-0.049,-0.013,-0.065,-0.014,-0.091,-0.974,2.842,"PGA Championship","Oak Hill Country Club"
"Donald, Luke",150,-0.529,-0.053,45,-0.046,-0.087,0.005,-0.328,0.012,-0.049,-0.026,-0.001,-0.076,-1.102,2.782,"PGA Championship","Oak Hill Country Club"
"Kisner, Kevin",150,-0.716,0.024,39,-0.024,-0.063,-0.180,-0.366,-0.040,-0.038,-0.011,-0.018,-0.067,-1.431,2.829,"PGA Championship","Oak Hill Country Club"
"Strydom, Ockie",150,-1.451,-0.050,38,-0.020,-0.040,-0.006,-0.093,-0.040,-0.002,-0.086,-0.080,-0.169,-1.870,2.803,"PGA Championship","Oak Hill Country Club"
"Kern, Ben",7,-1.448,0.074,38,-0.064,-0.168,-0.506,-0.038,-0.040,-0.010,0.028,-0.116,-0.098,-2.289,2.866,"PGA Championship","Oak Hill Country Club"
"Koch, Greg",16,-2.319,0.020,37,-0.056,0.017,0.269,-0.021,-0.040,-0.025,-0.092,-0.124,-0.241,-2.371,2.860,"PGA Championship","Oak Hill Country Club"
"Wells, Jeremy",19,-2.505,-0.050,-1,0.000,0.000,0.179,-0.075,-0.040,-0.028,-0.034,-0.122,-0.184,-2.676,2.858,"PGA Championship","Oak Hill Country Club"
"Speight, Josh",2,-2.334,0.010,35,-0.026,0.000,-0.022,-0.064,-0.040,-0.017,-0.049,-0.136,-0.202,-2.678,2.869,"PGA Championship","Oak Hill Country Club"
"Yang, Y.E.",150,-2.500,0.072,51,-0.067,-0.003,0.020,-0.064,-0.032,-0.034,-0.001,-0.132,-0.166,-2.740,2.824,"PGA Championship","Oak Hill Country Club"
"Killeen, J.J.",119,-2.114,-0.050,41,-0.032,0.009,-0.543,-0.043,-0.040,-0.008,-0.066,-0.137,-0.211,-3.023,2.790,"PGA Championship","Oak Hill Country Club"
"Block, Michael",53,-2.986,-0.022,46,-0.145,-0.005,0.427,-0.109,-0.040,-0.037,-0.040,-0.169,-0.247,-3.127,2.836,"PGA Championship","Oak Hill Country Club"
"Pigman, Kenny",10,-2.512,-0.012,34,-0.023,0.035,-0.450,0.016,-0.040,0.024,-0.030,-0.192,-0.197,-3.183,2.864,"PGA Championship","Oak Hill Country Club"
"Kim, Sihwan",150,-2.676,-0.014,34,-0.006,-0.005,-0.155,-0.110,-0.040,-0.040,-0.055,-0.112,-0.207,-3.213,2.804,"PGA Championship","Oak Hill Country Club"
"Somers, John",150,-2.870,-0.050,32,0.002,0.000,-0.126,-0.085,-0.040,-0.034,-0.042,-0.157,-0.233,-3.402,2.803,"PGA Championship","Oak Hill Country Club"
"Micheel, Shaun",150,-3.372,0.015,54,-0.078,-0.027,0.011,-0.092,0.061,-0.055,0.004,-0.179,-0.230,-3.713,2.805,"PGA Championship","Oak Hill Country Club"
"Beach, Alex",22,-3.711,-0.001,33,-0.012,0.133,0.174,-0.088,-0.040,-0.018,-0.052,-0.203,-0.272,-3.818,2.856,"PGA Championship","Oak Hill Country Club"
"Worthington II, Wyatt",8,-3.576,-0.021,36,-0.038,0.154,-0.056,-0.024,-0.040,0.005,-0.065,-0.231,-0.291,-3.891,2.865,"PGA Championship","Oak Hill Country Club"
"Inglis, Colin",2,-3.283,-0.008,34,-0.018,-0.249,-0.016,-0.110,-0.040,-0.050,-0.049,-0.191,-0.290,-4.014,2.869,"PGA Championship","Oak Hill Country Club"
"Droemer, Jesse",22,-3.756,-0.050,31,0.009,0.000,0.157,-0.097,-0.040,-0.014,-0.047,-0.204,-0.266,-4.043,2.856,"PGA Championship","Oak Hill Country Club"
"Cordes, Anthony",2,-3.940,-0.050,-1,0.000,-0.013,-0.001,-0.091,-0.040,-0.042,-0.025,-0.225,-0.292,-4.427,2.869,"PGA Championship","Oak Hill Country Club"
