player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Kirk Cousins,7102,QB,MIN,2,25.0,0,83,18,74.6,63,69,7.1,2.73,0,3,4.2,63.8,44,28,6.4,74,89.2,3,27,,47.2,65.9,11.0,65.1,,66.4,2,3,77,10.7,79.9,4.1,3,2,0,4,3,4,5.2,468,6.8,68.4,57,60,5.8,2.47,0,2,3.2,58.3,35,22,10.3,64,77.1,4,20,,42.6,58.9,5.4,57.9,,65.6,1,3,67,13.6,51.6,4.7,3,1,0,2,0,4,6.0,313,5.2,100.0,15,18,5.3,3.17,0,1,5.6,83.3,15,8,0.0,19,22.9,0,9,,74.8,85.1,74.5,85.6,,58.3,1,0,19,0.0,149.1,0.0,0,1,0,2,3,0,0.0,185,10.3,0,77.8,9,9,-4.4,1.78,0,0,0.0,66.7,6,2,14.3,9,10.8,1,2,,70.9,67.4,71.9,66.7,,,0,0,9,0.0,71.5,0.0,0,0,0,0,0,0,0.0,30,3.3,5.06
Davis Mills,52269,QB,HST,2,-3.96,0,81,13,65.1,63,68,9.4,2.42,2,0,0.0,54.4,37,23,9.8,74,91.4,4,17,,48.2,61.6,81.4,60.6,,61.5,2,0,78,26.1,81.1,8.1,6,0,0,1,2,1,1.3,390,5.7,69.8,53,58,7.0,2.23,2,0,0.0,56.9,33,17,10.8,62,76.5,4,12,,82.4,65.4,81.0,64.3,,61.5,2,0,65,23.5,75.1,6.5,4,0,0,1,1,0,0.0,276,4.8,62.5,16,17,13.1,2.7,0,0,0.0,52.9,9,6,10.0,19,23.5,1,6,,23.1,54.2,74.7,54.5,,,0,0,20,33.3,100.4,10.5,2,0,0,1,1,1,5.0,141,8.3,0,100.0,6,7,-2.5,1.51,0,0,0.0,71.4,5,0,16.7,7,8.6,1,1,,69.6,63.9,71.1,63.5,,,0,0,7,,77.7,0.0,0,0,0,1,0,0,0.0,27,3.9,3.53
Jalen Hurts,40291,QB,PHI,2,-7.28,0,80,24,84.8,46,53,9.2,3.21,2,3,5.2,69.8,37,25,5.1,70,87.5,2,30,,53.2,85.2,0.0,91.7,,57.7,1,0,75,12.0,108.1,4.3,3,14,0,4,1,0,0.0,529,10.0,83.8,37,40,7.5,2.91,2,2,4.7,72.5,29,14,6.5,50,62.5,2,20,,45.0,79.6,0.0,90.1,,56.2,0,1,53,14.3,93.2,4.0,2,8,0,1,0,0,0.0,395,9.9,88.9,18,23,7.1,3.23,1,1,3.7,65.2,15,12,6.3,30,37.5,1,11,,78.1,81.5,76.6,81.8,,62.4,1,0,34,8.3,103.7,3.3,1,6,0,3,1,0,0.0,181,7.9,0,88.9,9,10,-1.8,1.76,1,0,0.0,70.0,7,1,12.5,10,12.5,1,1,,72.4,61.4,72.9,61.2,,,0,1,12,0.0,40.4,0.0,0,0,0,0,0,0,0.0,47,4.7,-2.01
Russell Wilson,7077,QB,DEN,2,-11.19,0,80,10,65.1,63,68,9.9,2.86,2,2,2.7,55.9,38,26,7.3,74,92.5,3,23,,83.7,57.4,0.0,59.2,,57.8,0,1,82,19.2,84.8,6.8,5,1,0,3,2,2,2.4,530,7.8,74.4,43,46,9.2,2.74,2,1,2.0,63.0,29,16,9.4,52,65.0,3,15,,81.4,54.6,0.0,57.6,,54.8,0,1,57,25.0,86.6,7.7,4,2,0,1,1,1,1.8,373,8.1,56.0,25,27,8.7,3.02,0,1,3.3,51.9,14,10,0.0,28,35.0,0,9,,77.6,63.6,76.3,63.1,,,0,0,31,10.0,86.3,3.6,1,0,0,2,1,1,3.2,186,6.9,0,100.0,5,5,-2.8,2.48,0,0,0.0,100.0,5,0,0.0,6,7.5,0,1,,68.9,61.7,70.6,64.7,,58.3,0,0,6,,90.8,0.0,0,1,0,0,0,0,0.0,29,5.8,-1.22
Mitchell Trubisky,11757,QB,PIT,2,26.82,0,78,25,62.3,61,66,8.9,2.61,1,3,4.4,56.1,37,22,2.6,72,92.3,1,19,,83.1,62.0,11.6,61.7,,64.2,2,1,75,18.2,72.7,5.6,4,2,1,1,2,2,2.7,319,4.8,60.7,56,60,9.1,2.49,1,2,3.2,55.0,33,17,2.9,65,83.3,1,15,,82.5,65.8,7.8,66.0,,61.6,1,0,68,11.8,71.5,3.1,2,3,1,1,1,1,1.5,259,4.3,90.0,10,11,2.3,2.95,0,1,9.1,81.8,9,5,0.0,13,16.7,0,5,,72.8,46.1,73.2,47.0,,,1,1,13,40.0,98.1,15.4,2,0,0,0,1,1,7.7,103,9.4,0,100.0,5,5,-2.0,2.1,0,0,0.0,100.0,5,0,0.0,6,7.7,0,1,,68.9,62.0,70.6,65.0,,58.3,0,0,6,,102.5,0.0,0,1,0,0,0,0,0.0,43,8.6,5.04
Josh Allen,46601,QB,BUF,2,8.68,0,78,4,84.2,57,62,9.3,2.56,3,4,6.2,75.8,47,15,2.1,71,91.0,1,31,,83.5,91.0,80.9,88.4,,76.9,1,2,74,20.0,122.6,4.2,3,6,0,1,6,2,2.7,574,9.3,84.2,38,43,6.8,2.41,2,2,4.3,72.1,31,12,3.1,51,65.4,1,20,,81.7,83.3,80.1,79.7,,72.4,1,2,54,25.0,88.8,5.9,3,5,0,2,2,1,1.9,315,7.3,88.0,25,26,10.2,2.61,1,2,7.7,80.8,21,3,4.5,27,34.6,1,13,,76.8,91.0,75.8,87.7,,65.6,0,0,27,0.0,154.2,0.0,0,1,0,0,5,1,3.7,299,11.5,0,100.0,6,7,-2.7,1.73,0,0,0.0,71.4,5,0,16.7,7,9.0,1,2,,69.6,64.0,71.1,63.6,,,0,0,7,,125.0,0.0,0,0,0,1,1,0,0.0,40,5.7,4.17
Patrick Mahomes,11765,QB,KC,2,0.45,0,77,16,76.6,64,67,9.2,2.56,0,4,5.5,70.1,47,29,4.1,70,90.9,2,30,,83.3,69.5,10.5,70.8,,52.3,1,0,76,3.4,124.8,1.4,1,2,0,2,6,4,5.3,553,8.3,77.2,57,59,7.4,2.42,0,2,3.2,72.9,43,26,2.3,61,79.2,1,27,,82.3,68.3,4.2,69.4,,54.9,1,0,65,3.8,118.3,1.6,1,1,0,1,4,3,4.6,465,7.9,85.7,14,15,9.6,2.79,0,2,11.8,73.3,11,4,8.3,16,20.8,1,7,,74.5,69.1,74.3,69.7,,58.3,0,0,18,0.0,138.9,0.0,0,1,0,1,3,1,5.6,130,8.7,0,100.0,7,7,-4.1,1.87,0,0,0.0,100.0,7,1,0.0,7,9.1,0,4,,69.6,66.0,71.1,65.4,,,0,0,7,0.0,131.3,0.0,0,0,0,0,1,0,0.0,42,6.0,0.79
Jared Goff,10635,QB,DET,2,7.39,0,76,11,65.2,66,66,9.4,2.58,0,3,4.4,54.5,36,24,16.3,71,93.4,7,23,,83.1,53.5,81.5,52.0,,66.5,0,1,73,16.7,98.0,5.6,4,1,0,0,6,3,4.1,420,6.4,65.4,52,52,8.2,2.42,0,2,3.7,55.8,29,19,14.7,56,73.7,5,17,,81.7,49.9,81.0,47.9,,66.5,0,1,58,15.8,92.8,5.4,3,1,0,0,4,2,3.4,332,6.4,73.7,19,19,9.0,2.84,0,1,5.3,63.2,12,5,14.3,20,26.3,2,8,,75.1,67.6,74.7,66.8,,,0,0,20,20.0,120.3,5.0,1,0,0,0,2,1,5.0,139,7.3,0,100.0,5,5,-4.4,1.8,0,0,0.0,100.0,5,0,0.0,5,6.6,0,2,,68.0,65.6,69.9,65.0,,,0,0,5,,109.2,0.0,0,0,0,0,0,0,0.0,51,10.2,0.94
Trevor Lawrence,77632,QB,JAX,2,-4.23,0,76,15,78.7,61,67,9.7,2.59,2,2,2.7,67.2,45,24,6.3,70,92.1,3,26,,83.6,66.0,81.7,65.3,,59.0,1,1,77,8.3,96.0,2.9,2,1,0,3,3,2,2.6,470,7.0,77.6,49,52,7.5,2.29,2,0,0.0,69.2,36,16,5.3,55,72.4,2,16,,82.2,56.1,81.3,55.3,,59.0,0,1,61,6.3,83.4,1.8,1,1,0,1,1,2,3.3,315,6.1,82.4,17,20,12.2,3.19,0,2,9.5,65.0,13,9,7.1,21,27.6,1,12,,75.6,82.6,75.0,80.6,,,1,0,22,11.1,130.2,4.8,1,0,0,2,2,0,0.0,195,9.8,0,80.0,5,5,-3.0,1.95,0,0,0.0,80.0,4,1,0.0,6,7.9,0,2,,68.9,56.2,70.6,56.4,,,0,0,6,0.0,100.0,0.0,0,0,0,0,0,0,0.0,40,8.0,3.69
Daniel Jones,39395,QB,NYG,2,18.47,0,71,21,80.4,46,51,7.2,3.26,1,0,0.0,70.6,36,35,2.7,67,94.4,1,20,,83.4,52.6,17.7,55.1,58.9,53.0,1,1,70,20.0,101.6,10.4,7,9,0,3,3,2,2.9,358,7.0,72.7,33,37,8.2,2.98,2,0,0.0,64.9,24,24,0.0,46,64.8,0,11,,81.5,37.9,6.7,40.3,,48.5,1,1,49,20.8,81.0,10.9,5,4,0,1,1,2,4.1,241,6.5,100.0,16,18,3.3,3.54,0,0,0.0,83.3,15,11,6.3,25,35.2,1,9,,76.8,83.9,75.9,84.7,58.9,64.2,0,0,27,18.2,132.2,8.0,2,5,0,2,2,0,0.0,123,6.8,0,100.0,3,4,-2.7,1.83,1,0,0.0,75.0,3,0,0.0,4,5.6,0,0,,68.9,60.6,70.6,60.5,,,0,0,6,,77.1,0.0,0,0,0,0,0,0,0.0,6,1.5,0.32
Mac Jones,60323,QB,NE,2,7.64,0,71,19,68.4,57,60,10.4,2.68,1,1,1.6,63.3,38,17,2.6,66,93.0,1,20,,83.1,55.6,0.0,56.9,,61.3,0,2,70,11.8,82.1,3.0,2,4,0,2,2,2,2.9,432,7.2,69.1,55,58,10.2,2.57,1,1,1.6,63.8,37,15,2.6,64,90.1,1,18,,82.9,54.9,0.0,56.2,,61.3,0,2,68,13.3,81.2,3.1,2,4,0,2,2,2,2.9,401,6.9,71.4,7,7,2.6,2.77,0,0,0.0,71.4,5,2,0.0,7,9.9,0,3,,69.6,67.6,71.1,66.9,,,0,0,7,0.0,99.7,0.0,0,0,0,0,0,0,0.0,64,9.1,0,80.0,5,5,-2.8,1.42,0,0,0.0,80.0,4,0,0.0,5,7.0,0,1,,68.0,65.1,69.9,64.6,,,0,0,5,,94.2,0.0,0,0,0,0,0,0,0.0,33,6.6,2.23
Jacoby Brissett,10725,QB,CLV,2,4.65,0,70,8,71.4,49,53,9.0,2.96,0,1,1.7,60.4,32,18,8.6,61,87.1,3,20,,82.6,64.1,22.0,61.5,,70.1,0,1,67,11.1,80.6,3.3,2,6,2,2,2,3,4.5,299,5.6,73.3,45,48,7.1,2.57,0,1,2.0,64.6,31,14,6.1,52,74.3,2,17,,81.5,71.6,17.2,66.9,,80.7,0,1,55,7.1,79.1,1.9,1,3,2,1,1,1,1.8,287,6.0,83.3,12,13,7.4,3.85,0,0,0.0,69.2,9,7,10.0,18,25.7,1,7,,75.4,46.0,74.9,50.9,,48.6,0,0,21,14.3,113.9,5.6,1,4,0,1,1,2,9.5,89,6.8,0,100.0,8,8,-3.8,2.5,0,0,0.0,100.0,8,3,0.0,9,12.9,0,4,,70.9,63.4,71.9,65.9,,58.3,0,0,9,0.0,106.8,0.0,0,1,0,0,0,0,0.0,77,9.6,0.87
Baker Mayfield,46518,QB,CAR,2,3.65,0,69,5,55.6,36,45,10.3,3.15,5,1,2.0,42.2,19,27,5.0,57,82.6,1,12,,24.9,42.6,1.0,46.3,,48.2,1,1,62,22.2,71.8,10.5,6,6,0,3,2,3,4.8,313,7.0,66.7,30,37,6.3,2.82,2,1,2.5,51.4,19,22,5.0,48,69.6,1,8,,23.3,41.1,0.0,44.7,,49.1,1,1,51,27.3,69.9,12.5,6,5,0,4,1,2,3.9,242,6.5,64.7,17,20,8.9,3.05,3,0,0.0,55.0,11,6,0.0,21,30.4,0,8,,76.1,59.8,75.3,60.7,,58.3,0,0,24,0.0,93.3,0.0,0,1,0,0,1,1,4.2,138,6.9,0,100.0,11,12,-2.5,1.63,0,0,0.0,91.7,11,1,0.0,12,17.4,0,4,,72.8,65.8,73.2,65.3,,,0,0,13,0.0,89.9,0.0,0,0,0,1,0,0,0.0,67,5.6,0.36
