team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
MIN,2021,MIN,MIN,Team Level,other,21,0.59,0.55,0.59,3750.0,53.94,11.22,4.15,9.96,1.73,31.65,17.29,10.91,11.22,10.91,62.0,14.0,19.0,95.0,16.0,4.0,2.0,9.0,1.0,22.0,24.0,46.0,60.0,2.0,4.0,42.0,15.0,10.0,10.0,46.0,14.0,16.0,1.69,1.58,7.95,4.0,3.0,9.0,95.0,76.0,76.0,3.0,1.31,2.18,2.18,10.35,10.35,10.13,37.74,7.86,2.35,6.53,1.2,19.92,15.13,7.61,7.86,7.61,33.0,20.0,25.0,78.0,7.0,1.0,1.0,6.0,2.0,18.0,19.0,26.0,46.0,4.0,8.0,49.0,17.0,13.0,7.0,31.0,10.0,12.0,1.18,1.33,5.35,2.0,0.0,5.0,78.0,53.0,53.0,5.0,0.66,0.6,0.6,7.92,7.92,7.68
MIN,2021,MIN,MIN,Team Level,all,21,0.5,0.51,0.51,77119.0,663.04,62.49,46.52,152.33,21.46,369.79,265.42,60.73,62.88,61.12,705.0,213.0,298.0,1216.0,76.0,59.0,12.0,168.0,16.0,292.0,307.0,629.0,842.0,85.0,196.0,581.0,459.0,107.0,136.0,699.0,154.0,65.0,20.26,19.09,23.14,26.0,28.0,22.0,1221.75,918.0,920.69,44.0,10.43,12.67,12.67,60.25,60.67,59.64,642.84,61.83,44.21,144.37,20.35,360.17,260.07,56.86,61.65,56.69,638.0,253.0,287.0,1178.0,63.0,33.0,9.0,139.0,24.0,282.0,350.0,575.0,828.0,80.0,181.0,632.0,473.0,138.0,143.0,677.0,152.0,62.0,19.39,18.56,23.88,19.0,21.0,23.0,1176.16,891.0,891.28,74.0,9.86,9.8,9.8,61.89,61.65,59.08
MIN,2021,MIN,MIN,Team Level,5on5,21,0.54,0.52,0.52,59936.0,511.52,41.19,34.28,121.64,16.57,279.42,211.9,40.05,41.58,40.44,535.0,170.0,233.0,938.0,51.0,47.0,9.0,135.0,11.0,221.0,240.0,484.0,654.0,75.0,176.0,426.0,418.0,75.0,105.0,543.0,124.0,38.0,15.64,15.43,10.12,22.0,21.0,8.0,943.75,705.0,707.69,38.0,7.07,9.31,9.31,38.95,39.37,38.82,469.67,34.99,30.76,111.23,14.87,262.52,194.65,34.16,34.8,33.99,469.0,180.0,214.0,863.0,42.0,20.0,5.0,113.0,17.0,196.0,261.0,427.0,607.0,67.0,155.0,463.0,430.0,106.0,117.0,511.0,112.0,26.0,14.56,13.58,6.85,17.0,18.0,7.0,861.16,649.0,649.28,64.0,6.32,4.19,4.19,37.11,36.88,36.28
MIN,2021,MIN,MIN,Team Level,4on5,21,0.06,0.08,0.09,7399.0,11.96,1.15,0.69,1.61,0.42,4.19,8.94,1.14,1.15,1.14,15.0,2.0,1.0,18.0,1.0,0.0,0.0,2.0,0.0,4.0,10.0,14.0,16.0,3.0,6.0,59.0,17.0,18.0,3.0,13.0,3.0,1.0,0.45,0.29,0.41,0.0,1.0,0.0,18.0,17.0,17.0,1.0,0.16,0.0,0.0,1.31,1.31,1.29,118.16,17.27,10.2,24.45,3.83,72.32,37.93,13.43,17.27,13.43,117.0,49.0,43.0,209.0,14.0,12.0,3.0,18.0,5.0,63.0,54.0,103.0,152.0,5.0,10.0,59.0,6.0,4.0,16.0,119.0,25.0,22.0,3.11,3.04,11.12,0.0,3.0,11.0,209.0,166.0,166.0,2.0,2.68,5.02,5.02,14.94,14.94,13.26
MIN,2021,MIN,MIN,Team Level,5on4,21,0.84,0.85,0.84,6034.0,85.61,8.92,7.4,19.12,2.73,54.53,27.3,8.63,8.92,8.63,93.0,27.0,45.0,165.0,8.0,8.0,1.0,22.0,4.0,45.0,33.0,85.0,112.0,5.0,10.0,54.0,9.0,4.0,18.0,97.0,13.0,10.0,2.47,1.79,4.66,0.0,3.0,5.0,165.0,120.0,120.0,2.0,1.9,1.19,1.19,9.64,9.64,9.39,17.26,1.71,0.9,2.17,0.46,5.4,12.36,1.67,1.71,1.67,19.0,4.0,5.0,28.0,0.0,0.0,0.0,2.0,0.0,5.0,16.0,19.0,23.0,4.0,8.0,61.0,20.0,15.0,3.0,16.0,5.0,2.0,0.54,0.61,0.56,0.0,0.0,0.0,28.0,23.0,23.0,3.0,0.2,0.0,0.0,1.92,1.92,1.86
CHI,2021,CHI,CHI,Team Level,other,21,0.58,0.56,0.54,2679.0,41.51,9.03,3.11,7.21,1.48,22.55,12.61,7.92,9.03,7.92,41.0,15.0,20.0,76.0,6.0,4.0,0.0,9.0,3.0,19.0,15.0,35.0,50.0,2.0,4.0,31.0,5.0,8.0,3.0,26.0,19.0,11.0,1.07,2.45,5.51,2.0,2.0,2.0,76.0,56.0,56.0,1.0,0.92,1.16,1.16,8.79,8.79,7.84,33.03,6.48,2.22,6.22,1.24,19.12,11.71,6.34,6.48,6.34,36.0,11.0,12.0,59.0,10.0,4.0,2.0,7.0,2.0,15.0,9.0,26.0,37.0,2.0,4.0,29.0,10.0,12.0,5.0,31.0,10.0,6.0,1.15,1.17,4.16,3.0,2.0,5.0,59.0,47.0,47.0,2.0,0.62,0.96,0.96,6.13,6.13,6.02
CHI,2021,CHI,CHI,Team Level,all,21,0.51,0.47,0.47,76199.0,563.25,54.53,37.89,127.24,18.64,320.01,232.69,51.41,54.11,51.0,589.0,202.0,313.0,1104.0,44.0,29.0,4.0,139.0,14.0,258.0,307.0,545.0,747.0,69.0,160.0,514.0,582.0,185.0,186.0,590.0,156.0,45.0,17.71,18.78,18.04,14.0,18.0,12.0,1081.28,791.0,781.21,128.0,8.46,6.82,6.82,56.18,55.73,53.55,638.25,53.37,43.51,148.03,20.9,369.88,265.32,51.86,53.99,52.46,669.0,232.0,320.0,1221.0,67.0,44.0,8.0,117.0,20.0,314.0,339.0,602.0,834.0,80.0,184.0,555.0,521.0,179.0,211.0,712.0,146.0,43.0,21.29,17.04,15.05,28.0,21.0,18.0,1248.45,901.0,914.31,140.0,9.35,8.83,8.83,53.9,54.47,53.49
CHI,2021,CHI,CHI,Team Level,5on5,21,0.43,0.46,0.45,61287.0,408.73,29.44,25.68,99.04,13.45,235.4,175.99,29.0,29.02,28.6,426.0,153.0,246.0,825.0,27.0,17.0,2.0,109.0,7.0,185.0,234.0,399.0,552.0,58.0,133.0,388.0,543.0,147.0,149.0,461.0,105.0,13.0,13.37,12.59,3.48,11.0,12.0,4.0,802.28,579.0,569.21,109.0,5.24,3.03,3.03,31.65,31.2,30.86,510.01,38.38,33.82,122.98,16.62,294.5,213.7,37.36,38.99,37.96,531.0,189.0,262.0,982.0,48.0,35.0,6.0,99.0,16.0,246.0,276.0,483.0,672.0,69.0,159.0,428.0,478.0,144.0,181.0,579.0,115.0,26.0,17.54,13.51,7.32,21.0,18.0,9.0,1009.45,720.0,733.31,123.0,6.92,6.6,6.6,38.7,39.26,38.69
CHI,2021,CHI,CHI,Team Level,4on5,21,0.23,0.16,0.21,5601.0,20.46,2.03,1.03,2.91,0.65,6.86,15.5,1.96,2.03,1.96,23.0,6.0,0.0,29.0,1.0,1.0,1.0,2.0,0.0,5.0,20.0,22.0,28.0,3.0,6.0,36.0,29.0,17.0,16.0,22.0,3.0,4.0,0.76,0.3,0.97,0.0,0.0,1.0,29.0,29.0,29.0,14.0,0.23,0.23,0.23,2.04,2.04,2.02,75.16,6.85,6.55,15.94,2.47,49.92,25.28,6.52,6.85,6.52,79.0,28.0,44.0,151.0,7.0,3.0,0.0,11.0,2.0,49.0,35.0,72.0,100.0,5.0,10.0,45.0,9.0,3.0,11.0,80.0,18.0,9.0,1.82,2.09,2.94,2.0,1.0,4.0,151.0,107.0,107.0,1.0,1.61,0.64,0.64,7.82,7.82,7.53
CHI,2021,CHI,CHI,Team Level,5on4,21,0.89,0.86,0.82,6632.0,92.56,14.03,8.07,18.06,3.05,55.2,28.58,12.52,14.03,12.52,99.0,28.0,47.0,174.0,10.0,7.0,1.0,19.0,4.0,49.0,38.0,89.0,117.0,6.0,17.0,59.0,5.0,13.0,18.0,81.0,29.0,17.0,2.52,3.44,8.07,1.0,4.0,5.0,174.0,127.0,127.0,4.0,2.08,2.41,2.41,13.7,13.7,12.83,20.05,1.67,0.91,2.9,0.57,6.34,14.62,1.65,1.67,1.65,23.0,4.0,2.0,29.0,2.0,2.0,0.0,0.0,0.0,4.0,19.0,21.0,25.0,4.0,11.0,53.0,24.0,20.0,14.0,22.0,3.0,2.0,0.77,0.27,0.63,2.0,0.0,0.0,29.0,27.0,27.0,14.0,0.21,0.63,0.63,1.25,1.25,1.24
BUF,2021,BUF,BUF,Team Level,other,22,0.36,0.41,0.38,2485.0,24.42,4.71,1.77,4.85,0.79,12.42,9.47,3.94,4.71,3.94,24.0,10.0,9.0,43.0,6.0,2.0,0.0,3.0,2.0,9.0,12.0,18.0,28.0,3.0,6.0,29.0,8.0,7.0,1.0,22.0,7.0,5.0,0.73,0.8,3.17,2.0,1.0,3.0,43.0,34.0,34.0,0.0,0.5,0.52,0.52,4.68,4.68,3.94,40.4,8.22,2.76,7.51,1.3,21.01,14.2,7.85,8.22,7.85,43.0,12.0,8.0,63.0,12.0,4.0,1.0,5.0,1.0,20.0,13.0,31.0,43.0,0.0,0.0,38.0,9.0,8.0,6.0,29.0,14.0,12.0,1.27,1.6,5.36,2.0,3.0,7.0,63.0,55.0,55.0,2.0,0.76,1.15,1.15,7.83,7.83,7.65
BUF,2021,BUF,BUF,Team Level,all,22,0.44,0.48,0.47,80136.0,607.42,50.99,40.93,141.46,20.25,348.31,256.06,48.94,50.43,48.41,639.0,219.0,251.0,1109.0,63.0,40.0,13.0,144.0,19.0,250.0,342.0,576.0,795.0,67.0,151.0,524.0,312.0,135.0,126.0,670.0,148.0,40.0,19.54,17.54,13.9,21.0,24.0,18.0,1090.51,858.0,845.45,63.0,8.78,7.78,7.78,51.99,51.46,49.96,695.98,64.39,47.93,155.58,22.08,392.24,286.78,61.53,65.01,62.16,737.0,232.0,254.0,1223.0,77.0,48.0,11.0,139.0,29.0,309.0,367.0,660.0,892.0,66.0,146.0,631.0,384.0,115.0,148.0,726.0,177.0,66.0,20.54,21.47,22.39,27.0,28.0,22.0,1246.63,969.0,984.86,63.0,10.44,11.69,11.69,63.14,63.83,62.45
BUF,2021,BUF,BUF,Team Level,5on5,22,0.46,0.49,0.48,66853.0,506.5,37.89,33.15,121.48,17.03,290.23,216.23,36.9,37.32,36.36,528.0,188.0,213.0,929.0,43.0,32.0,9.0,120.0,17.0,205.0,299.0,485.0,673.0,56.0,129.0,402.0,288.0,114.0,111.0,570.0,122.0,24.0,16.21,14.55,7.13,14.0,21.0,8.0,910.51,716.0,703.45,59.0,6.77,6.21,6.21,38.45,37.92,37.37,548.08,44.08,35.93,127.63,17.25,308.36,228.76,42.0,44.69,42.62,587.0,175.0,211.0,973.0,51.0,38.0,8.0,123.0,21.0,241.0,288.0,536.0,711.0,61.0,136.0,491.0,348.0,90.0,129.0,589.0,133.0,40.0,16.74,16.0,11.34,19.0,24.0,8.0,996.63,762.0,777.86,56.0,7.39,9.09,9.09,42.37,43.06,42.13
BUF,2021,BUF,BUF,Team Level,4on5,22,0.13,0.11,0.13,5634.0,13.73,1.44,0.68,1.78,0.37,4.25,9.48,1.43,1.44,1.43,16.0,2.0,1.0,19.0,2.0,1.0,1.0,3.0,0.0,2.0,10.0,14.0,16.0,1.0,2.0,41.0,10.0,12.0,4.0,13.0,3.0,2.0,0.32,0.45,0.67,0.0,1.0,1.0,19.0,18.0,18.0,3.0,0.15,0.15,0.15,1.45,1.45,1.44,88.03,9.93,8.11,17.66,2.92,56.4,29.97,9.63,9.93,9.63,83.0,42.0,31.0,156.0,12.0,5.0,1.0,9.0,6.0,48.0,45.0,71.0,113.0,2.0,4.0,53.0,9.0,2.0,9.0,90.0,24.0,11.0,2.01,3.18,4.74,5.0,1.0,6.0,156.0,125.0,125.0,1.0,2.04,1.09,1.09,10.87,10.87,10.6
BUF,2021,BUF,BUF,Team Level,5on4,22,0.76,0.79,0.77,5164.0,62.76,6.95,5.33,13.36,2.07,41.41,20.88,6.68,6.95,6.68,71.0,19.0,28.0,118.0,12.0,5.0,3.0,18.0,0.0,34.0,21.0,59.0,78.0,7.0,14.0,52.0,6.0,2.0,10.0,65.0,16.0,9.0,2.27,1.74,2.94,5.0,1.0,6.0,118.0,90.0,90.0,1.0,1.35,0.9,0.9,7.41,7.41,7.21,19.46,2.17,1.12,2.77,0.61,6.48,13.85,2.06,2.17,2.06,24.0,3.0,4.0,31.0,2.0,1.0,1.0,2.0,1.0,0.0,21.0,22.0,25.0,3.0,6.0,49.0,18.0,15.0,4.0,18.0,6.0,3.0,0.53,0.7,0.94,1.0,0.0,1.0,31.0,27.0,27.0,4.0,0.26,0.36,0.36,2.07,2.07,2.06
CBJ,2021,CBJ,CBJ,Team Level,other,19,0.57,0.51,0.49,1876.0,28.15,7.27,1.9,4.68,0.89,13.51,10.76,7.2,7.27,7.2,26.0,13.0,12.0,51.0,12.0,1.0,0.0,4.0,2.0,14.0,6.0,14.0,27.0,1.0,2.0,27.0,3.0,7.0,2.0,18.0,11.0,10.0,0.59,1.49,5.19,2.0,1.0,9.0,51.0,39.0,39.0,0.0,0.56,0.19,0.19,7.63,7.63,7.57,29.02,5.54,1.98,4.95,0.91,16.79,10.83,5.35,5.54,5.35,33.0,8.0,9.0,50.0,6.0,0.0,0.0,4.0,4.0,11.0,16.0,27.0,35.0,0.0,0.0,30.0,8.0,6.0,3.0,23.0,13.0,5.0,0.86,1.52,3.16,2.0,2.0,2.0,50.0,41.0,41.0,0.0,0.58,0.0,0.0,6.13,6.13,5.91
