"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Jalen Tolbert","DAL","CAR","WR","3200","5.8","-3.6","0.3","0.3","30955861","0.5","13.4"
"Michael Gallup","DAL","CAR","WR","3800","5.8","-4.7","0.3","0.3","30955819","0.4","13.5"
"Chris Moore","TEN","JAX","WR","3000","5.6","-3.4","0.3","0.3","30956011","0.5","12.7"
"Kalif Raymond","DET","CHI","WR","3100","5.5","-3.7","0.3","0.3","30955865","0.4","12.8"
"Dontayvion Wicks","GB","LAC","WR","3300","5.3","-4.2","0.3","0.3","30955841","0.4","12.3"
"Kyle Philips","TEN","JAX","WR","3000","5.2","-3.8","2.1","1.9","30956013","0.4","11.9"
"Jauan Jennings","SF","TB","WR","3600","4.8","-5.3","0.0","0.0","30955827","0.1","11.7"
"Tim Jones","JAX","TEN","WR","3000","4.3","-4.7","0.0","0.0","30955997","0.0","10.5"
"Braxton Berrios","MIA","LV","WR","3000","4.3","-4.7","0.0","0.0","30955969","0.1","10.5"
"Nick Westbrook-Ikhine","TEN","JAX","WR","3100","4.3","-4.8","0.0","0.0","30955867","0.0","11.0"
"Xavier Gipson","NYJ","BUF","WR","3000","4.1","-4.9","0.0","0.0","30955921","0.1","9.9"
"Hunter Renfrow","LV","MIA","WR","3000","4.0","-5.0","0.0","0.0","30955987","0.2","9.5"
"Cedrick Wilson Jr.","MIA","LV","WR","3000","3.7","-5.3","0.0","0.0","30955967","0.0","10.2"
"Dyami Brown","WAS","NYG","WR","3000","3.1","-5.8","0.0","0.0","30955875","0.0","9.0"
"Cedric Tillman","CLE","PIT","WR","3000","3.0","-5.9","0.0","0.0","30956103","0.0","8.1"
"Isaiah Hodgins","NYG","WAS","WR","3000","2.9","-6.0","0.0","0.0","30955889","0.0","7.8"
"Jake Bobo","SEA","LA","WR","3200","2.8","-6.6","0.0","0.0","30955855","0.0","7.9"
"Derius Davis","LAC","GB","WR","3000","2.7","-6.2","0.0","0.0","30955871","0.0","7.3"
"Equanimeous St. Brown","CHI","DET","WR","3000","2.6","-6.4","0.0","0.0","30956077","0.0","7.5"
"Allen Robinson II","PIT","CLE","WR","3000","2.6","-6.3","0.0","0.0","30956091","0.0","7.3"
"Tre Tucker","LV","MIA","WR","3000","2.5","-6.4","0.1","0.0","30955985","0.0","7.2"
"Deonte Harty","BUF","NYJ","WR","3000","2.4","-6.6","0.0","0.0","30955933","0.0","6.8"
"Tyler Scott","CHI","DET","WR","3000","2.4","-6.6","0.0","0.0","30956079","0.0","6.9"
"John Metchie III","HOU","ARI","WR","3000","2.4","-6.6","0.0","0.0","30956035","0.0","6.9"
"Elijah Cooks","JAX","TEN","WR","3000","2.4","-6.6","0.0","0.0","30956001","0.0","7.1"
"Deven Thompkins","TB","SF","WR","3000","2.3","-6.7","0.0","0.0","30955943","0.0","6.4"
"Calvin Austin III","PIT","CLE","WR","3000","2.1","-6.8","0.0","0.0","30956093","0.0","6.2"
"River Cracraft","MIA","LV","WR","3000","1.9","-7.1","0.0","0.0","30955975","0.0","6.1"
"Malik Taylor","NYJ","BUF","WR","3000","1.8","-7.1","0.0","0.0","30955927","0.0","5.7"
"Byron Pringle","WAS","NYG","WR","3000","1.7","-7.3","0.0","0.0","30955877","0.0","5.6"
"Jalen Brooks","DAL","CAR","WR","3000","1.5","-7.5","0.0","0.0","30956137","0.0","4.9"
"Parris Campbell","NYG","WAS","WR","3000","1.5","-7.5","0.0","0.0","30955893","0.0","4.7"
"Terrace Marshall Jr.","CAR","DAL","WR","3000","1.4","-7.6","0.6","0.2","30956123","0.0","4.5"
"Xavier Hutchinson","HOU","ARI","WR","3000","1.4","-7.6","0.0","0.0","30956037","0.0","4.7"
"Sterling Shepard","NYG","WAS","WR","3000","1.3","-7.6","0.0","0.0","30955891","0.0","4.4"
"Rakim Jarrett","TB","SF","WR","3000","1.1","-7.8","0.0","0.0","30955945","0.0","4.0"
"David Bell","CLE","PIT","WR","3000","1.0","-8.0","0.0","0.0","30956107","0.0","3.5"
"Ben Skowronek","LA","SEA","WR","3000","0.9","-8.1","0.0","0.0","30955911","0.0","3.4"
"Ronnie Bell","SF","TB","WR","3000","0.6","-8.4","0.0","0.0","30955955","0.0","2.2"
"Jamison Crowder","WAS","NYG","WR","3100","0.6","-8.5","0.0","0.0","30955863","0.0","2.4"
"DeAndre Carter","LV","MIA","WR","3000","0.4","-8.6","0.0","0.0","30955989","0.0","1.6"
"Trent Taylor","CHI","DET","WR","3000","0.3","-8.7","0.0","0.0","30956083","0.0","1.1"
"Antoine Green","DET","CHI","WR","3000","0.3","-8.6","0.0","0.0","30956069","0.0","1.3"
"Austin Trammell","LA","SEA","WR","3000","0.3","-8.7","0.0","0.0","30955915","0.0","1.1"
"Demarcus Robinson","LA","SEA","WR","3000","0.3","-8.7","0.0","0.0","30955913","0.0","1.1"
"Irvin Charles","NYJ","BUF","WR","3000","0.3","-8.7","0.0","0.0","30955923","0.0","1.0"
"Willie Snead IV","SF","TB","WR","3000","0.3","-8.7","0.0","0.0","30955957","0.0","1.1"
"Ray-Ray McCloud III","SF","TB","WR","3000","0.3","-8.7","0.0","0.0","30955873","0.0","1.0"
"Cody Thompson","SEA","LA","WR","3000","0.3","-8.7","0.0","0.0","30955909","0.0","1.1"
"Austin Watkins Jr.","CLE","PIT","WR","3000","0.2","-8.8","0.0","0.0","30956111","0.0","0.8"
"Malik Heath","GB","LAC","WR","3000","0.2","-8.7","0.0","0.0","30956059","0.0","0.9"
"Miles Boykin","PIT","CLE","WR","3000","0.2","-8.8","0.0","0.0","30956095","0.0","0.8"
"Greg Dortch","ARI","HOU","WR","3000","0.1","-8.8","0.0","0.0","30956027","0.0","0.5"
"James Proche II","CLE","PIT","WR","3000","0.1","-8.9","0.0","0.0","30956109","0.0","0.4"
"Simi Fehoko","LAC","GB","WR","3000","0.1","-8.8","0.0","0.0","30956047","0.0","0.6"
