team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
EDM,2021,EDM,EDM,Team Level,other,64,0.64,0.5,0.5,8165.0,116.61,32.48,8.17,16.89,3.31,55.11,36.03,31.53,32.48,31.53,108.0,44.0,40.0,192.0,29.0,8.0,2.0,15.0,1.0,56.0,43.0,79.0,123.0,4.0,8.0,99.0,31.0,18.0,24.0,56.0,55.0,41.0,2.51,6.67,23.3,1.0,7.0,21.0,192.0,152.0,152.0,10.0,2.37,2.96,2.96,31.9,31.9,31.17,107.54,18.02,7.79,20.44,3.87,60.89,38.98,17.34,18.02,17.34,117.0,33.0,42.0,192.0,19.0,9.0,0.0,18.0,6.0,47.0,51.0,98.0,131.0,7.0,16.0,97.0,31.0,19.0,22.0,85.0,47.0,18.0,3.43,6.03,8.56,7.0,4.0,8.0,192.0,150.0,150.0,6.0,2.2,2.36,2.36,17.87,17.87,17.46
EDM,2021,EDM,EDM,Team Level,all,64,0.53,0.53,0.52,232854.0,2105.1,219.14,149.1,459.73,66.82,1149.02,850.18,211.77,220.02,212.61,2139.0,755.0,953.0,3847.0,214.0,157.0,32.0,451.0,73.0,950.0,1049.0,1925.0,2680.0,217.0,462.0,1898.0,1407.0,466.0,678.0,2027.0,650.0,217.0,60.9,79.18,79.06,51.0,82.0,81.0,3866.08,2894.0,2902.95,405.0,33.02,35.52,35.77,216.4,217.01,212.51,1960.08,192.14,137.63,440.45,63.82,1098.51,780.46,186.08,193.45,187.36,2024.0,689.0,759.0,3472.0,204.0,142.0,27.0,427.0,78.0,847.0,1015.0,1820.0,2509.0,205.0,437.0,1745.0,1515.0,490.0,720.0,1950.0,591.0,172.0,62.27,70.99,58.89,75.0,63.0,66.0,3478.86,2713.0,2725.17,440.0,30.43,28.64,28.64,193.92,195.23,191.17
EDM,2021,EDM,EDM,Team Level,5on5,64,0.52,0.53,0.51,188890.0,1610.71,139.06,108.23,373.3,51.37,888.77,665.28,134.93,139.94,135.78,1636.0,590.0,796.0,3022.0,135.0,119.0,25.0,372.0,58.0,715.0,827.0,1501.0,2091.0,192.0,412.0,1469.0,1293.0,388.0,571.0,1650.0,449.0,127.0,49.55,55.0,34.51,37.0,61.0,37.0,3041.08,2226.0,2234.95,351.0,22.42,24.86,25.1,136.38,136.98,134.96,1519.62,130.36,101.4,356.04,49.04,844.18,621.98,126.88,131.67,128.16,1567.0,536.0,609.0,2712.0,133.0,103.0,18.0,344.0,58.0,636.0,829.0,1434.0,1970.0,176.0,377.0,1311.0,1412.0,401.0,591.0,1572.0,426.0,105.0,50.77,51.08,28.5,61.0,45.0,27.0,2718.86,2103.0,2115.17,386.0,20.97,18.7,18.7,132.63,133.93,131.92
EDM,2021,EDM,EDM,Team Level,4on5,64,0.13,0.16,0.19,18399.0,68.36,5.68,3.22,8.93,2.06,21.61,50.5,5.66,5.68,5.66,79.0,13.0,7.0,99.0,7.0,1.0,1.0,14.0,1.0,15.0,54.0,72.0,85.0,10.0,20.0,148.0,57.0,42.0,43.0,65.0,25.0,2.0,1.83,3.31,0.54,4.0,2.0,1.0,99.0,92.0,92.0,43.0,0.74,0.33,0.33,6.09,6.09,6.08,289.0,38.33,25.91,58.44,9.55,179.52,90.24,36.51,38.33,36.51,295.0,107.0,104.0,506.0,47.0,27.0,9.0,63.0,14.0,150.0,101.0,248.0,355.0,16.0,32.0,194.0,13.0,24.0,69.0,264.0,96.0,42.0,7.12,11.2,20.0,7.0,11.0,29.0,506.0,402.0,402.0,11.0,6.67,7.17,7.17,37.83,37.83,36.24
EDM,2021,EDM,EDM,Team Level,5on4,64,0.89,0.9,0.88,17400.0,309.42,41.92,29.48,60.62,10.07,183.54,98.37,39.63,41.92,39.63,316.0,108.0,110.0,534.0,43.0,29.0,4.0,50.0,13.0,164.0,125.0,273.0,381.0,11.0,22.0,182.0,26.0,18.0,40.0,256.0,121.0,47.0,7.01,14.19,20.71,9.0,12.0,22.0,534.0,424.0,424.0,1.0,7.5,7.38,7.38,42.04,42.04,40.3,43.91,5.43,2.52,5.52,1.36,13.9,29.26,5.35,5.43,5.35,45.0,13.0,4.0,62.0,5.0,3.0,0.0,2.0,0.0,14.0,34.0,40.0,53.0,6.0,12.0,143.0,59.0,46.0,38.0,29.0,22.0,7.0,0.93,2.68,1.82,0.0,3.0,2.0,62.0,58.0,58.0,37.0,0.58,0.41,0.41,5.61,5.61,5.57
CAR,2021,CAR,CAR,Team Level,other,63,0.52,0.47,0.45,9341.0,106.02,26.63,7.15,17.55,3.19,51.55,35.94,25.41,26.63,25.41,99.0,43.0,54.0,196.0,18.0,8.0,4.0,17.0,5.0,39.0,55.0,81.0,124.0,8.0,18.0,89.0,30.0,29.0,37.0,64.0,39.0,39.0,2.45,4.63,19.55,0.0,4.0,14.0,196.0,142.0,142.0,15.0,2.11,2.9,2.9,25.84,25.84,25.24,130.67,24.87,10.01,23.79,4.37,72.63,41.32,23.29,24.87,23.29,130.0,47.0,48.0,225.0,21.0,12.0,4.0,18.0,5.0,59.0,62.0,109.0,156.0,6.0,12.0,110.0,41.0,20.0,36.0,88.0,53.0,36.0,3.87,6.57,14.43,3.0,7.0,11.0,225.0,177.0,177.0,11.0,2.92,2.67,2.67,25.12,25.12,23.76
CAR,2021,CAR,CAR,Team Level,all,63,0.55,0.55,0.54,229312.0,2164.29,219.96,147.4,505.88,71.66,1181.15,867.96,211.0,221.44,212.43,2127.0,867.0,921.0,3915.0,205.0,210.0,41.0,480.0,70.0,1001.0,1028.0,1922.0,2789.0,237.0,500.0,2005.0,1435.0,498.0,673.0,2142.0,619.0,233.0,63.05,75.69,81.21,66.0,78.0,61.0,3960.79,2994.0,3024.58,317.0,32.43,49.81,49.81,202.58,203.75,199.35,1845.75,181.4,126.52,421.01,60.4,999.33,734.34,175.05,180.83,174.48,1819.0,704.0,697.0,3220.0,149.0,171.0,28.0,374.0,71.0,773.0,985.0,1670.0,2374.0,204.0,431.0,1774.0,1631.0,454.0,725.0,1818.0,510.0,195.0,55.55,63.13,62.71,47.0,52.0,50.0,3186.64,2523.0,2503.18,384.0,28.11,36.07,36.13,173.38,172.88,169.05
CAR,2021,CAR,CAR,Team Level,5on5,63,0.55,0.55,0.55,181543.0,1713.29,152.81,113.86,419.38,57.5,941.73,693.71,146.78,154.29,148.2,1672.0,707.0,758.0,3137.0,143.0,170.0,25.0,411.0,57.0,796.0,802.0,1529.0,2236.0,207.0,440.0,1566.0,1341.0,381.0,534.0,1749.0,485.0,145.0,51.61,59.71,41.48,55.0,63.0,25.0,3182.79,2379.0,2409.58,267.0,23.61,36.46,36.46,139.96,141.12,138.55,1442.03,125.44,94.11,344.81,47.28,773.81,582.55,121.62,124.88,121.06,1421.0,547.0,560.0,2528.0,105.0,133.0,20.0,312.0,53.0,602.0,763.0,1316.0,1863.0,177.0,377.0,1368.0,1493.0,368.0,572.0,1465.0,381.0,122.0,45.18,47.09,33.16,38.0,40.0,27.0,2494.64,1968.0,1948.18,343.0,19.51,26.55,27.04,117.9,117.4,115.59
CAR,2021,CAR,CAR,Team Level,4on5,63,0.22,0.21,0.23,21574.0,69.73,6.71,3.34,8.97,1.92,21.21,49.85,6.56,6.71,6.56,78.0,14.0,11.0,103.0,2.0,3.0,1.0,5.0,0.0,16.0,66.0,76.0,90.0,9.0,18.0,181.0,46.0,67.0,39.0,62.0,23.0,7.0,1.87,2.99,1.85,0.0,1.0,1.0,103.0,92.0,92.0,30.0,0.78,0.47,0.47,7.03,7.03,6.96,217.78,23.82,19.36,45.2,7.11,136.62,73.89,23.08,23.82,23.08,211.0,95.0,81.0,387.0,20.0,21.0,4.0,43.0,12.0,101.0,109.0,191.0,286.0,18.0,36.0,168.0,35.0,31.0,92.0,224.0,57.0,25.0,5.39,7.08,11.35,6.0,4.0,10.0,387.0,306.0,306.0,8.0,4.99,5.7,5.27,23.53,23.53,23.06
CAR,2021,CAR,CAR,Team Level,5on4,63,0.82,0.86,0.84,16854.0,275.24,33.8,23.05,59.99,9.06,166.65,88.45,32.26,33.8,32.26,278.0,103.0,98.0,479.0,42.0,29.0,11.0,47.0,8.0,150.0,105.0,236.0,339.0,13.0,24.0,169.0,18.0,21.0,63.0,267.0,72.0,42.0,7.13,8.35,18.32,11.0,10.0,21.0,479.0,381.0,381.0,5.0,5.94,9.98,9.98,29.76,29.76,28.6,55.27,7.28,3.04,7.22,1.63,16.27,36.56,7.06,7.28,7.06,57.0,15.0,8.0,80.0,3.0,5.0,0.0,1.0,1.0,11.0,51.0,54.0,69.0,3.0,6.0,128.0,62.0,35.0,25.0,41.0,19.0,12.0,1.12,2.39,3.77,0.0,1.0,2.0,80.0,72.0,72.0,22.0,0.7,1.15,1.15,6.82,6.82,6.64
LAK,2021,LAK,LAK,Team Level,other,65,0.57,0.52,0.54,7398.0,117.12,28.84,8.09,20.4,3.71,56.96,42.01,26.72,28.84,26.72,120.0,40.0,34.0,194.0,28.0,14.0,4.0,14.0,6.0,46.0,52.0,92.0,132.0,1.0,2.0,97.0,28.0,14.0,17.0,71.0,49.0,40.0,3.0,6.14,19.7,1.0,4.0,23.0,194.0,160.0,160.0,6.0,2.27,4.63,4.63,26.47,26.47,25.66,99.74,21.78,7.16,17.13,3.39,49.23,35.3,20.22,21.78,20.22,102.0,32.0,43.0,177.0,19.0,8.0,1.0,14.0,7.0,39.0,47.0,83.0,115.0,6.0,12.0,66.0,26.0,23.0,25.0,63.0,38.0,33.0,2.67,4.91,14.2,5.0,4.0,10.0,177.0,134.0,134.0,18.0,1.97,2.61,2.87,20.88,20.88,20.28
LAK,2021,LAK,LAK,Team Level,all,65,0.53,0.54,0.55,237163.0,2252.7,216.97,157.49,516.69,73.82,1239.69,899.35,206.67,216.54,206.33,2276.0,828.0,928.0,4032.0,185.0,206.0,32.0,531.0,71.0,957.0,1154.0,2091.0,2919.0,214.0,472.0,1877.0,1311.0,351.0,455.0,2244.0,638.0,222.0,65.61,76.94,74.42,52.0,56.0,77.0,4033.01,3104.0,3105.25,332.0,34.73,44.88,44.95,206.75,206.59,201.57,1870.14,194.88,134.13,410.5,60.54,1010.2,743.74,186.2,196.24,187.51,1851.0,703.0,833.0,3387.0,180.0,164.0,25.0,381.0,72.0,750.0,1007.0,1671.0,2374.0,233.0,503.0,1659.0,1750.0,317.0,481.0,1771.0,582.0,201.0,54.56,70.54,69.78,45.0,76.0,59.0,3405.2,2554.0,2564.26,327.0,29.47,36.01,36.63,187.73,188.78,184.74
LAK,2021,LAK,LAK,Team Level,5on5,65,0.53,0.55,0.55,192792.0,1762.55,146.93,116.96,420.59,57.57,970.54,716.42,141.64,146.5,141.31,1766.0,663.0,755.0,3184.0,119.0,146.0,23.0,448.0,55.0,753.0,908.0,1647.0,2310.0,197.0,440.0,1415.0,1198.0,300.0,376.0,1831.0,463.0,135.0,53.95,55.03,37.94,40.0,41.0,38.0,3185.01,2429.0,2430.25,289.0,24.19,30.7,30.77,140.35,140.19,137.77,1447.13,131.03,99.9,331.68,46.64,785.38,586.37,126.51,132.39,127.83,1420.0,561.0,670.0,2651.0,109.0,121.0,15.0,317.0,51.0,569.0,814.0,1311.0,1872.0,217.0,471.0,1296.0,1640.0,255.0,392.0,1416.0,448.0,117.0,44.74,54.12,32.18,32.0,56.0,21.0,2669.2,1981.0,1991.26,270.0,20.72,25.1,25.4,126.36,127.42,125.48
LAK,2021,LAK,LAK,Team Level,4on5,65,0.14,0.14,0.17,17062.0,54.04,6.04,3.08,7.17,1.8,17.29,37.6,5.97,6.04,5.97,63.0,10.0,8.0,81.0,7.0,2.0,0.0,6.0,1.0,6.0,51.0,56.0,66.0,3.0,6.0,144.0,65.0,20.0,30.0,46.0,19.0,8.0,1.31,2.44,2.28,0.0,3.0,4.0,81.0,73.0,73.0,30.0,0.7,0.25,0.25,6.48,6.48,6.45,266.88,35.84,23.96,54.23,8.9,158.68,84.39,33.45,35.84,33.45,263.0,103.0,115.0,481.0,44.0,32.0,8.0,44.0,10.0,130.0,106.0,219.0,322.0,6.0,12.0,154.0,28.0,6.0,23.0,245.0,79.0,42.0,5.79,9.21,20.84,5.0,14.0,25.0,481.0,366.0,366.0,1.0,6.08,7.52,7.58,34.34,34.34,32.93
LAK,2021,LAK,LAK,Team Level,5on4,65,0.85,0.88,0.86,19911.0,318.98,35.17,29.36,68.52,10.73,194.9,103.32,32.34,35.17,32.34,327.0,115.0,131.0,573.0,31.0,44.0,5.0,63.0,9.0,152.0,143.0,296.0,411.0,13.0,24.0,221.0,20.0,17.0,32.0,296.0,107.0,39.0,7.35,13.32,14.5,11.0,8.0,12.0,573.0,442.0,442.0,7.0,7.57,9.3,9.3,33.44,33.44,31.69,56.39,6.22,3.11,7.46,1.61,16.92,37.68,6.01,6.22,6.01,66.0,7.0,5.0,78.0,8.0,3.0,1.0,6.0,4.0,12.0,40.0,58.0,65.0,4.0,8.0,143.0,56.0,33.0,41.0,47.0,17.0,9.0,1.36,2.29,2.57,3.0,2.0,3.0,78.0,73.0,73.0,38.0,0.71,0.79,0.79,6.14,6.14,6.05
