,,Win,,Cover,,Total Points,,Implied,Implied Score,
Pittsburgh,2022-02-07 19:00:00,600,120.00,12.5,20.00,129.5,17.39,13.7,58.5,71.0
Virginia Tech,2022-02-07 19:00:00,-900,2.22,-12.5,16.67,129.5,19.05,86.3,71.0,58.5
Presbyterian,2022-02-07 19:00:00,,,-4.5,18.18,125.5,18.18,,65.0,60.5
Hampton,2022-02-07 19:00:00,,,4.5,18.18,125.5,18.18,,60.5,65.0
Austin Peay,2022-02-07 19:30:00,1200,240.00,20.0,16.67,145.0,19.05,7.4,62.5,82.5
Belmont,2022-02-07 19:30:00,-2500,0.80,-20.0,20.00,145.0,17.39,92.6,82.5,62.5
Howard,2022-02-07 19:30:00,-1500,1.33,-15.0,18.18,140.5,18.18,89.9,77.8,62.8
Delaware State,2022-02-07 19:30:00,850,170.00,15.0,18.18,140.5,18.18,10.1,62.8,77.8
Prairie View,2022-02-07 19:30:00,105,21.00,1.0,18.18,139.5,18.18,46.8,69.3,70.3
Florida A&M,2022-02-07 19:30:00,-125,16.00,-1.0,18.18,139.5,18.18,53.2,70.3,69.3
Texas Southern,2022-02-07 19:30:00,-365,5.48,-8.0,18.18,128.5,18.18,74.9,68.3,60.3
Bethune-Cookman,2022-02-07 19:30:00,280,56.00,8.0,18.18,128.5,18.18,25.1,60.3,68.3
UTEP,2022-02-07 20:00:00,375,75.00,10.0,17.39,119.5,18.18,20.1,54.8,64.8
North Texas,2022-02-07 20:00:00,-510,3.92,-10.0,19.05,119.5,18.18,79.9,64.8,54.8
South Dakota,2022-02-07 20:00:00,185,37.00,5.5,18.18,137.5,17.39,33.6,66.0,71.5
North Dakota State,2022-02-07 20:00:00,-225,8.89,-5.5,18.18,137.5,19.05,66.4,71.5,66.0
North Carolina Central,2022-02-07 20:00:00,-130,15.38,-2.0,18.18,140.0,18.18,54.3,71.0,69.0
South Carolina State,2022-02-07 20:00:00,110,22.00,2.0,18.18,140.0,18.18,45.7,69.0,71.0
Montana State,2022-02-07 20:00:00,-525,3.81,-10.0,19.05,131.5,18.18,80.3,70.8,60.8
Idaho State,2022-02-07 20:00:00,385,77.00,10.0,17.39,131.5,18.18,19.7,60.8,70.8
Jackson State,2022-02-07 20:30:00,-165,12.12,-4.0,18.18,130.0,18.18,60.4,67.0,63.0
Arkansas-Pine Bluff,2022-02-07 20:30:00,145,29.00,4.0,18.18,130.0,18.18,39.6,63.0,67.0
Alcorn State,2022-02-07 20:30:00,-510,3.92,-10.0,18.18,145.5,18.18,79.9,77.8,67.8
Mississippi Valley St.,2022-02-07 20:30:00,375,75.00,10.0,18.18,145.5,18.18,20.1,67.8,77.8
Southern Utah,2022-02-07 21:00:00,105,21.00,2.0,16.67,140.0,17.39,46.8,69.0,71.0
Montana,2022-02-07 21:00:00,-125,16.00,-2.0,20.00,140.0,19.05,53.2,71.0,69.0
Kansas,2022-02-07 21:00:00,-110,18.18,-1.0,18.18,135.0,19.05,50.0,68.0,67.0
Texas,2022-02-07 21:00:00,-110,18.18,1.0,18.18,135.0,17.39,50.0,67.0,68.0
Alabama A&M,2022-02-07 21:00:00,165,33.00,4.5,18.18,130.5,18.18,36.3,63.0,67.5
Grambling,2022-02-07 21:00:00,-195,10.26,-4.5,18.18,130.5,18.18,63.7,67.5,63.0
Alabama State,2022-02-07 21:00:00,450,90.00,10.5,18.18,143.5,18.18,17.4,66.5,77.0
Southern,2022-02-07 21:00:00,-630,3.17,-10.5,18.18,143.5,18.18,82.6,77.0,66.5
Arizona,2022-02-07 21:00:00,-900,2.22,-13.0,18.18,144.0,19.05,86.3,78.5,65.5
Arizona State,2022-02-07 21:00:00,600,120.00,13.0,18.18,144.0,17.39,13.7,65.5,78.5
SE Missouri State,2022-02-07 21:00:00,,,,,,,,,
SIU-Edwardsville,2022-02-07 21:00:00,,,,,,,,,
Northern Arizona,2022-02-07 21:30:00,400,80.00,10.0,18.18,149.0,19.05,19.1,69.5,79.5
Northern Colorado,2022-02-07 21:30:00,-550,3.64,-10.0,18.18,149.0,17.39,80.9,79.5,69.5
