player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_pass,less_grades_pass_route,less_grades_pass_rush_defense,less_grades_run,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_pass,more_grades_pass_route,more_grades_pass_rush_defense,more_grades_run,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Patrick Mahomes,11765,QB,KC,4,2.7,2.56,2.96,5.4,162,16,81.4,86,88,4.9,1.79,0,1,1.1,73.9,65,14,7.1,88,54.3,5,36,,,,84.3,69.7,80.2,68.7,,,,1,1,91,0.0,113.1,0.0,0,0,0,1,7,3,3.3,585,6.6,70.8,48,58,14.0,3.88,1,7,10.6,55.2,32,42,5.9,72,44.4,2,32,,,,83.4,88.3,79.7,83.4,,,78.0,0,1,80,11.9,101.3,6.9,5,9,0,9,4,2,2.5,521,9.0
Jared Goff,10635,QB,DET,4,2.66,2.58,3.12,4.93,159,11,73.4,79,79,6.0,2.02,0,2,2.5,67.1,53,17,8.6,80,50.3,5,26,,,,83.6,70.3,79.8,69.3,,,,0,1,82,5.9,106.7,1.3,1,0,0,0,7,2,2.4,463,5.9,66.7,66,71,13.0,3.3,0,2,2.6,54.9,39,32,11.4,79,49.7,5,31,,,,84.0,56.2,80.1,56.9,,,55.7,0,2,88,12.5,93.8,5.1,4,4,0,5,4,6,6.8,663,9.3
Davis Mills,52269,QB,HST,4,2.42,2.38,2.92,,153,13,71.8,78,82,6.2,1.95,2,0,0.0,61.0,50,16,10.7,85,55.6,6,21,,,,83.7,70.2,80.0,69.2,,,,1,2,86,18.8,74.4,3.5,3,0,0,1,3,1,1.2,384,4.7,74.5,55,60,10.3,3.02,1,2,2.9,63.3,38,33,7.3,68,44.4,3,17,,,,45.9,68.6,79.6,66.4,,,65.6,2,2,77,24.2,88.5,11.8,8,0,0,2,2,2,2.6,524,8.7
Russell Wilson,7077,QB,DEN,4,2.75,2.63,3.19,4.06,151,10,73.5,68,68,7.5,1.93,0,2,2.7,67.6,46,14,8.0,72,47.7,4,20,,,,83.2,62.6,79.6,62.1,,,,0,1,77,28.6,98.2,5.6,4,0,0,0,3,1,1.3,509,7.5,70.2,57,63,10.8,3.5,2,4,5.5,54.0,34,37,15.0,79,52.3,6,21,,,,84.3,69.1,80.2,69.9,,,56.0,0,0,91,21.6,83.5,10.1,8,8,0,4,1,1,1.1,471,7.5
Jalen Hurts,40291,QB,PHI,4,2.97,2.59,3.79,4.93,151,24,87.5,64,70,3.1,1.95,5,0,0.0,74.3,52,12,7.1,71,47.0,4,28,,,,82.9,83.0,79.4,81.1,,,,1,1,74,8.3,98.9,1.4,1,0,0,0,2,0,0.0,526,7.5,68.1,47,53,15.7,3.87,0,6,9.7,56.6,30,32,6.3,80,53.0,2,28,,,,84.1,81.2,80.1,82.0,,,63.2,0,1,89,18.8,100.7,7.5,6,21,0,6,2,2,2.2,594,11.2
Trevor Lawrence,77632,QB,JAX,4,2.46,2.4,3.27,5.4,143,15,85.7,77,80,3.8,1.81,2,1,1.2,73.8,59,13,10.6,80,55.9,7,30,,,,83.6,66.2,79.8,65.5,,,,0,1,82,0.0,105.9,0.0,0,0,0,1,5,1,1.2,514,6.4,64.6,48,54,13.5,3.34,1,3,5.0,53.7,29,30,6.5,62,43.4,2,23,,,,20.5,53.5,79.2,54.6,,,54.2,2,1,69,20.0,91.0,9.7,6,2,0,3,3,6,8.7,432,8.0
Geno Smith,7820,QB,SEA,4,2.64,2.58,2.9,4.87,141,29,88.2,68,68,6.0,2.01,0,1,1.4,86.8,59,15,1.7,69,48.9,1,25,,,,82.6,79.8,79.3,78.0,,,,0,0,71,6.7,108.1,1.4,1,0,0,0,2,2,2.8,517,7.6,74.1,58,64,10.5,3.25,2,5,6.9,67.2,43,30,0.0,72,51.1,0,24,,,,83.3,81.9,0.0,78.0,,,82.6,0,2,80,16.7,99.7,6.9,5,3,0,4,4,4,5.0,520,8.1
Aaron Rodgers,2241,QB,GB,4,2.46,2.32,3.66,6.1,140,12,83.1,77,78,4.9,1.64,0,3,3.8,82.1,64,4,0.0,78,55.7,0,30,,,,83.2,87.3,79.6,85.1,,,,0,1,78,0.0,121.2,0.0,0,0,0,1,6,1,1.3,640,8.2,68.3,41,51,10.1,3.5,1,5,9.3,49.0,25,34,10.7,62,44.3,3,12,,,,40.5,58.5,78.9,59.4,,,54.7,0,2,65,26.5,50.7,14.5,9,2,0,9,0,3,4.6,295,5.8
Jacoby Brissett,10725,QB,CLV,4,2.9,2.72,2.8,5.53,139,8,79.6,54,56,5.4,1.92,1,0,0.0,71.4,40,6,7.0,57,41.0,3,19,,,,81.3,74.6,78.5,73.3,,,,1,0,58,16.7,108.3,1.8,1,0,0,0,4,0,0.0,307,5.5,71.0,62,69,10.1,3.59,1,4,5.3,60.9,42,34,4.5,82,59.0,2,27,,,,84.2,70.9,80.1,69.2,,,66.0,2,2,90,11.8,72.3,4.9,4,9,0,4,0,4,4.4,523,7.6
Baker Mayfield,46518,QB,CAR,4,2.72,2.53,3.65,5.62,137,5,73.1,52,57,4.6,1.75,5,0,0.0,63.2,36,7,5.3,60,43.8,2,13,,,,38.8,51.1,78.8,51.5,,,,0,2,62,42.9,79.3,5.0,3,0,0,0,2,3,4.8,377,6.6,58.0,50,61,9.0,3.57,4,1,1.5,45.9,28,36,3.4,75,54.7,1,16,,,,83.2,51.0,79.7,51.0,,,59.1,1,1,80,22.2,69.7,10.7,8,6,0,6,2,1,1.3,370,6.1
Daniel Jones,39395,QB,NYG,4,3.29,3.0,3.34,4.85,137,21,85.7,35,36,2.0,1.95,1,0,0.0,77.8,28,9,6.7,38,27.7,2,9,,,,79.0,59.3,77.3,59.2,,,,0,0,41,22.2,95.7,5.3,2,0,0,0,1,0,0.0,171,4.8,73.7,57,69,9.1,3.8,2,2,2.6,56.5,39,59,7.1,99,72.3,3,31,,,,85.6,69.0,80.9,64.0,,,74.3,1,2,110,18.6,74.5,11.1,11,19,0,9,2,4,3.6,460,6.7
Lamar Jackson,46416,QB,BLT,4,3.23,2.85,4.98,5.73,137,3,76.9,52,54,5.7,1.85,2,2,3.4,66.7,36,3,10.0,54,39.4,4,17,,,,81.3,56.6,78.5,56.7,,,,0,2,58,0.0,108.6,0.0,0,0,0,0,7,2,3.4,348,6.4,74.1,58,63,13.6,4.12,1,5,7.5,63.5,40,41,7.0,83,60.6,3,28,,,,84.0,79.7,80.1,75.0,,,76.5,0,2,88,19.5,99.0,9.6,8,12,0,4,4,3,3.4,545,8.7
Mitchell Trubisky,11757,QB,PIT,4,2.74,2.57,4.4,4.23,127,25,64.4,59,62,7.2,1.96,1,2,3.0,58.1,36,11,5.3,62,48.8,2,14,,,,82.1,72.3,79.0,71.1,,,,1,2,66,0.0,64.6,0.0,0,0,0,1,2,1,1.5,250,4.0,67.3,52,53,13.4,3.48,0,5,8.6,62.3,33,28,5.7,65,51.2,2,21,,,,82.6,64.9,79.3,65.4,,,55.9,1,0,71,28.6,85.7,12.3,8,4,0,0,0,3,4.2,403,7.6
Jameis Winston,9434,QB,NO,3,2.68,2.53,3.45,5.6,127,20,79.3,58,60,7.2,1.94,2,2,3.2,73.3,44,12,4.3,63,49.6,2,17,,,,82.0,76.2,78.9,74.7,,,,0,1,65,25.0,100.9,4.8,3,0,0,0,3,2,3.1,403,6.7,62.5,48,53,17.9,3.41,0,5,8.5,54.7,29,28,3.3,64,50.4,1,18,,,,43.1,57.9,79.2,58.1,,,58.1,1,4,70,28.6,58.3,12.5,8,3,0,4,1,5,7.1,455,8.6
Tua Tagovailoa,60326,QB,MIA,4,2.53,2.51,3.35,,122,17,78.7,61,62,6.8,1.8,1,1,1.5,71.0,44,5,8.3,62,50.8,4,27,,,,82.2,82.9,79.0,80.9,,,,0,0,67,0.0,117.1,0.0,0,0,0,0,4,1,1.5,511,8.2,78.0,50,53,11.7,3.34,0,4,7.3,67.9,36,27,7.7,59,48.4,3,21,,,,39.9,70.7,78.8,70.7,,,56.8,1,3,62,22.2,101.5,10.2,6,0,0,2,4,6,9.7,524,9.9
Matthew Stafford,4924,QB,LA,3,2.56,2.47,3.4,4.85,114,26,80.8,52,53,3.7,1.86,1,2,3.8,75.5,40,4,4.8,53,46.5,2,22,,,,80.8,63.5,78.2,63.0,,,,0,2,53,0.0,102.3,0.0,0,0,0,0,4,2,3.8,355,6.7,78.3,46,49,11.4,3.23,0,4,8.0,69.4,34,28,5.6,60,52.6,2,20,,,,39.3,77.8,78.7,75.0,,,68.8,0,3,61,32.1,68.9,15.0,9,2,0,3,0,3,4.9,406,8.3
Marcus Mariota,9435,QB,ATL,4,3.24,3.06,3.59,4.91,114,2,73.5,34,35,4.2,1.86,1,0,0.0,68.6,24,5,4.0,37,32.5,1,10,,,,78.6,59.3,76.9,59.1,,,,0,1,37,40.0,88.3,5.4,2,0,0,0,2,1,2.7,184,5.3,56.9,58,63,14.8,3.9,0,3,4.3,52.4,33,31,0.0,77,67.5,0,29,,,,22.7,56.7,79.9,60.0,,,45.4,0,3,84,16.1,70.5,6.5,5,9,0,5,1,6,7.1,595,9.4
Ryan Tannehill,7014,QB,TEN,4,2.63,2.51,3.33,5.83,111,31,83.7,43,46,5.1,1.96,2,0,0.0,71.7,33,18,8.3,47,42.3,3,18,,,,31.7,55.6,78.0,55.7,,,,1,1,50,5.6,100.5,2.1,1,0,0,0,3,2,4.0,287,6.2,79.2,48,54,10.3,3.17,1,2,3.3,63.0,34,25,10.5,63,56.8,4,25,,,,82.5,77.2,79.2,75.5,,,64.0,2,2,70,24.0,89.8,9.5,6,3,0,3,2,2,2.9,497,9.2
Mac Jones,60323,QB,NE,3,2.77,2.56,2.82,5.03,111,19,66.7,36,38,4.1,1.78,1,0,0.0,60.5,23,4,4.2,40,36.0,1,4,,,,79.3,32.5,0.0,36.2,,,,0,2,43,50.0,53.1,5.0,2,0,0,1,1,2,4.7,125,3.3,70.7,58,59,14.2,3.33,0,6,9.7,69.5,41,25,0.0,71,64.0,0,31,,,,82.9,72.3,79.4,72.7,,,58.1,0,3,74,12.0,91.1,4.2,3,9,0,1,1,4,5.4,661,11.2
Cooper Rush,12324,QB,DAL,4,2.51,2.46,3.1,5.3,108,9,72.1,43,45,4.5,1.87,2,0,0.0,66.7,30,8,3.2,45,41.7,1,14,,,,80.0,60.0,77.7,59.8,,,,0,0,47,0.0,91.6,0.0,0,0,0,0,1,0,0.0,287,6.4,75.0,48,56,13.6,3.02,2,3,4.9,57.1,32,22,11.1,62,57.4,4,20,,,,82.2,64.4,79.0,65.0,,,54.2,0,0,67,18.2,101.0,6.5,4,2,0,6,3,4,6.0,450,8.0
Justin Fields,82118,QB,CHI,4,3.4,2.85,3.52,5.48,100,6,62.1,29,32,3.8,1.83,2,0,0.0,50.0,16,6,11.1,34,34.0,2,3,,,,78.3,41.4,76.7,42.6,,,,0,1,35,33.3,45.6,5.9,2,0,0,1,0,1,2.9,114,3.6,57.6,33,35,15.2,4.21,0,1,2.7,51.4,18,43,5.3,66,66.0,1,22,,,,82.1,57.1,0.0,48.8,,,77.0,0,3,68,32.6,70.8,21.2,14,17,0,2,2,5,7.4,357,10.2
Jimmy Garoppolo,8697,QB,SF,2,2.4,2.3,3.4,,55,28,74.1,27,29,5.3,1.73,2,0,0.0,69.0,20,6,0.0,29,52.7,0,10,,,,77.7,66.4,76.4,65.7,,,,0,0,32,0.0,96.9,0.0,0,0,0,0,1,0,0.0,180,6.2,60.0,20,21,13.0,3.15,1,2,8.7,52.4,11,10,8.3,26,47.3,1,6,,,,77.2,45.2,76.0,44.1,,,63.3,0,1,29,50.0,78.5,19.2,5,0,0,0,1,2,6.9,185,8.8
Zach Wilson,82096,QB,NYJ,1,3.31,3.31,2.7,5.3,40,22,69.2,13,13,4.6,1.97,0,0,0.0,53.8,7,1,22.2,13,32.5,2,4,,,,73.2,77.4,73.5,76.0,,,,0,1,14,0.0,67.5,0.0,0,0,0,0,1,0,0.0,84,6.5,76.5,17,23,12.1,4.11,1,1,4.0,47.8,11,14,15.4,26,65.0,2,7,,,,77.0,57.7,75.9,55.5,,,66.1,1,1,28,7.1,54.3,3.8,1,2,0,4,0,4,14.3,168,7.3
Trey Lance,91399,QB,SF,2,3.15,2.89,4.65,5.2,38,28,70.0,10,11,1.4,1.84,1,0,0.0,54.5,6,2,14.3,11,28.9,1,1,,,,72.4,28.6,72.9,29.4,,,,0,1,12,0.0,30.5,0.0,0,0,0,0,0,1,8.3,55,5.0,61.1,18,20,11.4,3.82,0,2,10.0,45.0,9,13,18.2,26,68.4,2,7,,,,76.6,64.5,75.6,68.3,,,50.8,1,0,26,15.4,68.5,7.7,2,4,0,1,0,0,0.0,139,7.0
Dak Prescott,10769,QB,DAL,1,2.49,2.5,2.35,,31,9,61.5,13,14,4.1,1.93,0,0,0.0,50.0,7,4,12.5,15,48.4,1,2,,,,73.5,35.0,73.7,36.7,,,,1,0,15,25.0,61.6,6.7,1,0,0,0,0,1,6.7,60,4.3,50.0,14,15,10.5,3.03,0,0,0.0,46.7,7,8,0.0,16,51.6,0,4,,,,74.8,42.2,74.5,43.6,,,,0,1,19,12.5,33.8,6.3,1,0,0,1,0,1,5.3,74,4.9
Andy Dalton,6187,QB,NO,1,2.58,2.5,3.75,,30,20,76.9,13,14,10.0,1.98,0,1,7.1,71.4,10,3,0.0,14,46.7,0,5,,,,73.2,88.3,73.5,85.8,,,,0,0,14,0.0,115.5,0.0,0,0,0,1,1,0,0.0,101,7.2,71.4,14,14,12.4,3.11,0,1,6.3,71.4,10,3,0.0,16,53.3,0,6,,,,22.4,68.7,74.3,67.9,,,,0,0,18,66.7,101.8,12.5,2,0,0,0,0,2,11.1,135,9.6
Teddy Bridgewater,8667,QB,MIA,2,3.37,3.14,2.3,10.3,27,17,66.7,9,10,8.2,2.04,1,0,0.0,60.0,6,5,0.0,11,40.7,0,5,,,,71.9,51.9,72.6,52.4,,,,0,1,11,20.0,75.8,9.1,1,0,0,0,1,2,18.2,72,7.2,69.2,13,15,10.9,4.29,0,0,0.0,53.3,8,9,11.1,16,59.3,1,4,,,,73.9,59.7,73.9,55.3,,,65.9,1,0,16,0.0,80.1,0.0,0,1,0,1,0,0,0.0,121,8.1
Bailey Zappe,60396,QB,NE,1,3.21,3.05,4.0,,18,19,100.0,5,5,-2.6,1.68,0,0,0.0,100.0,5,0,0.0,5,27.8,0,0,,,,68.0,64.9,69.9,64.4,,,,0,0,5,,85.0,0.0,0,0,0,0,0,0,0.0,22,4.4,66.7,9,10,10.0,3.8,0,0,0.0,50.0,5,6,16.7,13,72.2,1,4,,,,20.5,49.8,73.2,50.5,,,,0,0,13,50.0,109.2,23.1,3,0,0,1,1,1,7.7,77,7.7
Kenny Pickett,60515,QB,PIT,1,3.03,2.48,,5.37,16,25,100.0,8,8,5.8,1.75,0,0,0.0,100.0,8,1,0.0,8,50.0,0,4,,,,70.3,77.5,71.5,76.0,,,,0,0,8,0.0,107.8,0.0,0,0,0,0,0,0,0.0,79,9.9,60.0,5,5,25.2,4.3,0,0,0.0,40.0,2,3,33.3,8,50.0,1,4,,,,70.9,67.8,71.9,62.0,,,68.5,0,3,9,0.0,30.0,0.0,0,3,0,0,0,0,0.0,41,8.2
Brian Hoyer,5277,QB,NE,1,1.97,1.92,2.3,,7,19,80.0,5,5,1.0,1.78,0,0,0.0,80.0,4,2,0.0,6,85.7,0,1,,,,68.9,51.3,70.6,51.9,,,,0,0,6,50.0,79.2,16.7,1,0,0,0,0,0,0.0,10,2.0,100.0,1,1,20.0,3.1,0,0,0.0,100.0,1,1,0.0,1,14.3,0,1,,,,60.4,76.7,64.6,74.9,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,27,27.0
Trace McSorley,32819,QB,ARZ,1,3.56,2.53,4.7,5.05,7,1,100.0,1,1,6.0,2.2,0,0,0.0,100.0,1,0,0.0,1,14.3,0,1,,,,60.4,72.7,64.6,71.3,,,,0,0,1,,108.3,0.0,0,0,0,0,0,0,0.0,10,10.0,50.0,2,3,3.5,3.78,0,0,0.0,33.3,1,3,0.0,6,85.7,0,1,,,,68.9,54.9,70.6,50.2,,,62.9,1,0,6,33.3,42.4,16.7,1,2,0,0,0,0,0.0,2,0.7
Malik Willis,60341,QB,TEN,1,3.7,3.18,,4.75,6,31,50.0,2,2,5.0,2.3,0,0,0.0,50.0,1,2,0.0,2,33.3,0,0,,,,63.6,62.4,66.9,62.1,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,6,3.0,0.0,1,2,13.0,4.4,0,0,0.0,0.0,0,2,,4,66.7,0,1,,,,66.9,62.3,69.2,44.1,,,74.1,0,0,4,0.0,39.6,0.0,0,2,0,1,0,0,0.0,0,0.0
Tyrod Taylor,6332,QB,NYG,1,3.3,2.27,,4.85,5,21,100.0,2,2,6.5,1.9,0,0,0.0,50.0,1,0,50.0,2,40.0,1,1,,,,63.6,74.6,66.9,73.2,,,,0,0,2,,66.7,0.0,0,0,0,0,0,0,0.0,11,5.5,0.0,1,1,50.0,4.23,0,0,0.0,0.0,0,2,,3,60.0,0,2,,,,13.5,28.5,68.2,39.9,,,47.0,0,1,3,0.0,0.0,0.0,0,2,0,0,0,2,66.7,0,0.0
Jordan Love,40306,QB,GB,1,2.23,2.23,,,4,12,100.0,2,2,5.5,1.75,0,0,0.0,100.0,2,0,0.0,2,50.0,0,2,,,,63.6,62.0,66.9,61.8,,,,0,0,2,,118.8,0.0,0,0,0,0,0,0,0.0,38,19.0,100.0,2,2,7.5,2.7,0,0,0.0,100.0,2,1,0.0,2,50.0,0,2,,,,63.6,54.7,66.9,55.1,,,,0,0,2,0.0,118.8,0.0,0,0,0,0,0,0,0.0,27,13.5
Case Keenum,7323,QB,BUF,1,1.85,1.85,,,2,4,0.0,2,2,13.0,1.85,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,63.6,42.3,66.9,43.9,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
DeeJay Dallas,55632,HB,SEA,1,3.0,3.0,,,1,29,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,3.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.4,11.4,63.5,22.2,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Jack Fox,34735,P,DET,1,2.0,2.0,,,1,11,100.0,1,1,6.0,2.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,60.4,70.7,65.7,67.2,,,,0,0,1,,91.7,0.0,0,0,0,0,0,0,0.0,6,6.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tommy Townsend,33007,P,KC,1,3.4,3.4,,,1,16,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,1.0,3.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,60.4,50.1,60.5,56.7,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Mack Hollins,11873,WR,LV,1,3.4,3.4,,,1,23,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-6.0,3.4,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,60.4,62.2,64.9,60.0,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0
