player,player_id,position,team_name,player_game_count,avg_time_to_throw,avg_ttt_attempts,avg_ttt_sacks,avg_ttt_scrambles,dropbacks,franchise_id,less_accuracy_percent,less_aimed_passes,less_attempts,less_avg_depth_of_target,less_avg_time_to_throw,less_bats,less_big_time_throws,less_btt_rate,less_completion_percent,less_completions,less_def_gen_pressures,less_drop_rate,less_dropbacks,less_dropbacks_percent,less_drops,less_first_downs,less_grades_coverage_defense,less_grades_defense,less_grades_defense_penalty,less_grades_hands_drop,less_grades_hands_fumble,less_grades_offense,less_grades_offense_penalty,less_grades_overall_tackle,less_grades_pass,less_grades_pass_route,less_grades_run,less_grades_run_defense,less_grades_tackle,less_hit_as_threw,less_interceptions,less_passing_snaps,less_pressure_to_sack_rate,less_qb_rating,less_sack_percent,less_sacks,less_scrambles,less_spikes,less_thrown_aways,less_touchdowns,less_turnover_worthy_plays,less_twp_rate,less_yards,less_ypa,more_accuracy_percent,more_aimed_passes,more_attempts,more_avg_depth_of_target,more_avg_time_to_throw,more_bats,more_big_time_throws,more_btt_rate,more_completion_percent,more_completions,more_def_gen_pressures,more_drop_rate,more_dropbacks,more_dropbacks_percent,more_drops,more_first_downs,more_grades_coverage_defense,more_grades_defense,more_grades_defense_penalty,more_grades_hands_drop,more_grades_hands_fumble,more_grades_offense,more_grades_offense_penalty,more_grades_overall_tackle,more_grades_pass,more_grades_pass_route,more_grades_run,more_grades_run_defense,more_grades_tackle,more_hit_as_threw,more_interceptions,more_passing_snaps,more_pressure_to_sack_rate,more_qb_rating,more_sack_percent,more_sacks,more_scrambles,more_spikes,more_thrown_aways,more_touchdowns,more_turnover_worthy_plays,more_twp_rate,more_yards,more_ypa
Tyler Szalkowski,148497,QB,ALBANY,1,2.1,2.1,,,2,106,0.0,2,2,10.0,2.1,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,,62.7,40.8,66.6,,41.2,,,,,0,0,3,,39.6,0.0,0,0,0,0,0,1,33.3,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Trey Goodman,149142,WR,AUSTINPEAY,2,3.25,3.25,,,2,116,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,33.5,3.25,0,0,0.0,50.0,1,1,0.0,2,100.0,0,1,,,,,61.8,53.8,65.3,,53.5,,,,,0,0,2,0.0,95.8,0.0,0,0,0,0,0,1,50.0,39,19.5
C.J. Henry,155870,QB,DELWARE ST,1,1.95,1.95,,,2,152,0.0,2,2,13.5,1.95,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,,61.8,45.0,65.5,,45.4,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
AJ Duffy,156292,QB,FLORIDA ST,1,4.1,3.2,,5.0,2,167,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,0.0,4.1,0,0,0.0,100.0,1,0,0.0,2,100.0,0,0,,,,,61.8,54.6,65.5,,60.4,,57.3,,,0,0,2,,108.3,0.0,0,1,0,0,0,0,0.0,10,10.0
CJ Lewis,61173,WR,BOWL GREEN,2,5.25,5.25,,,2,122,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,2.5,5.25,0,0,0.0,50.0,1,1,0.0,2,100.0,0,1,,,,,61.8,47.3,66.8,,47.5,,,,,0,0,2,0.0,75.0,0.0,0,0,0,0,0,0,0.0,15,7.5
Ty Simpson,157008,QB,ALABAMA,1,1.55,1.55,,,2,103,100.0,1,2,-2.0,1.55,1,0,0.0,50.0,1,0,0.0,2,100.0,0,0,,,,,61.8,50.6,65.5,,51.0,,,,,0,0,2,,64.6,0.0,0,0,0,0,0,0,0.0,10,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Garret Rangel,157795,QB,OKLA STATE,1,1.75,1.75,,,2,262,0.0,2,2,13.0,1.75,0,0,0.0,0.0,0,0,,2,100.0,0,0,,,,,61.8,59.4,65.5,,59.3,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Katin Houser,158386,QB,MICH STATE,1,3.45,3.45,,,2,223,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,50.0,2,2,7.0,3.45,0,0,0.0,50.0,1,1,0.0,2,100.0,0,0,,,,,61.8,49.8,65.5,,50.0,,,,,0,0,2,0.0,56.3,0.0,0,0,0,0,0,0,0.0,2,1.0
Tony Bartalo,162107,QB,CHARLES SO,1,2.2,2.4,2.0,,2,135,0.0,1,1,5.0,2.2,0,0,0.0,0.0,0,1,,2,100.0,0,0,,,,,15.2,35.7,65.5,,36.8,,,,,0,0,2,100.0,39.6,50.0,1,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Xavion Brower,164499,QB,GARD-WEBB,1,2.35,2.35,,,2,171,100.0,1,1,5.0,1.4,0,0,0.0,100.0,1,1,0.0,1,50.0,0,1,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,0.0,100.0,0.0,0,0,0,0,0,0,0.0,8,8.0,100.0,1,1,6.0,3.3,0,0,0.0,0.0,0,1,100.0,1,50.0,1,0,,,,,60.3,61.7,63.6,,61.6,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Dylan Ramirez,166206,QB,N GREENVLE,1,2.3,2.3,,,2,390,100.0,2,2,7.5,2.3,0,0,0.0,50.0,1,0,50.0,2,100.0,1,0,,,,,61.8,75.8,65.5,,75.3,,,,,0,0,2,,56.3,0.0,0,0,0,0,0,0,0.0,1,0.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Anthony Tate,168452,QB,LVLEOP,1,2.0,2.0,,,2,937,100.0,1,1,-2.0,1.0,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,,,,,60.3,60.7,63.6,,60.6,,,,,0,0,1,,112.5,0.0,0,0,0,0,0,0,0.0,11,11.0,0.0,1,1,29.0,3.0,0,0,0.0,0.0,0,0,,1,50.0,0,0,,,,,60.3,51.6,63.6,,51.9,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Joseph Hess,168503,QB,NAUSTA,1,2.5,2.4,2.6,,2,1453,0.0,1,1,31.0,2.4,0,0,0.0,0.0,0,1,,1,50.0,0,0,,,,,60.3,57.9,63.6,,58.0,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,2.6,0,0,,,0,1,,1,50.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Maleek Huggins,147957,WR,GARD-WEBB,1,3.3,3.3,,,1,171,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,32.0,3.3,0,1,100.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,92.9,63.5,,87.3,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,45,45.0
Hunter Brown,109756,TE,ST FRANCIS,1,2.5,2.5,,,1,299,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,9.0,2.5,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,50.2,67.8,,52.8,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Jamal Hill,155875,WR,ROB MORRIS,1,4.4,4.4,,,1,277,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,4.4,0,0,0.0,0.0,0,1,,1,100.0,0,1,,,,,60.3,41.5,0.0,,60.0,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,1,100.0,0,0.0
Kade Warner,61494,WR,KANSAS ST,1,4.7,,,4.7,1,199,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.7,0,0,,,0,0,,1,100.0,0,1,,,,,60.3,67.3,64.1,,,,61.7,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Braden Smith,61460,WR,LOUISVILLE,1,2.6,2.6,,,1,210,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,26.0,2.6,0,1,100.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,91.0,64.1,,87.7,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,45,45.0
Chase Roberts,147528,WR,BYU,1,3.0,3.0,,,1,128,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-3.0,3.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,61.9,64.1,,60.6,,,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,22,22.0
Joshua Tomas,109716,WR,GEORGETOWN,1,3.2,3.2,,,1,172,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,27.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,79.7,64.1,,76.2,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,32,32.0
Bryson Daily,147303,QB,ARMY,1,3.9,,3.9,,1,114,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.9,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Sawyer Robertson,146839,QB,MISS STATE,1,1.2,1.2,,,1,227,100.0,1,1,3.0,1.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,95.8,0.0,0,0,0,0,0,0,0.0,7,7.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Alonza Barnett III,156710,QB,JAMES MAD,1,1.5,1.5,,,1,197,100.0,1,1,-2.0,1.5,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,14,14.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Peter Zamora,156788,QB,MARSHALL,1,1.7,1.7,,,1,214,0.0,1,1,4.0,1.7,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
D.J. Matthews Jr.,61255,WR,INDIANA,1,7.3,,,7.3,1,190,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,7.3,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,51.8,67.8,,,,57.3,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
CJ Montes,146114,QB,NEW MEXICO,1,3.7,,,3.7,1,241,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.7,0,0,,,0,0,,1,100.0,0,0,,,,,60.3,53.7,63.6,,,,57.3,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Tison Hill,169051,QB,TEXAS STHN,1,3.7,,,3.7,1,313,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,55.1,63.6,,,,57.8,,,0,0,1,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Chase Brown,77787,HB,ILLINOIS,1,3.3,3.3,,,1,187,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,17.0,3.3,0,0,0.0,0.0,0,1,100.0,1,100.0,1,0,,,,,60.3,70.9,62.7,,74.3,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Andy Maddox,101619,QB,MICHIGAN,1,1.7,1.7,,,1,222,100.0,1,1,4.0,1.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.8,63.6,,60.6,,,,,0,0,1,,83.3,0.0,0,0,0,0,0,0,0.0,4,4.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Walker Howard,157112,QB,LSU,1,2.8,,2.8,,1,211,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Brayden Willis,77917,TE,OKLAHOMA,1,2.9,2.9,,,1,261,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,19.0,2.9,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,75.3,64.1,,72.6,,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,24,24.0
Mareyohn Hrabowski,145923,QB,W MICHIGAN,2,5.0,,,5.0,1,347,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,5.0,0,0,0.0,,0,1,,1,100.0,0,0,,,,,61.8,54.7,65.5,,61.0,,57.3,,,0,0,2,0.0,0.0,0.0,0,1,0,0,0,0,0.0,0,
Jase Bauer,145714,QB,C MICHIGAN,1,3.0,3.0,,,1,134,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,22.0,3.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,77.4,63.6,,76.6,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,44,44.0
Jacoby Jones,157518,WR,OHIO,1,3.3,3.3,,,1,259,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,2.0,3.3,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,61.9,64.1,,60.4,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,17,17.0
Deacon Hill,145170,QB,WISCONSIN,1,3.7,,3.7,,1,349,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,3.7,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Ben Harris,144624,QB,N ALABAMA,1,2.5,2.5,,,1,389,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,2.0,2.5,0,0,0.0,0.0,0,1,100.0,1,100.0,1,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Kai Horton,144418,QB,TULANE,1,1.8,1.8,,,1,319,100.0,1,1,5.0,1.8,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,75.7,63.6,,74.3,,,,,0,0,1,,104.2,0.0,0,0,0,0,0,0,0.0,9,9.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tyler Knoop,108982,QB,GEORGETOWN,1,4.1,4.1,,,1,172,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,1.0,4.1,0,0,0.0,100.0,1,1,0.0,1,100.0,0,0,,,,,61.8,54.3,65.5,,60.4,,57.0,,,0,0,2,0.0,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0
LeQuint Allen,158290,HB,SYRACUSE,1,4.0,4.0,,,1,304,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,14.0,4.0,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,44.0,64.1,,46.8,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Bennie Barnes Jr.,168373,QB,LINCOK,1,7.8,7.8,,,1,1452,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,5.0,7.8,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Thomas Castellanos,158433,QB,UCF,1,1.5,1.5,,,1,323,100.0,1,1,6.0,1.5,0,0,0.0,0.0,0,0,100.0,1,100.0,1,0,,,,,60.3,60.4,63.6,,60.4,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Alex Orji,158545,QB,MICHIGAN,1,1.2,1.2,,,1,222,100.0,1,1,-4.0,1.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,87.5,0.0,0,0,0,0,0,0,0.0,5,5.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Maquel Haywood,144314,FB,NAVY,1,2.9,2.9,,,1,237,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,27.0,2.9,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,43.2,62.7,,37.9,,,,,0,1,1,,0.0,0.0,0,0,0,0,0,1,100.0,0,0.0
Jamarye Joiner,82071,WR,ARIZONA,1,5.3,5.3,,,1,109,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,1,,5.3,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,59.7,63.6,,60.0,,,,,0,0,1,0.0,39.6,0.0,0,0,0,1,0,0,0.0,0,0.0
Jalen Coker,143068,WR,HOLY CROSS,1,3.0,3.0,,,1,181,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,29.0,3.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,80.2,64.1,,76.6,,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,36,36.0
Harry Kirk,143015,QB,COLGATE,1,2.2,2.2,,,1,142,100.0,1,1,2.0,2.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,61.1,63.6,,61.0,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,2,2.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Peyton Mansell,82135,S,ABILENE CH,1,2.1,2.1,,,1,100,,0,1,,2.1,1,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,59.0,63.6,,59.4,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jason Bean,83529,QB,KANSAS,1,5.0,5.0,,,1,198,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,14.0,5.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,77.1,63.6,,76.4,,,,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,16,16.0
Lan Larison,142157,HB,UC DAVIS,1,4.5,,,4.5,1,322,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,66.7,61.0,49.7,71.7,,,47.4,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.5,0,0,,,0,0,,1,100.0,0,1,,,,,60.3,71.8,65.1,,,,64.0,,,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,
Xander Werner,141661,TE,N ARIZONA,1,4.0,4.0,,,1,252,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,15.0,4.0,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,75.3,64.8,,72.6,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,41,41.0
Connor Blumrick,60558,WR,VA TECH,1,4.2,,4.2,,1,337,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.2,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,56.5,64.1,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Preston Rice,60469,QB,MIDDLE TN,1,1.1,1.1,,,1,224,100.0,1,1,-2.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,,,,60.3,60.6,63.6,,60.4,,,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-3,-3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Brenden Brady,83795,HB,UTSA,1,3.4,3.4,,,1,331,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,37.0,3.4,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,,,,60.3,57.6,63.4,,58.0,,,,,0,0,1,0.0,158.3,0.0,0,0,0,0,1,0,0.0,35,35.0
Leonard Kelly,139468,QB,NICHOLLS,1,1.8,1.8,,,1,243,0.0,1,1,4.0,1.8,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,60.3,54.8,63.6,,55.3,,,,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Cameron Nellor,160033,WR,TXAMCO,2,4.0,,4.0,,1,1139,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.0,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,57.6,60.0,,59.4,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Jalen Dummett,139376,WR,LAMAR,1,6.9,,6.9,,1,204,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,6.9,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,56.5,63.4,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Samson Evans,84228,HB,E MICHIGAN,1,2.1,2.1,,,1,160,100.0,1,1,6.0,2.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,72.0,63.6,,71.5,,,,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,3,3.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tauskie Dove,84318,WR,MISSOURI,1,4.9,,4.9,,1,229,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,4.9,0,0,,,0,1,,1,100.0,0,0,,,,,60.3,56.5,64.8,,60.0,,,,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Rudy Voss,138320,QB,S DAK ST,1,2.4,2.4,,,1,292,0.0,1,1,5.0,2.4,0,0,0.0,0.0,0,0,,1,100.0,0,0,,,,,61.8,43.7,65.5,,44.1,,,,,0,0,2,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jeremiah Hixon,87662,WR,ALABAMA ST,1,3.6,3.6,,,1,105,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,26.0,3.6,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,,,,,60.3,79.7,63.4,,76.2,,,,,0,0,1,,118.8,0.0,0,0,0,0,0,0,0.0,45,45.0
Edwin Rhodes III,138092,QB,TENN STATE,1,3.0,3.0,,,1,308,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0.0,1,1,18.0,3.0,0,0,0.0,0.0,0,1,,1,100.0,0,0,,,,,60.3,55.2,63.6,,55.3,,,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
