"","Name","TeamAbbrev","Salary","fpts","proj_own","status","lines","totals","pass_plays","grades_offense","yprr","opponent","def_rank","cov_rank"
"654","Tanner Branson","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"655","Rian Black","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"656","Tate Davis","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"657","De'Andre Coleman","C-C",3000,0.5,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"658","Dami'on Thompson","C-C",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"JMU",NA,NA
"659","Cooper Thunell","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"660","Kelly Mitchell","JMU",3000,NA,0,"Healthy","-15.5","53",3,79.1,3,"CCAR",83,118
"661","Noah Turner","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"662","Troy Lewis","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"663","Blake Barnes","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"664","Anthony Johnson","JMU",3000,NA,0,"Out indefinitely - Leg","-15.5","53",NA,NA,NA,"CCAR",83,118
"665","Marion Haley","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"666","Erick Harris","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"667","Desmond Green","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"668","Jayden Mines","JMU",3000,NA,0,"Healthy","-15.5","53",NA,NA,NA,"CCAR",83,118
"669","Holt Egan","JMU",3000,NA,0,"Healthy","-15.5","53",6,56.4,0,"CCAR",83,118
"670","Payton Hunter","JMU",3000,NA,0,"Healthy","-15.5","53",2,72,7,"CCAR",83,118
"671","Craig Burt Jr.","WKU",3000,NA,0,"Healthy",NA,NA,33,64.8,2.19,"FAU",90,77
"672","Jordan Young","FAU",3000,NA,0,"Healthy",NA,NA,74,48.9,0.42,"WKU",NA,NA
"673","Adam Boselli","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"674","Alex Williams","WKU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"FAU",90,77
"675","Denzil Alleyne","WKU",3000,NA,0,"Healthy",NA,NA,14,58.6,0.79,"FAU",90,77
"676","Easton Messer","WKU",3000,NA,0,"Healthy",NA,NA,10,68.4,4.4,"FAU",90,77
"677","Dakota Thomas","WKU",3000,0.82,0,"Healthy",NA,NA,NA,NA,NA,"FAU",90,77
"678","KD Hutchinson","WKU",3000,NA,0,"Healthy",NA,NA,14,74,3.43,"FAU",90,77
"679","Kendall Abdur-Rahman","WKU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"FAU",90,77
"680","Tomi Mustapha","WKU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"FAU",90,77
"681","Carter Boatwright","FAU",3000,NA,0,"Healthy",NA,NA,60,48.5,0.07,"WKU",NA,NA
"682","Wyatt Sullivan","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"683","Jacob Pasley","FAU",3000,0.57,0,"Healthy",NA,NA,27,49.9,0,"WKU",NA,NA
"684","BJ Alexander","FAU",3000,0.56,0,"Healthy",NA,NA,47,57.4,0,"WKU",NA,NA
"685","Jymetre Hester","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"686","Kobe Stewart","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"687","Jayshon Platt","FAU",3000,2.04,0,"Healthy",NA,NA,24,63.5,1.08,"WKU",NA,NA
"688","Omari Hayes","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"689","A'ceon Cobb","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"690","Donovan Giles","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"691","William Ford","FAU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"WKU",NA,NA
"692","River Helms","WKU",3000,NA,0,"Healthy",NA,NA,10,69.7,0,"FAU",90,77
"693","Dane Saltarelli","WKU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"FAU",90,77
"694","Jax Cooper","WKU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"FAU",90,77
"695","TeeJay Taylor","WKU",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"FAU",90,77
