"player","team_name","avg_depth_of_target","contested_receptions","contested_targets","drops","grades_offense","grades_pass_route","inline_snaps","pass_plays","receptions","routes","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","week","join"
"Treylon Burks","TEN",29,1,1,0,90.4,86.9,0,8,1,7,2,158.3,1,1,6,25,0,0,25,3.57,13,"TEN13"
"Jameson Williams","DET",22,0,0,0,57.8,58.2,0,2,0,2,0,39.6,1,0,2,0,0,NA,NA,0,13,"DET13"
"Shane Zylstra","DET",5,0,0,0,69.1,52.4,3,13,1,12,5,83.3,1,0,5,4,-1,-1,4,0.33,13,"DET13"
"Justin Jefferson","MIN",15.5,1,1,0,91.1,90.6,0,46,11,43,17,115.3,15,0,28,223,59,5.4,20.3,5.19,14,"MIN14"
"Ja'Marr Chase","CIN",9,0,3,0,91.6,91.3,0,44,10,37,9,85.1,15,1,35,119,23,2.3,11.9,3.22,14,"CIN14"
"Evan Engram","JAX",5.4,2,4,0,92.5,92.1,19,40,11,36,10,154.5,14,2,11,162,105,9.5,14.7,4.5,14,"JAX14"
"Keenan Allen","LAC",4.2,1,1,0,75.4,73.3,0,54,12,51,28,96.2,13,0,26,92,49,4.1,7.7,1.8,14,"LAC14"
"Donovan Peoples-Jones","CLV",18.9,1,3,1,63,64.7,0,51,8,49,10,57.9,13,0,41,114,13,1.6,14.3,2.33,14,"CLV14"
"DeAndre Hopkins","ARZ",12.5,0,1,0,61.8,61.5,0,51,7,46,15,47.2,11,0,36,79,28,4,11.3,1.72,14,"ARZ14"
"JuJu Smith-Schuster","KC",7,0,1,0,67.8,67.4,0,38,9,38,9,87.1,11,1,29,74,33,3.7,8.2,1.95,14,"KC14"
"Chris Moore","HST",7.5,1,2,0,85.7,87.3,3,28,10,27,7,113.6,11,0,18,124,48,4.8,12.4,4.59,14,"HST14"
"Zay Jones","JAX",12.3,1,3,2,72.5,70,0,44,8,40,12,122.2,11,1,32,77,17,2.1,9.6,1.93,14,"JAX14"
"Dalton Schultz","DAL",9.6,1,1,2,64.9,62,16,41,6,37,13,48.8,10,0,11,87,42,7,14.5,2.35,14,"DAL14"
"Tyreek Hill","MIA",15.7,1,3,1,66.8,63.9,0,27,4,25,14,102.5,10,1,13,81,48,12,20.3,3.24,14,"MIA14"
"D.K. Metcalf","SEA",17.6,2,2,1,68.6,67.7,0,41,5,40,6,67.1,10,1,35,71,12,2.4,14.2,1.78,14,"SEA14"
"Tutu Atwell","LA",13.1,1,1,0,74.5,76.9,0,29,5,26,18,71.5,9,0,11,50,12,2.4,10,1.92,14,"LA14"
"Travis Kelce","KC",11.7,0,1,1,62,64.1,9,36,4,36,16,32.4,9,0,11,71,43,10.8,17.8,1.97,14,"KC14"
"Chris Godwin","TB",6.6,1,3,2,55.2,56,0,53,5,51,46,73.4,9,0,7,54,17,3.4,10.8,1.06,14,"TB14"
"Nelson Agholor","NE",8.3,1,3,2,50.5,53.2,0,39,5,37,9,63.2,9,0,30,32,14,2.8,6.4,0.86,14,"NE14"
"Elijah Moore","NYJ",11.4,0,0,0,61.6,63.6,0,47,6,47,30,85.4,9,0,17,60,9,1.5,10,1.28,14,"NYJ14"
"Jerry Jeudy","DEN",11,0,0,0,75.8,74.5,0,46,8,44,9,100.5,9,3,37,73,29,3.6,9.1,1.66,14,"DEN14"
"Julio Jones","TB",10.6,1,3,0,61.2,59.3,0,40,5,39,12,74,8,0,28,38,18,3.6,7.6,0.97,14,"TB14"
"Austin Ekeler","LAC",-3.3,0,0,0,62,80.4,0,31,8,23,2,97.4,8,0,0,59,85,10.6,7.4,2.57,14,"LAC14"
"Tyler Lockett","SEA",13.8,1,2,0,76.1,74.6,0,42,5,41,17,85.4,8,1,25,60,2,0.4,12,1.46,14,"SEA14"
"Nick Westbrook-Ikhine","TEN",13.8,1,4,1,56.3,57.3,0,48,3,44,34,45.8,8,1,14,23,4,1.3,7.7,0.52,14,"TEN14"
"T.J. Hockenson","MIN",8.3,0,1,1,58.4,60,23,46,6,40,11,104.7,8,0,12,77,26,4.3,12.8,1.93,14,"MIN14"
"DeVonta Smith","PHI",11.3,2,3,1,62.6,62.1,0,37,5,35,21,127.1,8,1,16,64,33,6.6,12.8,1.83,14,"PHI14"
"Marquise Brown","ARZ",10.6,0,0,1,59.3,57.2,0,55,4,49,34,60.9,8,0,20,33,12,3,8.3,0.67,14,"ARZ14"
"Diontae Johnson","PIT",17.1,1,1,0,80.1,78.7,0,35,6,33,10,67.7,8,0,25,82,16,2.7,13.7,2.48,14,"PIT14"
"Richie James Jr.","NYG",6.4,0,0,0,61.6,62,0,42,7,41,30,138.5,8,1,12,62,16,2.3,8.9,1.51,14,"NYG14"
"Bennett Skowronek","LA",9.9,2,2,0,75.3,73.3,0,44,7,37,13,113,8,0,31,89,19,2.7,12.7,2.41,14,"LA14"
"Jerick McKinnon","KC",2.1,0,0,0,66.9,90.3,1,28,6,24,1,156.3,8,2,1,113,122,20.3,18.8,4.71,14,"KC14"
"David Njoku","CLV",3.5,0,0,0,67.7,68,25,50,7,44,24,137,8,1,1,59,36,5.1,8.4,1.34,14,"CLV14"
"Adam Thielen","MIN",10.3,0,0,0,69.6,71.1,0,45,7,41,13,140.1,8,1,32,65,27,3.9,9.3,1.59,14,"MIN14"
"Mike Evans","TB",11.1,0,0,0,70.4,69.4,0,51,4,49,5,27.1,8,0,46,44,4,1,11,0.9,14,"TB14"
"Dawson Knox","BUF",8.9,0,2,1,59.6,56.2,8,33,4,31,21,113.7,7,1,2,41,21,5.3,10.3,1.32,14,"BUF14"
"Garrett Wilson","NYJ",11.6,2,2,0,72.8,72.4,0,51,6,51,19,113.1,7,0,32,78,21,3.5,13,1.53,14,"NYJ14"
"Robert Woods","TEN",8.3,1,2,0,64.2,66.6,0,44,5,40,7,90.8,7,0,37,49,7,1.4,9.8,1.23,14,"TEN14"
"D.J. Chark Jr.","DET",10.9,0,0,0,76.7,76.7,0,37,6,37,12,158.3,7,1,25,94,30,5,15.7,2.54,14,"DET14"
"Greg Dulcich","DEN",13.6,1,2,1,50.4,50.2,12,43,3,39,25,62.8,7,0,6,42,18,6,14,1.08,14,"DEN14"
"Christian Kirk","JAX",6.4,0,1,0,57.1,59.1,0,46,5,43,31,88.4,7,0,15,45,32,6.4,9,1.05,14,"JAX14"
"Davante Adams","LV",19.4,2,3,0,78.6,79,0,25,3,24,10,40.5,7,0,15,71,2,0.7,23.7,2.96,14,"LV14"
"Leonard Fournette","TB",0.6,1,1,1,60.3,54.9,0,32,6,28,0,86.3,7,0,1,33,31,5.2,5.5,1.18,14,"TB14"
"James Conner","ARZ",-0.6,0,0,0,69.2,60.8,0,55,6,41,1,84.5,7,0,3,30,32,5.3,5,0.73,14,"ARZ14"
"Tyler Conklin","NYJ",4.6,0,0,0,42.2,50.8,25,41,5,36,11,78.3,7,0,5,28,14,2.8,5.6,0.78,14,"NYJ14"
"Amon-Ra St. Brown","DET",8.1,1,2,0,72.1,69.6,1,37,6,37,25,107.1,7,0,11,68,16,2.7,11.3,1.84,14,"DET14"
"Josh Reynolds","DET",14,0,0,0,66.8,67.9,0,28,5,28,9,141.7,6,1,19,51,10,2,10.2,1.82,14,"DET14"
"Trey McBride","ARZ",8.2,1,2,0,63.9,61.2,23,39,3,31,6,63.2,6,0,1,28,8,2.7,9.3,0.9,14,"ARZ14"
"Pat Freiermuth","PIT",8.8,1,2,0,77.5,75.4,9,23,3,20,11,66.7,6,1,3,33,9,3,11,1.65,14,"PIT14"
"Kendall Hinton","DEN",3.8,0,0,1,59.5,59.3,0,49,5,46,34,93.1,6,0,15,38,18,3.6,7.6,0.83,14,"DEN14"
"Isaiah Hodgins","NYG",13.8,1,2,0,70.9,69.7,0,40,4,38,6,123.6,6,1,34,38,11,2.8,9.5,1,14,"NYG14"
"Josh Palmer","LAC",15.3,0,1,0,61.5,59.5,0,47,4,45,14,94.4,6,0,33,53,0,0,13.3,1.18,14,"LAC14"
"Amari Cooper","CLV",12.7,1,2,1,54.4,54.7,0,46,2,44,7,59,6,0,39,42,10,5,21,0.95,14,"CLV14"
"CeeDee Lamb","DAL",5.2,1,1,0,57.1,56.9,0,42,5,42,32,89.6,6,0,10,33,18,3.6,6.6,0.79,14,"DAL14"
"Noah Brown","DAL",16.8,1,2,0,66.6,69.3,0,36,4,34,19,70.1,6,0,17,85,4,1,21.3,2.5,14,"DAL14"
"Mike Williams","LAC",15.7,1,1,0,79.9,78.1,0,42,6,41,6,158.3,6,1,36,116,31,5.2,19.3,2.83,14,"LAC14"
"Marquise Goodwin","SEA",13.2,1,1,0,74.7,75.5,0,34,5,33,22,158.3,6,1,12,95,23,4.6,19,2.88,14,"SEA14"
"Chigoziem Okonkwo","TEN",4.7,0,0,0,73.1,78.9,8,25,6,24,13,137.5,6,1,2,45,17,2.8,7.5,1.88,14,"TEN14"
"Gerald Everett","LAC",2.8,0,0,1,62,61.6,26,46,5,37,12,86.1,6,0,8,28,28,5.6,5.6,0.76,14,"LAC14"
"Demarcus Robinson","BLT",10.8,1,1,0,76.7,75.2,0,17,5,17,2,102.8,6,0,15,52,16,3.2,10.4,3.06,14,"BLT14"
"A.J. Brown","PHI",13,0,0,0,67.3,69.2,0,38,4,36,15,145.8,6,1,23,70,20,5,17.5,1.94,14,"PHI14"
"Stefon Diggs","BUF",5.6,0,1,0,61.3,60.8,0,34,3,30,14,82.9,5,0,20,37,30,10,12.3,1.23,14,"BUF14"
"Cade Otton","TB",6.2,0,0,1,47.4,51.1,7,33,4,31,23,90,5,0,3,28,15,3.8,7,0.9,14,"TB14"
"Denzel Mims","NYJ",9,0,1,0,67.2,66.3,1,35,3,35,8,81.3,5,0,26,35,7,2.3,11.7,1,14,"NYJ14"
"Michael Carter","NYJ",1.4,0,1,0,41.2,45.6,10,32,3,28,1,64.6,5,0,2,15,9,3,5,0.54,14,"NYJ14"
"Deebo Samuel","SF",2.6,0,0,0,65.9,77.3,0,15,4,12,5,102.5,5,0,7,43,33,8.3,10.8,3.58,14,"SF14"
"Ezekiel Elliott","DAL",0.2,0,1,0,65.6,58.9,1,16,3,14,0,67.9,5,0,1,19,12,4,6.3,1.36,14,"DAL14"
"Austin Hooper","TEN",6.6,1,1,0,66.6,64,9,32,5,27,22,118.8,5,0,1,68,35,7,13.6,2.52,14,"TEN14"
"Latavius Murray","DEN",-1.4,0,0,0,69.6,64.1,2,30,3,22,0,64.6,5,0,2,-1,11,3.7,-0.3,-0.05,14,"DEN14"
"George Kittle","SF",2.8,0,0,0,62.3,67.8,17,27,4,21,4,90,5,0,4,28,10,2.5,7,1.33,14,"SF14"
"Isaiah McKenzie","BUF",7,1,1,2,54.3,52.9,0,27,3,24,24,69.6,5,0,3,21,5,1.7,7,0.88,14,"BUF14"
"Kendrick Bourne","NE",3.8,0,0,0,63.9,69.3,0,28,5,27,7,105.8,5,0,21,47,28,5.6,9.4,1.74,14,"NE14"
"K.J. Osborn","MIN",5,1,1,0,64.4,64.7,0,38,5,36,21,137.9,5,1,17,38,15,3,7.6,1.06,14,"MIN14"
"Michael Gallup","DAL",18.2,0,1,0,58.8,58.4,0,34,2,34,0,68.8,5,0,34,40,7,3.5,20,1.18,14,"DAL14"
"Tony Pollard","DAL",0.6,0,0,0,74.8,63.3,0,27,4,25,2,122.9,5,1,1,20,16,4,5,0.8,14,"DAL14"
"Tyquan Thornton","NE",5.6,0,0,0,63.1,60.7,0,38,4,36,20,50.4,5,0,18,28,20,5,7,0.78,14,"NE14"
"Quez Watkins","PHI",9.2,1,2,0,60.3,60,0,25,4,23,13,82.5,5,0,12,19,10,2.5,4.8,0.83,14,"PHI14"
"Rachaad White","TB",-0.4,0,0,0,59,69.8,0,26,5,21,0,84.2,5,0,0,21,23,4.6,4.2,1,14,"TB14"
"Gabriel Davis","BUF",7.5,0,0,0,62.9,60.9,1,35,3,31,2,96.9,4,0,32,31,10,3.3,10.3,1,14,"BUF14"
"Robbie Anderson","ARZ",7.3,1,1,0,79.4,77.1,0,21,4,18,3,118.8,4,0,18,50,21,5.3,12.5,2.78,14,"ARZ14"
"Trent Sherfield","MIA",9.5,0,1,0,53.7,53.1,0,23,1,21,11,39.6,4,0,12,7,0,0,7,0.33,14,"MIA14"
"Racey McMath","TEN",29.5,0,2,0,51,51.6,0,19,0,18,1,39.6,4,0,18,0,0,NA,NA,0,14,"TEN14"
"Steven Sims","PIT",5,0,0,0,68,69.1,2,19,4,17,12,97.9,4,0,5,30,10,2.5,7.5,1.76,14,"PIT14"
"Cameron Brate","TB",8.5,0,1,0,47.7,52.2,2,22,2,22,17,56.3,4,0,3,12,0,0,6,0.55,14,"TB14"
"Van Jefferson","LA",18.3,1,1,0,66.4,65.8,0,44,2,41,10,129.2,4,1,34,44,0,0,22,1.07,14,"LA14"
"Laviska Shenault Jr.","CAR",-0.5,1,1,0,88.2,89.2,2,8,4,8,4,99,4,0,2,31,33,8.3,7.8,3.88,14,"CAR14"
"Mack Hollins","LV",9.5,0,0,1,58,52.5,0,25,2,23,5,27.1,4,0,20,22,5,2.5,11,0.96,14,"LV14"
"Grant Calcaterra","PHI",8.8,0,0,1,60.2,61.8,8,17,2,15,8,68.8,4,0,1,24,9,4.5,12,1.6,14,"PHI14"
"Derrick Henry","TEN",-0.8,0,0,0,60.7,34.1,0,33,3,22,1,100,4,0,1,34,31,10.3,11.3,1.55,14,"TEN14"
"Matt Breida","NYG",0.8,0,0,1,48.9,34.9,3,20,2,17,0,56.3,4,0,0,9,5,2.5,4.5,0.53,14,"NYG14"
"Amari Rodgers","HST",12,1,1,0,82.6,82.6,0,21,4,20,16,158.3,4,1,5,57,9,2.3,14.3,2.85,14,"HST14"
"Mark Andrews","BLT",7,0,1,0,63.4,66.5,0,22,2,22,15,61.5,4,0,7,17,4,2,8.5,0.77,14,"BLT14"
"Trent Taylor","CIN",9.5,0,0,0,59.1,58.7,0,40,1,34,36,62.5,4,0,4,34,21,21,34,1,14,"CIN14"
"Jaylen Waddle","MIA",13.3,0,1,0,67.8,67.1,0,30,2,28,9,76,4,0,21,31,16,8,15.5,1.11,14,"MIA14"
"D'Andre Swift","DET",-0.8,0,0,1,54.9,45.1,0,17,3,17,1,83.3,4,0,2,18,26,8.7,6,1.06,14,"DET14"
"Miles Sanders","PHI",13.7,0,0,0,81.6,46.5,0,23,1,18,0,45.1,3,0,5,11,8,8,11,0.61,14,"PHI14"
"Brandon Johnson","DEN",16.3,0,1,0,49.6,50.1,0,40,0,38,3,0,3,0,37,0,0,NA,NA,0,14,"DEN14"
"Braxton Berrios","NYJ",13.3,1,3,1,71.9,70.3,0,12,1,12,2,64.6,3,0,10,25,1,1,25,2.08,14,"NYJ14"
"Chuba Hubbard","CAR",1,0,0,0,76,86.3,0,9,3,6,0,101.4,3,0,0,25,22,7.3,8.3,4.17,14,"CAR14"
"Phillip Dorsett","HST",3,0,0,0,63.1,62.3,0,28,2,27,3,82.6,3,0,25,18,14,7,9,0.67,14,"HST14"
"Samaje Perine","CIN",-1.3,0,0,1,55.5,35.1,0,22,1,19,3,42.4,3,0,0,2,4,4,2,0.11,14,"CIN14"
"Noah Gray","KC",5.7,0,0,0,68,68.8,15,24,3,20,7,118.8,3,0,2,45,28,9.3,15,2.25,14,"KC14"
"Jamal Agnew","JAX",10,1,1,0,88.4,79.9,0,7,3,7,3,116.7,3,0,4,36,6,2,12,5.14,14,"JAX14"
"Rhamondre Stevenson","NE",-4,0,0,1,51.1,40,0,10,2,8,3,70.1,3,0,1,2,10,5,1,0.25,14,"NE14"
"Daniel Bellinger","NYG",3.7,1,1,0,58,66.5,14,26,3,26,5,93.1,3,0,6,19,8,2.7,6.3,0.73,14,"NYG14"
"Kareem Hunt","CLV",-0.7,1,1,1,56.6,35.9,1,22,2,17,1,70.1,3,0,1,6,6,3,3,0.35,14,"CLV14"
"Nick Chubb","CLV",1.7,1,1,0,56.9,63.5,0,27,3,23,0,94.4,3,0,1,20,15,5,6.7,0.87,14,"CLV14"
"George Pickens","PIT",23.7,2,2,0,74.4,73.6,0,34,3,32,9,118.8,3,0,25,78,7,2.3,26,2.44,14,"PIT14"
"Brandon Aiyuk","SF",14.7,1,1,0,74.7,73.5,0,25,2,21,9,149.3,3,1,16,57,15,7.5,28.5,2.71,14,"SF14"
"Darius Slayton","NYG",10.3,0,0,1,59.7,61,0,35,2,33,17,109.7,3,0,18,42,17,8.5,21,1.27,14,"NYG14"
"Travis Homer","SEA",3.7,0,0,0,58.3,43.7,0,39,2,27,1,70.1,3,0,3,8,4,2,4,0.3,14,"SEA14"
"Isiah Pacheco","KC",-2.7,0,0,0,87.6,68.7,0,16,3,12,0,98.6,3,0,1,23,31,10.3,7.7,1.92,14,"KC14"
"David Bell","CLV",3,0,0,0,52.8,55.3,0,41,3,38,27,104.2,3,0,14,27,18,6,9,0.71,14,"CLV14"
"Tyler Higbee","LA",1.7,0,0,0,54.2,46,34,41,2,30,1,72.9,3,0,6,11,8,4,5.5,0.37,14,"LA14"
"Will Dissly","SEA",12,0,0,0,55.7,68,10,14,2,11,4,85.4,3,0,0,20,3,1.5,10,1.82,14,"SEA14"
"Hunter Henry","NE",15.3,0,0,0,74.4,79.2,11,25,3,23,12,118.8,3,0,1,70,24,8,23.3,3.04,14,"NE14"
"Najee Harris","PIT",4.3,1,2,0,61.9,67,0,19,2,15,0,81.3,3,0,3,17,6,3,8.5,1.13,14,"PIT14"
"D.J. Moore","CAR",13.3,0,2,0,47.2,51,0,29,0,29,8,39.6,3,0,21,0,0,NA,NA,0,14,"CAR14"
"DeAndre Carter","LAC",7.3,0,0,0,48.7,55.7,0,9,1,9,4,42.4,3,0,5,0,3,3,0,0,14,"LAC14"
"Jordan Akins","HST",24.7,1,2,0,49.4,47.1,15,23,1,21,7,2.8,3,0,1,5,1,1,5,0.24,14,"HST14"
"Gary Brightwell","NYG",0,0,0,0,70.6,73.5,0,16,2,16,0,82.6,3,0,0,18,15,7.5,9,1.13,14,"NYG14"
"Eric Tomlinson","DEN",5,0,0,0,47.5,55.1,12,16,2,9,3,72.9,3,0,1,11,7,3.5,5.5,1.22,14,"DEN14"
"C.J. Uzomah","NYJ",8.5,0,0,0,54.5,53.5,9,14,1,12,2,58.3,2,0,3,7,3,3,7,0.58,14,"NYJ14"
"A.J. Green","ARZ",8.5,0,0,0,42.7,43.6,0,40,1,36,8,58.3,2,0,32,7,1,1,7,0.19,14,"ARZ14"
"Kyle Juszczyk","SF",-2.5,0,0,0,51.3,56.2,5,12,2,9,4,81.3,2,0,1,7,12,6,3.5,0.78,14,"SF14"
"DeVante Parker","NE",10,1,1,0,89.9,84.6,0,4,2,4,0,116.7,2,0,4,24,4,2,12,6,14,"NE14"
"Ameer Abdullah","LV",0.5,0,0,0,72.5,81.7,0,8,2,8,0,102.1,2,0,1,17,16,8,8.5,2.13,14,"LV14"
"DeSean Jackson","BLT",14.5,0,0,0,81.1,77.9,0,8,2,8,4,118.8,2,0,4,34,5,2.5,17,4.25,14,"BLT14"
"Malcolm Brown","LA",2.5,0,0,0,58.6,58.9,0,17,2,14,1,91.7,2,0,0,12,7,3.5,6,0.86,14,"LA14"
"Kenyan Drake","BLT",-2,0,0,0,30.8,60.9,0,7,2,6,3,79.2,2,0,0,1,5,2.5,0.5,0.17,14,"BLT14"
"Nick Vannett","NYG",2,0,1,0,52,52.6,9,19,1,17,5,62.5,2,0,5,9,9,9,9,0.53,14,"NYG14"
"Kalif Raymond","DET",3,0,0,0,71.1,70.5,0,6,2,6,3,106.3,2,0,3,19,13,6.5,9.5,3.17,14,"DET14"
"Stephen Anderson","ARZ",0.5,1,1,0,58.1,57.8,6,8,2,7,1,81.3,2,0,1,7,6,3,3.5,1,14,"ARZ14"
"Christian McCaffrey","SF",16,1,1,0,71.1,76.8,0,26,2,19,1,158.3,2,1,7,34,2,1,17,1.79,14,"SF14"
"Dalvin Cook","MIN",1.5,0,1,0,48.7,56.9,4,40,1,22,1,70.8,2,0,2,13,13,13,13,0.59,14,"MIN14"
"Joe Mixon","CIN",2.5,0,0,0,67.1,57.1,0,21,2,16,0,87.5,2,0,1,10,5,2.5,5,0.63,14,"CIN14"
"Marlon Mack","DEN",-5.5,0,0,0,73.4,83,0,18,2,12,0,158.3,2,1,0,62,73,36.5,31,5.17,14,"DEN14"
"Eric Saubert","DEN",1,0,0,1,41.6,40,7,15,1,11,7,56.3,2,0,1,2,3,3,2,0.18,14,"DEN14"
"Dare Ogunbowale","HST",-1,0,0,0,60.4,58.5,0,17,2,10,4,79.2,2,0,0,4,6,3,2,0.4,14,"HST14"
"Joshua Kelley","LAC",2,0,0,1,63.3,32.9,0,27,1,19,1,56.3,2,0,0,6,5,5,6,0.32,14,"LAC14"
"Mike Boone","DEN",6.5,1,1,0,61.6,77.9,0,8,2,5,0,118.8,2,0,0,27,14,7,13.5,5.4,14,"DEN14"
"Devin Singletary","BUF",4,0,0,1,57.2,41,0,18,1,14,0,56.3,2,0,6,4,0,0,4,0.29,14,"BUF14"
"Jack Stoll","PHI",4.5,1,1,0,65.5,59.2,16,24,2,20,5,110.4,2,0,3,21,12,6,10.5,1.05,14,"PHI14"
"Ian Thomas","CAR",-0.5,0,0,0,60.1,66.1,17,17,2,12,0,89.6,2,0,0,11,12,6,5.5,0.92,14,"CAR14"
"Russell Gage","TB",5,0,0,0,65.2,64.6,0,23,2,21,4,131.3,2,1,19,12,2,1,6,0.57,14,"TB14"
"Saquon Barkley","NYG",-1.5,0,0,0,67.6,74.4,0,9,2,7,0,108.3,2,0,0,20,23,11.5,10,2.86,14,"NYG14"
"Josh Jacobs","LV",-1,0,0,0,55.7,61,0,18,2,15,1,97.9,2,0,0,15,17,8.5,7.5,1,14,"LV14"
"Mike Gesicki","MIA",18.5,0,1,0,50.4,50.4,5,19,0,17,7,39.6,2,0,7,0,0,NA,NA,0,14,"MIA14"
"Mitchell Wilcox","CIN",9.5,0,0,0,72.5,64.7,23,33,1,25,4,64.6,2,0,6,10,7,7,10,0.4,14,"CIN14"
"Marquez Valdes-Scantling","KC",12,0,0,0,55.7,55.8,0,33,1,33,20,85.4,2,0,13,20,0,0,20,0.61,14,"KC14"
"Trenton Irwin","CIN",22,0,0,0,56.8,60.3,0,41,2,36,6,158.3,2,1,35,58,14,7,29,1.61,14,"CIN14"
"Cedrick Wilson","MIA",8.5,0,0,0,64.8,64.9,0,11,2,11,3,106.3,2,0,8,19,2,1,9.5,1.73,14,"MIA14"
"Austin Trammell","LA",6,0,1,0,68.5,67.3,0,9,1,9,6,56.3,2,0,3,5,0,0,5,0.56,14,"LA14"
"Shi Smith","CAR",7,0,0,0,66.4,66.3,0,11,2,11,7,141.7,2,1,4,17,3,1.5,8.5,1.55,14,"CAR14"
"Pierre Strong Jr.","NE",-0.5,0,0,0,85.3,68.8,0,11,2,8,1,108.3,2,0,0,20,21,10.5,10,2.5,14,"NE14"
"Justin Watson","KC",35.5,0,1,0,50.4,50.4,0,31,0,31,10,39.6,2,0,21,0,0,NA,NA,0,14,"KC14"
"Tommy Tremble","CAR",5.5,0,2,0,43.9,45.7,11,12,0,11,1,39.6,2,0,0,0,0,NA,NA,0,14,"CAR14"
"Gunner Olszewski","PIT",10,0,1,0,44.1,47.9,1,11,1,11,8,58.3,2,0,2,7,1,1,7,0.64,14,"PIT14"
"Skyy Moore","KC",9.5,0,0,0,55.5,54.7,0,11,1,11,6,18.8,2,0,5,7,0,0,7,0.64,14,"KC14"
"Kyren Williams","LA",-2.5,0,0,0,63.9,58.5,0,14,1,9,0,64.6,2,0,0,10,18,18,10,1.11,14,"LA14"
"Zonovan Knight","NYJ",-3,0,0,0,80.2,65.1,0,17,2,15,0,79.2,2,0,1,6,12,6,3,0.4,14,"NYJ14"
"Jaylen Warren","PIT",-3.5,0,0,0,61.2,61.6,0,18,2,13,1,100,2,0,2,16,23,11.5,8,1.23,14,"PIT14"
"Jameson Williams","DET",15,0,0,1,60.7,56.4,0,6,1,6,3,135.4,2,1,3,41,5,5,41,6.83,14,"DET14"
"Julius Chestnut","TEN",2.5,0,0,0,62.3,63.6,0,7,2,6,1,83.3,2,0,0,8,3,1.5,4,1.33,14,"TEN14"
"Shane Zylstra","DET",8.5,0,0,0,66.2,62.4,4,16,2,15,8,104.2,2,0,4,18,1,0.5,9,1.2,14,"DET14"
"James Washington","DAL",6,0,1,0,52.7,54.6,0,7,0,7,0,39.6,1,0,7,0,0,NA,NA,0,14,"DAL14"
"Tre' McKitty","LAC",5,0,0,0,51.9,48.3,23,24,1,13,1,87.5,1,0,0,5,0,0,5,0.38,14,"LAC14"
"Brock Wright","DET",-2,0,0,1,41.8,35,15,20,0,14,1,39.6,1,0,4,0,0,NA,NA,0,14,"DET14"
"DJ Turner","LV",-3,0,0,1,30.3,39.5,0,2,0,2,0,39.6,1,0,2,0,0,NA,NA,0,14,"LV14"
"Scotty Miller","TB",28,0,1,0,53.9,54.5,0,8,0,7,0,39.6,1,0,8,0,0,NA,NA,0,14,"TB14"
"Brycen Hopkins","LA",5,0,0,0,60.5,60,2,3,1,3,0,100,1,0,1,8,3,3,8,2.67,14,"LA14"
"Foster Moreau","LV",13,0,0,0,50.2,48.2,8,25,0,23,12,39.6,1,0,5,0,0,NA,NA,0,14,"LV14"
"Trayveon Williams","CIN",5,0,0,0,58.9,65.3,0,1,1,1,0,91.7,1,0,0,6,1,1,6,6,14,"CIN14"
"Noah Fant","SEA",-6,0,0,0,48.6,50.9,10,23,0,17,8,39.6,1,0,5,0,0,NA,NA,0,14,"SEA14"
"Jalen Virgil","DEN",6,0,0,0,56.2,56.6,0,8,1,8,1,104.2,1,0,7,9,3,3,9,1.13,14,"DEN14"
"Ko Kieft","TB",5,0,0,0,92.5,90.4,2,2,1,1,0,112.5,1,0,0,11,6,6,11,11,14,"TB14"
"Tony Jones Jr.","SEA",-2,0,0,0,60.9,64.1,0,4,1,2,0,79.2,1,0,0,0,2,2,0,0,14,"SEA14"
"Stephen Sullivan","CAR",24,0,1,0,45.9,48.7,8,9,0,9,1,39.6,1,0,0,0,0,NA,NA,0,14,"CAR14"
"Devin Duvernay","BLT",11,0,0,0,54.4,54.1,0,14,0,14,3,39.6,1,0,11,0,0,NA,NA,0,14,"BLT14"
"Rex Burkhead","HST",3,0,0,0,54.2,64.5,0,2,1,2,0,87.5,1,0,0,5,2,2,5,2.5,14,"HST14"
"Boston Scott","PHI",-3,0,0,0,75,60.3,0,4,1,4,0,83.3,1,0,1,4,7,7,4,1,14,"PHI14"
"Jalen Reagor","MIN",42,0,1,0,53.5,54.6,0,6,0,5,5,39.6,1,0,1,0,0,NA,NA,0,14,"MIN14"
"Zach Gentry","PIT",10,0,0,1,40.3,30.7,14,16,0,11,0,39.6,1,0,2,0,0,NA,NA,0,14,"PIT14"
"Raheem Mostert","MIA",7,0,0,0,63.2,50.9,0,26,1,24,7,95.8,1,0,0,7,0,0,7,0.29,14,"MIA14"
"Danny Gray","SF",6,0,0,0,72.8,73.7,0,3,1,3,0,108.3,1,0,3,10,4,4,10,3.33,14,"SF14"
"Alec Ingold","MIA",-1,0,0,0,45.4,52.6,2,11,0,9,4,39.6,1,0,4,0,0,NA,NA,0,14,"MIA14"
"Kenneth Gainwell","PHI",0,0,0,0,59.5,56.4,0,11,1,7,0,79.2,1,0,3,0,0,0,0,0,14,"PHI14"
"Jakob Johnson","LV",1,0,0,0,62,59.7,1,5,1,3,0,79.2,1,0,1,1,0,0,1,0.33,14,"LV14"
"Justin Jackson","DET",4,0,0,0,74.4,70.5,2,16,1,12,1,116.7,1,0,3,12,8,8,12,1,14,"DET14"
"Penei Sewell","DET",2,0,0,0,72.5,78.3,0,41,1,1,1,104.2,1,0,0,9,7,7,9,9,14,"DET14"
