"player","team_name","avg_depth_of_target","contested_receptions","contested_targets","drops","grades_offense","grades_pass_route","inline_snaps","pass_plays","receptions","routes","slot_snaps","targeted_qb_rating","targets","touchdowns","wide_snaps","yards","yards_after_catch","yards_after_catch_per_reception","yards_per_reception","yprr","week","join"
"Jeff Wilson Jr.","SF",3.5,0,0,0,70,69.7,0,12,2,11,2,110.4,2,0,1,21,14,7,10.5,1.91,8,"SF8"
"Tyquan Thornton","NE",8.5,0,0,1,50.4,51,0,38,1,37,3,70.8,2,0,35,13,0,0,13,0.35,8,"NE8"
"Cole Kmet","CHI",7,0,0,0,64.3,57.2,17,36,2,21,11,129.2,2,1,7,11,3,1.5,5.5,0.52,8,"CHI8"
"N'Keal Harry","CHI",7.5,1,1,0,63.4,67.4,0,19,2,15,7,156.3,2,1,12,24,9,4.5,12,1.6,8,"CHI8"
"Robert Woods","TEN",5.5,0,0,0,72.3,72.9,0,12,2,12,2,118.8,2,0,10,26,15,7.5,13,2.17,8,"TEN8"
"Scotty Miller","TB",3.5,0,0,0,54.2,54.5,0,17,2,16,3,93.8,2,0,14,13,6,3,6.5,0.81,8,"TB8"
"Armani Rogers","WAS",1,0,0,0,67.6,64.3,6,16,1,15,3,70.8,2,0,5,13,15,15,13,0.87,8,"WAS8"
"Velus Jones Jr.","CHI",23,0,1,1,55,43.8,0,4,1,3,3,56.3,2,0,1,5,6,6,5,1.67,8,"CHI8"
"Hunter Renfrow","LV",8,0,0,0,46.6,49.7,0,40,1,39,35,16.7,2,0,5,6,2,2,6,0.15,8,"LV8"
"Peyton Hendershot","DAL",-0.5,0,0,0,74.3,65.6,5,12,2,11,6,97.9,2,0,0,15,16,8,7.5,1.36,8,"DAL8"
"Darrell Henderson","LA",2,0,0,0,57.3,54.8,0,19,2,15,4,95.8,2,0,1,14,10,5,7,0.93,8,"LA8"
"Troy Hairston II","HST",1,0,0,0,55.4,68.2,0,5,2,3,0,81.3,2,0,0,7,5,2.5,3.5,2.33,8,"HST8"
"Kenneth Walker III","SEA",2,0,0,0,55.4,53.7,0,29,1,19,2,56.3,2,0,2,1,1,1,1,0.05,8,"SEA8"
"Damien Harris","NE",-0.5,0,0,0,66.3,54,0,18,2,17,6,97.9,2,0,1,15,16,8,7.5,0.88,8,"NE8"
"Chigoziem Okonkwo","TEN",10,1,1,0,78.1,56,5,8,1,7,1,56.3,2,0,1,3,0,0,3,0.43,8,"TEN8"
"Ray-Ray McCloud III","SF",25.5,0,1,0,59.4,59.1,0,21,1,20,5,66.7,2,0,16,11,0,0,11,0.55,8,"SF8"
"Derek Watt","PIT",4,0,0,0,90.4,85.1,2,3,2,3,1,118.8,2,1,0,6,2,1,3,2,8,"PIT8"
"Cam Sims","WAS",17.5,0,0,0,55.7,56.9,0,34,1,34,8,47.9,2,0,26,21,2,2,21,0.62,8,"WAS8"
"Parris Campbell","IND",1.5,0,0,0,70.6,64.2,0,24,2,21,17,118.8,2,0,7,43,40,20,21.5,2.05,8,"IND8"
"Noah Fant","SEA",0.5,0,0,0,52.4,58,12,30,2,24,10,106.3,2,0,7,19,18,9,9.5,0.79,8,"SEA8"
"Avery Williams","ATL",-0.5,0,0,0,80.4,75.2,0,3,2,2,0,81.3,2,0,2,7,8,4,3.5,3.5,8,"ATL8"
"David Sills","NYG",10,0,0,0,58.9,58.8,0,5,1,5,0,56.3,2,0,5,5,1,1,5,1,8,"NYG8"
"Dontrell Hilliard","TEN",3,0,0,0,92,69.6,0,6,1,5,1,68.8,2,0,0,12,15,15,12,2.4,8,"TEN8"
"Matt Breida","NYG",13.5,0,0,0,56.4,55.9,2,12,1,12,0,64.6,2,0,0,10,10,10,10,0.83,8,"NYG8"
"Ty Johnson","NYJ",0.5,0,0,0,56.1,52.8,0,16,0,10,1,0,2,0,0,0,0,NA,NA,0,8,"NYJ8"
"Nyheim Hines","IND",12.5,0,0,0,64,66.8,0,13,2,12,3,118.8,2,0,1,29,4,2,14.5,2.42,8,"IND8"
"Zach Pascal","PHI",10,0,0,0,80.7,81.5,1,12,2,11,9,158.3,2,1,2,57,37,18.5,28.5,5.18,8,"PHI8"
"Malik Davis","DAL",-0.5,0,0,0,66.2,87.9,0,8,2,5,0,104.2,2,0,0,18,19,9.5,9,3.6,8,"DAL8"
"Trent Sherfield","MIA",10,0,0,0,67.5,62.9,0,27,2,25,10,118.8,2,0,17,25,5,2.5,12.5,1,8,"MIA8"
"Braxton Berrios","NYJ",12,0,0,0,51,52,0,23,0,23,14,39.6,1,0,9,0,0,NA,NA,0,8,"NYJ8"
"Mark Ingram II","NO",0,0,0,0,60.5,62,0,4,1,4,0,79.2,1,0,0,2,2,2,2,0.5,8,"NO8"
"Kyle Rudolph","TB",16,0,0,0,38.6,49.7,4,4,0,4,0,39.6,1,0,0,0,0,NA,NA,0,8,"TB8"
"Latavius Murray","DEN",1,0,0,0,70.3,57.8,0,11,1,10,0,118.8,1,0,0,13,12,12,13,1.3,8,"DEN8"
"Rex Burkhead","HST",0,0,0,0,56.6,55.8,0,10,1,8,3,79.2,1,0,1,2,2,2,2,0.25,8,"HST8"
"Sammy Watkins","GB",3,0,0,0,57.1,57.2,0,27,1,24,4,79.2,1,0,23,3,0,0,3,0.13,8,"GB8"
"DeVante Parker","NE",5,0,1,0,57.7,59.3,0,1,0,1,0,39.6,1,0,1,0,0,NA,NA,0,8,"NE8"
"Nelson Agholor","NE",-2,0,0,0,56.1,56.1,0,11,1,11,3,79.2,1,0,8,2,4,4,2,0.18,8,"NE8"
"Breshad Perriman","TB",-2,0,0,0,62.7,71.9,0,4,1,3,2,112.5,1,0,2,11,13,13,11,3.67,8,"TB8"
"Tyler Kroft","SF",5,0,0,0,55.9,56,6,8,1,6,0,91.7,1,0,2,6,1,1,6,1,8,"SF8"
"C.J. Uzomah","NYJ",13,0,0,0,62.8,59.4,6,23,1,21,16,118.8,1,0,1,27,14,14,27,1.29,8,"NYJ8"
"Raheem Mostert","MIA",3,0,0,0,65.6,51.5,0,23,1,20,1,79.2,1,0,4,3,0,0,3,0.15,8,"MIA8"
"Jake Kumerow","BUF",10,0,0,0,54.5,55.3,0,5,0,5,2,39.6,1,0,3,0,0,NA,NA,0,8,"BUF8"
"Chris Manhertz","JAX",-3,0,0,0,69.9,55.2,5,6,1,4,0,79.2,1,0,0,-1,2,2,-1,-0.25,8,"JAX8"
"Jared Goff","DET",-7,0,0,0,85,NA,0,42,1,0,0,87.5,1,0,0,5,12,12,5,NA,8,"DET8"
"Hunter Henry","NE",21,0,0,0,57.7,56.8,12,27,1,24,9,118.8,1,0,3,22,1,1,22,0.92,8,"NE8"
"Derrick Henry","TEN",2,0,0,0,92.1,72.1,0,8,1,7,0,104.2,1,0,0,9,7,7,9,1.29,8,"TEN8"
"Austin Hooper","TEN",1,0,0,0,58.2,57.8,3,5,1,4,2,87.5,1,0,0,5,4,4,5,1.25,8,"TEN8"
"Nick Vannett","NO",7,0,0,0,46.5,52,7,12,1,10,3,100,1,0,2,8,1,1,8,0.8,8,"NO8"
"Mike Thomas","CIN",16,0,0,1,43.9,45.2,0,20,0,19,1,39.6,1,0,19,0,0,NA,NA,0,8,"CIN8"
"D'Onta Foreman","CAR",-3,0,0,0,82.3,50.4,0,24,0,21,0,0,1,0,0,0,0,NA,NA,0,8,"CAR8"
"Isaiah McKenzie","BUF",4,0,0,0,61.2,61.2,0,19,1,16,12,100,1,0,7,8,4,4,8,0.5,8,"BUF8"
"Trent Taylor","CIN",-4,0,0,0,56.8,57.4,0,5,1,5,3,87.5,1,0,2,5,9,9,5,1,8,"CIN8"
"Cody Hollister","TEN",15,0,0,0,58.9,54.4,0,8,0,8,0,0,1,0,8,0,0,NA,NA,0,8,"TEN8"
"Mo Alie-Cox","IND",4,0,0,0,48.7,50.1,6,14,0,12,6,39.6,1,0,2,0,0,NA,NA,0,8,"IND8"
"Johnny Mundt","MIN",4,0,0,0,59.8,57.8,15,21,1,18,3,118.8,1,1,3,1,0,0,1,0.06,8,"MIN8"
"Kendrick Bourne","NE",30,0,0,0,41.9,50.5,0,36,0,35,11,0,1,0,25,0,0,NA,NA,0,8,"NE8"
"Dare Ogunbowale","HST",-2,0,0,0,61.9,61.5,0,3,1,2,1,79.2,1,0,0,0,2,2,0,0,8,"HST8"
"Ross Dwelley","SF",33,0,0,0,71.4,79.3,2,8,1,7,3,118.8,1,0,3,56,23,23,56,8,8,"SF8"
"Tony Pollard","DAL",2,0,0,0,82.2,66.5,0,14,1,11,0,118.8,1,0,0,16,14,14,16,1.45,8,"DAL8"
"Chris Evans","CIN",24,1,1,0,92.6,89.9,0,2,1,2,0,118.8,1,0,2,26,2,2,26,13,8,"CIN8"
"Bennett Skowronek","LA",5,0,0,0,58.9,59.1,1,23,1,17,8,108.3,1,0,13,10,5,5,10,0.59,8,"LA8"
"Bryan Edwards","ATL",-2,0,0,0,59.8,59.8,0,2,1,2,0,79.2,1,0,2,3,5,5,3,1.5,8,"ATL8"
"Maurice Alexander","DET",2,0,0,0,61.9,61.2,0,1,1,1,0,95.8,1,0,1,7,5,5,7,7,8,"DET8"
"Lawrence Cager","NYG",21,0,0,0,54.3,53.4,4,5,0,5,1,39.6,1,0,0,0,0,NA,NA,0,8,"NYG8"
"Alec Ingold","MIA",0,0,0,0,73,53.5,3,14,1,10,3,87.5,1,0,2,5,5,5,5,0.5,8,"MIA8"
"Zach Gentry","PIT",0,0,0,0,44.7,47.2,18,18,1,11,0,79.2,1,0,0,3,3,3,3,0.27,8,"PIT8"
"Stephen Sullivan","CAR",12,0,0,0,73.8,85.5,5,8,1,8,3,118.8,1,0,0,33,21,21,33,4.13,8,"CAR8"
"Devin Singletary","BUF",2,0,0,0,80.9,58.3,0,27,1,20,3,118.8,1,0,0,16,14,14,16,0.8,8,"BUF8"
"Ko Kieft","TB",6,0,0,0,68.5,83.3,6,8,1,6,0,104.2,1,0,0,9,3,3,9,1.5,8,"TB8"
"Jack Stoll","PHI",11,0,0,0,53.4,52.6,9,15,0,9,2,39.6,1,0,3,0,0,NA,NA,0,8,"PHI8"
"Ian Thomas","CAR",-5,0,0,0,42.5,51.9,14,16,1,9,1,79.2,1,0,1,2,7,7,2,0.22,8,"CAR8"
"John Bates","WAS",1,0,0,0,50.2,56.6,7,7,1,4,0,91.7,1,0,0,6,5,5,6,1.5,8,"WAS8"
"Marquez Callaway","NO",6,0,0,0,62.1,61.6,0,12,1,12,1,108.3,1,0,11,10,4,4,10,0.83,8,"NO8"
"Olamide Zaccheaus","ATL",-2,0,0,0,56.1,58.4,0,25,1,25,15,108.3,1,0,10,10,12,12,10,0.4,8,"ATL8"
"Nick Chubb","CLV",-7,0,0,0,70.6,58.8,1,10,1,7,0,79.2,1,0,1,3,10,10,3,0.43,8,"CLV8"
"Travis Homer","SEA",2,0,0,0,68.6,70.8,1,11,1,9,1,118.8,1,0,2,21,19,19,21,2.33,8,"SEA8"
"Josiah Deguara","GB",-6,0,0,0,50.7,52,5,16,1,13,9,104.2,1,0,1,9,15,15,9,0.69,8,"GB8"
"Jordan Akins","HST",5,0,0,0,46.4,47,3,13,1,12,8,87.5,1,0,2,5,0,0,5,0.42,8,"HST8"
"Josh Oliver","BLT",4,0,0,0,50.2,50.7,8,17,1,14,8,83.3,1,0,1,4,0,0,4,0.29,8,"BLT8"
"Mitchell Wilcox","CIN",3,0,0,0,52.5,52,8,10,1,10,1,79.2,1,0,1,3,0,0,3,0.3,8,"CIN8"
"Chris Myarick","NYG",2,0,0,0,57.6,73.7,7,9,1,8,1,108.3,1,0,0,10,8,8,10,1.25,8,"NYG8"
"A.J. Green","ARZ",28,0,0,0,51.3,51.2,0,24,0,20,4,39.6,1,0,20,0,0,NA,NA,0,8,"ARZ8"
"Tre'Quan Smith","NO",20,0,0,0,51.5,49.9,0,19,0,18,13,39.6,1,0,6,0,0,NA,NA,0,8,"NO8"
"Parker Hesse","ATL",7,0,0,0,51,75.1,9,12,1,7,2,104.2,1,0,0,9,2,2,9,1.29,8,"ATL8"
"Dan Arnold","JAX",2,0,0,0,65.6,84.4,4,4,1,4,0,100,1,0,0,8,6,6,8,2,8,"JAX8"
"Colby Parkinson","SEA",3,0,0,0,59,51.8,9,13,1,9,3,87.5,1,0,0,5,2,2,5,0.56,8,"SEA8"
"A.J. Dillon","GB",0,0,0,0,70.7,61.5,1,17,1,14,1,104.2,1,0,0,9,9,9,9,0.64,8,"GB8"
"Spencer Brown","CAR",6,0,0,0,56.8,54,0,12,0,10,0,39.6,1,0,0,0,0,NA,NA,0,8,"CAR8"
"Jonathan Taylor","IND",2,0,1,0,44.5,51.3,0,20,0,17,1,39.6,1,0,2,0,0,NA,NA,0,8,"IND8"
"Brock Wright","DET",4,0,0,0,51.6,52.8,10,12,1,7,0,91.7,1,0,2,6,2,2,6,0.86,8,"DET8"
"Jake Ferguson","DAL",2,0,0,0,59.5,56,7,15,1,11,2,118.8,1,1,5,1,0,0,1,0.09,8,"DAL8"
"Shi Smith","CAR",21,0,0,0,50.6,50.4,0,23,0,21,17,39.6,1,0,6,0,0,NA,NA,0,8,"CAR8"
"Quez Watkins","PHI",28,0,1,0,48.2,51.9,0,20,0,20,14,39.6,1,0,6,0,0,NA,NA,0,8,"PHI8"
"Montrell Washington","DEN",-4,0,0,0,59.3,59.4,0,3,1,3,1,79.2,1,0,2,1,5,5,1,0.33,8,"DEN8"
"Christian Watson","GB",0,0,0,0,57.8,58.3,0,3,1,3,1,116.7,1,0,2,12,12,12,12,4,8,"GB8"
"Kenneth Gainwell","PHI",1,0,0,0,61.4,55.5,0,13,1,11,1,100,1,0,0,8,7,7,8,0.73,8,"PHI8"
"James Mitchell","DET",0,0,0,0,81.2,82.3,3,4,1,3,0,118.8,1,0,1,14,14,14,14,4.67,8,"DET8"
"James Cook","BUF",17,0,0,0,88.2,93.1,0,7,1,7,1,118.8,1,0,0,41,24,24,41,5.86,8,"BUF8"
"Khalil Shakir","BUF",33,0,1,0,53.9,54.1,0,13,0,11,3,39.6,1,0,10,0,0,NA,NA,0,8,"BUF8"
"Dax Milne","WAS",4,0,0,0,48.9,57.3,0,6,1,6,5,83.3,1,0,1,4,0,0,4,0.67,8,"WAS8"
"Rashod Bateman","BLT",21,0,0,0,52.8,53.5,0,11,0,11,1,39.6,1,0,10,0,0,NA,NA,0,8,"BLT8"
"Jesper Horsted","LV",13,0,1,0,49.3,58.8,1,1,0,1,0,39.6,1,0,0,0,0,NA,NA,0,8,"LV8"
"Craig Reynolds","DET",3,0,0,1,48.3,26.1,0,3,0,1,0,39.6,1,0,0,0,0,NA,NA,0,8,"DET8"
"Davante Adams","LV",11.1,2,3,1,86.9,86.7,0,40,10,39,11,126.1,17,2,27,146,62,6.2,14.6,3.74,9,"LV9"
"Travis Kelce","KC",6.2,1,2,2,78.4,77.8,17,74,10,65,32,52.6,17,0,25,106,49,4.9,10.6,1.63,9,"KC9"
"JuJu Smith-Schuster","KC",6.1,0,1,1,66.3,67.2,0,73,10,69,29,97.2,12,0,44,88,36,3.6,8.8,1.28,9,"KC9"
"Rondale Moore","ARZ",4.2,0,1,1,63.4,62.7,0,41,8,40,30,95.4,10,0,11,69,36,4.5,8.6,1.73,9,"ARZ9"
"Allen Lazard","GB",15.8,2,5,0,60.9,70.4,2,50,4,45,22,65.4,10,1,26,87,31,7.8,21.8,1.93,9,"GB9"
"Stefon Diggs","BUF",18.8,1,3,1,81.7,79.7,0,37,5,36,18,82.5,10,0,19,93,24,4.8,18.6,2.58,9,"BUF9"
"Justin Jefferson","MIN",17.3,2,5,1,79.8,77.9,0,44,7,43,15,102.1,10,1,29,115,32,4.6,16.4,2.67,9,"MIN9"
"Mike Evans","TB",8.9,1,2,2,48.9,50.7,0,56,5,53,14,60.4,10,0,42,40,5,1,8,0.75,9,"TB9"
"Chris Godwin","TB",3.7,1,2,0,53.9,56.6,0,61,7,58,51,75.4,10,0,10,36,12,1.7,5.1,0.62,9,"TB9"
"Amon-Ra St. Brown","DET",9.3,0,1,0,74.8,72.5,0,29,4,26,14,25,9,0,15,55,17,4.3,13.8,2.12,9,"DET9"
"Josh Palmer","LAC",9.2,2,2,1,76.4,75,0,45,8,44,13,76.2,9,0,32,106,28,3.5,13.3,2.41,9,"LAC9"
"Garrett Wilson","NYJ",8.2,0,1,0,72.7,81.1,0,28,8,28,7,109.3,9,0,21,92,33,4.1,11.5,3.29,9,"NYJ9"
"T.J. Hockenson","MIN",5,2,2,0,76.6,80,17,41,9,36,17,99.1,9,0,7,70,25,2.8,7.8,1.94,9,"MIN9"
"Dallas Goedert","PHI",10,0,0,0,90.6,93,18,29,8,26,8,150,9,1,3,100,31,3.9,12.5,3.85,9,"PHI9"
"Cooper Kupp","LA",7,0,0,0,72.6,75.6,0,33,8,31,18,155.8,9,1,15,127,77,9.6,15.9,4.1,9,"LA9"
"Zach Ertz","ARZ",11.6,0,2,1,59.7,59.4,8,45,5,43,30,114.6,8,1,6,40,3,0.6,8,0.93,9,"ARZ9"
"Jerick McKinnon","KC",1.3,0,0,1,54.7,51.9,4,58,6,50,1,85.4,8,0,3,40,47,7.8,6.7,0.8,9,"KC9"
"Mecole Hardman","KC",5.4,1,1,1,56.8,57.7,0,48,6,45,28,145.3,8,1,18,79,55,9.2,13.2,1.76,9,"KC9"
"Austin Ekeler","LAC",-1,0,0,1,59.2,64.7,0,32,7,28,3,118.8,8,1,1,24,26,3.7,3.4,0.86,9,"LAC9"
"Darnell Mooney","CHI",6.6,1,1,0,69.4,68.9,0,40,7,35,25,128.6,8,1,15,43,20,2.9,6.1,1.23,9,"CHI9"
"Scotty Miller","TB",6.9,1,1,1,58.3,58.3,0,33,7,31,5,94.3,8,0,28,53,13,1.9,7.6,1.71,9,"TB9"
"Christian Kirk","JAX",8.6,0,0,0,80.8,80.1,0,31,8,31,26,145.8,8,1,4,76,12,1.5,9.5,2.45,9,"JAX9"
"Chris Olave","NO",11.4,0,1,0,72.8,71.5,0,35,6,34,10,101.6,8,0,25,71,17,2.8,11.8,2.09,9,"NO9"
"Michael Bandy","LAC",7.4,0,0,0,55.6,56,0,39,5,38,10,77.1,7,0,29,26,13,2.6,5.2,0.68,9,"LAC9"
"Drake London","ATL",9.9,1,1,0,54.6,54.2,0,24,3,24,6,51.5,7,0,18,23,2,0.7,7.7,0.96,9,"ATL9"
"Terry McLaurin","WAS",9.4,0,1,0,67.6,67.2,0,35,5,33,12,94.9,7,0,23,56,13,2.6,11.2,1.7,9,"WAS9"
"Jaylen Waddle","MIA",16.4,0,2,0,85.4,84.4,0,29,5,26,6,151.8,7,1,23,85,18,3.6,17,3.27,9,"MIA9"
"Tyreek Hill","MIA",14.4,0,0,0,93.3,92.7,0,31,7,28,14,158.3,7,1,17,143,43,6.1,20.4,5.11,9,"MIA9"
"Kyle Pitts","ATL",28.9,0,1,0,66.7,66.6,5,19,2,19,9,43.2,7,0,5,27,11,5.5,13.5,1.42,9,"ATL9"
"Rhamondre Stevenson","NE",2.6,0,0,0,72.8,66.1,0,27,3,24,3,89.9,7,1,0,10,11,3.7,3.3,0.42,9,"NE9"
"Gerald Everett","LAC",6.4,0,0,1,62.2,62.8,9,37,5,36,19,83,7,0,9,36,28,5.6,7.2,1,9,"LAC9"
"Adam Thielen","MIN",16.6,0,2,0,64.4,64.4,0,41,3,40,11,77.7,7,0,30,67,21,7,22.3,1.68,9,"MIN9"
"Tee Higgins","CIN",7.9,3,3,0,65.1,67.1,0,32,7,30,10,102.4,7,0,22,60,5,0.7,8.6,2,9,"CIN9"
"Tyler Boyd","CIN",6.3,2,2,0,71.6,72.2,0,32,5,29,20,97.2,6,0,12,44,10,2,8.8,1.52,9,"CIN9"
"Noah Fant","SEA",5.7,0,0,0,81.9,84.6,10,28,5,24,14,118.8,6,0,3,96,71,14.2,19.2,4,9,"SEA9"
"Jakobi Meyers","NE",6.5,1,2,0,53.3,51,0,31,5,31,19,95.8,6,0,11,42,15,3,8.4,1.35,9,"NE9"
"Chase Claypool","CHI",6.7,0,1,1,53.8,54.5,0,17,2,16,2,42.4,6,0,15,13,11,5.5,6.5,0.81,9,"CHI9"
"Leonard Fournette","TB",1.2,0,0,1,59.4,51.7,0,41,5,34,0,95.1,6,0,0,41,35,7,8.2,1.21,9,"TB9"
"Cole Kmet","CHI",7.8,0,0,0,69.9,67.8,19,41,5,31,15,134.7,6,2,6,41,23,4.6,8.2,1.32,9,"CHI9"
"Michael Pittman Jr.","IND",8,1,3,0,56.5,56.7,0,42,3,40,10,59,6,0,32,22,10,3.3,7.3,0.55,9,"IND9"
"Marvin Jones Jr.","JAX",11.3,2,3,0,69.6,68.4,0,26,5,26,5,100,6,0,21,48,4,0.8,9.6,1.85,9,"JAX9"
"D.K. Metcalf","SEA",7.8,0,0,0,70,69.4,0,37,5,35,7,131.9,6,1,30,37,9,1.8,7.4,1.06,9,"SEA9"
"Cade Otton","TB",6.2,0,1,0,69.2,73,10,56,5,53,36,153.5,6,1,9,68,36,7.2,13.6,1.28,9,"TB9"
"D.J. Moore","CAR",13,0,0,0,60,59.5,0,32,2,31,5,6.9,6,0,26,24,7,3.5,12,0.77,9,"CAR9"
"Terrace Marshall Jr.","CAR",12.3,1,3,0,70,68.7,0,32,3,31,1,120.1,6,1,31,53,8,2.7,17.7,1.71,9,"CAR9"
"DeAndre Carter","LAC",11.5,0,0,0,69.5,72.2,0,40,5,39,24,103.5,6,0,15,53,26,5.2,10.6,1.36,9,"LAC9"
"Tyler Lockett","SEA",4.8,1,1,0,63.5,62.7,1,36,5,33,9,158.3,5,1,26,67,44,8.8,13.4,2.03,9,"SEA9"
"Chris Moore","HST",5,0,0,0,71.5,71.5,0,23,4,21,17,102.5,5,1,6,43,42,10.5,10.8,2.05,9,"HST9"
"Van Jefferson","LA",27,0,0,1,42.3,44.2,0,18,0,16,10,39.6,5,0,8,0,0,NA,NA,0,9,"LA9"
"Phillip Dorsett","HST",16.4,0,0,0,71.3,71.3,0,25,3,23,4,64.6,5,0,21,69,12,4,23,3,9,"HST9"
"James Conner","ARZ",-2.4,0,0,0,68.6,64.5,0,34,5,29,4,82.5,5,0,1,19,31,6.2,3.8,0.66,9,"ARZ9"
"Parris Campbell","IND",11.4,0,1,0,50.6,52.1,0,40,2,38,34,47.9,5,0,6,15,7,3.5,7.5,0.39,9,"IND9"
"Sammy Watkins","GB",5.6,0,1,2,46.3,46.2,0,42,1,39,5,39.6,5,0,37,9,11,11,9,0.23,9,"GB9"
"Hayden Hurst","CIN",5.2,3,3,0,78.3,74.9,13,23,5,21,5,95.8,5,0,5,35,9,1.8,7,1.67,9,"CIN9"
"Isaiah Likely","BLT",13.6,0,0,1,61.8,51.6,3,22,1,20,12,86.7,5,1,6,24,2,2,24,1.2,9,"BLT9"
"Julio Jones","TB",12.6,0,1,0,60.2,59.7,0,22,2,21,6,58.8,5,0,16,28,13,6.5,14,1.33,9,"TB9"
"Devin Singletary","BUF",-0.2,0,0,0,59.7,70,0,31,4,28,6,86.7,5,0,1,24,26,6.5,6,0.86,9,"BUF9"
"Gabriel Davis","BUF",24.4,0,1,1,54.1,54.8,0,42,2,41,2,23.3,5,0,40,33,2,1,16.5,0.8,9,"BUF9"
"Allen Robinson II","LA",8.4,2,3,0,68.7,72.1,0,30,3,28,12,72.1,5,0,18,24,1,0.3,8,0.86,9,"LA9"
"Josiah Deguara","GB",6,0,0,0,58.1,64,6,20,5,16,11,100.8,5,0,2,41,11,2.2,8.2,2.56,9,"GB9"
"Justin Watson","KC",14.2,1,1,0,66.2,65.4,0,21,2,20,8,66.3,5,0,13,37,0,0,18.5,1.85,9,"KC9"
"A.J. Brown","PHI",10.6,0,0,0,67,67.2,0,35,4,33,11,155.4,5,1,24,59,25,6.3,14.8,1.79,9,"PHI9"
"Jordan Wilkins","IND",-2,0,1,0,58.2,62.8,0,15,4,13,2,79.2,5,0,0,15,26,6.5,3.8,1.15,9,"IND9"
"Foster Moreau","LV",12.6,0,2,0,59.2,67.1,11,39,2,34,22,70.4,5,0,6,42,21,10.5,21,1.24,9,"LV9"
"DeAndre Hopkins","ARZ",5.8,0,1,0,57.8,59.7,0,44,4,42,13,136.3,5,1,31,36,19,4.8,9,0.86,9,"ARZ9"
"Zay Jones","JAX",3.8,0,0,0,58.5,57.7,0,32,5,32,12,100,5,0,20,40,21,4.2,8,1.25,9,"JAX9"
"Marquez Callaway","NO",11.8,0,0,0,62.1,62.1,0,18,3,18,0,72.1,5,0,18,24,4,1.3,8,1.33,9,"NO9"
"Tommy Tremble","CAR",10.3,1,1,1,60.9,54.8,15,19,2,18,2,56.3,4,1,2,11,3,1.5,5.5,0.61,9,"CAR9"
"Tre'Quan Smith","NO",8.3,1,1,0,69.4,66.4,0,23,3,22,20,55.2,4,0,3,29,1,0.3,9.7,1.32,9,"NO9"
"Hunter Henry","NE",9,1,1,0,62.7,68.2,8,23,4,22,10,118.8,4,0,3,50,14,3.5,12.5,2.27,9,"NE9"
"Demarcus Robinson","BLT",17.8,0,0,0,61.6,61.1,0,17,1,17,0,39.6,4,0,17,12,0,0,12,0.71,9,"BLT9"
"Denzel Mims","NYJ",16.5,1,3,0,56.8,57,0,25,1,25,6,39.6,4,0,19,12,4,4,12,0.48,9,"NYJ9"
"Raheem Blackshear","CAR",-0.3,0,0,0,68.5,89.3,0,10,4,10,0,108.3,4,0,0,40,41,10.3,10,4,9,"CAR9"
"Kenneth Walker III","SEA",-4.3,0,0,0,72,73.3,0,26,3,21,2,45.8,4,0,1,20,29,9.7,6.7,0.95,9,"SEA9"
"Joe Mixon","CIN",4.3,1,1,0,93.4,93.1,0,18,4,14,0,158.3,4,1,2,58,48,12,14.5,4.14,9,"CIN9"
"Hunter Renfrow","LV",7.3,1,1,0,67.6,66.7,0,34,3,33,27,91.7,4,0,7,26,5,1.7,8.7,0.79,9,"LV9"
"Alvin Kamara","NO",1.8,0,1,0,59.7,69.1,0,33,3,27,0,97.9,4,0,0,32,27,9,10.7,1.19,9,"NO9"
"Mack Hollins","LV",16.5,0,0,0,53,53.5,0,34,2,33,3,61.5,4,0,31,17,0,0,8.5,0.52,9,"LV9"
"D'Andre Swift","DET",3.3,0,0,0,68.6,75.6,0,8,3,7,0,106.3,4,0,2,40,32,10.7,13.3,5.71,9,"DET9"
"Robert Tonyan","GB",11.5,0,0,0,62.7,59.9,11,25,3,23,8,55.2,4,0,6,29,4,1.3,9.7,1.26,9,"GB9"
"James Cook","BUF",2.8,0,1,0,74.5,79.7,0,10,2,10,2,62.5,4,0,0,18,15,7.5,9,1.8,9,"BUF9"
"Kendrick Bourne","NE",0.8,0,0,0,42.5,43.9,0,30,3,30,9,77.1,4,0,21,11,13,4.3,3.7,0.37,9,"NE9"
"Samori Toure","GB",24.5,0,0,0,48.1,52.4,0,25,2,22,22,79.2,4,0,3,34,7,3.5,17,1.55,9,"GB9"
"Will Dissly","SEA",0.8,0,1,0,79.3,76.4,15,19,3,14,2,89.6,4,0,1,24,22,7.3,8,1.71,9,"SEA9"
"Dawson Knox","BUF",6,0,0,0,66.2,62,17,36,3,32,14,51,4,0,5,25,8,2.7,8.3,0.78,9,"BUF9"
"Jeff Wilson Jr.","MIA",1.3,0,0,0,65.8,81.2,0,16,3,13,2,135.4,3,1,1,21,17,5.7,7,1.62,9,"MIA9"
"Rachaad White","TB",-2,0,0,0,66.8,66.4,0,20,3,17,0,79.2,3,0,0,7,13,4.3,2.3,0.41,9,"TB9"
"Austin Hooper","TEN",17,1,2,0,76.1,73.8,8,17,2,13,6,104.9,3,0,3,34,5,2.5,17,2.62,9,"TEN9"
"Josh Jacobs","LV",-1,0,0,0,83.9,65.3,0,23,3,19,1,94.4,3,0,0,20,23,7.7,6.7,1.05,9,"LV9"
