"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"20","Tiger Woods",21880916,8500,0,37.45,11.4,64,20.5,0.5665,0.0103,0.269,0.1656,0.0741,0.0336,0.0184,0.0055,47,0.0743,42,0.65,-1.09,-0.16,11,2022-04-10,"The Masters"
"21","Sungjae Im",21880917,8400,81.54,66.53,4.1,85.5,28.5,0.7324,0.0131,0.4699,0.3194,0.1579,0.075,0.044,0.0117,8,0.0625,79,1.39,-0.26,-0.04,4,2022-04-10,"The Masters"
"22","Adam Scott",21880918,8300,75.05,62.33,12.9,83.5,27,0.7312,0.0181,0.468,0.3194,0.161,0.0803,0.0462,0.0143,48,0.1116,44.5,1.72,0.16,0.02,13,2022-04-10,"The Masters"
"23","Joaquin Niemann",21880919,8200,75.27,65.57,11.7,84,28.5,0.767,0.0198,0.5219,0.3708,0.1897,0.0934,0.055,0.0176,35,0.1119,52,2.15,0.67,0.1,12,2022-04-10,"The Masters"
"24","Tony Finau",21880920,8100,63.18,63.92,13.3,84,27.5,0.7378,0.0176,0.4797,0.3276,0.1618,0.0781,0.0459,0.0139,35,0.1066,55,1.72,0.3,0.04,13,2022-04-10,"The Masters"
"25","Tyrrell Hatton",21880921,8000,82.72,67.21,12.1,86,29.5,0.7408,0.0141,0.4853,0.3366,0.1744,0.0862,0.0513,0.016,52,0.1594,40.5,2,0.63,0.09,12,2022-04-10,"The Masters"
"26","Abraham Ancer",21880922,7900,70.5,58.48,2.3,80,26,0.6691,0.0089,0.3592,0.2221,0.0944,0.0401,0.0213,0.0054,100,0.0521,23,0.68,-0.64,-0.1,2,2022-04-10,"The Masters"
"27","Sergio Garcia",21880923,7800,72.36,59.41,3.4,81,26,0.6869,0.0089,0.3851,0.2441,0.1081,0.0488,0.0259,0.0073,23,0.0469,61.5,0.94,-0.34,-0.05,3,2022-04-10,"The Masters"
"28","Russell Henley",21880924,7800,88.59,61.96,15.3,82.07,27,0.7297,0.0119,0.458,0.3074,0.1485,0.0702,0.0391,0.0122,30,0.1781,63,1.56,0.28,0.04,15,2022-04-10,"The Masters"
"29","Tommy Fleetwood",21880926,7700,70.22,62.53,8.8,82.5,27.5,0.7032,0.0129,0.4209,0.2754,0.1271,0.0574,0.0322,0.0098,14,0.0976,64.5,1.27,0.03,0,9,2022-04-10,"The Masters"
"30","Corey Conners",21880928,7600,70.21,64.75,24.1,84,28,0.732,0.0129,0.4578,0.3106,0.1516,0.0716,0.0402,0.0123,6,0.1731,75,1.62,0.42,0.06,24,2022-04-10,"The Masters"
"31","Webb Simpson",21880929,7500,74.62,61.81,5.4,82.07,27,0.6297,0.0069,0.3126,0.1851,0.0763,0.0302,0.0164,0.0042,35,0.0698,54,0.56,-0.58,-0.09,5,2022-04-10,"The Masters"
"32","Justin Rose",21880930,7500,71.28,53.22,5.7,77,24,0.6924,0.0104,0.4002,0.2614,0.1241,0.0579,0.0332,0.0089,100,0.0914,21,1.19,0.05,0.01,6,2022-04-10,"The Masters"
"33","Billy Horschel",21880931,7400,84.56,58.11,6.6,79.5,26,0.6936,0.0101,0.4006,0.2556,0.115,0.0501,0.0274,0.0086,43,0.1286,50.5,1.16,0.08,0.01,7,2022-04-10,"The Masters"
"34","Patrick Reed",21880932,7400,66.04,49.73,5.7,75,24,0.6189,0.007,0.2987,0.174,0.0701,0.0267,0.0132,0.0032,35,0.0808,49,0.43,-0.65,-0.1,6,2022-04-10,"The Masters"
"35","Bubba Watson",21880933,7300,51.38,54.7,4.9,77.57,25,0.6391,0.0076,0.3276,0.1994,0.0825,0.0352,0.0191,0.0055,39,0.0534,56.5,0.75,-0.27,-0.04,5,2022-04-10,"The Masters"
"36","Marc Leishman",21880934,7300,80.82,55,13.6,78.5,25,0.6753,0.0088,0.3777,0.2374,0.1052,0.0466,0.0266,0.0072,30,0.167,46,0.99,-0.03,0,14,2022-04-10,"The Masters"
"37","Seamus Power",21880935,7200,74.46,59.22,4.3,80.5,26,0.7108,0.0128,0.4346,0.289,0.1403,0.0657,0.0382,0.011,27,0.0455,48.5,1.53,0.57,0.09,4,2022-04-10,"The Masters"
"38","Jason Kokrak",21880936,7200,70.33,56.29,2.5,79.5,25.5,0.6124,0.0096,0.302,0.1793,0.0751,0.0314,0.0157,0.0039,14,0.0279,63.5,0.54,-0.42,-0.06,2,2022-04-10,"The Masters"
"39","Si Woo Kim",21880937,7100,72.03,56.85,16.4,79,25.5,0.7004,0.0151,0.4246,0.282,0.1334,0.0607,0.034,0.0091,39,0.1212,52,1.28,0.38,0.06,16,2022-04-10,"The Masters"
"40","Max Homa",21880938,7100,76.4,61.29,10.7,81.5,26.5,0.7029,0.0145,0.4264,0.2813,0.1347,0.0639,0.036,0.0106,48,0.1282,39,1.49,0.59,0.09,11,2022-04-10,"The Masters"
"41","Luke List",21880940,7000,64.04,56.92,9.1,80.5,25,0.6791,0.0125,0.3815,0.2391,0.1085,0.0477,0.0263,0.0073,100,0.0553,13.5,1.04,0.2,0.03,9,2022-04-10,"The Masters"
"42","Cameron Young",21880941,7000,69.83,57.92,13,80.07,25.5,0.6654,0.0127,0.3714,0.2365,0.1055,0.0481,0.0271,0.0079,100,0.0713,13,1.13,0.29,0.04,13,2022-04-10,"The Masters"
"43","Gary Woodland",21880942,6900,61.38,57.37,12.2,80,25.5,0.6938,0.0094,0.4039,0.2588,0.1162,0.0527,0.0285,0.0082,100,0.1339,21,1.19,0.42,0.06,12,2022-04-10,"The Masters"
"44","Lee Westwood",21880943,6900,43.36,49.09,0.91,73.5,23,0.5419,0.0055,0.218,0.1184,0.043,0.0166,0.0081,0.0017,14,0.014,61.5,0.25,-0.52,-0.08,1,2022-04-10,"The Masters"
"45","Francesco Molinari",21880944,6900,57.44,44.92,0.79,70,22.5,0.4909,0.0052,0.1811,0.0949,0.0336,0.0124,0.0062,0.0014,100,0.0198,20,0.2,-0.57,-0.09,1,2022-04-10,"The Masters"
"46","Brian Harman",21880945,6800,63.42,56.77,9.4,78,25.5,0.5964,0.0078,0.2792,0.1587,0.0614,0.0241,0.0124,0.0027,100,0.0812,27,0.4,-0.3,-0.04,9,2022-04-10,"The Masters"
"47","Kevin Kisner",21880946,6800,67.65,46.58,3.1,71.5,22.5,0.5629,0.007,0.2419,0.1349,0.0487,0.0186,0.0088,0.0023,44,0.0713,53,0.34,-0.36,-0.05,3,2022-04-10,"The Masters"
"48","Kevin Na",21880947,6800,58.17,47.71,7.4,72.5,23,0.576,0.0077,0.2587,0.149,0.0592,0.0231,0.0122,0.0032,14,0.0371,65.5,0.47,-0.23,-0.03,7,2022-04-10,"The Masters"
"49","Christiaan Bezuidenhout",21880949,6700,64.83,58.2,7.7,79,25.5,0.6133,0.0061,0.2852,0.1655,0.0642,0.0256,0.0126,0.0028,44,0.0373,43.5,0.42,-0.19,-0.03,8,2022-04-10,"The Masters"
"50","Tom Hoge",21880950,6700,72.09,55.64,6.8,78,25,0.6668,0.0084,0.3646,0.2289,0.1004,0.0438,0.0227,0.0065,39,0.0701,48,0.97,0.36,0.05,7,2022-04-10,"The Masters"
"51","J.J. Spaun",21959165,6700,66.53,48.66,0.72,73.5,23.5,0.574,0.0074,0.251,0.1422,0.053,0.0208,0.0102,0.0029,23,0.0171,54,0.43,-0.18,-0.03,1,2022-04-10,"The Masters"
"52","Thomas Pieters",21880952,6600,63.58,57.71,9.7,80,25.5,0.7061,0.0102,0.4226,0.2738,0.1311,0.0592,0.0331,0.0097,100,0.0671,10,1.47,0.94,0.14,10,2022-04-10,"The Masters"
"53","Sepp Straka",21880953,6600,57.94,49.38,7.5,75,23.5,0.6196,0.0086,0.3083,0.1853,0.074,0.0313,0.0166,0.0039,30,0.0623,58.5,0.59,0.06,0.01,8,2022-04-10,"The Masters"
"54","Cameron Champ",21880954,6600,46.69,42.65,2.6,69.5,22,0.5188,0.0044,0.1967,0.1055,0.0371,0.0138,0.0067,0.0016,10,0.0192,65.5,0.24,-0.29,-0.04,3,2022-04-10,"The Masters"
"55","Harold Varner III",21880955,6600,63.85,55.02,2.3,78.5,25,0.7018,0.0101,0.4107,0.269,0.1246,0.0577,0.0321,0.0096,23,0.0481,63.5,1.45,0.92,0.14,2,2022-04-10,"The Masters"
"56","Ryan Palmer",21880956,6500,54.73,53.2,2.1,76.5,24.5,0.5197,0.0066,0.2053,0.1104,0.0403,0.016,0.0086,0.0018,100,0.0199,20,0.28,-0.16,-0.02,2,2022-04-10,"The Masters"
"57","Matthew Wolff",21880957,6500,66.44,37.7,1.3,64.5,21,0.5159,0.0056,0.1954,0.1028,0.0366,0.0136,0.0068,0.0015,100,0.0246,7.5,0.23,-0.21,-0.03,1,2022-04-10,"The Masters"
"58","Min Woo Lee",21880958,6500,37.6,47.17,0.23,73.5,23,0.5286,0.0064,0.2102,0.1136,0.042,0.0158,0.0082,0.002,14,0.002,73,0.31,-0.13,-0.02,0,2022-04-10,"The Masters"
"59","Cameron Davis",21880959,6500,56.46,50.32,0.75,75.5,23.5,0.5803,0.0058,0.2558,0.1403,0.0532,0.0199,0.0097,0.0027,46,0.0093,39.5,0.42,-0.02,0,1,2022-04-10,"The Masters"
"60","Stewart Cink",21880960,6400,54.36,45.4,3.2,70.5,22.5,0.5628,0.0078,0.2483,0.1421,0.0551,0.022,0.0115,0.0029,100,0.0341,29,0.45,0.1,0.01,3,2022-04-10,"The Masters"
"61","Zach Johnson",21880961,6400,46.04,44.08,0.71,69.5,22,0.468,0.0037,0.1491,0.0712,0.0214,0.007,0.0034,8e-04,100,0.0116,19,0.12,-0.23,-0.03,1,2022-04-10,"The Masters"
"62","Lucas Herbert",21880962,6400,56.1,44.17,1.3,71,22.5,0.593,0.0074,0.2748,0.1612,0.0644,0.0256,0.0134,0.0034,100,0.0121,20.5,0.53,0.18,0.03,1,2022-04-10,"The Masters"
"63","Keita Nakajima",21880963,6400,66.25,38.98,0.25,65,21,0.3316,0.0014,0.0702,0.0308,0.0081,0.0025,0.001,2e-04,100,0.0092,16,0.03,-0.32,-0.05,0,2022-04-10,"The Masters"
"64","Lucas Glover",21880964,6400,66.81,49.87,0.7,74,24,0.4887,0.0031,0.1664,0.0836,0.0278,0.0092,0.0046,0.0011,30,0.0164,55,0.17,-0.18,-0.03,1,2022-04-10,"The Masters"
"65","Harry Higgs",21880965,6300,49.63,40.49,0.57,67.5,21,0.474,0.0046,0.1559,0.0774,0.0255,0.0087,0.0044,9e-04,14,0.0059,67,0.14,-0.11,-0.02,1,2022-04-10,"The Masters"
"66","Hudson Swafford",21880966,6300,59.66,43.65,0.66,70.5,22,0.4627,0.0047,0.1522,0.0748,0.023,0.008,0.004,7e-04,30,0.0054,54,0.11,-0.14,-0.02,1,2022-04-10,"The Masters"
"67","Garrick Higgo",21880967,6300,53.31,46.81,1.1,73,22.5,0.4631,0.0041,0.1487,0.0724,0.0219,0.0073,0.0035,8e-04,100,0.0064,15.5,0.13,-0.12,-0.02,1,2022-04-10,"The Masters"
"68","Mackenzie Hughes",21880968,6300,63.42,46.15,3.4,71,22.5,0.6173,0.0097,0.306,0.1798,0.0707,0.0286,0.0148,0.0038,50,0.0312,39.5,0.6,0.35,0.05,3,2022-04-10,"The Masters"
"69","Danny Willett",21880969,6300,48.79,47.43,1.1,73,23,0.5126,0.0056,0.1942,0.1003,0.0346,0.012,0.006,0.0013,12,0.0081,56,0.21,-0.04,-0.01,1,2022-04-10,"The Masters"
"70","Padraig Harrington",21880971,6200,61,51.56,0.26,76,24,0.4677,0.0037,0.1504,0.0728,0.0227,0.0077,0.0036,7e-04,100,0.0115,19,0.11,-0.05,-0.01,0,2022-04-10,"The Masters"
"71","Guido Migliozzi",21880972,6200,35,46.86,0.47,72.07,23,0.3348,0.0021,0.0681,0.0277,0.007,0.0021,8e-04,1e-04,100,0.0016,18.5,0.02,-0.14,-0.02,0,2022-04-10,"The Masters"
"72","Charl Schwartzel",21880973,6200,39.68,38.05,0.64,65.5,21,0.393,0.0014,0.0971,0.0432,0.0114,0.0031,0.0014,3e-04,10,0.0055,65,0.05,-0.11,-0.02,1,2022-04-10,"The Masters"
"73","Mike Weir",21880974,6200,49,46.84,0.16,73,23,0.1738,5e-04,0.0148,0.0044,8e-04,1e-04,0,0,100,0.0027,17,0,-0.16,-0.02,0,2022-04-10,"The Masters"
"74","Jose Maria Olazabal",21880975,6100,43.25,29.52,0.14,51.5,17.5,0.0371,1e-04,5e-04,1e-04,0,0,0,0,100,9e-04,10,0,-0.05,-0.01,0,2022-04-10,"The Masters"
"75","Larry Mize",21880976,6100,38.5,28.12,0.07,38.5,17,0.0059,0,0,0,0,0,0,0,100,2e-04,9,0,-0.05,-0.01,0,2022-04-10,"The Masters"
"76","Sandy Lyle",21880977,6100,34.33,28.34,0.06,38.5,17,0.0049,0,0,0,0,0,0,0,100,4e-04,11.5,0,-0.05,-0.01,0,2022-04-10,"The Masters"
"77","Fred Couples",21880978,6100,0,28.39,0.59,38.5,17,0.3396,0.0022,0.0768,0.0338,0.0096,0.0028,0.0012,2e-04,100,0.0019,17.5,0.03,-0.02,0,1,2022-04-10,"The Masters"
"78","Bernhard Langer",21880979,6100,75.4,27.83,0.94,38,17,0.3981,0.0023,0.1012,0.0457,0.0128,0.0045,0.0019,4e-04,100,0.021,13.5,0.07,0.02,0,1,2022-04-10,"The Masters"
"79","Vijay Singh",21880980,6000,59,31.62,0.13,57,18,0.1217,3e-04,0.0064,0.0019,4e-04,1e-04,0,0,100,0.0057,7.5,0,0.05,0.01,0,2022-04-10,"The Masters"
"80","Laird Shepherd",21880981,6000,0,30.48,0.07,54,18,0.0359,0,5e-04,2e-04,0,0,0,0,100,4e-04,3,0,0.05,0.01,0,2022-04-10,"The Masters"
"81","Takumi Kanaya",21880982,6000,42.83,41.58,0.48,67.5,21,0.4974,0.0033,0.1733,0.0874,0.0286,0.0094,0.0045,0.001,100,0.0041,22.5,0.17,0.22,0.03,1,2022-04-10,"The Masters"
"82","Austin Greaser",21880983,6000,0,33.33,0.02,54,20.5,0.2544,0.0012,0.0351,0.0128,0.0029,6e-04,3e-04,0,100,7e-04,19,0,0.05,0.01,0,2022-04-10,"The Masters"
"83","Stewart Hagestad",21880984,6000,0,28.32,0.05,39,16.5,0.3792,0.0014,0.0934,0.0417,0.0117,0.0034,0.0019,3e-04,100,0.0019,11,0.05,0.1,0.01,0,2022-04-10,"The Masters"
"84","Aaron Jarvis",21880985,6000,0,32.73,0.03,53,21.5,0.0289,0,5e-04,0,0,0,0,0,100,5e-04,15.5,0,0.05,0.01,0,2022-04-10,"The Masters"
"85","James Piot",21880986,6000,14,32.41,0.04,58.07,18.5,0.1428,5e-04,0.0098,0.0024,6e-04,1e-04,0,0,100,0.001,16.5,0,0.05,0.01,0,2022-04-10,"The Masters"
