bet_outcome_numeric,open_time,close_time,dg_id,player_name,outcome,bet_outcome_text,close_odds,open_odds,book,event_completed,event_name,market,season,year,event_id
0,2023-05-22 13:32,2023-05-25 06:04,17511,"Straka, Sepp",T29,loss,+7500,+13000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,21944,"Moore, Taylor",CUT,loss,+7500,+6500,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,21756,"Cole, Eric",CUT,loss,+7500,+8000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,13126,"Taylor, Nick",CUT,loss,+7500,+10000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14704,"Putnam, Andrew",T29,loss,+7500,+11000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,21554,"Poston, J.T.",CUT,loss,+8000,+9000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,15575,"Hoge, Tom",T52,loss,+8000,+6000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,25363,"Buckley, Hayden",CUT,loss,+8000,+10000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,11889,"Fox, Ryan",T21,loss,+8000,+7500,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,16283,"Rodgers, Patrick",T57,loss,+8000,+8000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,15470,"Hossler, Beau",T70,loss,+9000,+9000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17064,"Herbert, Lucas",CUT,loss,+9000,+7500,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19872,"Riley, Davis",CUT,loss,+9000,+9000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14459,"An, Byeong Hun",T21,loss,+9000,+7500,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,18474,"Smalley, Alex",T40,loss,+9000,+8000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14181,"Detry, Thomas",T21,loss,+10000,+7500,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17536,"Spaun, J.J.",T63,loss,+11000,+8000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,7820,"Palmer, Ryan",CUT,loss,+11000,+11000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,26653,"Eckroat, Austin",T16,loss,+13000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,25569,"Stevens, Samuel",T29,loss,+13000,+11000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14698,"Bramlett, Joseph",CUT,loss,+13000,+9000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,22050,"Suh, Justin",T16,loss,+13000,+8000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14007,"Martin, Ben",T57,loss,+13000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,26096,"Bhatia, Akshay",56,loss,+13000,+13000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,7961,"Reavie, Chez",T40,loss,+15000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,11276,"Horschel, Billy",T40,loss,+15000,+10000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,18554,"Rai, Aaron",T12,loss,+15000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,18634,"McNealy, Maverick",T52,loss,+15000,+9000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,23656,"Young, Carson",T21,loss,+15000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,24342,"Higgo, Garrick",CUT,loss,+18000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,10943,"Lashley, Nate",CUT,loss,+18000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,10419,"Noren, Alex",T29,loss,+18000,+13000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17543,"Kim, Michael",T6,loss,+18000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,25157,"Hodges, Lee",T29,loss,+18000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19477,"Schenk, Adam",2,loss,+18000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,25002,"Wu, Dylan",CUT,loss,+18000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,26660,"Gordon, Will",T52,loss,+18000,+11000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,21688,"Kim, Seonghyeon",CUT,loss,+18000,+13000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,24968,"Griffin, Ben",T52,loss,+18000,+11000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,18635,"Shelton, Robby",T29,loss,+20000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,20706,"Wallace, Matt",CUT,loss,+20000,+13000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,22535,"Norrman, Vincent",T48,loss,+20000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,16333,"Hubbard, Mark",T9,loss,+20000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,6252,"Baddeley, Aaron",T21,loss,+20000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,12359,"Stallings, Scott",CUT,loss,+20000,+13000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,12920,"Willett, Danny",CUT,loss,+20000,+20000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,20519,"Tarren, Callum",CUT,loss,+25000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,16715,"Ryder, Sam",CUT,loss,+25000,+20000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,23542,"Champ, Cameron",T63,loss,+25000,+15000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14509,"Dahmen, Joel",T68,loss,+25000,+13000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,8480,"Streelman, Kevin",T9,loss,+30000,+25000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,23475,"Novak, Andrew",T40,loss,+30000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,27194,"Hall, Harry",T3,loss,+30000,+25000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19865,"Hardy, Nick",T48,loss,+30000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,7293,"Walker, Jimmy",T40,loss,+30000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,7960,"List, Luke",T57,loss,+30000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,16757,"Zecheng, Marty Dou",T63,loss,+30000,+20000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,11328,"Kisner, Kevin",CUT,loss,+30000,+60000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17068,"Daffue, MJ",CUT,loss,+30000,+25000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,13127,"Tway, Kevin",CUT,loss,+30000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,13470,"Kizzire, Patton",T48,loss,+30000,+18000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,18187,"Duncan, Tyler",CUT,loss,+30000,+25000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,23482,"Sigg, Greyson",CUT,loss,+30000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17550,"Van Rooyen, Erik",CUT,loss,+35000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,7899,"Piercy, Scott",T40,loss,+35000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19840,"Ramey, Chad",T12,loss,+35000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,6986,"Johnson, Zach",CUT,loss,+35000,+40000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,22985,"Smotherman, Austin",T21,loss,+40000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,28309,"Coody, Pierceson",CUT,loss,+40000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,21237,"Hickok, Kramer",T21,loss,+40000,+40000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14815,"Lingmerth, David",CUT,loss,+40000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,11657,"Norlander, Henrik",CUT,loss,+40000,+35000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17723,"Lower, Justin",T57,loss,+40000,+40000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17639,"Blair, Zac",CUT,loss,+40000,+60000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,17508,"Gribble, Cody",T63,loss,+40000,+50000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14140,"Higgs, Harry",CUT,loss,+40000,+35000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,15980,"Lipsky, David",T16,loss,+40000,+35000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,15473,"Long, Adam",CUT,loss,+40000,+35000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19948,"Taylor, Ben",CUT,loss,+40000,+30000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14926,"Malnati, Peter",T29,loss,+40000,+35000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,15016,"Schwab, Matthias",T70,loss,+50000,+40000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,13367,"Merritt, Troy",CUT,loss,+60000,+50000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,13831,"Knox, Russell",72,loss,+60000,+40000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,4163,"Donald, Luke",T40,loss,+60000,+60000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19208,"Endycott, Harrison",CUT,loss,+60000,+60000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19364,"Werenski, Richy",CUT,loss,+60000,+50000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,19864,"Hammer, Cole",CUT,loss,+60000,+50000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,14002,"Alexander, Tyson",CUT,loss,+80000,+100000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,12333,"Block, Michael",CUT,loss,+80000,+40000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,11955,"Frittelli, Dylan",CUT,loss,+80000,+50000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,6283,"Sabbatini, Rory",CUT,loss,+80000,+50000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,16039,"Haley II, Paul",5,loss,+100000,+100000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,6556,"Compton, Erik",T63,loss,+100000,+100000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
0,2023-05-22 13:32,2023-05-25 06:04,23599,"Westmoreland, Kyle",CUT,loss,+150000,+150000,draftkings,2023-05-28,Charles Schwab Challenge,win,2023,2023,21
