"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"115","Richy Werenski",23516911,6300,40.27,42.89,0,75.63,26.25,42.4,0.5,42.9,-0.57,3.95,0.093,129,-0.027,206,-0.548,359,-0.744,396,-1.225,361,-3.361,272,-0.033,306,-1.07,30,0.007,-0.023,-0.047,-0.092,0.099,0.033,-0.097,0.016,-0.048,-1.175,0.2625,0.0216,0.0066,0.0021,0,0,-0.11,2.37,-1.1,-5.01,0,1,2022-08-07,"Wyndham Championshio"
"116","Jim Herman",23516912,6300,42.65,51.09,0,88.13,28.75,49.6,1.1,50.6,-0.12,3.95,-0.38,408,-0.204,369,-0.355,301,-0.086,217,-1.025,338,-5.976,326,0.076,23,-0.886,44,-0.04,-0.071,-0.1,0.072,0.16,0.059,0.224,0.067,0.349,-0.515,0.3802,0.0604,0.0238,0.0095,0.0014,0.22,0.11,2.37,-0.25,-1.07,0,1,2022-08-07,"Wyndham Championshio"
"117","Brian Stuard",23516913,6300,41.48,58.48,0,95,30.63,52.3,1.4,53.7,0.07,3.95,-0.156,319,0.068,123,-0.215,243,-0.575,373,-0.878,319,-21.807,431,0.101,7,-0.832,39,-0.023,-0.077,0.1,-0.046,0.179,0.213,0.295,0.014,0.522,-0.178,0.4505,0.0853,0.0343,0.0138,0.0017,0.27,0.16,2.37,0.8,3.68,5,1,2022-08-07,"Wyndham Championshio"
"118","William McGirt",23516914,6300,46.03,59.71,0,95.63,30.63,49.9,1.1,51.1,-0.1,3.95,-0.091,265,0.142,72,-0.289,277,-0.45,343,-0.688,287,-14.143,408,0.013,151,-0.448,43,-0.034,-0.126,-0.007,-0.073,0.111,0.139,0.038,0.006,0.182,-0.394,0.4016,0.0682,0.0264,0.0103,0.0013,0.21,0.1,2.37,-0.17,-0.72,0,1,2022-08-07,"Wyndham Championshio"
"119","Dylan Wu",23516915,6300,45.37,63.04,0,99.38,31.88,45.7,0.7,46.4,-0.37,3.95,-0.073,251,-0.068,256,-0.274,271,-0.271,278,-0.686,286,0.575,207,-0.028,287,-0.82,26,0.022,0.042,-0.006,0.077,-0.04,-0.005,-0.085,0.024,-0.066,-0.792,0.3279,0.037,0.0129,0.0043,0,0,-0.11,2.37,-0.98,-4.46,0,1,2022-08-07,"Wyndham Championshio"
"120","Ryan Brehm",23516916,6300,52.33,39.58,0,51.06,24.38,42.7,0.5,43.2,-0.55,3.95,-0.383,409,-0.266,407,-0.277,273,0.121,138,-0.805,308,14.575,21,-0.104,429,-1.114,36,-0.012,0.126,0.007,0.188,0.062,-0.142,-0.309,0.072,-0.379,-1.121,0.2725,0.025,0.0075,0.0028,0,0,-0.11,2.37,-2.63,-11.89,0,1,2022-08-07,"Wyndham Championshio"
"121","Luke Donald",23516917,6200,48.1,62.99,0,98.13,31.88,48.1,1,49,-0.18,3.95,0.036,177,0.15,67,0.043,155,-0.828,408,-0.599,266,-11.433,383,-0.033,309,-0.212,44,-0.039,-0.12,0.039,-0.266,0.031,0.112,-0.1,-0.02,-0.008,-0.576,0.369,0.0525,0.0198,0.0075,0.001,0.16,0.1,2.37,-0.42,-1.84,0,1,2022-08-07,"Wyndham Championshio"
"122","Paul Barjon",23516918,6200,47.46,55.25,0,92.31,29.38,46.7,0.8,47.5,-0.27,3.95,-0.11,283,-0.422,435,-0.365,307,0.288,70,-0.608,268,10.942,41,-0.011,225,-0.89,29,0.009,0.066,0.008,0.198,-0.04,-0.106,-0.034,0.064,-0.077,-0.725,0.3425,0.0421,0.0141,0.0051,7e-04,0.11,0.05,2.37,-1.51,-6.77,0,1,2022-08-07,"Wyndham Championshio"
"123","Jason Dufner",23516919,6200,36.1,62.1,0,99.38,31.25,43.8,0.6,44.5,-0.45,3.95,-0.492,423,-0.079,272,-0.333,290,-0.374,320,-1.278,370,-9.043,361,0.011,161,-1.123,45,-0.042,-0.036,-0.116,0.038,0.135,0.089,0.029,0.065,0.183,-0.96,0.2985,0.0287,0.0093,0.0033,0,0,-0.06,2.37,-1.08,-4.89,0,1,2022-08-07,"Wyndham Championshio"
"124","Seth Reeves",23516920,6200,46.4,54.64,0,92.5,29.38,44.7,0.7,45.4,-0.39,3.95,-0.273,379,-0.256,402,-0.354,299,0.235,85,-0.648,276,12.405,32,-0.034,311,-0.895,31,0.004,0.05,-0.032,0.226,-0.042,-0.12,-0.102,0.064,-0.158,-0.848,0.3165,0.0339,0.0116,0.0042,0,0,-0.06,2.37,-1.54,-6.96,0,1,2022-08-07,"Wyndham Championshio"
"125","Sung Kang",23516922,6200,45.84,41.51,0,70.63,25.63,43.1,0.5,43.6,-0.5,3.95,-0.075,254,-0.124,311,-0.626,379,-0.438,341,-1.264,366,-5.981,327,0,190,-1.246,35,-0.008,-0.024,-0.01,0.026,0.058,0.059,-0.002,0.043,0.1,-1.106,0.2778,0.025,0.0085,0.0028,0,0,-0.06,2.37,-1.13,-5.11,0,1,2022-08-07,"Wyndham Championshio"
"126","Aaron Baddeley",23516923,6200,57.47,58.88,0,96.25,30,41.2,0.5,41.7,-0.61,3.95,0.117,117,0.177,51,-0.398,319,-0.908,416,-1.013,335,-7.936,354,-0.064,383,-0.904,41,-0.028,-0.014,-0.027,-0.039,-0.048,0.078,-0.189,-0.011,-0.123,-1.183,0.2611,0.0205,0.0068,0.0021,0,0,-0.06,2.37,-1.01,-4.58,0,1,2022-08-07,"Wyndham Championshio"
"127","Kiradech Aphibarnrat",23516924,6200,43.98,41.75,0,73.13,25.63,44.9,0.7,45.6,-0.38,3.95,0.007,193,-0.183,354,-0.534,358,-0.3,293,-1.011,334,-6.827,336,0.011,158,-1.004,33,-0.001,-0.011,-0.016,0.021,0.032,0.067,0.03,0.036,0.134,-0.845,0.3175,0.0347,0.0116,0.0041,0,0,-0.06,2.37,-0.99,-4.48,0,1,2022-08-07,"Wyndham Championshio"
"128","Brandon Hagy",23516925,6200,42.71,52.55,0,89.19,29.38,41.3,0.5,41.8,-0.6,3.95,-0.266,377,-0.184,355,-0.362,305,0.059,162,-0.753,296,20.318,6,-0.116,434,-1.106,31,0.004,0.053,0.002,0.294,-0.02,-0.198,-0.343,0.059,-0.482,-1.255,0.2457,0.0174,0.0051,0.0017,0,0,-0.06,2.37,-2.42,-10.92,0,1,2022-08-07,"Wyndham Championshio"
"129","David Skinns",23516927,6100,48.74,55.2,0,91.88,29.38,41.3,0.5,41.8,-0.57,3.95,0.038,173,0.011,167,-0.194,236,-0.748,397,-0.893,321,2.117,172,-0.09,414,-0.867,40,-0.026,0.09,0.009,-0.1,-0.04,-0.02,-0.266,0.004,-0.282,-1.215,0.2538,0.0193,0.0056,0.0017,0,0,-0.01,2.37,-1.52,-6.84,0,1,2022-08-07,"Wyndham Championshio"
"130","Jared Wolfe",23516928,6100,42.8,59.53,0,96.25,30.63,43.3,0.6,43.9,-0.45,3.95,-0.143,312,-0.167,342,-0.351,295,-0.151,241,-0.812,309,8.523,57,-0.058,367,-0.978,34,-0.005,0.049,-0.017,0.139,-0.04,-0.083,-0.173,0.044,-0.212,-1.064,0.2786,0.0254,0.0076,0.0026,0,0,-0.01,2.37,-1.64,-7.38,0,1,2022-08-07,"Wyndham Championshio"
"131","Martin Trainer",23516930,6100,42.83,38.88,0,51.06,24.38,42.4,0.5,42.9,-0.5,3.95,0.178,79,-0.021,201,-0.77,396,-0.281,282,-0.893,322,4.289,129,-0.076,400,-1.226,31,0.005,0.075,0.065,0.188,-0.048,-0.041,-0.226,0.018,-0.249,-1.191,0.2597,0.0213,0.0063,0.0025,0,0,-0.01,2.37,-1.65,-7.43,0,1,2022-08-07,"Wyndham Championshio"
"132","Wesley Bryan",23516931,6100,46.53,47.56,0,83.75,27.06,37.9,0.3,38.1,-0.78,3.95,-0.023,218,0.14,74,-0.252,263,-1.329,430,-1.464,382,-5.141,312,-0.089,413,-1.042,32,0.001,0.042,-0.166,-0.299,-0.012,0.051,-0.263,-0.001,-0.213,-1.69,0.1866,0.0095,0.0025,6e-04,0,0,-0.01,2.37,-1.44,-6.48,0,1,2022-08-07,"Wyndham Championshio"
"133","Joshua Creel",23516932,6100,36.44,50.71,0,87.31,28.13,43.7,0.6,44.4,-0.42,3.95,-0.16,323,-0.235,391,-0.425,326,-0.331,305,-1.151,353,-13.501,406,0.024,115,-1.147,32,0.001,0.007,-0.024,0.012,-0.04,0.132,0.07,0.051,0.253,-0.938,0.3003,0.0292,0.01,0.0037,0,0,-0.01,2.37,-1.16,-5.22,0,1,2022-08-07,"Wyndham Championshio"
"134","Andrew Landry",23516933,6100,38.68,39.19,0,48.75,25,41.4,0.5,41.9,-0.56,3.95,-0.13,301,-0.255,401,-0.838,405,-0.391,327,-1.615,390,-9.582,366,0.049,61,-1.253,35,-0.008,-0.081,-0.305,0.032,0.072,0.094,0.142,0.068,0.304,-1.239,0.2506,0.0191,0.0055,0.0021,0,0,-0.01,2.37,-1.03,-4.64,0,1,2022-08-07,"Wyndham Championshio"
"135","Jim Knous",23516934,6100,48.42,50.7,0,87.5,28.31,42,0.5,42.5,-0.53,3.95,0.057,157,0.001,175,-0.571,362,-0.456,344,-0.969,328,1.818,179,-0.048,347,-0.998,32,0.001,0.023,0,0.006,-0.04,-0.017,-0.142,0.019,-0.14,-1.149,0.2681,0.0223,0.0071,0.0022,0,0,-0.01,2.37,-1.18,-5.31,0,1,2022-08-07,"Wyndham Championshio"
"136","Curtis Thompson",23516935,6100,39.66,53.36,0,90.63,29.38,40.3,0.4,40.7,-0.63,3.95,-0.128,298,-0.231,386,-0.454,342,-0.148,239,-0.961,326,11.351,40,-0.069,387,-1.136,29,0.01,0.056,0.002,0.107,-0.04,-0.11,-0.205,0.053,-0.263,-1.264,0.2404,0.0154,0.0042,0.0013,0,0,-0.01,2.37,-1.98,-8.91,0,1,2022-08-07,"Wyndham Championshio"
"137","Max McGreevy",23516936,6000,42.76,44.55,0,78.75,26.25,44.3,0.6,44.9,-0.35,3.95,-0.128,299,-0.053,239,-0.441,337,-0.395,330,-1.017,337,-7.375,348,0.015,148,-1.09,27,0.018,-0.03,-0.02,0.105,-0.04,0.073,0.043,0.034,0.149,-0.908,0.3021,0.0323,0.0107,0.0039,5e-04,0.08,0.11,2.37,-0.65,-2.87,0,1,2022-08-07,"Wyndham Championshio"
"138","Nick Watney",23516937,6000,41.07,41.16,0,70.63,25.63,40.1,0.4,40.5,-0.61,3.95,-0.251,372,-0.158,337,-0.163,226,-0.697,391,-1.269,368,0.977,195,-0.059,368,-1.144,41,-0.028,0.029,-0.058,-0.069,0.059,-0.009,-0.175,0.043,-0.141,-1.351,0.2299,0.0142,0.0039,0.0011,0,0,0.03,2.37,-1.77,-7.95,0,1,2022-08-07,"Wyndham Championshio"
"139","Bo Van Pelt",23516938,6000,43.1,51.65,0,88.13,28.75,40.4,0.4,40.8,-0.59,3.95,-0.223,353,-0.037,217,-0.568,361,-0.54,366,-1.368,374,-6.918,341,-0.013,236,-1.211,47,-0.048,-0.016,-0.061,-0.033,0.007,0.068,-0.04,0.046,0.074,-1.287,0.2451,0.0176,0.0054,0.0018,0,0,0.03,2.37,-1.22,-5.48,0,1,2022-08-07,"Wyndham Championshio"
"140","Brian Gay",23516940,6000,48.34,38.34,0,46.88,24.38,36.9,0.3,37.1,-0.81,3.95,0.241,48,0.058,132,-1.075,425,-1.053,422,-1.829,403,-13.537,407,-0.023,272,-1.49,50,-0.059,-0.111,-0.002,-0.168,0.067,0.133,-0.069,0.015,0.079,-1.682,0.1812,0.0076,0.0019,6e-04,0,0,0.03,2.37,-1.24,-5.57,0,1,2022-08-07,"Wyndham Championshio"
"141","Brett Drewitt",23516943,6000,41.21,40.23,0,66.25,25,36.2,0.2,36.4,-0.85,3.95,-0.21,346,-0.044,228,-0.647,382,-0.713,392,-1.614,389,-3.609,275,-0.039,324,-1.76,31,0.003,0.039,0.077,0.027,-0.026,0.036,-0.116,0.049,-0.03,-1.67,0.1761,0.0068,0.0017,0,0,0,0.03,2.37,-1.61,-7.23,0,1,2022-08-07,"Wyndham Championshio"
