player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Josh Allen,46601,QB,BUF,6,11.33,0,228,4,78.5,177,189,9.9,3.08,3,12,6.0,69.8,132,72,5.0,212,93.0,7,81,,,,72.0,88.7,85.5,86.6,,,69.3,2,6,228,12.5,103.4,4.2,9,14,1,6,13,6,2.6,1515,8.0,77.7,139,150,8.5,2.93,3,7,4.5,68.7,103,57,4.6,168,73.7,5,52,,,,66.6,75.6,84.9,73.1,,,68.7,1,6,179,12.3,83.8,4.2,7,11,1,6,7,6,3.4,923,6.2,86.8,53,55,9.6,3.04,0,5,8.6,80.0,44,16,4.3,60,26.3,2,32,,,,82.0,94.9,78.9,94.0,,,64.0,1,0,65,12.5,152.5,3.3,2,3,0,1,6,0,0.0,653,11.9,0,100.0,15,16,-3.4,1.39,0,0,0.0,93.8,15,1,0.0,16,7.0,0,3,,,,73.9,67.7,73.9,67.0,,,,0,0,16,0.0,82.6,0.0,0,0,0,1,0,0,0.0,61,3.8,5.72
Joshua Dobbs,11890,QB,ARZ,6,6.2,0,220,1,69.9,166,177,10.0,2.8,2,4,2.1,61.0,108,76,6.9,198,90.0,8,65,,,,60.8,63.4,57.6,58.6,,,76.8,3,3,213,14.5,84.5,5.6,11,9,0,6,6,9,4.2,1159,6.5,70.4,135,144,8.9,2.61,2,3,2.0,61.1,88,62,7.4,159,72.3,7,48,,,,54.4,62.2,53.9,57.8,,,74.3,2,3,168,12.9,79.1,5.0,8,5,0,5,5,8,4.8,801,5.6,75.5,49,52,8.1,2.99,1,1,1.7,67.3,35,18,5.4,61,27.7,2,21,,,,82.4,65.4,79.2,60.8,,,76.9,1,0,70,16.7,97.8,4.9,3,5,0,1,1,1,1.4,414,8.0,0,88.9,18,19,-3.5,1.95,1,0,0.0,78.9,15,4,6.3,22,10.0,1,4,,,,76.3,63.4,75.5,58.8,,,65.9,0,0,25,0.0,79.2,0.0,0,1,0,0,0,0,0.0,56,2.9,2.4
Mac Jones,60323,QB,NE,6,5.32,0,219,19,68.1,166,173,10.0,2.58,2,7,3.9,60.7,105,74,7.1,191,87.2,8,54,,,,56.2,53.2,28.2,54.0,,,55.6,2,7,201,16.2,72.3,6.3,12,6,0,3,5,13,6.5,1117,6.5,70.6,160,166,8.8,2.44,2,7,4.0,63.3,105,67,7.1,182,83.1,8,46,,,,72.6,53.4,26.5,53.5,,,59.3,2,6,190,16.4,70.2,6.0,11,5,0,2,3,12,6.3,973,5.9,77.4,31,35,5.4,2.39,2,0,0.0,68.6,24,8,0.0,37,16.9,0,10,,,,28.0,58.2,77.1,60.7,,,51.1,0,1,39,12.5,94.3,2.7,1,1,0,2,2,2,5.1,235,6.7,0,96.0,25,28,-3.6,1.44,2,0,0.0,85.7,24,1,0.0,28,12.8,0,2,,,,77.0,60.3,75.9,60.1,,,,0,0,28,0.0,80.2,0.0,0,0,0,1,0,1,3.6,91,3.3,0.85
Russell Wilson,7077,QB,DEN,6,-1.21,0,219,10,75.2,141,160,10.0,3.24,6,10,5.8,63.8,102,82,3.8,194,88.6,4,58,,,,39.1,71.9,85.3,68.7,,,72.0,2,4,210,23.2,96.6,9.8,19,15,3,8,10,8,3.8,1191,7.4,76.7,129,145,8.0,2.98,4,6,3.9,66.2,96,63,3.0,169,77.2,3,47,,,,50.8,70.2,84.9,67.4,,,69.5,2,3,178,22.2,96.2,8.3,14,10,3,7,8,6,3.4,1015,7.0,81.8,33,40,8.5,3.52,2,4,8.9,65.0,26,23,3.7,50,22.8,1,16,,,,35.6,71.2,78.5,68.4,,,68.6,0,1,57,21.7,109.4,10.0,5,5,0,5,4,2,3.5,290,7.3,0,95.2,21,25,-4.3,2.02,0,0,0.0,80.0,20,4,0.0,25,11.4,0,5,,,,76.3,65.2,75.5,64.7,,,,0,0,25,0.0,112.3,0.0,0,0,0,4,2,0,0.0,114,4.6,0.25
Jared Goff,10635,QB,DET,6,6.98,0,216,11,79.8,163,176,8.9,2.71,4,9,5.0,68.2,120,67,7.7,189,87.5,10,70,,,,90.1,90.8,85.8,89.4,,,72.1,1,3,195,14.9,107.6,5.3,10,3,1,7,11,3,1.5,1475,8.4,80.7,135,148,7.1,2.43,4,9,5.9,67.6,100,48,8.3,157,72.7,9,55,,,,89.3,87.8,85.5,84.6,,,74.7,1,3,163,14.6,94.4,4.5,7,2,1,7,6,3,1.8,1099,7.4,86.3,51,55,7.9,2.92,1,0,0.0,74.5,41,22,6.8,59,27.3,3,23,,,,81.5,85.3,78.6,84.0,,,58.3,0,0,60,13.6,133.8,5.1,3,1,0,3,5,0,0.0,518,9.4,0,100.0,23,27,-3.7,1.56,1,0,0.0,77.8,21,3,8.7,27,12.5,2,8,,,,77.0,66.2,75.9,65.6,,,,0,0,28,0.0,88.6,0.0,0,0,0,3,0,0,0.0,142,5.3,1.99
Lamar Jackson,46416,QB,BLT,6,12.15,0,215,3,75.4,138,144,10.6,3.2,2,10,6.6,65.3,94,68,9.6,184,85.6,10,59,,,,26.9,90.6,85.7,89.7,,,75.0,1,3,197,22.1,92.2,8.2,15,25,0,3,5,7,3.6,1136,7.9,75.8,124,130,8.5,2.85,2,8,5.8,66.9,87,56,7.4,161,74.9,7,45,,,,28.6,81.6,85.4,78.0,,,74.3,1,3,172,23.2,86.8,8.1,13,17,0,3,4,6,3.5,882,6.8,88.1,42,43,7.5,3.36,0,2,4.3,79.1,34,17,8.1,54,25.1,3,19,,,,23.0,91.5,78.5,91.2,,,66.7,0,0,58,17.6,110.4,5.6,3,8,0,1,1,2,3.4,371,8.6,0,96.4,28,29,-3.4,1.68,0,0,0.0,93.1,27,5,0.0,31,14.4,0,5,,,,24.8,54.0,76.5,54.1,,,,0,0,33,20.0,83.5,3.2,1,0,0,1,0,1,3.0,117,4.0,1.85
Dak Prescott,10769,QB,DAL,6,-6.52,0,214,9,75.0,164,170,8.7,2.75,2,8,4.4,67.1,114,69,7.3,191,89.3,9,63,,,,73.8,76.0,58.7,72.2,,,78.9,1,4,204,20.3,87.6,7.3,14,7,0,3,5,5,2.5,1208,7.1,78.4,134,139,7.2,2.5,1,6,4.1,71.2,99,46,5.7,156,72.9,6,56,,,,69.5,79.2,55.6,74.9,,,80.9,2,3,164,19.6,95.9,5.8,9,6,0,2,5,4,2.4,1050,7.6,75.5,49,51,8.3,2.94,1,2,3.6,64.7,33,25,10.8,58,27.1,4,13,,,,81.8,61.2,78.8,61.4,,,58.3,0,1,63,20.0,77.4,8.6,5,1,0,1,1,1,1.6,282,5.5,0,100.0,19,20,-3.2,1.56,0,0,0.0,90.0,18,2,5.3,23,10.7,1,6,,,,75.9,64.8,75.2,64.2,,,,1,0,23,0.0,109.2,0.0,0,0,0,0,1,0,0.0,124,6.2,-2.02
Zach Wilson,82096,QB,NYJ,6,8.86,0,213,22,71.5,144,161,9.1,3.02,3,5,3.0,58.4,94,83,8.7,191,89.7,9,49,,,,60.8,60.7,85.2,56.4,,,75.6,3,5,201,21.7,72.0,9.4,18,12,2,9,4,5,2.5,1003,6.2,74.8,131,148,8.2,2.86,2,4,2.6,58.8,87,74,11.2,174,81.7,11,42,,,,39.3,57.7,85.0,53.6,,,74.0,3,5,183,20.3,64.9,8.6,15,11,2,10,2,6,3.3,832,5.6,74.2,31,34,5.9,3.14,2,1,2.8,67.6,23,15,0.0,39,18.3,0,11,,,,79.3,72.8,77.3,70.4,,,66.4,0,0,42,26.7,110.5,10.3,4,1,0,1,2,0,0.0,265,7.8,0,100.0,18,21,-3.1,2.03,1,0,0.0,76.2,16,6,11.1,22,10.3,2,4,,,,24.3,65.5,75.3,65.0,,,,0,0,24,16.7,84.2,4.5,1,0,0,2,0,1,4.2,94,4.5,2.17
Justin Herbert,28237,QB,LAC,5,2.65,0,211,27,69.8,149,158,10.6,2.89,2,8,4.6,64.6,102,72,1.9,183,86.7,2,65,,,,57.0,73.9,85.1,69.8,58.4,,76.4,2,2,202,13.9,101.2,5.5,10,15,0,5,9,7,3.5,1200,7.6,72.6,124,131,9.8,2.64,2,7,4.9,67.9,89,54,1.1,150,71.1,1,49,,,,50.1,72.3,84.6,70.2,58.4,,67.1,1,2,163,18.5,95.4,6.7,10,7,0,4,4,7,4.3,1034,7.9,75.5,49,51,5.9,2.83,0,1,1.8,70.6,36,19,2.7,61,28.9,1,21,,,,82.2,71.5,79.0,65.9,,,77.0,1,0,67,0.0,118.0,0.0,0,9,0,1,5,0,0.0,299,5.9,0,95.8,24,24,-3.2,1.39,0,0,0.0,95.8,23,1,0.0,28,13.3,0,5,,,,77.0,66.0,75.9,66.8,,,58.3,0,0,28,0.0,89.8,0.0,0,1,0,0,0,0,0.0,133,5.5,-2.03
Tua Tagovailoa,60326,QB,MIA,6,-6.88,0,209,17,76.0,154,168,10.7,2.48,6,14,7.9,66.7,112,45,4.3,180,86.1,5,83,,,,52.8,86.3,85.3,89.0,,,30.0,2,5,190,13.3,105.2,3.3,6,5,1,5,10,7,3.7,1619,9.6,79.4,136,144,7.2,2.08,5,10,6.8,72.9,105,28,2.8,150,71.8,3,67,,,,45.5,80.7,84.9,84.3,,,28.7,0,4,155,10.7,116.3,2.0,3,2,1,2,11,5,3.2,1368,9.5,80.4,46,53,12.1,2.91,2,4,6.9,66.0,35,17,5.4,59,28.2,2,28,,,,81.8,86.6,78.9,85.2,,,59.2,2,1,64,17.6,108.1,5.1,3,3,0,3,3,2,3.1,508,9.6,0,100.0,28,29,-4.1,1.24,1,0,0.0,96.6,28,0,0.0,29,13.9,0,12,,,,77.0,70.3,76.0,69.5,,,,0,0,29,,143.2,0.0,0,0,0,0,4,0,0.0,257,8.9,0.08
Bryce Young,123943,QB,CAR,5,8.43,0,207,5,73.0,137,161,8.4,3.04,1,5,2.9,60.9,98,80,2.0,185,89.4,2,55,,,,27.7,50.3,0.0,50.9,,,61.4,4,3,201,20.0,80.4,8.6,16,7,0,19,6,7,3.5,888,5.5,74.8,131,155,7.0,2.82,2,4,2.4,61.9,96,70,2.0,176,85.0,2,44,,,,27.2,45.7,0.0,47.0,,,57.1,2,3,192,21.4,72.6,8.5,15,5,0,20,3,7,3.6,764,4.9,79.2,24,27,6.9,3.2,0,1,3.6,70.4,19,11,0.0,31,15.0,0,15,,,,77.7,76.0,76.4,73.3,,,66.4,2,1,32,9.1,113.3,3.2,1,2,0,1,3,0,0.0,201,7.4,0,94.4,18,21,-3.8,1.49,1,0,0.0,81.0,17,1,0.0,22,10.6,0,4,,,,75.9,61.5,75.2,61.2,,,,0,1,23,0.0,62.1,0.0,0,0,0,2,0,0,0.0,77,3.7,2.51
