,,Win,,Cover,,Total Points,,Implied,Implied Score,
William & Mary,2021-12-01 19:00:00,700,140.00,13.5,17.39,130.0,18.18,12.0,58.3,71.8
Navy,2021-12-01 19:00:00,-1125,1.78,-13.5,19.05,130.0,18.18,88.0,71.8,58.3
Richmond,2021-12-01 19:00:00,-180,11.11,-3.5,16.67,144.5,17.39,62.1,74.0,70.5
Wofford,2021-12-01 19:00:00,155,31.00,3.5,20.00,144.5,19.05,37.9,70.5,74.0
Florida Gulf Coast,2021-12-01 19:00:00,100,20.00,1.5,18.18,141.5,18.18,47.8,70.0,71.5
Florida International,2021-12-01 19:00:00,-120,16.67,-1.5,18.18,141.5,18.18,52.2,71.5,70.0
Dartmouth,2021-12-01 19:00:00,575,115.00,12.0,18.18,121.0,18.18,14.2,54.5,66.5
Vermont,2021-12-01 19:00:00,-850,2.35,-12.0,18.18,121.0,18.18,85.8,66.5,54.5
St. Francis (NY),2021-12-01 19:00:00,280,56.00,8.0,17.39,139.0,18.18,25.1,65.5,73.5
Fordham,2021-12-01 19:00:00,-365,5.48,-8.0,19.05,139.0,18.18,74.9,73.5,65.5
Binghamton,2021-12-01 19:00:00,375,75.00,10.0,18.18,143.0,18.18,20.1,66.5,76.5
St. Joseph's,2021-12-01 19:00:00,-510,3.92,-10.0,18.18,143.0,18.18,79.9,76.5,66.5
Wagner,2021-12-01 19:00:00,800,160.00,15.0,17.39,135.5,18.18,10.6,60.3,75.3
Seton Hall,2021-12-01 19:00:00,-1375,1.45,-15.0,19.05,135.5,18.18,89.4,75.3,60.3
Princeton,2021-12-01 19:00:00,140,28.00,3.5,20.00,145.5,18.18,40.4,71.0,74.5
Hofstra,2021-12-01 19:00:00,-160,12.50,-3.5,16.67,145.5,18.18,59.6,74.5,71.0
South Carolina,2021-12-01 19:00:00,-265,7.55,-6.5,19.05,141.5,17.39,69.6,74.0,67.5
Coastal Carolina,2021-12-01 19:00:00,215,43.00,6.5,17.39,141.5,19.05,30.4,67.5,74.0
Cincinnati,2021-12-01 19:00:00,-165,12.12,-3.5,19.05,138.0,18.18,60.4,70.8,67.3
Miami (OH),2021-12-01 19:00:00,145,29.00,3.5,17.39,138.0,18.18,39.6,67.3,70.8
La Salle,2021-12-01 19:00:00,230,46.00,7.0,18.18,135.0,18.18,29.0,,
Temple,2021-12-01 19:00:00,-290,6.90,,,135.0,18.18,71.0,,
Ball State,2021-12-01 19:00:00,,,,,,,,,
Western Illinois,2021-12-01 19:00:00,,,,,,,,,
Nebraska,2021-12-01 19:15:00,215,43.00,6.5,18.18,147.0,19.05,30.4,70.3,76.8
North Carolina State,2021-12-01 19:15:00,-265,7.55,-6.5,18.18,147.0,17.39,69.6,76.8,70.3
Virginia Tech,2021-12-01 19:15:00,105,21.00,1.5,17.39,132.0,18.18,46.8,65.3,66.8
Maryland,2021-12-01 19:15:00,-125,16.00,-1.5,19.05,132.0,18.18,53.2,66.8,65.3
Memphis,2021-12-01 19:15:00,-675,2.96,-11.5,17.39,144.0,19.05,83.4,77.8,66.3
Georgia,2021-12-01 19:15:00,475,95.00,11.5,19.05,144.0,17.39,16.6,66.3,77.8
Louisville,2021-12-01 19:15:00,150,30.00,3.5,19.05,134.0,17.39,38.8,65.3,68.8
Michigan State,2021-12-01 19:15:00,-170,11.76,-3.5,17.39,134.0,19.05,61.2,68.8,65.3
E. Tennessee State,2021-12-01 19:30:00,410,82.00,11.5,18.18,136.0,17.39,18.7,62.3,73.8
UAB,2021-12-01 19:30:00,-575,3.48,-11.5,18.18,136.0,19.05,81.3,73.8,62.3
Washington State,2021-12-01 19:30:00,-130,15.38,-2.5,19.05,142.0,19.05,54.3,72.3,69.8
Arizona State,2021-12-01 19:30:00,110,22.00,2.5,17.39,142.0,17.39,45.7,69.8,72.3
Hartford,2021-12-01 19:30:00,475,95.00,11.0,18.18,148.5,18.18,16.6,68.8,79.8
Winthrop,2021-12-01 19:30:00,-675,2.96,-11.0,18.18,148.5,18.18,83.4,79.8,68.8
Texas Southern,2021-12-01 19:30:00,500,100.00,11.0,18.18,141.0,19.05,16.0,65.0,76.0
Louisiana Tech,2021-12-01 19:30:00,-720,2.78,-11.0,18.18,141.0,17.39,84.0,76.0,65.0
Albany,2021-12-01 20:00:00,950,190.00,16.5,19.05,129.0,16.67,9.1,56.3,72.8
Kansas State,2021-12-01 20:00:00,-1750,1.14,-16.5,17.39,129.0,20.00,90.9,72.8,56.3
Arkansas-Pine Bluff,2021-12-01 20:00:00,2500,500.00,28.5,18.18,137.0,18.18,3.7,54.3,82.8
Iowa State,2021-12-01 20:00:00,-8000,0.25,-28.5,18.18,137.0,18.18,96.3,82.8,54.3
Central Florida,2021-12-01 20:00:00,375,75.00,10.5,17.39,141.0,16.67,20.1,65.3,75.8
Auburn,2021-12-01 20:00:00,-510,3.92,-10.5,19.05,141.0,20.00,79.9,75.8,65.3
Ohio,2021-12-01 20:00:00,525,105.00,,,144.5,18.18,15.3,,
Louisiana State,2021-12-01 20:00:00,-760,2.63,,,144.5,18.18,84.7,,
Central Arkansas,2021-12-01 20:00:00,3000,600.00,32.0,18.18,150.5,18.18,3.2,59.3,91.3
Arkansas,2021-12-01 20:00:00,-9000,0.22,-32.0,18.18,150.5,18.18,96.8,91.3,59.3
UNLV,2021-12-01 20:00:00,300,60.00,8.5,17.39,137.0,16.67,23.8,64.3,72.8
SMU,2021-12-01 20:00:00,-400,5.00,-8.5,19.05,137.0,20.00,76.2,72.8,64.3
Wichita State,2021-12-01 20:00:00,235,47.00,7.5,17.39,134.0,16.67,28.5,63.3,70.8
Oklahoma State,2021-12-01 20:00:00,-300,6.67,-7.5,19.05,134.0,20.00,71.5,70.8,63.3
Eastern Illinois,2021-12-01 20:00:00,,,,,,,,,
Northern Illinois,2021-12-01 20:00:00,,,,,,,,,
Northern Iowa,2021-12-01 20:00:00,,,,,,,,,
Bradley,2021-12-01 20:00:00,,,,,,,,,
Missouri State,2021-12-01 20:00:00,,,,,,,,,
Illinois State,2021-12-01 20:00:00,,,,,,,,,
Texas A&M-Corpus Christi,2021-12-01 20:00:00,,,,,,,,,
Texas Rio Grande Valley,2021-12-01 20:00:00,,,,,,,,,
Florida,2021-12-01 20:00:00,-115,17.39,-1.0,18.18,135.0,18.18,51.1,68.0,67.0
Oklahoma,2021-12-01 20:00:00,-105,19.05,1.0,18.18,135.0,18.18,48.9,67.0,68.0
Indiana State,2021-12-01 20:00:00,,,,,,,,,
Loyola-Chicago,2021-12-01 20:00:00,,,,,,,,,
Southern Mississippi,2021-12-01 20:00:00,230,46.00,6.5,18.18,136.0,19.05,29.0,64.8,71.3
South Alabama,2021-12-01 20:00:00,-290,6.90,-6.5,18.18,136.0,17.39,71.0,71.3,64.8
Texas Tech,2021-12-01 20:30:00,-140,14.29,-2.5,18.18,138.0,18.18,56.2,70.3,67.8
Providence,2021-12-01 20:30:00,120,24.00,2.5,18.18,138.0,18.18,43.8,67.8,70.3
Pacific,2021-12-01 21:00:00,105,21.00,1.5,18.18,136.0,18.18,46.8,67.3,68.8
UC Davis,2021-12-01 21:00:00,-125,16.00,-1.5,18.18,136.0,18.18,53.2,68.8,67.3
BYU,2021-12-01 21:00:00,-1000,2.00,-14.0,18.18,137.5,16.67,87.2,75.8,61.8
Utah Valley,2021-12-01 21:00:00,650,130.00,14.0,18.18,137.5,20.00,12.8,61.8,75.8
Mississippi Valley St.,2021-12-01 21:00:00,1400,280.00,23.5,18.18,141.5,18.18,6.4,59.0,82.5
North Alabama,2021-12-01 21:00:00,-3300,0.61,-23.5,18.18,141.5,18.18,93.6,82.5,59.0
Arkansas-Little Rock,2021-12-01 21:00:00,1100,220.00,20.5,18.18,149.0,17.39,8.0,64.3,84.8
Colorado State,2021-12-01 21:00:00,-2200,0.91,-20.5,18.18,149.0,19.05,92.0,84.8,64.3
Michigan,2021-12-01 21:15:00,-130,15.38,-2.0,18.18,150.0,18.18,54.3,76.0,74.0
North Carolina,2021-12-01 21:15:00,110,22.00,2.0,18.18,150.0,18.18,45.7,74.0,76.0
Wisconsin,2021-12-01 21:15:00,-165,12.12,-3.5,17.39,132.5,19.05,60.4,68.0,64.5
Georgia Tech,2021-12-01 21:15:00,145,29.00,3.5,19.05,132.5,17.39,39.6,64.5,68.0
Miami,2021-12-01 21:15:00,130,26.00,2.5,18.18,135.0,17.39,42.0,66.3,68.8
Penn State,2021-12-01 21:15:00,-150,13.33,-2.5,18.18,135.0,19.05,58.0,68.8,66.3
Colorado,2021-12-01 21:30:00,600,120.00,13.5,18.18,139.0,17.39,13.7,62.8,76.3
UCLA,2021-12-01 21:30:00,-900,2.22,-13.5,18.18,139.0,19.05,86.3,76.3,62.8
San Diego,2021-12-01 22:00:00,175,35.00,4.5,18.18,126.5,16.67,34.9,61.0,65.5
Fresno State,2021-12-01 22:00:00,-210,9.52,-4.5,18.18,126.5,20.00,65.1,65.5,61.0
UC Riverside,2021-12-01 22:00:00,525,105.00,12.5,19.05,128.5,16.67,15.3,58.0,70.5
Oregon,2021-12-01 22:00:00,-760,2.63,-12.5,17.39,128.5,20.00,84.7,70.5,58.0
McNeese State,2021-12-01 22:00:00,700,140.00,13.5,18.18,145.5,18.18,12.0,66.0,79.5
Seattle,2021-12-01 22:00:00,-1125,1.78,-13.5,18.18,145.5,18.18,88.0,79.5,66.0
Utah,2021-12-01 23:30:00,245,49.00,7.5,18.18,137.0,18.18,27.7,,
USC,2021-12-01 23:30:00,-310,6.45,,,137.0,18.18,72.3,,
