player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derek Kyler,109012,QB,DARTMOUTH,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,0,0,148,0,0,72.5,75.6,75.3,,,52.3,60.0,3,0,0,0,0,14,4,2,0,0,0,4,5,2.5,2.0,,0
Mark Pappas,109046,QB,MOREHEAD,1,1,0,0,,0,0,-2,0,0,0,0,0.0,0,0,234,1,1,34.5,76.1,35.2,,,57.3,60.0,2,0,0,0,0,9,2,1,0,1,0,0,8,4.0,0.0,,0
Griffin O'Connor,109073,QB,YALE,1,1,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,352,0,0,63.3,76.5,61.1,,,64.2,60.0,7,0,0,0,0,20,7,1,0,1,0,6,3,1.5,3.0,,0
Michael Neel,109082,HB,DAYTON,1,2,0,0,0.0,0,0,1,0,0,0,1,0.0,0,0,150,0,0,61.2,72.1,,,58.3,58.6,60.0,2,0,1,1,8,3,0,0,1,3,0,1,1,0.5,0.5,0.13,2
Justin Rogers,77666,QB,UNLV,3,1,0,0,0.0,0,0,2,0,0,0,1,0.0,0,1,325,1,0,38.3,0.0,35.8,,,66.8,60.0,5,2,0,0,0,27,5,1,0,1,0,7,4,2.0,3.5,,0
Derek Green,77646,QB,SMU,2,1,1,0,0.0,0,0,1,0,0,0,2,0.0,0,0,287,1,0,30.3,72.4,43.0,,,43.8,60.0,3,0,0,0,0,11,3,1,0,1,0,4,4,2.0,2.0,,1
TD Ayo-Durojaiye,109115,HB,VILLANOVA,3,2,0,0,0.0,0,0,2,0,1,0,3,16.7,0,0,334,0,0,64.2,77.2,,21.2,71.6,53.9,72.2,2,0,58,7,32,16,0,0,7,9,0,2,3,1.5,1.0,1.81,1
Mitchell Kartes,91330,LB,N DAK ST,1,2,0,0,0.0,0,0,7,0,0,0,6,0.0,0,0,250,0,1,64.9,66.4,,,,63.6,,6,0,0,0,0,2,0,0,0,2,0,7,6,3.0,3.5,,1
Earl Stoudemire,109222,HB,MOREHEAD,1,2,0,0,0.0,0,0,-3,0,0,0,2,0.0,0,0,234,0,1,54.4,70.6,,24.5,56.4,58.6,,0,0,0,0,6,2,0,0,0,2,0,-3,2,1.0,-1.5,0.0,1
Tayshaun Shipp,154620,WR,MERCER,3,2,2,0,0.0,0,0,22,0,0,2,9,180.0,1,2,219,0,0,70.3,78.5,,,67.3,63.3,73.8,13,0,28,3,22,58,0,0,3,5,0,22,9,4.5,11.0,1.27,0
Jalen Mason,109253,WR,STETSON,1,2,1,1,86.4,19,0,22,0,0,1,8,80.0,1,1,302,0,0,75.1,73.6,,,73.6,63.1,61.2,19,0,41,3,7,11,0,0,4,5,0,22,8,4.0,11.0,5.86,0
Billy Kemp IV,77037,WR,VIRGINIA,6,2,0,0,0.0,0,2,9,6,8,0,2,18.2,0,0,335,1,0,67.4,7.5,,,68.6,63.1,55.9,9,3,394,42,204,69,0,0,56,44,0,9,2,1.0,4.5,1.93,2
Thomas Pannunzio,75953,CB,COLO STATE,1,2,0,0,0.0,0,0,-6,0,0,0,2,0.0,0,0,144,0,0,53.0,65.8,,,,56.1,,-3,0,0,0,0,2,0,0,0,2,0,-6,2,1.0,-3.0,,0
Jordan Bingham,109514,WR,VALPO,2,2,0,0,0.0,0,0,-2,0,1,0,2,10.0,0,0,332,0,2,58.7,0.0,,,61.4,56.1,56.5,2,1,78,8,50,43,0,0,11,10,0,-2,2,1.0,-1.0,1.56,0
Shaka Moales,109546,HB,MERRIMACK,1,2,0,0,0.0,0,0,4,0,0,0,4,0.0,0,0,385,0,0,52.8,71.2,,,56.0,53.7,,2,0,0,0,6,2,0,0,0,2,0,4,4,2.0,2.0,0.0,2
Drew Estrada,109686,WR,BAYLOR,4,2,0,0,0.0,0,0,-3,1,1,0,2,7.1,0,0,118,0,0,70.7,80.7,,,72.7,56.1,53.6,-1,0,208,12,56,46,0,0,17,14,0,-3,2,1.0,-1.5,3.71,0
Brandan Lisenby,109835,WR,ST FRANCIS,1,2,1,1,70.8,17,0,24,0,0,1,21,262.5,1,1,299,0,0,65.4,75.6,,,65.3,61.3,57.1,17,0,24,2,19,22,0,0,4,4,0,24,21,10.5,12.0,1.26,0
Nick Rice,111137,HB,STTHOM,1,2,0,0,0.0,0,0,5,0,0,0,2,0.0,0,1,1129,0,0,50.0,0.0,,0.0,60.7,62.3,63.5,4,1,2,1,8,6,0,0,3,3,0,5,2,1.0,2.5,0.25,1
Austin Reed,111760,QB,WESTFL,1,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,1,1269,0,0,61.7,76.7,61.4,,,63.2,59.4,3,0,0,0,0,21,0,0,0,2,0,-3,0,0.0,-1.5,,1
Jake Bailey,72158,WR,RICE,5,2,0,0,0.0,0,1,-7,1,1,0,0,0.0,1,1,275,0,0,69.3,83.5,,,71.6,59.6,42.8,11,1,232,21,133,90,0,0,31,23,0,1,0,0.0,0.5,1.74,1
Silas Bolden,71674,WR,OREGON ST,5,2,0,0,0.0,0,0,11,0,0,0,1,0.0,0,1,265,0,0,58.5,75.1,,,62.9,53.7,61.4,7,0,14,1,10,15,0,0,2,3,0,11,1,0.5,5.5,1.4,0
Shane Illingworth,71512,QB,OKLA STATE,1,1,1,0,0.0,0,0,-5,0,0,0,0,0.0,0,0,262,0,0,80.0,0.0,83.5,,,57.0,60.0,1,2,0,0,0,26,1,1,0,1,0,-4,6,3.0,-2.0,,0
Jacob Conover,70963,QB,BYU,1,2,0,0,0.0,0,0,-4,0,0,0,0,0.0,0,0,128,0,0,51.7,74.2,48.4,,,60.1,60.0,-2,0,0,0,0,23,0,0,0,2,0,-4,0,0.0,-2.0,,0
Isaiah Cashwell,122206,HB,MIAMI FL,1,2,0,0,0.0,0,0,4,0,0,0,4,0.0,0,0,220,0,0,65.1,66.0,,,,63.7,,5,0,0,0,0,2,0,0,0,2,0,4,4,2.0,2.0,,2
Keylon Stokes,65080,WR,TULSA,4,2,0,0,0.0,0,0,16,3,2,0,6,46.2,0,0,320,1,0,56.2,82.0,,,54.3,69.9,57.1,9,0,140,11,92,43,0,0,22,13,0,16,6,3.0,8.0,1.52,0
Tucker Gleason,122475,QB,TOLEDO,2,2,0,0,0.0,0,0,4,0,0,0,4,0.0,0,0,316,0,1,73.8,72.2,83.4,,,55.4,60.0,4,0,0,0,0,15,0,0,0,2,0,4,4,2.0,2.0,,1
JD Head,122677,QB,LA TECH,1,1,1,0,0.0,0,0,8,0,0,0,0,0.0,0,1,208,1,0,49.1,73.3,49.2,,,56.9,60.0,8,0,0,0,0,13,0,1,0,1,0,8,4,2.0,4.0,,0
Jacolby Criswell,122830,QB,N CAROLINA,2,2,0,0,0.0,0,0,2,0,0,0,3,0.0,0,0,245,1,1,43.7,70.4,77.5,,,37.3,60.0,1,0,0,0,0,9,0,0,0,2,0,2,3,1.5,1.0,,1
Aaron Dawson,62013,HB,CENT CT ST,1,2,0,0,0.0,0,0,-1,1,0,0,2,0.0,0,0,133,0,1,56.1,70.8,,68.1,54.6,56.4,,1,0,32,3,10,2,0,0,5,5,0,-1,2,1.0,-0.5,3.2,1
Justin Rodriguez,123329,HB,UTSA,1,2,0,0,0.0,0,0,4,0,0,0,3,0.0,0,0,331,0,0,64.0,68.6,,,79.5,58.7,60.0,3,0,9,1,1,4,0,0,1,3,0,4,3,1.5,2.0,9.0,2
Markquan Rucker,123430,HB,W VIRGINIA,1,2,0,0,0.0,0,0,6,0,0,0,4,0.0,0,0,343,0,0,62.9,65.2,,,,62.1,,5,0,0,0,0,2,0,0,0,2,0,6,4,2.0,3.0,,2
Tez Johnson,123709,WR,TROY,6,2,4,1,85.2,23,0,27,4,5,4,24,291.9,1,1,318,0,0,68.4,83.9,60.0,,69.8,57.5,50.6,23,0,314,35,162,56,0,0,44,37,0,27,24,12.0,13.5,1.94,0
Jadan Blue,61705,WR,TEMPLE,5,2,0,0,0.0,0,0,3,0,2,0,2,8.7,0,0,306,0,1,58.4,84.8,,,59.5,56.3,51.7,4,0,115,21,164,102,0,0,31,23,0,3,2,1.0,1.5,0.7,0
Judd Cockett,61671,WR,SO UTAH,4,2,0,0,0.0,0,0,8,2,3,0,3,26.5,0,1,298,1,0,54.6,81.4,72.6,,52.5,60.8,59.3,7,0,135,15,67,54,0,0,22,17,1,8,3,1.5,4.0,2.01,0
Robert Lewis,123858,WR,GA STATE,5,2,0,0,0.0,0,0,15,0,2,0,7,140.0,1,2,175,0,0,67.0,78.4,,,65.3,67.6,57.5,10,0,33,3,36,57,0,0,4,5,0,15,7,3.5,7.5,0.92,2
Jaylon Redd,61586,WR,OREGON,5,2,1,1,72.4,21,0,29,3,3,1,26,577.8,1,1,264,1,2,62.4,0.0,,,58.5,70.5,81.4,21,2,119,7,78,77,0,0,14,9,0,29,26,13.0,14.5,1.53,0
Bobo Miller,124142,HB,OLE MISS,1,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,0,226,0,0,53.6,65.2,,,,55.3,,2,0,0,0,0,2,0,0,0,2,0,4,2,1.0,2.0,,2
J.J. Jernighan,124175,HB,MISS STATE,5,2,0,0,0.0,0,0,5,1,0,0,3,0.0,0,1,227,0,1,62.8,76.8,,68.0,47.6,64.7,78.9,4,0,15,3,20,11,0,0,4,5,0,5,3,1.5,2.5,0.75,1
D'ionte Smith,124218,WR,MISSOURI,6,2,0,0,0.0,0,0,4,0,0,0,2,0.0,0,1,229,0,1,86.9,76.5,,,85.6,64.1,59.4,4,0,147,4,15,12,0,0,5,6,1,4,2,1.0,2.0,9.8,0
Lance McCutcheon,61478,WR,MONTANA ST,6,2,0,0,0.0,0,0,14,2,7,0,4,43.8,1,1,233,0,0,89.4,85.3,,,89.5,60.8,65.9,10,0,578,30,140,172,0,0,48,32,1,14,4,2.0,7.0,4.13,0
Jaheim Bell,124225,TE,S CAROLINA,6,2,0,0,0.0,0,0,16,0,1,0,3,12.5,1,1,289,0,0,70.4,83.9,,49.5,72.6,69.7,57.5,10,0,145,10,61,95,0,0,17,12,0,16,3,1.5,8.0,2.38,0
Bradley Dunn,124231,HB,S CAROLINA,1,2,1,0,0.0,0,0,4,0,0,1,4,100.0,0,0,289,0,2,54.7,66.4,,,,56.1,,2,0,0,0,0,2,0,0,0,2,0,4,4,2.0,2.0,,0
Reggie Todd,61462,WR,TROY,6,1,0,1,68.6,24,0,24,2,6,0,3,90.0,2,2,318,1,0,62.4,83.3,50.1,,63.5,67.9,46.7,24,0,257,19,176,109,11,1,29,20,0,35,3,1.5,17.5,1.46,0
Harrison Bailey,124266,QB,TENNESSEE,1,1,2,0,0.0,0,0,2,0,0,0,0,0.0,0,2,307,0,1,69.7,72.5,62.2,,,69.1,60.0,8,0,0,0,0,10,8,1,0,1,1,10,17,8.5,5.0,,0
Quan Hampton,61343,WR,N IOWA,1,2,0,0,0.0,0,0,-6,0,3,0,-1,-15.0,0,0,255,0,0,69.0,76.7,,,68.7,56.4,78.3,-2,0,99,8,33,14,0,0,10,10,0,-6,-1,-0.5,-3.0,3.0,2
D.J. Matthews Jr.,61255,WR,INDIANA,4,2,0,0,0.0,0,0,28,2,3,0,2,20.0,2,2,190,0,0,69.9,81.2,,62.1,67.5,69.6,66.2,14,0,165,13,79,68,0,0,19,15,1,28,2,1.0,14.0,2.09,0
Victor Tucker,61203,WR,CHARLOTTE,6,2,1,1,71.4,15,0,21,1,5,1,10,90.9,1,1,136,0,0,82.9,49.1,,,85.1,68.0,56.0,15,2,432,31,169,166,0,0,44,33,0,21,10,5.0,10.5,2.56,0
R.J. Sneed,61166,WR,BAYLOR,6,1,0,0,,0,0,0,0,5,0,1,25.0,0,0,118,2,0,67.9,84.0,,,69.4,54.6,58.3,0,0,331,19,139,147,0,1,24,20,0,0,3,1.5,0.0,2.38,0
Wesley Kommer,128235,HB,NEVADA,2,2,0,0,0.0,0,0,8,0,1,0,4,33.3,0,0,239,0,1,62.9,74.7,,38.0,72.2,61.3,,5,0,22,4,10,2,0,0,4,6,0,8,4,2.0,4.0,2.2,1
Jathan Washington,128286,WR,SACR HEART,1,2,0,0,0.0,0,0,14,1,0,0,6,0.0,0,0,280,0,0,49.3,70.7,,,45.0,62.7,59.3,9,0,0,0,5,5,0,0,1,2,0,14,6,3.0,7.0,0.0,0
Natano Woods,128341,QB,S JOSE ST,2,2,0,0,0.0,0,0,7,0,0,0,7,0.0,0,0,285,0,2,55.5,0.0,62.1,,,56.7,60.0,5,1,0,0,0,7,0,0,0,2,0,7,7,3.5,3.5,,0
Kyle Williams,128374,WR,UNLV,4,1,0,0,0.0,0,0,6,4,2,0,0,0.0,0,0,325,0,0,58.8,83.7,,,58.4,60.6,58.9,6,0,159,14,118,94,1,1,29,15,0,7,0,0.0,3.5,1.35,0
Anthony Squitieri,154701,QB,MERCER,1,2,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,0,219,0,0,60.7,71.6,,,,,60.0,-1,0,0,0,0,16,0,0,0,2,0,-3,0,0.0,-1.5,,0
Shon Mitchell,60610,QB,CENT CT ST,2,2,0,0,0.0,0,0,-17,0,0,0,-1,0.0,0,1,133,0,1,59.7,73.4,56.0,,,64.4,60.0,4,0,0,0,0,10,0,0,0,2,0,-17,-1,-0.5,-8.5,,0
Al Wooten II,129571,HB,MERCER,2,2,0,0,0.0,0,0,11,0,0,0,6,0.0,0,1,219,0,1,59.7,71.5,,74.6,60.0,62.5,55.4,8,0,0,0,0,5,0,0,0,2,0,11,6,3.0,5.5,,1
Roman Wilson,129604,WR,MICHIGAN,5,2,0,1,81.1,43,0,53,0,0,0,11,0.0,2,2,222,0,0,73.2,17.7,,,74.7,69.1,57.9,43,1,145,9,51,102,0,0,12,11,0,53,11,5.5,26.5,2.84,0
Jake Dunniway,60572,QB,SACRAMENTO,3,1,1,0,0.0,0,0,-1,0,0,0,0,0.0,0,0,279,0,0,78.9,79.4,79.2,,54.3,56.3,60.0,0,1,0,0,1,22,0,1,0,1,0,-1,2,1.0,-0.5,0.0,0
Jake Arthurs,129717,HB,NWESTERN,1,2,1,0,0.0,0,0,2,0,0,1,4,100.0,0,1,256,0,0,63.9,65.2,,,,62.8,,5,0,0,0,0,2,0,0,0,2,1,2,4,2.0,1.0,,2
Caziah Holmes,129782,HB,PENN STATE,2,2,0,0,0.0,0,0,12,0,0,0,2,0.0,0,0,266,0,1,57.0,68.7,,9.2,,61.9,60.0,9,0,0,0,0,3,0,0,0,2,0,12,2,1.0,6.0,,1
Marcellus Moore,129827,WR,PURDUE,1,2,0,0,0.0,0,0,5,0,0,0,3,0.0,0,0,273,0,0,77.1,70.3,,,69.2,63.3,83.5,6,0,11,1,4,3,0,0,1,3,0,5,3,1.5,2.5,2.75,1
Chimere Dike,129918,WR,WISCONSIN,5,2,0,0,0.0,0,0,22,2,0,0,10,0.0,2,1,349,0,0,62.9,81.8,,,62.6,67.0,53.7,12,1,115,9,81,116,0,0,17,11,0,22,10,5.0,11.0,1.42,0
Westin Elliott,60433,QB,MERRIMACK,1,0,0,0,0.0,0,0,0,0,0,0,,100.0,1,0,385,1,0,79.4,76.5,87.0,,,35.6,60.0,11,0,0,0,0,20,15,2,0,0,0,15,4,2.0,7.5,,0
Aveon Smith,130529,QB,MIAMI OH,1,2,2,0,0.0,0,0,20,0,0,2,19,950.0,1,1,221,0,0,89.1,70.1,,,,76.4,60.0,14,0,0,0,0,10,0,0,0,2,0,20,19,9.5,10.0,,2
Elijhah Badger,131603,WR,ARIZONA ST,4,2,1,2,100.0,39,0,39,0,1,1,10,250.0,2,2,110,0,0,69.5,76.0,,,61.0,74.7,60.4,22,0,25,2,17,7,0,0,4,4,2,39,10,5.0,19.5,1.47,0
Bailey Hockman,60383,QB,MIDDLE TN,3,2,0,0,0.0,0,0,5,0,0,0,4,0.0,0,1,224,1,2,65.0,79.4,61.0,,89.2,65.3,60.0,5,1,0,0,0,50,0,0,0,2,0,5,4,2.0,2.5,,0
Izaiah Hartrup,134761,WR,S ILLINOIS,3,2,1,0,0.0,0,0,14,1,3,1,6,70.6,0,0,295,0,0,76.5,5.4,,,76.5,63.4,65.6,9,1,174,15,81,48,0,0,18,17,0,14,6,3.0,7.0,2.15,0
Khalil Banks,136848,HB,TARLETON,1,2,1,0,0.0,0,0,5,0,0,1,5,125.0,0,1,401,0,2,63.8,68.6,,67.9,58.2,63.1,,7,0,0,0,2,2,0,0,0,2,0,5,5,2.5,2.5,0.0,0
Arron Foulkes,138004,WR,E ILLINOIS,3,2,0,1,88.5,23,0,26,2,0,0,-2,0.0,1,1,158,0,0,57.0,0.0,,,58.3,61.0,56.1,23,1,56,4,54,29,0,0,8,6,0,26,-2,-1.0,13.0,1.04,1
Anthony Bedell,154725,HB,HOWARD,2,2,0,0,0.0,0,0,-2,0,0,0,1,0.0,0,0,184,0,1,69.4,69.2,,,80.2,58.7,60.0,-1,0,11,1,4,3,0,0,1,3,0,-2,1,0.5,-1.0,2.75,1
Josh Fields,57459,HB,DIXIE,1,2,0,0,0.0,0,0,5,0,0,0,6,0.0,0,1,1285,0,1,61.3,70.3,,70.0,55.2,63.1,,6,0,0,0,9,2,0,0,0,2,0,5,6,3.0,2.5,0.0,1
Anthony Smith,57429,HB,ABILENE CH,1,2,0,0,0.0,0,0,5,0,0,0,4,0.0,0,0,100,0,1,57.2,73.8,,76.9,54.3,58.6,60.0,3,0,0,0,10,5,0,0,0,2,0,5,4,2.0,2.5,0.0,1
CJ Jones,57426,HB,W KENTUCKY,4,2,0,0,0.0,0,0,10,0,0,0,3,0.0,0,1,346,0,0,63.6,72.7,,76.2,61.8,62.9,60.0,9,0,20,2,9,3,0,0,4,4,0,10,3,1.5,5.0,2.22,2
Isaiah Gable,57391,WR,SACRAMENTO,3,2,0,0,0.0,0,0,14,0,0,0,14,0.0,1,1,279,0,0,58.8,78.4,,,58.0,57.5,74.8,10,0,0,0,22,20,0,0,1,2,0,14,14,7.0,7.0,0.0,0
A.J. Davis Jr.,57381,HB,PITTSBURGH,1,2,0,1,85.7,18,0,21,0,0,0,16,0.0,1,1,268,1,1,60.5,74.6,,76.6,35.6,62.9,85.7,18,0,22,4,14,3,0,0,4,6,1,21,16,8.0,10.5,1.57,0
Elijah Burrell,139171,QB,DAVIDSON,1,2,0,0,0.0,0,0,13,0,0,0,6,0.0,0,0,149,0,0,84.8,72.0,79.3,,,68.6,60.0,8,0,0,0,0,12,0,0,0,2,0,13,6,3.0,6.5,,2
Bradyn Oakley,139214,WR,DAVIDSON,1,2,0,0,0.0,0,0,-2,0,0,0,0,0.0,0,0,149,0,0,64.2,75.5,,,59.2,56.9,72.5,1,0,14,2,7,28,0,0,2,4,0,-2,0,0.0,-1.0,2.0,2
Jordan Rowell,57353,HB,MAINE,1,2,2,0,0.0,0,0,5,0,0,2,6,300.0,0,0,212,0,2,64.5,66.0,,,,63.2,,3,0,0,0,0,2,0,0,0,2,0,5,6,3.0,2.5,,0
Nate Adebayo,139412,HB,MOREHEAD,1,2,0,0,0.0,0,0,-5,0,0,0,1,0.0,0,0,234,0,1,58.5,67.8,,74.1,,58.1,60.0,-2,0,0,0,0,3,0,0,0,2,0,-5,1,0.5,-2.5,,1
Irving Smith,141363,HB,KENNESAW,3,2,0,0,0.0,0,0,3,0,0,0,2,0.0,0,0,200,0,0,59.3,76.7,,,53.8,62.7,57.5,5,0,0,0,6,30,0,0,1,2,0,3,2,1.0,1.5,0.0,1
Kevin Dominique,57155,HB,LA TECH,2,2,0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,208,0,2,58.5,68.4,,73.5,58.8,58.8,,1,0,0,0,2,2,0,0,0,2,0,1,0,0.0,0.5,0.0,0
Cole Stenstrom,141835,QB,S DAKOTA,1,2,0,0,0.0,0,0,1,0,0,0,3,0.0,0,0,291,0,1,56.6,66.6,,,,58.1,60.0,4,0,0,0,0,3,0,0,0,2,0,1,3,1.5,0.5,,0
Daniel Bender,141921,WR,W ILLINOIS,2,2,0,0,0.0,0,0,14,1,0,0,2,0.0,0,0,345,0,0,71.2,77.5,,,69.0,67.6,58.0,9,0,83,3,32,14,0,0,6,5,0,14,2,1.0,7.0,2.59,0
D'Andre Hicks,55784,WR,ROB MORRIS,1,2,1,0,0.0,0,0,11,0,3,1,10,181.8,1,1,277,0,0,73.7,0.0,,,75.4,61.0,56.7,14,1,79,9,31,14,0,0,10,11,0,11,10,5.0,5.5,2.55,0
Jose Lopez-Quinones,142218,HB,ALBANY,2,2,0,0,0.0,0,0,2,0,0,0,1,0.0,0,0,106,0,1,57.3,71.9,,73.2,59.4,56.9,58.9,2,0,1,1,5,5,0,0,1,3,0,2,1,0.5,1.0,0.2,0
Marcus Jones,55717,CB,HOUSTON,4,2,0,0,0.0,0,0,4,1,0,0,5,0.0,0,0,182,0,0,66.4,76.7,,,66.3,59.6,60.2,4,1,109,10,40,15,0,0,15,12,0,4,5,2.5,2.0,2.73,1
Jaquarii Roberson,55454,WR,WAKE,6,2,0,0,0.0,0,0,8,1,1,0,5,7.6,0,0,339,2,0,80.5,82.6,,,82.6,56.1,51.4,6,0,515,31,159,122,0,0,47,33,0,8,5,2.5,4.0,3.24,0
Emmanuel Logan-Greene,55409,WR,NEW MEXICO,4,2,0,0,0.0,0,0,9,1,4,0,5,62.5,0,1,241,0,2,71.0,0.0,,,73.4,61.2,61.2,6,2,155,14,54,40,0,0,19,16,0,9,5,2.5,4.5,2.87,0
Tim Newman,142572,HB,PRESBYTERN,1,2,0,0,0.0,0,0,10,0,0,0,2,0.0,0,1,271,0,1,60.4,68.1,,,55.3,62.1,60.0,8,0,0,0,3,3,0,0,0,2,0,10,2,1.0,5.0,0.0,1
Kaylan Wiggins,55167,QB,FIU,1,2,1,1,71.4,15,0,21,0,0,1,6,150.0,1,1,166,0,1,73.6,69.1,,,,67.3,60.0,15,0,0,0,0,7,0,0,0,2,0,21,6,3.0,10.5,,0
Zavier Scott,55123,WR,MAINE,2,2,0,0,0.0,0,0,-2,1,2,0,1,20.0,0,1,212,0,0,60.8,78.7,,,60.0,62.8,56.9,2,0,73,3,26,31,0,0,5,5,0,-2,1,0.5,-1.0,2.81,1
Rent Montie,143087,QB,LAFAYETTE,1,0,2,0,0.0,0,0,0,0,0,0,,100.0,1,1,203,0,0,59.1,72.0,52.3,,,68.1,60.0,24,0,0,0,0,4,29,2,0,0,0,29,30,15.0,14.5,,0
Darius Lane,143275,HB,VALPO,2,2,1,0,0.0,0,0,13,0,0,1,7,116.7,1,1,332,0,0,63.6,73.5,,72.3,57.1,62.1,60.0,10,0,4,1,10,4,0,0,1,3,0,13,7,3.5,6.5,0.4,2
Kyah Moore,143328,WR,MS VLY ST,1,2,1,0,,0,0,0,0,0,1,1,25.0,0,0,228,0,1,58.2,68.5,,,60.0,58.7,,0,0,0,0,1,2,0,0,0,2,0,0,1,0.5,0.0,0.0,1
Ahmari Huggins-Bruce,144160,WR,LOUISVILLE,6,2,0,0,0.0,0,0,15,0,0,0,4,0.0,1,1,210,1,0,68.5,81.0,,,69.3,63.2,49.3,12,0,261,14,77,51,0,0,21,16,0,15,4,2.0,7.5,3.39,0
Neil Pau'u,52010,WR,BYU,6,2,0,0,0.0,0,0,7,2,4,0,3,21.4,0,1,128,0,0,77.1,47.9,72.2,70.8,76.1,62.7,70.2,5,2,331,26,153,155,0,0,40,28,0,7,3,1.5,3.5,2.16,0
Jack Dunn,47396,WR,WISCONSIN,5,2,0,0,0.0,0,0,4,0,0,0,1,0.0,0,0,349,0,0,50.8,79.3,,,50.0,55.3,63.4,2,0,0,0,44,59,0,0,6,2,0,4,1,0.5,2.0,0.0,0
Kai Horton,144418,QB,TULANE,2,2,0,0,0.0,0,0,5,0,0,0,3,0.0,0,1,319,0,1,85.2,71.8,90.0,,,61.1,60.0,3,0,0,0,0,15,0,0,0,2,0,5,3,1.5,2.5,,1
Charles Schibler,144434,HB,TULANE,1,2,0,0,0.0,0,0,10,0,0,0,4,0.0,0,1,319,0,0,73.3,64.5,,,,69.7,,6,0,0,0,0,2,0,0,0,2,0,10,4,2.0,5.0,,2
Sam Jackson,144682,QB,TCU,1,2,1,0,0.0,0,0,11,0,0,1,8,200.0,0,1,305,0,0,64.0,66.6,,,,62.1,60.0,8,0,0,0,0,3,0,0,0,2,0,11,8,4.0,5.5,,2
Nehemiah Martinez I,144759,WR,TEXAS TECH,2,2,0,0,0.0,0,0,9,0,0,0,3,0.0,0,0,315,0,2,61.8,70.6,,,,62.0,55.4,7,0,0,0,0,8,0,0,0,2,0,9,3,1.5,4.5,,0
Jake Molinich,45060,TE,BUFFALO,6,2,0,0,0.0,0,0,3,2,0,0,3,0.0,0,2,126,0,0,57.4,81.6,,66.5,47.2,69.9,60.3,2,0,16,2,41,149,0,0,4,4,1,3,3,1.5,1.5,0.39,0
Samson Nacua,43380,WR,BYU,5,2,0,0,0.0,0,1,3,2,0,0,2,0.0,0,0,128,0,0,56.2,4.7,,,56.5,53.3,74.1,3,2,52,5,66,54,0,0,8,7,0,3,2,1.0,1.5,0.79,2
Rick Wells,42268,WR,FLORIDA,6,2,0,0,0.0,0,0,12,1,0,0,2,0.0,1,1,163,0,0,77.0,14.8,,,79.2,63.3,52.8,10,1,147,12,58,79,0,0,17,14,0,12,2,1.0,6.0,2.53,1
Randle Jones,42142,WR,TEMPLE,3,2,0,0,0.0,0,2,8,1,1,0,1,3.3,0,1,306,0,1,73.8,0.0,,,75.0,57.9,77.5,5,2,235,13,71,58,0,0,18,15,0,8,1,0.5,4.0,3.31,0
Kyle McCord,145053,QB,OHIO STATE,3,2,0,0,0.0,0,0,11,0,0,0,1,0.0,0,1,260,1,0,57.7,76.3,54.9,,,63.8,60.0,7,0,0,0,0,29,0,0,0,2,0,11,1,0.5,5.5,,1
Eric Collins,41998,WR,UMASS,6,2,0,0,0.0,0,0,16,1,2,0,5,55.6,1,1,216,0,1,65.4,15.3,,,65.9,63.1,59.9,12,1,116,7,87,57,0,0,14,9,0,16,5,2.5,8.0,1.33,0
Cam Fancher,145266,QB,MARSHALL,1,1,0,0,0.0,0,0,10,0,0,0,5,0.0,1,1,214,0,0,67.0,68.1,66.6,,,61.2,,10,0,0,0,0,1,5,1,0,1,0,15,5,2.5,7.5,,0
Isiah Paige,145348,WR,DOMINION,6,2,0,0,0.0,0,0,-2,4,4,0,1,16.7,0,0,263,1,2,52.1,26.6,,,53.3,58.5,52.9,3,1,87,10,105,91,0,0,21,12,0,-2,1,0.5,-1.0,0.83,0
Tim Wilson Jr.,41965,WR,SE LA,2,2,1,0,0.0,0,0,16,1,3,1,8,145.5,0,1,294,0,0,77.3,79.3,,,76.2,67.7,64.3,9,0,111,9,60,19,0,0,12,11,0,16,8,4.0,8.0,1.85,0
A.J. Gates,145444,HB,UAB,1,2,1,0,0.0,0,0,1,0,0,1,3,75.0,0,0,321,0,0,54.9,66.4,,,,56.2,,3,0,0,0,0,2,0,0,0,2,0,1,3,1.5,0.5,,2
Eddie Lee Marburger,145511,QB,UTSA,1,2,0,0,0.0,0,0,-8,0,0,0,0,0.0,0,0,331,0,0,64.4,71.2,63.0,,,60.1,60.0,-4,0,0,0,0,10,0,0,0,2,0,-8,0,0.0,-4.0,,0
