Customer Name,Vessel name,Required del. date,Del Conf Date,Pricing Date,Plant,Port name,Product Name,Net weight,Net amount
SEASPAN SHIP MANAGEMENT LTD,ALTAMIRA EXPRESS,22/04/2022,29/04/2022,23/04/2022,AY40,HOUSTON (Texas),TALUSIA UNIVERSAL 100    BULK   MAR   US,9416,18251
SEASPAN SHIP MANAGEMENT LTD,ALTAMIRA EXPRESS,22/04/2022,29/04/2022,23/04/2022,AY40,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,18605,32898
PARTANKERS XII AS,CAPE GAVI,26/04/2022,28/04/2022,26/04/2022,AK30,SAINT JOHN  N.B.,TALUSIA UNIVERSAL        BULK   MAR   US,9302,28456
FLEET MANAGEMENT LIMITED,CABO FUJI,2/5/2022,20/06/2022,5/5/2022,AK20,PORT ANGELES (Washin,TALUSIA UNIVERSAL 100    BULK   MAR   US,13181,39894
FLEET MANAGEMENT LIMITED,CABO FUJI,2/5/2022,20/06/2022,5/5/2022,AK20,PORT ANGELES (Washin,TALUSIA LS 40            BULK   MAR   US,7358,20395
FLEET MANAGEMENT LIMITED,CABO FUJI,2/5/2022,20/06/2022,5/5/2022,AK20,PORT ANGELES (Washin,ATLANTA MARINE D 3005    BULK   MAR   US,8898,24502
FLEET MANAGEMENT LIMITED,CABO FUJI,2/5/2022,20/06/2022,5/5/2022,AK20,PORT ANGELES (Washin,TALUSIA UNIVERSAL        BULK   MAR   US,6261,17366
ENEOS CORPORATION,LUNA SPIRIT,2/5/2022,6/5/2022,4/5/2022,AZ70,PORT HUENEME (Califo,TALUSIA HR 70            BULK   MAR   US,13910,31820
ENEOS CORPORATION,LUNA SPIRIT,2/5/2022,6/5/2022,4/5/2022,AZ70,PORT HUENEME (Califo,EPONA Z 150              20L    MAR C,36,240
TOTE Services,ENDURANCE,7/5/2022,9/5/2022,6/5/2022,AB90,BALTIMORE (Maryland),VISGA 15                 20L    MAR C,85,664
TOTE Services,ENDURANCE,7/5/2022,9/5/2022,6/5/2022,AB90,BALTIMORE (Maryland),BARELF CH 100            20L    MAR C,19,507
TOTE Services,ENDURANCE,7/5/2022,9/5/2022,6/5/2022,AB90,BALTIMORE (Maryland),MULTIS EP 0              18K    TOT C,252,2876
TOTE Services,ENDURANCE,7/5/2022,9/5/2022,6/5/2022,AB90,BALTIMORE (Maryland),CERAN XM 220             18K    TOT C,18,267
STI REGINA SHIPPING CO LTD,STI REGINA,29/04/2022,16/05/2022,29/04/2022,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL 100    BULK   MAR   US,11299,24765
STI REGINA SHIPPING CO LTD,STI REGINA,29/04/2022,16/05/2022,29/04/2022,AK00,NEW ORLEANS (Louisia,AURELIA TI 3030          BULK   MAR   US,3640,7243
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,29/04/2022,3/5/2022,1/5/2022,AB90,NEW YORK (New York),ATLANTA MARINE D 3005    BULK   MAR   US,5399,8980
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,29/04/2022,3/5/2022,1/5/2022,AB90,NEW YORK (New York),BARELF CH 100            20L    MAR C,134,4216
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,29/04/2022,3/5/2022,1/5/2022,AB90,NEW YORK (New York),BIOADHESIVE PLUS         18K    TOT C,54,1165
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,29/04/2022,3/5/2022,1/5/2022,AB90,NEW YORK (New York),BIOMULTIS EP 2           18K    TOT C,54,1117
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,29/04/2022,3/5/2022,1/5/2022,AB90,NEW YORK (New York),CERAN XM 220             18K    TOT C,54,708
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,29/04/2022,3/5/2022,1/5/2022,AB90,NEW YORK (New York),EPONA Z 220              20L    MAR C,36,207
STI BOSPHORUS SHIPPING CO LTD,STI BOSPHORUS,29/04/2022,3/5/2022,1/5/2022,AB90,NEW YORK (New York),TALUSIA HR 70            208L   MAR   US,1949,4222
Torm A/S,TORM SUCCESS,28/04/2022,2/5/2022,1/6/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL 100    BULK   MAR   US,15066,36266
Torm A/S,TORM SUCCESS,28/04/2022,2/5/2022,1/6/2022,AJ80,HOUSTON (Texas),AURELIA TI 3030          BULK   MAR   US,4550,10613
Torm A/S,TORM SUCCESS,28/04/2022,2/5/2022,1/6/2022,AJ80,HOUSTON (Texas),DISOLA W 15W40           20L    MAR C,71,354
Torm A/S,TORM SUCCESS,28/04/2022,2/5/2022,1/6/2022,AJ80,HOUSTON (Texas),BARELF SM 46             20L    MAR C,50,839
Torm A/S,TORM SUCCESS,28/04/2022,2/5/2022,1/6/2022,AJ80,HOUSTON (Texas),PLANETELF ACD 220 FY     20L    TOT C,61,1765
ENEOS CORPORATION,WECO JOSEFINE,27/04/2022,29/04/2022,29/04/2022,AB90,Other Port - US- EAS,VISGA 32                 205L   MAR   US,711,4676
MASTER & OWNERS OF ETC NEFERTARI,ETC NEFERTARI,27/04/2022,4/5/2022,2/5/2022,AJ80,GALVESTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,9302,22049
MASTER & OWNERS OF ETC NEFERTARI,ETC NEFERTARI,27/04/2022,4/5/2022,2/5/2022,AJ80,GALVESTON (Texas),VISGA 15                 205L   MAR   US,349,1881
MASTER & OWNERS OF ETC NEFERTARI,ETC NEFERTARI,27/04/2022,4/5/2022,2/5/2022,AJ80,GALVESTON (Texas),BARELF SM 68             20L    MAR C,34,659
MASTER & OWNERS OF ETC NEFERTARI,ETC NEFERTARI,27/04/2022,4/5/2022,2/5/2022,AJ80,GALVESTON (Texas),CERAN AD PLUS            18K    TOT C,36,505
ENEOS CORPORATION,NORD SUNDA,2/5/2022,5/5/2022,4/5/2022,AK00,NEW ORLEANS (Louisia,TALUSIA HR 70            BULK   MAR   US,18797,37125
ENEOS CORPORATION,NORD SUNDA,2/5/2022,5/5/2022,4/5/2022,AK00,NEW ORLEANS (Louisia,VISGA 68                 205L   MAR   US,901,5114
ENEOS CORPORATION,NORD SUNDA,2/5/2022,5/5/2022,4/5/2022,AK00,NEW ORLEANS (Louisia,PRESLIA 68               20L    TOT C,35,204
ENEOS CORPORATION,NORD SUNDA,2/5/2022,5/5/2022,4/5/2022,AK00,NEW ORLEANS (Louisia,CERAN XM 220             18K    TOT C,126,2000
LIBERTY MARITIME CORPORATION,LIBERTY PASSION,8/5/2022,11/5/2022,10/5/2022,AK10,JACKSONVILLE (Florid,TALUSIA UNIVERSAL        BULK   MAR   US,4651,10350
LIBERTY MARITIME CORPORATION,LIBERTY PASSION,8/5/2022,11/5/2022,10/5/2022,AK10,JACKSONVILLE (Florid,TALUSIA UNIVERSAL 100    BULK   MAR   US,1881,4416
Premuda S.P.A,PS ROMA,27/04/2022,2/5/2022,27/04/2022,AY40,PORT ARTHUR (Texas),AURELIA TI 4020          208L   MAR   US,2808,8043
MAYFLOWER LTD,MARIA 1921,1/5/2022,12/5/2022,4/5/2022,AK20,PORTLAND (Oregon),AURELIA TI 4030          208L   MAR   US,943,2814
MAYFLOWER LTD,MARIA 1921,1/5/2022,12/5/2022,4/5/2022,AK20,PORTLAND (Oregon),VISGA 32                 205L   MAR   US,178,904
MAYFLOWER LTD,MARIA 1921,1/5/2022,12/5/2022,4/5/2022,AK20,PORTLAND (Oregon),TALUSIA UNIVERSAL        208L   MAR   US,5592,17000
NB1 MARITIME INC.,BRYANT,7/5/2022,31/05/2022,11/5/2022,AK20,VANCOUVER,TALUSIA LS 40            BULK   MAR   US,9228,27240
NB1 MARITIME INC.,BRYANT,7/5/2022,31/05/2022,11/5/2022,AK20,VANCOUVER,AURELIA TI 4030          BULK   MAR   US,1825,5449
NB1 MARITIME INC.,BRYANT,7/5/2022,31/05/2022,11/5/2022,AK20,VANCOUVER,DISOLA W 15W40           20L    MAR C,35,215
NB1 MARITIME INC.,BRYANT,7/5/2022,31/05/2022,11/5/2022,AK20,VANCOUVER,PRESLIA 68               20L    TOT C,18,94
"SUZUYO SHOJI CO., LTD- TOKYO BRANCH",GLOBAL SUCCESS,16/05/2022,31/05/2022,19/05/2022,AB90,NEWARK - ELIZABETH (,EPONA SA 220             205L   MAR C,360,9241
Maersk A/S,Gudrun Maersk,29/05/2022,1/6/2022,28/05/2022,AB90,NEWARK - ELIZABETH (,BIOMULTIS EP 2           18K    TOT C,54,654
Eagle Shipping International (USA),JAY,18/05/2022,13/05/2022,11/5/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL 100    BULK   MAR   US,9416,17976
Eagle Shipping International (USA),JAY,18/05/2022,13/05/2022,11/5/2022,AJ80,HOUSTON (Texas),BARELF CH 100            20L    MAR C,38,1360
Eagle Shipping International (USA),JAY,18/05/2022,13/05/2022,11/5/2022,AJ80,HOUSTON (Texas),AURELIA TI 3030          BULK   MAR   US,3640,6550
Eagle Shipping International (USA),JAY,18/05/2022,13/05/2022,11/5/2022,AJ80,HOUSTON (Texas),VISGA 68                 20L    MAR C,316,1361
Master & Owners of La Tonda,LA TONDA,28/04/2022,4/5/2022,2/5/2022,AK00,NEW ORLEANS (Louisia,ATLANTA MARINE D 3005    BULK   MAR   US,7117,14073
Master & Owners of La Tonda,LA TONDA,28/04/2022,4/5/2022,2/5/2022,AK00,NEW ORLEANS (Louisia,AURELIA TI 4030          BULK   MAR   US,3640,7641
Master & Owners of La Tonda,LA TONDA,28/04/2022,4/5/2022,2/5/2022,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL 100    BULK   MAR   US,14124,32160
Master & Owners of La Tonda,LA TONDA,28/04/2022,4/5/2022,2/5/2022,AK00,NEW ORLEANS (Louisia,CERAN XM 220             18K    TOT C,36,455
Master & Owners of La Tonda,LA TONDA,28/04/2022,4/5/2022,2/5/2022,AK00,NEW ORLEANS (Louisia,BIOADHESIVE PLUS         18K    TOT C,180,2869
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),EPONA Z 320              205L   MAR C,184,1334
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),VISGA 100                205L   MAR   US,181,1234
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),BARELF SM 46             20L    MAR C,34,1221
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),PLANETELF ACD 100 FY     20L    TOT C,38,1794
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),CERAN XM 220             18K    TOT C,36,640
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),DISOLA W 15W40           20L    MAR C,35,210
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),VISGA 32                 20L    MAR C,35,244
M/T Hellespont Protector,Hellespont Protector,4/5/2022,17/05/2022,7/5/2022,AJ80,PORT ARTHUR (Texas),CERAN AD PLUS            18K    TOT C,54,937
CAPETANISSA MARITIME CORP,BEIJING,30/04/2022,2/5/2022,29/04/2022,AK10,CHARLESTON (South Ca,BARELF CH 100            20L    MAR C,57,2120
FLEET MANAGEMENT LIMITED,SPAR URSA,6/5/2022,13/05/2022,12/5/2022,AK10,TAMPA (Florida),TALUSIA UNIVERSAL        BULK   MAR   US,4450,10620
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,1/5/2022,1/6/2022,10/5/2022,AB90,NORFOLK (Virginia),CERAN AD PLUS            18K    TOT C,18,341
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,1/5/2022,1/6/2022,10/5/2022,AB90,NORFOLK (Virginia),AURELIA TI 4040          BULK   MAR   US,4526,11781
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,1/5/2022,1/6/2022,10/5/2022,AB90,NORFOLK (Virginia),TALUSIA UNIVERSAL        BULK   MAR   US,18546,45645
NEEDLE HILL LIMITED. FOR OWNERS,BEA SCHULTE,1/5/2022,1/6/2022,10/5/2022,AB90,NORFOLK (Virginia),CERAN XM 220             18K    TOT C,54,922
Wilhelmsen Ship Management Sdn Bhd,Tamerlane,15/05/2022,20/06/2022,24/05/2022,AB90,BALTIMORE (Maryland),TALUSIA UNIVERSAL        BULK   MAR   US,18589,44288
LUCK SHIPPING & TRADING SA,CHIOS LUCK,7/5/2022,17/05/2022,7/5/2022,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL        BULK   MAR   US,16744,41695
LUCK SHIPPING & TRADING SA,CHIOS LUCK,7/5/2022,17/05/2022,7/5/2022,AK00,NEW ORLEANS (Louisia,AURELIA TI 3030          BULK   MAR   US,2730,6705
LUCK SHIPPING & TRADING SA,CHIOS LUCK,7/5/2022,17/05/2022,7/5/2022,AK00,NEW ORLEANS (Louisia,CERAN AD PLUS            18K    TOT C,72,962
LUCK SHIPPING & TRADING SA,CHIOS LUCK,7/5/2022,17/05/2022,7/5/2022,AK00,NEW ORLEANS (Louisia,CERAN XM 220             18K    TOT C,72,986
IJSCON MARITIME LTD.,IJSSEL CONFIDENCE,2/5/2022,5/5/2022,2/5/2022,AY40,HOUSTON (Texas),DISOLA M 4015            208L   MAR   US,936,2524
MASTER & OWNERS SEAWAYS NIAGARA,SEAWAYS NIAGARA,5/5/2022,13/05/2022,5/5/2022,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL        BULK   MAR   US,9302,18761
MASTER & OWNERS SEAWAYS NIAGARA,SEAWAYS NIAGARA,5/5/2022,13/05/2022,5/5/2022,AK00,NEW ORLEANS (Louisia,AURELIA TI 3030          BULK   MAR   US,3640,7296
GRIMALDI DEEP SEA Spa,GRANDE TOGO,8/5/2022,10/5/2022,9/5/2022,AB90,BALTIMORE (Maryland),VISGA 46                 205L   MAR   US,1790,8807
GRIMALDI DEEP SEA Spa,GRANDE TOGO,8/5/2022,10/5/2022,9/5/2022,AB90,BALTIMORE (Maryland),DACNIS 100               208L   TOT C,183,1322
GRIMALDI DEEP SEA Spa,GRANDE TOGO,8/5/2022,10/5/2022,9/5/2022,AB90,BALTIMORE (Maryland),BIOMULTIS EP 2           18K    TOT C,72,1557
APL MARITIME LIMITED.  TN90911,PRESIDENT EISENHOWER,7/5/2022,13/05/2022,8/5/2022,AZ70,LOS ANGELES (Califor,VISGA 68                 205L   MAR   US,721,3801
VULICA SHIPPING CO. LTD,Donald M. James,5/5/2022,6/5/2022,5/5/2022,AJ80,HOUSTON (Texas),BARELF CH 100            20L    MAR C,96,3234
VULICA SHIPPING CO. LTD,Donald M. James,5/5/2022,6/5/2022,5/5/2022,AJ80,HOUSTON (Texas),BARELF SM 46             20L    MAR C,34,1004
REEFERSHIP MARINE SERVICES LLC,TROPICAL STAR,20/05/2022,26/05/2022,25/05/2022,AB90,GLOUCESTER (New Jers,TALUSIA LS 40            BULK   MAR   US,10102,29482
REEFERSHIP MARINE SERVICES LLC,TROPICAL STAR,20/05/2022,26/05/2022,25/05/2022,AB90,GLOUCESTER (New Jers,AURELIA TI 4030          208L   MAR   US,2830,8833
REEFERSHIP MARINE SERVICES LLC,TROPICAL STAR,20/05/2022,26/05/2022,25/05/2022,AB90,GLOUCESTER (New Jers,BARELF CH 100            20L    MAR C,115,3350
REEFERSHIP MARINE SERVICES LLC,TROPICAL STAR,20/05/2022,26/05/2022,25/05/2022,AB90,GLOUCESTER (New Jers,BARELF SM 68             20L    MAR C,51,1277
FLEET MANAGEMENT LIMITED,SPAR PAVO,9/5/2022,16/05/2022,10/5/2022,AK00,NEW ORLEANS (Louisia,TALUSIA HR 70            BULK   MAR   US,9398,21300
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,EPONA Z 150              20L    MAR C,107,628
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,EPONA SA 220             20L    MAR C,34,995
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,CERAN AD PLUS            18K    TOT C,108,2047
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,CERAN XM 220             18K    TOT C,72,1398
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,DISOLA W 15W40           20L    MAR C,124,789
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,PLANETELF ACD 220 FY     20L    TOT C,102,3884
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,PLANETELF ACD 32         20L    TOT C,20,716
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,EPONA Z 460              205L   MAR C,185,1127
AZALEE LNG SHIPPING SAS,LNG ADVENTURE,6/5/2022,9/5/2022,6/5/2022,AJ80,LAKE CHARLES (Louisi,PRESLIA 32               208L   TOT C,181,896
Wilhelmsen Ship Management Sdn Bhd,Talisman,18/05/2022,31/05/2022,19/05/2022,AZ70,LONG BEACH (Californ,DISOLA W 15W40           20L    MAR C,88,655
Wilhelmsen Ship Management Sdn Bhd,Talisman,18/05/2022,31/05/2022,19/05/2022,AZ70,LONG BEACH (Californ,BARELF CH 100            20L    MAR C,96,2481
Wilhelmsen Ship Management Sdn Bhd,Talisman,18/05/2022,31/05/2022,19/05/2022,AZ70,LONG BEACH (Californ,BIOADHESIVE PLUS         18K    TOT C,90,1890
Wilhelmsen Ship Management Sdn Bhd,Talisman,18/05/2022,31/05/2022,19/05/2022,AZ70,LONG BEACH (Californ,CERAN AD PLUS            18K    TOT C,36,501
Wilhelmsen Ship Management Sdn Bhd,Talisman,18/05/2022,31/05/2022,19/05/2022,AZ70,LONG BEACH (Californ,BIOMULTIS EP 2           18K    TOT C,90,1814
Wilhelmsen Ship Management Sdn Bhd,Talisman,18/05/2022,31/05/2022,19/05/2022,AZ70,LONG BEACH (Californ,CERAN XM 220             18K    TOT C,36,512
Wilhelmsen Ship Management Sdn Bhd,Talisman,18/05/2022,31/05/2022,19/05/2022,AZ70,LONG BEACH (Californ,VISGA 15                 205L   MAR   US,175,1209
MV UBC SANTOS -,UBC SANTOS,6/5/2022,10/5/2022,9/5/2022,AJ80,PORT ARTHUR (Texas),VISGA 32                 205L   MAR   US,355,1871
INTERNATIONAL BULK REEFERS INC,ORANGE OCEAN,9/5/2022,24/05/2022,9/5/2022,AB90,NEWARK - ELIZABETH (,TALUSIA UNIVERSAL 100    BULK   MAR   US,9770,25525
ORTSA MARITIME LTD,ATHERINA,7/5/2022,31/05/2022,7/5/2022,AK20,VANCOUVER,VISGA 68                 205L   MAR   US,180,1066
ORTSA MARITIME LTD,ATHERINA,7/5/2022,31/05/2022,7/5/2022,AK20,VANCOUVER,VISGA 32                 205L   MAR   US,178,1053
ORTSA MARITIME LTD,ATHERINA,7/5/2022,31/05/2022,7/5/2022,AK20,VANCOUVER,CERAN AD PLUS            18K    TOT C,180,2413
ORTSA MARITIME LTD,ATHERINA,7/5/2022,31/05/2022,7/5/2022,AK20,VANCOUVER,CERAN XM 220             18K    TOT C,180,2469
MLT International NV,EVEREST BAY,7/5/2022,5/5/2022,5/5/2022,AK10,PORT CANAVERAL (Flor,VISGA 15                 205L   MAR   US,349,1616
MLT International NV,EVEREST BAY,7/5/2022,5/5/2022,5/5/2022,AK10,PORT CANAVERAL (Flor,VISGA 68                 205L   MAR   US,180,772
MATSON,MOKIHANA,2/6/2022,13/05/2022,10/5/2022,AZ70,LONG BEACH (Californ,TALUSIA LS 25            208L   MAR   US,603,2091
"KG MS ""SANTA LAETITIA"" Offen",CMA CGM ORFEO,17/05/2022,25/05/2022,18/05/2022,AB90,NEWARK - ELIZABETH (,ATLANTA MARINE D 3005    BULK   MAR   US,22103,38449
"KG MS ""SANTA LAETITIA"" Offen",CMA CGM ORFEO,17/05/2022,25/05/2022,18/05/2022,AB90,NEWARK - ELIZABETH (,AURELIA TI 4030          BULK   MAR   US,8838,17829
"KG MS ""SANTA LAETITIA"" Offen",CMA CGM ORFEO,17/05/2022,25/05/2022,18/05/2022,AB90,NEWARK - ELIZABETH (,TALUSIA UNIVERSAL        BULK   MAR   US,25674,49338
TAMPA MARITIME CO LTD,UBC TAMPA,11/5/2022,13/05/2022,12/5/2022,AK20,PORTLAND (Oregon),TALUSIA LS 40            BULK   MAR   US,11840,24470
BERM CORPORATION,W-ORIGINAL,5/5/2022,13/05/2022,6/5/2022,AZ70,LONG BEACH (Californ,TALUSIA LS 40            BULK   MAR   US,9200,21706
BERM CORPORATION,W-ORIGINAL,5/5/2022,13/05/2022,6/5/2022,AZ70,LONG BEACH (Californ,ATLANTA MARINE D 3005    BULK   MAR   US,4448,9501
BERM CORPORATION,W-ORIGINAL,5/5/2022,13/05/2022,6/5/2022,AZ70,LONG BEACH (Californ,AURELIA TI 4040          BULK   MAR   US,2730,6817
BERM CORPORATION,W-ORIGINAL,5/5/2022,13/05/2022,6/5/2022,AZ70,LONG BEACH (Californ,BARELF CH 100            20L    MAR C,153,4952
SEASPAN SHIP MANAGEMENT LTD,SEASPAN CALICANTO,8/5/2022,13/05/2022,10/5/2022,AY40,HOUSTON (Texas),EPONA Z 220              205L   MAR C,182,1732
SEASPAN SHIP MANAGEMENT LTD,SEASPAN CALICANTO,8/5/2022,13/05/2022,10/5/2022,AY40,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,8372,14655
SEASPAN SHIP MANAGEMENT LTD,SEASPAN CALICANTO,8/5/2022,13/05/2022,10/5/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL 100    BULK   MAR   US,5650,10850
SEASPAN SHIP MANAGEMENT LTD,SEASPAN CALICANTO,8/5/2022,13/05/2022,10/5/2022,AY40,HOUSTON (Texas),AURELIA TI 4030          BULK   MAR   US,6369,11468
SEASPAN SHIP MANAGEMENT LTD,SEASPAN CALICANTO,8/5/2022,13/05/2022,10/5/2022,AY40,HOUSTON (Texas),VISGA 68                 205L   MAR   US,180,1621
SEASPAN SHIP MANAGEMENT LTD,SEASPAN CALICANTO,8/5/2022,13/05/2022,10/5/2022,AY40,HOUSTON (Texas),CERAN AD PLUS            18K    TOT C,72,1496
CONTAINERSHIPS - CMA CGM GMBH FOR,ANL WARRNAMBOOL,14/05/2022,24/05/2022,15/05/2022,AZ70,LONG BEACH (Californ,AURELIA TI 4030          BULK   MAR   US,5460,10809
CONTAINERSHIPS - CMA CGM GMBH FOR,ANL WARRNAMBOOL,14/05/2022,24/05/2022,15/05/2022,AZ70,LONG BEACH (Californ,ATLANTA MARINE D 3005    BULK   MAR   US,22242,38328
CONTAINERSHIPS - CMA CGM GMBH FOR,ANL WARRNAMBOOL,14/05/2022,24/05/2022,15/05/2022,AZ70,LONG BEACH (Californ,TALUSIA LS 40            BULK   MAR   US,14719,27826
SWIRE SHIPPING PTE LTD,WUCHOW,5/5/2022,26/05/2022,13/05/2022,AZ70,SAN FRANCISCO (Calif,BIONEPTAN HT 100         205L   MAR C,1502,36520
"OCEAN LONGEVITY CO., LTD.",OCEAN PRINCE,5/5/2022,13/05/2022,8/5/2022,AK00,NEW ORLEANS (Louisia,TALUSIA UNIVERSAL        BULK   MAR   US,9302,21100
"OCEAN LONGEVITY CO., LTD.",OCEAN PRINCE,5/5/2022,13/05/2022,8/5/2022,AK00,NEW ORLEANS (Louisia,ATLANTA MARINE D 3005    BULK   MAR   US,4448,10261
Master & Owners of La SELVA,LA SELVA,10/5/2022,31/05/2022,24/05/2022,AK20,VANCOUVER,VISGA 46                 205L   MAR   US,1432,7843
Master & Owners of La SELVA,LA SELVA,10/5/2022,31/05/2022,24/05/2022,AK20,VANCOUVER,AURELIA TI 4040          208L   MAR   US,943,3440
MASTER & OWNERS OF BIRDIE TRADER,BIRDIE TRADER,8/5/2022,13/05/2022,11/5/2022,AY40,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,6512,13029
MASTER & OWNERS OF BIRDIE TRADER,BIRDIE TRADER,8/5/2022,13/05/2022,11/5/2022,AY40,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,4448,8367
MASTER & OWNERS OF BIRDIE TRADER,BIRDIE TRADER,8/5/2022,13/05/2022,11/5/2022,AY40,HOUSTON (Texas),AURELIA TI 4020          208L   MAR   US,1872,4629
ENEOS CORPORATION,ORIENTAL MARGUERITE,1/6/2022,18/05/2022,17/05/2022,AJ80,HOUSTON (Texas),TALUSIA LS 40            BULK   MAR   US,3680,8747
ENEOS CORPORATION,ORIENTAL MARGUERITE,1/6/2022,18/05/2022,17/05/2022,AJ80,HOUSTON (Texas),TALUSIA HR 70            BULK   MAR   US,5639,13153
MARINEPOOL SOLUTIONS LIMITED,CURACAO TRADER,7/5/2022,10/5/2022,7/5/2022,AK00,NEW ORLEANS (Louisia,EPONA Z 100              205L   MAR C,361,1627
MV NOMADIC HJELLESTAD -,NOMADIC HJELLESTAD,12/5/2022,1/6/2022,18/05/2022,AK10,TAMPA (Florida),AURELIA TI 4030          BULK   MAR   US,6369,16727
MV NOMADIC HJELLESTAD -,NOMADIC HJELLESTAD,12/5/2022,1/6/2022,18/05/2022,AK10,TAMPA (Florida),DISOLA W 15W40           205L   MAR C,725,3538
MV NOMADIC HJELLESTAD -,NOMADIC HJELLESTAD,12/5/2022,1/6/2022,18/05/2022,AK10,TAMPA (Florida),PRESLIA 68               20L    TOT C,18,106
MV NOMADIC HJELLESTAD -,NOMADIC HJELLESTAD,12/5/2022,1/6/2022,18/05/2022,AK10,TAMPA (Florida),VISGA 46                 20L    MAR C,35,173
MASTER & OWNERS OF PRESINGE TRADER,PRESINGE TRADER,13/05/2022,24/05/2022,13/05/2022,AB90,BALTIMORE (Maryland),TALUSIA HR 70            BULK   MAR   US,3759,9018
MASTER & OWNERS OF PRESINGE TRADER,PRESINGE TRADER,13/05/2022,24/05/2022,13/05/2022,AB90,BALTIMORE (Maryland),AURELIA TI 4020          208L   MAR   US,1872,5391
MASTER & OWNERS OF PRESINGE TRADER,PRESINGE TRADER,13/05/2022,24/05/2022,13/05/2022,AB90,BALTIMORE (Maryland),BARELF CH 100            20L    MAR C,115,2588
Master and Owners of AAL GENO,AAL GENOA,8/5/2022,10/5/2022,9/5/2022,AJ80,HOUSTON (Texas),BARELF CH 100            20L    MAR C,115,3249
Master and Owners of AAL GENO,AAL GENOA,8/5/2022,10/5/2022,9/5/2022,AJ80,HOUSTON (Texas),CERAN AD PLUS            18K    TOT C,90,1670
Master and Owners of AAL GENO,AAL GENOA,8/5/2022,10/5/2022,9/5/2022,AJ80,HOUSTON (Texas),CERAN XM 220             18K    TOT C,108,1376
Master and Owners of AAL GENO,AAL GENOA,8/5/2022,10/5/2022,9/5/2022,AJ80,HOUSTON (Texas),ATLANTA MARINE D 3005    BULK   MAR   US,4448,6764
Master and Owners of AAL GENO,AAL GENOA,8/5/2022,10/5/2022,9/5/2022,AJ80,HOUSTON (Texas),TALUSIA UNIVERSAL        BULK   MAR   US,7442,13067
