,,Win,,Cover,,Total Points,,Implied,Implied Score,
Grand Canyon,2022-01-20 19:30:00,-125,16.00,-1.5,17.39,138.0,18.18,53.2,69.8,68.3
Stephen F. Austin,2022-01-20 19:30:00,105,21.00,1.5,19.05,138.0,18.18,46.8,68.3,69.8
South Alabama,2022-01-20 20:00:00,115,23.00,2.0,18.18,146.5,18.18,44.7,72.3,74.3
Louisiana-Lafayette,2022-01-20 20:00:00,-135,14.81,-2.0,18.18,146.5,18.18,55.3,74.3,72.3
Texas-Arlington,2022-01-20 20:00:00,185,37.00,5.5,18.18,135.5,17.39,33.6,65.0,70.5
Arkansas State,2022-01-20 20:00:00,-225,8.89,-5.5,18.18,135.5,19.05,66.4,70.5,65.0
Montana State,2022-01-20 20:00:00,,,-8.0,18.18,137.0,18.18,,72.5,64.5
Northern Arizona,2022-01-20 20:00:00,290,58.00,8.0,18.18,137.0,18.18,,64.5,72.5
Old Dominion,2022-01-20 20:00:00,125,25.00,3.0,17.39,142.0,18.18,42.9,69.5,72.5
Rice,2022-01-20 20:00:00,-145,13.79,-3.0,19.05,142.0,18.18,57.1,72.5,69.5
SE Louisiana,2022-01-20 20:00:00,140,28.00,3.0,18.18,152.5,18.18,40.4,74.8,77.8
New Orleans,2022-01-20 20:00:00,-160,12.50,-3.0,18.18,152.5,18.18,59.6,77.8,74.8
North Dakota,2022-01-20 20:00:00,2000,400.00,21.0,17.39,159.5,18.18,4.6,69.3,90.3
Oral Roberts,2022-01-20 20:00:00,-5000,0.40,-21.0,19.05,159.5,18.18,95.4,90.3,69.3
North Dakota State,2022-01-20 20:00:00,-130,15.38,-2.0,18.18,132.0,17.39,54.3,67.0,65.0
UM-Kansas City,2022-01-20 20:00:00,110,22.00,2.0,18.18,132.0,19.05,45.7,65.0,67.0
Seattle,2022-01-20 20:00:00,210,42.00,5.5,20.00,141.5,19.05,30.9,68.0,73.5
Abilene Christian,2022-01-20 20:00:00,-260,7.69,-5.5,16.67,141.5,17.39,69.1,73.5,68.0
Tennessee State,2022-01-20 20:00:00,115,23.00,2.0,20.00,157.5,17.39,44.7,77.8,79.8
SE Missouri State,2022-01-20 20:00:00,-135,14.81,-2.0,16.67,157.5,19.05,55.3,79.8,77.8
Texas Rio Grande Valley,2022-01-20 20:00:00,575,115.00,13.0,18.18,148.5,18.18,14.2,67.8,80.8
Utah Valley,2022-01-20 20:00:00,-850,2.35,-13.0,18.18,,,85.8,,
Detroit,2022-01-20 20:00:00,-235,8.51,-5.5,18.18,137.0,18.18,67.0,71.3,65.8
Wisconsin-Green Bay,2022-01-20 20:00:00,190,38.00,5.5,18.18,137.0,18.18,33.0,65.8,71.3
Oakland,2022-01-20 20:00:00,-335,5.97,-7.5,18.18,141.0,16.67,73.5,74.3,66.8
Wisconsin-Milwaukee,2022-01-20 20:00:00,260,52.00,7.5,18.18,141.0,20.00,26.5,66.8,74.3
Northern Kentucky,2022-01-20 20:00:00,,,,,,,,,
Illinois-Chicago,2022-01-20 20:00:00,,,,,,,,,
Eastern Illinois,2022-01-20 20:00:00,,,,,,,,,
Murray State,2022-01-20 20:00:00,,,,,,,,,
Northwestern State,2022-01-20 20:00:00,650,130.00,13.0,18.18,157.5,18.18,12.8,72.3,85.3
Nicholls State,2022-01-20 20:00:00,-1000,2.00,-13.0,18.18,157.5,18.18,87.2,85.3,72.3
California Baptist,2022-01-20 20:00:00,180,36.00,5.5,17.39,131.5,18.18,34.2,63.0,68.5
Tarleton State,2022-01-20 20:00:00,-220,9.09,-5.5,19.05,131.5,18.18,65.8,68.5,63.0
McNeese State,2022-01-20 20:30:00,410,82.00,10.5,18.18,144.5,18.18,18.7,67.0,77.5
Texas A&M-Corpus Christi,2022-01-20 20:30:00,-575,3.48,-10.5,18.18,144.5,18.18,81.3,77.5,67.0
Houston Baptist,2022-01-20 20:30:00,155,31.00,3.5,18.18,139.5,18.18,37.9,68.0,71.5
Incarnate Word,2022-01-20 20:30:00,-180,11.11,-3.5,18.18,139.5,18.18,62.1,71.5,68.0
San Diego,2022-01-20 21:00:00,950,190.00,15.5,19.05,136.0,18.18,9.1,60.3,75.8
BYU,2022-01-20 21:00:00,-1750,1.14,-15.5,17.39,136.0,18.18,90.9,75.8,60.3
Santa Clara,2022-01-20 21:00:00,300,60.00,9.0,18.18,138.5,18.18,23.8,64.8,73.8
St. Mary's (CAL),2022-01-20 21:00:00,-400,5.00,-9.0,18.18,138.5,18.18,76.2,73.8,64.8
Sacramento State,2022-01-20 21:00:00,250,50.00,7.5,18.18,144.0,17.39,27.3,68.3,75.8
Eastern Washington,2022-01-20 21:00:00,-320,6.25,-7.5,18.18,144.0,19.05,72.7,75.8,68.3
Northern Colorado,2022-01-20 21:00:00,-235,8.51,-5.5,18.18,159.5,16.67,67.0,82.5,77.0
Idaho,2022-01-20 21:00:00,190,38.00,5.5,18.18,159.5,20.00,33.0,77.0,82.5
Idaho State,2022-01-20 21:00:00,1000,200.00,16.5,18.18,136.5,18.18,8.7,60.0,76.5
Weber State,2022-01-20 21:00:00,-2000,1.00,-16.5,18.18,136.5,18.18,91.3,76.5,60.0
Connecticut,2022-01-20 21:00:00,-400,5.00,-8.5,18.18,127.0,16.67,76.2,67.8,59.3
Butler,2022-01-20 21:00:00,300,60.00,8.5,18.18,127.0,20.00,23.8,59.3,67.8
Tulsa,2022-01-20 21:00:00,280,56.00,8.0,18.18,132.0,17.39,25.1,62.0,70.0
Cincinnati,2022-01-20 21:00:00,-365,5.48,-8.0,18.18,132.0,19.05,74.9,70.0,62.0
Texas-San Antonio,2022-01-20 21:00:00,800,160.00,14.5,18.18,133.5,18.18,10.6,59.5,74.0
UTEP,2022-01-20 21:00:00,-1375,1.45,-14.5,18.18,133.5,18.18,89.4,74.0,59.5
Lamar,2022-01-20 21:00:00,240,48.00,7.0,17.39,147.0,18.18,28.1,70.0,77.0
Dixie State,2022-01-20 21:00:00,-305,6.56,-7.0,19.05,147.0,18.18,71.9,77.0,70.0
UNLV,2022-01-20 21:00:00,-255,7.84,-6.0,18.18,126.0,18.18,68.7,66.0,60.0
Air Force,2022-01-20 21:00:00,205,41.00,6.0,18.18,126.0,18.18,31.3,60.0,66.0
Boise State,2022-01-20 21:00:00,-105,19.05,1.5,16.67,132.5,18.18,48.9,65.5,67.0
Utah State,2022-01-20 21:00:00,-115,17.39,-1.5,20.00,132.5,18.18,51.1,67.0,65.5
Montana,2022-01-20 22:00:00,-180,11.11,-4.0,18.18,133.5,18.18,62.1,68.8,64.8
Portland State,2022-01-20 22:00:00,155,31.00,4.0,18.18,133.5,18.18,37.9,64.8,68.8
Cal State-Fullerton,2022-01-20 22:00:00,240,48.00,7.0,18.18,131.0,18.18,28.1,62.0,69.0
UC Irvine,2022-01-20 22:00:00,-305,6.56,-7.0,18.18,131.0,18.18,71.9,69.0,62.0
Hawaii,2022-01-20 22:00:00,-110,18.18,1.0,17.39,131.5,18.18,50.0,65.3,66.3
Cal State Bakersfield,2022-01-20 22:00:00,-110,18.18,-1.0,19.05,131.5,18.18,50.0,66.3,65.3
Long Beach State,2022-01-20 22:00:00,105,21.00,2.0,17.39,142.5,18.18,46.8,70.3,72.3
UC San Diego,2022-01-20 22:00:00,-125,16.00,-2.0,19.05,142.5,18.18,53.2,72.3,70.3
UC Davis,2022-01-20 22:00:00,-180,11.11,-3.5,17.39,135.5,18.18,62.1,69.5,66.0
Cal State-Northridge,2022-01-20 22:00:00,155,31.00,3.5,19.05,135.5,18.18,37.9,66.0,69.5
San Francisco,2022-01-20 23:00:00,1000,200.00,16.0,18.18,160.0,18.18,8.7,72.0,88.0
Gonzaga,2022-01-20 23:00:00,-2000,1.00,-16.0,18.18,160.0,18.18,91.3,88.0,72.0
Pepperdine,2022-01-20 23:00:00,435,87.00,10.5,18.18,145.0,16.67,17.9,67.3,77.8
Loyola Marymount,2022-01-20 23:00:00,-600,3.33,-10.5,18.18,145.0,20.00,82.1,77.8,67.3
Arizona,2022-01-20 23:00:00,-525,3.81,-10.5,18.18,152.0,20.00,80.3,81.3,70.8
Stanford,2022-01-20 23:00:00,385,77.00,10.5,18.18,152.0,16.67,19.7,70.8,81.3
UCLA,2022-01-20 23:00:00,-475,4.21,-9.5,19.05,145.5,20.00,78.8,77.5,68.0
Utah,2022-01-20 23:00:00,350,70.00,9.5,17.39,145.5,16.67,21.2,68.0,77.5
Washington,2022-01-20 23:30:00,120,24.00,2.5,18.18,144.0,17.39,43.8,70.8,73.3
Oregon State,2022-01-20 23:30:00,-140,14.29,-2.5,18.18,144.0,19.05,56.2,73.3,70.8
