player_name,sample_size,school,dg_rank,dg_change,wagr_rank,wagr_change,dg_index
"Celli, Filippo",150,"—",102,1,56,1,0.0323458383652233
"Moto, Taishi",37,"—",103,4,438,-18,0.0104401137581571
"Lewis, Riley",102,"—",104,4,251,4,0.008123568694097921
"Ruiter, Nevill",58,"—",105,4,96,-2,0.00269162314057336
"Kho, Taichi",150,"notre dame",106,5,100,-4,-0.00886091563864477
"Wall, Jack",150,"south carolina",107,-21,150,-9,-0.0164255410900984
"Byrd, Jackson",20,"—",108,-2,781,0,-0.0172312738652889
"Capan, Frankie",150,"alabama",109,3,228,-1,-0.0195704186921053
"Tilley, Bradford",58,"—",110,0,239,7,-0.0281476672599812
"Siyuan Hao, Jorge",83,"—",111,6,153,0,-0.032981977202704
"Ponder, Thomas",132,"alabama",112,4,187,1,-0.0437161375476762
"Wiedemeyer, Tim",41,"—",113,1,220,0,-0.0456636084183977
"Ukita, Tsubasa",49,"—",114,6,79,1,-0.0514586528780825
"Leach, Greyson",42,"—",115,0,368,-2,-0.0520572049732513
"Dubois, John",135,"florida",116,5,138,-4,-0.0615983614645761
"Riedel, Matthew",116,"vanderbilt",117,2,129,-5,-0.06614342155610099
"Nome, Mason",150,"texas",118,4,93,-2,-0.0727743113970147
"Sugiura, Yuta",108,"—",119,5,87,0,-0.0903029506474708
"Tibbits, Spencer",150,"oregon state",120,-2,207,-3,-0.10256121974441498
"Fioroni, Caden",89,"—",121,6,182,2,-0.104175984781358
"Van Paris, Jackson",145,"—",122,4,118,-2,-0.106045080893424
"Bovari, Pietro",150,"virginia",123,5,110,-2,-0.10698634212772999
"Buchanan, Jackson",45,"—",124,13,242,-4,-0.11050194744558198
"Deraney, Joe",150,"—",125,0,236,-2,-0.11927310950534599
"Meekhof, August",20,"—",126,6,387,-4,-0.128188762708343
"Fountain, Peter",150,"—",127,4,54,2,-0.135221463076391
"Chuan-tai, Lin",150,"—",128,2,171,1,-0.13599030062883802
"Costanza, Mark",49,"st. john's",129,33,161,29,-0.137106186892124
"Varman, Khavish",150,"uab",130,3,172,2,-0.1401407136711
"Van Der Weele, Kiet",150,"—",131,-18,67,1,-0.154027200164044
"Sekne, Herman Wibe",150,"—",132,3,146,3,-0.155825270868103
"Beer, Kyle De",150,"—",133,3,106,-5,-0.15762802172935902
"Du, Aaron",96,"—",134,0,134,-2,-0.158910169320771
"Ewart, A.J.",150,"barry",135,-6,135,-5,-0.16059809071864403
"Kennedy, Frank",43,"—",136,16,144,19,-0.17549184012440303
"Mcclean, Matthew",150,"—",137,21,137,-1,-0.18274563311177203
"Kuhl, Tommy",150,"illinois",138,1,177,3,-0.1996965563256
"Valdes, Brendan",141,"—",139,2,413,6,-0.212216746186623
"Paxton, Easton",150,"nc state",140,0,200,0,-0.213610607248055
"Couvra, Martin",126,"—",141,1,216,2,-0.215472154463198
"Van Wyk, Ben",102,"augusta",142,1,143,-1,-0.21646428636641196
"Jean, Sam",150,"cincinnati",143,1,300,6,-0.222626472260262
"Tsuda, Kohei",26,"—",144,5,665,-20,-0.230113599117226
"Scott, Calum",109,"—",145,-7,127,4,-0.232138955009189
"Aik, James Leow Kwang",150,"arizona state",146,4,68,1,-0.24267889089052397
"Wyk, Kieron Van",149,"—",147,0,95,-3,-0.24331345910279603
"Johnston, Ryggs",141,"arizona state",148,-3,89,-4,-0.243602314909981
"Murphy, Sam",145,"louisiana tech",149,25,217,26,-0.263752469081003
"Broomhead, Jonothan",105,"—",150,5,103,-5,-0.2657226342966
"Behr, Stephen",126,"clemson",151,3,353,-10,-0.265790410093329
"Doggett, Jake",127,"midwestern state",152,1,263,14,-0.270181145986278
"Griz, Jonathan",149,"—",153,-5,309,-5,-0.27174353582856303
"Goff, Alex",122,"kentucky",154,2,376,-7,-0.272560188188546
"Enright, Carson",21,"—",155,2,824,7,-0.27876896030801196
"Kim, Bryan",28,"—",156,-86,557,-87,-0.28586114635436
"Paysse, William",103,"texas a&m",157,4,229,2,-0.28809220178711303
"Potgieter, Aldrich",43,"—",158,5,41,0,-0.299016695520053
"Dunlap, Nick",114,"—",159,0,85,25,-0.30189797328668105
"Houk, John",28,"—",160,78,264,69,-0.307388304738641
"Woodruff, Ben",150,"charlotte",161,5,281,8,-0.322355928739385
"Anupansuebsai, Puwit",150,"san diego state",162,7,98,-5,-0.327038696799466
"Travale, Johnny",150,"kent state",163,4,102,-5,-0.330153610842239
"Patton, Colby",133,"clemson",164,1,121,0,-0.331220099913955
"Huggins, Olly",150,"—",165,-19,165,-20,-0.332532952605523
"Morrison, Tommy",150,"—",166,2,439,2,-0.338156459678152
"Ege, Mats",150,"csu - northridge",167,5,142,-5,-0.34514299999817893
"Arcement, Nicholas",136,"—",168,3,183,2,-0.35055688295686
"Guan, Jeffrey",64,"—",169,9,108,7,-0.36870791077356396
"Linssen, Thom",24,"—",170,9,215,-1,-0.370574747245721
"Jarvis, Casey",150,"—",171,4,90,0,-0.374996444093747
"Avrit, Owen",113,"long beach state",172,5,244,7,-0.37849908443789204
"Maeda, Koshiro",41,"—",173,3,318,5,-0.3830676817044721
"Park, Dongjin",129,"charlotte",174,6,257,13,-0.38899328454420395
"Power, Mark",150,"wake forest",175,-11,94,-10,-0.39138871189667107
"Gross, Nicholas",82,"—",176,26,761,49,-0.39666827286983103
"La Sasso, Michael",27,"—",177,-17,643,3,-0.40760544788737296
"Hydes, James",150,"—",178,9,122,-5,-0.40826139691779206
"Barcos Garbayo, Javier",131,"utah",179,4,202,6,-0.414748571510275
"Anderson, Matthew",150,"san francisco",180,1,258,6,-0.4153600625483371
"Baumgartner, Jonas",100,"—",181,5,145,-2,-0.423548577190276
"Vidal, Quim",150,"jacksonville state",182,0,181,2,-0.424725008953382
"Moran, Robert",150,"washington",183,17,111,-5,-0.42666491227038705
"Ji, Jerry",150,"illinois",184,1,83,0,-0.42867815792014
"Nyfjall, David",150,"northwestern",185,4,101,-6,-0.432771417675149
"Williams, Wells",62,"—",186,2,608,5,-0.434637497706429
"Edwards-hill, Arron",150,"—",187,5,168,0,-0.442291121197873
"Sanders, Michael",150,"lsu",188,3,190,1,-0.444090287304428
"Kluver, Luke",150,"kansas",189,7,160,2,-0.44625793151485205
"Mcclear, Mac",94,"iowa",190,7,123,-3,-0.44874007836528
"Clegg, Ford",150,"mississippi state",191,4,159,0,-0.450745562754813
"Guezzale, Youssef",115,"san diego state",192,9,297,1,-0.4509560591397411
"Brown, Evan",150,"loyola maryland",193,1,260,9,-0.450977166686519
"Oliva, Segundo",150,"uncw",194,4,139,-4,-0.451817328405885
"Crowe, Harrison",150,"—",195,8,42,0,-0.45330910530068
"Guan, Henry",36,"—",196,-12,716,5,-0.45360625303704905
"Koivun, Jackson",58,"—",197,-7,537,9,-0.45686129990040003
"Wilkes, Tyler",148,"—",198,7,253,5,-0.47880803017366497
"Lee, Bryan",75,"—",199,0,528,4,-0.489053919253108
"Kennon, Scotty",125,"—",200,10,234,3,-0.491389468673864
"Vanarragon, Caleb",94,"valparaiso univ.",201,3,401,-3,-0.492522008316264
"Duangmanee, George",150,"—",202,4,261,5,-0.49268744303056206
"Briggs, Toby",150,"san francisco",203,6,248,6,-0.49533790553650797
"Oyo, Leo",150,"san diego state",204,3,166,0,-0.499070120819147
"Xu, Andi",137,"—",205,7,380,0,-0.4995849645672029
"Besard, Matthis",150,"southern illinois",206,5,176,2,-0.501416166712882
"Wallin, Adam",150,"—",207,8,230,3,-0.50166130188812
"Sumiuchi, Masato",22,"—",208,8,84,74,-0.5155102177009571
"Comegys, Matthew",37,"—",209,10,726,0,-0.5333790720163529
"Johnson, Tyler",150,"tennessee",210,-40,208,-27,-0.538193726415472
"Shaw-Radford, Dylan",30,"—",211,2,293,-44,-0.543816469187224
"Marzilio, Vicente",150,"—",212,10,222,1,-0.546307889909736
"Lundin, Jack",78,"—",213,38,351,19,-0.5474662601946629
"Song, Minhyuk",37,"—",214,3,485,-21,-0.547906966535445
"Roberts, Jack",42,"—",215,-1,700,6,-0.5522150085861129
"Logan, Hunter",126,"mississippi state",216,-8,314,-26,-0.554402008750751
"Gilkison, Josh",150,"kent state",217,3,303,5,-0.555005801794808
"Francoeur, Chris",140,"rhode island",218,6,195,-1,-0.557711472117057
"Shimp, Henry",150,"stanford",219,2,170,1,-0.5593261290246669
"Barry, Carson",150,"oregon state",220,5,271,10,-0.5618473125121429
"Petronzio, Nathan",106,"—",221,2,175,1,-0.564769719674193
"Byers, Zack",32,"—",222,4,308,3,-0.5747009046739151
"Brumlow, Buck",33,"—",223,5,206,-1,-0.57543235952548
"Vo, Evan",106,"—",224,5,399,4,-0.576824202499609
"Cherichella, Austin",83,"—",225,5,493,3,-0.578756263865237
"Snyders, Tyran",72,"—",226,5,405,1,-0.579192183544734
"Lorenz, Ben",79,"—",227,5,286,8,-0.5800881672283741
"Gilligan, Ian",47,"—",228,5,878,7,-0.580294224284005
"Hruby, Petr",150,"washington",229,-2,287,6,-0.583603244874035
"Rivera, Jackson",144,"—",230,4,196,3,-0.5927637092252271
"Owens, Boyd",24,"—",231,-80,570,-88,-0.597729177878464
"Cassidy, Nicolas",150,"georgia",232,3,154,1,-0.604542734780674
"Herendeen, Max",42,"—",233,-15,926,-9,-0.611208000663539
"Bruce, Callum",150,"san diego state",234,3,283,-7,-0.617237215891183
"Driscoll, John",119,"northwestern",235,1,262,6,-0.622105458411125
"Nurski, Brad",97,"—",236,0,764,0,-0.626009287561192
"Masaveu Roncal, Luis",106,"—",237,3,113,0,-0.6265199470284321
"Gingerich, Ty",150,"—",238,75,611,69,-0.629498291606609
"Montojo Fernandez, Jaime",99,"—",239,3,152,-1,-0.634882419774994
"Robillard, Nick",150,"uab",240,1,254,7,-0.638162882496119
"Bleier, Christoph",137,"—",241,3,227,-2,-0.638319307134073
"Lague, Shea",39,"—",242,-49,526,-41,-0.6428360565587621
"Bigham, Jack",41,"—",243,31,278,-34,-0.6443298750942529
"Hall, Jake",83,"—",244,13,467,4,-0.644794630972508
"Jones, Connor",127,"denver",245,53,301,41,-0.6529477237839959
"Amat, Bastien",118,"—",246,2,155,1,-0.653538922246052
"Gifford, Luke",150,"south florida",247,0,270,8,-0.65485513768049
"Guillamoundeguy, Oihan",119,"—",248,-5,364,1,-0.659140380376478
"Cho, Wooyoung",104,"—",249,-4,375,-1,-0.661307671748813
"Siemens, Carl",74,"—",250,-1,313,9,-0.6754395242001601
"Gao, Ethan",63,"—",251,25,827,7,-0.682796310233133
"Chartier, Remi",121,"—",252,-2,292,9,-0.688076866287108
"Van Der Vight, Lars",47,"—",253,35,188,47,-0.690483810590245
"Biwer, Justin",72,"—",254,-1,702,14,-0.6947197303338349
"Manzoni, Giovanni",150,"lynn",255,44,185,4,-0.695573326780334
"Shears, Michael",80,"—",256,-4,294,3,-0.707030385919438
"Doyle, Drew",144,"—",257,-3,205,1,-0.7101856392072009
"Pennington, Matthew",29,"—",258,-19,704,7,-0.7144154552243109
"Yunhe, Zheng Sampson",137,"—",259,-4,311,4,-0.717672881913152
"McCulloch, Ashton",62,"—",260,-2,336,-4,-0.719571941006701
"Wells, Luke",112,"butler",261,22,734,1,-0.724320877936287
"Ereno Perez, Pablo",92,"—",262,-1,302,14,-0.725144382313366
"Cave, JP",56,"—",263,-7,276,9,-0.729095008439835
"Salvanera, Gabriel",56,"—",264,-5,291,8,-0.732898869348336
"Greer, Joshua",150,"—",265,1,237,2,-0.7411104031283459
"Maguire, Alex",76,"—",266,3,355,-6,-0.745152782510857
"Ayora Fanegas, Angel",42,"—",267,-5,384,10,-0.758424559732838
"Weaver, Tyler",35,"—",268,16,544,77,-0.7591238151240459
"Ng, Ethan",150,"stanford",269,-2,319,-2,-0.7605340923355691
"Patel, Deven",96,"—",270,1,606,13,-0.762107770988406
"Dowell, Jaxon",46,"—",271,-7,373,3,-0.762302862174395
"Frimodt, Gustav",150,"tcu",272,1,211,1,-0.7663351367626591
"Barker, Lachlan",150,"iowa state",273,8,282,5,-0.7694970439347391
"Meeks, Kye",64,"—",274,-14,666,-48,-0.770069112625225
"Premlall, Yurav",150,"—",275,2,198,-3,-0.771081731866251
"Reiter, Charles",150,"southern california",276,4,169,1,-0.7726713957105541
"Hunt, Piercen",150,"—",277,-2,194,3,-0.773797046262775
"Coggin, Austin",111,"auburn",278,0,459,3,-0.7814986285409258
"Busby, Derek",121,"—",279,0,483,-4,-0.785185051402172
"Katich, Philipp",136,"—",280,2,140,0,-0.7869503327483609
"Graham, Connor",48,"—",281,-18,279,-26,-0.7973165534837529
"Sommerhauser, Sam",112,"—",282,5,337,1,-0.801050531063076
"Sheehan, Patrick",87,"penn state",283,-15,284,-13,-0.804483476755342
"Stephenson, Tommy",148,"fresno state",284,-14,163,2,-0.806929540720118
"Debove, Quentin",144,"florida",285,9,354,-1,-0.8171483981938359
"Fosaas, Carl Didrik M.",150,"keiser university",286,10,212,1,-0.819266079808961
"Malik, Yannick-Vincent",52,"—",287,4,151,1,-0.8266290407682609
"Espinosa Trueba, Samuel",150,"east tennessee st.",288,1,388,-2,-0.829561328113552
"Bradley, Cole",150,"purdue",289,12,331,0,-0.829765905837601
"Sugimoto, Steve",150,"san diego state",290,13,403,1,-0.8330767739293259
"Dales, Jimmy",42,"—",291,11,967,4,-0.8368027106593611
"Youprayong, Runchanapong",150,"south florida",292,16,389,-4,-0.8412773184805921
"Perkins, Logan",150,"west virginia",293,7,691,11,-0.841823497655463
"Creasy, Connor",150,"georgia",294,11,479,-3,-0.8475407601896391
"Stember, Nate",141,"oregon",295,9,414,1,-0.849008622450426
"Buchanan, Jack",150,"—",296,15,243,7,-0.8597458376694099
"Summy, Jase",45,"—",297,-7,941,-10,-0.861282127682639
"Rafferty, Caolan",150,"—",298,11,343,-4,-0.863388039748854
"Florioli, Marco",150,"—",299,-14,374,-14,-0.86482857078077
"Kobayashi, Taiga",34,"—",300,7,323,1,-0.8655447252864301
"Eubank, Skyler",140,"boise state",301,9,390,-6,-0.868963835888402
"Lautee, Andre",150,"—",302,13,252,7,-0.8715274863622429
"Barth, Harris",24,"—",303,3,741,0,-0.8723414642926278
"Fewkes, Connor",150,"—",304,16,255,8,-0.8898154388217808
"Prieto, Nicholas",61,"—",305,29,777,53,-0.896680699752617
"Davis, Mitchell",150,"indiana",306,13,469,4,-0.902889494748272
"Smith, Garrison",47,"—",307,15,944,3,-0.903527338724832
"Yang, Alexander",150,"—",308,9,339,-3,-0.908708402417604
"Ponich, Cole",150,"brigham young",309,9,533,2,-0.910389219986663
"Viallaneix, Pierre",130,"western carolina",310,15,379,0,-0.9148742251666221
"Pulcini, Mateo",35,"—",311,-18,805,0,-0.9190086049331669
"Michel, Lukas",150,"—",312,17,241,-1,-0.924619796905289
"Gums, Justin",77,"tcu",313,11,223,6,-0.9262593639657991
"Sigel, Ben",150,"kansas",314,12,624,-1,-0.9283364673047758
"Wilfong, Chad",45,"—",315,8,436,-5,-0.944783757696769
"Stiles, Kristopher",24,"—",316,11,511,8,-0.9464298814398779
"Lewis, Evans",111,"north greenville u",317,13,525,11,-0.9532853992406272
"Easley, Cj",143,"auburn",318,17,288,3,-0.961027100812457
"Goecke, Tyler",118,"wright state",319,38,461,19,-0.961551638442059
"Doyle, Eric",23,"—",320,12,238,4,-0.9667612280556992
"Johansson, Leo",114,"s. carolina - aiken",321,12,647,3,-0.9719248593182701
"Campbell Jr, Stephen",112,"—",322,18,305,7,-0.972563162713826
"Burnette, Beck",105,"lee university",323,88,633,156,-0.973258209771084
"Esteve, Jeronimo",150,"—",324,4,326,0,-0.974638681451758
"Sample, Luke",114,"—",325,11,267,12,-0.9747453006612009
"Pickin, Jye",150,"college of charleston",326,20,272,10,-0.9785483315198141
"Sun-Yi, Lu",150,"—",327,28,66,1,-0.9786510082819722
"Timmins, David",112,"westminster college - ut",328,11,522,8,-0.9815113493296759
"Carroll, Cody",150,"north florida",329,14,644,5,-0.98579915331958
"Eshleman, Ryan",35,"—",330,8,706,3,-0.988053566146797
"Haavisto, Elias",130,"—",331,0,441,-2,-0.9881535224311879
"Stout, Preston",30,"—",332,59,497,234,-0.9927266797802711
"Ueda, Kodai",54,"—",333,8,623,-37,-0.9933239764518309
"Cope, Jack",91,"—",334,-13,412,-50,-0.993549741048991
"Merchent, Clay",149,"—",335,12,433,-6,-1.00064277991339
"Smith, Harley",70,"—",336,-24,320,-10,-1.0037967784052
"Birkelund, Frederik",150,"—",337,39,335,24,-1.0069072076299301
"Holbrook, Jake",45,"oklahoma",338,7,572,-47,-1.01076358812924
"Callens, Peyton",107,"nevada",339,0,393,0,-1.0143515982471198
"Franssen, Rory",150,"missouri",340,-68,164,-20,-1.0152364500942
"Peng, Bo",112,"washington",341,-4,332,-3,-1.01546290296993
"Wilkinson, Brice",102,"southern mississippi",342,6,620,12,-1.02016341933249
"Menon, Nate",132,"stanford",343,1,396,-3,-1.02122662254679
"Thomas, Rayhan",150,"oklahoma state",344,8,214,5,-1.0263513188753999
"Kristian Thysted, Jens",146,"—",345,69,350,55,-1.0272051816555898
"Gerhardsen, Nicola",150,"—",346,13,191,1,-1.0315686439607499
"Laussot, Aymeric",150,"tcu",347,7,280,6,-1.0323768217304001
"Parr, Jean-Philippe",105,"—",348,19,803,67,-1.03659994626323
"Barela, Griffin",150,"wisconsin",349,9,545,15,-1.04262560413655
"Heffner, Alex",100,"—",350,6,739,9,-1.04952397987901
"Thomas, Aidan",105,"new mexico state",351,10,597,3,-1.05687571172753
"Ponzano, Filippo",65,"—",352,1,654,3,-1.05957291129494
"Wheeler, Christopher",64,"—",353,9,927,-2,-1.06057993563113
"Shimoke, Suguru",37,"—",354,9,304,3,-1.06104082189086
"Kennedy, Max",99,"—",355,14,482,1,-1.07093949026893
"Hill, Josh",128,"—",356,-64,69,-18,-1.0729127315021099
"Solhaug, Gregory",82,"—",357,8,381,1,-1.07758523303046
"Moriyama, Yuki",150,"—",358,6,285,5,-1.07916796861419
"Easterbrook, Sam",41,"—",359,90,833,-20,-1.08235745383331
"Nolan, Liam",103,"—",360,12,359,-3,-1.08959243290758
"Fulton, Austin",110,"mississippi state",361,-1,453,-1,-1.09698079986072
"Edwards, Jared",113,"—",362,20,328,0,-1.0977917172313598
"Michetti, Flavio",150,"—",363,-49,661,-23,-1.10078889360362
"Zheng, Jimmy",150,"—",364,7,290,6,-1.10626085011273
"Lee, Davis",117,"north florida",365,12,667,-3,-1.10816002572552
"Farnam, Ethan",150,"st. mary's (ca)",366,7,882,6,-1.1121015961923701
"Sturdza, Maximilien",150,"florida atlantic",367,12,394,-4,-1.1149826458221
"Charles, Max",115,"midland cc",368,12,408,0,-1.1177351696480902
"Tankersley, Cameron",44,"—",369,-3,954,-3,-1.11907863067927
"Parker, Jack",150,"missouri",370,8,266,14,-1.12001565073176
"Botha, Barend",74,"—",371,12,719,6,-1.12667297634196
"Schiergen, Laurenz",150,"—",372,13,419,5,-1.14425773588113
"Beber-frankel, Jake",143,"—",373,13,478,0,-1.14491678185948
"Gaunt, Connor",85,"arkansas tech",374,7,333,-3,-1.1489884677234499
"Jones, Cooper",34,"—",375,22,450,-13,-1.14905052722857
"Cavaliere, Christian",150,"boston college",376,-1,536,6,-1.1503626399606002
"Futrell, Connor",150,"troy",377,10,385,-4,-1.15125916924372
"Leal Montero, Gonzalo",150,"iowa",378,16,392,5,-1.1515222346501899
"Wernicke, Peer",20,"—",379,16,504,8,-1.15289433294825
"Fuenmayor, Mateo",81,"—",380,12,451,-1,-1.1545961179883502
"Choi, Ethan",25,"—",381,9,307,2,-1.15832416286782
"Delisanti, Anthony",54,"—",382,2,727,-3,-1.15878932379135
"Chandler, Jackson",122,"ohio state university",383,-15,460,-20,-1.16069339937441
"Foley, Hugh",150,"—",384,-89,225,-8,-1.1624642840043602
"Gilkison, Jordan",47,"—",385,-43,642,-60,-1.16658103537058
"Troutman, Matthew",33,"—",386,7,565,2,-1.1742321276541101
"Irvine, Lewis",126,"—",387,28,249,18,-1.1789127389684901
"Gnam, Jack",143,"ole miss",388,-14,648,-57,-1.18395458556999
"Oshima, Minato",22,"—",389,9,274,9,-1.1930570649124
"Harries, Luke",150,"lincoln memorial",390,-20,801,-4,-1.1952211532733898
"Jones, Zac",33,"—",391,5,794,-1,-1.1968749688591398
"Sutherland, Matthew",115,"fresno state",392,12,855,5,-1.1987937872526102
"Yuhara, Hikaru",20,"—",393,6,685,2,-1.2001900672835
"Lintunen, Antti-Jussi",150,"chattanooga",394,11,487,5,-1.20132242443382
"Schafer, Tyler",128,"long beach state",395,11,873,16,-1.2050127307453602
"Neuheisel, Joe",71,"—",396,5,797,-1,-1.2052145900665099
"Wood, Garrett",150,"xavier",397,-9,508,-3,-1.2063795741916499
"Pagdin, Joseph",150,"—",398,5,273,0,-1.2113737107923899
"Hearn, Jack",106,"mcneese state",399,11,609,2,-1.21448822484098
