"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Giants ","NYG","DAL","DST","2100","4.9","-0.3","5.1","3.1","30755457","-0.5","11.8"
"Jaguars ","JAX","SF","DST","2400","5.4","-0.4","3.7","4.8","30755456","-0.1","12.0"
"Calvin Ridley","JAX","SF","WR","5600","13.6","-0.5","10.9","9.0","30754886","4.2","25.5"
"Diontae Johnson","PIT","GB","WR","5400","13.2","-0.5","17.2","21.0","30754892","4.3","24.7"
"Chig Okonkwo","TEN","TB","TE","3000","8.4","-0.5","3.9","3.6","30755254","1.6","17.4"
"James Conner","ARI","ATL","RB","5900","13.9","-0.7","4.7","3.1","30754636","5.2","25.0"
"Kenny Pickett","PIT","GB","QB","4900","14.6","-0.7","2.3","1.5","30754565","7.1","23.2"
"Cade Otton","TB","TEN","TE","3400","9.0","-0.7","5.8","2.0","30755248","2.2","17.8"
"Kyler Murray","ARI","ATL","QB","5900","17.5","-0.8","5.1","4.9","30754551","8.8","27.2"
"Rondale Moore","ARI","ATL","WR","3000","8.1","-0.8","6.0","9.1","30755176","2.1","15.9"
"Jake Ferguson","DAL","NYG","TE","4600","11.3","-0.8","7.4","4.5","30755230","2.9","22.0"
"Jahan Dotson","WAS","SEA","WR","5000","12.1","-0.8","3.2","1.8","30754900","3.2","23.5"
"Chargers ","LAC","DET","DST","2600","5.4","-0.8","1.3","0.7","30755454","0.0","12.3"
"Vikings ","MIN","NO","DST","3200","6.6","-0.8","1.2","0.3","30755448","0.9","13.2"
"49ers ","SF","JAX","DST","3600","7.3","-0.8","0.9","0.5","30755444","1.8","14.7"
"David Njoku","CLE","BAL","TE","4000","10.1","-0.9","2.3","0.9","30755236","2.5","19.7"
"Jared Goff","DET","LAC","QB","6400","18.9","-0.9","6.1","4.5","30754549","10.0","28.8"
"Trevor Lawrence","JAX","SF","QB","6000","17.7","-0.9","4.9","4.2","30754550","9.0","27.4"
"Keenan Allen","LAC","DET","WR","8800","19.5","-0.9","13.9","12.4","30754848","7.8","34.2"
"Brandon Aiyuk","SF","JAX","WR","7100","16.1","-0.9","8.9","6.6","30754858","4.9","30.8"
"Curtis Samuel","WAS","SEA","WR","3900","9.9","-0.9","1.9","2.1","30754922","2.8","18.9"
"Falcons ","ATL","ARI","DST","3700","7.4","-0.9","0.6","0.5","30755443","1.7","14.7"
"Commanders ","WAS","SEA","DST","2900","5.9","-0.9","0.9","0.3","30755451","0.3","13.2"
"Drake London","ATL","ARI","WR","5500","12.9","-1.0","5.4","4.0","30754888","3.9","24.6"
"Chris Olave","NO","MIN","WR","6400","14.7","-1.0","7.4","6.0","30754868","5.0","27.3"
"Will Levis","TEN","TB","QB","5300","15.4","-1.1","1.1","0.5","30754559","7.4","24.4"
"Alexander Mattison","MIN","NO","RB","5500","12.7","-1.2","9.3","8.6","30754640","4.8","22.9"
"Jordan Addison","MIN","NO","WR","5900","13.5","-1.2","8.4","8.0","30754880","3.9","26.0"
"Logan Thomas","WAS","SEA","TE","3800","9.3","-1.2","3.7","2.0","30755240","2.4","18.2"
"Packers ","GB","PIT","DST","3400","6.5","-1.2","0.3","0.3","30755446","1.0","13.4"
"Kenneth Walker III","SEA","WAS","RB","6800","15.2","-1.3","8.1","6.1","30754626","5.5","27.2"
"Texans ","HOU","CIN","DST","2700","5.1","-1.3","1.4","0.5","30755453","-0.2","12.3"
"Saints ","NO","MIN","DST","3900","7.5","-1.3","2.2","0.8","30755441","1.9","14.5"
"Michael Thomas","NO","MIN","WR","4500","10.5","-1.4","4.3","2.3","30754906","2.9","20.5"
"Michael Wilson","ARI","ATL","WR","3500","8.5","-1.5","7.7","6.7","30754944","1.4","18.1"
"Jaylen Warren","PIT","GB","RB","5000","11.5","-1.5","6.7","4.0","30754650","3.9","20.9"
"Elijah Moore","CLE","BAL","WR","3600","8.6","-1.6","0.9","1.7","30754938","2.0","17.0"
"Jaxon Smith-Njigba","SEA","WAS","WR","4100","9.5","-1.6","7.5","6.1","30754916","2.3","19.0"
"Jonnu Smith","ATL","ARI","TE","3600","8.4","-1.7","2.6","1.4","30755244","1.7","17.3"
"Kyle Pitts","ATL","ARI","TE","4100","9.5","-1.7","2.8","1.5","30755234","2.1","19.2"
"Deshaun Watson","CLE","BAL","QB","5400","15.1","-1.7","0.5","0.5","30754558","7.1","23.8"
"Jahmyr Gibbs","DET","LAC","RB","7000","15.2","-1.7","2.7","1.0","30754622","5.6","26.7"
"Alvin Kamara","NO","MIN","RB","8300","17.7","-1.7","3.9","1.8","30754612","7.7","29.8"
"Deebo Samuel","SF","JAX","WR","6200","13.6","-1.7","4.7","3.2","30754872","4.4","25.4"
"DK Metcalf","SEA","WAS","WR","6800","14.5","-2.0","3.6","1.2","30754860","4.1","28.1"
"George Pickens","PIT","GB","WR","5100","10.9","-2.2","5.8","2.7","30754898","2.4","22.3"
"Mike Evans","TB","TEN","WR","7200","15.0","-2.2","3.4","1.1","30754856","4.2","28.9"
"Jerome Ford","CLE","BAL","RB","5300","11.2","-2.3","1.4","0.5","30754644","4.0","20.4"
"Derek Carr","NO","MIN","QB","5800","15.6","-2.3","0.8","0.5","30754554","7.9","24.7"
"Connor Heyward","PIT","GB","TE","2900","6.4","-2.4","1.2","0.7","30755258","1.0","13.9"
"Irv Smith Jr.","CIN","HOU","TE","2700","5.8","-2.6","1.1","0.7","30755264","0.7","13.1"
"Jordan Love","GB","PIT","QB","5600","14.7","-2.6","0.5","0.5","30754556","7.0","23.6"
"Quentin Johnston","LAC","DET","WR","4100","8.6","-2.6","1.9","0.6","30754914","1.6","17.9"
"Brandon Powell","MIN","NO","WR","3200","6.8","-2.6","1.6","1.1","30754968","1.3","13.9"
"Wan'Dale Robinson","NYG","DAL","WR","3700","7.8","-2.6","0.7","0.5","30754934","2.0","15.0"
"Brandin Cooks","DAL","NYG","WR","4200","8.6","-2.7","0.5","0.5","30754910","1.5","18.0"
"Juwan Johnson","NO","MIN","TE","3100","6.5","-2.7","0.3","0.3","30755252","0.9","14.5"
"Tyjae Spears","TEN","TB","RB","4500","9.3","-2.7","1.3","0.5","30754678","2.7","17.7"
"Brian Robinson Jr.","WAS","SEA","RB","5400","11.0","-2.7","0.6","0.5","30754642","3.6","20.6"
"Odell Beckham Jr.","BAL","CLE","WR","3800","7.8","-2.8","0.5","0.5","30754926","1.3","16.6"
"Trey Palmer","TB","TEN","WR","3200","6.6","-2.8","0.3","0.3","30754966","0.7","14.8"
"Tanner Hudson","CIN","HOU","TE","2500","5.1","-2.9","0.9","0.9","30755346","0.4","11.8"
"Darius Slayton","NYG","DAL","WR","3200","6.5","-2.9","0.4","0.3","30754970","0.9","14.0"
"Chris Godwin","TB","TEN","WR","6700","13.3","-2.9","1.8","0.6","30754862","4.5","24.4"
"Derrick Henry","TEN","TB","RB","7400","14.7","-2.9","4.2","2.4","30754616","5.8","26.1"
"Zay Flowers","BAL","CLE","WR","5700","11.3","-3.0","0.5","0.5","30754884","3.3","21.7"
"Christian Watson","GB","PIT","WR","4900","9.7","-3.0","1.3","1.1","30754902","1.8","20.3"
"Rashid Shaheed","NO","MIN","WR","4300","8.5","-3.0","0.5","0.5","30754908","1.5","18.0"
"Kyle Philips","TEN","TB","WR","3000","6.0","-3.0","0.3","0.3","30755090","0.7","13.2"
"Tyler Allgeier","ATL","ARI","RB","4700","9.3","-3.1","1.4","0.5","30754660","2.6","18.3"
"Amari Cooper","CLE","BAL","WR","6300","12.4","-3.1","0.8","0.5","30754870","3.4","24.0"
"Gerald Everett","LAC","DET","TE","3900","7.7","-3.1","0.5","0.5","30755238","1.5","15.7"
"Saquon Barkley","NYG","DAL","RB","7700","15.1","-3.1","2.6","1.0","30754614","6.7","25.6"
"Jalin Hyatt","NYG","DAL","WR","3000","5.9","-3.1","0.3","0.3","30755206","0.4","13.4"
"Zach Charbonnet","SEA","WAS","RB","4200","8.2","-3.1","3.2","1.5","30754692","2.1","16.5"
"C.J. Stroud","HOU","CIN","QB","6900","18.1","-3.2","1.8","2.0","30754546","8.9","28.2"
"Jalen Guyton","LAC","DET","WR","3000","5.8","-3.2","1.1","0.4","30755164","0.4","13.6"
"David Montgomery","DET","LAC","RB","6900","13.1","-3.5","2.5","1.5","30754624","4.2","24.5"
"Luke Musgrave","GB","PIT","TE","3700","6.7","-3.6","0.3","0.3","30755242","1.2","14.2"
"Colby Parkinson","SEA","WAS","TE","2500","4.4","-3.6","0.0","0.0","30755276","0.0","10.9"
"Van Jefferson","ATL","ARI","WR","3300","5.9","-3.7","0.3","0.3","30754956","0.4","13.7"
"Rashod Bateman","BAL","CLE","WR","3200","5.6","-3.7","0.3","0.3","30754962","0.6","12.8"
"Jayden Reed","GB","PIT","WR","3800","6.9","-3.7","0.3","0.3","30754930","0.9","15.0"
"George Kittle","SF","JAX","TE","6100","11.3","-3.8","2.5","1.5","30755220","2.4","23.1"
"Noah Fant","SEA","WAS","TE","2800","4.7","-3.9","0.0","0.0","30755262","0.1","11.3"
"Tommy DeVito","NYG","DAL","QB","4700","10.6","-4.0","0.5","0.5","30754574","4.5","17.6"
"Mark Andrews","BAL","CLE","TE","6900","12.6","-4.1","2.5","1.5","30755218","3.7","24.2"
"Jameson Williams","DET","LAC","WR","3400","5.6","-4.2","0.3","0.3","30754948","0.3","13.4"
"Justin Herbert","LAC","DET","QB","7700","19.5","-4.2","2.2","0.7","30754545","10.2","29.7"
"Donald Parham Jr.","LAC","DET","TE","3200","5.1","-4.2","0.3","0.3","30755250","0.2","12.5"
"Rico Dowdle","DAL","NYG","RB","4300","7.2","-4.3","0.5","0.5","30754684","1.6","15.2"
"Nick Westbrook-Ikhine","TEN","TB","WR","3400","5.4","-4.3","0.3","0.3","30754950","0.2","12.9"
"Michael Gallup","DAL","NYG","WR","3500","5.6","-4.4","0.3","0.3","30754940","0.4","13.0"
"Romeo Doubs","GB","PIT","WR","5300","9.1","-4.4","0.5","0.5","30754894","2.0","18.5"
"Allen Robinson II","PIT","GB","WR","3000","4.6","-4.4","0.0","0.0","30755012","0.2","11.0"
"Josh Reynolds","DET","LAC","WR","3800","5.9","-4.6","0.3","0.3","30754928","0.5","13.8"
"Taysom Hill","NO","MIN","TE","5100","8.4","-4.7","0.5","0.5","30755224","1.6","17.5"
"Daniel Bellinger","NYG","DAL","TE","3000","4.3","-4.7","0.1","0.0","30755256","0.3","9.7"
"Jalen Tolbert","DAL","NYG","WR","3300","4.7","-4.8","0.0","0.0","30754954","0.1","11.7"
"Jamal Agnew","JAX","SF","WR","3000","4.2","-4.8","0.0","0.0","30755192","0.2","10.0"
"Antonio Gibson","WAS","SEA","RB","4600","7.4","-4.8","0.5","0.5","30754674","1.8","14.8"
"Kalif Raymond","DET","LAC","WR","3100","4.3","-4.9","0.0","0.0","30754976","0.0","10.6"
"AJ Dillon","GB","PIT","RB","4600","7.2","-4.9","0.5","0.5","30754672","1.6","14.8"
"Andrei Iosivas","CIN","HOU","WR","3000","3.9","-5.0","0.0","0.0","30755076","0.0","10.2"
"Jalen Nailor","MIN","NO","WR","3000","4.0","-5.0","0.0","0.0","30755110","0.0","10.0"
"Cedric Tillman","CLE","BAL","WR","3000","3.8","-5.2","0.0","0.0","30755128","0.0","9.4"
"Lamar Jackson","BAL","CLE","QB","8000","19.4","-5.3","0.9","1.0","30754544","9.6","30.6"
"Trishton Jackson","MIN","NO","WR","3000","3.6","-5.4","0.2","0.0","30755112","0.0","9.1"
"John Bates","WAS","SEA","TE","2500","2.6","-5.4","0.0","0.0","30755386","0.0","7.0"
"Dontayvion Wicks","GB","PIT","WR","3300","3.9","-5.6","0.0","0.0","30754958","0.0","9.7"
"Isaiah Hodgins","NYG","DAL","WR","3000","3.4","-5.6","0.0","0.0","30755204","0.0","8.4"
"Luke Schoonmaker","DAL","NYG","TE","2500","2.2","-5.8","0.0","0.0","30755266","0.0","6.5"
"Jake Bobo","SEA","WAS","WR","3200","3.5","-5.8","0.0","0.0","30754960","0.0","9.5"
"Will Dissly","SEA","WAS","TE","2500","2.2","-5.8","0.0","0.0","30755274","0.0","6.4"
"Chris Moore","TEN","TB","WR","3000","3.1","-5.9","0.0","0.0","30755088","0.0","8.3"
"Justice Hill","BAL","CLE","RB","4500","5.9","-6.0","0.3","0.3","30754676","1.2","12.4"
"Jauan Jennings","SF","JAX","WR","3900","4.8","-6.0","0.0","0.0","30754924","0.1","11.6"
"Derius Davis","LAC","DET","WR","3100","3.0","-6.1","0.0","0.0","30754972","0.0","8.0"
"Dyami Brown","WAS","SEA","WR","3000","2.8","-6.1","0.0","0.0","30755138","0.0","8.2"
"Foster Moreau","NO","MIN","TE","2500","1.8","-6.2","0.0","0.0","30755300","0.0","5.6"
"KhaDarel Hodge","ATL","ARI","WR","3400","3.5","-6.3","0.0","0.0","30754946","0.0","9.1"
"Drew Sample","CIN","HOU","TE","2500","1.7","-6.3","0.0","0.0","30755344","0.0","5.1"
"Eric Saubert","HOU","CIN","TE","2500","1.7","-6.3","0.0","0.0","30755398","0.0","5.3"
"Tim Jones","JAX","SF","WR","3000","2.6","-6.3","0.0","0.0","30755190","0.0","7.3"
"Jamaal Williams","NO","MIN","RB","4300","5.2","-6.3","0.3","0.3","30754686","0.9","11.3"
"Josh Whyle","TEN","TB","TE","2500","1.6","-6.3","0.0","0.0","30755356","0.0","5.4"
"Harrison Bryant","CLE","BAL","TE","2500","1.6","-6.4","0.0","0.0","30755378","0.0","5.0"
"Calvin Austin III","PIT","GB","WR","3000","2.6","-6.4","0.0","0.0","30755014","0.0","7.4"
"Nelson Agholor","BAL","CLE","WR","3000","2.4","-6.5","0.0","0.0","30755002","0.0","7.1"
"Jordan Akins","CLE","BAL","TE","2500","1.5","-6.5","0.0","0.0","30755380","0.0","4.6"
"KaVontae Turpin","DAL","NYG","WR","3000","2.4","-6.5","0.0","0.0","30754978","0.0","7.3"
"Brock Wright","DET","LAC","TE","2500","1.4","-6.5","0.0","0.0","30755336","0.0","4.9"
"Gus Edwards","BAL","CLE","RB","6100","8.4","-6.7","0.5","0.5","30754632","2.1","17.1"
"MyCole Pruitt","ATL","ARI","TE","2500","1.2","-6.8","0.0","0.0","30755310","0.0","4.2"
"Kareem Hunt","CLE","BAL","RB","5100","6.3","-6.8","0.3","0.3","30754648","1.5","13.1"
"Brenton Strange","JAX","SF","TE","2500","1.2","-6.8","0.0","0.0","30755420","0.0","4.3"
"Ty Chandler","MIN","NO","RB","4000","4.1","-6.8","0.0","0.0","30754782","0.5","9.6"
"Josh Oliver","MIN","NO","TE","2900","2.0","-6.8","0.0","0.0","30755260","0.0","5.8"
"Lawrence Cager","NYG","DAL","TE","2500","1.2","-6.8","0.0","0.0","30755430","0.0","4.0"
"Deven Thompkins","TB","TEN","WR","3000","2.1","-6.8","0.0","0.0","30755052","0.0","6.2"
"Payne Durham","TB","TEN","TE","2500","1.2","-6.8","0.0","0.0","30755328","0.0","4.1"
"John Metchie III","HOU","CIN","WR","3000","2.0","-6.9","0.0","0.0","30755150","0.0","6.2"
"Josiah Deguara","GB","PIT","TE","2500","1.0","-7.0","0.0","0.0","30755364","0.0","3.4"
"Geoff Swaim","ARI","ATL","TE","2500","0.9","-7.1","0.0","0.0","30755412","0.0","3.3"
"Isaiah Likely","BAL","CLE","TE","2500","0.9","-7.1","0.0","0.0","30755282","0.0","3.5"
"Luke Farrell","JAX","SF","TE","2500","0.9","-7.1","0.0","0.0","30755422","0.0","3.3"
"Cole Turner","WAS","SEA","TE","2500","0.9","-7.1","0.0","0.0","30755388","0.0","3.4"
"Darnell Washington","PIT","GB","TE","2500","0.7","-7.2","0.0","0.0","30755292","0.0","2.9"
"Rodney Williams II","PIT","GB","TE","2500","0.8","-7.2","0.0","0.0","30755294","0.0","2.9"
"Scotty Miller","ATL","ARI","WR","3100","1.9","-7.3","0.0","0.0","30754974","0.0","5.8"
"Rakim Jarrett","TB","TEN","WR","3000","1.7","-7.3","0.0","0.0","30755054","0.0","5.4"
"Zach Pascal","ARI","ATL","WR","3000","1.5","-7.4","0.0","0.0","30755178","0.0","4.8"
"Sean McKeon","DAL","NYG","TE","2500","0.6","-7.4","0.0","0.0","30755268","0.0","2.4"
"Stone Smartt","LAC","DET","TE","2500","0.6","-7.4","0.0","0.0","30755406","0.0","2.4"
"Johnny Mundt","MIN","NO","TE","2500","0.5","-7.4","0.0","0.0","30755370","0.0","2.0"
"Ross Dwelley","SF","JAX","TE","2500","0.6","-7.4","0.0","0.0","30755320","0.0","2.3"
"Tucker Kraft","GB","PIT","TE","2500","0.5","-7.5","0.0","0.0","30755362","0.0","1.7"
"Keaton Mitchell","BAL","CLE","RB","4700","4.7","-7.6","0.0","0.0","30754658","0.6","11.0"
"Trevon Wesco","TEN","TB","TE","2500","0.4","-7.6","0.0","0.0","30755354","0.0","1.4"
"Byron Pringle","WAS","SEA","WR","3000","1.4","-7.6","0.0","0.0","30755140","0.0","4.7"
"Charlie Kolar","BAL","CLE","TE","2500","0.2","-7.7","0.0","0.0","30755284","0.0","0.9"
"Ben Sims","GB","PIT","TE","2500","0.2","-7.7","0.0","0.0","30755366","0.0","0.9"
"Mike Boone","HOU","CIN","RB","4000","3.3","-7.7","0.0","0.0","30754804","0.2","8.2"
"Nick Vannett","LAC","DET","TE","2500","0.3","-7.7","0.0","0.0","30755408","0.0","1.2"
"Parris Campbell","NYG","DAL","WR","3000","1.2","-7.7","0.0","0.0","30755210","0.0","4.0"
"Charlie Woerner","SF","JAX","TE","2500","0.3","-7.7","0.0","0.0","30755318","0.0","1.0"
"Chase Edmonds","TB","TEN","RB","4300","3.8","-7.7","0.0","0.0","30754690","0.4","9.1"
"Ko Kieft","TB","TEN","TE","2500","0.3","-7.7","0.0","0.0","30755330","0.0","1.1"
"Mitchell Wilcox","CIN","HOU","TE","2500","0.2","-7.8","0.0","0.0","30755348","0.0","0.6"
"Xavier Hutchinson","HOU","CIN","WR","3000","1.2","-7.8","0.0","0.0","30755152","0.0","4.1"
"Kevin Rader","TEN","TB","TE","2500","0.1","-7.9","0.0","0.0","30755358","0.0","0.5"
"Keaontay Ingram","ARI","ATL","RB","4500","3.7","-8.2","0.0","0.0","30754680","0.5","8.7"
"Charlie Jones","CIN","HOU","WR","3000","0.7","-8.3","0.0","0.0","30755080","0.0","2.6"
"Donovan Peoples-Jones","DET","LAC","WR","3000","0.7","-8.3","0.0","0.0","30755064","0.0","2.7"
"Joshua Kelley","LAC","DET","RB","4800","4.2","-8.3","0.0","0.0","30754656","0.5","10.0"
"Elijah Mitchell","SF","JAX","RB","4300","3.2","-8.3","0.0","0.0","30754688","0.2","8.2"
"Matt Breida","NYG","DAL","RB","4200","3.0","-8.4","0.0","0.0","30754700","0.2","7.1"
"Sterling Shepard","NYG","DAL","WR","3000","0.5","-8.5","0.0","0.0","30755208","0.0","1.9"
"Jamison Crowder","WAS","SEA","WR","3400","1.3","-8.5","0.1","0.0","30754952","0.0","4.2"
"Antoine Green","DET","LAC","WR","3000","0.3","-8.6","0.0","0.0","30755066","0.0","1.2"
"Lynn Bowden Jr.","NO","MIN","WR","3000","0.4","-8.6","0.0","0.0","30755024","0.0","1.6"
"Greg Dortch","ARI","ATL","WR","3000","0.3","-8.7","0.0","0.0","30755182","0.0","1.1"
"Devin Duvernay","BAL","CLE","WR","3000","0.2","-8.7","0.0","0.0","30755004","0.0","0.9"
"Elijah Cooks","JAX","SF","WR","3000","0.3","-8.7","0.0","0.0","30755194","0.0","1.1"
"Simi Fehoko","LAC","DET","WR","3000","0.3","-8.7","0.0","0.0","30755166","0.0","1.2"
"N'Keal Harry","MIN","NO","WR","3000","0.3","-8.7","0.0","0.0","30755114","0.0","1.0"
"Miles Boykin","PIT","GB","WR","3000","0.3","-8.7","0.0","0.0","30755016","0.0","1.0"
"Ronnie Bell","SF","JAX","WR","3000","0.3","-8.7","0.0","0.0","30755032","0.0","1.1"
"Dee Eskridge","SEA","WAS","WR","3000","0.3","-8.7","0.0","0.0","30754990","0.0","1.2"
"Malik Heath","GB","PIT","WR","3000","0.2","-8.8","0.0","0.0","30755102","0.0","0.8"
"A.T. Perry","NO","MIN","WR","3000","0.1","-8.8","0.0","0.0","30755026","0.0","0.6"
"Ray-Ray McCloud III","SF","JAX","WR","3200","0.6","-8.8","0.0","0.0","30754964","0.0","2.2"
"Cordarrelle Patterson","ATL","ARI","RB","4200","2.0","-9.3","0.0","0.0","30754696","0.0","6.0"
"Pierre Strong Jr.","CLE","BAL","RB","4000","1.6","-9.3","0.0","0.0","30754796","0.0","4.7"
"Kyle Juszczyk","SF","JAX","RB","4000","1.6","-9.3","0.0","0.0","30754750","0.0","5.1"
"Ke'Shawn Vaughn","TB","TEN","RB","4000","1.6","-9.3","0.0","0.0","30754758","0.0","4.8"
"Tank Bigsby","JAX","SF","RB","4200","1.7","-9.6","0.0","0.0","30754698","0.0","5.1"
"Tony Jones Jr.","ARI","ATL","RB","4000","1.2","-9.7","0.0","0.0","30754834","0.0","3.9"
"Hunter Luepke","DAL","NYG","RB","4000","0.8","-10.1","0.0","0.0","30754706","0.0","3.0"
"Isaiah Spiller","LAC","DET","RB","4000","0.8","-10.1","0.0","0.0","30754816","0.0","2.8"
"Chris Rodriguez Jr.","WAS","SEA","RB","4000","0.9","-10.1","0.0","0.0","30754798","0.0","2.9"
"C.J. Ham","MIN","NO","RB","4000","0.8","-10.2","0.0","0.0","30754786","0.0","2.9"
"Patrick Ricard","BAL","CLE","RB","4000","0.6","-10.3","0.0","0.0","30754720","0.0","2.5"
"Trayveon Williams","CIN","HOU","RB","4700","2.1","-10.3","0.0","0.0","30754662","0.0","5.8"
"D'Ernest Johnson","JAX","SF","RB","4000","0.6","-10.3","0.0","0.0","30754828","0.0","2.2"
"Dare Ogunbowale","HOU","CIN","RB","4000","0.4","-10.6","0.0","0.0","30754806","0.0","1.4"
"Andrew Beck","HOU","CIN","RB","4000","0.2","-10.7","0.0","0.0","30754808","0.0","0.7"
"DeeJay Dallas","SEA","WAS","RB","4000","0.3","-10.7","0.0","0.0","30754708","0.0","1.2"
"Emanuel Wilson","GB","PIT","RB","4000","0.1","-10.8","0.0","0.0","30754776","0.0","0.8"
"Alex Armah","WAS","SEA","RB","4000","0.1","-10.8","0.0","0.0","30754802","0.0","0.6"
"Chris Evans","CIN","HOU","RB","4600","0.4","-11.7","0.0","0.0","30754668","0.0","1.5"
"Craig Reynolds","DET","LAC","RB","4600","0.5","-11.7","0.0","0.0","30754666","0.0","1.7"
