,,Win,,Cover,,Total Points,,Implied,Implied Score,
Dixie State,2022-02-19 21:00:00,240,48.00,7.0,18.18,142.0,18.18,28.1,67.5,74.5
BYU,2022-02-19 22:00:00,210,42.00,6.0,18.18,134.5,18.18,30.9,64.3,70.3
St. Mary's (CAL),2022-02-19 22:00:00,-260,7.69,-6.0,18.18,134.5,18.18,69.1,70.3,64.3
San Diego State,2022-02-19 22:00:00,-130,15.38,-2.0,19.05,116.5,17.39,54.3,59.3,57.3
Fresno State,2022-02-19 22:00:00,110,22.00,2.0,17.39,116.5,19.05,45.7,57.3,59.3
Long Beach State,2022-02-19 22:00:00,175,35.00,5.5,16.67,138.0,18.18,34.9,66.3,71.8
Cal-Santa Barbara,2022-02-19 22:00:00,-210,9.52,-5.5,20.00,138.0,18.18,65.1,71.8,66.3
Oregon,2022-02-19 22:00:00,700,140.00,12.5,19.05,149.5,19.05,12.0,68.5,81.0
Arizona,2022-02-19 22:00:00,-1125,1.78,-12.5,17.39,149.5,17.39,88.0,81.0,68.5
Colorado,2022-02-19 22:00:00,135,27.00,2.5,18.18,134.0,18.18,41.2,65.8,68.3
Stanford,2022-02-19 22:00:00,-155,12.90,-2.5,18.18,134.0,18.18,58.8,68.3,65.8
Washington,2022-02-19 22:00:00,900,180.00,17.0,18.18,140.5,18.18,9.6,61.8,78.8
UCLA,2022-02-19 22:00:00,-1600,1.25,-17.0,18.18,140.5,18.18,90.4,78.8,61.8
Cal State-Fullerton,2022-02-19 22:00:00,-310,6.45,-7.0,18.18,134.0,18.18,72.3,70.5,63.5
Cal State-Northridge,2022-02-19 22:00:00,245,49.00,7.0,18.18,134.0,18.18,27.7,63.5,70.5
Loyola Marymount,2022-02-19 22:00:00,-105,19.05,2.0,16.67,134.0,16.67,48.9,66.0,68.0
Pacific,2022-02-19 22:00:00,-115,17.39,-2.0,20.00,134.0,20.00,51.1,68.0,66.0
