,,Win,,Cover,,Total Points,,Implied,Implied Score,
Central Connecticut,2022-02-17 19:00:00,600,120.00,13.0,18.18,145.0,16.67,13.7,66.0,79.0
Bryant,2022-02-17 19:00:00,-900,2.22,-13.0,18.18,145.0,20.00,86.3,79.0,66.0
LIU-Brooklyn,2022-02-17 19:00:00,-120,16.67,-1.0,17.39,149.5,19.05,52.2,75.3,74.3
St. Francis (Pa.),2022-02-17 19:00:00,100,20.00,1.0,19.05,149.5,17.39,47.8,74.3,75.3
UNC-Greensboro,2022-02-17 19:00:00,350,70.00,8.5,19.05,126.5,18.18,21.2,59.0,67.5
Chattanooga,2022-02-17 19:00:00,-475,4.21,-8.5,17.39,126.5,18.18,78.8,67.5,59.0
Middle Tennessee St.,2022-02-17 19:00:00,-180,11.11,-4.0,18.18,139.5,18.18,62.1,71.8,67.8
Florida International,2022-02-17 19:00:00,155,31.00,4.0,18.18,139.5,18.18,37.9,67.8,71.8
Illinois-Chicago,2022-02-17 19:00:00,,,,,,,,,
Youngstown State,2022-02-17 19:00:00,,,,,,,,,
IUPUI,2022-02-17 19:00:00,750,150.00,14.5,18.18,124.0,18.18,11.3,54.8,69.3
Robert Morris,2022-02-17 19:00:00,-1250,1.60,-14.5,18.18,124.0,18.18,88.7,69.3,54.8
Austin Peay,2022-02-17 19:00:00,1200,240.00,18.5,18.18,131.5,17.39,7.4,56.5,75.0
Murray State,2022-02-17 19:00:00,-2500,0.80,-18.5,18.18,131.5,19.05,92.6,75.0,56.5
Wichita State,2022-02-17 19:00:00,115,23.00,2.0,18.18,136.0,18.18,44.7,67.0,69.0
Cincinnati,2022-02-17 19:00:00,-135,14.81,-2.0,18.18,136.0,18.18,55.3,69.0,67.0
Fairleigh-Dickinson,2022-02-17 19:00:00,245,49.00,7.5,18.18,130.0,18.18,27.7,61.3,68.8
Merrimack,2022-02-17 19:00:00,-310,6.45,-7.5,18.18,130.0,18.18,72.3,68.8,61.3
Northern Illinois,2022-02-17 19:00:00,,,,,,,,,
Akron,2022-02-17 19:00:00,,,,,,,,,
East Carolina,2022-02-17 19:00:00,-105,19.05,1.0,18.18,129.5,17.39,48.9,64.3,65.3
South Florida,2022-02-17 19:00:00,-115,17.39,-1.0,18.18,129.5,19.05,51.1,65.3,64.3
Michigan,2022-02-17 19:01:00,180,36.00,5.5,18.18,150.5,19.05,34.2,72.5,78.0
Iowa,2022-02-17 19:01:00,-220,9.09,-5.5,18.18,150.5,17.39,65.8,78.0,72.5
Louisiana-Lafayette,2022-02-17 19:30:00,-150,13.33,-2.5,17.39,139.5,19.05,58.0,71.0,68.5
Louisiana-Monroe,2022-02-17 19:30:00,130,26.00,2.5,19.05,139.5,17.39,42.0,68.5,71.0
UTEP,2022-02-17 19:30:00,350,70.00,9.5,17.39,141.5,18.18,21.2,66.0,75.5
Louisiana Tech,2022-02-17 19:30:00,-475,4.21,-9.5,19.05,141.5,18.18,78.8,75.5,66.0
Oregon State,2022-02-17 19:30:00,1800,360.00,24.0,19.05,152.5,20.00,5.1,64.3,88.3
Arizona,2022-02-17 19:30:00,-4500,0.44,-24.0,17.39,152.5,16.67,94.9,88.3,64.3
Abilene Christian,2022-02-17 19:30:00,105,21.00,1.5,18.18,136.5,19.05,46.8,67.5,69.0
Sam Houston,2022-02-17 19:30:00,-125,16.00,-1.5,18.18,136.5,17.39,53.2,69.0,67.5
Arkansas State,2022-02-17 20:00:00,190,38.00,5.5,18.18,132.0,17.39,33.0,63.3,68.8
Texas State,2022-02-17 20:00:00,-235,8.51,-5.5,18.18,132.0,19.05,67.0,68.8,63.3
Arkansas-Little Rock,2022-02-17 20:00:00,410,82.00,10.0,19.05,133.0,18.18,18.7,61.5,71.5
Texas-Arlington,2022-02-17 20:00:00,-575,3.48,-10.0,17.39,133.0,18.18,81.3,71.5,61.5
Rice,2022-02-17 20:00:00,700,140.00,14.0,18.18,150.5,18.18,12.0,68.3,82.3
UAB,2022-02-17 20:00:00,-1125,1.78,-14.0,18.18,150.5,18.18,88.0,82.3,68.3
UNC-Charlotte,2022-02-17 20:00:00,300,60.00,8.5,18.18,142.0,19.05,23.8,66.8,75.3
Western Kentucky,2022-02-17 20:00:00,-400,5.00,-8.5,18.18,142.0,17.39,76.2,75.3,66.8
Oral Roberts,2022-02-17 20:00:00,100,20.00,2.0,18.18,153.5,18.18,47.8,75.8,77.8
North Dakota State,2022-02-17 20:00:00,-120,16.67,-2.0,18.18,153.5,18.18,52.2,77.8,75.8
Denver,2022-02-17 20:00:00,-125,16.00,-1.0,17.39,148.0,19.05,53.2,74.5,73.5
Omaha,2022-02-17 20:00:00,105,21.00,1.0,19.05,148.0,17.39,46.8,73.5,74.5
Western Illinois,2022-02-17 20:00:00,,,,,,,,,
South Dakota State,2022-02-17 20:00:00,,,,,,,,,
UM-Kansas City,2022-02-17 20:00:00,-190,10.53,-4.5,19.05,140.0,16.67,63.0,72.3,67.8
North Dakota,2022-02-17 20:00:00,160,32.00,4.5,17.39,140.0,20.00,37.0,67.8,72.3
Texas-San Antonio,2022-02-17 20:00:00,110,22.00,2.0,17.39,137.5,20.00,45.7,67.8,69.8
Southern Mississippi,2022-02-17 20:00:00,-130,15.38,-2.0,19.05,137.5,16.67,54.3,69.8,67.8
Eastern Illinois,2022-02-17 20:00:00,,,,,,,,,
Belmont,2022-02-17 20:00:00,,,,,,,,,
VMI,2022-02-17 20:00:00,110,22.00,2.0,18.18,157.5,18.18,45.7,77.8,79.8
Samford,2022-02-17 20:00:00,-130,15.38,-2.0,18.18,157.5,18.18,54.3,79.8,77.8
McNeese State,2022-02-17 20:00:00,340,68.00,9.5,18.18,148.5,18.18,21.7,69.5,79.0
Nicholls State,2022-02-17 20:00:00,-450,4.44,-9.5,18.18,148.5,18.18,78.3,79.0,69.5
SE Louisiana,2022-02-17 20:30:00,190,38.00,5.5,17.39,152.5,18.18,33.0,73.5,79.0
Texas A&M-Corpus Christi,2022-02-17 20:30:00,-235,8.51,-5.5,19.05,152.5,18.18,67.0,79.0,73.5
SE Missouri State,2022-02-17 20:30:00,150,30.00,4.0,18.18,153.0,19.05,38.8,74.5,78.5
Tennessee Tech,2022-02-17 20:30:00,-170,11.76,-4.0,18.18,153.0,17.39,61.2,78.5,74.5
Northwestern State,2022-02-17 20:30:00,-110,18.18,1.0,16.67,148.0,18.18,50.0,73.5,74.5
Incarnate Word,2022-02-17 20:30:00,-110,18.18,-1.0,20.00,148.0,18.18,50.0,74.5,73.5
SIU-Edwardsville,2022-02-17 20:30:00,,,,,,,,,
Tennessee State,2022-02-17 20:30:00,,,,,,,,,
Montana State,2022-02-17 21:00:00,-130,15.38,-2.0,18.18,145.0,19.05,54.3,73.5,71.5
Eastern Washington,2022-02-17 21:00:00,110,22.00,2.0,18.18,145.0,17.39,45.7,71.5,73.5
Montana,2022-02-17 21:00:00,-290,6.90,-6.5,16.67,142.5,16.67,71.0,74.5,68.0
Idaho,2022-02-17 21:00:00,230,46.00,6.5,20.00,142.5,20.00,29.0,68.0,74.5
Northern Colorado,2022-02-17 21:00:00,-310,6.45,-7.5,18.18,144.5,16.67,72.3,76.0,68.5
Idaho State,2022-02-17 21:00:00,245,49.00,7.5,18.18,144.5,20.00,27.7,68.5,76.0
Sacramento State,2022-02-17 21:00:00,850,170.00,15.5,18.18,140.5,18.18,10.1,62.5,78.0
Weber State,2022-02-17 21:00:00,-1500,1.33,-15.5,18.18,140.5,18.18,89.9,78.0,62.5
Longwood,2022-02-17 21:00:00,-180,11.11,-3.5,18.18,135.5,18.18,62.1,69.5,66.0
High Point,2022-02-17 21:00:00,155,31.00,3.5,18.18,135.5,18.18,37.9,66.0,69.5
Central Florida,2022-02-17 21:00:00,600,120.00,13.5,18.18,136.5,19.05,13.7,61.5,75.0
Houston,2022-02-17 21:00:00,-900,2.22,-13.5,18.18,136.5,17.39,86.3,75.0,61.5
Oregon,2022-02-17 21:00:00,-180,11.11,-4.5,19.05,137.0,18.18,62.1,70.8,66.3
Arizona State,2022-02-17 21:00:00,155,31.00,4.5,17.39,137.0,18.18,37.9,66.3,70.8
Colorado State,2022-02-17 21:00:00,-320,6.25,-7.5,18.18,152.0,17.39,72.7,79.8,72.3
New Mexico,2022-02-17 21:00:00,250,50.00,7.5,18.18,152.0,19.05,27.3,72.3,79.8
Colorado,2022-02-17 21:30:00,-130,15.38,-1.5,17.39,128.0,16.67,54.3,64.8,63.3
California,2022-02-17 21:30:00,110,22.00,1.5,19.05,128.0,20.00,45.7,63.3,64.8
San Diego,2022-02-17 22:00:00,120,24.00,2.5,17.39,138.0,20.00,43.8,67.8,70.3
Portland,2022-02-17 22:00:00,-140,14.29,-2.5,19.05,138.0,16.67,56.2,70.3,67.8
Santa Clara,2022-02-17 22:00:00,-220,9.09,-5.5,20.00,147.5,18.18,65.8,76.5,71.0
Loyola Marymount,2022-02-17 22:00:00,180,36.00,5.5,16.67,147.5,18.18,34.2,71.0,76.5
Northern Arizona,2022-02-17 22:00:00,205,41.00,6.0,18.18,142.5,18.18,31.3,68.3,74.3
Portland State,2022-02-17 22:00:00,-255,7.84,-6.0,18.18,142.5,18.18,68.7,74.3,68.3
Cal State-Fullerton,2022-02-17 22:00:00,185,37.00,5.5,18.18,134.5,18.18,33.6,64.5,70.0
Cal-Santa Barbara,2022-02-17 22:00:00,-225,8.89,-5.5,18.18,134.5,18.18,66.4,70.0,64.5
Hawaii,2022-02-17 22:00:00,-145,13.79,-2.5,18.18,138.5,18.18,57.1,70.5,68.0
UC San Diego,2022-02-17 22:00:00,125,25.00,2.5,18.18,138.5,18.18,42.9,68.0,70.5
Long Beach State,2022-02-17 22:00:00,-255,7.84,-5.5,16.67,141.0,18.18,68.7,73.3,67.8
Cal State-Northridge,2022-02-17 22:00:00,205,41.00,5.5,20.00,141.0,18.18,31.3,67.8,73.3
Cal State Bakersfield,2022-02-17 22:00:00,230,46.00,7.0,16.67,125.0,18.18,29.0,59.0,66.0
UC Riverside,2022-02-17 22:00:00,-290,6.90,-7.0,20.00,125.0,18.18,71.0,66.0,59.0
Creighton,2022-02-17 22:00:00,,,,,,,,,
DePaul,2022-02-17 22:00:00,,,,,,,,,
San Francisco,2022-02-17 22:00:00,125,25.00,3.0,17.39,132.0,18.18,42.9,64.5,67.5
St. Mary's (CAL),2022-02-17 22:00:00,-145,13.79,-3.0,19.05,132.0,18.18,57.1,67.5,64.5
Utah,2022-02-17 23:00:00,155,31.00,3.5,19.05,140.0,18.18,37.9,68.3,71.8
Stanford,2022-02-17 23:00:00,-180,11.11,-3.5,17.39,140.0,18.18,62.1,71.8,68.3
Washington State,2022-02-17 23:00:00,330,66.00,9.0,18.18,132.0,20.00,22.2,61.5,70.5
UCLA,2022-02-17 23:00:00,-435,4.60,-9.0,18.18,132.0,16.67,77.8,70.5,61.5
Washington,2022-02-17 23:30:00,450,90.00,11.0,17.39,141.0,20.00,17.4,65.0,76.0
USC,2022-02-17 23:30:00,-630,3.17,-11.0,19.05,141.0,16.67,82.6,76.0,65.0
