,,Win,,Cover,,Total Points,,Implied,Implied Score,
Idaho,2021-11-24 15:00:00,235,47.00,7.0,18.18,132.0,20.00,28.5,62.5,69.5
Western Illinois,2021-11-24 15:00:00,,,,,,,,,
Eastern Michigan,2021-11-24 15:00:00,,,,,,,,,
Lamar,2021-11-24 15:00:00,160,32.00,4.5,17.39,141.0,17.39,37.0,68.3,72.8
Texas-San Antonio,2021-11-24 15:00:00,-190,10.53,-4.5,19.05,141.0,19.05,63.0,72.8,68.3
Presbyterian,2021-11-24 16:00:00,115,23.00,2.0,20.00,134.0,17.39,44.7,66.0,68.0
VMI,2021-11-24 16:00:00,-135,14.81,-2.0,16.67,134.0,19.05,55.3,68.0,66.0
St. Francis (Pa.),2021-11-24 16:00:00,175,35.00,3.5,17.39,147.0,18.18,34.9,71.8,75.3
Cornell,2021-11-24 16:00:00,-210,9.52,-3.5,19.05,147.0,18.18,65.1,75.3,71.8
Denver,2021-11-24 16:00:00,235,47.00,6.0,19.05,123.5,16.67,28.5,58.8,64.8
Air Force,2021-11-24 16:00:00,-300,6.67,-6.0,17.39,123.5,20.00,71.5,64.8,58.8
Wisconsin,2021-11-24 17:00:00,-105,19.05,-1.0,20.00,117.5,16.67,48.9,59.3,58.3
St. Mary's (CAL),2021-11-24 17:00:00,-115,17.39,1.0,16.67,117.5,20.00,51.1,58.3,59.3
Rice,2021-11-24 17:00:00,-265,7.55,-6.5,19.05,139.5,18.18,69.6,73.0,66.5
Fordham,2021-11-24 17:00:00,215,43.00,6.5,17.39,139.5,18.18,30.4,66.5,73.0
William & Mary,2021-11-24 17:00:00,205,41.00,6.5,16.00,132.5,18.18,31.3,63.0,69.5
Radford,2021-11-24 17:00:00,-255,7.84,-6.5,21.00,132.5,18.18,68.7,69.5,63.0
Syracuse,2021-11-24 17:00:00,-220,9.09,-5.5,19.05,132.0,20.00,65.8,68.8,63.3
VCU,2021-11-24 17:00:00,180,36.00,5.5,17.39,132.0,16.67,34.2,63.3,68.8
Alabama A&M,2021-11-24 17:00:00,1800,360.00,19.5,19.05,134.5,17.39,5.1,57.5,77.0
Western Kentucky,2021-11-24 17:00:00,-4500,0.44,-19.5,17.39,134.5,19.05,94.9,77.0,57.5
Tulane,2021-11-24 17:30:00,-180,11.11,-4.5,18.18,133.0,18.18,,68.8,64.3
Valparaiso,2021-11-24 17:30:00,,,4.5,18.18,133.0,18.18,,64.3,68.8
George Washington,2021-11-24 17:30:00,450,90.00,11.5,17.39,138.5,16.67,17.4,63.5,75.0
Missouri State,2021-11-24 17:30:00,-630,3.17,-11.5,19.05,138.5,20.00,82.6,75.0,63.5
Nicholls State,2021-11-24 17:30:00,125,25.00,2.5,19.05,137.0,16.67,42.9,67.3,69.8
Utah Valley,2021-11-24 17:30:00,-145,13.79,-2.5,17.39,137.0,20.00,57.1,69.8,67.3
Seton Hall,2021-11-24 18:00:00,-675,2.96,-12.0,17.39,131.0,19.05,83.4,71.5,59.5
California,2021-11-24 18:00:00,475,95.00,12.0,19.05,131.0,17.39,16.6,59.5,71.5
Buffalo,2021-11-24 18:00:00,,,,,,,,,
Illinois State,2021-11-24 18:00:00,,,,,,,,,
Iowa State,2021-11-24 19:00:00,310,62.00,9.0,19.05,136.5,17.39,23.3,63.8,72.8
Xavier,2021-11-24 19:00:00,-410,4.88,-9.0,17.39,136.5,19.05,76.7,72.8,63.8
Tarleton State,2021-11-24 19:00:00,1100,220.00,22.0,18.18,129.5,18.18,8.0,53.5,76.0
Michigan,2021-11-24 19:00:00,-2200,0.91,,,129.5,18.18,92.0,,
Boston University,2021-11-24 19:00:00,1000,200.00,17.5,18.18,136.0,19.05,8.7,59.3,76.8
Florida State,2021-11-24 19:00:00,-2000,1.00,-17.5,18.18,136.0,17.39,91.3,76.8,59.3
Massachusetts-Lowell,2021-11-24 19:00:00,300,60.00,9.0,16.67,143.0,18.18,23.8,67.0,76.0
Massachusetts,2021-11-24 19:00:00,-400,5.00,-9.0,20.00,143.0,18.18,76.2,76.0,67.0
Southern Mississippi,2021-11-24 19:00:00,110,22.00,2.5,17.39,134.0,20.00,45.7,65.8,68.3
UNC-Wilmington,2021-11-24 19:00:00,-130,15.38,-2.5,19.05,134.0,16.67,54.3,68.3,65.8
Colgate,2021-11-24 19:00:00,-155,12.90,-4.5,24.00,147.0,18.18,58.8,75.8,71.3
Harvard,2021-11-24 19:00:00,135,27.00,4.5,14.29,147.0,18.18,41.2,71.3,75.8
Princeton,2021-11-24 19:00:00,-110,18.18,-1.5,21.00,145.5,19.05,50.0,73.5,72.0
Monmouth,2021-11-24 19:00:00,-110,18.18,1.5,16.00,145.5,17.39,50.0,72.0,73.5
Hampton,2021-11-24 19:00:00,500,100.00,10.5,19.05,131.5,18.18,16.0,60.5,71.0
South Florida,2021-11-24 19:00:00,-720,2.78,-10.5,17.39,131.5,18.18,84.0,71.0,60.5
Washington,2021-11-24 19:00:00,145,29.00,3.5,19.05,149.0,18.18,39.6,72.8,76.3
Nevada,2021-11-24 19:00:00,-165,12.12,-3.5,17.39,149.0,18.18,60.4,76.3,72.8
Oakland,2021-11-24 19:30:00,-130,15.38,-2.0,18.18,138.5,20.00,54.3,70.3,68.3
Delaware,2021-11-24 19:30:00,110,22.00,2.0,18.18,138.5,16.67,45.7,68.3,70.3
Baylor,2021-11-24 19:30:00,-760,2.63,-12.5,17.39,140.5,19.05,84.7,76.5,64.0
Arizona State,2021-11-24 19:30:00,525,105.00,12.5,19.05,140.5,17.39,15.3,64.0,76.5
Louisiana-Monroe,2021-11-24 19:30:00,800,160.00,16.5,18.18,139.5,17.39,10.6,61.5,78.0
Louisiana Tech,2021-11-24 19:30:00,-1375,1.45,-16.5,18.18,139.5,19.05,89.4,78.0,61.5
Toledo,2021-11-24 20:00:00,-290,6.90,-7.0,18.18,146.0,20.00,71.0,76.5,69.5
Coastal Carolina,2021-11-24 20:00:00,230,46.00,7.0,18.18,146.0,16.67,29.0,69.5,76.5
Kent State,2021-11-24 20:00:00,-130,15.38,-2.0,18.18,135.0,20.00,54.3,68.5,66.5
E. Tennessee State,2021-11-24 20:00:00,110,22.00,2.0,18.18,135.0,16.67,45.7,66.5,68.5
Sam Houston,2021-11-24 20:00:00,575,115.00,12.5,19.05,139.0,19.05,14.2,63.3,75.8
SMU,2021-11-24 20:00:00,-850,2.35,-12.5,17.39,139.0,17.39,85.8,75.8,63.3
Houston Baptist,2021-11-24 20:00:00,2500,500.00,29.5,19.05,144.0,17.39,3.7,57.3,86.8
Oklahoma,2021-11-24 20:00:00,-8000,0.25,-29.5,17.39,144.0,19.05,96.3,86.8,57.3
Cal State-Fullerton,2021-11-24 20:00:00,-170,11.76,-4.5,18.18,141.0,18.18,61.2,72.8,68.3
Northern Arizona,2021-11-24 20:00:00,150,30.00,4.5,18.18,141.0,18.18,38.8,68.3,72.8
Ohio State,2021-11-24 20:30:00,110,22.00,1.5,20.00,139.5,20.00,45.7,69.0,70.5
Florida,2021-11-24 20:30:00,-130,15.38,-1.5,16.67,139.5,16.67,54.3,70.5,69.0
Stephen F. Austin,2021-11-24 20:30:00,150,30.00,3.5,19.05,145.0,18.18,38.8,70.8,74.3
Saint Louis,2021-11-24 20:30:00,-170,11.76,-3.5,17.39,145.0,18.18,61.2,74.3,70.8
California Baptist,2021-11-24 20:30:00,1100,220.00,21.5,20.00,138.0,18.18,8.0,58.3,79.8
Texas,2021-11-24 20:30:00,-2200,0.91,-21.5,16.67,138.0,18.18,92.0,79.8,58.3
Vanderbilt,2021-11-24 21:00:00,-160,12.50,-3.5,18.18,129.5,17.39,59.6,,
Pittsburgh,2021-11-24 21:00:00,140,28.00,,,129.5,19.05,40.4,,
Jacksonville,2021-11-24 21:00:00,1200,240.00,14.5,18.18,131.0,18.18,7.4,58.3,72.8
Minnesota,2021-11-24 21:00:00,-2500,0.80,-14.5,18.18,131.0,18.18,92.6,72.8,58.3
Texas Southern,2021-11-24 21:00:00,1800,360.00,19.5,18.18,139.0,20.00,5.1,59.8,79.3
BYU,2021-11-24 21:00:00,-4500,0.44,-19.5,18.18,139.0,16.67,94.9,79.3,59.8
Florida A&M,2021-11-24 21:00:00,650,130.00,12.5,18.18,131.0,19.05,12.8,59.3,71.8
UTEP,2021-11-24 21:00:00,-1000,2.00,-12.5,18.18,131.0,17.39,87.2,71.8,59.3
Memphis,2021-11-24 21:30:00,-150,13.33,-3.0,18.18,140.5,18.18,58.0,71.8,68.8
Virginia Tech,2021-11-24 21:30:00,130,26.00,3.0,18.18,140.5,18.18,42.0,68.8,71.8
UC San Diego,2021-11-24 21:30:00,175,35.00,5.0,18.18,139.5,18.18,34.9,67.3,72.3
Montana,2021-11-24 21:30:00,-210,9.52,-5.0,18.18,139.5,18.18,65.1,72.3,67.3
George Mason,2021-11-24 21:30:00,190,38.00,5.5,18.18,154.5,20.00,33.0,74.5,80.0
South Dakota State,2021-11-24 21:30:00,-235,8.51,-5.5,18.18,154.5,16.67,67.0,80.0,74.5
Arkansas-Pine Bluff,2021-11-24 22:00:00,2500,500.00,26.0,19.05,136.0,19.05,3.7,55.0,81.0
Cal-Santa Barbara,2021-11-24 22:00:00,-8000,0.25,-26.0,17.39,136.0,17.39,96.3,81.0,55.0
TCU,2021-11-24 22:30:00,-600,3.33,-11.0,18.18,137.5,17.39,82.1,74.3,63.3
Pepperdine,2021-11-24 22:30:00,435,87.00,11.0,18.18,137.5,19.05,17.9,63.3,74.3
Texas A&M,2021-11-24 23:30:00,150,30.00,4.0,18.18,130.0,16.67,38.8,63.0,67.0
Notre Dame,2021-11-24 23:30:00,-170,11.76,-4.0,18.18,130.0,20.00,61.2,67.0,63.0
