player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Brad Robbins,60291,P,CIN,4,23,23,4.34,39.09,43.3,7.1,0,0,0,9,7,59.3,4,62,4,0,34.8,57,8,23,99.87,899,2,996
Trenton Gill,60295,P,CHI,5,19,19,4.45,38.68,47.05,13.9,0,0,3,3,6,70.5,7,58,2,0,52.6,139,10,19,84.56,735,1,894
Pressley Harvin III,62973,P,PIT,3,19,19,4.43,40.63,47.21,10.6,0,0,4,2,25,58.0,9,63,3,0,42.1,85,8,19,84.16,772,2,897
Jamie Gillan,63303,P,NYG,4,17,17,4.41,45.47,50.29,8.9,0,0,2,7,21,68.4,6,62,0,0,41.2,62,7,17,74.92,773,1,855
Ryan Wright,77591,P,MIN,4,15,15,4.3,44.6,51.67,8.3,0,0,2,1,18,63.7,4,61,2,0,53.3,66,8,15,64.55,669,2,775
Arryn Siposs,82019,P,PHI,2,8,8,4.32,38.5,43.38,7.8,0,0,1,2,24,59.1,2,54,0,0,62.5,39,5,8,34.59,308,0,347
Jake Camarda,82636,P,TB,4,18,18,4.47,42.94,53.17,16.0,0,0,2,3,30,68.3,9,74,2,0,50.0,144,9,18,80.52,773,2,957
Lou Hedley,98796,P,NO,4,21,21,3.99,39.19,43.14,6.3,0,0,2,4,20,55.7,11,52,4,0,47.6,63,10,21,83.86,823,1,906
Ty Zentner,99465,P,HST,4,14,14,4.26,38.64,42.14,3.0,0,0,1,5,13,50.8,2,54,3,0,21.4,9,3,14,59.59,541,2,590
Ethan Evans,112090,P,LA,4,12,12,4.4,41.08,48.5,12.7,0,0,0,4,26,64.9,4,72,1,0,58.3,89,7,12,52.78,493,0,582
