player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_distance,average_hangtime,average_starting_field_position,average_yards_per_return,declined_penalties,fair_catches,franchise_id,grades_kickoff_kicker,kicked_yards,kicks_returned,onside_kicks,penalties,percent_returned,return_yards,total_hangtime,touchbacks
Jason Myers,10207,K,SEA,3,19,19,69.6,3.93,25.5,22.5,0,1,29,68.3,1322,2,0,0,10.5,45,74.72,16
Wil Lutz,11096,K,DEN,3,15,13,66.3,3.92,28.3,0.0,0,0,10,68.7,995,1,2,0,6.7,0,50.95,13
Ka'imi Fairbairn,11161,K,HST,3,15,15,68.5,4.15,23.5,22.5,0,2,13,68.7,1028,4,0,0,26.7,90,62.22,9
Jake Elliott,11908,K,PHI,3,18,16,71.2,3.93,26.0,31.0,0,0,24,63.6,1281,2,0,0,11.1,62,62.91,16
Harrison Butker,11988,K,KC,3,16,16,74.3,4.16,25.0,,0,0,16,73.4,1189,0,0,0,0.0,0,66.51,16
Rigoberto Sanchez,12130,P,IND,1,1,1,62.0,4.08,25.0,,0,1,14,60.0,62,0,0,0,0.0,0,4.08,0
Austin Seibert,13701,K,NYJ,1,3,2,65.3,4.14,24.7,0.0,0,0,22,60.0,196,1,0,0,33.3,0,8.27,2
Greg Joseph,22842,K,MIN,3,14,13,68.9,3.87,26.0,11.5,0,0,18,67.7,964,2,1,0,14.3,23,50.26,12
Daniel Carlson,28121,K,LV,3,11,11,71.2,4.01,26.1,32.0,0,0,23,64.6,783,3,0,0,27.3,96,44.11,8
Jason Sanders,29578,K,MIA,3,18,17,73.2,4.09,29.2,99.0,0,0,17,71.3,1317,1,0,0,5.6,99,69.61,17
Tyler Bass,33010,K,BUF,3,20,20,70.0,4.12,24.9,22.8,0,0,4,72.8,1400,5,0,0,25.0,114,82.44,15
Jake Bailey,33963,P,MIA,2,5,5,71.8,4.23,23.6,22.0,0,0,17,60.0,359,1,0,0,20.0,22,21.17,4
Jack Fox,34735,P,DET,3,15,15,66.6,4.15,24.8,18.8,0,0,11,57.3,999,5,0,0,33.3,94,62.32,10
Joey Slye,39235,K,WAS,3,12,12,74.0,4.07,25.0,,0,0,32,69.2,888,0,0,0,0.0,0,48.8,12
Eddy Pineiro,44140,K,CAR,3,12,11,66.7,3.83,25.3,25.5,0,0,5,69.2,800,4,0,0,33.3,102,42.1,8
Mitch Wishnowsky,44663,P,SF,1,7,6,67.6,3.91,27.9,30.3,0,0,28,61.4,473,3,0,0,42.9,91,23.46,4
Blake Grupe,57502,K,NO,3,14,14,73.3,4.02,24.5,24.0,0,0,20,71.4,1026,1,0,0,7.1,24,56.31,13
Anders Carlson,57509,K,GB,3,15,15,67.3,3.93,22.7,19.3,0,0,12,72.4,1009,7,0,0,46.7,135,58.98,8
Matt Gay,57643,K,IND,3,16,16,70.4,4.01,24.4,19.3,0,0,14,58.2,1126,4,0,0,25.0,77,64.09,12
Cameron Dicker,77069,K,LAC,3,17,17,73.0,4.13,25.0,,0,0,27,74.2,1241,0,0,0,0.0,0,70.28,17
Chad Ryland,77083,K,NE,3,12,11,69.3,4.18,26.3,22.0,0,0,19,65.7,831,3,0,0,25.0,66,45.95,9
Evan McPherson,82583,K,CIN,3,12,12,70.3,4.12,24.9,16.0,0,1,7,55.3,844,1,0,0,8.3,16,49.46,10
Jake Moody,82603,K,SF,2,13,13,67.7,4.13,25.8,18.0,0,0,28,59.5,880,2,0,0,15.4,36,53.68,10
Jake Camarda,82636,P,TB,3,14,14,71.0,4.21,24.6,20.7,0,0,30,67.7,994,3,0,0,21.4,62,59.0,11
Ethan Evans,112090,P,LA,3,15,15,73.4,4.17,26.0,34.0,0,0,26,68.7,1101,1,0,0,6.7,34,62.5,14
Brandon Aubrey,156112,K,DAL,3,21,21,73.2,4.2,25.0,28.0,0,0,9,77.3,1538,1,0,0,4.8,28,88.27,20
