,,Win,,Cover,,Total Points,,Implied,Implied Score,
Texas State,2021-11-30 20:00:00,130,26.00,3.0,18.18,140.0,18.18,42.0,68.5,71.5
Rice,2021-11-30 20:00:00,-150,13.33,-3.0,18.18,140.0,18.18,58.0,71.5,68.5
SIU-Edwardsville,2021-11-30 20:00:00,,,,,,,,,
Omaha,2021-11-30 20:00:00,,,,,,,,,
Northwestern State,2021-11-30 20:00:00,1600,320.00,31.5,18.18,138.0,19.05,5.7,53.3,84.8
Houston,2021-11-30 20:00:00,-3800,0.53,-31.5,18.18,138.0,17.39,94.3,84.8,53.3
Prairie View,2021-11-30 20:00:00,800,160.00,16.0,20.00,160.5,18.18,10.6,72.3,88.3
South Dakota State,2021-11-30 20:00:00,-1375,1.45,-16.0,16.67,160.5,18.18,89.4,88.3,72.3
North Dakota State,2021-11-30 21:00:00,270,54.00,7.5,19.05,136.5,18.18,25.8,64.5,72.0
Creighton,2021-11-30 21:00:00,-350,5.71,-7.5,17.39,136.5,18.18,74.2,72.0,64.5
Northwestern,2021-11-30 21:00:00,,,,,,,,,
Wake Forest,2021-11-30 21:00:00,,,,,,,,,
Jackson State,2021-11-30 21:00:00,950,190.00,19.0,17.39,139.5,18.18,9.1,60.3,79.3
Marquette,2021-11-30 21:00:00,-1750,1.14,-19.0,19.05,139.5,18.18,90.9,79.3,60.3
Clemson,2021-11-30 21:00:00,-105,19.05,1.0,18.18,125.0,18.18,48.9,62.0,63.0
Rutgers,2021-11-30 21:00:00,-115,17.39,-1.0,18.18,125.0,18.18,51.1,63.0,62.0
New Mexico,2021-11-30 21:00:00,450,90.00,10.5,17.39,145.5,18.18,17.4,67.5,78.0
New Mexico State,2021-11-30 21:00:00,-630,3.17,-10.5,19.05,145.5,18.18,82.6,78.0,67.5
Hawaii,2021-11-30 21:00:00,450,90.00,11.5,18.18,144.0,16.67,17.4,66.3,77.8
Santa Clara,2021-11-30 21:00:00,-630,3.17,-11.5,18.18,144.0,20.00,82.6,77.8,66.3
Saint Louis,2021-11-30 21:00:00,135,27.00,3.0,17.39,135.0,18.18,41.2,66.0,69.0
Boise State,2021-11-30 21:00:00,-155,12.90,-3.0,19.05,135.0,18.18,58.8,69.0,66.0
Duke,2021-11-30 21:30:00,-150,13.33,-3.0,18.18,148.0,19.05,58.0,75.5,72.5
Ohio State,2021-11-30 21:30:00,130,26.00,3.0,18.18,148.0,17.39,42.0,72.5,75.5
Pepperdine,2021-11-30 22:00:00,575,115.00,12.5,18.18,149.0,18.18,14.2,68.3,80.8
Nevada,2021-11-30 22:00:00,-850,2.35,-12.5,18.18,149.0,18.18,85.8,80.8,68.3
South Dakota,2021-11-30 22:00:00,130,26.00,2.5,18.18,136.0,17.39,42.0,66.8,69.3
San Jose State,2021-11-30 22:00:00,-150,13.33,-2.5,18.18,136.0,19.05,58.0,69.3,66.8
Long Beach State,2021-11-30 22:00:00,900,180.00,19.0,19.05,137.0,18.18,9.6,59.0,78.0
San Diego State,2021-11-30 22:00:00,-1600,1.25,-19.0,17.39,137.0,18.18,90.4,78.0,59.0
