,,Win,,Cover,,Total Points,,Implied,Implied Score,
Kentucky,2021-11-13 19:00:00,-1500,1.33,-21.0,18.18,52.5,17.39,89.9,36.8,15.8
Vanderbilt,2021-11-13 19:00:00,850,170.00,21.0,18.18,52.5,19.05,10.1,15.8,36.8
Texas A&M,2021-11-13 19:00:00,-125,16.00,-2.5,19.05,57.5,19.05,53.2,30.0,27.5
Mississippi,2021-11-13 19:00:00,105,21.00,2.5,17.39,57.5,17.39,46.8,27.5,30.0
New Mexico,2021-11-13 19:00:00,1300,260.00,24.5,18.18,51.0,18.18,6.9,13.3,37.8
Fresno State,2021-11-13 19:00:00,-3000,0.67,-24.5,18.18,51.0,18.18,93.1,37.8,13.3
Air Force,2021-11-13 19:00:00,-125,16.00,-2.5,19.05,45.5,19.05,53.2,24.0,21.5
Colorado State,2021-11-13 19:00:00,105,21.00,2.5,17.39,45.5,17.39,46.8,21.5,24.0
Arkansas,2021-11-13 19:30:00,-140,14.29,-2.5,17.39,59.0,18.18,56.2,30.8,28.3
LSU,2021-11-13 19:30:00,120,24.00,2.5,19.05,59.0,18.18,43.8,28.3,30.8
Kansas,2021-11-13 19:30:00,2200,440.00,30.5,18.18,62.0,16.67,4.2,15.8,46.3
Texas,2021-11-13 19:30:00,-6500,0.31,-30.5,18.18,62.0,20.00,95.8,46.3,15.8
Notre Dame,2021-11-13 19:30:00,-225,8.89,-5.5,17.39,64.0,18.18,66.4,34.8,29.3
Virginia,2021-11-13 19:30:00,185,37.00,5.5,19.05,64.0,18.18,33.6,29.3,34.8
North Carolina State,2021-11-13 19:30:00,105,21.00,1.0,20.00,66.5,19.05,46.8,32.8,33.8
Wake Forest,2021-11-13 19:30:00,-125,16.00,-1.0,16.67,66.5,17.39,53.2,33.8,32.8
TCU,2021-11-13 20:00:00,360,72.00,11.5,18.18,54.5,18.18,20.7,21.5,33.0
Oklahoma State,2021-11-13 20:00:00,-490,4.08,-11.5,18.18,54.5,18.18,79.3,33.0,21.5
Colorado,2021-11-13 21:00:00,550,110.00,17.0,17.39,57.0,17.39,14.8,20.0,37.0
UCLA,2021-11-13 21:00:00,-800,2.50,-17.0,19.05,57.0,19.05,85.2,37.0,20.0
Washington State,2021-11-13 22:30:00,425,85.00,13.5,19.05,57.5,18.18,18.2,22.0,35.5
Oregon,2021-11-13 22:30:00,-590,3.39,-13.5,17.39,57.5,18.18,81.8,35.5,22.0
Utah State,2021-11-13 22:30:00,165,33.00,4.5,17.39,57.0,18.18,36.3,26.3,30.8
San Jose State,2021-11-13 22:30:00,-195,10.26,-4.5,19.05,57.0,18.18,63.7,30.8,26.3
Nevada,2021-11-13 22:30:00,130,26.00,3.0,18.18,46.0,19.05,42.0,21.5,24.5
San Diego State,2021-11-13 22:30:00,-150,13.33,-3.0,18.18,46.0,17.39,58.0,24.5,21.5
