,,Win,,Cover,,Total Points,,Implied,Implied Score,
Maryland-Baltimore County,2022-02-23 19:00:00,105,21.00,1.5,18.18,146.5,18.18,46.8,72.5,74.0
Hartford,2022-02-23 19:00:00,-125,16.00,-1.5,18.18,146.5,18.18,53.2,74.0,72.5
Stony Brook,2022-02-23 19:00:00,155,31.00,3.5,18.18,146.0,18.18,37.9,71.3,74.8
Massachusetts-Lowell,2022-02-23 19:00:00,-180,11.11,-3.5,18.18,146.0,18.18,62.1,74.8,71.3
Vermont,2022-02-23 19:00:00,-1000,2.00,-13.0,18.18,137.0,18.18,87.2,75.0,62.0
Binghamton,2022-02-23 19:00:00,650,130.00,13.0,18.18,137.0,18.18,12.8,62.0,75.0
Rutgers,2022-02-23 19:00:00,185,37.00,5.5,18.18,135.0,18.18,33.6,64.8,70.3
Michigan,2022-02-23 19:00:00,-225,8.89,-5.5,18.18,135.0,18.18,66.4,70.3,64.8
Northern Iowa,2022-02-23 19:00:00,-220,9.09,-5.5,19.05,142.5,18.18,65.8,74.0,68.5
Indiana State,2022-02-23 19:00:00,180,36.00,5.5,17.39,142.5,18.18,34.2,68.5,74.0
Drake,2022-02-23 19:00:00,-275,7.27,-6.5,18.18,137.5,18.18,70.1,72.0,65.5
Valparaiso,2022-02-23 19:00:00,220,44.00,6.5,18.18,137.5,18.18,29.9,65.5,72.0
Chattanooga,2022-02-23 19:00:00,-165,12.12,-3.0,18.18,139.0,18.18,60.4,71.0,68.0
E. Tennessee State,2022-02-23 19:00:00,145,29.00,3.0,18.18,139.0,18.18,39.6,68.0,71.0
Citadel,2022-02-23 19:00:00,220,44.00,6.5,18.18,148.5,18.18,29.9,71.0,77.5
Mercer,2022-02-23 19:00:00,-275,7.27,-6.5,18.18,148.5,18.18,70.1,77.5,71.0
Western Carolina,2022-02-23 19:00:00,500,100.00,11.0,18.18,132.5,18.18,16.0,60.8,71.8
UNC-Greensboro,2022-02-23 19:00:00,-720,2.78,-11.0,18.18,132.5,18.18,84.0,71.8,60.8
Wofford,2022-02-23 19:00:00,-120,16.67,-1.0,18.18,145.5,16.67,52.2,73.3,72.3
VMI,2022-02-23 19:00:00,100,20.00,1.0,18.18,145.5,20.00,47.8,72.3,73.3
TCU,2022-02-23 19:00:00,300,60.00,8.5,19.05,127.5,18.18,23.8,59.5,68.0
Texas,2022-02-23 19:00:00,-400,5.00,-8.5,17.39,127.5,18.18,76.2,68.0,59.5
West Virginia,2022-02-23 19:00:00,190,38.00,5.5,18.18,131.5,16.67,33.0,63.0,68.5
Iowa State,2022-02-23 19:00:00,-235,8.51,-5.5,18.18,131.5,20.00,67.0,68.5,63.0
Central Arkansas,2022-02-23 19:00:00,190,38.00,5.5,18.18,146.5,18.18,33.0,70.5,76.0
North Alabama,2022-02-23 19:00:00,-235,8.51,-5.5,18.18,146.5,18.18,67.0,76.0,70.5
Syracuse,2022-02-23 19:00:00,175,35.00,5.0,18.18,145.5,18.18,34.9,70.3,75.3
Notre Dame,2022-02-23 19:00:00,-210,9.52,-5.0,18.18,145.5,18.18,65.1,75.3,70.3
Duke,2022-02-23 19:00:00,-195,10.26,-4.5,17.39,130.0,18.18,63.7,67.3,62.8
Virginia,2022-02-23 19:00:00,165,33.00,4.5,19.05,130.0,18.18,36.3,62.8,67.3
Boston College,2022-02-23 19:00:00,205,41.00,6.0,18.18,139.5,18.18,31.3,66.8,72.8
North Carolina State,2022-02-23 19:00:00,-255,7.84,-6.0,18.18,139.5,18.18,68.7,72.8,66.8
Wake Forest,2022-02-23 19:00:00,-145,13.79,-3.0,20.00,145.0,19.05,57.1,74.0,71.0
Clemson,2022-02-23 19:00:00,125,25.00,3.0,16.67,145.0,17.39,42.9,71.0,74.0
Campbell,2022-02-23 19:00:00,-320,6.25,-6.5,18.18,130.0,18.18,72.7,68.3,61.8
Hampton,2022-02-23 19:00:00,250,50.00,6.5,18.18,130.0,18.18,27.3,61.8,68.3
Charleston Southern,2022-02-23 19:00:00,500,100.00,11.0,18.18,134.5,18.18,16.0,61.8,72.8
Presbyterian,2022-02-23 19:00:00,-720,2.78,-11.0,18.18,134.5,18.18,84.0,72.8,61.8
UNC-Asheville,2022-02-23 19:00:00,220,44.00,6.0,18.18,134.0,18.18,29.9,64.0,70.0
Gardner-Webb,2022-02-23 19:00:00,-275,7.27,-6.0,18.18,134.0,18.18,70.1,70.0,64.0
High Point,2022-02-23 19:00:00,135,27.00,3.0,18.18,136.5,18.18,41.2,66.8,69.8
North Carolina A&T,2022-02-23 19:00:00,-155,12.90,-3.0,18.18,136.5,18.18,58.8,69.8,66.8
Radford,2022-02-23 19:00:00,350,70.00,9.0,18.18,132.0,18.18,21.2,61.5,70.5
Longwood,2022-02-23 19:00:00,-475,4.21,-9.0,18.18,132.0,18.18,78.8,70.5,61.5
Xavier,2022-02-23 19:00:00,115,23.00,2.5,18.18,139.0,19.05,44.7,68.3,70.8
Providence,2022-02-23 19:00:00,-135,14.81,-2.5,18.18,139.0,17.39,55.3,70.8,68.3
Davidson,2022-02-23 19:00:00,-435,4.60,-9.0,18.18,137.5,18.18,77.8,73.3,64.3
Duquesne,2022-02-23 19:00:00,330,66.00,9.0,18.18,137.5,18.18,22.2,64.3,73.3
Massachusetts,2022-02-23 19:00:00,550,110.00,12.0,18.18,140.5,18.18,14.8,64.3,76.3
Dayton,2022-02-23 19:00:00,-800,2.50,-12.0,18.18,140.5,18.18,85.2,76.3,64.3
La Salle,2022-02-23 19:00:00,140,28.00,3.5,18.18,134.0,18.18,40.4,65.3,68.8
Fordham,2022-02-23 19:00:00,-160,12.50,-3.5,18.18,134.0,18.18,59.6,68.8,65.3
South Florida,2022-02-23 19:00:00,250,50.00,7.0,18.18,129.0,18.18,27.3,61.0,68.0
East Carolina,2022-02-23 19:00:00,-320,6.25,-7.0,18.18,129.0,18.18,72.7,68.0,61.0
Lafayette,2022-02-23 19:00:00,270,54.00,7.5,18.18,139.0,18.18,25.8,65.8,73.3
Boston University,2022-02-23 19:00:00,-350,5.71,-7.5,18.18,139.0,18.18,74.2,73.3,65.8
Colgate,2022-02-23 19:00:00,-1000,2.00,-12.5,18.18,140.5,18.18,87.2,76.5,64.0
Holy Cross,2022-02-23 19:00:00,650,130.00,12.5,18.18,140.5,18.18,12.8,64.0,76.5
American,2022-02-23 19:00:00,195,39.00,5.0,18.18,135.5,18.18,32.4,65.3,70.3
Lehigh,2022-02-23 19:00:00,-240,8.33,-5.0,18.18,135.5,18.18,67.6,70.3,65.3
Loyola (MD),2022-02-23 19:00:00,230,46.00,6.5,18.18,119.5,18.18,29.0,56.5,63.0
Navy,2022-02-23 19:00:00,-290,6.90,-6.5,18.18,119.5,18.18,71.0,63.0,56.5
James Madison,2022-02-23 19:00:00,330,66.00,9.0,17.39,140.5,18.18,22.2,65.8,74.8
Towson,2022-02-23 19:00:00,-435,4.60,-9.0,19.05,140.5,18.18,77.8,74.8,65.8
George Mason,2022-02-23 19:00:00,230,46.00,6.5,19.05,129.5,16.67,29.0,61.5,68.0
VCU,2022-02-23 19:00:00,-290,6.90,-6.5,17.39,129.5,20.00,71.0,68.0,61.5
Appalachian State,2022-02-23 19:30:00,-350,5.71,-7.5,18.18,130.0,18.18,74.2,68.8,61.3
Arkansas-Little Rock,2022-02-23 19:30:00,270,54.00,7.5,18.18,130.0,18.18,25.8,61.3,68.8
Coastal Carolina,2022-02-23 20:00:00,135,27.00,3.0,18.18,136.5,19.05,41.2,66.8,69.8
Arkansas State,2022-02-23 20:00:00,-155,12.90,-3.0,18.18,136.5,17.39,58.8,69.8,66.8
Texas State,2022-02-23 20:00:00,140,28.00,3.0,18.18,131.5,18.18,40.4,64.3,67.3
South Alabama,2022-02-23 20:00:00,-160,12.50,-3.0,18.18,131.5,18.18,59.6,67.3,64.3
Grand Canyon,2022-02-23 20:00:00,,,,,,,,,
Chicago State,2022-02-23 20:00:00,,,,,,,,,
Bradley,2022-02-23 20:00:00,,,,,,,,,
Missouri State,2022-02-23 20:00:00,,,,,,,,,
Illinois State,2022-02-23 20:00:00,,,,,,,,,
Southern Illinois,2022-02-23 20:00:00,,,,,,,,,
Furman,2022-02-23 20:00:00,-255,7.84,-5.5,18.18,148.5,18.18,68.7,77.0,71.5
Samford,2022-02-23 20:00:00,205,41.00,5.5,18.18,148.5,18.18,31.3,71.5,77.0
Tulsa,2022-02-23 20:00:00,425,85.00,10.5,18.18,141.5,18.18,18.2,65.5,76.0
SMU,2022-02-23 20:00:00,-590,3.39,-10.5,18.18,141.5,18.18,81.8,76.0,65.5
Houston,2022-02-23 20:00:00,-380,5.26,-8.5,18.18,137.5,17.39,75.5,73.0,64.5
Tulane,2022-02-23 20:00:00,290,58.00,8.5,18.18,137.5,19.05,24.5,64.5,73.0
Evansville,2022-02-23 20:00:00,,,,,,,,,
Loyola-Chicago,2022-02-23 20:00:00,,,,,,,,,
Mississippi,2022-02-23 20:30:00,800,160.00,15.0,20.00,140.0,18.18,10.6,62.5,77.5
Auburn,2022-02-23 20:30:00,-1375,1.45,-15.0,16.67,140.0,18.18,89.4,77.5,62.5
Butler,2022-02-23 20:30:00,350,70.00,9.5,17.39,132.0,18.18,21.2,61.3,70.8
Seton Hall,2022-02-23 20:30:00,-475,4.21,-9.5,19.05,132.0,18.18,78.8,70.8,61.3
Wyoming,2022-02-23 21:00:00,235,47.00,7.0,17.39,144.0,18.18,28.5,68.5,75.5
Colorado State,2022-02-23 21:00:00,-300,6.67,-7.0,19.05,144.0,18.18,71.5,75.5,68.5
Louisiana State,2022-02-23 21:00:00,245,49.00,7.5,18.18,143.0,17.39,27.7,67.8,75.3
Kentucky,2022-02-23 21:00:00,-310,6.45,-7.5,18.18,143.0,19.05,72.3,75.3,67.8
Wisconsin,2022-02-23 21:00:00,-200,10.00,-5.0,18.18,135.0,18.18,64.3,70.0,65.0
Minnesota,2022-02-23 21:00:00,170,34.00,5.0,18.18,135.0,18.18,35.7,65.0,70.0
Virginia Tech,2022-02-23 21:00:00,-255,7.84,-6.0,19.05,132.0,18.18,68.7,69.0,63.0
Georgia Tech,2022-02-23 21:00:00,205,41.00,6.0,17.39,132.0,18.18,31.3,63.0,69.0
Cincinnati,2022-02-23 21:00:00,120,24.00,2.5,18.18,140.0,16.67,43.8,68.8,71.3
Central Florida,2022-02-23 21:00:00,-140,14.29,-2.5,18.18,140.0,20.00,56.2,71.3,68.8
Washington,2022-02-23 23:00:00,320,64.00,9.0,19.05,136.0,18.18,22.7,63.5,72.5
Washington State,2022-02-23 23:00:00,-425,4.71,-9.0,17.39,136.0,18.18,77.3,72.5,63.5
