,,Win,,Cover,,Total Points,,Implied,Implied Score,
Wisconsin-Green Bay,2021-12-22 17:00:00,950,190.00,16.5,18.18,130.0,20.00,9.1,56.8,73.3
Minnesota,2021-12-22 17:00:00,-1750,1.14,-16.5,18.18,130.0,16.67,90.9,73.3,56.8
Portland,2021-12-22 17:00:00,360,72.00,9.0,18.18,146.0,18.18,20.7,68.5,77.5
UC Davis,2021-12-22 17:00:00,-490,4.08,-9.0,18.18,146.0,18.18,79.3,77.5,68.5
Southern Illinois,2021-12-22 17:00:00,,,,,,,,,
San Francisco,2021-12-22 17:00:00,,,,,,,,,
Youngstown State,2021-12-22 18:00:00,800,160.00,16.0,17.39,132.0,18.18,10.6,58.0,74.0
West Virginia,2021-12-22 18:00:00,-1375,1.45,-16.0,19.05,132.0,18.18,89.4,74.0,58.0
Murray State,2021-12-22 18:00:00,650,130.00,12.5,19.05,147.5,19.05,12.8,67.5,80.0
Auburn,2021-12-22 18:00:00,-1000,2.00,-12.5,17.39,147.5,17.39,87.2,80.0,67.5
Pacific,2021-12-22 18:00:00,375,75.00,9.0,17.39,124.0,18.18,20.1,57.5,66.5
California,2021-12-22 18:00:00,-510,3.92,-9.0,19.05,124.0,18.18,79.9,66.5,57.5
Troy,2021-12-22 18:00:00,230,46.00,7.0,18.18,134.5,18.18,29.0,63.8,70.8
Mercer,2021-12-22 18:00:00,-290,6.90,-7.0,18.18,134.5,18.18,71.0,70.8,63.8
Western Kentucky,2021-12-22 18:00:00,435,87.00,12.0,18.18,141.0,16.67,17.9,64.5,76.5
Kentucky,2021-12-22 18:00:00,-600,3.33,-12.0,18.18,141.0,20.00,82.1,76.5,64.5
Chicago State,2021-12-22 18:00:00,,,,,,,,,
Drake,2021-12-22 18:00:00,,,,,,,,,
College of Charleston,2021-12-22 19:00:00,140,28.00,3.0,18.18,141.0,18.18,40.4,69.0,72.0
Old Dominion,2021-12-22 19:00:00,-160,12.50,-3.0,18.18,141.0,18.18,59.6,72.0,69.0
North Carolina Central,2021-12-22 19:00:00,220,44.00,7.0,18.18,138.0,18.18,29.9,65.5,72.5
Sam Houston,2021-12-22 19:00:00,-275,7.27,-7.0,18.18,138.0,18.18,70.1,72.5,65.5
E. Tennessee State,2021-12-22 19:00:00,140,28.00,3.5,18.18,141.0,17.39,40.4,68.8,72.3
Georgia,2021-12-22 19:00:00,-160,12.50,-3.5,18.18,141.0,19.05,59.6,72.3,68.8
Arizona,2021-12-22 19:00:00,100,20.00,1.5,18.18,154.0,18.18,47.8,76.3,77.8
Tennessee,2021-12-22 19:00:00,-120,16.67,-1.5,18.18,154.0,18.18,52.2,77.8,76.3
North Alabama,2021-12-22 19:00:00,950,190.00,18.0,18.18,134.0,17.39,9.1,58.0,76.0
Central Florida,2021-12-22 19:00:00,-1750,1.14,-18.0,18.18,134.0,19.05,90.9,76.0,58.0
Prairie View,2021-12-22 19:00:00,800,160.00,16.5,19.05,141.0,18.18,10.6,62.3,78.8
Wichita State,2021-12-22 19:00:00,-1375,1.45,-16.5,17.39,141.0,18.18,89.4,78.8,62.3
Northern Kentucky,2021-12-22 19:00:00,1300,260.00,18.0,16.67,132.5,16.67,6.9,57.3,75.3
Indiana,2021-12-22 19:00:00,-3000,0.67,-18.0,20.00,132.5,20.00,93.1,75.3,57.3
Bethune-Cookman,2021-12-22 19:00:00,475,95.00,11.5,19.05,128.0,19.05,16.6,58.3,69.8
Marist,2021-12-22 19:00:00,-675,2.96,-11.5,17.39,128.0,17.39,83.4,69.8,58.3
Hofstra,2021-12-22 19:00:00,170,34.00,5.0,18.18,150.0,18.18,35.7,72.5,77.5
Monmouth,2021-12-22 19:00:00,-200,10.00,-5.0,18.18,150.0,18.18,64.3,77.5,72.5
Robert Morris,2021-12-22 19:00:00,210,42.00,6.0,19.05,147.0,18.18,30.9,70.5,76.5
St. Francis (Pa.),2021-12-22 19:00:00,-260,7.69,-6.0,17.39,147.0,18.18,69.1,76.5,70.5
Middle Tennessee St.,2021-12-22 19:00:00,320,64.00,8.5,18.18,139.0,18.18,22.7,65.3,73.8
Chattanooga,2021-12-22 19:00:00,-425,4.71,-8.5,18.18,139.0,18.18,77.3,73.8,65.3
Clemson,2021-12-22 19:00:00,145,29.00,3.5,19.05,118.5,17.39,39.6,57.5,61.0
Virginia,2021-12-22 19:00:00,-165,12.12,-3.5,17.39,118.5,19.05,60.4,61.0,57.5
Florida Gulf Coast,2021-12-22 19:00:00,-190,10.53,-4.5,17.39,144.5,17.39,63.0,74.5,70.0
Canisius,2021-12-22 19:00:00,160,32.00,4.5,19.05,144.5,19.05,37.0,70.0,74.5
Kennesaw State,2021-12-22 19:30:00,525,105.00,13.0,18.18,148.0,18.18,15.3,67.5,80.5
Nebraska,2021-12-22 19:30:00,-760,2.63,-13.0,18.18,148.0,18.18,84.7,80.5,67.5
Mississippi Valley St.,2021-12-22 19:30:00,2500,500.00,38.5,17.39,152.0,17.39,,56.8,95.3
UAB,2021-12-22 19:30:00,,,-38.5,19.05,152.0,19.05,,95.3,56.8
Boise State,2021-12-22 20:00:00,155,31.00,4.0,18.18,132.0,18.18,37.9,64.0,68.0
Washington State,2021-12-22 20:00:00,-180,11.11,-4.0,18.18,132.0,18.18,62.1,68.0,64.0
Lipscomb,2021-12-22 20:00:00,1600,320.00,27.5,19.05,145.0,18.18,5.7,58.8,86.3
Louisiana State,2021-12-22 20:00:00,-3800,0.53,-27.5,17.39,145.0,18.18,94.3,86.3,58.8
North Dakota,2021-12-22 20:00:00,900,180.00,18.0,18.18,133.0,18.18,9.6,57.5,75.5
North Dakota State,2021-12-22 20:00:00,-1600,1.25,-18.0,18.18,133.0,18.18,90.4,75.5,57.5
Western Illinois,2021-12-22 20:00:00,,,,,,,,,
Omaha,2021-12-22 20:00:00,,,,,,,,,
UM-Kansas City,2021-12-22 20:00:00,180,36.00,5.5,18.18,129.0,20.00,34.2,61.8,67.3
South Dakota,2021-12-22 20:00:00,-220,9.09,-5.5,18.18,129.0,16.67,65.8,67.3,61.8
Oral Roberts,2021-12-22 20:00:00,290,58.00,9.0,18.18,165.0,18.18,24.5,78.0,87.0
South Dakota State,2021-12-22 20:00:00,-380,5.26,-9.0,18.18,165.0,18.18,75.5,87.0,78.0
Longwood,2021-12-22 20:00:00,225,45.00,6.5,17.39,137.0,18.18,29.5,65.3,71.8
Abilene Christian,2021-12-22 20:00:00,-280,7.14,-6.5,19.05,137.0,18.18,70.5,71.8,65.3
Texas State,2021-12-22 20:00:00,1100,220.00,18.5,18.18,128.5,18.18,8.0,55.0,73.5
Houston,2021-12-22 20:00:00,-2200,0.91,-18.5,18.18,128.5,18.18,92.0,73.5,55.0
Alcorn State,2021-12-22 20:00:00,1400,280.00,26.5,18.18,131.5,17.39,6.4,52.5,79.0
Oklahoma,2021-12-22 20:00:00,-3300,0.61,-26.5,18.18,131.5,19.05,93.6,79.0,52.5
Illinois,2021-12-22 21:00:00,,,,,,,,,
Missouri,2021-12-22 21:00:00,,,,,,,,,
Bradley,2021-12-22 21:00:00,,,,,,,,,
UTEP,2021-12-22 21:00:00,,,,,,,,,
Virginia Tech,2021-12-22 21:00:00,330,66.00,9.0,18.18,138.0,17.39,22.2,64.5,73.5
Duke,2021-12-22 21:00:00,-435,4.60,-9.0,18.18,138.0,19.05,77.8,73.5,64.5
Dixie State,2021-12-22 21:00:00,525,105.00,12.5,18.18,157.5,18.18,15.3,72.5,85.0
Southern Utah,2021-12-22 21:00:00,-760,2.63,-12.5,18.18,157.5,18.18,84.7,85.0,72.5
UC San Diego,2021-12-22 21:00:00,900,180.00,15.5,18.18,128.0,18.18,9.6,56.3,71.8
San Diego State,2021-12-22 21:00:00,-1600,1.25,-15.5,18.18,128.0,18.18,90.4,71.8,56.3
BYU,2021-12-22 21:30:00,-1375,1.45,-14.0,18.18,127.0,18.18,89.4,70.5,56.5
South Florida,2021-12-22 21:30:00,800,160.00,14.0,18.18,127.0,18.18,10.6,56.5,70.5
San Diego,2021-12-22 22:00:00,330,66.00,9.0,18.18,131.0,18.18,22.2,,
UNLV,2021-12-22 22:00:00,-435,4.60,,,131.0,18.18,77.8,,
Missouri State,2021-12-22 22:00:00,190,38.00,6.0,18.18,126.5,18.18,33.0,60.3,66.3
St. Mary's (CAL),2021-12-22 22:00:00,-235,8.51,-6.0,18.18,126.5,18.18,67.0,66.3,60.3
