,,Win,,Cover,,Total Points,,Implied,Implied Score,
New Mexico State,2021-11-27 15:00:00,-255,7.84,-6.5,18.18,59.0,16.67,68.7,32.8,26.3
Oregon State,2021-11-27 15:30:00,230,46.00,7.0,19.05,61.0,17.39,29.0,27.0,34.0
Oregon,2021-11-27 15:30:00,-290,6.90,-7.0,17.39,61.0,19.05,71.0,34.0,27.0
Alabama,2021-11-27 15:30:00,-1375,1.45,-20.5,18.18,57.0,19.05,89.4,38.8,18.3
Auburn,2021-11-27 15:30:00,800,160.00,20.5,18.18,57.0,17.39,10.6,18.3,38.8
Western Kentucky,2021-11-27 15:30:00,100,20.00,2.0,17.39,74.5,19.05,47.8,36.3,38.3
Marshall,2021-11-27 15:30:00,-120,16.67,-2.0,19.05,74.5,17.39,52.2,38.3,36.3
Northwestern,2021-11-27 15:30:00,,,,,,,,,
Illinois,2021-11-27 15:30:00,,,,,,,,,
Penn State,2021-11-27 15:30:00,-180,11.11,-2.0,12.90,52.0,21.00,62.1,27.0,25.0
Michigan State,2021-11-27 15:30:00,155,31.00,2.0,27.00,52.0,16.00,37.9,25.0,27.0
Indiana,2021-11-27 15:30:00,460,92.00,15.0,18.18,50.5,17.39,17.1,17.8,32.8
Purdue,2021-11-27 15:30:00,-650,3.08,-15.0,18.18,50.5,19.05,82.9,32.8,17.8
Vanderbilt,2021-11-27 15:45:00,2500,500.00,31.0,19.05,63.5,17.39,3.7,16.3,47.3
Tennessee,2021-11-27 15:45:00,-8000,0.25,-31.0,17.39,63.5,19.05,96.3,47.3,16.3
Virginia Tech,2021-11-27 15:45:00,215,43.00,7.0,16.67,63.5,18.18,30.4,28.3,35.3
Virginia,2021-11-27 15:45:00,-265,7.55,-7.0,20.00,63.5,18.18,69.6,35.3,28.3
Louisiana-Monroe,2021-11-27 16:00:00,900,180.00,22.0,16.67,54.5,18.18,9.6,16.3,38.3
Louisiana-Lafayette,2021-11-27 16:00:00,-1600,1.25,-22.0,20.00,54.5,18.18,90.4,38.3,16.3
Arizona,2021-11-27 16:00:00,800,160.00,20.0,19.05,53.0,19.05,10.6,16.5,36.5
Arizona State,2021-11-27 16:00:00,-1375,1.45,-20.0,17.39,53.0,17.39,89.4,36.5,16.5
Tulsa,2021-11-27 16:00:00,200,40.00,6.5,18.18,62.0,17.39,31.8,27.8,34.3
SMU,2021-11-27 16:00:00,-250,8.00,-6.5,18.18,62.0,19.05,68.2,34.3,27.8
Wisconsin,2021-11-27 16:00:00,-280,7.14,-7.0,18.18,39.0,19.05,70.5,23.0,16.0
Minnesota,2021-11-27 16:00:00,225,45.00,7.0,18.18,39.0,17.39,29.5,16.0,23.0
Middle Tenn. St,2021-11-27 19:00:00,145,29.00,3.5,18.18,49.5,18.18,39.6,23.0,26.5
Florida Atlantic,2021-11-27 19:00:00,-165,12.12,-3.5,18.18,49.5,18.18,60.4,26.5,23.0
Texas A&M,2021-11-27 19:00:00,-240,8.33,-6.5,18.18,47.0,19.05,67.6,26.8,20.3
LSU,2021-11-27 19:00:00,195,39.00,6.5,18.18,47.0,17.39,32.4,20.3,26.8
West Virginia,2021-11-27 19:00:00,-720,2.78,-15.5,18.18,56.0,19.05,84.0,35.8,20.3
Kansas,2021-11-27 19:00:00,500,100.00,15.5,18.18,56.0,17.39,16.0,20.3,35.8
Clemson,2021-11-27 19:30:00,-450,4.44,-11.5,19.05,42.5,18.18,78.3,27.0,15.5
South Carolina,2021-11-27 19:30:00,340,68.00,11.5,17.39,42.5,18.18,21.7,15.5,27.0
Oklahoma,2021-11-27 19:30:00,160,32.00,4.5,18.18,49.5,17.39,37.0,22.5,27.0
Oklahoma State,2021-11-27 19:30:00,-190,10.53,-4.5,18.18,49.5,19.05,63.0,27.0,22.5
Kentucky,2021-11-27 19:30:00,115,23.00,3.0,18.18,57.0,16.67,43.7,27.0,30.0
Louisville,2021-11-27 19:30:00,-150,13.33,-3.0,18.18,57.0,20.00,56.3,30.0,27.0
Tulane,2021-11-27 19:30:00,185,37.00,6.0,17.39,57.5,17.39,33.6,25.8,31.8
Memphis,2021-11-27 19:30:00,-225,8.89,-6.0,19.05,57.5,19.05,66.4,31.8,25.8
Pittsburgh,2021-11-27 19:30:00,-490,4.08,-12.5,18.18,58.5,19.05,79.3,35.5,23.0
Syracuse,2021-11-27 19:30:00,360,72.00,12.5,18.18,58.5,17.39,20.7,23.0,35.5
Notre Dame,2021-11-27 20:00:00,-1250,1.60,-20.5,18.18,53.5,18.18,88.7,37.0,16.5
Stanford,2021-11-27 20:00:00,750,150.00,20.5,18.18,53.5,18.18,11.3,16.5,37.0
Nevada,2021-11-27 21:00:00,-180,11.11,-4.0,19.05,57.0,16.67,62.1,30.5,26.5
Colorado State,2021-11-27 21:00:00,155,31.00,4.0,17.39,57.0,20.00,37.9,26.5,30.5
BYU,2021-11-27 22:30:00,-260,7.69,-7.0,18.18,64.5,18.18,69.1,35.8,28.8
USC,2021-11-27 22:30:00,210,42.00,7.0,18.18,64.5,18.18,30.9,28.8,35.8
California,2021-11-27 22:30:00,200,40.00,6.5,18.18,57.5,16.67,31.8,25.5,32.0
UCLA,2021-11-27 22:30:00,-250,8.00,-6.5,18.18,57.5,20.00,68.2,32.0,25.5
