"","Name","TeamAbbrev","Salary","fpts","proj_own","status","lines","totals","pass_plays","grades_offense","yprr","opponent","def_rank","cov_rank"
"492","Isaiah Garcia-Castaneda","NEB",3000,NA,0,"Out indefinitely - Undisclosed",30.5,49.5,56,55.3,2.26,"MICH",4,6
"493","Thomas Fidone II","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"494","Alex Bullock","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"495","Barron Miles Jr.","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"496","Shawn Hardy II","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"497","Janiran Bonner","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"498","Evan Meyersick","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"499","Taveon Thompson","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"500","Decoldest Crawford","NEB",3000,NA,0,"out for season - Knee",30.5,49.5,NA,NA,NA,"MICH",4,6
"501","Kamonte Grimes","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"502","Victor Jones Jr.","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"503","Brodie Tagaloa","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"504","Elliott Brown","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"505","James Carnie","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"506","Truitt Robinson","NEB",3000,NA,0,"Ques Sat - Undisclosed",30.5,49.5,NA,NA,NA,"MICH",4,6
"507","John Goodwin","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"508","Josh Beetham","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"509","Erick All","MICH",3000,NA,0,"out for season - Undisclosed",-30.5,49.5,39,62.1,1,"NEB",94,77
"510","Jake Thaw","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"511","Louis Hansen","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"512","Noah Howes","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"513","Peyton O'Leary","MICH",3000,NA,0,"Healthy",-30.5,49.5,6,57.1,0.67,"NEB",94,77
"514","Marlin Klein","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"515","Hunter Neff","MICH",3000,NA,0,"Healthy",-30.5,49.5,1,81,8,"NEB",94,77
"516","Max Bredeson","MICH",3000,0.57,0,"Healthy",-30.5,49.5,37,69.1,2.18,"NEB",94,77
"517","Logan Forbes","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"518","Sam Staruch","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"519","Christian Bartholomew","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"520","Chase Androff","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"521","Tommi Hill","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"522","Luke Lindenmeyer","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"523","Roman Mangini","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"524","Zach Weinmaster","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"525","Reis Stocksdale","OSU",3000,NA,0,"Healthy",-40.5,61,5,65.6,2.4,"IU",93,111
"526","Corban Cleveland","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"527","Sam Hart","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"528","Blaize Exline","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"529","David Adolph","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"530","Caleb Burton","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"531","Joop Mitchell","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"532","Mitch Rossi","OSU",3000,1.41,0,"Healthy",-40.5,61,53,78.1,0.66,"IU",93,111
"533","Gee Scott Jr.","OSU",3000,0.74,0,"Healthy",-40.5,61,39,49.5,0.38,"IU",93,111
"534","Xavier Johnson","OSU",3000,0.73,0,"Healthy",-40.5,61,64,59.4,0.81,"IU",93,111
"535","Kyion Grayes","OSU",3000,0.73,0,"Healthy",-40.5,61,4,58.4,0.5,"IU",93,111
"536","Kaleb Brown","OSU",3000,0.73,0,"Healthy",-40.5,61,5,53.3,1,"IU",93,111
"537","Kai Saunders","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"538","Omar Cooper Jr.","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"539","Trey Walker","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"540","Ryan Barnes","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"541","David Baker","IU",3000,NA,0,"Out indefinitely - Undisclosed",40.5,61,NA,NA,NA,"OSU",5,18
"542","Jaquez Smith","IU",3000,NA,0,"out for season - Undisclosed",40.5,61,NA,NA,NA,"OSU",5,18
"543","Kamryn Perry","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"544","Ryan Miller","IU",3000,NA,0,"Out indefinitely - Undisclosed",40.5,61,NA,NA,NA,"OSU",5,18
"545","Connor Delp","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"546","Brady Simmons","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"547","Eli Jochem","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"548","Christian Harris","IU",3000,NA,0,"Out indefinitely - Undisclosed",40.5,61,NA,NA,NA,"OSU",5,18
"549","McCall Ray","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"550","Bennett Christian","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"551","Joe Royer","OSU",3000,NA,0,"Out indefinitely - Undisclosed",-40.5,61,NA,NA,NA,"IU",93,111
"552","Riordin Stauffer","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"553","Zak Herbstreit","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"554","Kojo Antwi","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"555","Patrick Gurd","OSU",3000,NA,0,"Healthy",-40.5,61,NA,NA,NA,"IU",93,111
"556","Kamryn Babb","OSU",3000,NA,0,"Out indefinitely - Knee",-40.5,61,NA,NA,NA,"IU",93,111
"557","Brody Foley","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"558","Sam Daugstrup","IU",3000,NA,0,"Healthy",40.5,61,NA,NA,NA,"OSU",5,18
"559","Liam Clifford","PSU",3000,0.63,0,"Healthy",-10.5,57,27,70.4,2.3,"UMD",78,43
"560","Mason Stahl","PSU",3000,NA,0,"Healthy",-10.5,57,NA,NA,NA,"UMD",78,43
"561","Preston Howard","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"562","Shane Carroll","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"563","Maxwell Brown","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"564","Leron Husbands","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"565","Jake Spencer","PSU",3000,NA,0,"Healthy",-10.5,57,NA,NA,NA,"UMD",78,43
"566","Grayson Kline","PSU",3000,NA,0,"Healthy",-10.5,57,NA,NA,NA,"UMD",78,43
"567","Anthony Ivey","PSU",3000,NA,0,"Healthy",-10.5,57,NA,NA,NA,"UMD",78,43
"568","Jason Estrella","PSU",3000,NA,0,"Healthy",-10.5,57,NA,NA,NA,"UMD",78,43
"569","Omari Evans","PSU",3000,2.32,0,"Healthy",-10.5,57,62,52,0.73,"UMD",78,43
"570","Jan Mahlert","PSU",3000,NA,0,"Healthy",-10.5,57,NA,NA,NA,"UMD",78,43
"571","Marcus Fleming","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"572","Octavian Smith Jr.","UMD",3000,1.08,0,"Healthy",10.5,57,50,62.5,0.67,"PSU",81,62
"573","Leon Haughton Jr.","UMD",3000,0.57,0,"Healthy",10.5,57,6,67.9,4.17,"PSU",81,62
"574","Shaleak Knotts","UMD",3000,0.57,0,"Healthy",10.5,57,14,54.5,0.54,"PSU",81,62
"575","Jaden Dottin","PSU",3000,0.63,0,"Out indefinitely - Undisclosed",-10.5,57,9,65.1,1.56,"UMD",78,43
"576","Malick Meiga","PSU",3000,0.63,0,"Healthy",-10.5,57,15,55.3,0.8,"UMD",78,43
"577","Tyler Johnson","PSU",3000,NA,0,"Late Nov - Elbow",-10.5,57,NA,NA,NA,"UMD",78,43
"578","Jerry Cross","PSU",3000,NA,0,"Late Nov - Undisclosed",-10.5,57,NA,NA,NA,"UMD",78,43
"579","Terrance Ellis","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"580","Khalid Jones","UMD",3000,NA,0,"Ques Sat - Undisclosed",10.5,57,NA,NA,NA,"PSU",81,62
"581","Joshua Jennings","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"582","Weston Wolff","UMD",3000,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"583","Jack Polian","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"584","Greg Mailey","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"585","Griffin Eifert","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"586","Henry Cook","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"587","Joe Wilkins Jr.","ND",3000,0.55,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"588","Conor Ratigan","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"589","Cane Berrong","ND",3000,NA,0,"Out indefinitely - Knee",-17,40.5,NA,NA,NA,"NAVY",108,128
"590","Matt Salerno","ND",3000,1.53,0,"Healthy",-17,40.5,38,61.3,1.24,"NAVY",108,128
"591","Tobias Merriweather","ND",3000,NA,0,"Healthy",-17,40.5,33,61.8,1.28,"NAVY",108,128
"592","Cody Howard","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"593","Gracen Bell","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"594","Akalea Kapono","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"595","D.J. Donovan","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"596","Eli Raridon","ND",3000,NA,0,"out for season - Knee",-17,40.5,15,72.9,0,"NAVY",108,128
"597","Leo Scheidler","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"598","Charlie Selna","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"599","Kroy Myers","NAVY",3000,0.22,0,"Healthy",17,40.5,6,58.4,2,"ND",38,54
"600","Zachary Kuhlman","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"601","Michael Naze","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"602","Christian Hutchinson","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"603","Nathan Kent","NAVY",3000,NA,0,"Healthy",17,40.5,13,72.1,2.46,"ND",38,54
"604","John Amell","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"605","Jaxson Campbell","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"606","Kevin Bauman","ND",3000,1.05,0,"out for season - Knee",-17,40.5,20,61.3,2.75,"NAVY",108,128
"607","Mitchell Evans","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"608","Deion Colzie","ND",3000,NA,0,"Healthy",-17,40.5,24,67.7,1.83,"NAVY",108,128
"609","Avery Davis","ND",3000,NA,0,"out for season - Knee",-17,40.5,NA,NA,NA,"NAVY",108,128
"610","Chase Dixon","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"611","Andrew Yanoshak","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"612","Davis Sherwood","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"613","Barret Liebentritt","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"614","Justin Fisher","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"615","Holden Staes","ND",3000,NA,0,"Healthy",-17,40.5,22,55.1,0.52,"NAVY",108,128
"616","Hakim Sanfo","ND",3000,NA,0,"Healthy",-17,40.5,NA,NA,NA,"NAVY",108,128
"617","Regis Velez","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"618","Donovan Draper","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"619","Anthony D'Angelo","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"620","Luke Morley","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"621","Jackson Boyer","NAVY",3000,NA,0,"Healthy",17,40.5,NA,NA,NA,"ND",38,54
"622","Nolan Matthews-Harris","SMU",3000,0.9,0,"Healthy",-17.5,72.5,28,64.1,1.17,"USF",NA,NA
"623","Calvin Wiggins","SMU",3000,0.89,0,"Healthy",-17.5,72.5,14,45.7,0,"USF",NA,NA
"624","Markus Schumacher","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"625","Teddy Knox","SMU",3000,0.89,0,"Healthy",-17.5,72.5,33,49.6,0.1,"USF",NA,NA
"626","Bailey Purcell","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"627","Latrell Williams","USF",3000,NA,0,"Out indefinitely - Hamstring",17.5,72.5,NA,NA,NA,"SMU",121,115
"628","Latrell Williams","USF",3000,NA,0,"Ques Sat - Ankle",17.5,72.5,NA,NA,NA,"SMU",121,115
"629","Chris Mottillo","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"630","Sincere Brown","USF",3000,NA,0,"Healthy",17.5,72.5,5,56.9,0,"SMU",121,115
"631","Treson Everett","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"632","Gunnar Greenwald","USF",3000,3.52,0,"Healthy",17.5,72.5,96,53.4,0.46,"SMU",121,115
"633","Ajou Ajou","USF",3000,NA,0,"out for season - Leg",17.5,72.5,18,54.6,0.53,"SMU",121,115
"634","Sean Atkins","USF",3000,0.93,0,"Healthy",17.5,72.5,42,74.6,1.74,"SMU",121,115
"635","Collin Affleck","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"636","Cade Roberts","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"637","Holden Willis","USF",3000,1.05,0,"Healthy",17.5,72.5,65,54.9,0.4,"SMU",121,115
"638","Garret Reynolds","USF",3000,NA,0,"Healthy",17.5,72.5,8,56.7,0.88,"SMU",121,115
"639","Jayleen Record","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"640","Matt Hason","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"641","Thomas Southey","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"642","Sam Caspino","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"643","Parker Chappell","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"644","Joey Bruszer","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"645","Carter Campbell","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"646","Hudson Shrum","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"647","Keaton Cheves","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"648","Daylon Dickerson","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"649","Simon Gonzalez","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"650","Gage Haskin","SMU",3000,NA,0,"Healthy",-17.5,72.5,54,52.7,1.35,"USF",NA,NA
"651","Davis Hawkins","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"652","Dequan Stanley","USF",3000,NA,0,"Healthy",17.5,72.5,1,97.7,73,"SMU",121,115
"653","Javohn Thomas","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"654","Cameron Cobb","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"655","Christian Helms","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"656","Trey Wagner","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"657","Jayson Littlejohn","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"658","Jackson Long","USF",3000,NA,0,"Healthy",17.5,72.5,NA,NA,NA,"SMU",121,115
"659","Kam Allen","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"660","Sam Morse","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"661","Alex Quirk","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"662","Nic Heck","SMU",3000,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"663","Conner Moore","SMU",3000,NA,0,"out for season - Undisclosed",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"664","Reggie Brown","TUL",3000,NA,0,"Healthy",-1,54.5,208,71.8,1.68,"UCF",67,58
"665","Reggie Brown","TUL",3000,NA,0,"Healthy",-1,54.5,73,44.5,0.18,"UCF",67,58
"666","Chris Brazzell II","TUL",3000,0.52,0,"Healthy",-1,54.5,5,60.5,2.2,"UCF",67,58
"667","Alex Bauman","TUL",3000,0.53,0,"Healthy",-1,54.5,85,50.9,0.85,"UCF",67,58
"668","Bryce Bohanon","TUL",3000,1.9,0,"Healthy",-1,54.5,34,55.3,1.76,"UCF",67,58
"669","Jalen Rogers","TUL",3000,NA,0,"Healthy",-1,54.5,3,39,0,"UCF",67,58
"670","Trevor Evans","TUL",3000,NA,0,"Healthy",-1,54.5,7,72.2,2.86,"UCF",67,58
"671","Max Holler","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"672","Jonathan Kahn","TUL",3000,NA,0,"Healthy",-1,54.5,NA,NA,NA,"UCF",67,58
"673","Grant Stevens","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"674","Joey Gatewood","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"675","Andrew Dickson","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"676","JaJuan Forte'","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"677","Tyler Griffin","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"678","Garrett French","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"679","Luke Besh","TUL",3000,NA,0,"Healthy",-1,54.5,7,65.3,2.57,"UCF",67,58
"680","Michael Lavergne","TUL",3000,NA,0,"Healthy",-1,54.5,1,78,9,"UCF",67,58
"681","Jordan Davis","UCF",3000,NA,0,"Out indefinitely - Undisclosed",1,54.5,NA,NA,NA,"TUL",14,5
"682","Amari Johnson","UCF",3000,NA,0,"Out indefinitely - Leg",1,54.5,NA,NA,NA,"TUL",14,5
"683","Amari Johnson","UCF",3000,NA,0,"Out indefinitely - Undisclosed",1,54.5,NA,NA,NA,"TUL",14,5
"684","Dionte Marks","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"685","Jordan Johnson","UCF",3000,0.84,0,"Healthy",1,54.5,17,73,2.71,"TUL",14,5
"686","Quan Lee","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"687","Dwartney Wortham","UCF",3000,NA,0,"Healthy",1,54.5,3,72.7,10,"TUL",14,5
"688","Jarrad Baker","UCF",3000,NA,0,"Healthy",1,54.5,1,38.2,0,"TUL",14,5
"689","Thomas Wadsworth","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"690","Cullen Smith","UCF",3000,NA,0,"Healthy",1,54.5,NA,NA,NA,"TUL",14,5
"691","Xavier Townsend","UCF",3000,0.55,0,"Healthy",1,54.5,57,64.7,1.44,"TUL",14,5
"692","Blake Gunter","TUL",3000,NA,0,"Healthy",-1,54.5,4,49.2,0,"UCF",67,58
"693","Andrew Wilks","TUL",3000,NA,0,"Healthy",-1,54.5,NA,NA,NA,"UCF",67,58
"694","Lucas Desjardins","TUL",3000,NA,0,"Healthy",-1,54.5,4,58,2,"UCF",67,58
"695","Reed Rutkowski","TUL",3000,NA,0,"Healthy",-1,54.5,NA,NA,NA,"UCF",67,58
