"","Name","TeamAbbrev","Salary","fpts","proj_own","status","lines","totals","pass_plays","grades_offense","yprr","opponent","def_rank","cov_rank"
"114","Jake Briningstool","CLEM",4600,2.85,0,"Healthy",-7,52,144,56,1.28,"UL",NA,NA
"115","Jadan Blue","VT",4600,5.77,0,"Healthy",10,50,149,54.3,0.71,"DUKE",56,85
"116","Mershawn Rice","PUR",4600,3.38,0,"Healthy",6.5,44.5,184,62.6,1.22,"IL",3,3
"117","Ramel Keyton","TENN",4500,2.32,0,"Healthy",-19.5,57.5,189,67.8,2.12,"MIZZ",12,11
"118","Jayden Ballard","OSU",4500,0.73,0,"Healthy",-40.5,61,30,76.6,4.37,"IU",93,111
"119","Brenton Strange","PSU",4400,5.26,0,"Healthy",-10.5,57,223,69.5,1.55,"UMD",78,43
"120","Warren Thompson","ARK",4300,2.29,0,"Healthy",3.5,60.5,143,53.7,1.33,"LSU",30,91
"121","Eli Pancol","DUKE",4300,NA,0,"Healthy",-10,50,198,62.7,1.8,"VT",64,92
"122","Tyrone Tracy","PUR",4300,3.21,0,"Healthy",6.5,44.5,159,62.5,1.27,"IL",3,3
"123","Andison Coby","IU",4300,4.96,0,"Healthy",40.5,61,238,53.5,0.84,"OSU",5,18
"124","Dee Wiggins","UL",4200,NA,0,"out of season - Toe",NA,NA,43,61.9,1.72,"CLEM",21,52
"125","Javon Swinton","IU",4200,5.13,0,"Healthy",40.5,61,145,54.8,0.88,"OSU",5,18
"126","Travis Vokolek","NEB",4100,3.49,0,"Healthy",30.5,49.5,183,71.1,1.35,"MICH",4,6
"127","Zach Hahn","MIZZ",4000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"128","Kemore Gamble","UCF",4000,1.63,0,"Healthy",1,54.5,105,53.6,1.24,"TUL",14,5
"129","Tyler Harrell","BAMA",3900,0.83,0,"Healthy",-11.5,65,2,75.1,6,"MISS",48,48
"130","Stephon Johnson Jr.","OKST",3900,5.94,0,"Healthy",1.5,48,138,63.1,1.58,"ISU",62,71
"131","Drake De Iuliis","VT",3900,NA,0,"Healthy",10,50,60,38.9,0.35,"DUKE",56,85
"132","Alec Holler","UCF",3900,3.81,0,"Healthy",1,54.5,232,60.1,1.28,"TUL",14,5
"133","Trey Knox","ARK",3800,5.36,0,"Healthy",3.5,60.5,257,66.6,1.04,"LSU",30,91
"134","Princeton Fant","TENN",3800,3.83,0,"Healthy",-19.5,57.5,183,53.1,1.05,"MIZZ",12,11
"135","Talyn Shettron","OKST",3800,0.63,0,"Healthy",1.5,48,24,54.5,1,"ISU",62,71
"136","Brannon Spector","CLEM",3800,4.04,0,"Healthy",-7,52,96,61.3,1.32,"UL",NA,NA
"137","Oliver Martin","NEB",3800,2.13,0,"Healthy",30.5,49.5,90,66.1,2.07,"MICH",4,6
"138","Omarion Dollison","USF",3800,2,0,"Healthy",17.5,72.5,59,67.4,2.22,"SMU",121,115
"139","Lawrence Keys III","TUL",3800,5.03,0,"Healthy",-1,54.5,95,71.8,1.54,"UCF",67,58
"140","Michael Trigg","MISS",3700,NA,0,"out for season - Collarbone",NA,NA,111,63.3,1.58,"BAMA",6,14
"141","DeShawn Hanika","ISU",3700,2.67,0,"Healthy",-1.5,48,157,63.8,1.07,"OKST",74,74
"142","Nicky Dalmolin","DUKE",3700,4.37,0,"Healthy",-10,50,268,44.9,0.6,"VT",64,92
"143","Cristian Dixon","MICH",3700,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"144","Tai Felton","UMD",3700,5.71,0,"Healthy",10.5,57,170,57.3,0.84,"PSU",81,62
"145","Beau Corrales","SMU",3700,NA,0,"out for season - Shoulder",-17.5,72.5,44,61.7,1.73,"USF",NA,NA
"146","Chris Carter","USF",3700,2.53,0,"Healthy",17.5,72.5,163,37.9,0.07,"SMU",121,115
"147","Chance Luper","MIZZ",3600,NA,0,"Ques Sat - Illness",19.5,57.5,NA,NA,NA,"TENN",101,106
"148","Rashod Owens","OKST",3600,2.31,0,"Healthy",1.5,48,134,47.3,0.17,"ISU",62,71
"149","Donaven McCulley","IU",3600,2.88,0,"Healthy",40.5,61,161,60.3,0.86,"OSU",5,18
"150","Beau Barker","SMU",3600,NA,0,"Healthy",-17.5,72.5,NA,NA,NA,"USF",NA,NA
"151","Mason Taylor","LSU",3500,4.83,0,"Healthy",-3.5,60.5,326,52.8,0.81,"ARK",90,119
"152","Christian Leary","BAMA",3500,NA,0,"Healthy",-11.5,65,21,53.1,0.32,"MISS",48,48
"153","Sean Shaw Jr.","ISU",3500,1.95,0,"Healthy",-1.5,48,119,62.9,1.07,"OKST",74,74
"154","Cale Cabbiness","OKST",3500,0.63,0,"Healthy",1.5,48,22,57.6,1.68,"ISU",62,71
"155","Trevon West","OU",3500,0.6,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"156","Connor Blumrick","VT",3500,3.14,0,"Healthy",10,50,114,54.6,0.81,"DUKE",56,85
"157","Michael Marchese","IL",3500,1.64,0,"Healthy",-6.5,44.5,104,54.3,1.42,"PUR",92,103
"158","Abdur-Rahmaan Yaseen","PUR",3500,2.65,0,"Healthy",6.5,44.5,32,53,0.41,"IL",3,3
"159","AJ Barner","IU",3500,5.51,0,"Healthy",40.5,61,329,52,0.56,"OSU",5,18
"160","Robert Smith","UMD",3500,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"161","CJ Dippre","UMD",3500,6.2,0,"Healthy",10.5,57,175,73.5,1.77,"PSU",81,62
"162","Will Wallace","TUL",3500,NA,0,"Healthy",-1,54.5,77,66.6,0.13,"UCF",67,58
"163","Kyren Lacy","LSU",3400,2.42,0,"Healthy",-3.5,60.5,115,64.9,1.33,"ARK",90,119
"164","Jaylon Robinson","MISS",3400,NA,0,"Ques Sat - Undisclosed",NA,NA,45,58.5,0.62,"BAMA",6,14
"165","Tyler Stephens","MIZZ",3400,2.3,0,"Healthy",19.5,57.5,114,40.3,0.62,"TENN",101,106
"166","Jayden Gibson","OU",3400,0.6,0,"Healthy",-8.5,68.5,27,53.8,0.48,"WVU",116,124
"167","Jaelin Carter","UL",3400,1.29,0,"Healthy",NA,NA,47,59.9,1.37,"CLEM",21,52
"168","Dae'Quan Wright","VT",3400,NA,0,"out for season - Undisclosed",10,50,84,58.7,2.01,"DUKE",56,85
"169","Luke Ford","IL",3400,1.34,0,"Healthy",-6.5,44.5,132,45.8,0.7,"PUR",92,103
"170","Brody Belt","NEB",3400,0.45,0,"Healthy",30.5,49.5,30,70.1,2.13,"MICH",4,6
"171","A.J. Henning","MICH",3400,1.04,0,"Healthy",-30.5,49.5,54,62.1,1.11,"NEB",94,77
"172","Malachi Holt-Bennett","IU",3400,0.61,0,"Healthy",40.5,61,50,45.9,0.26,"OSU",5,18
"173","Khafre Brown","USF",3400,2.77,0,"Healthy",17.5,72.5,124,50.3,0.53,"SMU",121,115
"174","Phat Watts","TUL",3400,NA,0,"Healthy",-1,54.5,8,58.5,0.71,"UCF",67,58
"175","Stephen Martin","UCF",3400,2.02,0,"Healthy",1,54.5,81,55.9,0.79,"TUL",14,5
"176","Jack Bech","LSU",3300,3.18,0,"Healthy",-3.5,60.5,98,58.3,0.85,"ARK",90,119
"177","Tauskie Dove","MIZZ",3300,4.27,0,"Healthy",19.5,57.5,240,52.1,0.64,"TENN",101,106
"178","Jimmy Holiday","TENN",3300,0.63,0,"Healthy",-19.5,57.5,24,69.9,5.05,"MIZZ",12,11
"179","Stephen Gosnell","VT",3300,4.66,0,"Healthy",10,50,123,65.9,1.19,"DUKE",56,85
"180","Casey Washington","IL",3300,4.25,0,"Out indefinitely - Neck",-6.5,44.5,144,64.3,1.03,"PUR",92,103
"181","Nate Boerkircher","NEB",3300,NA,0,"Healthy",30.5,49.5,77,50.7,0.65,"MICH",4,6
"182","Joel Honigford","MICH",3300,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"183","Omar Manning","NEB",3300,0.52,0,"Healthy",30.5,49.5,24,64.3,1,"MICH",4,6
"184","James Bomba","IU",3300,0.61,0,"Healthy",40.5,61,38,53.3,0.34,"OSU",5,18
"185","Tyler Warren","PSU",3300,0.63,0,"Healthy",-10.5,57,83,51.9,1.19,"UMD",78,43
"186","Harrison Wallace III","PSU",3300,2.09,0,"Healthy",-10.5,57,138,58.1,1.26,"UMD",78,43
"187","Lorenzo Styles","ND",3300,4.92,0,"Healthy",-17,40.5,206,62,1.46,"NAVY",108,128
"188","Casey Kelly","MISS",3200,1.25,0,"Healthy",NA,NA,133,46.8,0.18,"BAMA",6,14
"189","Miles Kitselman","BAMA",3200,NA,0,"Healthy",-11.5,65,13,72.9,2,"MISS",48,48
"190","Demariyon Houston","MIZZ",3200,NA,0,"Out indefinitely - Undisclosed",19.5,57.5,NA,NA,NA,"TENN",101,106
"191","Mekhi Miller","MIZZ",3200,0.54,0,"Healthy",19.5,57.5,40,70.4,2,"TENN",101,106
"192","Preston Fox","WVU",3200,0.81,0,"Healthy",8.5,68.5,14,67.1,2.93,"OU",104,112
"193","Daniel Parker Jr.","OU",3200,1.94,0,"Healthy",-8.5,68.5,88,70.3,0.38,"WVU",116,124
"194","Cortez Braham","WVU",3200,3.04,0,"Healthy",8.5,68.5,63,60.3,1.55,"OU",104,112
"195","E.J. Williams","CLEM",3200,2.13,0,"Healthy",-7,52,103,49.7,0.6,"UL",NA,NA
"196","Cole Pickett","VT",3200,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"197","Cole Finney","DUKE",3200,0.57,0,"Healthy",-10,50,26,52.9,1.6,"VT",64,92
"198","Deion Burks","PUR",3200,2.65,0,"Healthy",6.5,44.5,122,58.7,1.14,"IL",3,3
"199","Tip Reiman","IL",3200,2.83,0,"Healthy",-6.5,44.5,189,66.3,0.83,"PUR",92,103
"200","Aaron Steinfeldt","IU",3200,2.81,0,"Healthy",40.5,61,105,51.3,0.58,"OSU",5,18
"201","Ben Redding","SMU",3200,NA,0,"Out indefinitely - Lower Body",-17.5,72.5,210,61.3,0.72,"USF",NA,NA
"202","Zach Marsh Wojan","UCF",3200,0.56,0,"Healthy",1,54.5,70,51.6,0.55,"TUL",14,5
"203","Salathiel Hemphill","MISS",3100,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"204","Jacob Warren","TENN",3100,2.42,0,"Healthy",-19.5,57.5,175,59.2,0.95,"MIZZ",12,11
"205","Darren Wilson Jr.","ISU",3100,0.71,0,"Healthy",-1.5,48,59,52.9,0.9,"OKST",74,74
"206","Treylan Davis","WVU",3100,1.57,0,"Healthy",8.5,68.5,39,59.1,1.06,"OU",104,112
"207","Sage Ennis","CLEM",3100,NA,0,"Healthy",-7,52,25,62.8,0.81,"UL",NA,NA
"208","Jaylen Jones","VT",3100,1.08,0,"Healthy",10,50,47,47.3,0.86,"DUKE",56,85
"209","Jontavis Robertson","DUKE",3100,2.42,0,"Healthy",-10,50,91,59.7,1.34,"VT",64,92
"210","Jonah Morris","IL",3100,0.59,0,"Healthy",-6.5,44.5,42,59.3,1.34,"PUR",92,103
"211","Paul Piferi","PUR",3100,1.11,0,"Healthy",6.5,44.5,90,56.7,1.17,"IL",3,3
"212","Andrew Sowinski","PUR",3100,NA,0,"Healthy",6.5,44.5,76,57.2,0.65,"IL",3,3
"213","Kaden Saunders","PSU",3100,0.63,0,"Healthy",-10.5,57,19,64.6,1.11,"UMD",78,43
"214","Khalil Dinkins","PSU",3100,0.63,0,"Healthy",-10.5,57,24,56,2.05,"UMD",78,43
"215","Kai Holloway","UMD",3100,NA,0,"Healthy",10.5,57,NA,NA,NA,"PSU",81,62
"216","Camari Williams","NAVY",3100,0.22,0,"Healthy",17,40.5,15,62.6,0,"ND",38,54
"217","Jaylon Griffin","UCF",3100,0.55,0,"Healthy",1,54.5,90,52,0.5,"TUL",14,5
"218","Kole Taylor","LSU",3000,1.27,0,"Healthy",-3.5,60.5,91,58.1,0.83,"ARK",90,119
"219","Jack Mashburn","LSU",3000,1.35,0,"Healthy",-3.5,60.5,14,58.5,0.77,"ARK",90,119
"220","Noah Nash","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"221","Cowinn Helaire","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"222","Chris Hilton Jr.","LSU",3000,0.7,0,"Healthy",-3.5,60.5,35,73.8,3.21,"ARK",90,119
"223","Evan Francioni","LSU",3000,0.7,0,"Healthy",-3.5,60.5,12,61.2,1.27,"ARK",90,119
"224","Javen Nicholas","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"225","MJ Frazier","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"226","RJ Willis","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"227","Quincey McAdoo","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"228","Landon Rogers","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"229","Kamron Bibby","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"230","Sam Mbake","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"231","Chris Harris","ARK",3000,NA,0,"Out indefinitely - Undisclosed",3.5,60.5,NA,NA,NA,"LSU",30,91
"232","GiVanni Peterson","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"233","Nathan Bax","ARK",3000,0.55,0,"Healthy",3.5,60.5,47,54.3,0.15,"LSU",30,91
"234","Jaedon Wilson","ARK",3000,0.55,0,"Healthy",3.5,60.5,26,49.3,0.08,"LSU",30,91
"235","Hunter Talley","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"236","Ty Washington","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"237","Collin Sutherland","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"238","Hudson Henry","ARK",3000,0.51,0,"Healthy",3.5,60.5,30,48.6,0.54,"LSU",30,91
"239","Bryce Stephens","ARK",3000,2.47,0,"Healthy",3.5,60.5,49,67.6,1.98,"LSU",30,91
"240","Kalil Girault","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"241","Chase Lowery","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
