"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"118","David Skinns",23114266,6200,48.11,36.53,0.08,64.5,22,0.2282,8e-04,0.033,0.0158,0.0046,0.0017,8e-04,1e-04,100,4e-04,34,0.02,-0.1,-0.01,0,2022-06-26,"Travelers Championship"
"119","Ben Kohles",23114267,6200,52,37.88,0.14,67,22,0.3624,0.0019,0.0901,0.0486,0.0172,0.006,0.0029,6e-04,100,9e-04,27,0.1,-0.02,0,0,2022-06-26,"Travelers Championship"
"120","Sung Kang",23114268,6100,47.5,33.55,0.45,59,20.5,0.2823,0.0029,0.0531,0.0277,0.0088,0.0031,0.0016,5e-04,100,0.0013,24.5,0.08,0.01,0,0,2022-06-26,"Travelers Championship"
"121","Scott Gutschewski",23114269,6100,47.62,46.01,0.66,70.14,21.84,0.3845,0.003,0.1,0.0532,0.0184,0.0066,0.0034,5e-04,100,0.0016,36,0.08,0.01,0,1,2022-06-26,"Travelers Championship"
"122","Jim Herman",23114270,6100,42.47,42.2,0.22,73,23,0.3707,0.004,0.1,0.0561,0.0204,0.008,0.0039,0.0011,100,0.0017,26.5,0.18,0.11,0.02,0,2022-06-26,"Travelers Championship"
"123","Cole Hammer",23114271,6100,23,32.78,0.71,57.35,20,0.2041,0.0011,0.0244,0.0109,0.0031,0.0011,5e-04,1e-04,100,0.0017,27,0.02,-0.05,-0.01,1,2022-06-26,"Travelers Championship"
"124","Curtis Thompson",23114272,6100,42.16,44.7,0.02,74.5,24,0.2753,0.0012,0.0471,0.0232,0.0074,0.0024,9e-04,3e-04,100,5e-04,33,0.05,-0.02,0,0,2022-06-26,"Travelers Championship"
"125","Nick Watney",23114273,6100,43.19,30.23,0.11,36,19.5,0.1986,0.001,0.0237,0.0112,0.0034,9e-04,4e-04,0,100,8e-04,14,0,-0.07,-0.01,0,2022-06-26,"Travelers Championship"
"126","William McGirt",23114274,6100,40.5,42.55,0.02,72,23.5,0.3751,0.0033,0.1002,0.0553,0.0203,0.0075,0.0038,8e-04,8,3e-04,84.5,0.13,0.06,0.01,0,2022-06-26,"Travelers Championship"
"127","Bill Haas",23114275,6100,52.09,41.03,0.29,70,23,0.3586,0.0025,0.0838,0.0454,0.0159,0.0059,0.0027,5e-04,25,0.0069,77,0.08,0.01,0,0,2022-06-26,"Travelers Championship"
"128","Paul Barjon",23114276,6100,47.56,46.35,0.58,76.5,24.5,0.365,0.0036,0.095,0.0526,0.0187,0.0069,0.0034,7e-04,53,0.003,61.5,0.11,0.04,0.01,1,2022-06-26,"Travelers Championship"
"129","Andrew Landry",23114277,6100,45.05,31.57,0.16,42.2,19.5,0.2659,0.0015,0.047,0.0233,0.0074,0.0023,0.0011,2e-04,100,9e-04,27.5,0.03,-0.04,-0.01,0,2022-06-26,"Travelers Championship"
"130","Seth Reeves",23114278,6100,45.11,36.51,0.09,65,21.5,0.3062,0.0015,0.0648,0.0339,0.0111,0.0035,0.0015,4e-04,100,6e-04,18,0.07,0,0,0,2022-06-26,"Travelers Championship"
"131","Ben Silverman",23123237,6100,33,46.82,0.05,77,24.5,0.1993,8e-04,0.0249,0.0111,0.0038,0.0012,5e-04,1e-04,46,2e-04,57.5,0.02,-0.05,-0.01,0,2022-06-26,"Travelers Championship"
"132","Joshua Creel",23123238,6100,35.28,33.45,0.01,59,20.5,0.213,9e-04,0.0265,0.0117,0.0031,8e-04,3e-04,1e-04,100,2e-04,26.5,0.02,-0.05,-0.01,0,2022-06-26,"Travelers Championship"
"133","Brandon Hagy",23114279,6000,42.72,41.93,0.27,72,23,0.2631,0.0017,0.0434,0.0204,0.0064,0.0022,8e-04,1e-04,100,0.0013,20,0.02,-0.01,0,0,2022-06-26,"Travelers Championship"
"134","Jared Wolfe",23114280,6000,44.22,45.08,0.24,75,24,0.2542,0.0014,0.0418,0.0206,0.0065,0.0025,0.0011,3e-04,100,9e-04,30,0.05,0.02,0,0,2022-06-26,"Travelers Championship"
"135","Richy Werenski",23114281,6000,39.78,39.68,0.36,69.5,22.5,0.277,0.0021,0.0503,0.0246,0.0083,0.0027,0.0013,4e-04,100,0.0016,22,0.07,0.04,0.01,0,2022-06-26,"Travelers Championship"
"136","Morgan Hoffmann",23114283,6000,20,27.19,0.03,32.5,18,0.2052,0.001,0.0278,0.0132,0.0047,0.0015,6e-04,1e-04,68,0.0013,53.5,0.02,-0.01,0,0,2022-06-26,"Travelers Championship"
"137","Michael Thorbjornsen",23114284,6000,21.5,41.96,0.23,72,23,0.2282,0.0014,0.0309,0.0145,0.0042,0.0013,6e-04,1e-04,4,0.0019,113.5,0.02,-0.01,0,0,2022-06-26,"Travelers Championship"
"138","Jonas Blixt",23114285,6000,33.33,32.2,0.15,54,20,0.2441,0.0017,0.0386,0.0192,0.0058,0.0017,6e-04,0,56,6e-04,77.5,0,-0.03,0,0,2022-06-26,"Travelers Championship"
"139","Ryan Brehm",23114286,6000,51.65,29.81,0.17,36,19,0.2389,0.0011,0.0366,0.0176,0.0053,0.0019,9e-04,3e-04,100,0.0024,28.5,0.05,0.02,0,0,2022-06-26,"Travelers Championship"
"140","Martin Trainer",23114287,6000,43.61,29.05,0.19,34.5,18.5,0.2433,0.0015,0.0372,0.0175,0.0053,0.0014,7e-04,1e-04,100,0.0024,21,0.02,-0.01,0,0,2022-06-26,"Travelers Championship"
"141","J.J. Henry",23114288,6000,32.38,27.82,0.01,33.5,18,0.2194,0.0011,0.028,0.0129,0.0037,9e-04,4e-04,0,100,4e-04,28,0,-0.03,0,0,2022-06-26,"Travelers Championship"
"142","Adam D'Amario",23114289,6000,0,21.22,0.01,38.19,11.67,0.0136,0,1e-04,0,0,0,0,0,100,4e-04,13.5,0,-0.03,0,0,2022-06-26,"Travelers Championship"
"143","Brett Drewitt",23114290,6000,45.04,38.31,0.03,66.5,22.5,0.2255,8e-04,0.0286,0.0132,0.0035,0.0011,5e-04,0,100,7e-04,28.5,0,-0.03,0,0,2022-06-26,"Travelers Championship"
"144","Benjamin James",23114291,6000,0,21.38,0.34,38.49,11.76,0.3614,0.0022,0.0946,0.0534,0.0195,0.0076,0.0039,0.0011,100,0.0014,27.5,0.18,0.15,0.02,0,2022-06-26,"Travelers Championship"
"145","Patrick Flavin",23123234,6000,51.62,21.47,0.03,38.64,11.81,0.2225,0.001,0.029,0.0125,0.0037,0.0016,7e-04,2e-04,100,0.0019,24,0.03,0,0,0,2022-06-26,"Travelers Championship"
"146","Conrad Shindler",23123236,6000,64,47.23,0.01,69.2,21.6,0.2492,0.0014,0.0392,0.0187,0.006,0.0021,0.001,3e-04,43,0.0048,62,0.05,0.02,0,0,2022-06-26,"Travelers Championship"
