"game_id","first","time_control_name","game_end_reason","winner","created_at","last_update","type","game_request.lexicon","game_request.initial_time_seconds","game_request.increment_seconds","game_request.challenge_rule","game_request.game_mode","game_request.rating_mode","game_request.max_overtime_minutes","game_request.player_vs_bot","game_request.bot_type","game_request.rules.board_layout_name","game_request.rules.letter_distribution_name","game_request.rules.variant_name"
"tiBpf9Sf","BasicBot","regular","STANDARD",0,"2022-07-13T11:15:38.355217Z","2022-07-13T11:28:09.624354Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"hqkiv4Ef","Ibrahim28","rapid","STANDARD",0,"2022-07-13T11:13:40.133392Z","2022-07-13T11:24:24.784384Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"DdSvYzQi","hannahabigail","regular","TIME",0,"2022-07-13T11:08:17.906007Z","2022-07-13T11:29:20.336158Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"mhkdYndr","BasicBot","regular","STANDARD",1,"2022-07-13T11:07:08.279720Z","2022-07-13T11:23:31.292200Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"aeSVVVRZ","BasicBot","rapid","STANDARD",0,"2022-07-13T11:04:33.181692Z","2022-07-13T11:13:37.300084Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"EosmBXFn","Cappellusman","regular","STANDARD",1,"2022-07-13T11:04:21.551036Z","2022-07-13T11:15:26.743494Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"Dy8VKhXC","BJCUBBS","regular","TIME",0,"2022-07-13T11:01:45.295715Z","2022-07-13T11:21:56.099966Z","NATIVE","NWL20",1200,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"yLifBw26","mutton","regular","STANDARD",0,"2022-07-13T11:01:09.935381Z","2022-07-13T11:19:15.674989Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"rCTgHmC8","SKBATUMAUNG","regular","TIME",0,"2022-07-13T11:00:22.758286Z","2022-07-13T11:16:24.977906Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"dmHRF2c3","BasicBot","regular","RESIGNED",0,"2022-07-13T10:59:08.351562Z","2022-07-13T11:00:54.857125Z","NATIVE","NWL20",1200,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"m8etSzTo","Ibrahim28","rapid","STANDARD",0,"2022-07-13T10:57:58.678442Z","2022-07-13T11:04:30.015590Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"xP63GtMr","BasicBot","regular","STANDARD",0,"2022-07-13T10:56:09.956781Z","2022-07-13T11:00:33.725657Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"9wkw4b5K","BJCUBBS","regular","STANDARD",0,"2022-07-13T10:49:31.812198Z","2022-07-13T10:59:04.339424Z","NATIVE","NWL20",1200,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"BsGKatun","BasicBot","regular","STANDARD",0,"2022-07-13T10:47:20.435402Z","2022-07-13T11:03:02.717219Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"Ro6xaqc4","BasicBot","regular","RESIGNED",0,"2022-07-13T10:46:35.061913Z","2022-07-13T10:49:29.912381Z","NATIVE","NWL20",1200,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Yr5wmbiV","hannahabigail","regular","TIME",0,"2022-07-13T10:45:31.657909Z","2022-07-13T11:06:34.398636Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"CR24jY3n","BasicBot","regular","TIME",0,"2022-07-13T10:43:29.016166Z","2022-07-13T10:59:31.072052Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"54FE6KE8","BasicBot","regular","TIME",0,"2022-07-13T10:42:20.369089Z","2022-07-13T10:58:26.099840Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"nVtUN42j","kyjo55555","regular","RESIGNED",0,"2022-07-13T10:41:51.072186Z","2022-07-13T10:43:41.149648Z","NATIVE","NWL20",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"N5rFFmLm","BasicBot","regular","STANDARD",0,"2022-07-13T10:41:03.380274Z","2022-07-13T10:49:27.905531Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"GHUq8VAb","BasicBot","regular","RESIGNED",0,"2022-07-13T10:40:49.838843Z","2022-07-13T10:41:50.428080Z","NATIVE","NWL20",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"JoZ6BBrj","AkbaranIkqmal","rapid","STANDARD",0,"2022-07-13T10:40:27.976080Z","2022-07-13T10:47:45.956256Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"t7VSFfPE","CarlTassya","blitz","TIME",0,"2022-07-13T10:40:22.212633Z","2022-07-13T10:46:27.400927Z","NATIVE","CSW21",300,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"qDx7cyDZ","Cappellusman","regular","STANDARD",0,"2022-07-13T10:38:14.932646Z","2022-07-13T10:47:07.304479Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"C2nJnWgs","kyjo55555","regular","STANDARD",0,"2022-07-13T10:36:36.520569Z","2022-07-13T10:40:47.494428Z","NATIVE","NWL20",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"4svPPn8P","BasicBot","regular","STANDARD",1,"2022-07-13T10:31:20.911308Z","2022-07-13T10:36:33.926441Z","NATIVE","NWL20",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"RNLy4kHt","SEKTA_TEACHER","regular","STANDARD",0,"2022-07-13T10:29:08.960081Z","2022-07-13T10:40:56.365475Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"ggSfagKw","BasicBot","regular","STANDARD",1,"2022-07-13T10:24:44.659224Z","2022-07-13T10:36:42.844559Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"pYirqKyD","BasicBot","regular","TIME",0,"2022-07-13T10:24:22.865746Z","2022-07-13T10:45:25.891757Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"XLY8eheL","BasicBot","regular","STANDARD",1,"2022-07-13T10:16:08.316580Z","2022-07-13T10:30:22.296132Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pFXSvFjH","Kendricksoo","regular","RESIGNED",0,"2022-07-13T10:16:00.723621Z","2022-07-13T10:19:22.162267Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"We3rzipJ","SEKTA_TEACHER","regular","CONSECUTIVE_ZEROES",0,"2022-07-13T10:15:47.684687Z","2022-07-13T10:28:16.343578Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"W9RAVEVR","Cappellusman","regular","STANDARD",0,"2022-07-13T10:15:42.956401Z","2022-07-13T10:24:19.008226Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"DkFnntf5","BasicBot","regular","RESIGNED",0,"2022-07-13T10:12:03.479337Z","2022-07-13T10:15:53.134504Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"p4TF7xsJ","BasicBot","regular","STANDARD",0,"2022-07-13T10:09:56.223783Z","2022-07-13T10:15:15.195560Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"quByHEM8","sksac2022","regular","STANDARD",0,"2022-07-13T10:05:49.912106Z","2022-07-13T10:10:58.407685Z","NATIVE","CSW21",1200,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"KmBembqq","BasicBot","regular","STANDARD",0,"2022-07-13T09:59:34.496368Z","2022-07-13T10:13:47.531693Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"uzgtindP","BasicBot","regular","STANDARD",0,"2022-07-13T09:59:30.648765Z","2022-07-13T10:15:23.706542Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"xh76wAiB","BasicBot","regular","STANDARD",1,"2022-07-13T09:55:10.055498Z","2022-07-13T10:00:13.362422Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"GVPVSCDh","BasicBot","regular","TIME",0,"2022-07-13T09:53:39.370898Z","2022-07-13T10:18:46.154107Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",5,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"s8GRMQo6","BasicBot","regular","CONSECUTIVE_ZEROES",1,"2022-07-13T09:53:37.553544Z","2022-07-13T09:59:31.538511Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"iJEvTpcv","rqts","regular","RESIGNED",0,"2022-07-13T09:53:28.257870Z","2022-07-13T09:55:35.138500Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"D4acBcVS","mutton","regular","STANDARD",1,"2022-07-13T09:53:19.882538Z","2022-07-13T10:15:58.477561Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"x7fRt8wU","BasicBot","regular","TIME",0,"2022-07-13T09:52:34.697932Z","2022-07-13T10:08:39.588701Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"8abNHgXn","JUSTIN_MEB2101A","regular","STANDARD",0,"2022-07-13T09:50:57.949005Z","2022-07-13T09:55:06.742948Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"muzPTrcU","Cappellusman","regular","STANDARD",1,"2022-07-13T09:48:13.224549Z","2022-07-13T09:59:24.096350Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"JFFLUp3c","BasicBot","regular","STANDARD",0,"2022-07-13T09:47:45.877102Z","2022-07-13T09:57:05.543767Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"BuMZzRPp","BasicBot","regular","STANDARD",0,"2022-07-13T09:47:28.139058Z","2022-07-13T09:52:03.707290Z","NATIVE","CSW21",1200,0,"FIVE_POINT","REAL_TIME","CASUAL",10,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"GUDvzdBv","BasicBot","regular","TIME",0,"2022-07-13T09:47:17.864564Z","2022-07-13T10:02:56.091339Z","NATIVE","CSW21",900,2,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"rBYDyBam","BasicBot","regular","STANDARD",1,"2022-07-13T09:46:27.200540Z","2022-07-13T09:50:54.406962Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"RrDAz9BT","AaronRoni","regular","STANDARD",0,"2022-07-13T09:45:59.989411Z","2022-07-13T09:51:53.640596Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"j7Wehyk9","BasicBot","regular","STANDARD",0,"2022-07-13T09:44:15.871614Z","2022-07-13T09:53:01.458313Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"oX5EX44Q","JUSTIN_MEB2101A","regular","STANDARD",0,"2022-07-13T09:42:56.214391Z","2022-07-13T09:46:23.705960Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"KBdyDjBL","Aghalya","regular","STANDARD",0,"2022-07-13T09:39:05.986268Z","2022-07-13T09:44:11.687180Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"X7SjDRLp","BasicBot","regular","STANDARD",0,"2022-07-13T09:36:43.934011Z","2022-07-13T09:46:27.011075Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"iKfXvjDF","BasicBot","regular","CONSECUTIVE_ZEROES",0,"2022-07-13T09:35:44.367906Z","2022-07-13T09:43:53.826614Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"RRCdMwYF","Chanidu.S","regular","STANDARD",0,"2022-07-13T09:32:57.449804Z","2022-07-13T09:41:44.586347Z","NATIVE","CSW21",1800,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"8b3WFhQ9","BasicBot","regular","TIME",0,"2022-07-13T09:31:02.442656Z","2022-07-13T09:47:06.111538Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Z5JyV8pG","Ndnzhmhkm","regular","TIME",0,"2022-07-13T09:28:16.786623Z","2022-07-13T09:44:19.457200Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"nKUsDUDZ","NimuthuWitharana","regular","STANDARD",1,"2022-07-13T09:27:13.453599Z","2022-07-13T09:34:19.512760Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"PFaC3zsJ","AaronRoni","regular","STANDARD",1,"2022-07-13T09:25:00.771396Z","2022-07-13T09:32:05.077084Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"3XwzNvUv","Cappellusman","regular","STANDARD",0,"2022-07-13T09:24:03.741374Z","2022-07-13T09:36:19.877546Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"trRWo4NC","ntsy","regular","RESIGNED",0,"2022-07-13T09:21:28.939985Z","2022-07-13T09:43:04.177651Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"m2uK7iGr","BasicBot","regular","RESIGNED",0,"2022-07-13T09:20:13.548768Z","2022-07-13T09:21:13.664756Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",2,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"K9t7AJHX","SEKTA_TEACHER","regular","STANDARD",0,"2022-07-13T09:19:12.832670Z","2022-07-13T09:30:42.575332Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"UMDHcXUa","Alan_Aldrie","regular","STANDARD",0,"2022-07-13T09:17:28.679506Z","2022-07-13T09:26:30.677354Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"g7MJnTFZ","BasicBot","regular","STANDARD",1,"2022-07-13T09:09:02.033548Z","2022-07-13T09:23:54.341666Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"rCFUowLv","BasicBot","regular","STANDARD",1,"2022-07-13T09:08:24.555488Z","2022-07-13T09:19:39.138862Z","NATIVE","CSW21",1200,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"L4z6oQJQ","BasicBot","regular","STANDARD",0,"2022-07-13T09:07:48.013514Z","2022-07-13T09:17:13.870963Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"x3jyvC33","Cracker","regular","RESIGNED",0,"2022-07-13T09:07:36.423574Z","2022-07-13T09:11:35.209337Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"6ykQx7r7","SEKTA_TEACHER","regular","STANDARD",0,"2022-07-13T09:05:12.958036Z","2022-07-13T09:17:26.389166Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"vj2C86i4","BasicBot","regular","RESIGNED",0,"2022-07-13T09:00:27.039976Z","2022-07-13T09:07:33.486621Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"p9HzZXCz","Hardesi","regular","STANDARD",1,"2022-07-13T08:59:59.112222Z","2022-07-13T09:08:22.901907Z","NATIVE","CSW21",1200,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"9PcAHB9S","Cappellusman","regular","STANDARD",1,"2022-07-13T08:58:58.314478Z","2022-07-13T09:08:47.640554Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"JeGAUpj7","Wendy555","regular","STANDARD",0,"2022-07-13T08:58:04.914197Z","2022-07-13T09:04:46.093015Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Yp6zy77b","JeanBean","regular","STANDARD",1,"2022-07-13T08:55:33.845102Z","2022-07-13T09:16:54.787483Z","NATIVE","CSW21",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"qGuY2SJd","Cracker","regular","STANDARD",1,"2022-07-13T08:51:43.399767Z","2022-07-13T09:00:20.493535Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"ccBUCpq5","Alan_Aldrie","regular","TIME",0,"2022-07-13T08:51:41.053621Z","2022-07-13T09:07:44.415583Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"i2Cxmm3W","BasicBot","regular","STANDARD",1,"2022-07-13T08:51:20.185816Z","2022-07-13T08:59:57.146395Z","NATIVE","CSW21",1200,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"s7K2kfhZ","BasicBot","regular","TIME",0,"2022-07-13T08:49:44.891710Z","2022-07-13T09:50:56.071708Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"fNsayexy","BasicBot","regular","STANDARD",1,"2022-07-13T08:49:13.099112Z","2022-07-13T08:58:41.260187Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"JBZAGzuP","ttan","regular","RESIGNED",0,"2022-07-13T08:47:57.236858Z","2022-07-13T08:49:44.071402Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"T6DEr6Dg","BasicBot","regular","RESIGNED",0,"2022-07-13T08:45:22.882919Z","2022-07-13T08:51:41.914561Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"5WwVXRh6","SMKSTELIZABETHSIBU","regular","TIME",0,"2022-07-13T08:43:41.830916Z","2022-07-13T08:59:46.099690Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"NnFMemB7","Hardesi","regular","STANDARD",1,"2022-07-13T08:41:12.755259Z","2022-07-13T08:51:16.272399Z","NATIVE","CSW21",1200,0,"FIVE_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"NpTzTzZs","BasicBot","regular","RESIGNED",0,"2022-07-13T08:40:32.176175Z","2022-07-13T08:47:52.344036Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"xHt3zep6","Cappellusman","regular","STANDARD",0,"2022-07-13T08:38:00.507939Z","2022-07-13T08:45:36.834980Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"a3LqoX8V","BasicBot","regular","STANDARD",0,"2022-07-13T08:35:30.740683Z","2022-07-13T08:48:30.195388Z","NATIVE","CSW21",1200,0,"FIVE_POINT","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"KQHCVkAS","Cracker","regular","STANDARD",1,"2022-07-13T08:32:38.422433Z","2022-07-13T08:45:18.222840Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"59At3ShM","Haujaf","regular","TIME",0,"2022-07-13T08:31:21.328814Z","2022-07-13T08:52:26.095852Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"i2jawEcj","BasicBot","regular","RESIGNED",0,"2022-07-13T08:28:28.023540Z","2022-07-13T08:31:20.136640Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"sjKqRVD6","BasicBot","regular","STANDARD",0,"2022-07-13T08:27:53.417733Z","2022-07-13T08:37:48.863415Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"2xEWfE7C","SEMSAS","regular","RESIGNED",0,"2022-07-13T08:26:19.114704Z","2022-07-13T08:31:32.303824Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"tdbVB264","Narmiii","regular","STANDARD",0,"2022-07-13T08:25:59.828241Z","2022-07-13T08:34:19.775230Z","NATIVE","CSW21",1200,0,"FIVE_POINT","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"ediWv3AT","BasicBot","regular","STANDARD",0,"2022-07-13T08:22:20.332496Z","2022-07-13T08:32:31.660563Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"dYgxZJhd","Haujaf","regular","RESIGNED",0,"2022-07-13T08:21:28.532204Z","2022-07-13T08:28:25.925363Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"eEmEwm9p","Cracker","regular","RESIGNED",0,"2022-07-13T08:21:07.836788Z","2022-07-13T08:21:32.519805Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","CASUAL",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"8SbteRwp","Yuki86","regular","STANDARD",0,"2022-07-13T08:20:21.188350Z","2022-07-13T08:29:26.881083Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"boQr8o3F","BasicBot","regular","STANDARD",1,"2022-07-13T08:19:30.693069Z","2022-07-13T08:34:38.807278Z","NATIVE","CSW21",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Fb8LFpEV","BasicBot","regular","STANDARD",0,"2022-07-13T08:15:59.661282Z","2022-07-13T08:23:11.709497Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",5,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"oyzGtJtd","BasicBot","regular","STANDARD",1,"2022-07-13T08:05:10.546907Z","2022-07-13T08:15:42.997292Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",5,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"PMZi6MZh","JeanBean","regular","STANDARD",1,"2022-07-13T08:02:59.115541Z","2022-07-13T08:19:13.982175Z","NATIVE","CSW21",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"xurzkkZN","BasicBot","regular","STANDARD",1,"2022-07-13T08:02:33.777749Z","2022-07-13T08:13:43.271574Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",3,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
