,Name,ID,Salary,AvgPointsPerGame,odds_open,odds_close,odds_rank,odds_delta,odds_delta_per,fpts,proj_own,ceil,floor,odds_per_dollar,one,residuals,own_change,adj_own,X.Drafted,FPTS,date,tournament
7,Rory McIlroy,21880902,10000,87.89,0.0431,0.0503,5,0.0072,0.1671,70.36,11.6,88.5,32,5.03,1,0.56,25.1,35,0.1005,94.5,4/7/2022,The Masters
8,Cameron Smith,21880903,9900,98.69,0.0538,0.0578,3,0.004,0.0743,68.85,21.8,86.5,30.93,5.84,1,1.57,19.23,40,0.217,97.5,4/7/2022,The Masters
9,Jordan Spieth,21880904,9800,69.28,0.0412,0.0394,10,-0.0018,-0.0437,65.4,13.2,84.5,28.5,4.02,1,-0.05,6.38,20,0.1245,21.5,4/7/2022,The Masters
10,Xander Schauffele,21880905,9600,88.5,0.0346,0.038,11,0.0034,0.0983,75,15.6,92,58.5,3.96,1,0.27,17.1,35,0.1563,12.5,4/7/2022,The Masters
11,Patrick Cantlay,21880906,9500,94.75,0.0418,0.041,9,-0.0008,-0.0191,73.8,10.5,91.5,56.5,4.32,1,0.81,9.01,20,0.1274,44.5,4/7/2022,The Masters
12,Brooks Koepka,21880907,9400,61.38,0.0444,0.0433,7,-0.0011,-0.0248,63.93,20.5,85,28,4.61,1,1.28,8.77,30,0.2059,16.5,4/7/2022,The Masters
13,Hideki Matsuyama,21880908,9300,88.75,0.018,0.0193,17,0.0013,0.0722,64.71,1.8,85,28,2.08,1,-1.08,11.84,15,0.0392,61.5,4/7/2022,The Masters
14,Will Zalatoris,21880909,9200,73.45,0.0259,0.0229,13,-0.003,-0.1158,64.22,12.8,84.5,27,2.49,1,-0.5,3.76,15,0.1358,83,4/7/2022,The Masters
15,Bryson DeChambeau,21880910,9100,63.38,0.0151,0.0165,23,0.0014,0.0927,60.97,3.4,82,26.5,1.81,1,-1.02,12.12,15,0.0228,12,4/7/2022,The Masters
16,Daniel Berger,21880911,9000,87,0.0188,0.0202,16,0.0014,0.0745,71.48,9.7,88.57,52.5,2.24,1,-0.43,12.53,20,0.0783,48.5,4/7/2022,The Masters
17,Louis Oosthuizen,21880912,8900,71,0.0203,0.0186,19,-0.0017,-0.0837,67.87,8.6,85.5,30,2.09,1,-0.43,6.35,15,0.0799,10.5,4/7/2022,The Masters
18,Shane Lowry,21880913,8800,69.39,0.0195,0.0216,14,0.0021,0.1077,66.97,14.8,85.5,29.5,2.45,1,0.07,14.37,30,0.0967,89,4/7/2022,The Masters
19,Talor Gooch,21880914,8700,84.82,0.0107,0.0086,40,-0.0021,-0.1963,59.26,3.9,81.5,26.5,0.99,1,-1.25,5.25,10,0.0352,57.5,4/7/2022,The Masters
20,Sam Burns,21880915,8600,86.88,0.0184,0.0214,15,0.003,0.163,66.29,12.4,85.07,29.43,2.49,1,0.37,16.54,30,0.1359,22.5,4/7/2022,The Masters
21,Tiger Woods,21880916,8500,0,0.0126,0.0174,21,0.0048,0.381,37.45,11.4,64,20.5,2.05,1,0.05,21.09,30,0.0743,42,4/7/2022,The Masters
22,Sungjae Im,21880917,8400,81.54,0.0138,0.0127,27,-0.0011,-0.0797,66.53,4.1,85.5,28.5,1.51,1,-0.38,7.58,10,0.0625,79,4/7/2022,The Masters
23,Adam Scott,21880918,8300,75.05,0.0162,0.0153,25,-9.00E-04,-0.0556,62.33,12.9,83.5,27,1.84,1,0.04,8.26,20,0.1116,44.5,4/7/2022,The Masters
24,Joaquin Niemann,21880919,8200,75.27,0.0178,0.0192,18,0.0014,0.0787,65.57,11.7,84,28.5,2.34,1,0.62,13.33,25,0.1119,52,4/7/2022,The Masters
25,Tony Finau,21880920,8100,63.18,0.0169,0.0178,20,0.0009,0.0533,63.92,13.3,84,27.5,2.2,1,0.55,12.24,25,0.1066,55,4/7/2022,The Masters
26,Tyrrell Hatton,21880921,8000,82.72,0.0166,0.0167,22,1.00E-04,0.006,67.21,12.1,86,29.5,2.09,1,0.48,10.56,25,0.1594,40.5,4/7/2022,The Masters
27,Abraham Ancer,21880922,7900,70.5,0.0083,0.009,38,0.0007,0.0843,58.48,2.3,80,26,1.14,1,-0.43,11.15,15,0.0521,23,4/7/2022,The Masters
28,Sergio Garcia,21880923,7800,72.36,0.0093,0.0072,46,-0.0021,-0.2258,59.41,3.4,81,26,0.92,1,-0.61,5.85,10,0.0469,61.5,4/7/2022,The Masters
29,Russell Henley,21880924,7800,88.59,0.013,0.0146,26,0.0016,0.1231,61.96,15.3,82.07,27,1.87,1,0.34,13.61,30,0.1781,63,4/7/2022,The Masters
30,Tommy Fleetwood,21880926,7700,70.22,0.0095,0.0104,31,9.00E-04,0.0947,62.53,8.8,82.5,27.5,1.35,1,-0.14,11.78,20,0.0976,64.5,4/7/2022,The Masters
31,Corey Conners,21880928,7600,70.21,0.0141,0.0159,24,0.0018,0.1277,64.75,24.1,84,28,2.09,1,0.63,14.24,40,0.1731,75,4/7/2022,The Masters
32,Webb Simpson,21880929,7500,74.62,0.0083,0.0081,43,-0.0002,-0.0241,61.81,5.4,82.07,27,1.08,1,-0.33,9.36,15,0.0698,54,4/7/2022,The Masters
33,Justin Rose,21880930,7500,71.28,0.0112,0.0098,33,-0.0014,-0.125,53.22,5.7,77,24,1.31,1,-0.1,7.28,15,0.0914,21,4/7/2022,The Masters
34,Billy Horschel,21880931,7400,84.56,0.0113,0.0092,36,-0.0021,-0.1858,58.11,6.6,79.5,26,1.24,1,-0.11,6.06,15,0.1286,50.5,4/7/2022,The Masters
35,Patrick Reed,21880932,7400,66.04,0.0102,0.0096,34,-0.0006,-0.0588,49.73,5.7,75,24,1.3,1,-0.05,8.8,15,0.0808,49,4/7/2022,The Masters
36,Bubba Watson,21880933,7300,51.38,0.0079,0.0095,35,0.0016,0.2025,54.7,4.9,77.57,25,1.3,1,0.02,13.63,20,0.0534,56.5,4/7/2022,The Masters
37,Marc Leishman,21880934,7300,80.82,0.0113,0.0105,30,-0.0008,-0.0708,55,13.6,78.5,25,1.44,1,0.16,8.57,20,0.167,46,4/7/2022,The Masters
38,Seamus Power,21880935,7200,74.46,0.0107,0.0086,40,-0.0021,-0.1963,59.22,4.3,80.5,26,1.19,1,-0.02,6.17,10,0.0455,48.5,4/7/2022,The Masters
39,Jason Kokrak,21880936,7200,70.33,0.0045,0.0063,48,0.0018,0.4,56.29,2.5,79.5,25.5,0.88,1,-0.33,14.95,15,0.0279,63.5,4/7/2022,The Masters
40,Si Woo Kim,21880937,7100,72.03,0.0114,0.0109,29,-5.00E-04,-0.0439,56.85,16.4,79,25.5,1.54,1,0.39,9.31,25,0.1212,52,4/7/2022,The Masters
41,Max Homa,21880938,7100,76.4,0.0107,0.01,32,-0.0007,-0.0654,61.29,10.7,81.5,26.5,1.41,1,0.26,8.84,20,0.1282,39,4/7/2022,The Masters
42,Robert Macintyre,21880939,7000,62.92,0.005,0.0071,47,0.0021,0.42,60.95,11.2,82,26.5,1.01,1,-0.07,15.91,25,0,0,4/7/2022,The Masters
43,Luke List,21880940,7000,64.04,0.0092,0.0077,44,-0.0015,-0.163,56.92,9.1,80.5,25,1.1,1,0.02,7.28,15,0.0553,13.5,4/7/2022,The Masters
44,Cameron Young,21880941,7000,69.83,0.0074,0.0089,39,0.0015,0.2027,57.92,13,80.07,25.5,1.27,1,0.19,13.55,25,0.0713,13,4/7/2022,The Masters
45,Gary Woodland,21880942,6900,61.38,0.0109,0.0124,28,0.0015,0.1376,57.37,12.2,80,25.5,1.8,1,0.79,13.78,25,0.1339,21,4/7/2022,The Masters
46,Lee Westwood,21880943,6900,43.36,0.0063,0.0045,58,-0.0018,-0.2857,49.09,0.91,73.5,23,0.65,1,-0.36,6.95,10,0.014,61.5,4/7/2022,The Masters
47,Francesco Molinari,21880944,6900,57.44,0.0039,0.0035,64,-4.00E-04,-0.1026,44.92,0.79,70,22.5,0.51,1,-0.5,8.93,10,0.0198,20,4/7/2022,The Masters
48,Brian Harman,21880945,6800,63.42,0.0073,0.0057,51,-0.0016,-0.2192,56.77,9.4,78,25.5,0.84,1,-0.09,7.21,15,0.0812,27,4/7/2022,The Masters
49,Kevin Kisner,21880946,6800,67.65,0.0081,0.0053,52,-0.0028,-0.3457,46.58,3.1,71.5,22.5,0.78,1,-0.15,5.48,10,0.0713,53,4/7/2022,The Masters
50,Kevin Na,21880947,6800,58.17,0.0045,0.0047,56,0.0002,0.0444,47.71,7.4,72.5,23,0.69,1,-0.24,10.24,20,0.0371,65.5,4/7/2022,The Masters
51,Christiaan Bezuidenhout,21880949,6700,64.83,0.0063,0.0052,54,-0.0011,-0.1746,58.2,7.7,79,25.5,0.78,1,-0.07,8.05,15,0.0373,43.5,4/7/2022,The Masters
52,Tom Hoge,21880950,6700,72.09,0.0107,0.006,50,-0.0047,-0.4393,55.64,6.8,78,25,0.9,1,0.05,2.57,10,0.0701,48,4/7/2022,The Masters
53,Erik Van Rooyen,21880951,6700,67.96,0.0045,0.0062,49,0.0017,0.3778,51.99,7.1,75.5,24.5,0.93,1,0.08,14.89,20,0,0,4/7/2022,The Masters
54,J.J. Spaun,21959165,6700,66.53,0.0057,0.0045,58,-0.0012,-0.2105,48.66,0.72,73.5,23.5,0.67,1,-0.18,7.91,10,0.0171,54,4/7/2022,The Masters
55,Thomas Pieters,21880952,6600,63.58,0.0074,0.0092,36,0.0018,0.2432,57.71,9.7,80,25.5,1.39,1,0.62,14.66,25,0.0671,10,4/7/2022,The Masters
56,Sepp Straka,21880953,6600,57.94,0.0063,0.0053,52,-0.001,-0.1587,49.38,7.5,75,23.5,0.8,1,0.03,8.27,15,0.0623,58.5,4/7/2022,The Masters
57,Cameron Champ,21880954,6600,46.69,0.0031,0.0045,58,0.0014,0.4516,42.65,2.6,69.5,22,0.68,1,-0.09,14.77,15,0.0192,65.5,4/7/2022,The Masters
58,Harold Varner III,21880955,6600,63.85,0.0106,0.0082,42,-0.0024,-0.2264,55.02,2.3,78.5,25,1.24,1,0.47,6.07,10,0.0481,63.5,4/7/2022,The Masters
59,Ryan Palmer,21880956,6500,54.73,0.0019,0.0029,68,0.001,0.5263,53.2,2.1,76.5,24.5,0.45,1,-0.23,14.6,15,0.0199,20,4/7/2022,The Masters
60,Matthew Wolff,21880957,6500,66.44,0.0032,0.004,61,8.00E-04,0.25,37.7,1.3,64.5,21,0.62,1,-0.06,12.18,15,0.0246,7.5,4/7/2022,The Masters
61,Min Woo Lee,21880958,6500,37.6,0.0047,0.0029,68,-0.0018,-0.383,47.17,0.23,73.5,23,0.45,1,-0.23,7.69,10,0.002,73,4/7/2022,The Masters
62,Cameron Davis,21880959,6500,56.46,0.0037,0.0039,62,2.00E-04,0.0541,50.32,0.75,75.5,23.5,0.6,1,-0.08,10.37,10,0.0093,39.5,4/7/2022,The Masters
63,Stewart Cink,21880960,6400,54.36,0.0019,0.0043,60,0.0024,1.2632,45.4,3.2,70.5,22.5,0.67,1,0.07,24.85,30,0.0341,29,4/7/2022,The Masters
64,Zach Johnson,21880961,6400,46.04,0.0047,0.0026,74,-0.0021,-0.4468,44.08,0.71,69.5,22,0.41,1,-0.19,7.65,10,0.0116,19,4/7/2022,The Masters
65,Lucas Herbert,21880962,6400,56.1,0.0046,0.0047,56,1.00E-04,0.0217,44.17,1.3,71,22.5,0.73,1,0.13,10.3,10,0.0121,20.5,4/7/2022,The Masters
66,Keita Nakajima,21880963,6400,66.25,8.00E-04,0.0021,77,0.0013,1.625,38.98,0.25,65,21,0.33,1,-0.27,22.4,25,0.0092,16,4/7/2022,The Masters
67,Lucas Glover,21880964,6400,66.81,9.00E-04,0.0031,66,0.0022,2.4444,49.87,0.7,74,24,0.48,1,-0.12,24.31,25,0.0164,55,4/7/2022,The Masters
68,Harry Higgs,21880965,6300,49.63,9.00E-04,0.0026,74,0.0017,1.8889,40.49,0.57,67.5,21,0.41,1,-0.1,23.33,25,0.0059,67,4/7/2022,The Masters
69,Hudson Swafford,21880966,6300,59.66,9.00E-04,0.0012,85,3.00E-04,0.3333,43.65,0.66,70.5,22,0.19,1,-0.32,11.47,10,0.0054,54,4/7/2022,The Masters
70,Garrick Higgo,21880967,6300,53.31,0.0048,0.0026,74,-0.0022,-0.4583,46.81,1.1,73,22.5,0.41,1,-0.1,7.63,10,0.0064,15.5,4/7/2022,The Masters
71,Mackenzie Hughes,21880968,6300,63.42,0.0021,0.0075,45,0.0054,2.5714,46.15,3.4,71,22.5,1.19,1,0.68,31.31,35,0.0312,39.5,4/7/2022,The Masters
72,Danny Willett,21880969,6300,48.79,0.0019,0.0034,65,0.0015,0.7895,47.43,1.1,73,23,0.54,1,0.03,19.26,20,0.0081,56,4/7/2022,The Masters
73,Padraig Harrington,21880971,6200,61,0.0033,0.0029,68,-4.00E-04,-0.1212,51.56,0.26,76,24,0.47,1,0.05,9.38,10,0.0115,19,4/7/2022,The Masters
74,Guido Migliozzi,21880972,6200,35,9.00E-04,0.0017,78,8.00E-04,0.8889,46.86,0.47,72.07,23,0.27,1,-0.15,19.39,20,0.0016,18.5,4/7/2022,The Masters
75,Charl Schwartzel,21880973,6200,39.68,9.00E-04,0.0014,82,5.00E-04,0.5556,38.05,0.64,65.5,21,0.23,1,-0.19,13.94,15,0.0055,65,4/7/2022,The Masters
76,Mike Weir,21880974,6200,49,9.00E-04,0.0035,64,0.0026,2.8889,46.84,0.16,73,23,0.56,1,0.14,25.3,25,0.0027,17,4/7/2022,The Masters
77,Jose Maria Olazabal,21880975,6100,43.25,6.00E-04,7.00E-04,87,1.00E-04,0.1667,29.52,0.14,51.5,17.5,0.11,1,-0.22,10.31,10,9.00E-04,10,4/7/2022,The Masters
78,Larry Mize,21880976,6100,38.5,0.0034,7.00E-04,87,-0.0027,-0.7941,28.12,0.07,38.5,17,0.11,1,-0.22,10.74,10,2.00E-04,9,4/7/2022,The Masters
79,Sandy Lyle,21880977,6100,34.33,0.0034,7.00E-04,87,-0.0027,-0.7941,28.34,0.06,38.5,17,0.11,1,-0.22,10.74,10,4.00E-04,11.5,4/7/2022,The Masters
80,Fred Couples,21880978,6100,0,9.00E-04,0.0028,70,0.0019,2.1111,28.39,0.59,38.5,17,0.46,1,0.13,23.9,25,0.0019,17.5,4/7/2022,The Masters
81,Bernhard Langer,21880979,6100,75.4,9.00E-04,0.0015,81,6.00E-04,0.6667,27.83,0.94,38,17,0.25,1,-0.08,15.58,15,0.021,13.5,4/7/2022,The Masters
82,Vijay Singh,21880980,6000,59,0.0035,0.0028,70,-7.00E-04,-0.2,31.62,0.13,57,18,0.47,1,0.24,9.18,10,0.0057,7.5,4/7/2022,The Masters
83,Laird Shepherd,21880981,6000,0,0.0033,0.0013,84,-0.002,-0.6061,30.48,0.07,54,18,0.22,1,-0.01,9.67,10,4.00E-04,3,4/7/2022,The Masters
84,Takumi Kanaya,21880982,6000,42.83,9.00E-04,0.0027,72,0.0018,2,41.58,0.48,67.5,21,0.45,1,0.22,23.76,25,0.0041,22.5,4/7/2022,The Masters
85,Austin Greaser,21880983,6000,0,9.00E-04,0.0016,80,7.00E-04,0.7778,33.33,0.02,54,20.5,0.27,1,0.04,17.48,20,7.00E-04,19,4/7/2022,The Masters
86,Stewart Hagestad,21880984,6000,0,9.00E-04,0.0023,76,0.0014,1.5556,28.32,0.05,39,16.5,0.38,1,0.15,22.91,25,0.0019,11,4/7/2022,The Masters
87,Aaron Jarvis,21880985,6000,0,6.00E-04,0.0013,84,7.00E-04,1.1667,32.73,0.03,53,21.5,0.22,1,-0.01,21.39,20,5.00E-04,15.5,4/7/2022,The Masters
88,James Piot,21880986,6000,14,0.002,0.0016,80,-4.00E-04,-0.2,32.41,0.04,58.07,18.5,0.27,1,0.04,9.63,10,0.001,16.5,4/7/2022,The Masters
1,Justin Thomas,22064239,11100,101.91,0.075,0.0665,2,-0.0085,-0.1133,82.79,18.6,103.5,64.5,5.99,1,0.1,-6.8,10,0.1529,69.5,4/14/2022,RBC Heritage
2,Cameron Smith,22064240,10800,98.56,0.0724,0.0522,3,-0.0202,-0.279,74.46,12.1,94,33,4.83,1,-0.53,-30.02,0,0.1443,25.5,4/14/2022,RBC Heritage
3,Dustin Johnson,22064241,10500,71.83,0.0484,0.0427,5,-0.0057,-0.1178,75.14,11.3,95.5,34,4.07,1,-0.8,-1.86,10,0.0992,25,4/14/2022,RBC Heritage
4,Collin Morikawa,22064242,10200,88.64,0.0613,0.0675,1,0.0062,0.1011,73.35,23.8,92.5,31.5,6.62,1,2.23,24.17,50,0.2472,73.5,4/14/2022,RBC Heritage
5,Patrick Cantlay,22064243,10000,87.57,0.07,0.0463,4,-0.0237,-0.3386,82.64,10.9,101,65.5,4.63,1,0.54,-35.85,0,0.1404,106.5,4/14/2022,RBC Heritage
6,Shane Lowry,22064244,9800,71.35,0.0527,0.0347,6,-0.018,-0.3416,74.53,17.5,93,39,3.54,1,-0.27,-25.04,0,0.173,105.5,4/14/2022,RBC Heritage
7,Corey Conners,22064245,9700,70.58,0.036,0.0306,7,-0.0054,-0.15,72.73,16.2,92,33.5,3.15,1,-0.52,-0.96,15,0.1499,97,4/14/2022,RBC Heritage
8,Daniel Berger,22064246,9600,81.5,0.0372,0.0287,9,-0.0085,-0.2285,81.48,14.8,98.5,65.5,2.99,1,-0.54,-6.88,10,0.1523,72,4/14/2022,RBC Heritage
9,Sungjae Im,22064248,9300,81.36,0.0303,0.0279,10,-0.0024,-0.0792,71.93,12.2,92,32.43,3,1,-0.15,5.15,15,0.116,82.5,4/14/2022,RBC Heritage
10,Jordan Spieth,22064249,9200,64.5,0.0173,0.0204,14,0.0031,0.1792,67.03,10.3,88,29,2.22,1,-0.8,15.92,25,0.0445,121.5,4/14/2022,RBC Heritage
11,Joaquin Niemann,22064250,9100,73.33,0.0244,0.0291,8,0.0047,0.1926,72.69,17.5,92.5,31.43,3.2,1,0.3,20,40,0.1353,83,4/14/2022,RBC Heritage
12,Russell Henley,22064251,9000,86.46,0.0305,0.0273,11,-0.0032,-0.1049,70.81,20.4,90.5,31,3.03,1,0.24,3.89,25,0.187,26,4/14/2022,RBC Heritage
13,Webb Simpson,22064252,8800,72.33,0.0238,0.0225,12,-0.0013,-0.0546,67.22,15.7,88,29.5,2.56,1,-0.01,7.42,25,0.161,59.5,4/14/2022,RBC Heritage
14,Billy Horschel,22064253,8700,80.78,0.0234,0.0206,13,-0.0028,-0.1197,65.11,9.6,87,28.43,2.37,1,-0.09,4.48,15,0.1197,72.5,4/14/2022,RBC Heritage
15,Tyrrell Hatton,22064254,8600,78.5,0.0193,0.0178,18,-0.0015,-0.0777,71.12,7.3,91.5,31,2.07,1,-0.29,6.84,15,0.1051,77.5,4/14/2022,RBC Heritage
16,Harold Varner III,22064255,8500,63.82,0.0164,0.0157,22,-0.0007,-0.0427,61.95,9.1,84.07,27.5,1.85,1,-0.41,8.31,15,0.0911,104.5,4/14/2022,RBC Heritage
17,Si Woo Kim,22064256,8400,70.78,0.0171,0.0152,24,-0.0019,-0.1111,58.74,10.4,82.5,26.5,1.81,1,-0.36,6.05,15,0.0831,65,4/14/2022,RBC Heritage
18,Alex Noren,22064257,8300,69.21,0.0207,0.0175,19,-0.0032,-0.1546,65.8,12.3,87.5,28,2.11,1,0.03,3.86,15,0.1405,66,4/14/2022,RBC Heritage
19,Tommy Fleetwood,22064258,8200,69.65,0.0169,0.0188,16,0.0019,0.1124,67.56,10.4,88.5,29,2.29,1,0.3,14.15,25,0.1199,88,4/14/2022,RBC Heritage
20,Kevin Kisner,22064259,8100,66.32,0.0202,0.0193,15,-0.0009,-0.0446,52.55,10.5,77.5,25.5,2.38,1,0.48,8.58,20,0.1125,26.5,4/14/2022,RBC Heritage
21,Chris Kirk,22064260,8000,68.35,0.0161,0.0152,24,-9.00E-04,-0.0559,68.47,11.8,89.5,29,1.9,1,0.09,8.3,20,0.1124,24.5,4/14/2022,RBC Heritage
22,Maverick McNealy,22064261,7900,78.23,0.0192,0.0173,20,-0.0019,-0.099,61.06,13,84,27,2.19,1,0.47,6.65,20,0.1824,73,4/14/2022,RBC Heritage
23,Jason Kokrak,22064262,7900,69.65,0.0155,0.0133,25,-0.0022,-0.1419,59.01,7.3,82.5,26.5,1.68,1,-0.04,5.77,15,0.0727,66,4/14/2022,RBC Heritage
24,Matt Kuchar,22064263,7800,70.5,0.0118,0.0124,27,6.00E-04,0.0508,54.38,13.7,79,26,1.59,1,-0.04,11.2,25,0.1447,101,4/14/2022,RBC Heritage
25,Kevin Na,22064264,7800,59.21,0.0189,0.0183,17,-6.00E-04,-0.0317,54.05,12.7,78,25.5,2.35,1,0.72,9.35,20,0.1241,74.5,4/14/2022,RBC Heritage
26,Brian Harman,22064265,7700,60.62,0.0113,0.0121,28,8.00E-04,0.0708,61.59,8.9,84.5,27.5,1.57,1,0.03,11.67,20,0.1144,68,4/14/2022,RBC Heritage
27,Mito Pereira,22064266,7700,66.84,0.0105,0.0071,48,-0.0034,-0.3238,64.75,8,86.5,28,0.92,1,-0.62,3.78,10,0.0618,70.5,4/14/2022,RBC Heritage
28,Adam Hadwin,22064267,7600,69.75,0.0193,0.0172,21,-0.0021,-0.1088,60.14,19.9,83.57,27,2.26,1,0.81,6.53,25,0.2105,73.5,4/14/2022,RBC Heritage
29,Tom Hoge,22064268,7600,70.68,0.0139,0.0128,26,-0.0011,-0.0791,59.65,13.4,82.5,27,1.68,1,0.23,8.04,20,0.1251,16.5,4/14/2022,RBC Heritage
30,Kevin Streelman,22064269,7500,58.53,0.0125,0.0105,31,-0.002,-0.16,62.07,11.2,84.5,27,1.4,1,0.04,6.29,15,0.1112,20.5,4/14/2022,RBC Heritage
31,Cameron Young,22064270,7500,65.46,0.0054,0.0082,40,0.0028,0.5185,59.97,3.4,83,27,1.09,1,-0.27,18.09,20,0.0356,105.5,4/14/2022,RBC Heritage
32,Ian Poulter,22064271,7500,47.85,0.0101,0.0069,52,-0.0032,-0.3168,57.34,6.6,81,26.5,0.92,1,-0.44,4.27,10,0.0393,70,4/14/2022,RBC Heritage
33,Luke List,22064272,7400,60.67,0.0075,0.0071,48,-0.0004,-0.0533,61.88,3.7,85,27.5,0.96,1,-0.3,9,15,0.0348,25.5,4/14/2022,RBC Heritage
34,Troy Merritt,22064273,7400,68.38,0.0087,0.0086,37,-1.00E-04,-0.0115,54,4.2,79,25.5,1.16,1,-0.1,9.73,15,0.0702,84.5,4/14/2022,RBC Heritage
35,Dylan Frittelli,22064274,7400,53.91,0.0053,0.0061,57,8.00E-04,0.1509,49.79,4.1,75,24.5,0.82,1,-0.44,11.5,15,0.0309,50.5,4/14/2022,RBC Heritage
36,J.J. Spaun,22064276,7300,65.83,0.009,0.0082,40,-0.0008,-0.0889,53.75,5.6,79.07,25,1.12,1,-0.05,8.44,15,0.0921,23,4/14/2022,RBC Heritage
37,Russell Knox,22064277,7300,63.94,0.011,0.0114,29,0.0004,0.0364,57.24,7.7,81.07,26,1.56,1,0.39,11.11,20,0.0698,28,4/14/2022,RBC Heritage
38,Erik Van Rooyen,22064278,7300,63.79,0.0092,0.0074,45,-0.0018,-0.1957,58.5,4.7,83,26.5,1.01,1,-0.16,6.66,10,0,0,4/14/2022,RBC Heritage
39,Sepp Straka,22064279,7200,57.97,0.0071,0.0089,36,0.0018,0.2535,55.56,5.1,80,26,1.24,1,0.16,14.36,20,0.0639,100,4/14/2022,RBC Heritage
40,Denny McCarthy,22064280,7200,66.69,0.0101,0.0079,42,-0.0022,-0.2178,52.6,4.9,77.5,25,1.1,1,0.02,6.09,10,0.0784,63,4/14/2022,RBC Heritage
41,Stewart Cink,22064281,7200,52.25,0.0023,0.01,32,0.0077,3.3478,48.4,3.6,75.5,24.5,1.39,1,0.31,35.63,40,0.0343,60.5,4/14/2022,RBC Heritage
42,Lucas Glover,22064282,7200,65.96,0.0066,0.0079,42,0.0013,0.197,55.96,3.2,80.5,26,1.1,1,0.02,13,15,0.0449,59,4/14/2022,RBC Heritage
43,Charles Howell III,22064283,7100,63.15,0.0094,0.01,32,6.00E-04,0.0638,61.37,4.6,84,27,1.41,1,0.41,11.55,15,0.0539,17,4/14/2022,RBC Heritage
44,Sahith Theegala,22064284,7100,65.29,0.0023,0.0058,60,0.0035,1.5217,55.83,4.4,80.5,25.5,0.82,1,-0.18,26.86,30,0.0441,49,4/14/2022,RBC Heritage
45,Patton Kizzire,22064285,7100,61.2,0.0077,0.0079,42,0.0002,0.026,59.23,5.9,83,26.5,1.11,1,0.11,10.49,15,0.0442,77,4/14/2022,RBC Heritage
46,Aaron Wise,22064286,7100,65.33,0.0101,0.0106,30,5.00E-04,0.0495,58.44,5,82,26.5,1.49,1,0.49,11.39,15,0.0365,72,4/14/2022,RBC Heritage
47,Anirban Lahiri,22064287,7100,51.63,0.0039,0.0055,64,0.0016,0.4103,49.04,4.4,75,24.5,0.77,1,-0.23,14.71,20,0.0263,56.5,4/14/2022,RBC Heritage
48,Cameron Tringale,22064288,7000,68.18,0.0071,0.0056,62,-0.0015,-0.2113,58.44,5.2,82,26.5,0.8,1,-0.12,7.36,15,0.046,75,4/14/2022,RBC Heritage
49,Davis Riley,22064289,7000,61.07,0.0033,0.005,66,0.0017,0.5152,53.53,4.6,79.07,25.5,0.71,1,-0.21,15.9,20,0.0194,29,4/14/2022,RBC Heritage
50,Rickie Fowler,22064290,7000,55.86,0.003,0.005,66,0.002,0.6667,53.62,3.9,78.5,25.5,0.71,1,-0.21,18.29,20,0.0216,14.5,4/14/2022,RBC Heritage
51,C.T. Pan,22064291,7000,62.89,0.0052,0.0065,55,0.0013,0.25,54.79,4.8,80,25.5,0.93,1,0.01,13.23,20,0.0432,62,4/14/2022,RBC Heritage
52,Scott Stallings,22064292,7000,58.19,0.0055,0.0076,44,0.0021,0.3818,52.55,2.8,77.5,25,1.09,1,0.17,15.79,20,0.0214,17.5,4/14/2022,RBC Heritage
53,Charley Hoffman,22064293,6900,51.33,0.0026,0.0022,106,-4.00E-04,-0.1538,54.93,0.9,80.5,25.5,0.32,1,-0.54,9.03,10,0.0076,23,4/14/2022,RBC Heritage
54,Doug Ghim,22064294,6900,54.82,0.0064,0.0059,58,-5.00E-04,-0.0781,55.03,2.2,79.5,26,0.86,1,0,9.06,10,0.0288,68,4/14/2022,RBC Heritage
55,Danny Willett,22064295,6900,49.35,0.0029,0.0042,73,0.0013,0.4483,49.36,1.4,75.5,24.5,0.61,1,-0.25,14.42,15,0.0204,70,4/14/2022,RBC Heritage
56,Mackenzie Hughes,22064296,6900,61.58,0.006,0.0069,52,9.00E-04,0.15,49.42,1.1,75,24,1,1,0.14,12.13,15,0.0192,25.5,4/14/2022,RBC Heritage
57,Carlos Ortiz,22064297,6900,61.19,0.003,0.0057,61,0.0027,0.9,54.35,0.87,79.5,26,0.83,1,-0.03,23.48,25,0.0066,29.5,4/14/2022,RBC Heritage
58,Brendon Todd,22064298,6800,55.61,0.0069,0.0089,36,0.002,0.2899,50.03,1.9,75,24.5,1.31,1,0.51,15.22,15,0.0414,73,4/14/2022,RBC Heritage
59,Joel Dahmen,22064299,6800,66.04,0.0072,0.0083,38,0.0011,0.1528,54.42,6,79.5,25.5,1.22,1,0.42,12.75,20,0.0781,78.5,4/14/2022,RBC Heritage
60,Beau Hossler,22064300,6800,57.59,0.0036,0.0036,83,0,0,47.52,2.7,74.5,24.5,0.53,1,-0.27,9.8,10,0.0281,12,4/14/2022,RBC Heritage
61,Lanto Griffin,22064301,6800,65.39,0.0043,0.0039,77,-4.00E-04,-0.093,54.46,3,79,26,0.57,1,-0.23,9.11,10,0.0277,24,4/14/2022,RBC Heritage
62,Brandt Snedeker,22064302,6800,46.11,0.0023,0.0059,58,0.0036,1.5652,47.67,1.4,74,24,0.87,1,0.07,27.25,30,0.0123,24,4/14/2022,RBC Heritage
