,,Win,,Cover,,Total Points,,Implied,Implied Score,
Oklahoma,2022-03-05 16:00:00,115,23.00,2.5,18.18,134.0,18.18,44.7,65.8,68.3
Kansas State,2022-03-05 16:00:00,-135,14.81,-2.5,18.18,134.0,18.18,55.3,68.3,65.8
Massachusetts,2022-03-05 16:00:00,270,54.00,8.0,18.18,146.5,18.18,25.8,69.3,77.3
George Mason,2022-03-05 16:00:00,-350,5.71,-8.0,18.18,146.5,18.18,74.2,77.3,69.3
VCU,2022-03-05 16:00:00,115,23.00,2.0,18.18,134.5,18.18,44.7,66.3,68.3
Saint Louis,2022-03-05 16:00:00,-135,14.81,-2.0,18.18,134.5,18.18,55.3,68.3,66.3
Oregon,2022-03-05 16:00:00,115,23.00,2.0,18.18,137.0,18.18,44.7,67.5,69.5
Washington State,2022-03-05 16:00:00,-135,14.81,-2.0,18.18,137.0,18.18,55.3,69.5,67.5
Bethune-Cookman,2022-03-05 16:00:00,180,36.00,5.0,18.18,128.5,18.18,34.2,61.8,66.8
Florida A&M,2022-03-05 16:00:00,-220,9.09,-5.0,18.18,128.5,18.18,65.8,66.8,61.8
Chicago State,2022-03-05 16:00:00,,,,,,,,,
Seattle,2022-03-05 16:00:00,,,,,,,,,
UC Irvine,2022-03-05 16:00:00,-210,9.52,-5.0,18.18,124.5,18.18,65.1,64.8,59.8
Cal State Bakersfield,2022-03-05 16:00:00,175,35.00,5.0,18.18,124.5,18.18,34.9,59.8,64.8
New Orleans,2022-03-05 16:30:00,290,58.00,8.0,18.18,151.5,18.18,24.5,71.8,79.8
Nicholls State,2022-03-05 16:30:00,-380,5.26,-8.0,18.18,151.5,18.18,75.5,79.8,71.8
Portland State,2022-03-05 17:00:00,175,35.00,5.0,18.18,151.5,18.18,34.9,73.3,78.3
Eastern Washington,2022-03-05 17:00:00,-210,9.52,-5.0,18.18,151.5,18.18,65.1,78.3,73.3
Northern Arizona,2022-03-05 17:00:00,110,22.00,2.0,18.18,147.0,18.18,45.7,72.5,74.5
Idaho,2022-03-05 17:00:00,-130,15.38,-2.0,18.18,147.0,18.18,54.3,74.5,72.5
DePaul,2022-03-05 17:00:00,,,,,,,,,
Connecticut,2022-03-05 17:00:00,,,,,,,,,
Texas A&M-Corpus Christi,2022-03-05 17:00:00,-275,7.27,-6.0,18.18,141.5,18.18,70.1,73.8,67.8
Incarnate Word,2022-03-05 17:00:00,220,44.00,6.0,18.18,141.5,18.18,29.9,67.8,73.8
California,2022-03-05 17:00:00,1300,260.00,22.0,18.18,141.0,18.18,6.9,59.5,81.5
Arizona,2022-03-05 17:00:00,-3000,0.67,-22.0,18.18,141.0,18.18,93.1,81.5,59.5
Southern,2022-03-05 17:00:00,-190,10.53,-4.0,18.18,131.5,18.18,63.0,67.8,63.8
Alabama A&M,2022-03-05 17:00:00,160,32.00,4.0,18.18,131.5,18.18,37.0,63.8,67.8
Northeastern,2022-03-05 17:00:00,-235,8.51,-5.5,18.18,130.5,18.18,67.0,68.0,62.5
William & Mary,2022-03-05 17:00:00,190,38.00,5.5,18.18,130.5,18.18,33.0,62.5,68.0
Grambling,2022-03-05 17:30:00,115,23.00,2.0,18.18,144.0,18.18,44.7,71.0,73.0
Alabama State,2022-03-05 17:30:00,-135,14.81,-2.0,18.18,144.0,18.18,55.3,73.0,71.0
Northern Colorado,2022-03-05 18:00:00,200,40.00,6.0,18.18,148.5,18.18,31.8,71.3,77.3
Montana State,2022-03-05 18:00:00,-250,8.00,-6.0,18.18,148.5,18.18,68.2,77.3,71.3
Vanderbilt,2022-03-05 18:00:00,-105,19.05,1.0,18.18,135.5,18.18,48.9,67.3,68.3
Mississippi,2022-03-05 18:00:00,-115,17.39,-1.0,18.18,135.5,18.18,51.1,68.3,67.3
Princeton,2022-03-05 18:00:00,-150,13.33,-2.5,18.18,152.5,18.18,58.0,77.5,75.0
Pennsylvania,2022-03-05 18:00:00,130,26.00,2.5,18.18,152.5,18.18,42.0,75.0,77.5
Iowa State,2022-03-05 18:00:00,550,110.00,12.0,18.18,132.0,18.18,14.8,60.0,72.0
Baylor,2022-03-05 18:00:00,-800,2.50,-12.0,18.18,132.0,18.18,85.2,72.0,60.0
North Carolina,2022-03-05 18:00:00,500,100.00,11.5,18.18,152.5,17.39,16.0,70.5,82.0
Duke,2022-03-05 18:00:00,-720,2.78,-11.5,18.18,152.5,19.05,84.0,82.0,70.5
Arkansas-Pine Bluff,2022-03-05 18:00:00,450,90.00,10.5,18.18,141.0,18.18,17.4,65.3,75.8
Alcorn State,2022-03-05 18:00:00,-630,3.17,-10.5,18.18,141.0,18.18,82.6,75.8,65.3
Arkansas State,2022-03-05 18:00:00,150,30.00,3.5,18.18,135.5,18.18,38.8,66.0,69.5
Georgia State,2022-03-05 18:00:00,-170,11.76,-3.5,18.18,135.5,18.18,61.2,69.5,66.0
Bellarmine,2022-03-05 18:00:00,270,54.00,7.5,18.18,135.5,18.18,25.8,64.0,71.5
Liberty,2022-03-05 18:00:00,-350,5.71,-7.5,18.18,135.5,18.18,74.2,71.5,64.0
Drake,2022-03-05 18:00:00,105,21.00,1.5,18.18,139.5,18.18,46.8,69.0,70.5
Missouri State,2022-03-05 18:00:00,-125,16.00,-1.5,18.18,139.5,18.18,53.2,70.5,69.0
Mount St. Mary's,2022-03-05 18:00:00,210,42.00,6.5,18.18,141.5,18.18,30.9,67.5,74.0
Bryant,2022-03-05 18:00:00,-260,7.69,-6.5,18.18,141.5,18.18,69.1,74.0,67.5
Mercer,2022-03-05 18:00:00,215,43.00,6.5,18.18,144.0,18.18,30.4,68.8,75.3
Furman,2022-03-05 18:00:00,-265,7.55,-6.5,18.18,144.0,18.18,69.6,75.3,68.8
Mississippi Valley St.,2022-03-05 18:30:00,600,120.00,12.5,18.18,136.0,18.18,13.7,61.8,74.3
Jackson State,2022-03-05 18:30:00,-900,2.22,-12.5,18.18,136.0,18.18,86.3,74.3,61.8
Tarleton State,2022-03-05 19:00:00,350,70.00,9.5,18.18,132.5,18.18,21.2,61.5,71.0
Abilene Christian,2022-03-05 19:00:00,-475,4.21,-9.5,18.18,132.5,18.18,78.8,71.0,61.5
UC Riverside,2022-03-05 19:00:00,115,23.00,2.5,17.39,141.5,18.18,44.7,69.5,72.0
Long Beach State,2022-03-05 19:00:00,-135,14.81,-2.5,19.05,141.5,18.18,55.3,72.0,69.5
Brown,2022-03-05 19:00:00,200,40.00,6.5,18.18,141.0,18.18,31.8,67.3,73.8
Yale,2022-03-05 19:00:00,-250,8.00,-6.5,18.18,141.0,18.18,68.2,73.8,67.3
Georgetown,2022-03-05 19:00:00,550,110.00,12.5,18.18,148.0,18.18,14.8,67.8,80.3
Xavier,2022-03-05 19:00:00,-800,2.50,-12.5,18.18,148.0,18.18,85.2,80.3,67.8
Jacksonville,2022-03-05 19:00:00,225,45.00,6.5,18.18,126.0,18.18,29.5,59.8,66.3
Jacksonville State,2022-03-05 19:00:00,-280,7.14,-6.5,18.18,126.0,18.18,70.5,66.3,59.8
Omaha,2022-03-05 19:00:00,1300,260.00,22.0,18.18,161.0,18.18,6.9,69.5,91.5
South Dakota State,2022-03-05 19:00:00,-3000,0.67,-22.0,18.18,161.0,18.18,93.1,91.5,69.5
Oregon State,2022-03-05 19:30:00,310,62.00,9.0,19.05,146.0,17.39,23.3,68.5,77.5
Washington,2022-03-05 19:30:00,-410,4.88,-9.0,17.39,146.0,19.05,76.7,77.5,68.5
Southern Utah,2022-03-05 20:00:00,170,34.00,5.5,18.18,150.5,18.18,35.7,72.5,78.0
Weber State,2022-03-05 20:00:00,-200,10.00,-5.5,18.18,150.5,18.18,64.3,78.0,72.5
McNeese State,2022-03-05 20:00:00,115,23.00,2.0,18.18,148.5,18.18,44.7,73.3,75.3
Houston Baptist,2022-03-05 20:00:00,-135,14.81,-2.0,18.18,148.5,18.18,55.3,75.3,73.3
Dixie State,2022-03-05 20:00:00,600,120.00,13.5,18.18,139.0,18.18,13.7,62.8,76.3
Grand Canyon,2022-03-05 20:00:00,-900,2.22,-13.5,18.18,139.0,18.18,86.3,76.3,62.8
Stephen F. Austin,2022-03-05 20:00:00,-475,4.21,-9.5,18.18,152.0,18.18,78.8,80.8,71.3
Texas Rio Grande Valley,2022-03-05 20:00:00,350,70.00,9.5,18.18,152.0,18.18,21.2,71.3,80.8
LIU-Brooklyn,2022-03-05 20:00:00,220,44.00,7.0,18.18,147.0,18.18,29.9,70.0,77.0
Wagner,2022-03-05 20:00:00,-275,7.27,-7.0,18.18,147.0,18.18,70.1,77.0,70.0
Boise State,2022-03-05 20:30:00,145,29.00,3.0,18.18,133.0,18.18,39.6,65.0,68.0
Colorado State,2022-03-05 20:30:00,-165,12.12,-3.0,18.18,133.0,18.18,60.4,68.0,65.0
Mississippi State,2022-03-05 20:30:00,115,23.00,2.0,18.18,134.5,17.39,44.7,66.3,68.3
Texas A&M,2022-03-05 20:30:00,-135,14.81,-2.0,18.18,134.5,19.05,55.3,68.3,66.3
Prairie View,2022-03-05 20:30:00,215,43.00,6.0,18.18,140.0,18.18,30.4,67.0,73.0
Texas Southern,2022-03-05 20:30:00,-265,7.55,-6.0,18.18,140.0,18.18,69.6,73.0,67.0
Georgia Southern,2022-03-05 20:30:00,185,37.00,5.5,18.18,126.5,18.18,33.6,60.5,66.0
Appalachian State,2022-03-05 20:30:00,-225,8.89,-5.5,18.18,126.5,18.18,66.4,66.0,60.5
Morehead State,2022-03-05 20:30:00,230,46.00,7.0,18.18,130.0,18.18,29.0,61.5,68.5
Murray State,2022-03-05 20:30:00,-290,6.90,-7.0,18.18,130.0,18.18,71.0,68.5,61.5
UNC-Greensboro,2022-03-05 20:30:00,-130,15.38,-2.0,18.18,134.0,18.18,54.3,68.0,66.0
Samford,2022-03-05 20:30:00,110,22.00,2.0,18.18,134.0,18.18,45.7,66.0,68.0
Sacramento State,2022-03-05 21:00:00,330,66.00,9.0,18.18,134.5,18.18,22.2,62.8,71.8
Montana,2022-03-05 21:00:00,-435,4.60,-9.0,18.18,134.5,18.18,77.8,71.8,62.8
St. John's,2022-03-05 21:00:00,155,31.00,4.5,18.18,160.0,17.39,37.9,77.8,82.3
Marquette,2022-03-05 21:00:00,-180,11.11,-4.5,18.18,160.0,19.05,62.1,82.3,77.8
Utah Valley,2022-03-05 21:00:00,270,54.00,8.0,18.18,133.5,18.18,25.8,62.8,70.8
New Mexico State,2022-03-05 21:00:00,-350,5.71,-8.0,18.18,133.5,18.18,74.2,70.8,62.8
UC Davis,2022-03-05 21:00:00,155,31.00,4.5,18.18,137.5,18.18,37.9,66.5,71.0
Cal State-Fullerton,2022-03-05 21:00:00,-180,11.11,-4.5,18.18,137.5,18.18,62.1,71.0,66.5
Colorado,2022-03-05 21:30:00,110,22.00,2.0,18.18,139.0,18.18,45.7,68.5,70.5
Utah,2022-03-05 21:30:00,-130,15.38,-2.0,18.18,139.0,18.18,54.3,70.5,68.5
Denver,2022-03-05 21:30:00,310,62.00,8.5,18.18,138.0,18.18,23.3,64.8,73.3
North Dakota State,2022-03-05 21:30:00,-410,4.88,-8.5,18.18,138.0,18.18,76.7,73.3,64.8
UC San Diego,2022-03-05 22:00:00,-115,17.39,-1.0,18.18,133.5,18.18,51.1,67.3,66.3
Cal-Poly San Luis Obispo,2022-03-05 22:00:00,-105,19.05,1.0,18.18,133.5,18.18,48.9,66.3,67.3
USC,2022-03-05 22:00:00,260,52.00,7.5,18.18,136.5,18.18,26.5,64.5,72.0
UCLA,2022-03-05 22:00:00,-335,5.97,-7.5,18.18,136.5,18.18,73.5,72.0,64.5
Hawaii,2022-03-05 22:00:00,-260,7.69,-6.0,18.18,130.5,18.18,69.1,68.3,62.3
Cal State-Northridge,2022-03-05 22:00:00,210,42.00,6.0,18.18,130.5,18.18,30.9,62.3,68.3
San Diego State,2022-03-05 22:30:00,-160,12.50,-3.5,18.18,133.0,18.18,59.6,68.3,64.8
Nevada,2022-03-05 22:30:00,140,28.00,3.5,18.18,133.0,18.18,40.4,64.8,68.3
BYU,2022-03-05 22:30:00,115,23.00,2.5,18.18,144.0,18.18,44.7,70.8,73.3
San Francisco,2022-03-05 22:30:00,-135,14.81,-2.5,18.18,144.0,18.18,55.3,73.3,70.8
UNLV,2022-03-05 23:00:00,-170,11.76,-3.5,18.18,148.0,18.18,61.2,75.8,72.3
New Mexico,2022-03-05 23:00:00,150,30.00,3.5,18.18,148.0,18.18,38.8,72.3,75.8
