"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"30","Sungjae Im",22991947,7600,79.82,57.73,26.7,76.5,24.5,0.6988,0.0138,0.4642,0.3442,0.1939,0.1034,0.0639,0.0226,100,0.2705,18.5,2.97,1.75,0.26,27,2022-06-19,"US Open"
"31","Seamus Power",22991948,7500,68.71,50.29,4.8,71.5,22,0.621,0.0088,0.3522,0.2438,0.1213,0.0581,0.0329,0.0099,12,0.0499,64.5,1.32,0.22,0.03,5,2022-06-19,"US Open"
"32","Keegan Bradley",22991949,7500,68.41,54.88,13.9,74,23.5,0.6546,0.0146,0.3782,0.2674,0.1393,0.0684,0.0402,0.013,7,0.0995,74.5,1.73,0.63,0.09,14,2022-06-19,"US Open"
"33","Talor Gooch",22991950,7500,77.72,50.39,5.8,71,22.5,0.6146,0.0083,0.3436,0.2345,0.1173,0.0572,0.0322,0.0096,100,0.0553,21,1.28,0.18,0.03,6,2022-06-19,"US Open"
"34","Webb Simpson",22991951,7400,65.92,50.72,8.6,72,22.5,0.5411,0.0052,0.2549,0.1629,0.0729,0.0319,0.0181,0.0046,100,0.0801,25.5,0.62,-0.37,-0.06,9,2022-06-19,"US Open"
"35","Harris English",22991952,7400,57,39.47,0.39,63.35,19.5,0.4181,0.0033,0.1439,0.0804,0.0313,0.0126,0.0063,0.0016,61,0.0069,31.5,0.22,-0.77,-0.12,0,2022-06-19,"US Open"
"36","Sebastian Munoz",22991953,7400,67.92,48.32,8.1,69.5,22,0.5952,0.0125,0.3047,0.2025,0.0964,0.0455,0.0257,0.0075,14,0.0408,64,1.01,0.02,0,8,2022-06-19,"US Open"
"37","Tom Hoge",22991954,7300,65.91,45.51,1.4,67.5,21,0.5159,0.004,0.2351,0.1452,0.0624,0.0267,0.0142,0.0036,100,0.0298,18,0.49,-0.38,-0.06,1,2022-06-19,"US Open"
"38","Davis Riley",22991955,7300,66.6,49.09,13.8,70.5,22,0.591,0.0112,0.2942,0.1926,0.0935,0.043,0.0241,0.007,31,0.1723,54.5,0.96,0.09,0.01,14,2022-06-19,"US Open"
"39","Sergio Garcia",22991956,7300,65,51.22,2.1,72.5,22.5,0.5571,0.0055,0.2717,0.1756,0.0802,0.0336,0.0189,0.0049,100,0.0188,24,0.67,-0.2,-0.03,2,2022-06-19,"US Open"
"40","Russell Henley",22991957,7300,77.2,52.23,10.4,72.5,22.5,0.6285,0.0132,0.3435,0.2326,0.1138,0.0542,0.0312,0.0094,100,0.0895,20,1.29,0.42,0.06,10,2022-06-19,"US Open"
"41","Harold Varner III",22991958,7300,67.83,51.15,11.6,72.5,22.5,0.6698,0.0168,0.3986,0.2814,0.1477,0.0735,0.044,0.0133,100,0.1053,19,1.82,0.95,0.14,12,2022-06-19,"US Open"
"42","Patrick Reed",22991959,7200,61.42,42.57,6.1,65.5,20.5,0.4973,0.0034,0.2133,0.1286,0.054,0.0224,0.0118,0.0029,49,0.0597,36,0.4,-0.34,-0.05,6,2022-06-19,"US Open"
"43","Jason Kokrak",22991960,7200,69,46.9,3.2,68.5,21.5,0.5462,0.0066,0.2656,0.1724,0.0802,0.037,0.0201,0.0058,100,0.0258,20,0.81,0.07,0.01,3,2022-06-19,"US Open"
"44","Sepp Straka",22991961,7200,57.72,41.6,1.3,64.5,20.5,0.5396,0.0088,0.2392,0.1506,0.0654,0.0273,0.0141,0.0035,100,0.022,19.5,0.49,-0.25,-0.04,1,2022-06-19,"US Open"
"45","Cameron Tringale",22991962,7200,65.21,47.73,0.83,69.5,21.5,0.5223,0.0044,0.2318,0.1438,0.0622,0.0259,0.0138,0.0041,14,0.0089,61,0.57,-0.17,-0.03,1,2022-06-19,"US Open"
"46","Adam Scott",22991963,7200,69.25,47.84,3.1,70,22,0.5533,0.0104,0.2513,0.1584,0.0708,0.0311,0.017,0.005,14,0.0435,60,0.69,-0.05,-0.01,3,2022-06-19,"US Open"
"47","Marc Leishman",22991964,7200,71.75,48.47,2.8,70,21.5,0.5516,0.0088,0.25,0.1568,0.0682,0.0293,0.016,0.0046,14,0.0247,56.5,0.64,-0.1,-0.01,3,2022-06-19,"US Open"
"48","Justin Rose",22991965,7100,67.12,47.72,9.4,70,22,0.5482,0.0063,0.2674,0.1761,0.0814,0.0369,0.0215,0.006,37,0.1345,52.5,0.85,0.25,0.04,9,2022-06-19,"US Open"
"49","Troy Merritt",22991966,7100,65.17,42.29,0.67,65.5,20,0.5028,0.007,0.1987,0.1187,0.0477,0.0197,0.0108,0.0025,100,0.01,20.5,0.35,-0.25,-0.04,1,2022-06-19,"US Open"
"50","Lanto Griffin",22991967,7100,65,45.4,1.8,68,21,0.5245,0.0078,0.2232,0.136,0.056,0.0243,0.0132,0.0034,100,0.0132,19,0.48,-0.12,-0.02,2,2022-06-19,"US Open"
"51","Adam Schenk",22991969,7100,47.48,37.7,0.52,62,19.5,0.4618,0.0058,0.1647,0.0932,0.037,0.0142,0.0069,0.0014,24,0.0028,57,0.2,-0.4,-0.06,0,2022-06-19,"US Open"
"52","Gary Woodland",22991970,7100,52.75,49.24,4.3,70.5,22.5,0.5292,0.0044,0.2434,0.1531,0.0658,0.0282,0.0153,0.004,10,0.0218,68.5,0.56,-0.04,-0.01,4,2022-06-19,"US Open"
"53","Thomas Pieters",22991972,7000,58.95,45.22,1.7,67,21,0.4859,0.0042,0.2013,0.121,0.0496,0.0209,0.0112,0.0032,27,0.0112,55,0.46,-0.01,0,2,2022-06-19,"US Open"
"54","Luke List",22991973,7000,58.25,47.67,4.7,70,21.5,0.5551,0.0054,0.2745,0.1761,0.0788,0.0337,0.0181,0.005,100,0.0263,20,0.71,0.24,0.04,5,2022-06-19,"US Open"
"55","Alex Noren",22991974,7000,66.76,49.33,5.6,70.85,22,0.5636,0.0107,0.2613,0.1647,0.074,0.0325,0.018,0.0048,100,0.0273,17,0.69,0.22,0.03,6,2022-06-19,"US Open"
"56","Patrick Rodgers",22991975,7000,56.55,42.72,0.89,66,20,0.5194,0.0069,0.2154,0.129,0.0528,0.022,0.0109,0.0026,31,0.014,56,0.37,-0.1,-0.01,1,2022-06-19,"US Open"
"57","Si Woo Kim",22991976,7000,66.45,44.74,7.7,67.5,21,0.5992,0.012,0.3019,0.1974,0.0913,0.0414,0.0242,0.007,100,0.0533,21,1,0.53,0.08,8,2022-06-19,"US Open"
"58","Brian Harman",22991977,7000,59.83,51.26,9.9,72,22.5,0.572,0.0096,0.2693,0.1726,0.0764,0.0316,0.0168,0.0039,43,0.0678,39,0.56,0.09,0.01,10,2022-06-19,"US Open"
"59","Kevin Na",22991978,7000,63.32,45.56,4.1,67.5,21.5,0.4717,0.0042,0.1931,0.1168,0.0494,0.0204,0.0108,0.0029,100,0.0312,25.5,0.41,-0.06,-0.01,4,2022-06-19,"US Open"
"60","Adam Hadwin",23043250,7000,66.47,47.31,2.8,69,21.5,0.5099,0.0044,0.2187,0.134,0.0564,0.0244,0.0121,0.0032,7,0.0266,71,0.46,-0.01,0,3,2022-06-19,"US Open"
"61","Phil Mickelson",22991979,6900,57.88,34.16,0.29,58.5,18,0.26,0.001,0.0502,0.0234,0.0067,0.002,0.001,1e-04,100,0.0123,12.5,0.01,-0.36,-0.05,0,2022-06-19,"US Open"
"62","Branden Grace",22991980,6900,46.22,40.37,0.51,63.5,20,0.5153,0.0069,0.2157,0.1316,0.0549,0.0238,0.0118,0.0034,100,0.0067,23,0.49,0.12,0.02,1,2022-06-19,"US Open"
"63","Matthew NeSmith",22991981,6900,57.74,43.69,2,66.5,21,0.5325,0.0084,0.2298,0.1406,0.0602,0.0257,0.0136,0.0035,37,0.0132,44.5,0.51,0.14,0.02,2,2022-06-19,"US Open"
"64","Andrew Putnam",22991982,6900,51.48,38.57,0.36,62,19.15,0.4276,0.0049,0.1384,0.0754,0.0272,0.0106,0.0052,0.0012,31,0.0014,47.5,0.17,-0.2,-0.03,0,2022-06-19,"US Open"
"65","Francesco Molinari",22991983,6900,55.25,41.8,5.5,65,20,0.4718,0.0057,0.1782,0.1047,0.0432,0.0171,0.0092,0.0025,100,0.0282,18,0.36,-0.01,0,6,2022-06-19,"US Open"
"66","Kevin Kisner",22991984,6900,55.17,40.42,0.95,64,19.5,0.4538,0.0062,0.1595,0.0938,0.0368,0.0146,0.0074,0.0019,100,0.0183,23,0.28,-0.09,-0.01,1,2022-06-19,"US Open"
"67","Mackenzie Hughes",22991985,6800,57.03,38.42,2.1,62,19,0.4935,0.0066,0.1924,0.1145,0.0461,0.0184,0.0094,0.0022,24,0.0172,57.5,0.32,0.02,0,2,2022-06-19,"US Open"
"68","Scott Stallings",22991986,6800,55.39,41.58,1.4,65.5,20,0.4907,0.0069,0.1901,0.1153,0.0462,0.0184,0.0097,0.0024,100,0.0101,15,0.35,0.05,0.01,1,2022-06-19,"US Open"
"69","Victor Perez",22991987,6800,65.1,43.5,0.84,66,20.5,0.4457,0.0054,0.1546,0.0871,0.0337,0.0133,0.0066,0.0016,100,0.0206,15.5,0.24,-0.06,-0.01,1,2022-06-19,"US Open"
"70","Adri Arnaus",22991988,6800,74.08,44.12,1.2,67.5,20.5,0.4876,0.0046,0.2044,0.1251,0.0562,0.0227,0.0117,0.003,100,0.035,21.5,0.44,0.14,0.02,1,2022-06-19,"US Open"
"71","Wyndham Clark",22991989,6800,55.67,36.62,1.1,61,19,0.4867,0.0056,0.1857,0.1101,0.044,0.0174,0.0091,0.0022,100,0.0186,17,0.32,0.02,0,1,2022-06-19,"US Open"
"72","Lucas Herbert",22991990,6800,54.43,38.82,3.1,63,19.5,0.4998,0.0043,0.2158,0.134,0.0579,0.0243,0.013,0.0032,100,0.015,16,0.47,0.17,0.03,3,2022-06-19,"US Open"
"73","Nick Taylor",22991991,6800,55.43,43.52,0.32,66.5,20.5,0.4386,0.0027,0.1564,0.0867,0.0328,0.0126,0.0064,0.0014,100,0.0028,19,0.21,-0.09,-0.01,0,2022-06-19,"US Open"
"74","Sebastian Soderberg",22991992,6700,51.81,32.6,0.15,57,17.5,0.2622,0.0011,0.0494,0.0237,0.0066,0.0021,8e-04,1e-04,53,0.001,40.5,0.01,-0.23,-0.03,0,2022-06-19,"US Open"
"75","Danny Lee",22991993,6700,50.28,37.79,0.88,62,19,0.4009,0.0024,0.1308,0.0728,0.0274,0.0101,0.0051,0.0012,100,0.0062,13,0.18,-0.06,-0.01,1,2022-06-19,"US Open"
"76","Shaun Norris",22991994,6700,77.36,37.51,0.26,61.5,19,0.2951,0.0014,0.0656,0.0318,0.01,0.0032,0.0014,4e-04,100,0.004,21,0.06,-0.18,-0.03,0,2022-06-19,"US Open"
"77","Callum Tarren",22991995,6700,52.44,35.49,0.17,59.5,18.5,0.3869,0.0031,0.1089,0.0575,0.0193,0.0066,0.0031,7e-04,31,7e-04,57.5,0.1,-0.14,-0.02,0,2022-06-19,"US Open"
"78","Ryan Fox",22991996,6700,80.73,48.53,2.9,70.35,22,0.5282,0.0044,0.2426,0.152,0.0684,0.0299,0.0166,0.0044,100,0.0526,22.5,0.66,0.42,0.06,3,2022-06-19,"US Open"
"79","Kurt Kitayama",22991997,6700,51.82,45.24,1.9,68.5,21,0.4666,0.0055,0.1728,0.1022,0.0408,0.0158,0.0086,0.0024,100,0.0096,17,0.36,0.12,0.02,2,2022-06-19,"US Open"
"80","Stewart Cink",22991998,6700,51.88,43.16,0.91,66,20.5,0.4517,0.0063,0.1599,0.0935,0.0366,0.0162,0.0084,0.0018,100,0.0094,23,0.27,0.03,0,1,2022-06-19,"US Open"
"81","Kevin Chappell",22991999,6700,51.77,37.1,0.15,61,19,0.2974,0.0014,0.0686,0.0335,0.0107,0.0036,0.0016,3e-04,100,0.0014,12,0.04,-0.2,-0.03,0,2022-06-19,"US Open"
"82","Denny McCarthy",23043255,6700,65.26,40.14,2.6,63,19.5,0.5444,0.0076,0.2384,0.1471,0.0622,0.0253,0.0134,0.0039,7,0.0464,68,0.58,0.34,0.05,3,2022-06-19,"US Open"
"83","Andrew Novak",22992000,6600,52.97,39.82,0.3,63.5,19.5,0.3449,0.0017,0.0917,0.0483,0.0162,0.0051,0.0024,6e-04,100,0.001,25,0.09,-0.09,-0.01,0,2022-06-19,"US Open"
"84","Brian Stuard",22992001,6600,46.36,37.97,0.28,62.5,19,0.2742,8e-04,0.0536,0.0254,0.0072,0.0025,0.0011,1e-04,100,0.0016,21.5,0.02,-0.16,-0.02,0,2022-06-19,"US Open"
"85","Sam Horsfield",22992002,6600,76.9,45.55,0.93,68.5,21.5,0.4891,0.0047,0.2062,0.1271,0.0556,0.025,0.0134,0.004,100,0.0126,19.5,0.61,0.43,0.06,1,2022-06-19,"US Open"
"86","Grayson Murray",22992004,6600,53.91,32.44,0.23,57,17.5,0.3273,0.0032,0.0772,0.0392,0.0129,0.0047,0.0023,5e-04,63,9e-04,40.5,0.08,-0.1,-0.01,0,2022-06-19,"US Open"
"87","Joel Dahmen",22992005,6600,62.08,40.85,1.4,64,20,0.4892,0.0063,0.1872,0.1109,0.0451,0.0186,0.0092,0.0024,10,0.0223,59.5,0.36,0.18,0.03,1,2022-06-19,"US Open"
"88","Guido Migliozzi",22992006,6600,39.41,36.22,0.66,60.5,18.5,0.2396,0.0016,0.0366,0.0165,0.0045,0.0011,4e-04,0,14,0.0028,64,0,-0.18,-0.03,1,2022-06-19,"US Open"
"89","Satoshi Kodaira",22992007,6600,46.42,37.4,0.27,61.5,19,0.2695,0.0023,0.0464,0.0204,0.0055,0.0016,6e-04,1e-04,100,6e-04,22.5,0.02,-0.16,-0.02,0,2022-06-19,"US Open"
"90","David Lingmerth",23043253,6600,48.41,35.21,0.22,59.5,18.5,0.2972,0.002,0.0603,0.03,0.009,0.0023,9e-04,1e-04,49,0.0011,43.5,0.02,-0.16,-0.02,0,2022-06-19,"US Open"
"91","Yannik Paul",22992008,6500,62.29,37.41,0.29,61,19,0.3088,0.0013,0.0707,0.035,0.0106,0.0036,0.0016,3e-04,100,0.0041,13.5,0.05,-0.08,-0.01,0,2022-06-19,"US Open"
"92","Thorbjorn Olesen",22992009,6500,57.85,39.21,0.7,62.5,19.5,0.322,0.0014,0.0804,0.0408,0.0144,0.005,0.0025,7e-04,100,0.0043,16,0.11,-0.02,0,1,2022-06-19,"US Open"
"93","Kalle Samooja",22992010,6500,55.35,39.92,0.23,64,20,0.3376,0.0029,0.0752,0.0381,0.0117,0.0042,0.0018,4e-04,100,0.0012,27,0.06,-0.07,-0.01,0,2022-06-19,"US Open"
"94","Rikuya Hoshino",22992011,6500,51.25,31.57,0.24,55.5,17.5,0.3969,0.0021,0.1226,0.0672,0.0245,0.0086,0.0043,0.0011,100,0.0017,20,0.17,0.04,0.01,0,2022-06-19,"US Open"
"95","Jediah Morgan",22992012,6500,15.5,24.86,0.09,38.85,14.5,0.0551,0,0.0016,4e-04,1e-04,0,0,0,100,0,11.5,0,-0.13,-0.02,0,2022-06-19,"US Open"
"96","James Piot",22992013,6500,18.7,22.97,0.1,28.5,14,0.1054,7e-04,0.0062,0.0022,5e-04,1e-04,1e-04,0,100,4e-04,19,0,-0.13,-0.02,0,2022-06-19,"US Open"
"97","Wil Besseling",22992014,6500,54.65,39.94,0.23,64.5,19.5,0.4018,0.0041,0.1187,0.0648,0.0218,0.0077,0.0038,0.001,56,0.0015,35.5,0.15,0.02,0,0,2022-06-19,"US Open"
"98","Richard Bland",22992015,6500,49.4,41.51,0.17,64,20,0.3126,0.0015,0.0759,0.037,0.0115,0.0043,0.0017,4e-04,43,0.0012,47.5,0.06,-0.07,-0.01,0,2022-06-19,"US Open"
"99","Joseph Bramlett",23043247,6500,49.24,39.62,0.34,63.5,19.5,0.423,0.005,0.135,0.0739,0.027,0.0099,0.0049,0.0012,37,0.0013,46.5,0.18,0.05,0.01,0,2022-06-19,"US Open"
"100","Tomoyasu Sugiyama",22992016,6400,41,21.68,0.04,47.7,11.92,0.1203,4e-04,0.0075,0.0027,3e-04,1e-04,1e-04,0,100,4e-04,9.5,0,-0.09,-0.01,0,2022-06-19,"US Open"
"101","Bo Hoag",22992017,6400,41.31,34.71,0.05,58.5,18.5,0.2064,6e-04,0.0287,0.0119,0.0032,9e-04,4e-04,0,100,5e-04,22.5,0,-0.09,-0.01,0,2022-06-19,"US Open"
"102","Joohyung Kim",22992018,6400,53.62,31.88,0.25,56,17.5,0.3412,0.0018,0.092,0.0484,0.0167,0.0059,0.0027,7e-04,23,0.0013,57.5,0.11,0.02,0,0,2022-06-19,"US Open"
"103","Min Woo Lee",22992019,6400,36.78,38.78,1.1,62.5,19.5,0.4456,0.0024,0.167,0.0965,0.0379,0.0147,0.0073,0.0017,27,0.004,53.5,0.27,0.18,0.03,1,2022-06-19,"US Open"
"104","Roger Sloan",22992020,6400,41.98,37.71,0.09,61.85,19,0.3352,0.003,0.0769,0.0378,0.0127,0.0044,0.0019,4e-04,100,5e-04,20,0.06,-0.03,0,0,2022-06-19,"US Open"
"105","Harry Hall",22992021,6400,67.25,34.24,1.2,58.5,18,0.369,0.0035,0.0983,0.0515,0.0173,0.006,0.0028,5e-04,100,0.0085,14,0.08,-0.01,0,1,2022-06-19,"US Open"
"106","Beau Hossler",22992023,6400,55.35,36.8,1.2,60.5,19,0.4629,0.0069,0.1708,0.102,0.0418,0.0173,0.0094,0.0024,53,0.0249,38,0.37,0.28,0.04,1,2022-06-19,"US Open"
"107","Taylor Montgomery",23043256,6400,85.29,32.47,1.3,56.5,17.5,0.4565,0.0037,0.175,0.1033,0.0415,0.017,0.0087,0.0024,100,0.0292,25,0.37,0.28,0.04,1,2022-06-19,"US Open"
"108","Ben Silverman",22992024,6300,34.83,34.61,0.06,58,18.5,0.1354,5e-04,0.0108,0.004,0.001,2e-04,1e-04,0,100,2e-04,22,0,-0.06,-0.01,0,2022-06-19,"US Open"
"109","Laird Shepherd",22992025,6300,3,23.3,0.04,29,14,0.0164,1e-04,1e-04,0,0,0,0,0,100,1e-04,7,0,-0.06,-0.01,0,2022-06-19,"US Open"
"110","Jim Furyk",22992026,6300,49.82,35.44,0.5,59.5,18.5,0.0738,1e-04,0.0029,9e-04,1e-04,0,0,0,100,0.0093,21.5,0,-0.06,-0.01,0,2022-06-19,"US Open"
"111","Jesse Mueller",22992027,6300,22,26.9,0.02,47.5,16,0.1098,2e-04,0.0097,0.0036,0.001,4e-04,1e-04,0,100,1e-04,6.5,0,-0.06,-0.01,0,2022-06-19,"US Open"
"112","Chris Naegel",22992028,6300,0,21.23,0.05,46.71,11.68,0.202,9e-04,0.0299,0.0132,0.0039,0.0013,7e-04,1e-04,56,4e-04,40,0.02,-0.04,-0.01,0,2022-06-19,"US Open"
"113","Fran Quinn",22992029,6300,46.5,20.86,0.02,45.88,11.47,0.0331,0,3e-04,1e-04,0,0,0,0,100,0.0012,10,0,-0.06,-0.01,0,2022-06-19,"US Open"
"114","Marcel Schneider",22992030,6300,47.77,36.42,0.16,60.5,18.5,0.3723,0.0037,0.1019,0.054,0.0194,0.0062,0.0027,6e-04,100,0.0014,7.5,0.1,0.04,0.01,0,2022-06-19,"US Open"
"115","Luke Gannon",22992031,6300,0,29.5,0.04,53,16.5,0.0154,0,1e-04,0,0,0,0,0,100,1e-04,5.5,0,-0.06,-0.01,0,2022-06-19,"US Open"
"116","Erik Barnes",23043245,6300,80.5,33,0.13,57,17.5,0.4273,0.0053,0.1364,0.0748,0.0262,0.0101,0.0047,0.0012,100,0.0099,24.5,0.19,0.13,0.02,0,2022-06-19,"US Open"
"117","Todd Sinnott",22992033,6200,0,20.82,0.01,45.81,11.45,0.1276,2e-04,0.0098,0.0036,6e-04,1e-04,0,0,31,2e-04,51.5,0,-0.04,-0.01,0,2022-06-19,"US Open"
"118","Michael Thorbjornsen",22992034,6200,0,20.85,0.03,45.86,11.46,0.2307,0.0015,0.0365,0.0156,0.0044,0.0014,6e-04,0,100,0.0024,21.5,0,-0.04,-0.01,0,2022-06-19,"US Open"
"119","Davis Shore",22992035,6200,0,28.37,0.02,51,16,0.0717,3e-04,0.0032,0.0011,1e-04,0,0,0,100,1e-04,17,0,-0.04,-0.01,0,2022-06-19,"US Open"
"120","Sean Crocker",22992036,6200,29.14,37.82,0.04,61.5,19.15,0.2969,0.0015,0.0636,0.0311,0.0099,0.0036,0.0015,4e-04,100,4e-04,4,0.06,0.02,0,0,2022-06-19,"US Open"
"121","Daijiro Izumida",22992037,6200,0,21.09,0.02,46.39,11.6,0.1473,4e-04,0.014,0.0055,0.0015,4e-04,2e-04,1e-04,100,1e-04,15,0.02,-0.02,0,0,2022-06-19,"US Open"
"122","Sean Jacklin",22992038,6200,0,21.13,0.01,46.49,11.62,0.0534,0,0.0021,8e-04,1e-04,1e-04,0,0,100,1e-04,9,0,-0.04,-0.01,0,2022-06-19,"US Open"
