"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"230","Tony Jones Jr.","NO","rb","6","@NYJ","1.2","0","0","0","0","0","0","1.2109","5.1471","0.0377","0.289","0.22","1.6515","0.0069","0.012","0.006","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"231","Ray-Ray McCloud III","PIT","wr","7","@MIN","4.1","0","0","0","0","0","0","0.1744","1.0013","0.0061","2.961","2.2597","14.1263","0.0577","0.0933","0.0467","0.0084","53.0655","0.0482","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232","Charlie Woerner","SF","te","6","@CIN","2.3","0","0","0","0","0","0","0","0","0","1.2994","0.8929","9.5317","0.0767","0.0093","0.0046","0.0032","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"233","Adrian Peterson","SEA","rb","9","@HST","1.1","0","0","0","0","0","0","1.0884","4.3279","0.0411","0.3014","0.2474","1.646","0.009","0.0122","0.0061","0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"234","Joshua Kelley","LAC","rb","7","NYG","1.1","0","0","0","0","0","0","0.9189","3.8217","0.0284","0.3392","0.2833","2.0979","0.0113","0.0126","0.0063","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"235","Zack Moss","BUF","rb","7","@TB","1.1","0","0","0","0","0","0","1.1047","4.3819","0.0314","0.337","0.2649","1.9697","0.0087","0.0106","0.0053","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"236","DeAndre Carter","WAS","wr","9","DAL","4","0","0","0","0","0","0","0.258","1.233","0.0092","2.197","1.3843","18.409","0.0992","0.0878","0.0439","0.0042","47.8599","0.0354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"237","Braxton Berrios","NYJ","wr","6","NO","4","0","0","0","0","0","0","0.2321","1.2562","0.0089","2.6273","1.7723","16.8244","0.0657","0.0752","0.0376","0.0033","57.1208","0.0406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"238","Anthony Schwartz","CLV","wr","13","BLT","4","0","0","0","0","0","0","0.2583","1.5483","0.0084","2.3917","1.5793","17.1868","0.0888","0.0501","0.0251","0.0041","39.7474","0.0202","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"239","Chris Manhertz","JAX","te","7","@TEN","2.2","0","0","0","0","0","0","0","0","0","1.313","0.91","8.9477","0.0587","0.0093","0.0046","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
