player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Justin Fields,82118,QB,CHI,12,-0.45,0,352,6,67.2,183,201,13.2,3.73,6,12,5.5,57.2,115,149,6.5,293,83.2,8,97,,,,,29.7,74.4,57.0,59.9,55.3,,90.9,,2,9,316,24.8,83.2,12.6,37,55,0,10,11,17,5.4,1633,8.1,73.8,149,165,9.0,3.35,8,8,4.5,61.8,102,110,7.3,233,66.2,8,70,,,,,27.7,71.1,53.8,53.6,,,90.9,,2,7,251,26.4,79.9,12.4,29,39,0,6,7,12,4.8,1181,7.2,68.3,82,88,11.7,3.59,1,4,4.3,61.4,54,52,3.6,119,33.8,2,39,,,,,61.4,70.8,81.5,62.1,55.3,,88.2,,0,3,126,21.2,95.6,9.2,11,19,0,5,6,6,4.8,715,8.1,0,89.6,48,52,-2.4,1.92,3,0,0.0,78.8,41,13,4.7,59,16.8,2,12,,,,,39.3,56.3,78.7,43.7,,,92.9,,0,1,61,23.1,92.5,5.1,3,3,0,1,2,1,1.6,263,5.1,0.97
Kenny Pickett,60515,QB,PIT,9,3.3,0,340,25,72.2,252,270,8.8,3.02,2,10,3.4,63.3,171,101,6.0,317,93.2,11,97,,,,,72.1,67.5,10.7,65.0,60.0,,74.8,,2,8,342,22.8,73.8,7.3,23,24,1,13,4,10,2.9,1707,6.3,73.3,225,237,8.2,2.93,1,8,3.2,64.6,153,90,7.3,276,81.2,12,82,,,,,68.1,65.5,4.3,63.9,57.4,,71.3,,1,7,292,22.2,75.6,7.2,20,19,1,9,4,8,2.7,1502,6.3,77.6,49,56,6.5,2.96,1,2,3.0,67.9,38,12,0.0,64,18.8,0,19,,,,,82.9,71.2,79.4,67.3,,,75.0,,1,1,74,25.0,73.1,4.7,3,5,0,5,0,2,2.7,295,5.3,0,95.5,22,23,-3.1,1.68,0,0,0.0,87.0,20,1,4.8,23,6.8,1,4,,,,,76.1,65.3,75.5,65.4,59.0,,,,0,0,24,0.0,83.0,0.0,0,0,0,1,0,0,0.0,90,3.9,-1.07
Tua Tagovailoa,60326,QB,MIA,10,2.46,0,339,17,76.5,285,301,10.6,2.54,3,15,4.8,67.1,202,81,7.3,323,95.3,16,134,,,,,63.3,90.4,67.3,90.5,58.9,,44.2,,2,5,337,18.5,111.7,4.6,15,6,1,10,20,12,3.6,2777,9.2,75.4,167,176,9.9,2.33,2,12,6.6,67.0,118,42,6.3,187,55.2,8,76,,,,,44.1,88.6,59.9,89.1,,,48.3,,2,2,193,19.0,125.2,4.3,8,3,1,4,18,7,3.6,1600,9.1,79.9,134,141,9.9,2.7,1,3,2.0,69.5,98,40,8.4,152,44.8,9,62,,,,,88.5,83.8,82.4,83.3,58.9,,48.7,,0,3,163,17.5,95.4,4.6,7,3,0,6,3,5,3.1,1259,8.9,0,93.8,16,16,-2.7,1.48,0,0,0.0,87.5,14,1,6.7,16,4.7,1,4,,,,,74.8,69.4,74.5,68.6,,,,,0,0,19,0.0,108.9,0.0,0,0,0,0,1,0,0.0,82,5.1,-0.16
Matthew Stafford,4924,QB,LA,9,-1.14,0,338,26,71.4,241,253,8.9,2.75,3,15,5.7,64.8,164,103,4.7,288,85.2,8,91,,,,,40.6,65.9,24.1,66.7,58.9,,52.1,,0,7,297,28.2,87.2,10.1,29,5,0,9,10,12,4.0,1787,7.1,74.9,219,230,6.5,2.41,3,10,4.2,68.3,157,85,4.3,256,75.7,7,76,,,,,49.6,61.8,20.1,63.2,58.9,,46.2,,0,7,264,27.1,84.8,9.0,23,2,0,8,9,8,3.0,1408,6.1,73.9,69,73,8.6,3.13,0,5,6.8,67.1,49,22,3.9,82,24.3,2,32,,,,,48.7,76.9,79.8,75.1,,,64.9,,0,1,83,27.3,95.9,7.3,6,3,0,4,1,4,4.8,684,9.4,0,91.5,47,50,-2.9,1.64,0,0,0.0,84.0,42,4,2.3,50,14.8,1,17,,,,,80.4,68.8,78.0,68.0,,,,,0,1,50,0.0,83.8,0.0,0,0,0,3,0,0,0.0,305,6.1,3.25
Jimmy Garoppolo,8697,QB,SF,11,1.38,0,328,28,73.1,245,261,9.1,2.7,9,13,4.7,64.4,168,94,6.1,282,86.0,11,102,,,,,60.3,71.7,68.9,69.8,60.0,,67.4,,3,4,301,19.1,100.3,6.4,18,3,0,4,13,9,3.0,2155,8.3,75.2,226,241,7.3,2.48,10,7,2.8,66.8,161,84,5.3,256,78.0,9,90,,,,,56.9,69.9,67.8,67.9,60.0,,67.4,,2,3,270,14.3,102.2,4.7,12,3,0,3,12,5,1.9,1911,7.9,75.8,62,66,7.3,2.71,2,6,8.3,68.2,45,12,4.3,72,22.0,2,24,,,,,83.2,70.2,79.6,69.2,,,,,1,1,78,50.0,105.9,8.3,6,0,0,1,4,4,5.1,525,8.0,0,88.4,43,46,-3.2,1.51,3,0,0.0,82.6,38,2,0.0,46,14.0,0,12,,,,,80.0,62.8,77.7,62.4,,,,,0,0,47,0.0,113.9,0.0,0,0,0,0,3,0,0.0,281,6.1,0.02
Andy Dalton,6187,QB,NO,10,12.75,0,327,20,76.3,257,281,9.1,2.67,4,14,4.8,66.2,186,92,5.1,309,94.5,10,101,,,,,82.0,87.5,67.8,86.5,60.0,,61.4,,5,7,322,17.4,95.0,5.2,16,11,0,15,14,6,1.9,2126,7.6,76.2,227,250,8.5,2.5,5,11,4.2,64.8,162,69,6.4,271,82.9,11,87,,,,,79.8,84.4,66.3,83.0,60.0,,64.8,,3,7,284,17.4,93.2,4.4,12,9,0,15,14,6,2.1,1805,7.2,82.6,46,49,7.7,3.1,0,3,6.0,77.6,38,23,0.0,56,17.1,0,20,,,,,81.2,82.9,78.5,83.2,,,52.3,,2,0,57,17.4,111.5,7.1,4,2,0,1,1,0,0.0,447,9.1,0,93.8,16,18,-2.9,1.45,1,0,0.0,77.8,14,0,6.7,18,5.5,1,6,,,,,74.8,62.7,74.5,62.3,,,,,0,0,19,,114.4,0.0,0,0,0,1,1,0,0.0,126,7.0,1.9
Mac Jones,60323,QB,NE,9,5.43,0,311,19,71.0,210,225,9.9,2.95,2,11,4.7,64.0,144,95,3.4,266,85.5,5,76,,,,,79.5,57.5,43.4,57.3,,,59.4,,0,7,278,26.3,82.2,9.4,25,16,1,12,6,12,4.3,1664,7.4,73.4,207,219,8.2,2.75,3,8,3.5,67.1,147,81,3.3,258,83.0,5,66,,,,,78.9,56.1,42.6,55.6,,,60.3,,0,6,268,28.4,83.1,8.9,23,16,1,8,5,11,4.1,1516,6.9,82.6,46,51,5.6,2.77,0,3,5.8,72.5,37,17,2.6,53,17.0,1,17,,,,,81.0,70.6,78.4,70.3,,,58.3,,0,1,56,11.8,104.0,3.8,2,0,0,5,2,1,1.8,447,8.8,0,95.3,43,45,-3.0,1.58,1,0,0.0,88.9,40,3,2.4,45,14.5,1,7,,,,,79.9,68.4,77.7,67.6,,,,,0,0,46,0.0,101.8,0.0,0,0,0,1,1,0,0.0,299,6.6,1.84
Ryan Tannehill,7014,QB,TEN,10,4.31,0,301,31,75.5,216,236,9.4,2.73,7,10,4.0,62.3,147,108,9.8,271,90.0,16,93,,,,,80.8,74.6,47.3,72.3,60.0,,72.5,,5,4,285,23.1,93.4,9.2,25,10,1,7,10,8,2.8,1835,7.8,76.2,168,184,7.3,2.53,5,6,3.1,63.6,117,80,8.6,210,69.8,11,62,,,,,90.3,69.0,42.5,67.5,59.3,,67.0,,5,2,222,21.3,88.7,8.1,17,8,1,5,7,5,2.3,1127,6.1,78.9,76,81,9.5,3.03,2,4,4.5,67.9,55,33,8.3,91,30.2,5,40,,,,,54.6,80.1,80.5,76.5,60.0,,76.0,,0,2,98,24.2,115.8,8.8,8,2,0,3,4,3,3.1,990,12.2,0,89.3,28,29,-3.0,2.22,0,0,0.0,86.2,25,5,0.0,30,10.0,0,9,,,,,78.3,66.8,76.8,66.6,59.3,,,,0,0,35,0.0,118.7,0.0,0,0,0,1,1,0,0.0,282,9.7,6.09
Baker Mayfield,46518,QB,LA,8,4.15,0,277,26,64.7,184,205,8.8,2.9,9,5,2.3,54.6,112,77,5.9,238,85.9,7,58,,,,,62.1,53.2,60.8,55.2,,,45.0,,2,6,254,28.6,74.9,9.2,22,10,1,9,7,7,2.8,1385,6.8,65.6,160,176,7.4,2.66,7,5,2.7,57.4,101,57,3.8,203,73.3,4,44,,,,,56.6,51.8,58.0,53.7,,,46.2,,2,6,213,33.3,74.6,9.4,19,8,1,6,6,6,2.8,1163,6.6,77.2,57,65,6.2,3.0,4,0,0.0,61.5,40,22,9.1,74,26.7,4,20,,,,,83.5,60.5,79.7,61.2,,,54.6,,0,0,81,18.2,82.9,5.4,4,2,0,4,1,1,1.2,380,5.8,0,90.9,33,36,-2.8,1.81,2,0,0.0,80.6,29,2,3.3,39,14.1,1,6,,,,,79.0,59.9,77.2,59.6,,,,,0,0,40,50.0,85.0,2.6,1,0,0,1,0,0,0.0,158,4.4,-0.76
Carson Wentz,10636,QB,WAS,6,-5.42,0,266,32,70.7,184,202,9.8,2.72,7,12,5.4,58.9,119,84,8.5,235,88.3,11,65,,,,,62.5,62.3,60.9,61.0,,,60.0,,2,5,255,27.4,84.6,9.8,23,10,0,9,10,9,3.5,1321,6.5,75.2,149,160,8.3,2.53,5,7,4.0,63.8,102,65,8.9,187,70.3,10,52,,,,,72.8,63.6,57.1,61.7,,,62.8,,1,4,200,29.2,83.8,10.2,19,8,0,5,6,6,3.0,1018,6.4,71.4,63,72,7.8,2.8,2,5,6.3,58.3,42,24,6.7,79,29.7,3,19,,,,,50.2,60.9,80.0,60.0,,,63.5,,2,2,87,16.7,84.9,5.1,4,3,0,5,4,4,4.6,471,6.5,0,96.4,28,30,-2.8,1.76,0,0,0.0,83.3,25,5,7.4,31,11.7,2,6,,,,,77.7,66.2,76.4,62.0,,,65.6,,1,1,32,0.0,76.1,0.0,0,1,0,1,0,1,3.1,168,5.6,0.18
Taylor Heinicke,9896,QB,WAS,7,-1.18,0,238,32,66.5,167,190,9.6,3.01,6,5,2.6,57.9,110,95,0.9,215,90.3,1,69,,,,,42.9,47.8,86.6,46.5,,,55.4,,4,5,222,14.7,84.9,6.5,14,11,2,11,9,14,6.3,1357,7.1,70.6,119,135,7.4,2.73,3,2,1.4,62.2,84,62,0.0,153,64.3,0,45,,,,,29.7,41.4,86.1,39.2,,,54.2,,4,4,160,17.7,78.1,7.2,11,7,2,7,4,12,7.5,864,6.4,69.6,69,77,9.7,3.18,3,3,3.8,61.0,47,35,2.1,85,35.7,1,29,,,,,83.9,66.3,80.0,65.7,,,60.9,,0,1,86,8.6,100.6,3.5,3,4,0,5,5,2,2.3,580,7.5,0,100.0,21,22,-2.6,1.79,0,0,0.0,95.5,21,2,0.0,23,9.7,0,5,,,,,76.1,64.5,75.3,64.0,,,,,0,0,24,0.0,83.1,0.0,0,0,0,1,0,0,0.0,87,4.0,1.13
Dak Prescott,10769,QB,DAL,7,-6.23,0,225,9,74.1,185,198,9.4,2.62,1,8,3.8,66.2,131,68,4.4,210,93.3,6,75,,,,,90.3,71.9,86.4,67.0,60.0,,81.4,,4,7,224,10.3,96.4,3.3,7,5,0,8,13,10,4.5,1521,7.7,76.3,139,146,7.9,2.33,0,5,3.3,69.9,102,43,3.8,152,67.6,4,55,,,,,89.2,69.4,85.8,63.4,60.0,,85.2,,3,7,160,11.6,89.6,3.3,5,1,0,4,8,7,4.4,1087,7.4,73.3,60,66,10.0,3.07,1,3,4.2,63.6,42,26,4.5,73,32.4,2,23,,,,,83.4,72.0,79.7,71.1,,,60.8,,1,0,80,11.5,110.4,4.1,3,4,0,4,5,3,3.8,476,7.2,0,92.9,14,14,-2.3,1.77,0,0,0.0,92.9,13,1,0.0,15,6.7,0,3,,,,,73.9,65.9,74.3,65.2,,,,,0,0,16,100.0,79.2,6.7,1,0,0,0,0,0,0.0,42,3.0,-0.24
Zach Wilson,82096,QB,NYJ,7,-7.58,0,218,22,65.0,140,165,10.2,3.27,6,3,1.8,50.9,84,78,7.7,192,88.1,7,54,,,,64.7,73.4,48.0,85.9,43.1,90.6,,69.3,,3,5,198,19.2,67.4,7.8,15,12,0,16,3,13,6.6,1168,7.1,69.2,117,132,7.4,2.99,4,2,1.5,57.6,76,60,6.2,154,70.6,5,41,,,,,69.3,46.8,85.5,41.3,,,72.2,,2,4,161,18.3,75.0,7.1,11,10,0,9,4,10,6.2,870,6.6,66.7,45,56,11.1,3.32,2,1,1.7,50.0,28,21,6.7,64,29.4,2,20,,,,64.7,82.2,57.5,79.0,56.0,90.6,,54.5,,1,1,66,23.8,66.7,7.8,5,2,0,8,0,3,4.5,408,7.3,0,90.9,22,23,-2.8,1.76,0,0,0.0,87.0,20,3,0.0,26,11.9,0,7,,,,,77.2,60.1,76.0,59.8,,,,,0,0,29,33.3,101.1,3.8,1,0,0,1,1,0,0.0,110,4.8,0.7
Cooper Rush,12324,QB,DAL,7,12.61,0,171,9,68.7,134,149,9.6,2.47,7,3,1.9,58.4,87,53,5.4,159,93.0,5,52,,,,,69.8,57.5,85.1,56.9,,,54.8,,3,3,169,13.2,81.8,4.4,7,2,1,4,5,8,4.7,1010,6.8,67.3,101,115,8.0,2.27,7,1,0.8,54.8,63,42,7.4,124,72.5,5,31,,,,,64.2,48.3,84.6,47.1,,,56.4,,3,1,131,16.7,76.9,5.6,7,1,1,3,3,6,4.6,664,5.8,76.2,42,46,10.9,2.83,0,2,4.1,67.4,31,12,3.1,47,27.5,1,21,,,,,80.4,77.0,78.0,76.3,,,58.3,,0,2,50,0.0,89.7,0.0,0,1,0,4,2,2,4.0,387,8.4,0,88.9,9,12,-2.4,1.88,0,0,0.0,58.3,7,1,12.5,12,7.0,1,0,,,,,72.4,57.1,72.9,57.1,,,,,0,0,12,0.0,64.9,0.0,0,0,0,3,0,0,0.0,41,3.4,2.64
Joe Flacco,4332,QB,NYJ,3,11.08,0,165,22,72.8,125,146,9.2,2.69,4,3,2.0,56.8,83,61,8.8,156,94.5,8,47,,,,,29.0,54.0,83.6,53.5,,,61.5,,7,3,162,14.8,76.9,5.8,9,1,0,10,5,6,3.7,862,5.9,73.9,111,130,7.9,2.59,4,1,0.8,56.9,74,49,9.8,137,83.0,8,39,,,,,27.7,49.2,83.3,48.8,,,61.5,,6,3,142,12.2,75.7,4.4,6,1,0,9,5,5,3.5,717,5.5,78.3,23,25,10.6,2.81,0,2,7.1,68.0,17,12,5.6,28,17.0,1,10,,,,,77.6,74.7,76.3,73.4,,,,,1,0,31,25.0,89.4,10.7,3,0,0,1,0,1,3.2,184,7.4,0,100.0,9,9,-3.2,1.47,0,0,0.0,88.9,8,0,11.1,9,5.5,1,2,,,,,71.9,67.7,72.6,67.0,,,,,0,0,11,,84.7,0.0,0,0,0,0,0,0,0.0,39,4.3,1.84
Mitchell Trubisky,11757,QB,PIT,5,28.52,0,141,25,64.9,114,120,11.1,2.78,2,7,5.5,58.3,70,43,5.4,132,93.6,4,40,,,,,88.0,72.6,44.2,71.1,,,68.4,,2,2,140,20.9,77.8,6.8,9,3,1,1,3,4,2.9,742,6.2,63.1,103,108,10.5,2.63,2,6,5.2,56.5,61,34,6.2,118,83.7,4,30,,,,,87.3,74.7,41.9,73.6,,,66.6,,1,1,126,17.6,73.9,5.1,6,4,1,1,2,2,1.6,582,5.4,89.5,19,20,8.2,3.18,0,1,4.5,85.0,17,9,0.0,23,16.3,0,11,,,,,76.3,58.1,75.5,58.0,,,,,1,1,25,33.3,105.2,13.0,3,0,0,0,1,2,8.0,205,10.3,0,100.0,8,8,-2.6,1.91,0,0,0.0,100.0,8,0,0.0,9,6.4,0,1,,,,,71.9,65.0,72.6,67.2,,,58.3,,0,0,11,,90.1,0.0,0,1,0,0,0,0,0.0,45,5.6,4.86
Jameis Winston,9434,QB,NO,3,-24.35,0,129,20,70.3,101,109,12.8,2.69,1,7,6.0,62.4,68,41,4.2,123,95.3,3,34,,,,,37.4,65.4,83.1,67.0,,,37.5,,1,5,130,26.8,79.6,8.9,11,3,2,4,4,7,5.4,849,7.8,72.6,95,103,11.1,2.53,2,7,6.4,66.0,68,36,1.4,115,89.1,1,33,,,,,34.6,66.8,82.9,69.4,,,29.2,,1,4,122,27.8,86.8,8.7,10,2,2,3,4,6,4.9,813,7.9,63.6,11,12,20.1,3.5,0,0,0.0,41.7,5,6,28.6,14,10.9,2,2,,,,,73.5,55.7,73.7,51.3,,,65.9,,0,1,15,16.7,17.7,7.1,1,1,0,1,0,1,6.7,45,3.8,0,100.0,5,6,-3.8,1.5,1,0,0.0,83.3,5,1,0.0,6,4.7,0,1,,,,,69.6,60.8,71.1,60.6,,,,,0,0,7,0.0,79.2,0.0,0,0,0,0,0,0,0.0,9,1.5,-4.14
P.J. Walker,12134,QB,CAR,6,-4.56,0,119,5,56.8,74,77,12.8,2.62,2,9,11.3,51.9,40,21,4.8,85,71.4,2,26,,,,,84.5,70.1,83.8,65.2,,,79.9,,0,2,89,28.6,79.4,7.1,6,2,0,1,3,5,5.6,588,7.6,69.4,72,74,8.2,2.2,2,7,9.2,60.8,45,18,10.0,84,70.6,5,24,,,,,84.4,70.0,83.7,64.8,,,79.9,,0,2,87,33.3,86.7,7.1,6,2,0,0,3,4,4.6,563,7.6,58.1,31,32,8.9,2.42,0,2,5.9,56.3,18,4,0.0,35,29.4,0,7,,,,,78.6,50.6,76.9,51.7,,,58.3,,0,1,37,0.0,57.8,0.0,0,1,0,1,0,2,5.4,168,5.3,0,89.7,29,29,-2.8,1.39,0,0,0.0,79.3,23,1,11.5,34,28.6,3,5,,,,,78.3,44.7,76.7,46.0,,,58.3,,0,1,35,0.0,72.8,0.0,0,1,0,0,0,1,2.9,143,4.9,-2.36
Bailey Zappe,60396,QB,NE,4,21.74,0,99,19,76.4,72,78,9.4,2.94,3,1,1.2,66.7,52,25,5.5,85,85.9,3,35,,,,,25.0,66.3,0.0,73.7,,,29.9,,0,3,95,24.0,101.3,7.1,6,1,0,3,5,2,2.1,717,9.2,77.4,62,69,5.4,2.65,3,0,0.0,65.2,45,21,6.3,73,73.7,3,23,,,,,24.0,51.4,0.0,61.4,,,27.7,,0,3,83,19.0,66.5,5.5,4,0,0,4,1,2,2.4,386,5.6,87.0,23,23,12.8,3.12,0,1,4.3,87.0,20,5,0.0,26,26.3,0,14,,,,,76.6,92.6,75.6,90.7,,,65.6,,0,0,26,40.0,158.3,7.7,2,1,0,0,4,0,0.0,395,17.2,0,100.0,13,14,-3.5,1.72,0,0,0.0,92.9,13,1,0.0,14,14.1,0,2,,,,,73.2,66.7,73.5,66.1,,,,,0,0,14,0.0,85.7,0.0,0,0,0,1,0,0,0.0,64,4.6,11.58
Mike White,46453,QB,NYJ,2,9.89,0,89,22,63.8,69,73,9.5,2.64,2,5,6.8,58.9,43,15,2.3,76,85.4,1,28,,,,,83.7,74.7,81.7,72.2,58.4,,69.2,,1,2,77,13.3,89.6,2.6,2,1,0,1,3,2,2.6,634,8.7,66.7,57,62,7.7,2.31,2,3,4.8,59.7,37,10,2.6,64,71.9,1,16,,,,,82.7,73.3,81.3,69.1,,,76.9,,1,2,65,20.0,74.1,3.1,2,0,0,2,2,1,1.5,372,6.0,69.6,23,23,8.0,2.88,0,2,8.3,69.6,16,6,0.0,25,28.1,0,13,,,,,76.6,68.5,75.8,70.7,58.4,,55.3,,0,0,26,0.0,126.6,0.0,0,1,0,0,1,1,3.8,312,13.6,0,90.9,11,12,-3.1,1.47,0,0,0.0,83.3,10,1,0.0,13,14.6,0,1,,,,,73.2,60.6,73.5,60.4,,,,,0,0,14,0.0,84.0,0.0,0,0,0,1,0,0,0.0,50,4.2,7.57
Kyle Allen,26152,QB,HST,2,-7.65,0,84,13,64.5,62,66,9.1,2.71,2,1,1.4,54.5,36,25,10.0,73,86.9,4,16,,,,,22.5,26.4,81.1,28.6,,,29.3,,0,3,77,20.0,62.4,6.8,5,2,0,2,2,6,7.8,375,5.7,71.1,45,49,6.3,2.5,2,0,0.0,61.2,30,20,6.3,54,64.3,2,12,,,,,24.4,28.4,80.3,33.0,,,29.3,,0,1,56,15.0,81.2,5.6,3,2,0,2,2,3,5.4,270,5.5,60.7,28,28,8.9,2.77,0,1,3.2,53.6,15,6,11.8,30,35.7,2,7,,,,,26.7,31.1,76.5,33.1,,,,,0,3,33,33.3,29.2,6.7,2,0,0,0,0,4,12.1,148,5.3,0,81.8,11,11,-2.6,1.84,0,0,0.0,81.8,9,1,0.0,11,13.1,0,3,,,,,72.4,56.0,72.9,56.1,,,,,0,1,12,0.0,45.1,0.0,0,0,0,0,0,1,8.3,43,3.9,-0.22
Colt McCoy,5609,QB,ARZ,2,-30.58,0,80,1,78.9,57,58,7.2,2.39,0,3,5.1,69.0,40,20,11.1,66,82.5,5,20,,,,,45.3,73.7,80.9,78.6,,,38.7,,0,1,67,25.0,84.1,7.6,5,3,0,1,1,0,0.0,362,6.2,82.3,62,64,5.3,2.16,0,3,4.6,73.4,47,21,7.8,70,87.5,4,19,,,,,47.1,73.0,81.0,77.9,,,33.2,,0,1,71,23.8,90.0,7.1,5,1,0,2,1,0,0.0,431,6.7,66.7,6,7,7.7,2.75,0,0,0.0,42.9,3,1,25.0,10,12.5,1,2,,,,,71.9,61.5,72.6,60.0,,,62.0,,0,0,11,0.0,52.1,0.0,0,2,0,1,0,0,0.0,24,3.4,0,90.9,11,13,-3.3,1.46,0,0,0.0,76.9,10,2,0.0,14,17.5,0,1,,,,,73.5,59.3,73.7,59.2,,,,,0,0,15,0.0,96.0,0.0,0,0,0,2,0,0,0.0,93,7.2,-3.3
John Wolford,46454,QB,LA,2,0.0,0,74,26,63.0,54,57,9.6,3.1,2,2,3.4,59.6,34,33,0.0,69,93.2,0,18,,,,,44.5,38.7,81.3,38.6,,,55.4,,0,3,71,21.2,61.0,10.1,7,5,0,1,1,4,5.6,346,6.1,63.3,30,31,10.2,2.85,1,2,6.3,61.3,19,19,0.0,38,51.4,0,9,,,,,28.4,39.6,80.2,39.0,,,56.7,,0,2,39,31.6,58.5,15.8,6,1,0,0,1,3,7.7,160,5.2,65.5,29,31,6.7,3.23,1,0,0.0,61.3,19,14,0.0,36,48.6,0,11,,,,,78.6,48.0,76.9,48.6,,,57.1,,0,1,37,7.1,70.6,2.8,1,4,0,1,0,1,2.7,230,7.4,0,80.0,5,5,-4.0,2.1,0,0,0.0,80.0,4,0,0.0,5,6.8,0,2,,,,,68.0,65.3,69.9,64.7,,,,,0,0,5,,103.3,0.0,0,0,0,0,0,0,0.0,44,8.8,2.26
Sam Ehlinger,60555,QB,IND,2,3.76,0,70,14,65.1,43,45,9.1,3.25,1,2,4.3,55.6,25,31,10.7,63,90.0,3,12,,,,,45.5,48.4,81.0,44.9,,,63.1,,0,1,68,35.5,62.8,17.5,11,7,0,1,0,3,4.4,256,5.7,69.4,36,38,8.7,2.95,1,1,2.5,60.5,23,22,8.0,52,74.3,2,11,,,,,39.4,45.0,80.6,40.4,,,66.3,,0,1,56,45.5,65.4,19.2,10,4,0,1,0,3,5.4,217,5.7,71.4,14,14,3.9,3.46,0,1,7.1,64.3,9,9,10.0,18,25.7,1,2,,,,,74.8,67.4,74.5,70.7,,,56.3,,0,0,19,11.1,81.5,5.6,1,3,0,0,0,0,0.0,87,6.2,0,100.0,7,7,-3.4,1.57,0,0,0.0,100.0,7,0,0.0,7,10.0,0,1,,,,,69.6,66.3,71.1,65.7,,,,,0,0,7,,95.2,0.0,0,0,0,0,0,0,0.0,48,6.9,0.5
