player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Marcus Maye,11794,S,NO,1,0,0,20,,,,,,,60.0,,,63.6,0,0,0,0,0,0,0,1,0
Justin Evans,11805,S,PHI,2,0,0,24,59.5,,,,,,85.5,,,66.2,0,0,0,6,13,5,4,0,1
Dalvin Tomlinson,11810,DI,CLV,2,0,0,8,60.0,,,,,,65.5,,,71.5,0,0,0,1,0,0,0,8,0
Ethan Pocic,11813,C,CLV,2,0,0,8,,,60.0,,,,60.6,,,63.9,0,0,7,0,0,0,0,0,0
Tanoh Kpassagnon,11814,ED,NO,2,0,0,20,58.7,,,,,,59.5,,,70.4,0,0,0,8,0,0,0,0,0
Chidobe Awuzie,11815,CB,CIN,2,0,0,7,60.0,,,,,,61.2,,,67.9,0,0,0,8,0,0,0,0,0
Dion Dawkins,11818,T,BUF,2,0,0,4,,,60.9,,,,61.3,,,66.2,0,0,10,0,0,0,0,0,0
Taylor Moton,11819,T,CAR,2,0,0,5,,,60.0,,,,60.8,,,66.8,0,0,5,0,0,0,0,0,0
Larry Ogunjobi,11820,DI,PIT,2,0,0,25,59.3,,,,,,59.7,,,64.5,0,0,0,7,0,0,0,0,0
Ahkello Witherspoon,11821,CB,LA,1,0,0,26,,,,,,,60.0,,,61.6,0,0,0,0,1,0,0,0,0
Dan Feeney,11826,G,CHI,2,0,0,6,,,60.0,,,,61.2,,,67.8,0,0,5,0,0,0,0,0,0
Duke Riley,11830,LB,MIA,2,0,0,17,60.0,,,,,,64.8,,,70.3,0,0,0,9,12,11,4,7,0
Alex Anzalone,11831,LB,DET,1,0,0,11,,,,,,,60.0,,,65.7,0,0,0,0,0,0,0,1,0
