,,Win,,Cover,,Total Points,,Implied,Implied Score,
Kansas,2021-11-20 16:00:00,900,180.00,21.0,18.18,64.5,17.39,9.6,21.8,42.8
TCU,2021-11-20 16:00:00,-1600,1.25,-21.0,18.18,64.5,19.05,90.4,42.8,21.8
Rice,2021-11-20 16:00:00,290,58.00,9.0,19.05,47.0,18.18,24.5,19.0,28.0
UTEP,2021-11-20 16:00:00,-380,5.26,-9.0,17.39,47.0,18.18,75.5,28.0,19.0
Louisiana-Lafayette,2021-11-20 16:00:00,170,34.00,4.5,17.39,53.5,18.18,35.7,24.5,29.0
Liberty,2021-11-20 16:00:00,-200,10.00,-4.5,19.05,53.5,18.18,64.3,29.0,24.5
Syracuse,2021-11-20 16:00:00,350,70.00,11.5,18.18,51.5,20.00,21.2,20.0,31.5
North Carolina State,2021-11-20 16:00:00,-475,4.21,-11.5,18.18,51.5,16.67,78.8,31.5,20.0
Temple,2021-11-20 16:00:00,950,190.00,21.5,19.05,51.0,18.18,9.1,14.8,36.3
Tulsa,2021-11-20 16:00:00,-1750,1.14,-21.5,17.39,51.0,18.18,90.9,36.3,14.8
UConn,2021-11-20 16:00:00,2500,500.00,30.5,18.18,56.5,18.18,3.7,13.0,43.5
Central Florida,2021-11-20 16:00:00,-8000,0.25,-30.5,18.18,56.5,18.18,96.3,43.5,13.0
Baylor,2021-11-20 17:30:00,100,20.00,1.0,18.18,50.0,18.18,47.8,24.5,25.5
Kansas State,2021-11-20 17:30:00,-120,16.67,-1.0,18.18,50.0,18.18,52.2,25.5,24.5
Auburn,2021-11-20 19:00:00,-305,6.56,-7.5,19.05,44.5,18.18,71.9,26.0,18.5
South Carolina,2021-11-20 19:00:00,240,48.00,7.5,17.39,44.5,18.18,28.1,18.5,26.0
North Texas,2021-11-20 19:00:00,-400,5.00,-10.0,18.18,58.0,19.05,76.2,34.0,24.0
Florida International,2021-11-20 19:00:00,300,60.00,10.0,18.18,58.0,17.39,23.8,24.0,34.0
California,2021-11-20 19:00:00,-125,16.00,-2.0,17.39,45.0,17.39,53.2,23.5,21.5
Stanford,2021-11-20 19:00:00,105,21.00,2.0,19.05,45.0,19.05,46.8,21.5,23.5
South Alabama,2021-11-20 19:30:00,1700,340.00,27.5,18.18,62.0,19.05,5.4,17.3,44.8
Tennessee,2021-11-20 19:30:00,-4000,0.50,-27.5,18.18,62.0,17.39,94.6,44.8,17.3
Vanderbilt,2021-11-20 19:30:00,2500,500.00,36.5,19.05,64.5,16.67,3.7,14.0,50.5
Mississippi,2021-11-20 19:30:00,-8000,0.25,-36.5,17.39,64.5,20.00,96.3,50.5,14.0
Oregon,2021-11-20 19:30:00,135,27.00,3.0,19.05,59.0,17.39,41.2,28.0,31.0
Utah,2021-11-20 19:30:00,-155,12.90,-3.0,17.39,59.0,19.05,58.8,31.0,28.0
Virginia Tech,2021-11-20 19:30:00,240,48.00,7.5,17.39,56.0,18.18,28.1,24.3,31.8
Miami,2021-11-20 19:30:00,-305,6.56,-7.5,19.05,56.0,18.18,71.9,31.8,24.3
Oklahoma State,2021-11-20 20:00:00,-410,4.88,-10.0,18.18,56.5,18.18,76.7,33.3,23.3
Texas Tech,2021-11-20 20:00:00,310,62.00,10.0,18.18,56.5,18.18,23.3,23.3,33.3
Wyoming,2021-11-20 20:00:00,180,36.00,6.0,17.39,52.5,18.18,34.2,23.3,29.3
Utah State,2021-11-20 20:00:00,-220,9.09,-6.0,19.05,52.5,18.18,65.8,29.3,23.3
Louisiana-Monroe,2021-11-20 21:00:00,2000,400.00,29.0,20.00,57.5,17.39,4.6,14.3,43.3
LSU,2021-11-20 21:00:00,-5000,0.40,-29.0,16.67,57.5,19.05,95.4,43.3,14.3
New Mexico,2021-11-20 21:00:00,1700,340.00,27.0,18.18,48.5,18.18,5.4,10.8,37.8
Boise State,2021-11-20 21:00:00,-4000,0.50,-27.0,18.18,48.5,18.18,94.6,37.8,10.8
Arizona State,2021-11-20 22:30:00,-150,13.33,-3.0,18.18,58.5,17.39,58.0,30.8,27.8
Oregon State,2021-11-20 22:30:00,130,26.00,3.0,18.18,58.5,19.05,42.0,27.8,30.8
Colorado State,2021-11-20 23:00:00,-135,14.81,-2.5,17.39,54.0,18.18,55.3,28.3,25.8
Hawaii,2021-11-20 23:00:00,115,23.00,2.5,19.05,54.0,18.18,44.7,25.8,28.3
