player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Tua Tagovailoa,60326,QB,MIA,9,3.82,0,330,17,75.1,245,262,10.6,2.48,6,21,7.6,64.9,170,73,7.6,285,86.4,14,117,,,,54.7,87.4,66.8,90.2,60.0,,29.0,2,7,301,19.2,100.4,4.9,14,8,1,8,15,9,3.0,2280,8.7,76.1,205,214,7.3,2.12,5,13,5.9,68.2,146,50,6.4,230,69.7,10,86,,,,46.0,76.0,63.9,80.4,60.0,,28.1,0,6,239,20.0,102.1,4.3,10,5,1,3,13,7,2.9,1776,8.3,85.7,84,93,11.0,2.74,2,8,8.0,72.0,67,23,6.9,100,30.3,5,46,,,,85.4,92.9,80.8,92.1,,,59.2,2,1,108,17.4,118.2,4.0,4,3,0,5,6,2,1.9,871,9.4,0,100.0,44,45,-3.8,1.2,1,0,0.0,95.6,43,0,2.3,45,13.6,1,15,,,,79.8,71.8,77.7,70.8,,,,0,0,46,,130.3,0.0,0,0,0,0,4,0,0.0,367,8.2,1.07
Justin Herbert,28237,QB,LAC,8,4.97,0,325,27,71.2,226,245,10.3,2.88,5,11,4.1,63.3,155,116,3.7,284,87.4,6,99,,,,56.6,74.1,86.9,71.1,58.4,,72.7,5,4,310,17.2,95.0,7.0,20,19,0,9,12,12,3.9,1805,7.4,73.8,191,207,9.6,2.66,6,10,4.5,65.7,136,90,3.5,238,73.2,5,78,,,,49.9,72.6,86.5,71.0,58.4,,63.8,3,4,258,20.0,91.0,7.6,18,11,0,7,7,12,4.7,1535,7.4,77.5,71,75,5.2,2.86,0,1,1.2,70.7,53,28,3.6,87,26.8,2,29,,,,84.4,72.5,80.3,67.8,,,77.0,2,0,93,7.1,115.0,2.3,2,9,0,2,6,0,0.0,492,6.6,0,97.2,36,37,-3.7,1.58,1,0,0.0,91.9,34,2,2.9,41,12.6,1,8,,,,79.2,67.6,77.3,68.1,,,58.3,0,0,41,0.0,100.7,0.0,0,1,0,0,1,0,0.0,222,6.0,-0.86
Trevor Lawrence,77632,QB,JAX,8,0.63,0,316,15,73.8,210,223,9.8,2.69,7,16,6.6,65.0,145,90,6.5,265,83.9,10,85,,,,53.9,85.7,66.5,82.0,,,78.6,2,4,284,21.1,94.3,7.2,19,23,0,4,9,11,3.9,1714,7.7,76.1,197,207,7.6,2.36,7,12,5.4,68.1,141,64,6.0,239,75.6,9,68,,,,49.6,83.7,65.2,81.0,60.0,,74.2,0,2,253,21.9,97.5,5.9,14,16,0,3,9,8,3.2,1399,6.8,81.0,58,64,7.1,2.87,3,4,5.8,68.8,44,29,6.4,77,24.4,3,28,,,,83.6,76.8,79.8,73.1,,,73.3,2,2,82,17.2,81.8,6.5,5,8,0,1,0,3,3.7,545,8.5,0,93.3,45,48,-3.4,1.39,3,0,0.0,83.3,40,3,4.8,51,16.1,2,11,,,,80.4,66.3,78.1,66.8,60.0,,58.3,0,0,51,0.0,86.6,0.0,0,1,0,0,0,0,0.0,230,4.8,1.76
Zach Wilson,82096,QB,NYJ,8,3.49,0,314,22,69.6,217,238,9.0,3.01,3,7,2.8,58.0,138,130,8.6,284,90.4,13,69,,,,44.6,58.4,86.6,55.3,,,71.7,5,5,298,23.1,74.7,10.6,30,16,3,10,5,7,2.3,1487,6.2,72.8,195,216,8.0,2.86,2,6,2.6,59.3,128,112,9.9,257,81.8,14,58,,,,29.2,55.7,86.4,52.6,,,70.0,5,5,270,23.2,69.9,10.1,26,15,3,11,3,8,3.0,1218,5.6,70.2,47,51,6.9,3.16,2,1,1.9,62.7,32,24,3.0,57,18.2,1,16,,,,81.5,70.4,78.6,68.4,,,66.4,0,0,60,20.8,98.7,8.8,5,1,0,2,2,0,0.0,382,7.5,0,96.0,25,29,-3.0,2.06,1,0,0.0,75.9,22,6,8.3,30,9.6,2,5,,,,26.5,63.8,76.4,63.4,,,,0,0,32,16.7,81.5,3.3,1,0,0,3,0,1,3.1,113,3.9,1.85
Jared Goff,10635,QB,DET,8,8.94,0,311,11,78.4,232,253,8.6,2.7,5,11,4.2,66.4,168,99,7.7,271,87.1,14,94,,,,70.5,89.2,87.1,86.1,60.0,,74.3,2,5,280,15.2,96.9,5.5,15,3,1,13,12,6,2.1,1939,7.7,78.7,202,221,7.0,2.45,5,10,4.4,66.1,146,74,8.2,234,75.2,13,77,,,,82.1,84.2,86.8,80.8,60.0,,76.7,2,5,243,14.9,86.5,4.7,11,2,1,11,7,5,2.1,1495,6.8,89.2,65,72,6.8,2.88,1,1,1.4,75.0,54,29,6.9,77,24.8,4,31,,,,47.2,86.3,79.7,84.9,,,58.3,0,0,79,13.8,127.0,5.2,4,1,0,6,5,1,1.3,678,9.4,0,100.0,35,40,-3.8,1.58,1,0,0.0,80.0,32,4,8.6,40,12.9,3,14,,,,79.3,66.8,77.3,66.1,,,,0,0,42,0.0,91.0,0.0,0,0,0,4,0,0,0.0,234,5.9,2.66
Baker Mayfield,46518,QB,TB,8,-9.61,0,310,30,71.1,232,253,9.8,3.01,6,8,2.9,62.5,158,105,4.2,286,92.3,7,88,,,,69.1,73.9,66.4,70.9,57.6,,73.9,5,4,309,12.4,92.4,4.5,13,20,0,10,12,8,2.6,1763,7.0,75.7,185,200,8.0,2.8,5,6,2.8,67.5,135,75,3.6,228,73.5,5,63,,,,62.6,73.3,86.3,70.3,,,70.8,4,1,243,17.3,97.9,5.7,13,15,0,6,9,7,2.9,1278,6.4,68.1,69,76,10.5,3.12,2,2,2.4,57.9,44,32,6.4,82,26.5,3,29,,,,84.2,70.1,0.0,68.7,57.6,,71.6,1,3,90,0.0,79.3,0.0,0,5,0,4,3,1,1.1,589,7.8,0,100.0,22,23,-3.6,1.38,1,0,0.0,91.3,21,2,4.5,24,7.7,1,4,,,,76.1,67.9,75.3,67.2,,,,0,0,24,0.0,85.5,0.0,0,0,0,0,0,0,0.0,104,4.5,1.36
Lamar Jackson,46416,QB,BLT,9,7.74,0,310,3,75.7,202,211,10.6,3.23,2,14,6.2,67.3,142,100,7.2,266,85.8,11,92,,,,28.6,90.6,87.2,89.1,,,77.1,2,3,287,20.0,102.0,7.5,20,35,1,4,9,8,2.8,1799,8.5,77.1,175,183,8.7,2.93,2,11,5.6,69.4,127,78,5.9,227,73.2,8,68,,,,29.7,85.9,86.9,82.2,,,76.7,2,3,245,23.1,95.2,7.9,18,25,1,3,7,7,2.9,1291,7.1,85.3,68,70,7.2,3.19,0,3,4.0,77.1,54,27,6.9,83,26.8,4,30,,,,26.6,86.2,80.1,84.6,,,66.7,0,0,89,11.1,115.4,3.6,3,10,0,2,2,2,2.2,663,9.5,0,97.6,41,42,-3.0,1.63,0,0,0.0,92.9,39,5,2.5,44,14.2,1,6,,,,27.6,59.1,77.7,58.9,,,,0,0,47,20.0,82.0,2.3,1,0,0,1,0,1,2.1,155,3.7,2.42
Matthew Stafford,4924,QB,LA,8,3.37,0,309,26,68.3,227,249,10.3,2.68,3,19,7.2,56.2,140,106,9.7,278,90.0,15,96,,,64.7,90.7,84.2,65.8,81.8,90.6,,64.7,2,7,296,17.0,78.9,6.5,18,11,3,14,7,6,2.0,1932,7.8,69.4,216,230,8.5,2.47,1,10,4.1,59.1,136,88,9.3,257,83.2,14,79,,,,90.5,72.8,64.7,70.8,,,69.1,1,7,272,19.3,78.3,6.6,17,9,3,9,8,6,2.2,1548,6.7,81.6,38,48,11.3,3.02,3,9,17.3,62.5,30,20,3.2,52,16.8,1,22,,,64.7,81.2,96.3,78.5,95.1,90.6,,52.3,1,0,56,10.0,99.5,3.8,2,2,0,6,0,0,0.0,522,10.9,0,96.3,27,29,-3.1,1.55,1,0,0.0,89.7,26,2,0.0,31,10.0,0,5,,,,77.7,64.6,76.4,64.1,,,,0,0,32,50.0,98.0,3.2,1,0,0,1,1,0,0.0,138,4.8,4.15
C.J. Stroud,129759,QB,HST,8,-3.83,0,309,13,72.7,227,253,10.4,2.95,5,11,4.0,59.3,150,99,9.1,280,90.6,15,108,,,,55.0,79.6,66.7,75.8,,,80.1,2,1,299,18.2,103.0,6.4,18,9,6,13,14,8,2.7,2105,8.3,76.5,196,218,8.0,2.68,5,7,3.0,62.8,137,72,8.7,236,76.4,13,85,,,,48.8,79.4,64.7,75.6,,,79.7,2,1,253,16.7,101.0,5.1,12,5,6,9,11,5,2.0,1657,7.6,69.6,56,61,12.9,3.34,0,4,6.1,59.0,36,29,7.7,73,23.6,3,28,,,,83.2,69.6,79.7,68.2,,,64.3,0,0,78,20.7,109.5,8.2,6,5,0,5,3,3,3.8,613,10.0,0,96.0,25,26,-3.4,1.76,0,0,0.0,88.5,23,2,4.2,29,9.4,1,5,,,,77.6,62.4,76.4,63.2,,,58.3,0,0,32,0.0,93.1,0.0,0,1,0,1,0,0,0.0,165,6.3,2.45
Dak Prescott,10769,QB,DAL,8,-7.38,0,305,9,74.8,234,241,9.2,2.79,2,15,5.9,68.0,164,97,6.3,278,91.1,11,101,,,,80.8,82.7,45.2,80.0,,,75.7,2,5,297,22.7,99.4,7.9,22,15,0,3,12,5,1.7,1886,7.8,77.8,189,194,7.8,2.59,1,11,5.4,72.2,140,69,4.8,223,73.1,7,84,,,,76.7,84.7,39.8,81.6,,,78.2,2,4,236,21.7,106.4,6.7,15,12,0,2,11,4,1.7,1577,8.1,75.0,68,71,9.0,2.94,1,4,5.3,64.8,46,30,9.8,82,26.9,5,23,,,,84.0,67.7,80.1,67.4,,,58.3,1,1,88,23.3,85.2,8.5,7,3,0,1,2,1,1.1,437,6.2,0,100.0,23,24,-3.1,1.57,0,0,0.0,91.7,22,2,4.3,27,8.9,1,6,,,,76.8,65.9,75.8,65.3,,,,1,0,27,0.0,102.8,0.0,0,0,0,0,1,0,0.0,128,5.3,-1.98
Jordan Love,40306,QB,GB,8,10.67,0,296,12,65.7,213,223,11.4,2.92,2,9,3.8,57.0,127,82,9.3,258,87.2,13,83,,,,69.8,69.5,42.0,66.4,,,75.7,2,8,273,20.7,79.3,6.6,17,16,1,5,11,8,2.9,1510,6.8,65.6,186,198,10.0,2.66,3,7,3.3,57.1,113,64,7.4,227,76.7,9,66,,,,90.4,71.1,38.9,68.4,,,74.0,2,5,239,21.9,75.4,6.2,14,13,1,6,7,5,2.1,1164,5.9,77.0,61,62,7.9,3.15,0,2,3.0,67.7,42,22,10.6,69,23.3,5,25,,,,27.9,57.2,79.5,55.4,,,68.5,0,3,75,13.6,102.7,4.3,3,3,0,1,5,3,4.0,557,9.0,0,85.3,34,37,-2.3,1.79,1,0,0.0,75.7,28,4,3.4,38,12.8,1,8,,,,79.2,56.6,77.3,56.5,,,,0,0,41,0.0,97.9,0.0,0,0,0,2,1,0,0.0,211,5.7,3.1
