"Player","Team","Opponent","DK Position","DK Salary","DK Projection","DK Value","DK Large Ownership","DK Small Ownership","DKSlateID","DK Floor","DK Ceiling"
"Commanders ","WAS","ATL","DST","3100","7.0","-0.2","0.8","0.4","30169815","1.2","13.9"
"Justin Fields","CHI","MIN","QB","7300","22.2","-0.3","7.0","6.5","30168844","11.6","34.5"
"Breece Hall","NYJ","PHI","RB","6000","14.6","-0.3","5.0","2.5","30168940","5.5","26.0"
"Christian McCaffrey","SF","CLE","RB","9500","21.5","-0.3","7.0","5.0","30168912","9.1","36.2"
"Tua Tagovailoa","MIA","CAR","QB","7600","23.0","-0.4","7.8","7.5","30168843","12.3","34.2"
"Seahawks ","SEA","CIN","DST","3000","6.6","-0.4","1.7","0.6","30169817","0.9","14.0"
"Zach Ertz","ARI","LA","TE","3600","9.7","-0.5","13.0","15.0","30169596","2.8","18.9"
"Kendrick Bourne","NE","LV","WR","4200","10.8","-0.6","10.5","12.3","30169238","2.7","21.3"
"Jaguars ","JAX","IND","DST","3400","7.2","-0.6","0.6","0.5","30169812","1.4","14.3"
"Calvin Ridley","JAX","IND","WR","6700","15.5","-0.7","9.0","10.0","30169186","4.9","29.2"
"Saints ","NO","HOU","DST","3300","6.9","-0.7","0.3","0.3","30169813","1.4","14.0"
"Rhamondre Stevenson","NE","LV","RB","5400","12.9","-0.8","5.0","2.0","30168952","4.8","23.4"
"Jonathan Mingo","CAR","MIA","WR","3500","9.0","-1.0","2.2","1.9","30169276","2.3","17.4"
"Dalton Schultz","HOU","NO","TE","3600","9.1","-1.0","7.0","5.0","30169594","1.9","18.4"
"Colts ","IND","JAX","DST","3200","6.4","-1.0","0.3","0.3","30169814","0.6","13.4"
"Nico Collins","HOU","NO","WR","5600","13.0","-1.1","9.3","9.0","30169212","3.6","25.5"
"Mike Evans","TB","DET","WR","7100","15.9","-1.1","5.5","3.0","30169178","4.9","30.1"
"Logan Thomas","WAS","ATL","TE","3500","8.8","-1.1","13.0","15.0","30169600","2.2","17.4"
"Panthers ","CAR","MIA","DST","2000","3.9","-1.1","0.7","0.8","30169827","-1.2","11.1"
"DeVante Parker","NE","LV","WR","3500","8.7","-1.2","7.0","6.0","30169272","1.8","18.0"
"Derek Carr","NO","HOU","QB","5300","15.2","-1.2","1.3","1.4","30168859","7.4","24.2"
"Chris Olave","NO","HOU","WR","6600","14.9","-1.2","5.3","3.1","30169188","4.9","28.0"
"Jalen Hurts","PHI","NYJ","QB","8200","24.1","-1.2","5.1","5.0","30168842","13.3","36.6"
"A.J. Brown","PHI","NYJ","WR","7800","17.3","-1.2","4.7","3.3","30169172","5.9","32.3"
"Jets ","NYJ","PHI","DST","2800","5.4","-1.2","0.3","0.3","30169820","-0.4","12.0"
"Cole Kmet","CHI","MIN","TE","4600","10.8","-1.3","4.5","4.0","30169582","2.8","21.4"
"Garrett Wilson","NYJ","PHI","WR","6000","13.5","-1.4","4.1","3.4","30169200","4.4","25.5"
"Curtis Samuel","WAS","ATL","WR","3700","9.0","-1.4","5.3","4.1","30169256","2.3","17.5"
"Rams ","LA","ARI","DST","3700","7.0","-1.4","0.3","0.3","30169809","1.2","13.9"
"Jonnu Smith","ATL","WAS","TE","3400","8.3","-1.5","7.5","7.2","30169602","1.8","17.0"
"P.J. Walker","CLE","SF","QB","4000","11.0","-1.5","0.2","0.5","30168906","4.7","18.3"
"Jamal Agnew","JAX","IND","WR","3000","7.5","-1.5","0.5","0.5","30169418","1.4","15.7"
"Brandon Powell","MIN","CHI","WR","3000","7.5","-1.5","4.0","4.0","30169518","1.6","15.4"
"Brian Robinson Jr.","WAS","ATL","RB","5700","12.8","-1.5","0.7","0.5","30168946","4.6","23.6"
"Kyle Pitts","ATL","WAS","TE","3500","8.4","-1.6","12.7","12.5","30169598","1.7","17.4"
"Sam LaPorta","DET","TB","TE","5600","12.4","-1.7","2.6","2.0","30169576","3.4","24.2"
"Brandon Aiyuk","SF","CLE","WR","6200","13.6","-1.7","3.1","1.7","30169196","3.8","26.6"
"Kenneth Walker III","SEA","CIN","RB","6700","14.6","-1.7","2.3","1.5","30168926","5.2","26.4"
"Bryce Young","CAR","MIA","QB","5100","14.1","-1.8","1.0","0.9","30168861","6.8","22.3"
"Amon-Ra St. Brown","DET","TB","WR","7700","16.4","-1.8","6.0","2.8","30169174","6.3","29.4"
"T.J. Hockenson","MIN","CHI","TE","6600","14.2","-1.8","6.5","5.5","30169574","4.8","26.2"
"Rashid Shaheed","NO","HOU","WR","3700","8.5","-1.8","1.5","0.7","30169260","1.6","17.9"
"Raiders ","LV","NE","DST","3900","7.0","-1.8","0.3","0.3","30169807","1.4","13.4"
"DJ Moore","CHI","MIN","WR","6500","13.9","-1.9","6.7","6.0","30169190","4.2","26.8"
"Tee Higgins","CIN","SEA","WR","6400","13.8","-1.9","2.1","0.5","30169192","4.2","26.2"
"C.J. Stroud","HOU","NO","QB","6000","16.7","-1.9","2.3","1.8","30168851","8.2","26.3"
"Durham Smythe","MIA","CAR","TE","2900","6.9","-1.9","2.8","2.0","30169618","1.0","15.1"
"Brock Purdy","SF","CLE","QB","5600","15.5","-1.9","1.8","1.6","30168855","7.1","24.7"
"Deebo Samuel","SF","CLE","WR","6100","13.2","-1.9","2.3","0.5","30169198","4.1","25.2"
"Tyler Boyd","CIN","SEA","WR","4600","10.2","-2.0","2.2","1.0","30169230","2.7","19.8"
"Jahan Dotson","WAS","ATL","WR","4700","10.3","-2.0","0.5","0.5","30169228","2.4","20.6"
"Desmond Ridder","ATL","WAS","QB","5000","13.4","-2.1","3.0","0.8","30168862","6.4","21.6"
"DJ Chark Jr.","CAR","MIA","WR","4000","8.8","-2.1","0.5","0.5","30169244","1.8","18.1"
"Mac Jones","NE","LV","QB","5000","13.3","-2.2","0.2","0.5","30168863","6.2","21.2"
"Mike Gesicki","NE","LV","TE","2600","6.0","-2.2","3.0","3.7","30169624","0.8","13.2"
"Terry McLaurin","WAS","ATL","WR","5500","11.7","-2.2","3.9","4.0","30169214","3.2","23.1"
"Rondale Moore","ARI","LA","WR","3500","7.6","-2.3","1.6","0.6","30169274","1.9","15.0"
"Dallas Goedert","PHI","NYJ","TE","4800","10.2","-2.3","4.0","4.0","30169580","2.6","20.3"
"Cade Otton","TB","DET","TE","3200","7.0","-2.3","1.2","0.6","30169606","1.3","14.7"
"Emari Demercado","ARI","LA","RB","4900","10.3","-2.4","1.5","1.5","30168964","3.1","19.6"
"Tyler Allgeier","ATL","WAS","RB","4600","9.7","-2.4","0.7","0.2","30168980","2.6","19.5"
"Irv Smith Jr.","CIN","SEA","TE","3000","6.6","-2.4","1.1","0.9","30169614","1.0","14.3"
"Jaylen Waddle","MIA","CAR","WR","7600","15.6","-2.4","5.0","4.0","30169176","4.4","30.3"
"Zach Wilson","NYJ","PHI","QB","4900","12.8","-2.4","0.9","0.9","30168867","6.0","21.0"
"Jaxon Smith-Njigba","SEA","CIN","WR","3600","7.7","-2.4","0.5","0.5","30169270","1.6","15.8"
"Allen Lazard","NYJ","PHI","WR","3700","7.9","-2.5","0.7","0.6","30169258","1.3","16.9"
"Tutu Atwell","LA","ARI","WR","5100","10.5","-2.6","0.5","0.5","30169220","2.3","21.4"
"Kirk Cousins","MIN","CHI","QB","7100","19.3","-2.6","1.6","1.5","30168845","10.0","29.4"
"Hunter Henry","NE","LV","TE","4400","9.1","-2.6","0.7","0.5","30169586","2.0","18.4"
"Tyler Conklin","NYJ","PHI","TE","3300","6.9","-2.6","2.3","2.6","30169604","1.4","14.4"
"Michael Wilson","ARI","LA","WR","3800","7.8","-2.7","0.7","0.5","30169252","1.1","16.9"
"Tyler Higbee","LA","ARI","TE","4000","8.2","-2.7","2.7","1.6","30169588","1.7","17.0"
"Drake London","ATL","WAS","WR","4800","9.7","-2.8","3.8","3.5","30169226","2.2","19.8"
"Kylen Granson","IND","JAX","TE","2900","6.0","-2.8","0.8","0.3","30169616","0.8","13.1"
"Braxton Berrios","MIA","CAR","WR","3400","6.8","-2.9","0.3","0.3","30169280","0.9","14.9"
"Elijah Moore","CLE","SF","WR","4300","8.5","-3.0","0.5","0.5","30169236","1.9","16.8"
"Alec Pierce","IND","JAX","WR","3300","6.6","-3.0","0.3","0.3","30169288","0.8","14.4"
"Chris Godwin","TB","DET","WR","6900","13.7","-3.0","1.9","0.6","30169182","4.7","25.1"
"Laviska Shenault Jr.","CAR","MIA","WR","3000","5.9","-3.1","0.3","0.3","30169392","1.0","12.9"
"Jerome Ford","CLE","SF","RB","5200","10.2","-3.1","0.5","0.5","30168956","3.6","18.6"
"Noah Brown","HOU","NO","WR","3000","5.9","-3.1","0.3","0.3","30169454","0.6","13.3"
"DK Metcalf","SEA","CIN","WR","6800","13.3","-3.1","1.3","1.2","30169184","3.7","25.8"
"DeVonta Smith","PHI","NYJ","WR","7000","13.6","-3.2","2.0","1.5","30169180","4.4","26.0"
"Hayden Hurst","CAR","MIA","TE","3100","5.9","-3.3","0.3","0.3","30169608","0.9","12.6"
"Darnell Mooney","CHI","MIN","WR","3700","7.0","-3.3","0.5","0.5","30169254","1.0","15.3"
"Jared Goff","DET","TB","QB","6400","16.4","-3.4","0.5","0.5","30168848","8.2","25.8"
"George Kittle","SF","CLE","TE","5000","9.5","-3.4","0.5","0.5","30169578","1.7","20.2"
"Ezekiel Elliott","NE","LV","RB","4700","8.8","-3.5","0.5","0.1","30168970","2.6","17.0"
"Foster Moreau","NO","HOU","TE","2700","4.9","-3.5","0.0","0.1","30169622","0.3","11.5"
"Josh Reynolds","DET","TB","WR","4500","8.4","-3.6","0.5","0.5","30169232","1.4","17.8"
"Drew Ogletree","IND","JAX","TE","2600","4.5","-3.6","0.1","0.1","30169626","0.1","11.1"
"Zack Moss","IND","JAX","RB","6200","11.6","-3.7","0.5","0.5","30168936","3.8","21.7"
"Michael Mayer","LV","NE","TE","2500","4.1","-3.9","0.0","0.0","30169668","0.0","10.1"
"Noah Fant","SEA","CIN","TE","3000","4.9","-4.0","0.0","0.1","30169612","0.4","11.4"
"John Metchie III","HOU","NO","WR","3100","5.0","-4.1","1.3","0.8","30169294","0.3","11.8"
"Colby Parkinson","SEA","CIN","TE","2500","3.9","-4.1","0.0","0.0","30169754","0.0","9.8"
"Jameson Williams","DET","TB","WR","3600","5.8","-4.4","0.3","0.3","30169264","0.5","13.5"
"Trey McBride","ARI","LA","TE","2500","3.4","-4.6","0.1","0.0","30169646","0.0","8.8"
"Josh Oliver","MIN","CHI","TE","2500","3.4","-4.6","0.0","0.0","30169770","0.0","9.1"
"Amari Cooper","CLE","SF","WR","5800","9.8","-4.7","0.5","0.5","30169204","2.4","19.4"
"Salvon Ahmed","MIA","CAR","RB","4500","7.2","-4.7","0.5","0.5","30168986","1.5","14.9"
"Cedrick Wilson Jr.","MIA","CAR","WR","3000","4.3","-4.7","0.0","0.0","30169402","0.0","11.2"
"Taysom Hill","NO","HOU","TE","3800","5.8","-4.7","0.3","0.3","30169590","0.6","13.7"
"Deven Thompkins","TB","DET","WR","3400","5.1","-4.7","0.3","0.3","30169278","0.4","11.8"
"Tyler Scott","CHI","MIN","WR","3000","4.2","-4.8","0.0","0.0","30169534","0.0","10.4"
"David Njoku","CLE","SF","TE","3700","5.5","-4.9","0.3","0.3","30169592","0.7","11.9"
"Cam Akers","MIN","CHI","RB","4800","7.6","-4.9","0.5","0.2","30168966","1.8","15.6"
"Zach Charbonnet","SEA","CIN","RB","4200","6.2","-5.1","0.3","0.1","30169018","1.2","13.1"
"Antonio Gibson","WAS","ATL","RB","4500","6.8","-5.1","0.3","0.1","30168990","1.5","13.8"
"Robert Tonyan","CHI","MIN","TE","2500","2.7","-5.3","0.0","0.0","30169778","0.0","7.8"
"Olamide Zaccheaus","PHI","NYJ","WR","3000","3.6","-5.4","0.0","0.0","30169302","0.0","9.2"
"Will Dissly","SEA","CIN","TE","2800","3.1","-5.4","0.0","0.0","30169620","0.0","8.3"
"Austin Hooper","LV","NE","TE","2500","2.4","-5.6","0.0","0.0","30169670","0.0","6.7"
"Kalif Raymond","DET","TB","WR","3800","4.8","-5.7","0.0","0.0","30169250","0.3","11.3"
"Jimmy Graham","NO","HOU","TE","2500","2.3","-5.7","0.0","0.0","30169720","0.0","6.9"
"Devin Singletary","HOU","NO","RB","4300","5.7","-5.8","0.3","0.0","30169010","1.0","12.4"
"Kenneth Gainwell","PHI","NYJ","RB","4600","6.4","-5.8","0.3","0.1","30168978","1.3","13.5"
"Keaontay Ingram","ARI","LA","RB","4500","6.0","-5.9","0.3","0.3","30168982","1.2","12.9"
"Donovan Peoples-Jones","CLE","SF","WR","3600","4.3","-5.9","0.0","0.0","30169268","0.0","10.2"
"C.J. Uzomah","NYJ","PHI","TE","2500","2.1","-5.9","0.0","0.0","30169640","0.0","6.3"
"Dyami Brown","WAS","ATL","WR","3000","3.1","-5.9","0.0","0.0","30169544","0.0","8.5"
"Jonathan Taylor","IND","JAX","RB","6600","10.0","-6.1","0.5","1.0","30168928","2.9","19.3"
"Mo Alie-Cox","IND","JAX","TE","2500","1.9","-6.1","0.0","0.0","30169630","0.0","6.0"
"Ty Montgomery II","NE","LV","WR","3000","2.8","-6.1","0.0","0.0","30169344","0.0","7.6"
"Randall Cobb","NYJ","PHI","WR","3000","2.9","-6.1","0.0","0.0","30169312","0.0","7.8"
"Trey Palmer","TB","DET","WR","3900","4.6","-6.1","0.0","0.0","30169246","0.1","11.3"
"Mack Hollins","ATL","WAS","WR","3300","3.2","-6.3","0.0","0.0","30169284","0.0","8.8"
"Jeremy Ruckert","NYJ","PHI","TE","2500","1.7","-6.3","0.0","0.0","30169638","0.0","5.2"
"John Bates","WAS","ATL","TE","2500","1.7","-6.3","0.0","0.0","30169786","0.0","5.2"
"Harrison Bryant","CLE","SF","TE","2500","1.5","-6.5","0.0","0.0","30169748","0.0","4.5"
"Tyquan Thornton","NE","LV","WR","3000","2.5","-6.5","0.0","0.0","30169352","0.0","7.3"
"Kayshon Boutte","NE","LV","WR","3000","2.5","-6.5","0.0","0.0","30169348","0.0","7.1"
"Jauan Jennings","SF","CLE","WR","3600","3.6","-6.5","0.0","0.0","30169266","0.0","9.4"
"Brock Wright","DET","TB","TE","2500","1.3","-6.7","0.0","0.0","30169686","0.0","4.5"
"Teagan Quitoriano","HOU","NO","TE","2500","1.3","-6.7","0.0","0.0","30169728","0.0","4.6"
"Hunter Renfrow","LV","NE","WR","3600","3.4","-6.7","0.0","0.0","30169262","0.0","8.9"
"Ke'Shawn Vaughn","TB","DET","RB","4200","4.7","-6.7","0.0","0.0","30169016","0.7","10.7"
"Cole Turner","WAS","ATL","TE","2500","1.3","-6.7","0.0","0.0","30169788","0.0","4.4"
"Tommy Tremble","CAR","MIA","TE","2600","1.4","-6.8","0.0","0.0","30169628","0.0","4.5"
"Trenton Irwin","CIN","SEA","WR","3300","2.7","-6.8","0.0","0.0","30169286","0.0","7.8"
"Luke Farrell","JAX","IND","TE","2500","1.2","-6.8","0.0","0.0","30169708","0.0","4.2"
"Zach Pascal","ARI","LA","WR","3000","2.1","-6.9","0.0","0.0","30169324","0.0","6.1"
"Geoff Swaim","ARI","LA","TE","2500","1.1","-6.9","0.0","0.0","30169648","0.0","4.0"
"KhaDarel Hodge","ATL","WAS","WR","3000","2.0","-7.0","0.0","0.0","30169558","0.0","6.1"
"Raheem Blackshear","CAR","MIA","RB","4000","3.9","-7.0","0.0","0.0","30169072","0.4","9.1"
"Mitchell Wilcox","CIN","SEA","TE","2500","1.0","-7.0","0.0","0.0","30169762","0.0","3.6"
"Jordan Akins","CLE","SF","TE","2500","1.0","-7.0","0.0","0.0","30169746","0.0","3.5"
"Brycen Hopkins","LA","ARI","TE","2500","1.0","-7.0","0.0","0.0","30169654","0.0","3.9"
"N'Keal Harry","MIN","CHI","WR","3000","2.0","-7.0","0.0","0.0","30169520","0.0","6.3"
"Jake Bobo","SEA","CIN","WR","3000","1.9","-7.0","0.0","0.0","30169492","0.0","6.0"
"Brenton Strange","JAX","IND","TE","2500","0.9","-7.1","0.0","0.0","30169710","0.0","3.5"
"Ko Kieft","TB","DET","TE","2500","0.8","-7.1","0.0","0.0","30169678","0.0","3.3"
"MyCole Pruitt","ATL","WAS","TE","2500","0.7","-7.2","0.0","0.0","30169798","0.0","2.8"
"Kareem Hunt","CLE","SF","RB","4700","5.2","-7.2","0.3","0.1","30168974","1.1","11.1"
"Tim Jones","JAX","IND","WR","3000","1.8","-7.2","0.0","0.0","30169420","0.0","5.6"
"Byron Pringle","WAS","ATL","WR","3000","1.8","-7.2","0.0","0.0","30169546","0.0","5.7"
"Xavier Hutchinson","HOU","NO","WR","3000","1.7","-7.3","0.0","0.0","30169452","0.0","5.5"
"Tre Tucker","LV","NE","WR","3000","1.6","-7.3","0.0","0.0","30169360","0.0","5.3"
"Stephen Sullivan","CAR","MIA","TE","2500","0.5","-7.4","0.0","0.0","30169698","0.0","2.1"
"Drew Sample","CIN","SEA","TE","2500","0.6","-7.4","0.0","0.0","30169760","0.0","2.4"
"Brevin Jordan","HOU","NO","TE","2500","0.6","-7.4","0.0","0.0","30169730","0.0","2.3"
"DeAndre Carter","LV","NE","WR","3000","1.6","-7.4","0.0","0.0","30169362","0.0","5.0"
"Ronnie Rivers","LA","ARI","RB","4300","4.1","-7.4","0.0","0.0","30169002","0.4","10.1"
"Pharaoh Brown","NE","LV","TE","2500","0.5","-7.4","0.0","0.0","30169664","0.0","2.0"
"Michael Carter","NYJ","PHI","RB","4000","3.6","-7.4","0.0","0.0","30169030","0.3","8.2"
"Jack Stoll","PHI","NYJ","TE","2500","0.6","-7.4","0.0","0.0","30169632","0.0","2.4"
"Marcedes Lewis","CHI","MIN","TE","2500","0.3","-7.7","0.0","0.0","30169780","0.0","1.0"
"Marquise Goodwin","CLE","SF","WR","3000","1.3","-7.7","0.0","0.0","30169482","0.0","4.3"
"Julian Hill","MIA","CAR","TE","2500","0.3","-7.7","0.0","0.0","30169700","0.0","1.2"
"Johnny Mundt","MIN","CHI","TE","2500","0.3","-7.7","0.0","0.0","30169772","0.0","1.3"
"David Wells","TB","DET","TE","2500","0.3","-7.7","0.0","0.0","30169680","0.0","1.0"
"Ameer Abdullah","LV","NE","RB","4000","3.2","-7.8","0.0","0.0","30169050","0.0","7.9"
"Grant Calcaterra","PHI","NYJ","TE","2500","0.1","-7.8","0.0","0.0","30169634","0.0","0.5"
"Ross Dwelley","SF","CLE","TE","2500","0.1","-7.8","0.0","0.0","30169738","0.0","0.5"
"Isaiah McKenzie","IND","JAX","WR","3000","1.0","-7.9","0.0","0.0","30169432","0.0","3.7"
"Robbie Chosen","MIA","CAR","WR","3000","1.0","-7.9","0.0","0.0","30169404","0.0","4.0"
"Kendre Miller","NO","HOU","RB","4500","4.0","-7.9","0.0","0.0","30168988","0.5","9.6"
"Xavier Gipson","NYJ","PHI","WR","3000","1.1","-7.9","0.0","0.0","30169314","0.0","3.8"
"Charlie Woerner","SF","CLE","TE","2500","0.1","-7.9","0.0","0.0","30169736","0.0","0.4"
"Craig Reynolds","DET","TB","RB","4300","3.5","-8.0","0.0","0.0","30169004","0.3","8.8"
"Scotty Miller","ATL","WAS","WR","3000","0.8","-8.1","0.0","0.0","30169560","0.0","3.2"
"David Bell","CLE","SF","WR","3000","0.9","-8.1","0.0","0.0","30169480","0.0","3.2"
"Keith Kirkwood","NO","HOU","WR","3000","0.8","-8.2","0.0","0.0","30169444","0.0","3.0"
"Rakim Jarrett","TB","DET","WR","3000","0.7","-8.2","0.0","0.0","30169370","0.0","2.8"
"Velus Jones Jr.","CHI","MIN","WR","3000","0.6","-8.3","0.0","0.0","30169536","0.0","2.4"
"Andrei Iosivas","CIN","SEA","WR","3000","0.6","-8.3","0.0","0.0","30169506","0.0","2.4"
"Ray-Ray McCloud III","SF","CLE","WR","3000","0.6","-8.3","0.0","0.0","30169466","0.0","2.4"
"Marvin Jones Jr.","DET","TB","WR","3000","0.5","-8.4","0.0","0.0","30169380","0.0","2.2"
"Jamison Crowder","WAS","ATL","WR","3000","0.5","-8.4","0.0","0.0","30169548","0.0","2.1"
"Van Jefferson","ATL","WAS","WR","3200","0.9","-8.5","0.0","0.0","30169290","0.0","3.5"
"Jalen Reagor","NE","LV","WR","3000","0.5","-8.5","0.0","0.0","30169356","0.0","2.1"
"Britain Covey","PHI","NYJ","WR","3000","0.5","-8.5","0.0","0.0","30169304","0.0","1.9"
"Terrace Marshall Jr.","CAR","MIA","WR","3100","0.5","-8.6","0.0","0.0","30169296","0.0","2.0"
"Chris Brooks","MIA","CAR","RB","4000","2.3","-8.6","0.0","0.0","30169078","0.0","6.8"
"Trent Taylor","CHI","MIN","WR","3000","0.2","-8.7","0.0","0.0","30169538","0.0","0.9"
"Amari Rodgers","IND","JAX","WR","3000","0.3","-8.7","0.0","0.0","30169434","0.0","1.1"
"Ben Skowronek","LA","ARI","WR","3000","0.3","-8.7","0.0","0.0","30169334","0.0","1.1"
"Lynn Bowden Jr.","NO","HOU","WR","3000","0.3","-8.7","0.0","0.0","30169446","0.0","1.0"
"Irvin Charles","NYJ","PHI","WR","3000","0.2","-8.7","0.0","0.0","30169316","0.0","0.9"
"Elijah Mitchell","SF","CLE","RB","4700","3.6","-8.7","0.0","0.0","30168972","0.3","9.0"
"Ronnie Bell","SF","CLE","WR","3100","0.5","-8.7","0.0","0.0","30169298","0.0","1.8"
"Cody Thompson","SEA","CIN","WR","3000","0.3","-8.7","0.0","0.0","30169502","0.0","1.1"
"Tank Bigsby","JAX","IND","RB","4100","2.2","-8.9","0.0","0.0","30169020","0.0","6.3"
"DeeJay Dallas","SEA","CIN","RB","4000","2.0","-9.0","0.0","0.0","30169122","0.0","5.6"
"Trayveon Williams","CIN","SEA","RB","4400","2.6","-9.2","0.0","0.0","30168996","0.0","6.9"
"Kyle Juszczyk","SF","CLE","RB","4000","1.7","-9.2","0.0","0.0","30169116","0.0","5.3"
"Alec Ingold","MIA","CAR","RB","4000","1.4","-9.5","0.0","0.0","30169080","0.0","4.6"
"Dalvin Cook","NYJ","PHI","RB","4800","2.7","-9.8","0.0","0.0","30168968","0.2","6.9"
