"propType","player","position","team","opponent","start","line","sideOneType","sideOneOdds","sideOneValue","sideOneCash","sideOneTickets","sideTwoType","sideTwoOdds","sideTwoValue","sideTwoCash","sideTwoTickets"
"recv_yd","M. Gaskin","RB","MIA","NYJ","2021-12-19T18:00:00Z","15","over","-110","0.029030406572088552","null","null","under","-115","-0.0867178752891134","null","null"
"rush_recv_yd","M. Gaskin","RB","MIA","NYJ","2021-12-19T18:00:00Z","73.5","over","-114","-0.02513300043482236","null","null","under","-114","-0.04027038590132248","null","null"
"rush_yd","M. Gaskin","RB","MIA","NYJ","2021-12-19T18:00:00Z","52.5","over","-117","-0.03298889300089336","null","null","under","-114","-0.03884244216007582","null","null"
"pass_att","T. Tagovailoa","QB","MIA","NYJ","2021-12-19T18:00:00Z","32.5","over","-120","-0.039856369632255584","null","null","under","-110","-0.029407931273427612","null","null"
"pass_comp","T. Tagovailoa","QB","MIA","NYJ","2021-12-19T18:00:00Z","23.5","over","-104","-0.006658823529411717","null","null","under","-127","-0.06265110132158586","null","null"
"pass_int","T. Tagovailoa","QB","MIA","NYJ","2021-12-19T18:00:00Z","0.5","over","133","-0.00788454935622318","null","null","under","-174","-0.05633649635036497","null","null"
"pass_td","T. Tagovailoa","QB","MIA","NYJ","2021-12-19T18:00:00Z","1.5","over","-150","-0.08120000000000005","null","null","under","116","0.018237037037037107","null","null"
"pass_yd","T. Tagovailoa","QB","MIA","NYJ","2021-12-19T18:00:00Z","250.5","over","-115","-0.03937957999395353","null","null","under","-115","-0.03046558261395338","null","null"
"rush_yd","T. Tagovailoa","QB","MIA","NYJ","2021-12-19T18:00:00Z","9.5","over","102","0.06547004678392893","null","null","under","-128","-0.12189170664109328","null","null"
"recv_rec","B. Berrios","WR","NYJ","MIA","2021-12-19T18:00:00Z","3.5","over","-113","-0.1510164319248825","null","null","under","-113","0.08998356807511743","null","null"
"recv_yd","B. Berrios","WR","NYJ","MIA","2021-12-19T18:00:00Z","32.5","over","-114","-0.09407389683800971","null","null","under","-116","0.02435100069938667","null","null"
"recv_rec","J. Crowder","WR","NYJ","MIA","2021-12-19T18:00:00Z","4.5","over","121","0.016011312217194595","null","null","under","-157","-0.07939494163424121","null","null"
"recv_yd","J. Crowder","WR","NYJ","MIA","2021-12-19T18:00:00Z","39.5","over","-109","-0.030203807184602582","null","null","under","-121","-0.03888811643789969","null","null"
"recv_yd","K. Cole","WR","NYJ","MIA","2021-12-19T18:00:00Z","30.5","over","-115","-0.052752948738621186","null","null","under","-115","-0.016989108950585585","null","null"
"recv_rec","R. Griffin","TE","NYJ","MIA","2021-12-19T18:00:00Z","2.5","over","151","-0.04534444482988054","null","null","under","-198","-0.017497928371140947","null","null"
"recv_yd","R. Griffin","TE","NYJ","MIA","2021-12-19T18:00:00Z","19.5","over","-113","-0.05817072558145803","null","null","under","-115","-0.007207933808473732","null","null"
"pass_att","Z. Wilson","QB","NYJ","MIA","2021-12-19T18:00:00Z","33.5","over","-122","-0.07260598054892364","null","null","under","-109","0.0015180315391837285","null","null"
"pass_comp","Z. Wilson","QB","NYJ","MIA","2021-12-19T18:00:00Z","19.5","over","-110","-0.03781160604761907","null","null","under","-119","-0.029390728989497572","null","null"
"pass_int","Z. Wilson","QB","NYJ","MIA","2021-12-19T18:00:00Z","1.5","over","156","0.05117499999999997","null","null","under","-204","-0.11285263157894732","null","null"
"pass_td","Z. Wilson","QB","NYJ","MIA","2021-12-19T18:00:00Z","0.5","over","-238","-0.20857159763313599","null","null","under","178","0.1447237410071942","null","null"
"pass_yd","Z. Wilson","QB","NYJ","MIA","2021-12-19T18:00:00Z","209.5","over","-108","-0.016592804069230693","null","null","under","-123","-0.05419913538206289","null","null"
"game_away_home_spread","ARZ@DET","","ARZ","DET","2021-12-19T18:00:00Z","12.5","away","-110","-0.022809523809523835","63","65","home","-110","-0.024809523809523837","37","35"
"game_away_home_win","ARZ@DET","","ARZ","DET","2021-12-19T18:00:00Z","","away","-752","-0.03286384976525836","85","69","home","518","-0.011488673139158606","15","31"
"game_point_total","ARZ@DET","","ARZ","DET","2021-12-19T18:00:00Z","47.5","over","-110","0.006190476190476191","56","59","under","-110","-0.05380952380952386","44","41"
"recv_rec","A. Green","WR","ARZ","DET","2021-12-19T18:00:00Z","3.5","over","-144","-0.14696393442622951","null","null","under","111","0.08286635071090048","null","null"
"recv_yd","A. Green","WR","ARZ","DET","2021-12-19T18:00:00Z","52.5","over","-118","-0.0623741656953441","null","null","under","-114","-0.011606312633352767","null","null"
"recv_rec","C. Kirk","WR","ARZ","DET","2021-12-19T18:00:00Z","4.5","over","116","-0.022224074074074063","null","null","under","-152","-0.04389365079365071","null","null"
"recv_yd","C. Kirk","WR","ARZ","DET","2021-12-19T18:00:00Z","54.5","over","-117","-0.0749602707683093","null","null","under","-114","0.003093255108545745","null","null"
"pass_att","K. Murray","QB","ARZ","DET","2021-12-19T18:00:00Z","33.5","over","-115","-0.0021377510874415195","null","null","under","-115","-0.06763673818483368","null","null"
"pass_comp","K. Murray","QB","ARZ","DET","2021-12-19T18:00:00Z","22.5","over","-107","0.03624009661835759","null","null","under","-124","-0.10672678571428579","null","null"
"pass_int","K. Murray","QB","ARZ","DET","2021-12-19T18:00:00Z","0.5","over","128","-0.012852631578947393","null","null","under","-166","-0.04979774436090223","null","null"
"pass_td","K. Murray","QB","ARZ","DET","2021-12-19T18:00:00Z","1.5","over","-186","-0.09818461538461543","null","null","under","145","0.039677551020408264","null","null"
"pass_yd","K. Murray","QB","ARZ","DET","2021-12-19T18:00:00Z","257.5","over","-117","-0.03817640152728119","null","null","under","-115","-0.035961044995348856","null","null"
"rush_att","K. Murray","QB","ARZ","DET","2021-12-19T18:00:00Z","6.5","over","-114","-0.153097182910364","null","null","under","-114","0.08770278851781499","null","null"
"rush_yd","K. Murray","QB","ARZ","DET","2021-12-19T18:00:00Z","30.5","over","-114","-0.052530379658080606","null","null","under","-114","-0.012860301577787947","null","null"
"recv_yd","R. Moore","WR","ARZ","DET","2021-12-19T18:00:00Z","34.5","over","-108","-0.0702619829400618","null","null","under","-118","0.009750738957838512","null","null"
"recv_rec","A. St. Brown","WR","DET","ARZ","2021-12-19T18:00:00Z","5.5","over","-113","-0.10526948356807508","null","null","under","-113","0.04423051643192488","null","null"
"recv_yd","A. St. Brown","WR","DET","ARZ","2021-12-19T18:00:00Z","50","over","-113","-0.10694012417392113","null","null","under","-113","0.04666353070253093","null","null"
"pass_att","J. Goff","QB","DET","ARZ","2021-12-19T18:00:00Z","34.5","over","-115","-0.19762325599172215","null","null","under","-115","0.1278767443406279","null","null"
"pass_comp","J. Goff","QB","DET","ARZ","2021-12-19T18:00:00Z","21.5","over","-113","-0.17820799267605641","null","null","under","-113","0.11718703172394374","null","null"
"pass_int","J. Goff","QB","DET","ARZ","2021-12-19T18:00:00Z","0.5","over","-120","-0.13715454545454542","null","null","under","-110","0.06789047619047617","null","null"
"pass_td","J. Goff","QB","DET","ARZ","2021-12-19T18:00:00Z","1.5","over","178","0.013151798561151118","null","null","under","-235","-0.07436268656716427","null","null"
"pass_yd","J. Goff","QB","DET","ARZ","2021-12-19T18:00:00Z","206.5","over","-107","-0.0596759919613527","null","null","under","-120","-0.0026005618036361033","null","null"
"game_away_home_spread","HST@JAX","","HST","JAX","2021-12-19T18:00:00Z","-5.5","away","-110","0.009190476190476193","12","51","home","-110","-0.05680952380952381","88","49"
"game_away_home_win","HST@JAX","","HST","JAX","2021-12-19T18:00:00Z","","away","194","0.005544217687074804","2","52","home","-238","-0.049733727810650774","98","48"
"game_point_total","HST@JAX","","HST","JAX","2021-12-19T18:00:00Z","40","over","-110","-0.030333333333333323","82","53","under","-110","-0.01533333333333331","18","47"
"recv_rec","B. Cooks","WR","HST","JAX","2021-12-19T18:00:00Z","4.5","over","-146","-0.062217886178861814","null","null","under","113","-0.0007427230046948563","null","null"
"recv_yd","B. Cooks","WR","HST","JAX","2021-12-19T18:00:00Z","58.5","over","-122","-0.020174575434531272","null","null","under","-109","-0.05093518560254434","null","null"
"recv_rec","C. Conley","WR","HST","JAX","2021-12-19T18:00:00Z","1.5","over","-136","-0.08812584696610176","null","null","under","104","0.02165147001960782","null","null"
"recv_yd","C. Conley","WR","HST","JAX","2021-12-19T18:00:00Z","15.5","over","-116","0.04592045621295093","null","null","under","-114","-0.11561617354148146","null","null"
"pass_att","D. Mills","QB","HST","JAX","2021-12-19T18:00:00Z","31.5","over","-120","-0.03376688704325237","null","null","under","-110","-0.03551144781938281","null","null"
"pass_comp","D. Mills","QB","HST","JAX","2021-12-19T18:00:00Z","20.5","over","-122","-0.021059459459459418","null","null","under","-108","-0.047734615384615375","null","null"
"pass_int","D. Mills","QB","HST","JAX","2021-12-19T18:00:00Z","0.5","over","-153","-0.13420355731225297","null","null","under","118","0.07073853211009162","null","null"
"pass_td","D. Mills","QB","HST","JAX","2021-12-19T18:00:00Z","1.5","over","171","0.06723321033210333","null","null","under","-228","-0.1313524390243902","null","null"
"pass_yd","D. Mills","QB","HST","JAX","2021-12-19T18:00:00Z","219.5","over","-109","0.032390517316315814","null","null","under","-119","-0.09725059461278529","null","null"
"rush_yd","D. Mills","QB","HST","JAX","2021-12-19T18:00:00Z","3.5","over","-113","0.22289810965887458","null","null","under","-115","-0.2882863579580151","null","null"
"recv_rec","N. Collins","WR","HST","JAX","2021-12-19T18:00:00Z","2.5","over","-139","-0.20173008606694565","null","null","under","106","0.13470966296116504","null","null"
"recv_yd","N. Collins","WR","HST","JAX","2021-12-19T18:00:00Z","30.5","over","-114","-0.06327346943584378","null","null","under","-114","-0.002124244843138001","null","null"
"recv_rec","J. O'Shaughnessy","TE","JAX","HST","2021-12-19T18:00:00Z","2.5","over","-154","-0.26043752539370085","null","null","under","117","0.19331535230414743","null","null"
"recv_yd","J. O'Shaughnessy","TE","JAX","HST","2021-12-19T18:00:00Z","27.5","over","-115","-0.1143738924179778","null","null","under","-115","0.04464997628067435","null","null"
"recv_rec","J. Robinson","RB","JAX","HST","2021-12-19T18:00:00Z","2.5","over","-140","-0.16097220845833332","null","null","under","107","0.09455328516908218","null","null"
"recv_yd","J. Robinson","RB","JAX","HST","2021-12-19T18:00:00Z","17.5","over","-112","-0.019292083422397632","null","null","under","-118","-0.05023664408739903","null","null"
"rush_att","J. Robinson","RB","JAX","HST","2021-12-19T18:00:00Z","18.5","over","-109","0.04256889952153109","null","null","under","-125","-0.11965555555555557","null","null"
"rush_recv_yd","J. Robinson","RB","JAX","HST","2021-12-19T18:00:00Z","102.5","over","-111","-0.013500876462821831","null","null","under","-116","-0.04959845209731478","null","null"
"rush_yd","J. Robinson","RB","JAX","HST","2021-12-19T18:00:00Z","80.5","over","-112","-0.020454505480250962","null","null","under","-116","-0.04489207619163105","null","null"
"recv_rec","L. Treadwell","WR","JAX","HST","2021-12-19T18:00:00Z","2.5","over","-171","-0.18841942332103329","null","null","under","131","0.12450936675324675","null","null"
"recv_yd","L. Treadwell","WR","JAX","HST","2021-12-19T18:00:00Z","34.5","over","-115","-0.03996731248026586","null","null","under","-116","-0.031926283547785705","null","null"
"recv_rec","L. Shenault Jr.","WR","JAX","HST","2021-12-19T18:00:00Z","3.5","over","-122","-0.07280450450450449","null","null","under","-107","0.006340096618357549","null","null"
"recv_yd","L. Shenault Jr.","WR","JAX","HST","2021-12-19T18:00:00Z","35.5","over","-115","-0.039598625237364904","null","null","under","-114","-0.02802458910949468","null","null"
"recv_rec","M. Jones Jr.","WR","JAX","HST","2021-12-19T18:00:00Z","3.5","over","-127","-0.09941541850220265","null","null","under","-104","0.030147058823529527","null","null"
"recv_yd","M. Jones Jr.","WR","JAX","HST","2021-12-19T18:00:00Z","44.5","over","-113","-0.023370393733154415","null","null","under","-115","-0.04203680748415728","null","null"
"pass_att","T. Lawrence","QB","JAX","HST","2021-12-19T18:00:00Z","29.5","over","-120","-0.04019090958332361","null","null","under","-110","-0.029052380522495258","null","null"
"pass_comp","T. Lawrence","QB","JAX","HST","2021-12-19T18:00:00Z","19.5","over","-106","0.025944342815533927","null","null","under","-125","-0.09604963677777778","null","null"
"pass_int","T. Lawrence","QB","JAX","HST","2021-12-19T18:00:00Z","0.5","over","-120","-0.09725454545454532","null","null","under","-110","0.027990476190476232","null","null"
"pass_td","T. Lawrence","QB","JAX","HST","2021-12-19T18:00:00Z","1.5","over","164","0.07464999999999994","null","null","under","-216","-0.13697594936708857","null","null"
"pass_yd","T. Lawrence","QB","JAX","HST","2021-12-19T18:00:00Z","210.5","over","-113","0.02215819625821569","null","null","under","-113","-0.08308395404178381","null","null"
"rush_yd","T. Lawrence","QB","JAX","HST","2021-12-19T18:00:00Z","13.5","over","-112","-0.016626160920396038","null","null","under","-117","-0.0508284564299768","null","null"
"game_away_home_spread","DAL@NYG","","DAL","NYG","2021-12-19T18:00:00Z","11.5","away","-110","-0.034809523809523846","81","62","home","-110","-0.012809523809523826","19","38"
"game_away_home_win","DAL@NYG","","DAL","NYG","2021-12-19T18:00:00Z","","away","-573","-0.022560178306092138","73","66","home","416","-0.022604651162790673","27","34"
"game_point_total","DAL@NYG","","DAL","NYG","2021-12-19T18:00:00Z","44.5","over","-110","-0.07280952380952382","88","62","under","-110","0.025190476190476208","12","38"
"recv_rec","A. Cooper","WR","DAL","NYG","2021-12-19T18:00:00Z","4.5","over","125","-0.021599999999999953","null","null","under","-160","-0.038223076923076915","null","null"
"recv_yd","A. Cooper","WR","DAL","NYG","2021-12-19T18:00:00Z","51.5","over","-114","-0.055195663677172935","null","null","under","-115","-0.01237181602809656","null","null"
"recv_rec","C. Lamb","WR","DAL","NYG","2021-12-19T18:00:00Z","5.5","over","-110","-0.06780952380952376","null","null","under","-120","-0.001454545454545375","null","null"
"recv_yd","C. Lamb","WR","DAL","NYG","2021-12-19T18:00:00Z","67.5","over","-112","-0.06735294137459436","null","null","under","-119","-0.004321308039732741","null","null"
"pass_att","D. Prescott","QB","DAL","NYG","2021-12-19T18:00:00Z","36.5","over","-128","-0.07325972390740065","null","null","under","-105","-0.00034627648289886626","null","null"
"pass_comp","D. Prescott","QB","DAL","NYG","2021-12-19T18:00:00Z","24.5","over","-133","-0.10758669527896997","null","null","under","100","0.03674999999999995","null","null"
"pass_int","D. Prescott","QB","DAL","NYG","2021-12-19T18:00:00Z","0.5","over","-102","-0.07465049504950494","null","null","under","-130","0.0044826086956520905","null","null"
"pass_td","D. Prescott","QB","DAL","NYG","2021-12-19T18:00:00Z","1.5","over","-187","-0.17566794425087118","null","null","under","144","0.11426393442622951","null","null"
"pass_yd","D. Prescott","QB","DAL","NYG","2021-12-19T18:00:00Z","275.5","over","-113","-0.06351624568295472","null","null","under","-113","0.0025409253831457645","null","null"
"recv_rec","D. Schultz","TE","DAL","NYG","2021-12-19T18:00:00Z","3.5","over","-120","-0.1473454545454545","null","null","under","-110","0.078095238095238","null","null"
"recv_yd","D. Schultz","TE","DAL","NYG","2021-12-19T18:00:00Z","35.5","over","-117","-0.08994146688281623","null","null","under","-113","0.020280380724579272","null","null"
"recv_yd","E. Elliott","RB","DAL","NYG","2021-12-19T18:00:00Z","20.5","over","-114","-0.07435092261887905","null","null","under","-117","0.0025379170751840263","null","null"
"rush_recv_yd","E. Elliott","RB","DAL","NYG","2021-12-19T18:00:00Z","78.5","over","-112","-0.02366412681135821","null","null","under","-115","-0.03958139632283747","null","null"
"rush_yd","E. Elliott","RB","DAL","NYG","2021-12-19T18:00:00Z","54.5","over","-116","0.000015080285404756033","null","null","under","-116","-0.07409852639306963","null","null"
"recv_rec","M. Gallup","WR","DAL","NYG","2021-12-19T18:00:00Z","4.5","over","110","-0.11689047619047616","null","null","under","-143","0.05222263374485592","null","null"
"recv_yd","M. Gallup","WR","DAL","NYG","2021-12-19T18:00:00Z","49.5","over","-117","-0.08733314870891024","null","null","under","-114","0.015430242431813124","null","null"
"recv_yd","E. Engram","TE","NYG","DAL","2021-12-19T18:00:00Z","26","over","-115","-0.06534188246779415","null","null","under","-110","0.007589786683968147","null","null"
"recv_yd","K. Golladay","WR","NYG","DAL","2021-12-19T18:00:00Z","38.5","over","-110","0.0005943043013912908","null","null","under","-115","-0.05926488471412095","null","null"
"pass_att","M. Glennon","QB","NYG","DAL","2021-12-19T18:00:00Z","34.5","over","-125","-0.05910043460644249","null","null","under","-108","-0.01567847005211709","null","null"
"pass_comp","M. Glennon","QB","NYG","DAL","2021-12-19T18:00:00Z","18.5","over","-133","-0.16320052875536484","null","null","under","102","0.09734862970297037","null","null"
"pass_int","M. Glennon","QB","NYG","DAL","2021-12-19T18:00:00Z","0.5","over","-204","-0.22138552631578945","null","null","under","156","0.15971406250000003","null","null"
"pass_td","M. Glennon","QB","NYG","DAL","2021-12-19T18:00:00Z","0.5","over","-207","-0.17036710097719876","null","null","under","158","0.10850310077519382","null","null"
"pass_yd","M. Glennon","QB","NYG","DAL","2021-12-19T18:00:00Z","198.5","over","-113","0.01238265197793409","null","null","under","-118","-0.08429186915321069","null","null"
"recv_rec","S. Barkley","RB","NYG","DAL","2021-12-19T18:00:00Z","3.5","over","-105","-0.13434390243902433","null","null","under","-128","0.06075263157894728","null","null"
"recv_yd","S. Barkley","RB","NYG","DAL","2021-12-19T18:00:00Z","23.5","over","-113","-0.06962585340621197","null","null","under","-118","-0.0021582477288195623","null","null"
"rush_att","S. Barkley","RB","NYG","DAL","2021-12-19T18:00:00Z","12.5","over","-110","0.04264291532857145","null","null","under","-120","-0.11190006664909091","null","null"
"rush_recv_yd","S. Barkley","RB","NYG","DAL","2021-12-19T18:00:00Z","81.5","over","-113","-0.03312401245812202","null","null","under","-113","-0.027947956461122025","null","null"
"rush_yd","S. Barkley","RB","NYG","DAL","2021-12-19T18:00:00Z","53.5","over","-115","-0.03317863749524286","null","null","under","-115","-0.03658973229694579","null","null"
"recv_yd","S. Shepard","WR","NYG","DAL","2021-12-19T18:00:00Z","45","over","-113","-0.10058897060535016","null","null","under","-113","0.04012281334804568","null","null"
"game_away_home_spread","TEN@PIT","","TEN","PIT","2021-12-19T18:00:00Z","-1","away","-110","-0.005761904761904746","63","58","home","-110","-0.04076190476190478","37","42"
"game_away_home_win","TEN@PIT","","TEN","PIT","2021-12-19T18:00:00Z","","away","-101","0.002019900497512439","14","44","home","-120","-0.04981818181818176","86","56"
"game_point_total","TEN@PIT","","TEN","PIT","2021-12-19T18:00:00Z","43.5","over","-110","-0.01780952380952383","46","63","under","-110","-0.02980952380952384","54","37"
"pass_att","B. Roethlisberger","QB","PIT","TEN","2021-12-19T18:00:00Z","35.5","over","-120","-0.02130918473823218","null","null","under","-110","-0.047961822847575164","null","null"
"pass_comp","B. Roethlisberger","QB","PIT","TEN","2021-12-19T18:00:00Z","23.5","over","-111","-0.013366350710900421","null","null","under","-119","-0.05607899543378991","null","null"
"pass_int","B. Roethlisberger","QB","PIT","TEN","2021-12-19T18:00:00Z","0.5","over","-104","-0.05365490196078432","null","null","under","-127","-0.01562731277533036","null","null"
"pass_td","B. Roethlisberger","QB","PIT","TEN","2021-12-19T18:00:00Z","1.5","over","-112","-0.07285471698113205","null","null","under","-118","0.0032614678899082206","null","null"
"pass_yd","B. Roethlisberger","QB","PIT","TEN","2021-12-19T18:00:00Z","258.5","over","-115","-0.06786509565648863","null","null","under","-115","-0.001952090733488232","null","null"
"recv_rec","C. Claypool","WR","PIT","TEN","2021-12-19T18:00:00Z","4.5","over","127","-0.027528634361233484","null","null","under","-161","-0.029858237547892852","null","null"
"recv_yd","C. Claypool","WR","PIT","TEN","2021-12-19T18:00:00Z","55.5","over","-114","-0.07000071724804202","null","null","under","-114","0.004592647075568057","null","null"
"recv_rec","D. Johnson","WR","PIT","TEN","2021-12-19T18:00:00Z","6.5","over","-127","0.02748458149779731","null","null","under","-102","-0.09190000000000004","null","null"
"recv_yd","D. Johnson","WR","PIT","TEN","2021-12-19T18:00:00Z","80.5","over","-115","-0.08458083272845351","null","null","under","-115","0.014826734069046332","null","null"
"recv_rec","N. Harris","RB","PIT","TEN","2021-12-19T18:00:00Z","3.5","over","-144","-0.14036393442622958","null","null","under","112","0.0785018867924529","null","null"
"recv_yd","N. Harris","RB","PIT","TEN","2021-12-19T18:00:00Z","24.5","over","-116","-0.05004964072964435","null","null","under","-111","-0.013052029093177597","null","null"
"rush_recv_yd","N. Harris","RB","PIT","TEN","2021-12-19T18:00:00Z","96.5","over","-118","-0.0330831066902908","null","null","under","-113","-0.038734866387328815","null","null"
"rush_yd","N. Harris","RB","PIT","TEN","2021-12-19T18:00:00Z","67.5","over","-117","-0.046541366375879245","null","null","under","-113","-0.023196462952695285","null","null"
"recv_yd","P. Freiermuth","TE","PIT","TEN","2021-12-19T18:00:00Z","30.5","over","-113","-0.07656547842600842","null","null","under","-113","0.015590990621389356","null","null"
"recv_yd","R. McCloud III","WR","PIT","TEN","2021-12-19T18:00:00Z","19.5","over","-113","-0.07913951022520965","null","null","under","-118","0.007418672018367767","null","null"
"rush_yd","D. Foreman","RB","TEN","PIT","2021-12-19T18:00:00Z","55.5","over","-113","-0.09069124906624176","null","null","under","-113","0.029693850107179176","null","null"
"recv_rec","G. Swaim","TE","TEN","PIT","2021-12-19T18:00:00Z","2.5","over","122","-0.12020420178198205","null","null","under","-158","0.057356798249612484","null","null"
"recv_yd","G. Swaim","TE","TEN","PIT","2021-12-19T18:00:00Z","20.5","over","-115","-0.09572590200772463","null","null","under","-112","0.03258677926160425","null","null"
"recv_rec","J. Jones","WR","TEN","PIT","2021-12-19T18:00:00Z","4.5","over","122","-0.09099549549549557","null","null","under","-157","0.029643968871595372","null","null"
"recv_yd","J. Jones","WR","TEN","PIT","2021-12-19T18:00:00Z","53.5","over","-114","-0.09310300838568092","null","null","under","-114","0.02769505256907634","null","null"
"recv_rec","N. Westbrook-Ikhine","WR","TEN","PIT","2021-12-19T18:00:00Z","3.5","over","144","-0.047095081967213126","null","null","under","-186","-0.013084615384615361","null","null"
