"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"14","Si Woo Kim",25241564,8800,73.5,57.86,5.3,79.1,25.03,55.4,3.5,58.9,-0.01,7.94,-0.183,318,0.239,20,0.425,35,0.212,89,0.693,58,-1.342,233,0.063,39,0.442,27,0.019,0.01,0.04,0.181,-0.043,-0.003,0.014,-0.013,-0.001,0.649,0.6885,0.2611,0.1377,0.0712,0.0139,1.58,-0.22,6.88,1.89,8.39,15,1,2022-11-13,"2022-11-13 Houston Open"
"15","Alex Noren",25241565,8700,81.93,61.33,4.6,81.38,26.46,56.4,3.9,60.3,0.16,7.41,0.386,22,0.247,18,0.165,90,0.086,140,0.883,45,0.625,192,-0.003,199,0.932,40,-0.028,0.011,0.006,-0.039,-0.056,0.001,-0.001,-0.032,-0.032,0.796,0.6904,0.2778,0.1481,0.0759,0.0152,1.75,0.01,6.29,0.95,4.28,10,1,2022-11-13,"2022-11-13 Houston Open"
"16","Andrew Putnam",25241566,8600,81.08,57.63,5.9,78.42,24.47,54.4,3.3,57.7,-0.02,6.55,0.447,13,0.279,10,0.155,95,-0.28,267,0.601,67,-15.134,403,0.058,48,0.885,33,-0.004,-0.035,-0.041,-0.204,0.002,-0.032,0.013,-0.038,-0.056,0.547,0.6678,0.2375,0.1205,0.0577,0.0103,1.2,-0.49,6.29,1.82,7.95,15,1,2022-11-13,"2022-11-13 Houston Open"
"17","Taylor Pendrith",25241567,8500,65.75,61.8,13.4,81.62,26.54,58.8,4.4,63.3,0.57,14.34,-0.075,226,-0.014,178,0.362,44,0.723,6,0.996,34,18.955,8,-0.002,195,0.665,31,0.004,0.084,0.02,0.223,-0.062,0.04,0,-0.003,0.036,0.97,0.7382,0.3356,0.1931,0.1052,0.023,2.71,1.06,13.96,0.43,2.46,15,1,2022-11-13,"2022-11-13 Houston Open"
"18","Davis Riley",25241568,8400,63.4,59.22,16.3,79.82,25.44,53.6,3,56.7,-0.01,12.56,0.039,159,-0.012,176,0.345,47,0.129,118,0.501,77,5.749,107,0.006,168,0.43,25,0.025,0.045,-0.003,0.004,0,0.012,0.001,-0.009,0.004,0.505,0.6564,0.2347,0.1196,0.0602,0.012,1.43,-0.19,14.06,0.32,1.35,15,1,2022-11-13,"2022-11-13 Houston Open"
"19","Adam Hadwin",25241569,8300,82.38,57.16,4.3,77.89,24.97,52.6,2.8,55.5,-0.04,4.82,0.259,46,0.155,60,0.203,80,-0.143,223,0.473,81,-3.551,272,0.037,83,0.573,35,-0.008,-0.001,0.012,-0.102,-0.04,-0.008,0.008,-0.024,-0.023,0.411,0.6429,0.2128,0.1076,0.0523,0.0099,1.19,-0.39,4.61,1.24,5.39,10,1,2022-11-13,"2022-11-13 Houston Open"
"20","Sebastian Munoz",25241570,8200,79.88,59.54,7.1,79.93,25.48,55.2,3.5,58.7,0.29,7.39,0.06,145,0.056,123,0.34,48,0.24,80,0.696,57,0.253,197,0.048,56,0.676,29,0.01,-0.018,-0.017,0.045,-0.043,0,0.011,-0.013,-0.002,0.651,0.6678,0.2506,0.1305,0.0658,0.0132,1.61,0.06,7.27,1.19,5.38,15,1,2022-11-13,"2022-11-13 Houston Open"
"21","Keith Mitchell",25241571,8100,56.5,61.07,7.7,81.11,26.03,58,4.1,62.1,0.69,12.83,0.139,92,-0.002,170,0.094,118,0.697,9,0.927,39,11.66,42,0.029,104,0.686,30,0.007,0.064,-0.019,0.19,-0.042,0.024,0.007,-0.007,0.024,0.909,0.7283,0.3215,0.1835,0.0993,0.0206,2.54,1.02,10.78,0.8,4.11,15,1,2022-11-13,"2022-11-13 Houston Open"
"22","Taylor Moore",25241572,8000,64.5,55.89,4.5,75.55,24.39,52.1,2.8,54.9,0.03,6.56,0.181,74,0.077,104,0.091,119,0.079,145,0.428,87,3.286,145,0.001,191,0.583,29,0.012,0.019,-0.052,-0.134,-0.039,0.007,0,-0.013,-0.006,0.383,0.6454,0.2101,0.1058,0.0508,0.0087,1.09,-0.39,5.74,0.34,1.33,5,1,2022-11-13,"2022-11-13 Houston Open"
"23","Wyndham Clark",25241573,7900,56.4,57.74,8.2,82.55,26.04,54.5,3.3,57.8,0.38,6.52,0.136,97,0.094,96,-0.015,157,0.391,41,0.606,66,18.062,11,-0.062,380,0.383,28,0.013,-0.041,-0.019,0.269,0.001,0.038,-0.014,-0.007,0.016,0.623,0.6835,0.2538,0.1319,0.0671,0.0127,1.61,0.17,7.19,-0.52,-2.26,5,1,2022-11-13,"2022-11-13 Houston Open"
"24","Patrick Rodgers",25241574,7800,77.42,58.69,12.1,79.51,25,55.2,3.5,58.7,0.53,6.62,0.135,98,0.046,130,0.144,100,0.43,34,0.756,52,10.699,46,-0.043,342,0.68,30,0.008,0.007,-0.028,0.09,-0.053,0.022,-0.01,-0.011,0.002,0.705,0.6923,0.2725,0.1429,0.0726,0.0142,1.82,0.44,8.81,-0.38,-1.49,10,1,2022-11-13,"2022-11-13 Houston Open"
"25","Harris English",25241575,7800,72,50.67,8,72.5,23,48.4,2.2,50.6,-0.13,7,0.417,17,0.29,7,-0.016,158,-0.595,364,0.097,131,-1.977,239,0.004,182,0.376,33,-0.002,-0.005,-0.067,-0.205,-0.04,-0.004,0.001,-0.031,-0.034,0.023,0.5781,0.152,0.0699,0.0321,0.0053,0.68,-0.7,7.4,1.02,4.24,10,1,2022-11-13,"2022-11-13 Houston Open"
"26","Mackenzie Hughes",25241576,7700,85.25,53.64,11.3,76.14,24.04,52.2,2.8,55,0.22,9.29,0.433,16,0.246,19,-0.038,168,-0.29,269,0.351,96,1.418,178,-0.035,319,0.451,31,0.003,-0.009,-0.014,-0.079,0.047,0.003,-0.008,-0.029,-0.034,0.365,0.635,0.2037,0.1004,0.0484,0.0084,1.09,-0.22,10.09,0.24,0.97,10,1,2022-11-13,"2022-11-13 Houston Open"
"27","Will Gordon",25241577,7700,74.95,55.13,15.6,76.08,24.53,52.9,3,55.8,0.3,9.82,-0.08,233,-0.13,299,0.152,97,0.461,31,0.403,89,15.553,20,-0.007,219,0.335,26,0.023,0.033,-0.064,0.076,-0.004,0.032,-0.002,0.007,0.038,0.437,0.6324,0.2062,0.1028,0.0488,0.0084,1.09,-0.22,12.13,-0.29,-1.42,10,1,2022-11-13,"2022-11-13 Houston Open"
"28","Alex Smalley",25241578,7600,64.2,56.74,9.4,78.5,24.5,53.7,3.1,56.8,0.45,7.64,0.057,146,-0.03,203,0.232,73,0.213,88,0.472,83,7.878,75,0.003,184,0.419,26,0.024,0.027,-0.008,0.01,0.007,0.016,0.001,-0.006,0.011,0.49,0.6587,0.2288,0.1161,0.0565,0.0111,1.46,0.24,8.34,0.18,0.93,10,1,2022-11-13,"2022-11-13 Houston Open"
"29","Lee Hodges",25241579,7600,66,57.38,11.5,78.57,25.02,54.6,3.3,57.9,0.56,7.63,0.007,182,-0.057,237,0.376,42,0.234,83,0.558,73,2.436,156,0.007,164,0.57,27,0.019,0.025,-0.04,-0.015,-0.007,0.005,0.002,-0.007,-0.001,0.551,0.6689,0.2421,0.1259,0.0633,0.0119,1.57,0.35,9.18,0.12,0.72,10,1,2022-11-13,"2022-11-13 Houston Open"
"30","Dean Burmester",25241580,7600,77.88,59.33,16.7,79.66,26.05,56.6,3.9,60.5,0.82,16.88,0.026,173,0.199,40,0.125,107,0.495,29,0.845,47,17.295,15,-0.036,323,0.686,33,-0.003,0.021,-0.007,0.148,-0.04,0.036,-0.008,-0.011,0.017,0.822,0.7151,0.3012,0.1669,0.0897,0.0182,2.39,1.17,16.81,0.3,1.94,20,1,2022-11-13,"2022-11-13 Houston Open"
"31","Aaron Rai",25241581,7500,70.12,55.13,6.2,76.89,24.46,51.3,2.7,54,0.24,4.02,0.057,147,-0.009,172,0.18,84,0.115,126,0.343,97,-3.663,275,0.103,6,0.305,27,0.018,-0.015,0.012,0.022,0.003,-0.008,0.023,-0.006,0.009,0.356,0.6403,0.1984,0.096,0.0452,0.0072,0.96,-0.17,4.89,1.78,7.93,15,1,2022-11-13,"2022-11-13 Houston Open"
"32","Adam Schenk",25241582,7500,71.1,51.7,4.8,74.19,23.06,51.2,2.6,53.8,0.21,4.75,-0.012,194,-0.169,341,0.299,58,0.131,117,0.249,111,6.466,95,-0.011,235,0.261,30,0.007,-0.019,-0.023,0.023,-0.022,0.013,-0.003,0.001,0.012,0.239,0.5885,0.1736,0.0845,0.0402,0.0072,0.96,-0.17,4.77,-0.54,-2.52,0,1,2022-11-13,"2022-11-13 Houston Open"
"33","Sepp Straka",25241584,7400,70.7,53.74,15.1,77.77,24.53,51.7,2.7,54.4,0.34,11.74,0.23,55,-0.075,251,0.019,147,0.12,122,0.294,103,3.689,133,0.029,105,0.267,29,0.011,0.048,-0.003,-0.03,0.034,0.008,0.007,-0.007,0.007,0.336,0.6324,0.202,0.1005,0.0484,0.0081,1.09,0.05,13.08,0.37,1.69,15,1,2022-11-13,"2022-11-13 Houston Open"
"34","Adam Long",25241585,7400,54.2,52.09,7.5,73.97,23.49,49.3,2.3,51.6,0.05,5.66,0.257,47,-0.017,188,-0.043,170,-0.14,221,0.056,137,-6.713,324,0.039,76,0.229,35,-0.009,-0.027,-0.012,-0.125,0.072,-0.014,0.009,-0.01,-0.015,0.113,0.569,0.1524,0.0699,0.0312,0.0046,0.62,-0.42,6.4,0.45,1.82,10,1,2022-11-13,"2022-11-13 Houston Open"
"35","Justin Lower",25241587,7400,89.39,52.03,9.8,74.53,23.01,50.1,2.4,52.5,0.15,5.73,0.243,49,-0.019,190,0.043,139,0.002,164,0.269,107,-6.223,321,0.005,174,0.468,33,-0.003,0.01,-0.063,-0.142,-0.04,-0.013,0.001,-0.012,-0.024,0.205,0.5833,0.1642,0.0762,0.0349,0.005,0.68,-0.36,7.36,-0.12,-0.72,5,1,2022-11-13,"2022-11-13 Houston Open"
"36","Luke List",25241588,7300,53.38,53.33,5.9,75.16,24.05,52.3,2.8,55.1,0.46,6.06,-0.667,427,-0.04,218,0.416,37,0.621,15,0.329,98,14.569,23,-0.028,287,0.044,37,-0.018,-0.01,-0.008,0.322,0.009,0.03,-0.006,0.023,0.047,0.385,0.6198,0.1969,0.0958,0.0449,0.0071,0.97,0.01,6,-0.64,-2.88,5,1,2022-11-13,"2022-11-13 Houston Open"
"37","Brandon Wu",25241589,7300,65.57,52.01,6.4,74.44,22.98,49.1,2.2,51.3,0.08,3.07,0.016,178,-0.05,232,-0.116,195,0.292,65,0.142,123,-2.085,240,0.017,138,0.118,25,0.025,0.012,-0.005,-0.009,-0.04,-0.005,0.004,0.005,0.004,0.106,0.5885,0.1616,0.0747,0.0338,0.0046,0.63,-0.33,4.4,-0.18,-0.98,5,1,2022-11-13,"2022-11-13 Houston Open"
"38","Robby Shelton",25241591,7300,72.8,50.56,3.7,74.07,23.02,49,2.3,51.2,0.08,4.48,0.033,165,0.174,51,0.057,133,-0.117,215,0.147,119,-3.274,263,0.013,148,0.187,27,0.02,0,-0.036,-0.024,-0.029,-0.007,0.003,-0.01,-0.015,0.104,0.5633,0.1464,0.0644,0.0288,0.0041,0.56,-0.4,4.17,0.57,2.36,5,1,2022-11-13,"2022-11-13 Houston Open"
"39","Brendan Steele",25241592,7200,46.38,56.61,6.3,79.33,24.53,54,3.2,57.2,0.72,8.22,-0.444,414,-0.118,286,0.458,31,0.598,16,0.494,79,7.052,86,0.038,81,0.376,39,-0.025,-0.032,-0.014,0.19,-0.04,0.015,0.009,0.014,0.038,0.492,0.6575,0.2342,0.1241,0.0639,0.0125,1.74,0.86,7.45,0.35,2,10,1,2022-11-13,"2022-11-13 Houston Open"
"40","Cameron Champ",25241593,7200,44.5,52.31,6,77.48,23.68,50,2.4,52.4,0.25,5.2,-0.157,297,-0.294,400,0.025,142,0.577,21,0.15,118,18.744,10,-0.024,274,-0.089,27,0.019,0.033,-0.009,0.195,-0.04,0.039,-0.005,0.022,0.055,0.166,0.6,0.1733,0.0843,0.0407,0.0063,0.88,0,5.52,-1.2,-5.4,0,1,2022-11-13,"2022-11-13 Houston Open"
"41","Justin Rose",25241594,7200,22,53.43,4.2,74.78,23.93,49.1,2.3,51.4,0.15,3.46,0.23,54,-0.034,207,-0.021,160,-0.096,205,0.08,134,-0.869,223,0.01,155,0.366,42,-0.034,-0.024,-0.085,-0.142,-0.04,-0.002,0.002,-0.008,-0.008,0.033,0.5495,0.1447,0.0674,0.031,0.0046,0.64,-0.24,3.76,0,-0.12,5,1,2022-11-13,"2022-11-13 Houston Open"
"42","Danny Willett",25241595,7200,63.15,50.72,5.5,74.17,23.53,49.4,2.4,51.7,0.19,4.86,0.343,28,0.291,5,-0.292,257,-0.071,195,0.271,106,-1.272,231,-0.022,270,0.333,35,-0.009,0.013,0,-0.066,-0.067,-0.003,-0.005,-0.02,-0.028,0.176,0.5781,0.1587,0.0741,0.0333,0.0049,0.68,-0.2,5.12,0.28,1.16,5,1,2022-11-13,"2022-11-13 Houston Open"
"43","Martin Laird",25241596,7200,62.6,52.97,2.6,74.42,23.97,50.1,2.5,52.6,0.27,3.04,-0.251,356,0.103,90,0.303,56,0.105,133,0.26,110,-1.594,235,0.073,23,0.401,39,-0.026,-0.133,0.014,0.004,-0.036,-0.004,0.017,0,0.013,0.236,0.6124,0.1776,0.084,0.0389,0.006,0.83,-0.05,2.86,1.49,6.68,10,1,2022-11-13,"2022-11-13 Houston Open"
"44","Francesco Molinari",25241597,7100,66.38,50.88,1.5,73.09,23.03,49.3,2.2,51.5,0.22,3.87,-0.057,219,0.124,74,0.083,120,-0.099,207,0.051,140,-4.123,284,0.028,109,0.111,40,-0.026,-0.009,-0.014,-0.01,0.019,-0.009,0.006,-0.005,-0.007,0.063,0.5595,0.1529,0.0708,0.0323,0.0052,0.73,-0.07,2.92,0.62,2.76,5,1,2022-11-13,"2022-11-13 Houston Open"
"45","Mark Hubbard",25241598,7100,77.82,55.44,4.8,76.27,24.43,50.4,2.6,53,0.37,4.44,0.167,77,0.053,128,0.258,67,-0.122,218,0.356,95,-9.139,356,0.018,133,0.47,33,-0.003,-0.022,0.023,-0.112,-0.031,-0.019,0.004,-0.017,-0.033,0.292,0.6241,0.1859,0.087,0.0402,0.0065,0.92,0.12,4.58,0.4,1.86,5,1,2022-11-13,"2022-11-13 Houston Open"
"46","David Lipsky",25241599,7100,55.7,54.72,4.2,75.92,23.97,51.4,2.6,54.1,0.47,3.58,-0.223,345,0.031,142,0.303,57,0.202,92,0.312,102,-4.54,293,0.069,27,0.235,34,-0.006,0.007,0.002,0.074,-0.04,-0.01,0.016,0.001,0.007,0.279,0.6,0.1812,0.0883,0.0413,0.0066,0.93,0.13,3.83,1.14,5.19,10,1,2022-11-13,"2022-11-13 Houston Open"
"47","Stephan Jaeger",25241601,7100,70.6,51.94,7.5,74.69,23.21,51.7,2.7,54.4,0.51,4.65,0.089,122,0.298,4,0.106,113,-0.167,231,0.327,100,-2.28,242,-0.014,244,0.315,33,-0.003,0.047,-0.022,-0.01,-0.007,-0.005,-0.003,-0.02,-0.028,0.292,0.6255,0.1923,0.0925,0.0431,0.007,0.99,0.19,5.79,0.56,2.62,10,1,2022-11-13,"2022-11-13 Houston Open"
"48","Gary Woodland",25241602,7000,45.88,54.36,8.9,76.72,24.55,52.6,2.9,55.5,0.68,9.24,-0.261,360,-0.13,298,0.351,45,0.496,28,0.456,85,8.921,60,0.009,159,0.223,38,-0.021,0.005,-0.021,0.27,-0.057,0.019,0.002,0.01,0.03,0.429,0.6516,0.2151,0.1066,0.0533,0.0096,1.37,0.65,9.1,-0.13,-0.26,10,1,2022-11-13,"2022-11-13 Houston Open"
"49","Kevin Streelman",25241603,7000,60.5,49.88,0.83,70.89,22.21,46.9,1.9,48.8,0.01,2.59,-0.143,288,-0.007,171,-0.027,162,0.083,142,-0.093,163,-4.92,299,0.063,37,0.022,44,-0.041,-0.092,0.026,-0.008,-0.021,-0.011,0.014,0.008,0.011,-0.102,0.5261,0.119,0.0501,0.0212,0.0034,0.49,-0.23,1.89,0.69,2.99,5,1,2022-11-13,"2022-11-13 Houston Open"
"50","Russell Knox",25241604,7000,68.58,50.23,2.7,72.77,22.93,45.8,1.8,47.5,-0.05,3.61,-0.12,269,-0.026,197,0.229,75,-0.261,262,-0.179,171,-7.553,336,0.058,47,0.085,37,-0.017,-0.083,0.023,-0.187,0.022,-0.016,0.013,0,-0.003,-0.159,0.5122,0.1098,0.0462,0.019,0.0028,0.4,-0.32,3.25,0.7,2.99,5,1,2022-11-13,"2022-11-13 Houston Open"
"51","Beau Hossler",25241605,7000,77.5,51.96,10.5,76.24,24.02,50.9,2.5,53.4,0.47,6.07,0.483,10,0.17,54,-0.203,229,-0.162,228,0.288,105,7.774,77,-0.044,345,0.254,27,0.018,0.033,0.022,-0.039,-0.089,0.016,-0.01,-0.023,-0.017,0.183,0.5781,0.1678,0.081,0.0377,0.0063,0.9,0.18,7.84,-0.11,-0.41,10,1,2022-11-13,"2022-11-13 Houston Open"
"52","Trey Mullinax",25241606,7000,37.67,50.96,4.2,74.17,23.53,49.2,2.2,51.4,0.27,6.24,-0.191,328,-0.166,333,0.227,76,0.257,74,0.127,129,16.308,17,-0.065,390,0.055,30,0.008,-0.021,-0.036,0.121,-0.029,0.034,-0.015,0.012,0.031,0.129,0.5671,0.159,0.0735,0.0344,0.0057,0.81,0.09,5.42,-1.48,-6.62,0,1,2022-11-13,"2022-11-13 Houston Open"
"53","Chesson Hadley",25241608,6900,59,48.19,1.6,71.44,22.48,45.4,1.6,47.1,-0.05,2.59,0.28,41,-0.116,285,0.016,150,-0.358,301,-0.178,170,-0.322,207,-0.03,304,0.036,35,-0.01,-0.028,0.004,-0.182,-0.049,-0.001,-0.007,-0.008,-0.016,-0.243,0.5,0.1042,0.0437,0.0181,0.0025,0.36,-0.3,2.19,-0.92,-4.29,0,1,2022-11-13,"2022-11-13 Houston Open"
"54","Ryan Palmer",25241609,6900,45.83,53.16,2.3,74.37,23.46,49.5,2.2,51.7,0.36,3.39,-0.027,205,0.018,154,0.019,148,0.112,128,0.123,130,3.379,144,-0.006,213,0.218,46,-0.048,0.006,-0.01,-0.042,-0.015,0.007,-0.001,0.001,0.006,0.114,0.5633,0.1524,0.071,0.0333,0.0054,0.78,0.12,2.95,-0.18,-0.75,0,1,2022-11-13,"2022-11-13 Houston Open"
"55","Nick Taylor",25241611,6900,72.8,50.37,1.9,73.09,23.03,48.6,2.2,50.8,0.27,3.64,-0.02,199,0.108,84,0.083,122,-0.027,175,0.144,121,-2.348,245,-0.007,220,0.118,34,-0.007,-0.009,0.027,0.015,-0.018,-0.005,-0.002,-0.006,-0.013,0.113,0.5671,0.1508,0.0684,0.0317,0.005,0.72,0.06,2.94,0,0.03,5,1,2022-11-13,"2022-11-13 Houston Open"
"56","Byeong Hun An",25241612,6900,62.04,47.75,1.4,73.63,22.94,48.2,2,50.2,0.21,2.68,-0.202,337,0.169,55,-0.046,173,0.054,151,-0.025,150,13.836,26,-0.072,397,-0.168,31,0.006,0.017,0.013,0.107,-0.04,0.029,-0.016,0.005,0.017,-0.048,0.5392,0.1307,0.0576,0.026,0.0043,0.62,-0.04,2.17,-0.85,-3.85,0,1,2022-11-13,"2022-11-13 Houston Open"
"57","Adam Svensson",25241613,6900,61,51.35,2.2,73.47,22.99,49.2,2.2,51.4,0.32,3.03,-0.01,192,-0.048,228,0.175,85,0.013,158,0.13,127,-5.102,303,0.028,110,0.148,28,0.014,0.002,0.018,-0.051,-0.043,-0.011,0.006,-0.002,-0.007,0.081,0.5595,0.1418,0.0632,0.0284,0.0043,0.62,-0.04,2.7,0.17,0.75,5,1,2022-11-13,"2022-11-13 Houston Open"
"58","Erik Van Rooyen",25241614,6800,58.75,48.1,2.1,75.46,23.3,47.3,2,49.3,0.18,2.32,-0.052,218,-0.1,269,-0.005,154,0.075,146,-0.082,161,2.351,160,0.019,132,-0.097,32,0,0.087,-0.14,0.068,0.009,0.005,0.004,0.008,0.017,-0.056,0.5392,0.1309,0.0576,0.0253,0.0039,0.57,-0.04,2.23,-0.15,-0.7,0,1,2022-11-13,"2022-11-13 Houston Open"
"59","Dylan Frittelli",25241615,6800,54.3,50.55,4.6,74.37,23.76,49.2,2.3,51.4,0.39,3.69,0.078,129,0.08,102,0.079,124,-0.097,206,0.14,126,5.969,104,-0.077,406,0.047,32,0.001,0.083,0.004,0.004,0.011,0.012,-0.018,-0.009,-0.014,0.137,0.5902,0.1634,0.0756,0.0351,0.0054,0.79,0.18,4.05,-1.11,-4.9,0,1,2022-11-13,"2022-11-13 Houston Open"
