"","position.x","full_name","fpt_proj","receptions_proj","receiving_yards_proj","pass_td_proj","game_id","total_line","opp","spread","home","gameday","weekday","gametime","player_id","position.y","team_name","player_game_count","avg_depth_of_target","avoided_tackles","caught_percent","contested_catch_rate","contested_receptions","contested_targets","declined_penalties","drop_rate","drops","first_downs","franchise_id","fumbles","grades_hands_drop","grades_hands_fumble","grades_offense","grades_pass_block","grades_pass_route","inline_rate","inline_snaps","interceptions","longest","pass_block_rate","pass_blocks","pass_plays","penalties","route_rate"
"61","WR61","Luke Mccaffrey",4.29,1.8,19.83,0.05,"2024_19_WAS_TB",50.5,"TB",3,0,"2025-01-12","Sunday","20:00",101634,"WR","WAS",17,8.8,2,69.2,40,2,5,0,5.3,1,8,32,0,68.7,78.5,54.4,65.8,55.1,0,0,3,30,0.4,1,262,0,94.3
"62","WR62","Kj Osborn",4.19,1.82,19.3,0.07,"2024_19_WAS_TB",50.5,"TB",3,0,"2025-01-12","Sunday","20:00",23503,"WR","WAS",8,6.8,0,41.2,40,2,5,0,0,0,2,32,0,75.6,69.5,52.2,NA,51.9,0,0,0,22,0,0,143,3,93
"63","WR63","Ray-Ray Mccloud",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47895,"WR","ATL",17,7,9,76.5,47.1,8,17,0,4.6,3,29,2,3,77.9,22.1,62.7,80.1,62.8,0,0,3,60,2.2,13,599,3,91.3
"64","WR64","Drake London",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,86519,"WR","ATL",17,11.2,17,67.1,57.9,22,38,0,4.8,5,67,2,0,80.8,83.6,87.8,75.7,90.1,0.2,1,7,39,1.3,8,595,7,92.1
"65","WR65","Chris Blair",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84096,"WR","ATL",2,17,0,50,NA,0,0,0,0,0,1,2,0,64.7,61.2,64.3,NA,66.2,0,0,1,17,0,0,9,0,100
"66","WR66","Khadarel Hodge",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,26104,"WR","ATL",14,12.1,4,63.6,66.7,2,3,0,12.5,1,6,2,0,52.1,69.5,62.8,62.3,64.5,0,0,0,45,0.8,1,122,1,92.6
"67","WR67","Darnell Mooney",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48236,"WR","ATL",16,12.9,7,64,39.1,9,23,0,7.2,5,48,2,0,66,80.9,74,NA,74.6,0,0,3,49,0,0,566,2,93.1
"68","WR68","Casey Washington",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,101710,"WR","ATL",2,17.5,1,50,0,0,1,0,0,0,1,2,0,64.7,61.2,76,NA,73.4,0,0,0,14,0,0,3,0,100
"69","WR69","Dj Moore",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,48267,"WR","CHI",17,7.3,15,71.5,47.6,10,21,0,3,3,43,6,1,82.5,62,73.5,NA,73.3,0,0,3,44,0,0,728,5,91.9
"70","WR70","Keenan Allen",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,7857,"WR","CHI",15,10.1,4,59.8,59.1,13,22,0,10.3,8,43,6,1,53.5,49.6,64.4,67.5,68.2,0,0,0,45,0.5,3,598,4,91.3
"71","WR71","Tyler Scott",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,123578,"WR","CHI",4,-2,0,100,NA,0,0,0,0,0,0,6,0,64.7,74.5,56.9,NA,56.6,0,0,0,5,0,0,6,0,100
"72","WR72","Rome Odunze",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,73774,"WR","CHI",17,14.2,4,56.3,72.2,13,18,0,8.5,5,37,6,2,61.7,25.7,63.8,76.6,65.3,0,0,1,47,0.4,3,679,1,91.9
"73","WR73","Collin Johnson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47808,"WR","CHI",7,7.5,0,50,0,0,1,0,0,0,1,6,0,64.7,61.2,53,NA,53.8,0,0,0,6,0,0,17,0,94.1
"74","WR74","Jermaine Burton",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,124017,"WR","CIN",13,22.9,0,28.6,20,1,5,0,0,0,4,7,0,72.1,77.8,58.4,NA,59.4,0,0,0,47,0,0,100,0,96
"75","WR75","Isaiah Williams",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,97156,"WR","CIN",5,2.3,2,66.7,NA,0,0,0,0,0,0,7,0,68.3,81.2,60.9,NA,56.7,0,0,0,4,0,0,11,0,81.8
"76","WR76","Andrei Iosivas",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,109811,"WR","CIN",17,11.7,0,61,58.3,7,12,0,10,4,26,7,0,55.1,77.6,52.7,65.7,54.3,0,0,1,39,0.2,1,620,2,92.4
"77","WR77","Charlie Jones",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,55038,"WR","CIN",6,5,0,100,NA,0,0,0,0,0,0,7,0,64.7,21.7,51.6,NA,52.7,0,0,0,5,0,0,17,0,100
"78","WR78","Tee Higgins",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,61211,"WR","CIN",12,11.2,16,70.2,46.7,14,30,0,2.7,2,48,7,1,87.3,48.5,88.2,NA,88.3,0.2,1,1,42,0,0,476,3,93.5
"79","WR79","Jamarr Chase",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84270,"WR","CIN",17,9,24,74.3,41.7,10,24,0,7.3,10,75,7,0,55.9,85.3,85.8,NA,84.9,0,0,7,70,0,0,758,1,93.5
"80","WR80","Jalen Brooks",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,111284,"WR","DAL",14,14.1,2,40,35.7,5,14,0,0,0,8,9,0,80,72.3,59.2,NA,58.6,0,0,2,41,0,0,236,0,92.4
"81","WR81","Ryan Flournoy",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,159617,"WR","DAL",11,10.4,2,71.4,50,1,2,0,0,0,5,9,1,78.7,20.4,63.9,NA,62.1,0,0,0,26,0,0,104,0,92.3
"82","WR82","Kavontae Turpin",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,47658,"WR","DAL",17,9.5,4,64.6,16.7,1,6,1,11.4,4,18,9,1,50.6,29.8,71.2,NA,70,0,0,2,64,0,0,216,1,94.4
"83","WR83","Jalen Tolbert",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,61637,"WR","DAL",17,12.3,3,66.2,52.4,11,21,0,7.5,4,29,9,0,65,79.6,60.7,NA,62.8,0,0,2,48,0,0,597,4,92.6
"84","WR84","Jonathan Mingo",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,97774,"WR","DAL",17,11,2,40.5,22.2,2,9,0,10.5,2,6,9,0,54.3,24.1,49.9,NA,50.6,0,0,1,35,0,0,286,0,94.1
"85","WR85","Jameson Williams",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,101701,"WR","DET",15,11.6,3,65.9,46.2,6,13,0,3.3,2,42,11,0,76.6,82,75.7,NA,76.5,0,0,3,82,0,0,493,4,96.8
"86","WR86","Allen Robinson",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,8696,"WR","DET",11,7.3,0,42.9,33.3,1,3,0,25,1,3,11,0,36.2,65.8,57.8,NA,61.5,0,0,0,21,0,0,44,1,95.5
"87","WR87","Amon-Ra St Brown",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,84470,"WR","DET",17,8.3,12,83.3,66.7,20,30,1,0.9,1,71,11,1,91.5,62.6,88.1,76.2,90,0,0,1,66,0.3,2,572,3,96.3
"88","WR88","Tim Patrick",NA,NA,NA,NA,"2024_19_NA_NA",NA,NA,NA,NA,NA,NA,NA,12087,"WR","DET",16,11.3,4,73.3,33.3,1,3,0,0,0,20,11,0,89,77.1,66.9,67.3,66,0,0,3,42,0.6,2,352,0,97.2
