"","name","slotName","mar19","jan23","delta","percent_change","projectedPoints","projectedPoints_jan23","projectedPoints_delta","positionRank","teamName","team_abbr","team","playerid","espn_headshot"
"129","Cody Bellinger","OF",127.4,115.5,-11.9,-0.09,900,900,0,"OF46","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",15998,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33912.png"
"130","Clayton Kershaw","P",128.2,118.6,-9.59999999999999,-0.07,816,816,0,"P41","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",2036,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28963.png"
"131","Jesus Luzardo","P",128.3,138.9,10.6,0.08,963,581,382,"P42","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",19959,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39667.png"
"132","Kodai Senga","P",128.6,127.7,-0.899999999999991,-0.01,756,899,-143,"P43","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",NA,NA
"133","Jeffrey Springs","P",129.5,204.3,74.8,0.58,920,533,387,"P44","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",17677,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35397.png"
"134","Pablo Lopez","P",132.5,131,-1.5,-0.01,826,826,0,"P45","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",17085,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39671.png"
"135","Adley Rutschman","IF",133.3,124.3,-9.00000000000001,-0.07,1134,1134,0,"IF43","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",26288,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42178.png"
"136","Jarred Kelenic","OF",135.6,237.2,101.6,0.75,1038,358,680,"OF47","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",22558,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41150.png"
"137","Tyler Glasnow","P",136.3,90.2,-46.1,-0.34,853,827,26,"P46","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",NA,NA
"138","Joe Ryan","P",137,146.8,9.80000000000001,0.07,875,875,0,"P47","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",21390,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42450.png"
"139","Mark Canha","OF",137.2,151.9,14.7,0.11,1153,1153,0,"OF48","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",11445,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31670.png"
"140","Josh Bell","IF",139.7,124.2,-15.5,-0.11,1166,1166,0,"IF44","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",13145,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32517.png"
"141","Eugenio Suarez","IF",140.7,145.6,4.90000000000001,0.03,1209,1209,0,"IF45","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",12552,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32367.png"
"142","Rowdy Tellez","IF",141.1,169.9,28.8,0.2,1057,1057,0,"IF46","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",15679,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34287.png"
"143","Joey Gallo","OF",144.1,134.4,-9.69999999999999,-0.07,976,976,0,"OF49","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",14128,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32818.png"
"144","Andrew Benintendi","OF",144.3,135.2,-9.10000000000002,-0.06,843,843,0,"OF50","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",17901,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34986.png"
"145","Freddy Peralta","P",144.7,142.8,-1.89999999999998,-0.01,649,649,0,"P48","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",NA,NA
"146","Jose Berrios","P",145.2,141.8,-3.39999999999998,-0.02,912,922,-10,"P49","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",14168,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32811.png"
"147","Reid Detmers","P",145.4,223.8,78.4,0.54,680,354,326,"P50","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",27468,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4326697.png"
"148","Ryan Mountcastle","IF",145.5,146.6,1.09999999999999,0.01,1081,1081,0,"IF47","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",18373,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34940.png"
"149","Ty France","IF",148.2,120.8,-27.4,-0.18,1132,1132,0,"IF48","Seattle Mariners","SEA","https://a.espncdn.com/i/teamlogos/mlb/500/sea.png",17982,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35591.png"
"150","Trey Mancini","OF",149.4,161.9,12.5,0.08,890,890,0,"OF51","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",15149,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33351.png"
"151","Brady Singer","P",149.8,145.2,-4.60000000000002,-0.03,935,779,156,"P51","Kansas City Royals","KC","https://a.espncdn.com/i/teamlogos/mlb/500/kc.png",25377,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41172.png"
"152","Luis Garcia","P",152.2,165,12.8,0.08,861,750,111,"P52","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",20391,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40459.png"
"153","Luis Garcia","P",152.2,165,12.8,0.08,861,750,111,"P52","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",23735,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4684365.png"
"154","Jordan Montgomery","P",152.6,151.3,-1.29999999999998,-0.01,818,818,0,"P53","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",16511,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38173.png"
"155","Andrew Vaughn","IF",153.4,167.3,13.9,0.09,1195,786,409,"IF49","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",26197,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42394.png"
"156","Will Smith","IF",155.8,142.7,-13.1,-0.08,1103,1103,0,"IF50","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",19197,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38309.png"
"157","Will Smith","IF",155.8,NA,NA,NA,1103,0,1103,"IF50","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",19197,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38309.png"
"158","Andres Gimenez","IF",156.1,142.3,-13.8,-0.09,1000,1000,0,"IF51","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",19950,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37729.png"
"159","Austin Hays","OF",156.4,151.7,-4.70000000000002,-0.03,956,956,0,"OF52","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",19363,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36928.png"
"160","Oscar Gonzalez","OF",157.7,136.5,-21.2,-0.13,1017,1069,-52,"OF53","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",20970,NA
"161","Dustin May","P",158.1,171.8,13.7,0.09,671,256,415,"P54","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",NA,NA
"162","Michael Conforto","OF",160.1,171.3,11.2,0.07,995,535,460,"OF54","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",NA,NA
"163","Ryan McMahon","IF",160.8,168.8,8,0.05,1120,1120,0,"IF52","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",15112,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33247.png"
"164","Brandon Lowe","IF",162,157.1,-4.90000000000001,-0.03,934,934,0,"IF53","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",18882,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39961.png"
"165","Salvador Perez","IF",162.3,172.6,10.3,0.06,1112,1112,0,"IF54","Kansas City Royals","KC","https://a.espncdn.com/i/teamlogos/mlb/500/kc.png",7304,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31127.png"
"166","Drew Rasmussen","P",164.5,224.7,60.2,0.37,906,549,357,"P55","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",25385,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/42584.png"
"167","Hunter Brown","P",165.3,236.8,71.5,0.43,869,70,799,"P56","Houston Astros","HOU","https://a.espncdn.com/i/teamlogos/mlb/500/hou.png",NA,NA
"168","Mike Yastrzemski","OF",169.6,161.7,-7.90000000000001,-0.05,1007,1007,0,"OF55","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",14854,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33341.png"
"169","Miles Mikolas","P",169.7,185.7,16,0.09,917,555,362,"P57","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",9803,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32116.png"
"170","Charlie Blackmon","OF",170,145.7,-24.3,-0.14,956,1124,-168,"OF56","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",7859,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31084.png"
"171","Jonathan India","IF",170.2,164.4,-5.79999999999998,-0.03,1118,827,291,"IF55","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",21523,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41171.png"
"172","Merrill Kelly","P",170.6,160.3,-10.3,-0.06,851,851,0,"P58","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",11156,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32968.png"
"173","Grayson Rodriguez","P",170.7,160.1,-10.6,-0.06,739,0,739,"P59","Baltimore Orioles","BAL","https://a.espncdn.com/i/teamlogos/mlb/500/bal.png",NA,NA
"174","Andrew McCutchen","OF",171.3,180.3,9,0.05,1132,1132,0,"OF57","Pittsburgh Pirates","PIT","https://a.espncdn.com/i/teamlogos/mlb/500/pit.png",9847,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/28701.png"
"175","Jurickson Profar","OF",172.1,237.3,65.2,0.38,1053,0,1053,"OF58","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",10815,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31117.png"
"176","Anthony Rendon","IF",173.1,229.1,56,0.32,1094,547,547,"IF56","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",12861,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32098.png"
"177","Triston Casas","IF",173.8,217.5,43.7,0.25,1082,109,973,"IF57","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",22514,NA
"178","Patrick Sandoval","P",175.2,193,17.8,0.1,840,628,212,"P60","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",19447,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40975.png"
"179","Gleyber Torres","IF",175.2,152.3,-22.9,-0.13,1041,991,50,"IF58","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",16997,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33804.png"
"180","Jorge Polanco","IF",175.7,162.3,-13.4,-0.08,1033,1205,-172,"IF59","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",13152,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32525.png"
"181","Alec Bohm","IF",177.4,204.3,26.9,0.15,949,949,0,"IF60","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",21618,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41169.png"
"182","Lourdes Gurriel Jr.","OF",178.1,174.2,-3.90000000000001,-0.02,943,943,0,"OF59","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",19238,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/36040.png"
"183","Joc Pederson","OF",178.3,153.9,-24.4,-0.14,901,901,0,"OF60","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",11899,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31392.png"
"184","Sean Manaea","P",178.9,170.3,-8.59999999999999,-0.05,888,888,0,"P61","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",15873,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33244.png"
"185","Seth Brown","OF",181.9,175.1,-6.80000000000001,-0.04,903,943,-40,"OF61","Oakland Athletics","OAK","https://a.espncdn.com/i/teamlogos/mlb/500/oak.png",18171,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35676.png"
"186","Amed Rosario","IF",183.5,177.8,-5.69999999999999,-0.03,1069,1069,0,"IF61","Cleveland Guardians","CLE","https://a.espncdn.com/i/teamlogos/mlb/500/cle.png",15518,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33215.png"
"187","Kike Hernandez","OF",186.6,192,5.40000000000001,0.03,1022,1022,0,"OF62","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",NA,NA
"188","Ketel Marte","IF",186.7,178,-8.69999999999999,-0.05,985,985,0,"IF62","Arizona Diamondbacks","AZ","https://a.espncdn.com/i/teamlogos/mlb/500/ari.png",13613,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32512.png"
"189","Jack Flaherty","P",186.8,194.1,7.29999999999998,0.04,644,350,294,"P62","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",NA,NA
"190","Javier Baez","IF",188.1,184.2,-3.90000000000001,-0.02,1069,1069,0,"IF63","Detroit Tigers","DET","https://a.espncdn.com/i/teamlogos/mlb/500/det.png",12979,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32127.png"
"191","Trevor Rogers","P",190.3,239.7,49.4,0.26,575,575,0,"P63","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",22286,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39640.png"
"192","Robbie Grossman","OF",192.5,NA,NA,NA,1018,0,1018,"OF63","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",5254,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31385.png"
"193","DJ LeMahieu","IF",192.5,211.7,19.2,0.1,1012,1114,-102,"IF64","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",9874,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/30765.png"
"194","Jorge Soler","OF",194.6,192.2,-2.40000000000001,-0.01,784,784,0,"OF64","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",14221,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32558.png"
"195","Garrett Mitchell","OF",194.6,237.5,42.9,0.22,831,831,0,"OF65","Milwaukee Brewers","MIL","https://a.espncdn.com/i/teamlogos/mlb/500/mil.png",27555,NA
"196","Nathan Eovaldi","P",195.7,206.1,10.4,0.05,759,733,26,"P64","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",9132,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31174.png"
"197","Austin Meadows","OF",195.9,177.5,-18.4,-0.09,636,636,0,"OF66","Detroit Tigers","DET","https://a.espncdn.com/i/teamlogos/mlb/500/det.png",15672,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33197.png"
"198","Marcell Ozuna","OF",197.3,225.5,28.2,0.14,863,863,0,"OF67","Atlanta Braves","ATL","https://a.espncdn.com/i/teamlogos/mlb/500/atl.png",10324,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31668.png"
"199","Justin Turner","IF",197.9,196.4,-1.5,-0.01,1111,1111,0,"IF65","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",5235,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/29607.png"
"200","Trent Grisham","OF",198.3,192.3,-6,-0.03,1016,1016,0,"OF68","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",18564,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34995.png"
"201","Martin Perez","P",199.7,176.5,-23.2,-0.12,808,808,0,"P65","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",6902,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31098.png"
"202","Jon Gray","P",200,185,-15,-0.07,820,647,173,"P66","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",14916,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33203.png"
"203","Miguel Vargas","IF",201.4,239.9,38.5,0.19,799,44,755,"IF66","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",20178,NA
"204","Tyler Mahle","P",201.5,191.7,-9.80000000000001,-0.05,727,807,-80,"P67","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",16358,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34973.png"
"205","Jose Miranda","IF",202.5,229.6,27.1,0.13,1034,902,132,"IF67","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",20538,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41000.png"
"206","Adam Duvall","OF",203.6,225.7,22.1,0.11,871,871,0,"OF69","Boston Red Sox","BOS","https://a.espncdn.com/i/teamlogos/mlb/500/bos.png",10950,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32664.png"
"207","Willson Contreras","IF",206.3,191.7,-14.6,-0.07,1019,1019,0,"IF68","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",11609,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32532.png"
"208","Jeff McNeil","IF",206.4,200.5,-5.90000000000001,-0.03,986,986,0,"IF69","New York Mets","NYM","https://a.espncdn.com/i/teamlogos/mlb/500/nym.png",15362,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33900.png"
"209","MJ Melendez","IF",207.4,216.1,8.69999999999999,0.04,1090,916,174,"IF70","Kansas City Royals","KC","https://a.espncdn.com/i/teamlogos/mlb/500/kc.png",22197,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/40948.png"
"210","Jake Fraley","OF",208.6,237.8,29.2,0.14,994,442,552,"OF70","Cincinnati Reds","CIN","https://a.espncdn.com/i/teamlogos/mlb/500/cin.png",19260,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/37974.png"
"211","Andrew Heaney","P",210.7,220.1,9.40000000000001,0.04,862,616,246,"P68","Texas Rangers","TEX","https://a.espncdn.com/i/teamlogos/mlb/500/tex.png",NA,NA
"212","Alex Cobb","P",212.7,203.3,-9.39999999999998,-0.04,749,749,0,"P69","San Francisco Giants","SF","https://a.espncdn.com/i/teamlogos/mlb/500/sf.png",6562,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31086.png"
"213","Ke'Bryan Hayes","IF",213.4,195.3,-18.1,-0.08,1023,811,212,"IF71","Pittsburgh Pirates","PIT","https://a.espncdn.com/i/teamlogos/mlb/500/pit.png",18577,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35020.png"
"214","Nico Hoerner","IF",214.1,238.2,24.1,0.11,1014,686,328,"IF72","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",21479,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/41219.png"
"215","Ramon Laureano","OF",214.8,161.1,-53.7,-0.25,923,771,152,"OF71","Oakland Athletics","OAK","https://a.espncdn.com/i/teamlogos/mlb/500/oak.png",17128,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35142.png"
"216","Eduardo Rodriguez","P",216.1,238.3,22.2,0.1,788,503,285,"P70","Detroit Tigers","DET","https://a.espncdn.com/i/teamlogos/mlb/500/det.png",NA,NA
"217","Marcus Stroman","P",217.9,223.3,5.40000000000001,0.02,829,649,180,"P71","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",13431,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32815.png"
"218","Tyler Anderson","P",220.1,206.8,-13.3,-0.06,826,831,-5,"P72","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",12880,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32151.png"
"219","German Marquez","P",220.9,213.9,-7,-0.03,898,898,0,"P73","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",15038,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/34874.png"
"220","Luis Arraez","IF",221.3,210.7,-10.6,-0.05,937,937,0,"IF73","Miami Marlins","MIA","https://a.espncdn.com/i/teamlogos/mlb/500/mia.png",18568,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39572.png"
"221","Esteury Ruiz","OF",221.8,236,14.2,0.06,917,540,377,"OF72","Oakland Athletics","OAK","https://a.espncdn.com/i/teamlogos/mlb/500/oak.png",21780,NA
"222","Dylan Carlson","OF",222.6,189.7,-32.9,-0.15,895,895,0,"OF73","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",20126,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/39226.png"
"223","Nelson Cruz","OF",223.3,208.2,-15.1,-0.07,816,1057,-241,"OF74","San Diego Padres","SD","https://a.espncdn.com/i/teamlogos/mlb/500/sd.png",2434,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/6242.png"
"224","Harrison Bader","OF",223.5,182.6,-40.9,-0.18,873,666,207,"OF75","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",18030,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/35062.png"
"225","Brandon Drury","IF",224.3,237.4,13.1,0.06,1024,672,352,"IF74","Los Angeles Angels","LAA","https://a.espncdn.com/i/teamlogos/mlb/500/laa.png",11615,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32269.png"
"226","Whit Merrifield","IF",225.8,194.1,-31.7,-0.14,956,956,0,"IF75","Toronto Blue Jays","TOR","https://a.espncdn.com/i/teamlogos/mlb/500/tor.png",11281,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32422.png"
"227","Noah Syndergaard","P",226,233.3,7.30000000000001,0.03,623,304,319,"P74","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",11762,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31730.png"
"228","Jameson Taillon","P",226.4,232,5.59999999999999,0.02,792,687,105,"P75","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",11674,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/31258.png"
"229","Spencer Torkelson","IF",226.8,232.5,5.69999999999999,0.03,848,300,548,"IF76","Detroit Tigers","DET","https://a.espncdn.com/i/teamlogos/mlb/500/det.png",27465,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/4424286.png"
"230","Sonny Gray","P",227.6,233.5,5.90000000000001,0.03,749,749,0,"P76","Minnesota Twins","MIN","https://a.espncdn.com/i/teamlogos/mlb/500/min.png",12768,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/32082.png"
"231","Adam Wainwright","P",228.3,201.7,-26.6,-0.12,858,898,-40,"P77","St. Louis Cardinals","STL","https://a.espncdn.com/i/teamlogos/mlb/500/stl.png",2233,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/5403.png"
"232","Darick Hall","IF",228.6,NA,NA,NA,842,154,688,"IF77","Philadelphia Phillies","PHI","https://a.espncdn.com/i/teamlogos/mlb/500/phi.png",19717,NA
"233","Ezequiel Tovar","IF",228.7,239.1,10.4,0.05,1016,32,984,"IF78","Colorado Rockies","COL","https://a.espncdn.com/i/teamlogos/mlb/500/col.png",24064,NA
"234","Hayden Wesneski","P",228.9,NA,NA,NA,755,107,648,"P78","Chicago Cubs","CHC","https://a.espncdn.com/i/teamlogos/mlb/500/chc.png",NA,NA
"235","Clarke Schmidt","P",229.1,NA,NA,NA,676,169,507,"P79","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",NA,NA
"236","Tony Gonsolin","P",229.2,187,-42.2,-0.18,616,622,-6,"P80","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",19388,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/38958.png"
"237","Oswaldo Cabrera","OF",229.3,239.7,10.4,0.05,943,172,771,"OF76","New York Yankees","NYY","https://a.espncdn.com/i/teamlogos/mlb/500/nyy.png",21707,NA
"238","James Outman","OF",230,239.2,9.19999999999999,0.04,38,38,0,"OF77","Los Angeles Dodgers","LAD","https://a.espncdn.com/i/teamlogos/mlb/500/lad.png",24770,NA
"239","Yoan Moncada","IF",231.2,225,-6.19999999999999,-0.03,921,921,0,"IF79","Chicago White Sox","CWS","https://a.espncdn.com/i/teamlogos/mlb/500/cws.png",17232,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33984.png"
"240","Yandy Diaz","IF",231.2,167.6,-63.6,-0.28,995,995,0,"IF80","Tampa Bay Rays","TB","https://a.espncdn.com/i/teamlogos/mlb/500/tb.png",16578,"https://a.espncdn.com/combiner/i?img=/i/headshots/mlb/players/full/33481.png"
