96,106,90,USA,Joel Dahmen,1.5499,79.04,51,-9.05,9.4,51
97,93,86,ENG,Laurie Canter,1.5384,69.23,45,-6.79,1.71,45
98,92,101,ENG,Aaron Rai,1.5367,76.84,50,-7.55,9.96,50
99,101,97,JPN,Rikuya Hoshino,1.5198,60.79,40,-5.96,2.13,39
100,95,98,CHI,Guillermo Mito Pereira,1.5188,75.94,50,-6.85,3,50
101,102,119,RSA,Justin Harding,1.5181,78.94,52,-6.91,15.16,58
102,96,88,ITA,Guido Migliozzi,1.498,68.91,46,-7.26,-,46
103,119,105,USA,Troy Merritt,1.4896,77.46,52,-7.08,9.72,58
104,94,81,FRA,Victor Perez,1.4806,66.62,45,-10.95,-,45
105,97,120,USA,Lucas Glover,1.4711,76.5,52,-6.97,14.52,52
106,103,153,ESP,Rafa Cabrera Bello,1.4495,75.37,52,-6.09,24.24,58
107,110,91,BEL,Thomas Detry,1.4465,75.22,52,-9.82,3.36,52
108,98,96,DEN,Rasmus Hojgaard,1.4461,66.52,46,-8.67,4.08,46
109,104,84,USA,Cameron Champ,1.4443,66.44,46,-8.29,1.47,46
110,107,99,JPN,Yuki Inamori,1.396,55.84,40,-4.86,-,35
111,115,103,USA,Johannes Veerman,1.3934,64.1,46,-5.49,4.63,46
112,109,92,ARG,Emiliano Grillo,1.3921,72.39,52,-8.38,-,57
113,108,85,USA,Rickie Fowler,1.3886,62.49,45,-7.13,-,45
114,113,100,ESP,Santiago Tarrio Ben,1.3757,55.03,40,-4.94,-,38
115,111,95,USA,Chris Kirk,1.3755,63.27,46,-6.96,2.04,46
116,114,106,DEN,Joachim B Hansen,1.3679,69.76,51,-4.99,-,51
117,121,122,FRA,Julien Brun,1.3576,54.31,40,-3.96,4.44,40
118,112,109,ZIM,Scott Vincent,1.3523,67.61,50,-6.15,-,50
119,117,114,USA,Matt Kuchar,1.3181,63.27,48,-10.04,7.24,48
120,118,134,USA,Cameron Young,1.3144,52.58,40,-4.18,5.26,37
121,116,113,WAL,Jamie Donaldson,1.311,57.68,44,-5.41,1.21,44
122,122,102,USA,Brendan Steele,1.3073,60.13,46,-8.22,-,46
123,126,111,RSA,Dylan Frittelli,1.3025,67.73,52,-8.05,1.91,58
124,125,124,JPN,Jinichiro Kozuma,1.2795,51.18,40,-3.57,-,35
125,124,112,SVK,Rory Sabbatini,1.2755,66.32,52,-6.99,-,52
126,120,116,FRA,Antoine Rozner,1.2695,60.94,48,-7.04,1.24,48
127,132,135,SCO,Calum Hill(Nov1994),1.2682,58.34,46,-5.98,-,46
128,129,128,JPN,Hideto Tanihara,1.2607,50.43,40,-2.06,-,27
129,133,136,USA,Kramer Hickok,1.2598,57.95,46,-4.07,2.73,46
130,127,138,JPN,Tomoharu Otsuki,1.2595,50.38,40,-4.93,-,39
131,123,133,SWE,Alexander Bjork,1.2581,56.61,45,-3.23,2.84,45
132,130,118,GER,Martin Kaymer,1.2398,49.59,40,-6.7,-,36
133,151,156,USA,Andrew Putnam,1.2361,64.28,52,-4.94,12.65,53
134,131,117,USA,Gary Woodland,1.2351,58.05,47,-9.02,1.98,47
135,135,121,USA,Taylor Moore,1.2281,57.72,47,-4.3,2.62,47
136,128,108,RSA,Charl Schwartzel,1.2259,57.62,47,-6.49,1.61,47
137,139,165,IRL,Padraig Harrington,1.2171,48.68,40,-3.64,10.76,38
138,138,125,USA,Robert Streb,1.21,61.71,51,-6.16,-,51
139,134,126,ENG,Danny Willett,1.1894,61.85,52,-6.91,-,52
140,136,132,SCO,Martin Laird,1.1857,47.43,40,-5.89,1.47,38
141,143,147,JPN,Mikumu Horikawa,1.1732,46.93,40,-3.03,-,38
142,137,163,POL,Adrian Meronk,1.1705,56.18,48,-4.37,10.37,48
143,148,127,USA,Brendon Todd,1.1701,60.85,52,-11.51,3.83,53
144,186,246,ENG,Jordan Smith,1.1683,59.58,51,-3.96,25.46,51
145,144,139,JPN,Shugo Imahira,1.1562,46.25,40,-6.45,-,37
146,145,137,USA,Harry Higgs,1.1528,59.94,52,-7.31,1.56,54
147,140,130,USA,John Catlin,1.1525,59.93,52,-7.81,-,52
148,142,158,DEN,Jeff Winther,1.1461,52.72,46,-3.34,7.94,46
149,159,179,USA,Denny McCarthy,1.1383,59.19,52,-4.16,14.35,57
150,149,140,ENG,Andy Sullivan,1.1356,53.37,47,-7.84,1.24,47
151,152,143,USA,Patton Kizzire,1.1279,57.52,51,-5.89,4.3,51
152,157,159,RSA,Oliver Bekker,1.1184,53.68,48,-2.82,3.36,48
153,153,223,THA,Sadom Kaewkanjana,1.1168,44.67,40,-1.15,14,24
154,147,129,GER,Stephan Jaeger,1.1121,56.72,51,-5.93,-,51
155,154,145,TPE,C.T. Pan,1.1116,54.47,49,-5.56,-,49
156,146,178,USA,Michael Thompson,1.1111,54.44,49,-5.86,16.78,49
157,156,155,USA,Greyson Sigg,1.0957,56.98,52,-5.2,7.5,54
158,150,149,ENG,Marcus Armitage,1.0913,55.65,51,-5.73,4.8,51
159,158,150,CAN,Adam Hadwin,1.09,55.59,51,-5.95,5.01,51
160,155,146,POR,Ricardo Gouveia,1.0744,42.98,40,-2.82,-,37
161,162,275,IND,Shubhankar Sharma,1.0687,55.57,52,-2.96,24.2,56
162,160,144,USA,Sean Crocker,1.0586,53.99,51,-5.07,-,51
163,161,142,USA,Adam Long,1.0454,54.36,52,-8.3,-,59
164,163,152,JPN,Yuta Ikeda(Dec1985),1.0326,41.3,40,-3.26,-,33
165,164,148,AUS,Jason Scrivener,1.0106,42.45,42,-6.3,-,42
166,168,164,ITA,Francesco Laporta,1.0074,47.35,47,-4.08,1.38,47
167,166,154,USA,Adam Schenk,0.9995,51.98,52,-5.11,-,58
168,165,157,SCO,Grant Forrest,0.9984,48.92,49,-4.34,1.46,49
169,169,172,JPN,Kazuki Higa,0.9885,39.54,40,-2.89,-,37
170,167,170,GER,Marcel Schneider,0.9734,40.88,42,-4.01,-,42
171,171,180,FIN,Kalle Samooja,0.9728,41.83,43,-4.95,4.8,43
172,170,168,USA,Hayden Buckley,0.9656,44.42,46,-3.33,4.74,46
173,175,171,JPN,Naoyuki Kataoka,0.9583,38.33,40,-2.15,-,28
174,176,173,ENG,Daniel Gavins,0.955,40.11,42,-2.98,1.77,42
175,174,181,CAN,Adam Svensson,0.9514,49.47,52,-3.75,8.47,52
176,172,166,RSA,Brandon Stone,0.9507,48.49,51,-6.51,2.35,51
177,177,167,JPN,Hiroshi Iwata,0.9497,37.99,40,-3.28,-,34
178,173,160,AUT,Matthias Schwab,0.9484,46.47,49,-6.55,-,49
179,179,169,JPN,Masahiro Kawamura,0.9416,48.97,52,-5.48,1.2,58
180,198,182,SWE,Henrik Stenson,0.9232,38.77,42,-6.22,5.87,42
181,207,198,ESP,Adrian Otaegui,0.9217,47.93,52,-5.1,8.08,52
182,178,161,SWE,Henrik Norlander,0.9209,47.89,52,-6.57,-,54
183,185,183,USA,David Lipsky,0.9192,47.8,52,-5.52,6.04,52
184,181,177,RSA,George Coetzee,0.917,41.26,45,-6.78,2.44,45
185,180,174,USA,J.T. Poston,0.9114,47.39,52,-7.03,3.79,56
186,184,175,USA,Zach Johnson,0.9056,40.75,45,-5.36,4.13,45
187,182,207,KOR,Seonghyeon Kim,0.8988,35.95,40,-3.12,5.6,28
188,183,240,ITA,Francesco Molinari,0.8963,35.85,40,-3.21,9,29
189,196,199,THA,Phachara Khongwatmai,0.8947,35.79,40,-2,3.35,26
190,189,206,USA,Charles Howell III,0.8792,36.05,41,-4.53,4.09,41
191,223,277,USA,Pat Perez,0.8672,45.09,52,-3.72,15,52
192,187,195,USA,Joseph Bramlett,0.8664,45.05,52,-4.72,4.68,56
193,188,214,AUT,Sepp Straka,0.8648,44.97,52,-5.46,7.58,60
194,190,192,JPN,Yosuke Asaji,0.8629,34.51,40,-1.44,-,36
195,197,191,USA,Hank Lebioda,0.854,40.99,48,-3.82,2.7,48
196,191,185,FIN,Mikko Korhonen,0.8525,34.1,40,-3.62,2.14,37
197,192,176,USA,Chad Ramey,0.8503,44.21,52,-4.49,1.98,53
198,195,219,RSA,Hennie Du Plessis,0.8434,36.27,43,-2.13,1.24,43
199,216,257,KOR,Bio Kim,0.8412,33.65,40,-0.83,6.47,31
200,199,187,THA,Kiradech Aphibarnrat,0.8346,36.72,44,-2.96,-,44
201,200,200,SWE,Kristoffer Broberg,0.8321,33.28,40,-2.26,1.21,27
202,194,238,ENG,James Morrison,0.8308,43.2,52,-3.2,7.94,52
203,201,201,JPN,Keita Nakajima(Am),0.8307,33.23,40,-2.62,1.56,14
204,193,188,USA,Brandt Snedeker,0.827,41.35,50,-5,5.83,50
205,208,202,GER,Marcel Siem,0.8239,35.43,43,-2.79,1.38,43
206,206,205,ENG,Callum Shinkwin,0.8233,35.4,43,-3.8,3.52,43
207,203,194,JPN,Tomohiro Ishizaka,0.8225,32.9,40,-2.02,-,30
208,202,193,USA,Scott Stallings,0.8196,40.98,50,-4.22,1.47,50
209,205,209,RSA,Neil Schietekat,0.8155,32.62,40,-2.4,-,40
210,232,222,CAN,Nick Taylor,0.814,40.7,50,-5.71,8.07,50
211,204,213,NZL,Ryan Fox,0.8137,34.99,43,-4.52,2.35,43
212,213,1518,AUS,Jediah Morgan,0.8099,32.4,40,-0.2,32,12
213,209,316,FRA,Victor Dubuisson,0.809,32.36,40,-2.33,12.42,28
214,211,189,ENG,Andrew Johnston,0.8038,32.15,40,-2.95,-,26
215,212,196,USA,Patrick Rodgers,0.799,41.55,52,-5.35,1.56,65
216,218,235,CAN,Roger Sloan,0.7957,38.99,49,-3.24,4.13,49
217,214,184,JPN,Ryo Ishikawa,0.791,31.64,40,-4.67,-,33
218,210,296,USA,Lee Hodges,0.7909,41.13,52,-3.32,15.67,52
219,229,211,ESP,Alfredo Garcia-Heredia,0.7907,31.63,40,-2.65,1.2,31
220,215,226,CAN,Taylor Pendrith,0.7856,40.85,52,-4.27,4.95,54
221,244,245,AUS,Wade Ormsby,0.7813,32.82,42,-4.26,7.65,42
222,217,203,KOR,Sanghyun Park,0.7784,31.14,40,-2.99,-,31
223,225,224,JPN,Yusaku Miyazato,0.7781,31.12,40,-0.66,-,28
224,219,234,SWE,Joakim Lagergren,0.7764,35.71,46,-3.38,3.26,46
225,222,212,ESP,Angel Hidalgo Portillo,0.7747,30.99,40,-2.06,-,39
226,285,272,AUT,Lukas Nemecz,0.7746,30.98,40,-2.08,6.84,35
227,224,216,FRA,Frederic LaCroix,0.7738,30.95,40,-1.54,-,31
228,226,227,USA,Doug Ghim,0.7659,36,47,-3.35,2.34,47
229,220,233,USA,Kevin Tway,0.7648,35.94,47,-1.11,1.47,47
230,220,186,USA,Andrew Landry,0.7624,35.07,46,-5.8,-,46
231,227,204,USA,Scott Piercy,0.762,35.81,47,-4.21,-,47
232,272,276,FRA,Matthieu Pavon,0.7607,37.28,49,-2.73,6.84,49
233,228,197,USA,Chez Reavie,0.7559,39.31,52,-5.7,-,55
234,255,248,FIN,Tapio Pulkkanen,0.7526,36.88,49,-2.82,4.08,49
235,231,220,RSA,Wilco Nienaber,0.7518,39.09,52,-4.52,2.51,52
236,230,189,USA,Richy Werenski,0.7498,38.99,52,-5.77,-,54
237,233,249,USA,Wyndham Clark,0.7453,38.75,52,-4.48,5.5,52
238,243,221,THA,Jazz Janewattananond,0.7441,38.69,52,-6.63,3.47,55
239,236,230,RSA,Thriston Lawrence,0.743,29.72,40,-1.47,-,38
240,234,231,JPN,Tomoyo Ikemura,0.741,29.64,40,-1.45,-,31
241,241,218,NZL,Danny Lee,0.7392,35.48,48,-4.2,-,48
242,242,229,ENG,David Horsey,0.7378,36.15,49,-3.45,1.38,49
243,239,225,JPN,Ryuichi Oiwa,0.7364,29.46,40,-2.31,-,35
244,237,217,JPN,Ryuko Tokimatsu,0.7362,29.45,40,-2.97,-,35
245,240,255,PAR,Fabrizio Zanotti,0.7349,29.4,40,-2.48,3.26,33
246,238,232,RSA,Jacques Kruyswijk,0.7333,29.33,40,-3.28,-,40
247,282,351,AUS,Brad Kennedy,0.7257,29.03,40,-3.7,13.39,30
248,250,242,ENG,Matthew Jordan,0.7235,34.73,48,-3.46,2.3,48
249,247,215,USA,James Hahn,0.7228,29.64,41,-3.68,-,41
250,234,210,USA,Brandon Hagy,0.7218,36.09,50,-3.93,-,50
251,245,253,GER,Matthias Schmid,0.7153,28.61,40,-1.86,1.75,20
252,254,254,USA,Doc Redman,0.7047,36.64,52,-4.95,4.37,53
253,340,362,ESP,Pablo Larrazabal,0.7037,30.96,44,-3.32,13.39,44
254,248,208,USA,Jim Herman,0.7025,31.61,45,-5.15,-,45
255,265,291,USA,J.J. Spaun,0.7019,36.5,52,-2.04,7.35,52
256,246,236,GER,Maximilian Kieffer,0.6963,32.72,47,-3.06,-,47
257,248,246,SWE,Sebastian Soderberg,0.6946,31.95,46,-2.44,-,46
258,251,243,JPN,Tomoyasu Sugiyama,0.6903,27.61,40,-1.9,-,35
259,252,267,USA,Vincent Whaley,0.6891,35.83,52,-2.58,5.24,53
260,263,260,KOR,Todd Baek,0.6868,27.47,40,-1.68,1.38,30
261,253,237,USA,Sam Ryder,0.6846,35.6,52,-4.22,1.23,59
262,261,299,SCO,Russell Knox,0.6827,35.5,52,-3.58,8.61,58
263,257,244,CHI,Hugo Leon,0.6817,27.27,40,-2.2,-,24
264,268,307,JPN,Satoshi Kodaira,0.6776,32.52,48,-2.35,6.11,48
265,256,241,ESP,Jorge Campillo,0.6758,35.14,52,-5.08,1.21,53
266,258,251,USA,Matthew NeSmith,0.67,34.84,52,-4.63,2.34,55
267,323,358,CHN,Yuan Carl Yechun,0.6698,26.79,40,-2.53,10.45,39
268,273,337,SCO,Scott Jamieson,0.6666,29.33,44,-2.91,9.34,44
269,266,286,ITA,Edoardo Molinari,0.6625,29.81,45,-2.14,3.55,45
270,259,312,FRA,Romain Langasque,0.6602,31.69,48,-4.05,7.61,48
271,262,258,NZL,Daniel Hillier,0.6554,26.22,40,-1.73,-,34
272,404,380,USA,Beau Hossler,0.6544,34.03,52,-2.68,14.4,53
273,260,239,ENG,David Skinns,0.6478,27.86,43,-2.22,-,43
274,270,262,JPN,Ryutaro Nagano,0.6466,25.86,40,-1.65,-,30
275,264,265,USA,Peter Malnati,0.6461,33.59,52,-4.19,3,56
276,280,252,USA,Trey Mullinax,0.6356,27.97,44,-2.59,1.62,44
277,290,280,RSA,Jaco Ahlers,0.6324,25.3,40,-2.75,1.71,40
278,276,354,USA,Paul Haley-II,0.6301,25.2,40,-2.18,8.4,39
279,269,308,FRA,Paul Barjon,0.6297,30.85,49,-3.2,8.21,49
280,275,261,ENG,Harry Hall,0.6292,25.17,40,-2.53,-,39
281,267,256,ITA,Renato Paratore,0.6275,32,51,-5.16,-,51
282,277,250,USA,Kurt Kitayama,0.6213,26.09,42,-5.05,-,42
283,274,263,FRA,Alexander Levy,0.62,29.76,48,-2.91,-,48
284,306,404,CHN,Marty Dou Zecheng,0.6166,25.28,41,-1.98,11.13,41
285,271,228,FIN,Sami Valimaki,0.6135,27.61,45,-5.23,-,45
286,279,278,IND,Anirban Lahiri,0.6133,25.15,41,-2.23,1.47,41
287,281,273,USA,Kyle Stanley,0.6091,31.67,52,-3.79,2.04,52
288,292,330,USA,Austin Smotherman,0.6078,29.17,48,-2.06,8.03,48
289,284,269,ESP,Pep Angles Ros,0.6042,24.17,40,-2.32,-,33
290,286,285,JPN,Ryo Hisatsune,0.6037,24.15,40,-1.29,-,22
291,297,264,USA,Mark Hubbard,0.6022,31.31,52,-4.63,1.37,57
292,302,305,USA,Ryan Armour,0.6008,30.64,51,-3.92,4.35,51
293,369,460,CHN,Haotong Li,0.6004,25.22,42,-2.16,13.59,42
294,288,290,GER,Yannik Paul,0.5981,23.92,40,-1.13,-,22
295,287,274,RSA,Jaco Prinsloo,0.5977,23.91,40,-2.24,-,35
296,278,259,USA,Brian Stuard,0.5967,31.03,52,-4.13,-,63
297,283,271,USA,Chase Hanna,0.5958,24.43,41,-1.86,-,41
298,289,268,KOR,Hanbyeol Kim,0.5923,23.69,40,-2.8,-,28
299,291,314,ESP,Nacho Elvira,0.5906,29.53,50,-2.68,3.16,50
300,524,639,ENG,Steve Lewton,0.5903,23.61,40,-0.41,16.47,34
