,,Win,,Cover,,Total Points,,Implied,Implied Score,
Northern Arizona,1/17/2022 20:00,-220,9.09,-5.5,18.18,148.5,20,65.8,77,71.5
Wyoming,1/17/2022 20:00,110,22,2,19.05,149.5,18.18,45.7,73.8,75.8
Nevada,1/17/2022 20:00,-130,15.38,-2,17.39,149.5,18.18,54.3,75.8,73.8
Prairie View,1/17/2022 20:30,185,37,5,18.18,144.5,18.18,33.6,69.8,74.8
Alcorn State,1/17/2022 20:30,-225,8.89,-5,18.18,144.5,18.18,66.4,74.8,69.8
Bethune-Cookman,1/17/2022 20:30,-115,17.39,-1,18.18,133,18.18,51.1,67,66
Arkansas-Pine Bluff,1/17/2022 20:30,-105,19.05,1,18.18,133,18.18,48.9,66,67
Florida A&M,1/17/2022 20:30,-320,6.25,-7,18.18,143,18.18,72.7,75,68
Mississippi Valley St.,1/17/2022 20:30,250,50,7,18.18,143,18.18,27.3,68,75
Portland State,1/17/2022 21:00,410,82,10,19.05,140,19.05,18.7,65,75
Southern Utah,1/17/2022 21:00,-575,3.48,-10,17.39,140,17.39,81.3,75,65
Weber State,1/17/2022 21:00,-630,3.17,-11,18.18,137.5,18.18,82.6,74.3,63.3
Idaho State,1/17/2022 21:00,450,90,11,18.18,137.5,18.18,17.4,63.3,74.3
UNLV,1/17/2022 21:00,-280,7.14,-6.5,18.18,141,20,70.5,73.8,67.3
San Jose State,1/17/2022 21:00,225,45,6.5,18.18,141,16.67,29.5,67.3,73.8
Seattle,1/17/2022 22:00,-135,14.81,-2,16.67,146.5,18.18,55.3,74.3,72.3
California Baptist,1/17/2022 22:00,115,23,2,20,146.5,18.18,44.7,72.3,74.3
