player,player_id,position,team_name,player_game_count,assists,declined_penalties,franchise_id,grades_fgep_defense,grades_fgep_kicker,grades_fgep_offense,grades_kick_return,grades_kickoff_kicker,grades_long_snap,grades_misc_st,grades_punt_return,grades_punter,grades_special_teams_penalty,missed_tackles,penalties,snap_counts_field_goal,snap_counts_field_goal_blocking,snap_counts_kickoff,snap_counts_kickoff_return,snap_counts_punt_coverage,snap_counts_punt_return,tackles
Patrick Scales,6508,LS,CHI,8,0,0,6,,,78.9,,,85.5,68.5,,,66.1,0,0,28,0,0,0,29,0,0
Nick Bellore,6515,FB,SEA,6,0,0,29,60.0,,,,,,69.5,,,46.3,0,1,0,29,33,31,20,21,1
Fletcher Cox,7018,DI,PHI,2,0,0,24,,,,,,,60.0,,,66.8,0,0,0,0,0,0,0,2,0
Riley Reiff,7029,G,NE,1,0,0,19,,,60.0,,,,60.0,,,61.8,0,0,1,0,0,0,0,0,0
Kevin Zeitler,7032,G,BLT,8,0,0,3,,,66.1,,,,63.6,,,74.3,0,0,38,0,0,0,0,0,0
Bobby Wagner,7050,LB,SEA,7,0,0,29,60.0,,,,,,60.5,,,64.6,0,0,0,30,0,2,0,0,0
Lavonte David,7060,LB,TB,4,0,0,30,,,,,,,64.1,,,68.8,0,0,0,0,0,0,0,6,0
Bryan Anger,7072,P,DAL,7,0,0,9,,,61.5,,,,63.2,,76.4,71.6,0,0,36,0,0,0,22,0,1
Demario Davis,7079,LB,NO,2,0,0,20,,,,,,,60.0,,,64.3,0,0,0,0,0,0,0,2,0
Greg Zuerlein,7163,K,NYJ,6,0,0,22,,83.8,,,76.9,,60.5,,,62.5,0,1,23,0,26,0,0,0,0
Kelvin Beachum,7229,T,ARZ,2,0,0,1,,,60.0,,,,60.8,,,67.2,0,0,5,0,0,0,0,0,0
Johnny Hekker,7252,P,CAR,7,0,1,5,,,61.0,,60.0,,49.7,,53.2,27.7,0,1,26,0,2,0,31,0,0
Rodney McLeod,7271,S,CLV,7,2,0,8,60.3,,,,,,70.7,,,75.0,0,0,0,28,0,0,35,14,1
Tashaun Gipson Sr.,7288,S,SF,3,0,0,28,,,,,,,60.1,,,64.8,0,0,0,0,6,0,0,0,0
Aaron Brewer,7301,LS,ARZ,8,0,0,1,,,58.5,,,44.8,59.1,,,27.7,1,1,28,0,0,0,29,0,1
Charley Hughlett,7336,LS,CLV,7,0,0,8,,,73.1,,,37.9,68.6,,,66.7,0,0,30,0,0,0,35,0,2
Brandon Bolden,7469,HB,LV,8,0,0,23,59.5,,,,,,65.7,,,74.5,1,0,0,27,31,44,27,23,0
Justin Tucker,7604,K,BLT,8,0,0,3,,69.3,,,79.0,,60.7,,,62.9,0,0,38,0,43,0,0,0,0
Andrew DePaola,7633,LS,MIN,8,0,0,18,,,75.4,,,66.8,72.9,,,65.8,0,0,35,0,0,0,24,0,1
Ty Nsekhe,7636,T,CLV,2,0,0,8,,,60.2,,,,61.2,,,67.9,0,0,8,0,0,0,0,0,0
Josh Norman,7649,CB,BUF,1,0,0,4,,,,,,,74.0,,,63.5,0,0,0,0,5,0,0,0,2
Justin Bethel,7654,CB,MIA,8,1,0,17,59.3,,,,,,67.8,,,79.9,0,0,0,31,49,18,20,21,3
Greg Van Roten,7746,G,LV,8,0,0,23,,,63.3,,,,62.1,,,68.2,0,0,27,0,0,0,0,0,0
Josh Harris,7748,LS,LAC,7,0,0,27,,,80.1,,,79.4,80.3,,,66.1,0,0,31,0,0,0,28,0,2
Justin Pugh,7800,T,NYG,3,0,0,21,,,61.9,,,,61.8,,,69.0,0,0,10,0,0,0,0,0,0
DeAndre Hopkins,7808,WR,TEN,1,0,0,31,,,,,,,60.0,,,61.5,0,0,0,0,0,1,0,0,0
Cordarrelle Patterson,7810,HB,ATL,5,0,0,2,,,,56.6,,,60.2,,,62.1,0,0,0,0,0,26,0,0,0
Robert Woods,7822,WR,HST,6,0,0,13,,,,,,,60.6,64.1,,63.7,0,0,0,0,0,0,0,15,0
Johnathan Hankins,7830,DI,DAL,7,0,0,9,58.5,,,,,,60.2,,,71.8,0,0,0,21,0,0,0,3,0
Keenan Allen,7857,WR,LAC,1,0,0,27,,,,,,,60.0,,,61.5,0,0,0,0,0,1,0,0,0
John Jenkins,7863,DI,LV,8,0,0,23,59.2,,,,,,60.2,,,67.3,0,0,0,37,0,0,0,1,0
Duron Harmon,7872,S,CHI,1,0,0,6,,,,,,,60.1,,,62.9,0,0,0,0,3,0,0,0,0
William Gholston,7908,DI,TB,7,0,0,30,57.5,,60.4,,,,58.2,,,69.7,0,0,18,27,0,0,0,0,0
Kyle Juszczyk,7912,FB,SF,2,0,0,28,,,,,,,58.8,,,63.1,0,0,0,0,0,2,3,0,0
A.J. Klein,7930,LB,BUF,1,0,0,4,,,,,,,62.9,,,71.0,0,0,0,0,0,4,4,6,0
Micah Hyde,7941,S,BUF,7,0,0,4,59.8,,,,,,60.6,,,68.0,0,0,0,22,0,1,0,0,0
Sam Martin,7947,P,BUF,8,0,0,4,,,61.7,,,,62.6,,82.1,71.9,1,0,39,0,0,0,21,0,0
David Quessenberry,7957,T,MIN,7,0,0,18,,,64.1,,,,62.4,,,67.5,0,0,32,0,0,0,0,0,0
Dustin Hopkins,7958,K,CLV,7,0,0,8,,85.9,,,54.9,,60.6,,,62.7,0,0,30,0,38,0,0,0,2
Jordan Poyer,8000,S,BUF,6,0,0,4,59.7,,,,,,61.8,,,69.9,0,0,0,19,1,1,0,2,0
Nick Williams,8006,DI,LAC,7,0,0,27,58.0,,63.1,,,,59.4,,,68.7,0,0,28,29,0,0,0,1,0
Chris Hubbard,8051,T,TEN,7,0,0,31,,,63.3,,,,62.3,,,71.2,0,0,26,0,0,0,0,0,0
Brad Wing,8256,P,PIT,2,0,0,25,,,60.0,,,,60.9,,58.9,65.8,0,0,5,0,0,0,11,0,0
Tress Way,8358,P,WAS,8,0,0,32,,,61.3,,,,62.5,,57.1,70.3,0,0,31,0,0,0,38,0,0
Brandon McManus,8437,K,JAX,8,0,0,15,,85.5,,,73.6,,60.7,,,62.9,0,0,37,0,44,0,0,0,0
Cody Davis,8458,S,NE,2,0,0,19,60.0,,,,,,49.4,,,70.5,1,0,0,4,11,11,7,4,0
Mike Purcell,8530,DI,DEN,6,0,0,10,58.2,,,,,,59.8,,,71.6,0,0,0,36,0,0,0,4,0
James Winchester,8580,LS,KC,8,0,0,16,,,76.2,,,31.6,61.9,,,65.7,0,0,37,0,0,0,23,0,1
Brett Maher,8585,K,LA,7,0,0,26,,51.5,,,60.0,,60.3,,,61.8,0,0,36,0,2,0,0,0,0
Jadeveon Clowney,8636,ED,BLT,1,0,0,3,60.0,,,,,,60.0,,,61.6,0,0,0,1,0,0,0,0,0
Jake Matthews,8641,T,ATL,8,0,0,2,,,63.4,,,,62.2,,,68.3,0,0,28,0,0,0,0,0,0
Aaron Donald,8648,DI,LA,3,0,0,26,,,,,,,71.9,,,68.5,0,0,0,0,0,0,0,3,0
C.J. Mosley,8652,LB,NYJ,7,0,0,22,60.0,,,,,,62.2,,,66.4,0,0,0,30,0,0,0,5,0
Bradley Roby,8666,CB,PHI,1,0,0,24,,,,,,,60.0,,,60.0,0,0,0,0,0,0,0,1,0
Joel Bitonio,8670,G,CLV,6,0,0,8,,,60.9,,,,61.3,,,65.2,0,0,24,0,0,0,0,0,0
Kyle Van Noy,8675,ED,BLT,2,0,0,3,,,,,,,60.0,,,64.6,0,0,0,0,0,0,0,1,0
Davante Adams,8688,WR,LV,1,0,0,23,,,,,,,59.4,,,62.9,0,0,0,0,0,2,0,0,0
Allen Robinson II,8696,WR,PIT,1,0,0,25,,,,,,,60.0,,,61.7,0,0,0,0,0,1,0,0,0
Morgan Moses,8701,T,BLT,5,0,0,3,,,25.8,,,,29.8,,,69.8,0,0,22,0,0,0,0,0,0
Billy Turner,8702,T,NYJ,7,0,0,22,,,60.7,,,,61.2,,,65.3,0,0,19,0,0,0,0,0,0
Jerick McKinnon,8731,HB,KC,8,0,0,16,,,,,,,59.3,,,71.6,0,0,0,0,20,30,23,26,0
DaQuan Jones,8747,DI,BUF,3,0,0,4,58.9,,,,,,59.4,,,67.0,0,0,0,4,0,0,0,0,0
Brent Urban,8769,DI,BLT,7,0,0,3,58.6,,61.4,,,,60.8,,,68.3,0,0,15,20,0,0,0,5,0
Shelby Harris,8869,DI,CLV,7,0,0,8,57.6,,,,,,59.6,,,72.5,0,0,0,27,0,0,0,14,0
Charles Leno Jr.,8880,T,WAS,7,0,0,32,,,63.3,,,,62.2,,,68.3,0,0,27,0,0,0,0,0,0
Cairo Santos,8932,K,CHI,8,0,0,6,,80.5,,,80.2,,60.6,,,62.8,0,0,28,0,39,0,0,0,0
Casey Kreiter,8959,LS,NYG,8,0,0,21,,,77.5,,,72.2,72.5,,,28.6,0,1,25,0,0,0,46,0,2
Denico Autry,8982,ED,TEN,7,0,0,31,79.2,,,,,,88.8,,,74.7,0,0,0,30,0,0,0,6,0
Chris Boswell,8990,K,PIT,7,0,0,25,,88.2,,,75.7,,60.5,,,62.6,0,0,23,0,30,0,0,0,0
Willie Snead IV,8999,WR,SF,2,0,0,28,,,,,,,58.5,,,67.5,0,0,0,0,0,10,0,3,0
Shaquil Barrett,9000,ED,TB,3,0,0,30,,,,,,,62.1,,,66.6,0,0,0,0,0,0,0,4,0
James Hurst,9001,G,NO,4,0,0,20,,,61.5,,,,61.4,,,66.0,0,0,14,0,0,0,0,0,0
Cornelius Lucas,9025,T,WAS,8,0,0,32,,,61.3,,,,61.5,,,65.7,0,0,31,0,0,0,0,0,0
Kerry Hyder Jr.,9045,ED,SF,3,0,0,28,60.0,,,,,,60.3,,,63.0,0,0,0,9,0,0,0,0,0
Tyler Ott,9174,LS,BLT,8,0,0,3,,,24.6,,,61.8,47.9,,,66.7,0,0,38,0,0,0,36,0,1
Adrian Phillips,9177,S,NE,8,0,0,19,59.7,,,,,,63.7,,,71.5,1,0,0,41,31,48,33,16,2
Damien Williams,9205,HB,ARZ,2,0,0,1,,,,,,,61.1,,,67.0,0,0,0,0,0,0,0,3,0
Justin McCray,9234,C,CAR,2,0,0,5,,,60.0,,,,60.7,,,62.9,0,0,7,0,0,0,0,0,0
C.J. Goodwin,9243,CB,DAL,5,0,0,9,59.6,,,,,,76.3,,,78.1,0,0,0,13,30,13,12,17,3
Daniel Sorensen,9253,S,NO,2,0,0,20,59.9,,,,,,71.3,,,71.2,0,0,0,5,11,6,3,12,0
Tyler Shatley,9257,G,JAX,8,0,0,15,,,63.1,,,,61.9,,,65.1,0,0,37,0,0,0,0,0,0
Matt Feiler,9289,G,TB,6,0,0,30,,,63.4,,,,61.7,,,62.3,0,0,20,0,0,0,0,0,0
Keith Smith,9302,FB,ATL,8,1,0,2,,,,59.9,,,57.6,,,77.5,1,0,0,0,31,36,35,33,2
Tyler Larsen,9304,C,WAS,7,0,0,32,,,64.9,,,,63.0,,,72.7,0,0,26,0,0,0,0,0,0
Dante Fowler Jr.,9436,ED,DAL,3,0,0,9,59.7,,,,,,62.7,,,69.0,0,0,0,2,0,0,0,4,0
Brandon Scherff,9438,G,JAX,1,0,0,15,,,60.0,,,,60.0,,,62.5,0,0,1,0,0,0,0,0,0
Leonard Williams,9439,DI,NYG,8,0,0,21,82.0,,,,,,90.1,,,70.4,0,0,0,35,0,0,0,15,0
Andrus Peat,9446,T,NO,7,0,0,20,,,63.4,,,,62.2,,,68.4,0,0,28,0,0,0,0,0,0
Arik Armstead,9450,DI,SF,4,0,0,28,,,,,,,62.7,,,76.7,0,0,0,0,0,0,0,3,0
Nelson Agholor,9453,WR,BLT,3,0,0,3,,,,59.5,,,59.4,,,63.4,0,0,0,0,0,5,0,0,0
Bud Dupree,9455,ED,ATL,2,0,0,2,,,,,,,60.0,,,67.3,0,0,0,0,0,0,0,2,0
Shaq Thompson,9458,LB,CAR,1,0,0,5,60.0,,,,,,60.7,,,63.4,0,0,0,4,0,0,0,1,0
Laken Tomlinson,9461,G,NYJ,7,0,0,22,,,63.5,,,,62.3,,,69.4,0,0,25,0,0,0,0,0,0
Donovan Smith,9467,T,KC,8,0,0,16,,,64.2,,,,62.8,,,72.4,0,0,37,0,0,0,0,0,0
Mario Edwards Jr.,9468,DI,SEA,6,0,0,29,58.6,,,,,,61.2,,,73.9,0,0,0,12,0,0,0,6,0
Preston Smith,9471,ED,GB,4,0,0,12,,,,,,,62.1,,,66.6,0,0,0,0,0,0,0,4,0
Eric Kendricks,9478,LB,LAC,3,0,0,27,60.0,,,,,,61.8,,,64.2,0,0,0,7,0,0,0,3,0
Ronald Darby,9483,CB,BLT,4,0,0,3,,,,,,,65.4,,,69.4,0,0,0,0,11,0,0,3,1
Jordan Phillips,9485,DI,BUF,2,0,0,4,59.8,,,,,,30.0,,,19.4,0,1,0,1,0,0,0,0,0
Ameer Abdullah,9487,HB,LV,8,0,0,23,,,,,,,67.4,,,75.9,0,0,0,0,32,44,25,13,4
Rob Havenstein,9490,T,LA,7,0,0,26,,,26.5,,,,35.6,,,72.2,0,0,36,0,0,0,0,0,0
Markus Golden,9491,ED,PIT,3,0,0,25,59.3,,,,,,59.8,,,65.9,0,0,0,3,0,0,0,0,0
Randy Gregory,9493,ED,SF,3,0,0,28,59.9,,,,,,60.4,,,63.6,0,0,0,17,0,0,0,0,0
Tyler Lockett,9502,WR,SEA,2,0,0,29,,,,,,,59.6,,,62.6,0,0,0,0,0,2,0,0,0
Chris Conley,9509,WR,SF,1,0,0,28,,,,,,,60.5,,,63.2,0,0,0,0,0,6,0,0,0
Jordan Hicks,9517,LB,MIN,7,0,0,18,60.0,,,,,,63.5,,,66.3,0,0,0,11,0,0,0,7,0
Tyler Kroft,9518,TE,MIA,2,0,0,17,,,,,,,58.1,,,64.2,0,0,0,0,0,5,0,0,0
Ty Montgomery,9527,WR,NE,8,0,0,19,,,,53.4,,,68.9,,,70.1,0,0,0,0,31,47,32,16,2
Steven Nelson,9531,CB,HST,2,0,0,13,,,,,,,60.0,,,68.7,0,0,0,0,2,0,0,3,0
Angelo Blackson,9533,DI,JAX,3,0,0,15,,,,,,,61.4,,,67.3,0,0,0,0,0,0,0,3,0
Jamison Crowder,9538,WR,WAS,8,0,0,32,,,,,,,60.8,65.0,,64.3,0,0,0,0,0,1,0,28,0
Blake Bell,9550,TE,KC,8,0,0,16,,,,,,,57.5,,,69.3,0,0,0,0,7,30,0,2,0
Za'Darius Smith,9555,ED,CLV,6,0,0,8,59.9,,,,,,65.3,,,70.3,0,0,0,2,0,0,0,11,0
Kwon Alexander,9557,LB,PIT,1,0,0,25,59.8,,,,,,60.0,,,61.1,0,0,0,2,0,0,0,0,0
Jon Feliciano,9561,G,SF,8,0,0,28,,,62.5,,,,61.8,,,65.6,0,0,40,0,0,0,0,0,0
Shaq Mason,9564,G,HST,7,0,0,13,,,65.6,,,,63.3,,,73.5,0,0,32,0,0,0,0,0,0
Max Garcia,9566,G,NO,8,0,0,20,,,61.8,,,,50.0,,,26.9,0,1,37,0,0,0,0,0,0
Mark Glowinski,9567,G,NYG,4,0,0,21,,,61.8,,,,61.7,,,68.5,0,0,12,0,0,0,0,0,0
Grady Jarrett,9570,DI,ATL,5,0,0,2,58.2,,,,,,58.7,,,68.5,0,0,0,19,0,0,0,0,0
Adrian Amos,9575,S,NYJ,7,0,0,22,59.7,,,,,,64.0,,,72.8,0,0,0,24,32,18,10,26,0
MyCole Pruitt,9576,TE,ATL,8,0,0,2,,,61.6,,,,64.8,,,67.6,0,0,16,0,0,36,0,0,0
Bobby McCain,9578,S,NYG,5,0,1,21,,,,,,,53.4,,,72.8,0,1,0,0,19,28,8,14,1
Stefon Diggs,9579,WR,BUF,1,0,0,4,,,,,,,60.0,,,62.9,0,0,0,0,0,1,0,0,0
C.J. Uzomah,9590,TE,NYJ,7,1,0,22,,,63.2,,,,66.5,,,67.3,0,0,25,0,0,36,31,0,1
Bradley Pinion,9598,P,ATL,8,0,0,2,,,61.1,,78.4,,62.3,,89.3,68.8,1,0,28,0,35,0,36,0,0
Joe Cardona,9599,LS,NE,8,0,0,19,,,30.1,,,0.0,29.9,,,67.0,1,1,24,0,0,0,40,0,1
Michael Burton,9601,FB,DEN,8,0,0,10,,,,,,,85.1,,,71.1,0,0,0,0,39,46,32,10,2
David Mayo,9602,LB,WAS,8,1,0,32,60.0,,,,,,67.0,,,49.6,0,1,0,41,28,42,36,20,2
Darren Waller,9637,TE,NYG,1,0,0,21,,,,,,,60.0,,,62.5,0,0,0,0,0,0,0,0,0
Rakeem Nunez-Roches,9650,DI,NYG,8,0,0,21,57.7,,60.2,,,,61.2,,,75.4,0,0,9,37,0,0,0,15,0
Trent Brown,9677,T,NE,7,0,0,19,,,62.7,,,,62.0,,,67.9,0,0,21,0,0,0,0,0,0
Geoff Swaim,9679,TE,ARZ,8,0,0,1,,,63.1,,,,46.5,,,69.0,0,0,27,0,0,46,11,0,0
Raheem Mostert,9783,HB,MIA,1,0,0,17,,,,,,,60.0,,,60.0,0,0,0,0,0,1,0,0,0
Neville Hewitt,9836,LB,HST,6,0,0,13,59.9,,,,,,61.8,,,30.7,1,1,0,20,30,24,29,21,5
DeAndre Carter,9859,WR,LV,8,0,0,23,,,,55.2,,,61.0,61.2,,65.5,0,0,0,0,0,44,3,25,0
Troy Hill,9881,CB,CAR,7,0,1,5,60.3,,,,,,48.7,,,28.2,0,1,0,29,8,0,0,6,0
DeShawn Williams,9891,DI,CAR,6,0,0,5,,,,,,,64.1,,,67.8,0,0,0,0,0,3,0,6,0
David Andrews,9948,C,NE,1,0,0,19,,,,,,,60.0,,,62.5,0,0,0,0,0,0,0,0,0
Dean Marlowe,9966,S,LAC,6,1,0,27,59.4,,,61.2,,,67.3,,,70.1,0,0,0,12,29,13,9,19,0
Alex Singleton,9994,LB,DEN,7,0,0,10,60.0,,,,,,73.7,,,65.6,0,0,0,12,0,0,23,0,2
Rick Lovato,10007,LS,PHI,8,0,0,24,,,67.2,,,37.8,58.6,,,65.4,0,0,43,0,0,0,20,0,0
Kendall Lamm,10017,T,MIA,8,0,0,17,,,64.6,,,,63.0,,,72.8,0,0,43,0,0,0,0,0,0
Jason Myers,10207,K,SEA,7,0,0,29,,56.5,,,58.0,,60.6,,,62.7,0,0,34,0,38,0,0,0,0
Chris Manhertz,10211,TE,DEN,8,0,0,10,,,,,,,51.2,,,65.2,0,0,0,0,0,46,3,0,0
Efe Obada,10235,DI,WAS,2,0,0,32,59.3,,,,,,59.8,,,66.0,0,0,0,8,0,0,0,0,0
Ezekiel Elliott,10638,HB,NE,2,0,0,19,,,,,,,60.0,,,63.4,0,0,0,0,0,1,0,0,0
DeForest Buckner,10641,DI,IND,4,0,0,14,,,,,,,63.3,,,72.1,0,0,0,0,0,0,0,9,0
Jack Conklin,10642,T,CLV,1,0,0,8,,,60.0,,,,60.0,,,63.0,0,0,1,0,0,0,0,0,0
Leonard Floyd,10643,ED,BUF,1,0,0,4,59.5,,,,,,59.9,,,65.4,0,0,0,1,0,0,0,1,0
Sheldon Rankins,10646,DI,HST,4,0,0,13,58.8,,,,,,60.5,,,71.7,0,0,0,7,0,0,0,5,0
Laremy Tunsil,10647,T,HST,4,0,0,13,,,61.2,,,,61.1,,,61.5,0,0,13,0,0,0,0,0,0
Keanu Neal,10651,S,PIT,7,0,0,25,60.0,,,,,,58.4,,,66.1,0,0,0,26,0,0,41,0,0
Shaq Lawson,10653,ED,BUF,7,0,0,4,90.0,,,,,,91.0,,,70.9,0,0,0,19,0,0,0,0,0
Laquon Treadwell,10657,WR,BLT,2,0,0,3,,,,,,,87.6,,,73.2,0,0,0,0,9,6,9,10,2
Artie Burns,10659,CB,SEA,4,0,0,29,60.4,,,,,,61.5,,,75.9,0,0,0,10,24,6,6,10,0
Kenny Clark,10661,DI,GB,5,0,0,12,58.8,,,,,,60.2,,,67.8,0,0,0,27,0,0,0,3,0
Emmanuel Ogbah,10666,ED,MIA,8,0,0,17,59.9,,,,,,64.5,,,70.4,0,0,0,38,0,0,0,15,0
Hunter Henry,10669,TE,NE,3,0,0,19,,,,,,,58.2,,,65.3,0,0,0,0,0,6,0,0,0
Sterling Shepard,10674,WR,NYG,1,0,0,21,,,,,,,60.2,37.7,,62.9,0,0,0,0,0,0,0,7,0
Austin Johnson,10677,DI,LAC,7,0,0,27,58.2,,,,,,59.6,,,73.5,0,0,0,29,0,0,0,2,0
Jihad Ward,10678,ED,NYG,3,0,0,21,59.8,,,,,,60.2,,,63.5,0,0,0,18,0,0,0,0,0
A'Shawn Robinson,10680,DI,NYG,8,0,0,21,58.3,,,,,,58.6,,,68.5,0,0,0,37,0,0,0,0,0
Jarran Reed,10683,DI,SEA,6,0,0,29,85.8,,,,,,90.7,,,71.1,0,0,0,23,0,0,0,0,0
Deion Jones,10686,LB,CAR,1,0,0,5,,,,,,,60.0,,,61.0,0,0,0,0,1,0,0,0,0
Tyler Boyd,10689,WR,CIN,1,0,0,7,,,,,,,60.0,,,61.5,0,0,0,0,0,1,0,0,0
Cody Whitehair,10690,G,CHI,8,0,0,6,,,61.1,,,,61.4,,,65.5,0,0,28,0,0,0,0,0,0
Adam Gotsis,10697,DI,JAX,8,0,0,15,59.5,,63.6,,,,66.0,,,72.2,0,0,37,29,36,31,0,7,0
Kevin Byard,10698,S,PHI,4,0,0,24,59.4,,,,,,61.2,,,66.1,0,0,0,6,0,0,0,3,0
Maliek Collins,10701,DI,HST,6,0,0,13,58.6,,,,,,46.6,,,26.7,0,1,0,22,0,0,0,5,0
Yannick Ngakoue,10703,ED,CHI,4,0,0,6,,,,,,,62.4,,,67.3,0,0,0,0,0,0,0,5,0
Jonathan Bullard,10706,DI,MIN,6,0,0,18,57.8,,,,,,58.0,,,69.1,0,0,0,24,0,0,0,0,0
Daryl Worley,10711,S,BLT,4,0,0,3,60.5,,,,,,60.4,,,74.3,0,0,0,13,12,15,15,14,0
Isaac Seumalo,10713,G,PIT,7,0,0,25,,,63.8,,,,50.3,,,24.1,0,1,23,0,0,0,0,0,0
Nick Vigil,10721,LB,MIN,1,0,0,18,,,,,,,74.1,,,67.5,0,0,0,0,5,2,2,4,0
Javon Hargrave,10723,DI,SF,4,0,0,28,,,,,,,62.3,,,76.2,0,0,0,0,0,0,0,3,0
Graham Glasgow,10729,G,DET,7,0,0,11,,,65.1,,,,62.3,,,62.7,0,0,37,0,0,0,0,0,0
Justin Simmons,10732,S,DEN,6,0,0,10,59.9,,,,,,60.6,,,64.8,0,0,0,29,2,0,0,0,0
Eric Murray,10740,S,HST,5,0,0,13,59.8,,,,,,65.5,,,69.2,0,0,0,9,19,7,13,11,1
Chris Moore,10741,WR,TEN,7,0,0,31,,,,60.0,,,90.3,,,72.3,0,0,0,0,0,29,4,10,1
Miles Killebrew,10745,ED,PIT,7,1,0,25,60.0,,,,,,90.9,,,71.3,0,1,0,1,30,35,41,27,6
De'Vondre Campbell,10749,LB,GB,4,0,0,12,60.0,,,,,,61.7,,,70.0,0,0,0,15,0,0,0,1,0
Hassan Ridgeway,10750,DI,HST,1,0,0,13,59.4,,,,,,59.8,,,64.7,0,0,0,1,0,0,0,0,0
David Onyemata,10754,DI,ATL,8,0,0,2,57.6,,,,,,58.0,,,72.0,0,0,0,31,0,0,0,0,0
Andrew Billings,10756,DI,CHI,7,0,0,6,58.0,,,,,,58.5,,,68.4,0,0,0,12,0,0,0,2,0
Deon Bush,10758,S,KC,1,0,0,16,,,,,,,66.8,,,65.8,0,0,0,0,3,5,0,2,0
Demarcus Robinson,10760,WR,LA,6,0,0,26,,,,,,,52.9,,,69.7,1,0,0,0,29,13,1,10,0
Dean Lowry,10771,DI,MIN,7,0,0,18,58.4,,,,,,60.2,,,71.0,0,0,0,32,0,0,0,6,0
Connor McGovern,10778,C,NYJ,5,0,0,22,,,62.0,,,,61.8,,,69.6,0,0,16,0,0,0,0,0,0
Matthew Judon,10780,ED,NE,1,0,0,19,,,,,,,60.0,,,65.2,0,0,0,0,0,0,0,1,0
Quinton Jefferson,10781,DI,NYJ,4,0,0,22,58.9,,,,,,59.6,,,66.5,0,0,0,10,0,0,0,1,0
Halapoulivaati Vaitai,10798,G,DET,5,0,0,11,,,62.8,,,,62.2,,,70.6,0,0,20,0,0,0,0,0,0
Tyreek Hill,10799,WR,MIA,1,0,0,17,,,,,,,60.0,,,60.7,0,0,0,0,0,1,0,0,0
DJ Reader,10800,DI,CIN,7,0,0,7,57.9,,,,,,58.9,,,70.3,0,0,0,22,0,0,0,3,0
