player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Lorenzo Fauatea,52005,DI,BYU,5,3,0,,1,0,128,,50.3,3.7,54.6,54.3,79.4,2,1,0,,0.0,0,0,2,0.0,0,1,1,0,0,162,161,26,56,16,63,0,1,76,86,0,6,6,0,4,0,0,0,
Penei Pavihi,52079,LB,HAWAII,5,5,0,93.3,0,0,180,65.2,46.6,17.0,61.4,35.5,50.1,0,0,1,32,18.8,6,1,1,86.4,14,1,262,0,104,269,1,0,0,1,0,0,268,17,148,6,12,21,15,1,0,171,147,12.2
Kaleb Hayes,52137,CB,BYU,4,1,0,66.7,0,0,128,67.5,66.2,0.0,,67.1,77.0,0,0,0,28,7.7,1,2,1,119.4,8,0,19,134,65,159,0,0,0,0,0,2,159,0,94,3,1,11,12,0,1,98,2,12.3
Jared Reed,52173,CB,BOISE ST,1,0,0,,0,0,120,,60.0,61.7,,60.0,,0,0,0,,,0,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
George Nyakwol,52203,S,RICE,5,3,0,60.0,0,0,275,57.1,55.7,82.3,59.9,52.1,37.0,3,1,1,28,26.1,6,1,0,92.9,3,0,73,3,116,221,9,0,0,9,0,120,212,10,95,16,5,14,5,4,1,49,11,16.3
Kenneth Orji,52209,ED,RICE,2,0,0,,0,0,275,60.0,59.2,77.4,53.2,62.9,34.2,0,1,0,,50.0,1,0,0,0.0,0,0,1,0,0,25,24,0,0,24,0,0,1,12,13,0,0,1,0,1,0,0,0,
Trey Schuman,52216,ED,RICE,5,1,0,,0,0,275,63.0,73.8,24.2,80.1,59.7,57.8,2,7,0,,25.0,1,0,1,0.0,0,2,0,0,4,109,109,0,2,80,27,0,0,59,46,0,4,2,0,11,0,0,0,
Alii Matau,52219,LB,S JOSE ST,4,6,0,77.8,0,0,285,58.6,62.3,83.9,59.2,65.4,62.5,0,3,0,13,16.0,4,1,0,127.8,7,1,89,1,69,223,67,0,0,67,0,0,156,33,121,66,6,15,9,4,1,52,20,7.4
Rico Tolefree,52250,LB,S JOSE ST,4,0,0,50.0,0,0,285,72.8,67.9,0.0,55.4,69.8,78.6,0,0,0,10,0.0,0,1,1,64.6,1,0,13,0,23,65,16,0,0,16,0,0,49,7,35,36,2,3,2,0,0,10,0,10.0
Sinjun Astani,52257,DI,USC,1,0,0,,0,0,326,,60.0,64.7,59.8,,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Tre White,52261,S,S JOSE ST,3,1,0,100.0,0,0,285,65.6,58.6,0.0,,59.5,79.4,0,0,0,11,0.0,0,0,1,129.2,2,0,12,0,20,47,0,0,0,0,0,31,47,0,27,4,1,2,2,0,1,11,0,5.5
Gabe Reid,52273,ED,UTAH,4,3,0,,0,0,328,57.9,77.9,80.7,79.0,70.3,72.3,2,8,0,,7.7,1,0,0,0.0,0,2,1,0,3,106,105,0,6,89,10,0,1,59,44,0,10,9,0,12,0,0,0,
Ryan Johnson,52282,ED,NWESTERN,5,1,3,,0,0,256,59.3,71.5,80.9,65.7,72.8,60.2,2,2,0,,25.0,1,0,0,0.0,0,1,0,0,1,151,151,0,21,89,41,0,0,68,82,0,3,2,0,5,0,0,0,
Bentlee Sanders,52291,S,NEVADA,5,2,0,44.4,0,1,239,77.6,71.6,84.5,,56.1,55.0,0,0,4,44,20.5,8,0,1,48.4,8,0,108,3,155,320,2,0,0,2,0,126,318,0,165,81,12,29,18,0,1,131,58,16.4
Darrien Grant,52293,DI,USF,5,0,0,,0,0,327,,58.5,79.0,62.3,55.3,73.0,0,1,0,,0.0,0,0,0,0.0,0,0,0,0,0,97,97,4,75,13,5,0,0,45,52,0,2,2,0,1,0,0,0,
Fred Lloyd Jr.,52300,WR,LA MONROE,1,0,0,,0,0,209,,60.0,60.0,,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Mekhi LaPointe,52315,S,USF,5,4,0,88.2,0,0,327,61.0,57.9,83.3,57.4,51.2,53.4,0,0,1,26,22.7,10,1,0,127.2,15,1,72,1,137,264,0,0,0,0,0,147,264,3,124,44,11,30,17,1,2,187,97,12.5
Nick Roberts,52318,S,SMU,4,6,0,77.8,0,0,287,61.6,59.2,81.9,58.4,53.2,62.5,0,0,1,53,15.0,3,0,0,79.2,7,0,115,2,124,239,3,0,0,3,0,56,236,2,113,63,3,11,9,0,0,136,37,19.4
Bryce Dugan,52425,ED,OHIO,2,0,0,,0,0,259,60.0,52.6,74.5,54.8,62.4,23.8,0,1,0,,100.0,1,0,0,0.0,0,0,0,0,0,18,18,0,0,13,5,0,0,12,6,0,0,0,0,1,0,0,0,
Malik Vann,52555,ED,CINCINNATI,2,0,0,,0,0,138,,53.9,0.0,60.1,56.9,73.1,0,1,0,,0.0,0,0,1,0.0,0,0,0,0,0,53,53,0,9,27,17,0,0,28,25,0,1,2,0,1,0,0,0,
Tyler Bentley,52790,DI,PITTSBURGH,5,1,0,,0,0,268,,68.0,77.8,58.6,72.3,44.2,0,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,74,74,1,71,1,1,0,0,45,29,0,2,2,0,0,0,0,0,
Xavier Peters,52819,ED,FAU,6,0,0,100.0,0,0,165,55.3,65.4,0.0,57.8,82.0,78.8,2,0,0,12,0.0,0,0,1,116.7,1,0,0,0,7,65,65,1,8,31,25,0,0,36,22,0,4,6,1,2,0,12,9,12.0
Cole Pearce,52970,LB,BALL ST,5,11,1,57.1,0,0,117,62.8,75.0,82.3,68.6,79.0,86.7,0,1,0,17,2.6,1,0,0,69.3,4,2,365,0,165,380,6,0,0,6,0,2,374,20,195,7,18,26,7,3,0,33,12,8.3
James Camden,53418,S,CINCINNATI,1,0,0,,0,0,138,,60.8,64.9,,60.0,,0,0,0,,,0,0,0,0.0,0,0,2,1,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,
Deshawn Pace,53549,LB,CINCINNATI,5,4,0,71.4,0,0,138,64.2,60.9,25.3,66.4,56.5,51.0,2,3,1,32,23.1,6,1,2,78.0,10,1,171,12,111,251,37,0,0,37,0,9,214,24,116,22,13,16,14,6,1,75,61,7.5
Ja'von Hicks,53569,S,CINCINNATI,5,10,0,35.7,1,0,138,76.1,74.1,21.5,60.0,69.8,67.6,0,1,2,41,16.0,4,2,1,20.5,5,0,39,5,195,363,4,0,0,4,0,235,359,1,167,80,4,11,14,1,0,95,24,19.0
Eric Phillips,53572,ED,CINCINNATI,5,2,1,,0,1,138,65.6,76.2,21.8,75.7,72.6,82.5,3,5,0,,0.0,0,0,2,0.0,0,4,0,0,0,241,241,0,19,123,99,0,0,131,110,0,10,11,0,12,0,0,0,
Ivan Pace Jr.,53587,LB,CINCINNATI,5,11,0,90.9,0,2,138,59.8,92.7,0.0,94.4,90.9,78.3,10,10,0,19,11.7,7,1,2,143.4,10,8,346,0,121,362,14,0,0,14,0,0,348,78,163,2,37,42,11,28,2,98,65,9.8
Ryan Mullaney,53704,ED,CINCINNATI,4,1,0,,0,0,138,,60.0,3.1,52.4,66.6,49.7,0,1,0,,22.2,2,0,1,0.0,0,0,0,0,0,71,71,0,0,33,38,0,0,16,55,0,5,6,0,1,0,0,0,
Carrington Valentine,53750,CB,KENTUCKY,5,3,0,40.0,1,0,202,63.6,62.5,82.6,49.0,58.0,64.4,0,2,1,63,16.7,3,4,3,52.8,12,0,22,254,155,285,3,0,0,3,0,3,282,2,128,3,4,12,30,2,0,225,94,18.8
Jaheim Thomas,54193,LB,CINCINNATI,5,5,0,50.0,0,1,138,59.2,73.3,13.7,89.0,70.0,50.5,4,4,0,20,16.7,4,0,1,69.8,2,0,102,1,52,171,56,0,0,56,0,0,115,35,84,12,7,15,4,8,0,25,4,12.5
Isaiah Norman,54967,S,MARSHALL,3,0,0,100.0,0,0,214,62.6,66.3,80.5,,75.0,83.6,0,0,0,16,0.0,0,0,0,110.4,2,0,18,0,62,107,0,0,0,0,0,50,107,0,45,39,1,5,2,0,0,21,11,10.5
Aapri Washington,55013,CB,E CAROLINA,4,1,0,0.0,0,0,156,64.3,66.1,73.8,59.3,65.4,73.1,0,1,0,,0.0,0,0,0,39.6,0,0,5,17,7,24,2,0,0,2,0,0,22,2,15,0,0,0,1,1,0,0,0,
Tim Terry,55020,LB,AKRON,3,3,0,75.0,0,0,102,75.2,57.8,76.7,45.3,41.8,44.6,1,1,0,9,23.5,4,0,0,79.2,3,0,92,1,48,101,3,0,0,3,0,0,98,4,49,5,9,10,4,2,0,14,14,4.7
Isaiah King,55037,CB,BUFFALO,3,1,0,71.4,0,0,126,54.0,52.1,76.5,59.1,49.7,62.9,0,0,0,59,16.7,1,0,0,153.3,5,0,8,58,32,67,0,0,0,0,0,1,67,1,34,0,0,4,7,0,1,112,71,22.4
Chibueze Onwuka,55044,DI,BOSTON COL,5,1,0,,0,0,121,58.1,67.0,83.1,62.4,69.1,53.1,1,7,0,,15.8,3,0,0,0.0,0,1,0,0,1,213,213,63,148,0,2,0,0,117,95,0,13,15,0,9,0,0,0,
Devonni Reed,55046,S,S CAROLINA,5,6,0,77.8,0,0,289,56.8,47.9,81.9,55.0,36.6,42.5,0,1,0,78,29.4,10,1,0,155.8,7,0,124,1,101,236,7,0,0,7,0,79,229,3,132,25,6,18,9,1,1,136,109,19.4
Troy Brown,55050,LB,OLE MISS,5,5,1,68.8,0,0,226,69.6,79.0,0.0,74.6,86.6,77.8,2,4,0,30,5.0,2,1,2,106.8,11,0,221,0,117,235,5,0,0,5,0,2,230,15,103,6,21,33,16,6,1,102,40,9.3
Angelo Howze,55073,ED,AKRON,1,1,0,,0,0,102,,31.3,74.1,57.2,34.7,25.6,0,0,0,,50.0,1,0,0,0.0,0,0,0,0,0,9,9,0,0,9,0,0,0,3,6,0,0,0,0,0,0,0,0,
Jabari Taylor,55075,ED,CINCINNATI,5,6,1,,0,0,138,,71.9,54.5,69.6,71.0,36.4,1,17,0,,29.4,5,0,1,0.0,0,2,0,0,0,272,272,8,62,152,50,0,0,147,125,0,6,6,0,20,0,0,0,
Wilson Huber,55090,LB,CINCINNATI,5,7,0,80.0,0,0,138,46.8,60.3,83.5,70.2,68.1,68.6,1,5,0,29,11.1,3,0,1,141.3,8,1,216,0,114,271,41,0,0,41,0,1,230,33,124,13,15,17,10,7,2,84,66,10.5
Jordan Swann,55103,CB,JAMES MAD,4,1,0,30.8,0,0,197,62.6,61.7,80.2,,54.9,64.0,0,0,1,90,12.5,1,0,0,60.1,4,0,3,133,83,138,2,0,0,2,0,0,136,0,55,0,3,6,13,0,1,121,66,30.3
Ian Swenson,55104,LB,UCONN,6,13,0,68.8,0,0,146,74.8,66.6,81.5,62.5,55.7,79.4,3,1,1,22,7.1,3,0,0,59.6,11,0,265,2,169,368,29,0,0,29,0,0,339,29,170,71,15,26,16,4,0,101,84,9.2
Caleb Thomas,55105,DI,LA MONROE,5,1,0,,0,0,209,61.4,67.5,40.4,62.0,69.9,28.9,0,5,0,,25.0,3,0,1,0.0,0,1,0,0,0,177,177,55,122,0,0,0,0,101,76,0,9,8,0,6,0,0,0,
Dorian Hall,55168,S,FIU,3,1,0,50.0,0,0,166,67.8,64.7,0.0,,65.7,81.2,0,0,1,27,0.0,0,0,1,42.7,2,0,11,0,34,52,0,0,0,0,0,23,52,0,18,18,1,3,4,0,0,37,38,18.5
Chris Bacon,55196,S,BOWL GREEN,5,6,0,70.6,0,0,122,60.7,62.6,85.7,54.5,68.8,58.5,0,2,0,41,19.0,8,0,0,134.2,12,0,106,7,233,341,8,0,0,8,0,154,333,7,101,66,9,28,17,2,2,139,27,11.6
Jaylon Jones,55197,CB,GA STATE,5,2,0,54.5,0,0,175,71.9,70.0,78.9,60.0,58.4,64.0,0,0,0,13,11.1,1,2,1,91.9,6,0,20,124,75,151,0,0,0,0,0,4,151,1,75,1,0,6,11,0,1,37,8,6.2
Jordan Strachan,55198,ED,S CAROLINA,2,2,0,,0,0,289,56.3,60.0,82.7,58.7,61.2,57.6,0,1,0,,12.5,1,0,0,0.0,0,1,1,0,7,94,92,0,0,92,0,0,2,30,57,1,5,5,0,2,0,0,0,
Zachary Ford,55353,CB,TOLEDO,5,3,0,64.7,0,0,316,73.9,72.6,83.9,55.8,67.8,64.7,0,1,1,38,14.3,3,1,0,58.9,11,0,57,8,125,223,1,0,0,1,0,12,222,3,95,145,6,15,17,1,0,112,75,10.2
Nate Givhan,55355,ED,TOLEDO,5,3,0,,1,0,316,77.4,61.4,26.3,60.6,58.4,48.5,0,3,0,,20.0,2,0,1,0.0,0,0,0,0,4,118,117,0,0,111,6,0,1,59,55,1,4,5,0,3,0,0,0,
Austin Camden,55408,DI,UCF,1,0,0,,0,0,323,,70.9,0.0,58.5,81.0,72.4,0,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,10,10,4,6,0,0,0,0,2,8,0,2,2,0,0,0,0,0,
Anthony Montalvo,55417,DI,UCF,4,0,1,,0,0,323,64.1,70.6,80.0,58.8,74.8,62.1,0,1,0,,11.1,1,0,0,0.0,0,1,1,0,1,120,119,25,78,1,15,0,1,65,54,0,9,8,0,2,0,0,0,
Coby Davis,55425,CB,WAKE,2,0,0,25.0,0,0,339,65.2,65.4,77.7,59.0,64.1,77.8,0,0,1,18,0.0,0,0,0,6.3,1,0,10,1,28,57,4,0,0,4,0,0,53,1,28,42,0,2,4,0,0,18,11,18.0
Troy Simon,55427,S,TOLEDO,5,1,0,50.0,0,0,316,37.9,39.9,79.2,60.0,46.9,58.8,0,0,0,47,16.7,1,1,0,135.4,3,0,38,0,46,99,0,0,0,0,0,31,99,1,52,30,1,4,6,0,2,96,23,32.0
Mike Allen,55430,ED,W KENTUCKY,5,1,0,100.0,0,0,346,56.7,66.7,80.5,57.7,76.8,60.0,1,7,0,10,20.0,1,0,0,108.3,1,0,0,0,1,110,110,17,24,33,36,0,0,70,39,0,1,3,1,8,0,10,5,10.0
Tyler Williams,55432,DI,WAKE,5,2,0,,0,0,339,,78.9,80.7,76.9,73.1,39.5,1,9,0,,22.2,2,0,0,0.0,0,1,1,0,0,194,193,3,143,10,37,0,1,116,78,0,4,5,0,11,0,0,0,
DJ Taylor,55438,LB,BOWL GREEN,5,5,0,77.8,0,0,122,48.8,57.0,78.2,70.7,65.0,48.1,1,0,1,51,20.5,8,1,0,112.8,21,1,178,0,129,211,3,0,0,3,0,0,208,11,71,30,11,26,27,2,2,239,196,11.4
Chase Monroe,55439,LB,CHARLOTTE,6,11,0,100.0,0,1,136,67.1,70.1,0.0,75.7,68.1,39.3,1,2,0,7,22.2,8,0,1,93.8,2,0,178,0,63,187,5,0,0,5,0,0,182,6,118,4,10,17,2,3,0,13,1,6.5
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,,0,0,134,,55.6,73.6,54.7,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,0,13,0,0,0,11,2,0,0,0,0,0,0,0,0,
Malik Hausman,55567,CB,HAWAII,5,1,0,46.2,0,0,180,54.0,55.5,86.3,58.2,59.0,54.1,0,0,2,42,21.4,3,2,1,68.9,12,0,26,6,115,234,15,0,0,15,0,0,219,2,117,187,2,10,26,0,3,137,54,11.4
Tony Wallace,55568,CB,UTSA,1,0,0,100.0,0,0,331,48.4,41.5,67.4,,60.0,74.8,0,0,0,48,0.0,0,0,0,118.8,1,0,0,1,1,2,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,48,22,48.0
Azizi Hearn,55569,CB,UCLA,5,5,0,68.2,1,0,324,62.2,63.0,82.4,64.5,62.9,88.5,0,2,0,37,0.0,0,2,1,101.1,15,0,61,60,160,238,9,0,0,9,0,3,229,7,71,105,1,13,22,2,1,143,70,9.5
Timarcus Davis,55574,CB,ARIZONA ST,4,5,0,56.0,0,0,110,56.0,56.9,0.0,59.1,71.0,61.4,0,0,2,43,14.3,4,1,4,52.6,14,0,33,207,115,244,0,0,0,0,0,1,244,1,128,3,2,19,25,0,0,223,62,15.9
Wylan Free,55596,S,GA SOUTHRN,5,8,0,66.7,0,1,174,74.4,75.8,83.4,70.5,74.6,83.2,0,0,0,36,5.4,2,2,0,121.5,8,0,67,0,120,237,13,0,0,13,0,62,224,3,114,95,10,27,12,0,1,104,39,13.0
Wesley McCormick,55609,CB,W VIRGINIA,5,1,0,38.1,0,1,343,66.6,64.7,0.0,,62.8,52.3,0,0,0,64,20.0,2,2,1,92.2,8,0,22,154,107,178,0,0,0,0,0,2,178,0,71,0,1,7,21,0,2,134,61,16.8
Cedrick Dort Jr.,55614,CB,WISCONSIN,5,0,0,88.9,0,0,349,63.3,65.3,83.5,,70.6,81.9,0,0,0,26,0.0,0,1,0,142.4,8,0,10,13,103,173,0,0,0,0,0,2,173,0,70,148,3,4,9,0,2,78,30,9.8
Anthony Johnson,55628,CB,VIRGINIA,5,7,0,58.6,1,0,335,79.1,80.1,23.2,60.0,84.0,88.3,0,0,1,24,2.6,1,3,4,57.8,17,0,36,309,186,354,7,0,0,7,0,0,347,1,167,1,9,31,29,0,0,148,43,8.7
Zack Sanders,55638,CB,OHIO,4,6,0,64.7,0,0,259,54.3,56.0,83.1,55.8,61.0,53.4,0,0,0,26,24.1,7,1,0,100.9,11,0,42,51,133,233,6,0,0,6,0,56,227,3,97,78,3,16,17,0,1,103,41,9.4
Tre Shaw,55648,CB,W KENTUCKY,3,0,0,100.0,0,0,346,57.5,54.1,0.0,59.1,61.1,50.6,0,0,0,39,25.0,1,0,1,118.8,2,0,1,35,23,40,3,0,0,3,0,0,37,1,16,1,1,3,2,0,0,55,9,27.5
Tariq Drake,55668,S,OHIO,5,4,0,53.8,0,0,259,72.1,69.4,85.4,,59.4,51.4,0,0,0,54,23.7,9,3,0,115.5,7,0,35,4,219,365,3,0,0,3,0,226,362,0,146,97,6,25,13,0,1,134,72,19.1
Justin Broiles,55678,S,OKLAHOMA,5,6,1,90.0,0,0,261,62.9,63.0,82.8,76.9,57.0,64.8,0,0,0,25,14.7,5,0,1,107.1,9,0,88,0,107,220,4,0,0,4,0,99,216,6,107,29,7,23,10,0,0,97,63,10.8
Kordell Rodgers,55713,CB,TEXAS ST,5,2,0,47.1,0,0,314,86.3,84.0,82.7,72.7,62.9,58.4,0,1,4,28,17.6,3,0,0,26.5,8,0,31,194,152,261,1,0,0,1,0,1,260,1,108,34,4,12,17,1,0,101,16,12.6
Orlando Lacey,55720,LB,TROY,1,0,0,100.0,0,0,318,49.4,45.7,64.7,,60.0,20.7,0,0,0,18,100.0,1,0,0,118.8,1,0,2,0,2,3,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,18,16,18.0
Grayson Cash,55727,S,UAB,4,7,0,66.7,0,0,321,75.3,77.3,82.8,71.0,75.5,80.7,0,0,0,10,9.5,2,1,0,75.0,4,1,56,4,123,218,5,0,0,5,0,130,213,1,94,23,8,12,6,1,0,25,7,6.3
Andre Grayson,55735,CB,UTAH ST,5,0,0,64.3,0,0,329,66.6,67.9,80.1,,70.1,66.5,0,0,0,62,11.1,1,1,0,147.3,9,0,7,121,88,144,0,0,0,0,0,0,144,0,56,16,2,8,14,0,3,202,73,22.4
Zahodri Jackson,55736,CB,N TEXAS,3,2,0,75.0,0,0,251,51.2,53.3,0.0,,76.1,63.8,0,0,0,29,12.5,1,0,1,156.3,3,0,0,61,26,61,0,0,0,0,0,0,61,0,35,0,1,5,4,0,1,65,44,21.7
Keyon Blankenbaker,55749,CB,TEXAS TECH,5,0,0,40.0,0,0,315,66.4,64.0,79.6,66.4,50.5,29.2,0,1,0,10,66.7,2,0,0,47.9,2,0,6,0,25,48,4,0,0,4,0,2,44,2,21,36,0,1,5,1,0,6,0,3.0
C.J. Coldon,55750,CB,OKLAHOMA,3,1,0,66.7,0,0,261,61.2,58.7,74.7,,52.6,79.4,0,0,0,8,0.0,0,0,0,74.3,2,0,2,33,15,35,0,0,0,0,0,0,35,0,20,0,2,3,3,0,0,12,-1,6.0
Jordyn Riley,55767,CB,LA MONROE,5,1,0,72.7,0,0,209,52.7,50.7,77.6,56.7,48.2,28.2,0,0,0,14,36.4,4,0,0,85.8,8,0,44,7,64,120,0,0,0,0,0,4,120,4,52,64,3,6,11,0,0,61,26,7.6
Steven Jones Jr.,55785,CB,APP STATE,5,2,0,57.9,0,0,108,62.3,67.1,83.6,,83.9,43.7,0,0,0,36,24.0,6,2,0,87.4,11,0,10,288,161,307,8,0,0,8,0,1,299,0,146,0,5,17,19,0,0,169,38,15.4
