player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Kirk Cousins,7102,QB,MIN,2,83,50.0,18,19,5.8,2.34,0,0,0.0,47.4,9,9,0.0,19,22.9,0,7,,74.8,33.7,74.5,35.6,,,1,2,19,0.0,51.5,0.0,0,0,0,0,2,3,15.8,66,3.5,0,18,50.7,66.8,66.0,66.4,83.3,54,59,5.6,2.71,0,3,4.9,69.5,41,21,8.9,64,77.1,4,22,,42.6,81.1,79.0,78.6,,66.4,1,1,67,14.3,89.1,4.7,3,2,0,4,1,1,1.5,432,7.3,82.0,50,52,3.7,2.57,0,1,1.9,73.1,38,0,7.3,53,63.9,3,21,,81.0,69.2,78.3,69.1,,58.3,0,1,55,,87.4,0.0,0,1,0,2,1,1,1.8,325,6.3,1,59.1,22,26,10.1,2.74,0,2,7.7,46.2,12,30,7.7,30,36.1,1,8,,26.5,62.3,76.3,59.1,,65.6,2,2,31,10.0,61.9,10.0,3,1,0,2,2,3,9.7,173,6.7
Davis Mills,52269,QB,HST,2,81,58.3,24,26,8.9,2.2,1,0,0.0,42.3,11,6,21.4,29,35.8,3,4,,26.0,44.6,76.3,42.4,,65.6,0,0,31,50.0,64.1,10.3,3,0,0,1,1,1,3.2,87,3.3,0,13,50.8,62.1,61.1,61.5,73.3,45,49,8.1,2.42,1,0,0.0,63.3,31,17,6.1,52,64.2,2,14,,80.8,74.5,78.3,73.2,,,2,0,54,17.6,89.7,5.8,3,0,0,1,1,0,0.0,330,6.7,72.2,54,58,8.4,2.16,2,0,0.0,60.3,35,0,10.3,58,71.6,4,15,,81.6,71.5,78.7,68.9,,65.6,0,0,61,,88.3,0.0,0,0,0,2,2,0,0.0,340,5.9,1,53.3,15,17,8.5,2.8,0,0,0.0,41.2,7,23,12.5,23,28.4,1,3,,23.7,42.9,75.3,44.0,,,2,0,24,26.1,55.3,26.1,6,0,0,0,0,1,4.2,77,4.5
Jalen Hurts,40291,QB,PHI,2,80,80.0,15,21,4.1,2.93,2,0,0.0,52.4,11,11,8.3,26,32.5,1,8,,77.0,66.1,75.9,69.0,,53.7,1,1,28,9.1,48.3,3.8,1,4,0,3,0,0,0.0,113,5.4,0,24,56.6,84.1,90.8,57.7,87.5,40,42,8.6,3.07,1,3,6.4,78.6,33,15,5.7,54,67.5,2,23,,81.4,93.5,78.6,92.5,,73.0,0,0,59,13.3,120.5,3.7,2,10,0,1,1,0,0.0,463,11.0,88.9,45,47,6.7,2.7,2,2,3.8,80.9,38,0,5.0,54,67.5,2,22,,81.4,90.8,78.6,91.1,,59.5,0,1,59,,108.6,0.0,0,7,0,0,1,0,0.0,493,10.5,2,70.0,10,16,10.4,3.72,1,1,5.6,37.5,6,26,14.3,26,32.5,1,9,,77.0,80.0,75.9,75.9,,71.3,1,0,28,11.5,54.9,11.5,3,7,0,4,0,0,0.0,83,5.2
Russell Wilson,7077,QB,DEN,2,80,45.5,11,13,6.9,2.71,1,0,0.0,38.5,5,8,0.0,14,17.5,0,5,,74.5,62.0,74.3,61.7,,,0,0,18,12.5,81.3,7.1,1,0,0,1,1,0,0.0,67,5.2,0,10,84.2,57.7,59.8,54.8,71.9,57,60,9.4,2.86,1,2,3.2,63.3,38,18,7.3,66,82.5,3,19,,82.5,58.3,79.2,59.1,,54.5,0,1,70,22.2,87.6,6.1,4,2,0,2,1,2,2.9,492,8.2,75.0,52,53,9.5,2.66,1,2,3.4,69.8,37,0,5.1,54,67.5,2,22,,81.5,73.0,78.6,72.4,,58.3,0,1,60,,106.6,0.0,0,1,0,0,2,1,1.7,529,10.0,2,43.8,16,20,7.3,3.21,1,0,0.0,30.0,6,26,14.3,26,32.5,1,2,,77.0,31.7,75.9,33.8,,58.3,0,0,28,19.2,39.6,19.2,5,1,0,3,0,1,3.6,30,1.5
Mitchell Trubisky,11757,QB,PIT,2,78,41.7,12,15,8.9,2.44,1,1,6.7,33.3,5,8,0.0,17,21.8,0,5,,74.2,56.6,74.1,54.0,,63.3,2,0,17,12.5,68.2,5.9,1,1,0,0,1,0,0.0,58,3.9,0,25,83.6,62.2,62.3,61.6,70.4,54,56,7.9,2.6,0,2,3.4,66.1,37,14,2.6,61,78.2,1,15,,81.9,64.7,78.9,64.8,,57.0,0,1,64,21.4,78.3,4.9,3,2,1,1,1,2,3.1,304,5.4,74.5,51,54,6.8,2.3,1,1,1.8,68.5,37,0,2.6,56,71.8,1,15,,81.2,67.9,78.5,69.2,,51.1,0,1,57,,80.3,0.0,0,2,1,1,1,2,3.5,294,5.4,1,33.3,15,17,12.7,3.24,0,2,11.1,29.4,5,22,0.0,22,28.2,0,5,,76.1,53.2,75.3,49.3,,70.5,2,0,24,18.2,63.4,18.2,4,1,0,0,1,0,0.0,68,4.0
Josh Allen,46601,QB,BUF,2,78,81.3,16,19,9.1,2.53,2,1,5.3,68.4,13,6,0.0,22,28.2,0,12,,75.6,76.2,75.0,71.4,,71.4,1,0,22,0.0,133.7,0.0,0,3,0,0,2,1,4.5,180,9.5,0,4,84.1,90.7,87.7,76.9,87.2,47,50,7.8,2.46,1,3,5.7,78.0,39,9,4.9,56,71.8,2,21,,81.4,91.6,78.6,89.5,,76.3,0,2,59,33.3,119.5,5.4,3,3,0,2,5,1,1.7,434,8.7,86.0,57,59,8.0,2.37,1,3,4.9,79.7,47,0,4.1,63,80.8,2,27,,82.0,91.9,78.9,90.3,,74.5,0,2,65,,129.6,0.0,0,4,0,1,7,1,1.5,531,9.0,1,83.3,6,10,9.7,2.93,2,1,9.1,50.0,5,15,0.0,15,19.2,0,6,,73.9,69.1,73.9,61.7,,72.5,1,0,16,20.0,78.3,20.0,3,2,0,1,0,1,6.3,83,8.3
Patrick Mahomes,11765,QB,KC,2,77,71.0,31,32,9.4,2.33,0,2,5.6,65.6,21,19,4.5,33,42.9,1,16,,78.6,65.3,76.9,65.4,,58.3,1,0,37,0.0,126.4,0.0,0,1,0,0,6,2,5.4,231,7.2,0,16,83.9,69.9,71.1,52.3,85.0,40,42,6.7,2.62,0,2,4.5,78.6,33,11,2.9,44,57.1,1,18,,79.9,72.5,77.7,72.9,,56.3,0,0,46,9.1,110.7,2.3,1,1,0,2,1,2,4.3,364,8.7,84.8,46,46,5.5,2.2,0,1,2.2,80.4,37,0,5.1,47,61.0,2,18,,80.0,62.4,77.7,62.7,,58.3,0,0,47,,118.8,0.0,0,1,0,0,3,3,6.4,336,7.3,1,68.0,25,28,12.3,2.96,0,3,8.8,60.7,17,30,0.0,30,39.0,0,16,,78.4,76.0,76.8,76.3,,56.3,1,0,36,3.3,130.8,3.3,1,1,0,2,4,1,2.8,259,9.3
Jared Goff,10635,QB,DET,2,76,47.1,17,17,6.8,2.26,0,0,0.0,47.1,8,8,0.0,18,23.7,0,4,,74.8,43.6,74.5,44.8,,,0,0,19,12.5,80.3,5.6,1,0,0,0,1,0,0.0,79,4.6,0,11,83.5,54.4,52.9,66.5,74.1,54,54,8.9,2.61,0,3,5.5,61.1,33,16,17.5,58,76.3,7,21,,81.3,59.5,78.6,58.3,,63.9,0,1,59,18.8,106.4,5.2,3,1,0,0,5,3,5.1,392,7.3,69.2,52,52,8.3,2.39,0,2,3.8,59.6,31,0,13.9,52,68.4,5,16,,80.8,51.7,78.2,52.1,,,0,0,53,,97.9,0.0,0,0,0,0,3,2,3.8,336,6.5,0,63.2,19,19,8.7,2.84,0,1,5.0,52.6,10,24,16.7,24,31.6,2,9,,76.1,59.7,75.5,57.5,,63.9,0,1,25,16.7,93.2,16.7,4,1,0,0,3,1,4.0,135,7.1
Trevor Lawrence,77632,QB,JAX,2,76,72.2,18,21,6.7,2.34,1,0,0.0,57.1,12,9,7.7,21,27.6,1,11,,76.1,63.4,75.3,62.9,,,1,0,24,0.0,77.3,0.0,0,0,0,1,0,0,0.0,139,6.6,0,15,84.1,65.3,64.6,59.0,81.3,48,51,9.4,2.61,1,2,3.6,72.5,37,16,5.1,55,72.4,2,17,,81.4,64.3,78.6,64.3,,58.3,0,1,59,12.5,104.3,3.6,2,1,0,2,3,2,3.4,371,7.3,91.7,48,50,7.0,2.29,2,2,3.8,82.0,41,0,6.8,51,67.1,3,23,,80.9,88.4,78.3,86.1,,,0,0,54,,121.9,0.0,0,0,0,0,3,0,0.0,423,8.5,2,44.4,18,22,13.1,3.04,0,0,0.0,36.4,8,25,0.0,25,32.9,0,5,,77.2,28.8,76.0,29.7,,58.3,1,1,29,8.0,29.9,8.0,2,1,0,3,0,2,6.9,87,4.0
Daniel Jones,39395,QB,NYG,2,71,100.0,9,10,6.3,3.22,0,0,0.0,90.0,9,10,0.0,17,23.9,0,8,,74.2,71.7,74.1,77.5,,53.3,0,0,17,30.0,127.5,17.6,3,4,0,1,1,0,0.0,66,6.6,0,21,83.9,52.9,55.5,53.0,77.5,40,45,6.6,3.16,2,0,0.0,66.7,30,25,3.2,54,76.1,1,12,,81.3,49.3,78.6,48.0,58.9,63.2,1,1,59,16.0,90.8,7.4,4,5,0,2,2,2,3.4,298,6.6,87.5,32,34,6.1,2.66,2,0,0.0,79.4,27,0,3.6,36,50.7,1,9,,78.9,60.1,77.1,63.7,,46.8,0,1,39,,112.5,0.0,0,2,0,0,3,1,2.6,234,6.9,1,70.6,17,21,7.5,3.71,0,0,0.0,57.1,12,35,0.0,35,49.3,0,11,,78.4,51.8,77.0,47.1,58.9,66.2,1,0,37,20.0,75.5,20.0,7,7,0,3,0,1,2.7,130,6.2
Mac Jones,60323,QB,NE,2,71,50.0,16,17,10.8,2.33,0,0,0.0,47.1,8,7,0.0,20,28.2,0,5,,75.4,53.7,0.0,57.8,,57.9,0,1,22,28.6,41.1,10.0,2,1,0,1,0,0,0.0,99,5.8,0,19,83.5,56.4,57.6,61.3,76.1,46,48,8.8,2.69,1,1,2.0,70.8,34,10,2.9,51,71.8,1,16,,80.8,58.0,78.2,58.1,,58.6,0,1,53,0.0,98.1,0.0,0,3,0,1,2,2,3.8,366,7.6,75.0,52,53,8.2,2.35,1,1,1.9,71.7,38,0,2.6,54,76.1,1,17,,81.0,73.2,78.3,72.8,,57.9,0,1,55,,98.7,0.0,0,1,0,0,2,0,0.0,409,7.7,2,40.0,10,12,15.1,3.34,0,0,0.0,33.3,4,17,0.0,17,23.9,0,4,,74.8,27.9,0.0,28.9,,58.6,0,1,20,11.8,14.6,11.8,2,3,0,2,0,2,10.0,56,4.7
