"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"114","Sung Kang",22529222,6300,49.74,39.54,0.95,70,24,0.3314,0.0032,0.0752,0.0414,0.0148,0.0057,0.0026,6e-04,100,0.0054,30,0.1,-0.1,-0.01,1,2022-05-15,"AT&T Byron Nelson"
"115","Kelly Kraft",22529223,6300,39.94,40.02,0.1,70.5,24.5,0.3347,0.0027,0.0758,0.04,0.0134,0.0043,0.0022,5e-04,100,0.0013,28,0.08,-0.12,-0.02,0,2022-05-15,"AT&T Byron Nelson"
"116","Wesley Bryan",22548829,6300,49.75,54.34,0.57,85.5,28,0.3756,0.0044,0.1022,0.059,0.0225,0.0088,0.0045,0.0011,65,0.0074,92.5,0.17,-0.03,0,1,2022-05-15,"AT&T Byron Nelson"
"117","Cameron Percy",22529224,6200,54.12,53.79,0.43,84,28,0.3765,0.0019,0.1044,0.0582,0.0215,0.0084,0.0037,0.0011,100,0.0044,29.5,0.18,0.03,0,0,2022-05-15,"AT&T Byron Nelson"
"118","Henrik Norlander",22529225,6200,49.11,54.28,0.57,84.5,28,0.3777,0.0024,0.1024,0.058,0.022,0.0086,0.0043,0.001,100,0.0044,34,0.16,0.01,0,1,2022-05-15,"AT&T Byron Nelson"
"119","Scott Gutschewski",22529226,6200,47.77,56.58,0.1,87,29,0.4084,0.0028,0.1156,0.0626,0.0235,0.0092,0.0046,0.001,100,0.0016,40.5,0.16,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"120","Mac Meissner",22529227,6200,62.5,39.23,0.03,69.5,24,0.3514,0.0019,0.092,0.0506,0.0182,0.0073,0.0035,7e-04,100,0.003,22.5,0.11,-0.04,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"121","Patrick Flavin",22529228,6200,65.88,40.81,0.27,71.5,24.5,0.3123,0.0017,0.0687,0.0358,0.0122,0.0041,0.0016,4e-04,100,0.0032,32,0.06,-0.09,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"122","Ryan Brehm",22529229,6200,65.44,35.43,0.24,59.08,22.5,0.332,0.0031,0.0766,0.0422,0.0155,0.006,0.0032,6e-04,100,0.0053,36,0.1,-0.05,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"123","Brandon Hagy",22529230,6200,44.02,47.64,0.46,80,26.5,0.375,0.0022,0.1035,0.0581,0.0225,0.0086,0.0046,0.0012,100,0.0021,31.5,0.19,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"124","Michael Gligic",22529231,6200,49.04,42.88,0.23,74.5,24.5,0.3798,0.0041,0.1013,0.0575,0.0216,0.0084,0.0039,0.001,73,0.0033,80,0.16,0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"125","Max McGreevy",22529232,6200,45.38,44.31,0.06,76,25.5,0.3373,0.0026,0.0734,0.0397,0.014,0.0056,0.0026,5e-04,83,3e-04,70,0.08,-0.07,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"126","Curtis Thompson",22529233,6200,44.21,47,0.03,79.5,26.5,0.3364,0.0017,0.0765,0.0413,0.0144,0.0053,0.0026,4e-04,100,2e-04,28,0.06,-0.09,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"127","Brett Drewitt",22529234,6100,48.14,40.7,0.02,71.5,25,0.3015,0.0018,0.0582,0.028,0.0096,0.0033,0.0014,1e-04,100,4e-04,36.5,0.02,-0.07,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"128","Kevin Tway",22529236,6100,44.05,45.49,0.08,77,25.5,0.4104,0.0039,0.117,0.0662,0.0255,0.01,0.0052,0.0013,100,0.0022,26.5,0.21,0.12,0.02,0,2022-05-15,"AT&T Byron Nelson"
"129","Jim Herman",22529237,6100,45.35,48.23,0.05,79.5,26.5,0.359,0.003,0.0881,0.0491,0.0188,0.0072,0.0039,7e-04,100,0.0013,27.5,0.11,0.02,0,0,2022-05-15,"AT&T Byron Nelson"
"130","Martin Trainer",22529238,6100,42.5,33.86,0.18,40.5,22,0.2922,0.0029,0.0585,0.0321,0.0114,0.004,0.0021,4e-04,76,0.0017,79.5,0.07,-0.02,0,0,2022-05-15,"AT&T Byron Nelson"
"131","Jared Wolfe",22529239,6100,42.78,45.77,0.06,78,26,0.3384,0.0016,0.0797,0.0433,0.0154,0.0057,0.0029,8e-04,51,7e-04,92,0.13,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"132","Chesson Hadley",22529240,6100,40.63,41.1,0.17,72.08,24.43,0.2376,9e-04,0.0361,0.0175,0.005,0.0013,5e-04,1e-04,69,0.001,75,0.02,-0.07,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"133","Richy Werenski",22529241,6100,40.47,44.11,0.13,76,25.5,0.3086,0.0019,0.0671,0.0361,0.0127,0.0046,0.0023,4e-04,100,0.0011,28,0.07,-0.02,0,0,2022-05-15,"AT&T Byron Nelson"
"134","Austin Cook",22529242,6100,42.03,35.79,0.12,60.5,23,0.28,0.0011,0.0506,0.0251,0.0088,0.0031,0.0015,2e-04,100,4e-04,25.5,0.03,-0.06,-0.01,0,2022-05-15,"AT&T Byron Nelson"
"135","David Skinns",22529244,6100,46.17,41.74,0.08,73,25,0.323,0.0015,0.0726,0.0398,0.0146,0.0059,0.003,8e-04,38,3e-04,96.5,0.13,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"136","Cooper Dossey",22529245,6000,29.5,22.18,0.01,55.45,12.2,0.1126,6e-04,0.0062,0.0024,5e-04,1e-04,0,0,100,2e-04,40.5,0,-0.03,0,0,2022-05-15,"AT&T Byron Nelson"
"137","Justin Leonard",22529246,6000,0,21.69,0.01,54.24,11.93,0.0391,1e-04,9e-04,4e-04,0,0,0,0,100,8e-04,31,0,-0.03,0,0,2022-05-15,"AT&T Byron Nelson"
"138","John Murphy",22529248,6000,41.5,45.74,0.11,77.5,26,0.2492,0.002,0.0402,0.0195,0.006,0.0024,0.001,2e-04,100,3e-04,26,0.03,0,0,0,2022-05-15,"AT&T Byron Nelson"
"139","J.J. Killeen",22529249,6000,0,31.58,0.01,37.5,20.5,0.0963,1e-04,0.0058,0.0021,8e-04,2e-04,1e-04,0,100,4e-04,22,0,-0.03,0,0,2022-05-15,"AT&T Byron Nelson"
"140","Joshua Creel",22529250,6000,37.7,37.97,0.01,67,23.5,0.2363,0.0015,0.0321,0.016,0.0046,0.0014,7e-04,1e-04,100,1e-04,26,0.02,-0.01,0,0,2022-05-15,"AT&T Byron Nelson"
"141","Seung-Yul Noh",22529252,6000,47.93,38.55,0.02,68.5,23.5,0.3292,0.0016,0.0762,0.0421,0.0159,0.006,0.003,7e-04,100,9e-04,34.5,0.12,0.09,0.01,0,2022-05-15,"AT&T Byron Nelson"
"142","Seth Reeves",22529253,6000,44.38,41.61,0.04,73.5,25,0.3142,0.0022,0.0634,0.034,0.0116,0.0041,0.0019,4e-04,69,9e-04,76,0.07,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"143","Bill Haas",22529254,6000,51.48,45.18,0.12,76.5,26,0.3909,0.0034,0.104,0.0594,0.0214,0.0087,0.0043,0.001,65,0.0052,85,0.17,0.14,0.02,0,2022-05-15,"AT&T Byron Nelson"
"144","Jason Dufner",22529255,6000,37.73,50.95,0.09,82,28,0.3023,0.0022,0.0604,0.0311,0.0106,0.0037,0.0017,4e-04,100,0.0014,29,0.07,0.04,0.01,0,2022-05-15,"AT&T Byron Nelson"
"145","Andrew Loupe",22548830,6000,0,42.15,0.03,74,25,0.0601,0,0.0025,9e-04,2e-04,0,0,0,100,3e-04,27,0,-0.03,0,0,2022-05-15,"AT&T Byron Nelson"
"146","Conrad Shindler",22548831,6000,0,21.92,0.01,54.81,12.06,0.1457,6e-04,0.0131,0.0061,0.0017,5e-04,2e-04,0,38,5e-04,93,0,-0.03,0,0,2022-05-15,"AT&T Byron Nelson"
"147","Kyle Wilshire",22548832,6000,41.5,44.37,0.01,75.5,25.5,0.2015,0.001,0.0273,0.0134,0.0036,9e-04,5e-04,1e-04,81,2e-04,69.5,0.02,-0.01,0,0,2022-05-15,"AT&T Byron Nelson"
