,,Win,,Cover,,Total Points,,Implied,Implied Score,
Georgia Tech,2021-12-21 21:00:00,-225,8.89,-4.5,18.18,144.5,18.18,66.4,74.5,70.0
Kansas,2021-12-21 21:00:00,-490,4.08,-10.0,18.18,144.0,18.18,79.3,77.0,67.0
Colorado,2021-12-21 21:00:00,360,72.00,10.0,18.18,144.0,18.18,20.7,67.0,77.0
Utah Valley,2021-12-21 21:00:00,180,36.00,6.0,18.18,135.5,16.67,34.2,64.8,70.8
Washington,2021-12-21 21:00:00,-220,9.09,-6.0,18.18,135.5,20.00,65.8,70.8,64.8
Norfolk State,2021-12-21 21:00:00,245,49.00,7.5,18.18,152.0,18.18,27.7,72.3,79.8
New Mexico,2021-12-21 21:00:00,-310,6.45,-7.5,18.18,152.0,18.18,72.3,79.8,72.3
Connecticut,2021-12-21 21:00:00,-190,10.53,-4.5,18.18,142.0,17.39,63.0,73.3,68.8
Marquette,2021-12-21 21:00:00,160,32.00,4.5,18.18,142.0,19.05,37.0,68.8,73.3
Pepperdine,2021-12-21 21:00:00,700,140.00,16.0,17.39,144.0,17.39,12.0,64.0,80.0
Oregon,2021-12-21 21:00:00,-1125,1.78,-16.0,19.05,144.0,19.05,88.0,80.0,64.0
Portland State,2021-12-21 21:00:00,950,190.00,17.5,18.18,144.0,17.39,9.1,63.3,80.8
Utah State,2021-12-21 21:00:00,-1750,1.14,-17.5,18.18,144.0,19.05,90.9,80.8,63.3
North Carolina Central,2021-12-21 21:00:00,575,115.00,13.5,18.18,134.5,18.18,14.2,60.5,74.0
UTEP,2021-12-21 21:00:00,-850,2.35,-13.5,18.18,134.5,18.18,85.8,74.0,60.5
Grand Canyon,2021-12-21 22:00:00,,,,,,,,,
Nevada,2021-12-21 22:00:00,,,,,,,,,
Santa Clara,2021-12-21 22:00:00,-260,7.69,-5.5,17.39,147.0,18.18,69.1,76.3,70.8
San Jose State,2021-12-21 22:00:00,210,42.00,5.5,19.05,147.0,18.18,30.9,70.8,76.3
SE Missouri State,2021-12-21 22:00:00,360,72.00,10.5,17.39,152.0,18.18,20.7,70.8,81.3
California Baptist,2021-12-21 22:00:00,-490,4.08,-10.5,19.05,152.0,18.18,79.3,81.3,70.8
Nicholls State,2021-12-21 23:00:00,220,44.00,6.5,18.18,143.0,18.18,29.9,68.3,74.8
Oregon State,2021-12-21 23:00:00,-275,7.27,-6.5,18.18,143.0,18.18,70.1,74.8,68.3
