player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Joshua Dobbs,11890,QB,ARZ,7,4.86,0,258,1,68.6,194,207,9.7,2.83,3,5,2.3,59.9,124,89,6.8,233,90.3,9,72,,,,65.9,64.4,61.8,58.9,,,79.1,4,3,252,16.9,81.4,6.4,15,10,0,6,6,10,4.0,1282,6.2,69.6,158,168,8.8,2.65,2,4,2.3,60.7,102,72,7.3,187,72.5,8,55,,,,59.8,66.1,58.3,60.6,,,78.1,3,3,197,15.3,78.0,5.9,11,6,0,5,5,9,4.6,920,5.5,73.7,57,61,7.4,3.01,2,1,1.4,65.6,40,21,4.8,71,27.5,2,22,,,,83.6,59.5,79.8,55.8,,,73.8,1,0,83,19.0,92.3,5.6,4,5,0,1,1,1,1.2,441,7.2,0,90.5,21,22,-3.4,2.0,1,0,0.0,81.8,18,4,5.3,25,9.7,1,5,,,,77.0,64.3,75.9,60.0,,,65.9,0,0,28,0.0,81.6,0.0,0,1,0,0,0,0,0.0,79,3.6,1.75
Joe Burrow,28022,QB,CIN,6,-10.5,0,252,7,71.4,189,208,7.7,2.46,4,5,2.3,59.6,124,61,8.1,228,90.5,11,63,,,,90.3,65.5,30.3,65.6,,,58.2,6,4,239,23.0,77.1,6.1,14,6,1,8,7,4,1.7,1107,5.3,73.7,179,190,6.2,2.25,2,2,1.0,65.3,124,49,6.1,207,82.1,8,51,,,,90.2,61.9,26.9,62.5,,,55.7,4,3,216,26.5,78.0,6.3,13,4,1,4,4,4,1.9,962,5.1,78.8,33,42,8.3,2.84,2,3,6.8,54.8,23,15,11.5,45,17.9,3,17,,,,80.0,77.9,77.7,76.1,,,63.4,2,1,47,6.7,88.2,2.2,1,2,0,5,3,0,0.0,268,6.4,0,100.0,23,24,-2.4,1.38,0,0,0.0,95.8,23,3,0.0,24,9.5,0,5,,,,76.1,69.2,75.3,68.4,,,,0,0,24,0.0,88.0,0.0,0,0,0,1,0,0,0.0,123,5.1,1.32
Mac Jones,60323,QB,NE,7,2.91,0,252,19,70.5,190,198,9.5,2.56,2,8,3.8,63.6,126,81,6.0,219,86.9,8,66,,,,45.2,57.1,10.5,57.9,,,57.8,2,7,232,16.0,80.3,5.9,13,8,0,4,7,14,6.0,1338,6.8,73.1,182,189,8.2,2.41,2,7,3.5,66.1,125,73,6.0,208,82.5,8,55,,,,59.2,55.4,8.2,55.6,,,61.2,2,6,219,16.4,78.3,5.8,12,7,0,3,5,13,5.9,1155,6.1,76.3,38,42,5.6,2.38,2,1,2.3,69.0,29,9,0.0,44,17.5,0,15,,,,29.6,65.6,77.7,67.5,,,51.1,0,1,47,11.1,97.8,2.3,1,1,0,2,2,2,4.3,325,7.7,0,93.3,30,33,-3.6,1.39,2,0,0.0,84.8,28,1,0.0,33,13.1,0,4,,,,78.1,60.1,76.6,59.8,,,,0,0,34,0.0,84.6,0.0,0,0,0,1,0,1,2.9,142,4.3,1.63
Russell Wilson,7077,QB,DEN,7,-1.45,0,250,10,77.3,163,187,9.7,3.2,6,12,5.9,64.7,121,94,4.0,223,89.2,5,68,,,,45.1,75.3,85.9,71.3,,,76.2,2,4,242,21.3,97.5,9.0,20,16,3,13,11,8,3.3,1384,7.4,78.2,147,168,7.8,2.96,4,8,4.5,66.7,112,73,2.6,194,77.6,3,56,,,,55.7,73.5,85.5,69.8,,,74.7,2,3,206,20.5,97.2,7.7,15,11,3,12,9,6,2.9,1176,7.0,82.1,39,46,8.3,3.48,2,4,7.8,65.2,30,25,6.3,56,22.4,2,17,,,,39.4,71.6,78.8,68.9,,,68.6,0,1,63,20.0,105.6,8.9,5,5,0,5,4,2,3.2,323,7.0,0,91.3,23,27,-4.4,2.01,0,0,0.0,77.8,21,4,0.0,27,10.8,0,5,,,,76.8,62.9,75.8,62.5,,,,0,0,27,0.0,109.1,0.0,0,0,0,4,2,0,0.0,115,4.3,0.02
Lamar Jackson,46416,QB,BLT,7,8.66,0,247,3,75.9,162,168,10.6,3.22,2,14,7.8,67.3,113,80,8.1,213,86.2,10,75,,,,28.4,91.8,86.2,91.3,,,75.7,1,3,230,18.8,103.3,7.0,15,30,0,3,8,7,3.0,1481,8.8,76.6,137,143,8.8,2.93,2,11,7.1,68.5,98,63,6.7,178,72.1,7,56,,,,29.8,88.0,85.9,84.7,,,76.7,1,3,193,20.6,94.9,7.3,13,21,0,3,6,6,3.1,1047,7.3,85.7,56,57,7.1,3.2,0,3,5.0,77.2,44,22,8.3,69,27.9,4,25,,,,24.9,88.4,79.4,88.7,,,61.9,0,0,73,13.6,119.3,4.3,3,9,0,1,2,2,2.7,563,9.9,0,96.8,31,32,-3.3,1.64,0,0,0.0,90.6,29,5,3.3,34,13.8,1,6,,,,25.4,55.3,76.8,55.4,,,,0,0,36,20.0,83.5,2.9,1,0,0,1,0,1,2.8,129,4.0,2.56
Justin Herbert,28237,QB,LAC,6,6.04,0,247,27,69.3,176,187,11.0,2.88,3,10,4.9,63.1,118,87,3.3,218,88.3,4,76,,,,62.1,74.8,85.8,71.2,58.4,,75.0,3,4,239,17.2,95.9,6.9,15,16,0,5,10,9,3.8,1449,7.7,71.4,147,156,10.2,2.66,3,9,5.3,65.4,102,68,2.9,180,72.9,3,57,,,,56.1,73.1,85.4,71.2,58.4,,65.6,2,4,195,20.6,88.5,7.8,14,8,0,4,5,9,4.6,1196,7.7,75.9,54,56,6.5,2.83,0,1,1.6,71.4,40,20,2.4,67,27.1,1,24,,,,82.8,72.6,79.4,67.4,,,77.0,1,0,73,5.0,120.8,1.5,1,9,0,1,5,0,0.0,396,7.1,0,96.0,25,25,-3.3,1.4,0,0,0.0,96.0,24,1,0.0,29,11.7,0,5,,,,77.2,66.2,76.0,67.0,,,58.3,0,0,29,0.0,90.5,0.0,0,1,0,0,0,0,0.0,143,5.7,-0.6
Tua Tagovailoa,60326,QB,MIA,7,-1.6,0,244,17,76.1,180,195,10.8,2.47,6,17,8.3,66.7,130,56,5.1,210,86.1,7,92,,,,57.9,89.4,59.9,90.7,60.0,,30.6,2,6,221,16.1,102.4,4.3,9,5,1,6,11,7,3.2,1813,9.3,78.8,160,169,7.4,2.08,5,13,7.5,71.6,121,38,4.0,178,73.0,5,72,,,,51.9,83.8,57.2,87.3,60.0,,28.9,0,5,184,15.8,110.5,3.4,6,2,1,3,12,5,2.7,1518,9.0,83.0,53,60,11.8,2.89,2,4,6.2,70.0,42,18,4.5,66,27.0,2,32,,,,82.5,88.5,79.3,87.0,,,59.2,2,1,71,16.7,110.0,4.5,3,3,0,3,3,2,2.8,574,9.6,0,100.0,33,34,-4.1,1.26,1,0,0.0,97.1,33,0,0.0,34,13.9,0,12,,,,77.9,71.0,76.6,70.1,,,,0,0,34,,140.1,0.0,0,0,0,0,4,0,0.0,279,8.2,0.59
C.J. Stroud,129759,QB,HST,6,-2.34,0,237,13,69.5,174,193,9.9,2.92,2,6,2.9,57.0,110,78,9.1,214,90.3,11,77,,,,59.4,73.4,85.9,70.3,,,72.9,2,1,226,16.7,95.6,6.1,13,8,5,10,9,6,2.7,1512,7.8,72.4,152,168,7.8,2.66,2,3,1.7,60.1,101,55,8.2,181,76.4,9,63,,,,54.2,73.3,85.5,69.7,,,75.2,2,1,191,12.7,94.9,3.9,7,5,5,7,7,4,2.1,1262,7.5,70.7,41,45,11.4,3.33,0,3,6.3,57.8,26,25,10.3,56,23.6,3,18,,,,81.3,67.3,78.6,67.6,,,56.9,0,0,59,24.0,101.9,10.7,6,4,0,4,2,2,3.4,398,8.8,0,94.7,19,20,-3.4,1.82,0,0,0.0,85.0,17,2,5.6,23,9.7,1,4,,,,75.9,64.3,75.3,65.4,,,58.3,0,0,24,0.0,97.5,0.0,0,1,0,1,0,0,0.0,148,7.4,1.33
Baker Mayfield,46518,QB,TB,6,-10.25,0,228,30,71.5,172,187,10.0,2.98,5,5,2.5,63.1,118,73,4.1,210,92.1,5,67,,,,75.7,72.5,59.3,68.6,57.6,,78.3,2,4,225,11.0,89.2,3.8,8,15,0,8,8,6,2.7,1309,7.0,75.8,132,142,8.3,2.74,4,4,2.6,68.3,97,49,3.0,161,70.6,3,49,,,,70.4,74.1,85.1,69.2,,,78.5,2,1,170,16.3,97.5,5.0,8,11,0,4,6,5,2.9,932,6.6,69.6,56,62,10.0,3.11,2,1,1.5,58.1,36,26,7.7,67,29.4,3,21,,,,82.8,64.9,0.0,64.9,57.6,,64.8,0,3,73,0.0,70.1,0.0,0,4,0,4,2,1,1.4,432,7.0,0,100.0,16,17,-3.9,1.31,1,0,0.0,88.2,15,2,6.3,18,7.9,1,3,,,,74.5,66.3,74.3,65.7,,,,0,0,18,0.0,80.1,0.0,0,0,0,0,0,0,0.0,55,3.2,0.41
Jordan Love,40306,QB,GB,6,16.04,0,216,12,63.4,161,168,11.4,2.88,2,7,4.0,56.0,94,63,7.8,190,88.0,8,62,,,,61.1,65.0,55.2,61.3,,,76.6,2,7,200,15.9,77.0,5.3,10,11,0,3,9,7,3.5,1120,6.7,60.6,132,141,10.3,2.62,3,5,3.4,53.2,75,48,6.3,158,73.1,5,43,,,,89.3,66.7,52.0,63.4,,,74.9,2,4,165,16.7,68.9,5.1,8,8,0,4,5,4,2.4,761,5.4,78.4,51,52,8.6,3.11,0,2,3.6,69.2,36,18,10.0,58,26.9,4,23,,,,26.4,56.1,78.8,54.1,,,68.5,0,3,63,11.1,108.0,3.4,2,3,0,1,5,3,4.8,502,9.7,0,81.8,22,25,-2.0,1.81,1,0,0.0,68.0,17,3,5.6,26,12.0,1,4,,,,77.0,55.8,75.9,55.9,,,,0,0,28,0.0,95.9,0.0,0,0,0,2,1,0,0.0,143,5.7,4.25
Brock Purdy,77672,QB,SF,7,11.06,0,215,28,75.3,154,171,10.0,2.61,5,11,5.9,64.9,111,77,4.3,186,86.5,5,77,,,,57.0,73.0,12.3,68.9,,,88.9,0,3,202,13.0,102.5,5.4,10,5,2,10,9,9,4.5,1482,8.7,75.5,139,152,8.7,2.36,5,10,6.1,65.1,99,65,5.7,168,78.1,6,64,,,,31.2,69.7,8.7,65.0,,,90.4,0,3,181,12.3,93.7,4.8,8,4,2,6,5,9,5.0,1263,8.3,86.5,37,42,6.5,2.81,1,1,2.2,76.2,32,14,0.0,47,21.9,0,21,,,,80.4,70.5,78.0,70.3,,,58.3,0,0,50,28.6,145.3,8.5,4,1,0,4,6,1,2.0,405,9.6,0,95.5,22,23,-3.7,1.47,1,0,0.0,87.0,20,2,4.8,29,13.5,1,8,,,,23.8,53.0,76.0,53.2,,,,0,0,29,100.0,129.3,6.9,2,0,0,0,2,1,3.4,186,8.1,1.33
