Position,,Name,,Salary,,,TeamAbbrev
WR,,Alex Bauman,,3500,,,TUL
WR,,Cade Roberts,,3000,,,USF
WR,,Kenny Brewer III,,3100,,,CMU
RB,,Marquise Collins,,3000,,,DUKE
WR,,Ty Bowman,,3000,,,KSU
RB,,Trey Engram,,3000,,,KSU
QB,,Vic Sutton,,4500,,,MSST
WR,,Jamari Johnson,,3000,,,UL
RB,,Germanuel Tanelus,,3000,,,CMU
WR,,Trevor Borland,,3300,,,WKU
WR,,Jake Overman,,3000,,,ORST
WR,,Anthony Queeley,,4800,,,GSU
WR,,Hank Beatty,,3400,,,IL
WR,,Alec Palella,,3000,,,CMU
RB,,Mike Mitchell,,3000,,,UTAH
WR,,Grant Evans,,3000,,,MSST
RB,,Isaac Guerendo,,4600,,,UL
RB,,Colter May,,3400,,,WSU
WR,,Bryce Caufield,,3000,,,ORST
WR,,Keion Wallace,,3000,,,GSU
WR,,Dino Tomlin,,4500,,,BC
WR,,Chris Brazzell II,,4800,,,TUL
WR,,Charlie Gordinier,,3300,,,BC
WR,,Jimmy Valsin III,,3300,,,ORST
QB,,JC French,,5800,,,GSU
WR,,Ben Schultz,,3000,,,IL
WR,,Allan Houston,,3300,,,UL
WR,,Nate Johnson,,3000,,,BC
WR,,Yulkeith Brown,,3800,,,TUL
WR,,Anthony Ivey,,3000,,,PSU
WR,,Jackson West,,3000,,,FSU
WR,,Mikey Welsh,,3200,,,SDSU
WR,,Patrick Gurd,,3000,,,OSU
WR,,Sam Hart,,3000,,,OSU
WR,,Mason Taylor,,3500,,,LSU
WR,,Jack Kennedy,,3100,,,NW
RB,,Jackson Acker,,4200,,,WISC
QB,,Israel Carter,,4500,,,USF
RB,,Trey Potts,,4300,,,PSU
WR,,Chandler Merrill,,3000,,,USM
RB,,Jaylen Johnson,,3000,,,USF
WR,,Dez Melton,,3000,,,SDSU
RB,,Kenny Walker,,3000,,,USF
RB,,Christian Turner,,4300,,,IU
WR,,Blake Van Buren,,3000,,,NW
WR,,Parker Self,,3000,,,GSU
WR,,Andrew Yanoshak,,3000,,,ND
RB,,B.J. Harris,,4100,,,CMU
WR,,Kendrick Law,,4800,,,BAMA
WR,,Jacob Sharp,,4100,,,WSU
WR,,Keontez Lewis,,4200,,,WISC
WR,,Mycah Pittman,,5200,,,UTAH
RB,,Shedro Louis,,3800,,,TUL
WR,,Joshua Simon,,3100,,,SCAR
WR,,CJ Dippre,,3400,,,BAMA
WR,,Amari Niblack,,4000,,,BAMA
WR,,Sterling Lockett,,3000,,,KSU
QB,,LaNorris Sellers,,4500,,,SCAR
RB,,Rodney Hill,,4600,,,FSU
WR,,Cam Johnson,,4400,,,NW
QB,,Garrett Nussmeier,,6700,,,LSU
WR,,Hykeem Williams,,3200,,,FSU
RB,,Lawrance Toafili,,5700,,,FSU
WR,,Chris Hilton Jr.,,4800,,,LSU
WR,,Malik Nabers,,7300,,,LSU
RB,,Caleb Komolafe,,3200,,,NW
WR,,Reggie Fleurima,,3000,,,NW
RB,,Reece Lozano,,3000,,,IU
WR,,Grady O'Neill,,3000,,,WISC
WR,,Donnie Gray,,3300,,,NW
WR,,Vincent Drolet,,3000,,,DUKE
RB,,Daniel Wood,,3000,,,UTAH
QB,,Beau Allen,,4500,,,GSU
WR,,KK Smith,,3000,,,ND
WR,,Cam Large,,3000,,,WISC
RB,,Cam Porter,,4300,,,NW
WR,,Blake Gunter,,3000,,,TUL
WR,,Jack Pugh,,3000,,,WISC
WR,,Elvin Fofanah,,3000,,,WKU
WR,,Landon Samson,,3000,,,SCAR
RB,,Josh Williams,,5000,,,LSU
WR,,Hayden Meacham,,3700,,,WSU
WR,,Holden Symonds,,3000,,,BC
RB,,Frank Gore Jr.,,5000,,,USM
QB,,Luke Doty,,6800,,,SCAR
WR,,Kyle Parker,,3000,,,LSU
WR,,Hayden Rucci,,3100,,,WISC
WR,,KeAndre Lambert-Smith,,6400,,,PSU
QB,,Jack Risner,,4500,,,TUL
RB,,Deshaun Fenwick,,5200,,,ORST
QB,,Ben Gulbranson,,7500,,,ORST
WR,,Shawn Miller,,3300,,,IL
WR,,Pierce Brown,,3000,,,SDSU
WR,,Phat Watts,,3100,,,TUL
RB,,Nay'Quan Wright,,4800,,,USF
WR,,Garrett Mmahat,,3000,,,TUL
WR,,Gabe Milbourn,,3000,,,ORST
WR,,Tommy Birmingham,,3300,,,BC
WR,,Marcus Sanders Jr.,,3100,,,GSU
QB,,Caden Veltkamp,,4500,,,WKU
WR,,Justin Fisher,,3000,,,ND
WR,,Beau Lilly III,,3000,,,DUKE
WR,,Thomas Gordon,,3500,,,NW
WR,,Ryland Goede,,3200,,,MSST
RB,,Jaylon Glover,,4900,,,UTAH
WR,,Cade Brock,,3000,,,UGA
RB,,Bryce Jackson,,3000,,,MIZZ
WR,,Dante Reynolds,,3300,,,BC
QB,,Brandon Rose,,4500,,,UTAH
WR,,Khaleb Hood,,5300,,,GSU
WR,,Jaden Alexis,,3100,,,USF
WR,,Shawn Hendershot,,3000,,,MIZZ
WR,,Munir McClain,,3500,,,UTAH
QB,,Brendan Sullivan,,4900,,,NW
WR,,Raymond Niro III,,3000,,,NW
QB,,Luke Altmyer,,6200,,,IL
RB,,Jam Miller,,5400,,,BAMA
RB,,Michael Lorino III,,3000,,,BAMA
WR,,Dalvin Smith,,4100,,,WKU
WR,,Kyle Morlock,,3400,,,FSU
WR,,Joey Schlaffer,,3000,,,PSU
WR,,Nate Kurisky,,3000,,,UL
WR,,Derwin Burgess Jr.,,5900,,,GSU
WR,,Weston Wolff,,3000,,,USF
RB,,Anthony Frias II,,4800,,,KSU
WR,,Brayden Loftin,,3000,,,KSU
WR,,Jimmy Casey,,3000,,,FSU
WR,,Henry Cook,,3000,,,ND
RB,,Charlie Vincent,,3000,,,UTAH
WR,,Apollos Cook,,3000,,,DUKE
WR,,Trey Walker,,3000,,,IU
RB,,Nate White,,3000,,,WISC
WR,,Charlie Selna,,3000,,,ND
WR,,Haakon Anderson,,3000,,,WISC
RB,,Dyontae Navarrete,,3000,,,ORST
QB,,Broc Lowry,,4500,,,IU
RB,,Juju McDowell,,5100,,,SCAR
WR,,Nathan VanTimmeren,,3000,,,CMU
RB,,Major Givens,,3000,,,WSU
WR,,Shatavious Hogan,,3000,,,CMU
WR,,Dontae Fleming,,4000,,,TUL
QB,,Javance Tupou'ata-Johnson,,4500,,,SDSU
WR,,Jake Taylor,,3100,,,DUKE
QB,,Jacob Huber,,4500,,,IL
WR,,Colin Affleck,,3000,,,USF
WR,,Anthony Gould,,6400,,,ORST
WR,,Jordan Napier,,3300,,,SDSU
RB,,Chez Mellusi,,6900,,,WISC
WR,,Sahmir Hagans,,3500,,,DUKE
WR,,Chris Parker,,4500,,,CMU
QB,,Michael Pratt,,8800,,,TUL
RB,,Gavin Haines,,3000,,,ORST
RB,,J'Shawn Anderson,,3000,,,GSU
QB,,Matthew Rueve,,4500,,,BC
WR,,JT Seagreaves,,3000,,,WISC
WR,,Carter Neuman,,3000,,,ORST
WR,,Quincy Burroughs,,3000,,,WISC
QB,,Kyle McCormick,,4500,,,USM
WR,,Teigan Martin,,3000,,,USF
WR,,Latreal Jones,,3500,,,USM
RB,,Lucky Sutton,,3000,,,SDSU
WR,,Eli Raridon,,3000,,,ND
WR,,Marvin Sims,,3000,,,WKU
RB,,Jaylen Coleman,,3500,,,DUKE
QB,,Gabarri Johnson,,4500,,,MIZZ
WR,,Tyree Kelly,,3000,,,USF
WR,,Jacob Gill,,3400,,,NW
WR,,Tre Spivey,,3000,,,KSU
RB,,Joseph Himon II,,3800,,,NW
RB,,Jeremiyah Love,,5500,,,ND
WR,,Luke Tucker,,3000,,,UTAH
WR,,Isaiah Bond,,6200,,,BAMA
RB,,Jawhar Jordan,,5500,,,UL
WR,,Peyton Fox,,3000,,,BAMA
WR,,Cole Speer,,3300,,,UGA
WR,,Kai Saunders,,3000,,,OSU
QB,,Eli Holstein,,4500,,,BAMA
RB,,Jaylon Armstead,,4800,,,SDSU
WR,,Danny Lewis Jr.,,3000,,,BAMA
WR,,Aaron Morton,,3000,,,SCAR
WR,,Connor Cox,,3000,,,SCAR
QB,,Jalen Mayden,,6500,,,SDSU
WR,,Quintin O'Connell,,3000,,,NW
WR,,Zavian Hales,,3000,,,USM
RB,,Nick Gardinera,,3000,,,SDSU
WR,,Brody Foley,,3000,,,IU
WR,,Kevin Douglas,,3000,,,GSU
WR,,Tyler Williams,,3000,,,UGA
WR,,Sean Atkins,,5100,,,USF
RB,,Dijon Stanley,,3000,,,UTAH
WR,,Angel Toombs,,3000,,,WISC
RB,,Payton Roth,,3000,,,NW
WR,,Davion Thomas-Kumpula,,3100,,,WISC
WR,,Jordan Mosley,,4200,,,MSST
WR,,Jackson Wasserstrom,,3000,,,IU
QB,,Jacobe Robinson,,4500,,,BC
QB,,Brock Domann,,5200,,,UL
WR,,Moussa Barry,,3000,,,WKU
QB,,Colton FitzGerald,,4500,,,GSU
WR,,Jayson Littlejohn,,4000,,,USF
WR,,Stephan Bracey Jr.,,4100,,,CMU
WR,,Creed Whittemore,,3000,,,MSST
WR,,Peter Knudson,,3000,,,WSU
WR,,Derek Smith,,3000,,,SDSU
WR,,Henry Boyer,,3000,,,IL
QB,,Spencer Rattler,,7500,,,SCAR
WR,,Marshall Lang,,3400,,,NW
WR,,Tommy McIntosh,,3000,,,WISC
WR,,Andrew Landry,,3300,,,BC
WR,,Jadon Jackson,,4200,,,KSU
WR,,Harrison Wallace III,,5000,,,PSU
WR,,Luke Bennett,,3000,,,UGA
QB,,Tobin O'Dell,,5100,,,SDSU
WR,,Hayes Sutton,,3000,,,DUKE
WR,,Darius Hyde,,3000,,,SDSU
WR,,Marquis Johnson,,3000,,,MIZZ
WR,,Landon Ibieta,,3800,,,LSU
RB,,Nick Fedanzo,,3000,,,IL
WR,,Jake Huggins,,3000,,,KSU
WR,,Ethan Black,,3000,,,PSU
RB,,Jamal Roberts,,3000,,,MIZZ
RB,,Steven Shoats-Thomas,,3000,,,WSU
WR,,Beau Johnson,,3000,,,GSU
WR,,Miles Kitselman,,3000,,,BAMA
WR,,Hayden Neighbors,,3000,,,BAMA
RB,,Anthony Tyus III,,3500,,,NW
WR,,Preston Daniel,,3000,,,FSU
WR,,Keayen Nead,,3300,,,WSU
WR,,Tyler Johnson,,3000,,,PSU
RB,,Brinston Williams,,3000,,,MSST
WR,,Keagan Johnson,,4700,,,KSU
WR,,Shane Porter,,3000,,,KSU
WR,,Cole Adams,,3000,,,BAMA
RB,,Len'Neth Whitehead,,3000,,,UGA
RB,,TC Caffey,,3000,,,OSU
WR,,Mekhi Miller,,3200,,,MIZZ
WR,,Connor Gilbreath,,3000,,,LSU
RB,,Myles Bailey,,4800,,,CMU
WR,,William Fowles,,3000,,,UL
WR,,Cam Camper,,5000,,,IU
WR,,Mikey Matthews,,5600,,,UTAH
WR,,Geor'quarius Spivey,,3000,,,MSST
RB,,Trent Howland,,3000,,,IU
WR,,Zeed Haynes,,3400,,,UGA
WR,,Karson Boschma,,3000,,,ORST
WR,,Wesley Watson,,3000,,,KSU
RB,,Declan McMahon,,3000,,,IU
WR,,Vandrevius Jacobs,,3000,,,FSU
WR,,Haze Hadley,,3000,,,WSU
WR,,Sam Kenerson,,3000,,,GSU
WR,,Jeremiah Hasley,,3000,,,DUKE
RB,,Seth Davis,,4800,,,MSST
RB,,Jordan Schippers,,3000,,,KSU
WR,,Chase Miller,,3000,,,IL
QB,,Riley Leonard,,6700,,,DUKE
WR,,Joseph Morris,,3000,,,SCAR
WR,,Xavier Loyd,,3800,,,KSU
WR,,Carson Pielock,,3000,,,FSU
WR,,Cam Fane,,3000,,,WISC
WR,,DeQuece Carter,,4500,,,IU
RB,,Chase Comer,,3000,,,WSU
RB,,Zach Gloudeman,,3000,,,WISC
WR,,Dillon Bell,,4600,,,UGA
QB,,Bryce Archie,,4500,,,USF
WR,,Malik McClain,,4500,,,PSU
WR,,Grant Briscoe,,3000,,,UGA
RB,,John Randle Jr.,,3000,,,UTAH
WR,,Eli Pancol,,4500,,,DUKE
QB,,Blaze McKibbin,,4500,,,IU
WR,,Joshua Manning,,3000,,,MIZZ
QB,,Emmett Morehead,,4800,,,BC
WR,,Andison Coby,,3100,,,IU
WR,,Bryson Green,,4600,,,WISC
RB,,Kenan Christon,,5800,,,SDSU
WR,,JeyQuan Smith,,3500,,,USF
WR,,Keshaun Singleton,,3000,,,USF
WR,,Shazz Preston,,3000,,,BAMA
WR,,Jay Loper Jr.,,3000,,,BAMA
WR,,Anthony Evans III,,3100,,,UGA
WR,,Daidren Zipperer,,3000,,,UTAH
WR,,Lawson Albright,,3000,,,NW
WR,,David Lalaian,,3000,,,UGA
WR,,Lukas Vozeh,,3000,,,SCAR
WR,,Carmelo Taylor,,3000,,,PSU
WR,,Ja'Corey Brooks,,5800,,,BAMA
WR,,Eriq Rice,,3000,,,SCAR
RB,,John Emery Jr.,,3000,,,LSU
WR,,Sidney Mbanasor,,3200,,,UTAH
WR,,Zac Scott,,3000,,,IU
QB,,Thomas Castellanos,,5700,,,BC
WR,,Max Difilippo,,3000,,,SDSU
QB,,Tristan Gebbia,,4500,,,OSU
RB,,Travis Bates,,3100,,,DUKE
WR,,Tajon Evans,,3000,,,WSU
RB,,Jamarian Samuel,,3000,,,GSU
WR,,Jacarius Clayton,,3000,,,MSST
RB,,Jean-Marc Etienne,,3000,,,IL
RB,,Caziah Holmes,,4100,,,FSU
WR,,Cade Anders,,3000,,,DUKE
WR,,Eian Pugh,,3000,,,IL
WR,,Brionne Penny,,3500,,,SDSU
WR,,Vinny Anthony II,,3000,,,WISC
WR,,Payton Mangrum,,3000,,,SCAR
QB,,Myles Burkett,,4500,,,WISC
WR,,Preston Bacon,,3000,,,NW
WR,,Mason Stahl,,3000,,,PSU
WR,,Joshua Burrell,,3000,,,FSU
WR,,Devaughn Vele,,6600,,,UTAH
WR,,Brock Burnette,,3000,,,USF
WR,,Noah Nash,,3000,,,LSU
WR,,Finn Furmanek,,3000,,,PSU
RB,,Cody Schrader,,7300,,,MIZZ
QB,,Brian Harper,,4500,,,WSU
RB,,Michael Cox,,3000,,,MIZZ
WR,,Logan Muckey,,3000,,,MIZZ
WR,,Lideatrick Griffin,,5700,,,MSST
WR,,Cooper Jensen,,3000,,,ORST
WR,,Ranod Smith,,3000,,,USF
WR,,Jax Porter,,3000,,,BAMA
WR,,Brennen Schramm,,3000,,,OSU
RB,,Jaylin Lucas,,4700,,,IU
QB,,Tanner Mordecai,,7200,,,WISC
WR,,Aaron Steinfeldt,,3000,,,IU
WR,,Xavier Legette,,5200,,,SCAR
WR,,Vance Bolyard,,3000,,,DUKE
QB,,Bryson Barnes,,8700,,,UTAH
WR,,Exavious Reed,,3000,,,USM
WR,,Camden Jordan,,3000,,,IU
WR,,Kaimana Hanohano,,3000,,,UTAH
WR,,Marvin Session,,3500,,,WSU
WR,,Kamryn Perry,,3000,,,IU
WR,,Damon Smith,,3000,,,USF
RB,,Branson Robinson,,3000,,,UGA
WR,,Winston Wright Jr.,,5800,,,FSU
WR,,Ryan O'Keefe,,5400,,,BC
WR,,Jayden Ballard,,4500,,,OSU
WR,,Brooks Bortle,,3000,,,UGA
QB,,Karson Kiesewetter,,4500,,,PSU
WR,,CJ Jacobsen,,3000,,,UTAH
WR,,Daniel Blood,,3000,,,MIZZ
QB,,Gunner Stockton,,5000,,,UGA
WR,,Duke Olges,,3000,,,NW
RB,,Rodrigues Clark,,4500,,,USM
WR,,Trevor Horton,,3000,,,DUKE
WR,,Jan Mahlert,,3000,,,PSU
WR,,Rufus Harvey,,3000,,,MSST
WR,,Jamari Thrash,,5300,,,UL
WR,,Aaron Anderson,,3200,,,LSU
QB,,Cade Carruth,,4500,,,BAMA
WR,,Jordan Faison,,3000,,,ND
WR,,Jack Standeffer,,3000,,,BAMA
WR,,Derrick Bohler,,3000,,,IU
WR,,Max Whisner,,3000,,,MIZZ
RB,,Jake Tafelski,,3000,,,CMU
QB,,Liu Aumavae,,4500,,,SDSU
WR,,Donaven McCulley,,4200,,,IU
RB,,David Holloman,,3000,,,IU
RB,,Martin Blake,,4000,,,SDSU
WR,,Khalil Dinkins,,3000,,,PSU
QB,,Aidan Gray,,4500,,,NW
QB,,Dexter Williams II,,4500,,,IU
RB,,Tyler Jordan,,3000,,,GSU
WR,,Drew Sheehan,,3000,,,UGA
WR,,Brady Simmons,,3000,,,IU
QB,,Jalen Milroe,,9100,,,BAMA
WR,,Josh Lifson,,3000,,,UL
QB,,Luke Bottari,,4500,,,UTAH
WR,,Seydou Traore,,3000,,,MSST
WR,,Landen King,,3100,,,UTAH
RB,,Noah Cain,,6000,,,LSU
RB,,Jordan Anderson,,3000,,,IL
WR,,Josh Rose,,3000,,,UTAH
WR,,Oscar Delp,,3800,,,UGA
WR,,Emeka Egbuka,,7800,,,OSU
WR,,Parker Jones,,3000,,,UGA
RB,,Marcus Cisco,,3000,,,NW
WR,,De'Nylon Morrissette,,3000,,,UGA
WR,,Jalon Calhoun,,5400,,,DUKE
WR,,Ty Lockwood,,3000,,,BAMA
RB,,Xavier Coleman,,3300,,,BC
WR,,Aiden Miller,,3000,,,WKU
WR,,Zach Burt,,3000,,,WKU
WR,,Garrett Harstad,,3000,,,KSU
WR,,Easton Messer,,4600,,,WKU
WR,,Cristian Driver,,3400,,,PSU
WR,,Jelani Thurman,,3000,,,OSU
WR,,Cooper Flanagan,,3000,,,ND
QB,,Ty Simpson,,6000,,,BAMA
WR,,Anthony Miller Jr.,,3000,,,IU
RB,,CJ Campbell Jr.,,5000,,,FSU
WR,,Brian Courtney,,3000,,,FSU
QB,,DJ Uiagalelei,,9000,,,ORST
QB,,Kyle Crum,,4500,,,SDSU
WR,,Jaquez Smith,,3000,,,IU
RB,,Roderick Robinson II,,5400,,,UGA
WR,,Money Parks,,6300,,,UTAH
WR,,Ricky Ahumaraeze,,3000,,,NW
WR,,Ja'Marion Wayne,,3000,,,MIZZ
QB,,Nate Johnson,,4500,,,UTAH
WR,,Christian Helms,,3000,,,USF
RB,,Nathaniel Peat,,6100,,,MIZZ
WR,,Theo Wease Jr.,,4800,,,MIZZ
QB,,Brock Vandagriff,,7300,,,UGA
WR,,Andre Davis,,3000,,,KSU
WR,,Jaden Thrower,,3000,,,WSU
RB,,Jaquez Moore,,4800,,,DUKE
QB,,Creyton Cooper,,4500,,,WSU
WR,,Ahmarean Brown,,4900,,,SCAR
RB,,Chase McCracken,,3000,,,SCAR
QB,,Zach Wilcke,,4500,,,USM
WR,,Jordyn Mahaffey,,3000,,,USM
QB,,Kyle McCord,,9400,,,OSU
RB,,Treshaun Ward,,6200,,,KSU
RB,,Dominic Gonnella,,3000,,,USF
RB,,TreVeyon Henderson,,7600,,,OSU
QB,,Dylan Lonergan,,4500,,,BAMA
WR,,Matt Salerno,,3100,,,ND
WR,,Yusuf Terry,,3200,,,USF
WR,,Peyton Rice,,3000,,,UTAH
WR,,Noah Meyers,,3000,,,WKU
RB,,Joe Jackson,,3000,,,KSU
WR,,Ethan Dirrim,,3000,,,GSU
WR,,Henry Garrity,,3000,,,ND
RB,,Tyler Holzworth,,3000,,,PSU
WR,,Willie Taggart Jr.,,3600,,,WKU
QB,,AJ Duffy,,5200,,,FSU
WR,,E.J. Williams Jr.,,3200,,,IU
WR,,Mekhi Shaw,,4700,,,SDSU
RB,,Andre Hines,,3600,,,BC
WR,,Jerrale Powers,,3000,,,FSU
WR,,Jett Meine,,3000,,,UTAH
QB,,Braedyn Locke,,6300,,,WISC
WR,,Jeremiah Giedrys,,3000,,,FSU
WR,,Noah Bennee,,3000,,,UTAH
RB,,Kenyon Clay,,3000,,,USM
QB,,Jayden Daniels,,8600,,,LSU
WR,,Sam Willoughby,,3000,,,BAMA
WR,,Lawrence Keys III,,6000,,,TUL
WR,,Noah Flaskamp,,3000,,,MIZZ
WR,,Brett Norfleet,,3200,,,MIZZ
WR,,Griffin Moore,,3500,,,IL
RB,,Corey Landers,,3000,,,WKU
WR,,Will Anciaux,,3000,,,KSU
WR,,Carnell Tate,,5700,,,OSU
RB,,Tavorus Jones,,3000,,,MIZZ
RB,,Aidan Laughery,,3300,,,IL
WR,,Omar Cooper Jr.,,4000,,,IU
RB,,Michel Dukes,,4600,,,USF
RB,,Damon Bankston,,3000,,,WSU
QB,,Nick Evers,,4500,,,WISC
RB,,Evan Cantu,,3000,,,KSU
WR,,Robbie Ouzts,,3000,,,BAMA
QB,,Evan Conley,,4500,,,UL
WR,,Cole Cavallo,,3000,,,USM
WR,,Marvin Harrison Jr.,,9100,,,OSU
WR,,Charlie Mangieri,,3100,,,NW
WR,,Owen Anderson,,3000,,,IL
WR,,Bradley Archer,,3800,,,IU
WR,,Jackson Meeks,,3000,,,UGA
WR,,Treyshun Hurry,,3200,,,WSU
QB,,Henry Belin IV,,5800,,,DUKE
QB,,Brendan Sorsby,,6900,,,IU
RB,,Evan Pryor,,3000,,,OSU
