,,Win,,Cover,,Total Points,,Implied,Implied Score,
Northwestern,1/18/2022 21:00,,,3,,140,,,,
Iowa State,1/18/2022 21:00,260,52,8,18.18,128.5,18.18,26.5,60.3,68.3
Texas Tech,1/18/2022 21:00,-335,5.97,-8,18.18,128.5,18.18,73.5,68.3,60.3
Duke,1/18/2022 21:00,-200,10,-5.5,21,145,17.39,64.3,75.3,69.8
Florida State,1/18/2022 21:00,170,34,5.5,16,145,19.05,35.7,69.8,75.3
Clemson,1/18/2022 21:00,150,30,3.5,19.05,147.5,19.05,38.8,72,75.5
Syracuse,1/18/2022 21:00,-170,11.76,-3.5,17.39,147.5,17.39,61.2,75.5,72
Cal-Poly San Luis Obispo,1/18/2022 22:00,245,49,7,18.18,120,18.18,27.7,56.5,63.5
Cal State Bakersfield,1/18/2022 22:00,-310,6.45,-7,18.18,120,18.18,72.3,63.5,56.5
Utah State,1/18/2022 23:00,120,24,2.5,18.18,130,18.18,43.8,63.8,66.3
Fresno State,1/18/2022 23:00,-140,14.29,-2.5,18.18,130,18.18,56.2,66.3,63.8
