player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_first_downs,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_first_downs,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_first_downs,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_first_downs,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Matt Ryan,4317,QB,IND,8,-11.15,0,357,14,78.9,270,301,7.2,2.66,8,2,0.6,67.1,202,114,5.2,333,93.3,11,112,,,,26.8,59.1,48.7,59.3,,,55.1,,3,8,352,21.9,87.7,7.5,25,7,1,19,10,13,3.7,2143,7.1,81.6,239,260,6.0,2.53,4,2,0.7,71.2,185,97,5.1,285,79.8,10,91,,,,29.5,61.1,45.1,61.7,,,51.0,,3,8,302,20.6,85.5,7.0,20,5,1,13,7,11,3.6,1743,6.7,72.7,55,65,7.5,2.83,4,0,0.0,60.0,39,17,2.5,72,20.2,1,25,,,,26.4,54.8,79.5,53.7,,,66.4,,0,1,76,29.4,92.8,6.9,5,2,0,6,3,3,3.9,495,7.6,0,91.7,24,24,-3.8,1.63,0,0,0.0,91.7,22,0,0.0,24,6.7,0,4,,,,76.6,63.2,75.6,62.8,,,,,0,1,26,,65.8,0.0,0,0,0,0,0,1,3.8,95,4.0,0.92
Derek Carr,8671,QB,LV,9,14.33,0,337,23,70.2,258,283,10.3,2.82,2,12,4.0,60.4,171,116,5.5,310,92.0,10,103,,,,57.5,65.7,47.0,64.6,60.0,,67.0,,6,5,327,16.4,88.7,6.1,19,7,0,17,12,12,3.7,2002,7.1,70.2,225,249,9.0,2.63,3,10,3.8,59.4,148,90,6.3,269,79.8,10,83,,,,52.4,63.0,43.6,62.3,60.0,,63.9,,5,4,284,15.6,86.1,5.2,14,5,0,16,11,11,3.9,1578,6.3,77.6,58,61,9.5,3.14,0,2,2.9,73.8,45,29,0.0,68,20.2,0,23,,,,83.0,66.1,79.6,64.6,60.0,,66.5,,1,1,75,17.2,104.4,7.4,5,2,0,2,2,2,2.7,538,8.8,0,88.0,25,27,-2.8,1.75,1,0,0.0,81.5,22,3,0.0,27,8.0,0,3,,,,77.7,51.0,76.5,51.6,60.0,,,,0,0,32,0.0,96.6,0.0,0,0,0,1,1,1,3.1,114,4.2,2.48
Jacoby Brissett,10725,QB,CLV,9,7.73,0,327,8,72.8,243,264,10.5,2.93,3,12,4.2,62.1,164,96,7.3,298,91.1,13,97,,,,45.9,77.3,70.0,69.9,,,91.3,,2,5,319,19.8,86.2,6.4,19,15,3,13,8,14,4.4,1907,7.2,72.5,211,227,9.1,2.7,3,9,3.8,62.1,141,78,7.8,253,77.4,12,74,,,,38.2,74.7,68.2,66.6,,,92.0,,2,4,267,21.8,81.8,6.7,17,9,3,8,6,11,4.1,1441,6.3,83.3,54,63,10.3,3.6,1,3,4.3,69.8,44,25,2.2,74,22.6,1,34,,,,83.6,75.8,79.8,74.0,,,66.7,,1,1,82,8.0,106.1,2.7,2,9,0,7,2,3,3.7,633,10.0,0,95.5,22,26,-3.0,2.62,1,0,0.0,80.8,21,7,0.0,29,8.9,0,11,,,,77.4,64.4,76.1,62.7,,,63.5,,1,0,30,0.0,93.4,0.0,0,3,0,2,0,0,0.0,167,6.4,3.7
Jared Goff,10635,QB,DET,9,1.04,0,326,11,72.3,253,272,9.4,2.82,3,10,3.4,61.0,166,104,9.3,297,91.1,17,104,,,,55.9,62.8,87.4,62.2,,,54.5,,2,7,319,14.4,92.2,5.1,15,10,1,13,15,15,4.7,2060,7.6,74.4,207,222,8.0,2.57,4,5,2.1,63.5,141,78,8.4,240,73.6,13,75,,,,47.8,57.8,86.9,57.5,,,50.9,,2,4,258,12.8,90.1,4.2,10,8,1,8,8,12,4.7,1632,7.4,76.4,72,79,8.8,3.1,1,5,6.0,64.6,51,26,7.3,86,26.4,4,38,,,,84.3,73.2,80.2,71.3,,,66.4,,0,3,91,19.2,103.6,5.8,5,2,0,6,7,4,4.4,645,8.2,0,100.0,26,29,-3.7,1.62,2,0,0.0,89.7,26,0,0.0,29,8.9,0,9,,,,77.4,61.0,76.1,60.7,,,,,0,0,30,,97.8,0.0,0,0,0,1,0,1,3.3,217,7.5,0.81
Davis Mills,52269,QB,HST,9,7.15,0,324,13,67.2,241,258,9.1,2.58,6,10,3.6,58.1,150,126,7.4,285,88.0,12,75,,,,80.5,64.1,26.3,64.4,,,55.9,,7,9,304,18.3,77.6,8.1,23,4,0,4,11,7,2.3,1698,6.6,69.2,195,209,6.9,2.42,5,6,2.7,60.3,126,93,6.7,232,71.6,9,51,,,,90.4,57.9,19.1,58.7,,,54.4,,5,9,243,18.3,68.8,7.3,17,5,0,4,7,5,2.1,1165,5.6,76.5,81,86,9.1,2.65,1,4,4.2,67.4,58,36,6.5,92,28.4,4,34,,,,54.7,76.6,80.6,75.0,,,,,2,0,101,16.7,113.0,6.5,6,0,0,2,4,2,2.0,810,9.4,0,100.0,35,37,-3.4,1.81,0,0,0.0,91.9,34,3,2.9,39,12.0,1,10,,,,79.0,67.9,77.2,68.4,,,57.9,,0,0,40,0.0,97.9,0.0,0,1,0,2,0,0,0.0,277,7.5,3.85
Matthew Stafford,4924,QB,LA,8,1.51,0,318,26,71.7,223,235,8.7,2.75,3,12,5.0,65.1,153,98,4.4,268,84.3,7,84,,,,37.2,61.3,19.5,61.9,58.9,,56.2,,0,7,276,28.6,84.1,10.4,28,4,0,9,8,12,4.3,1628,6.9,75.1,205,216,6.5,2.39,3,9,4.1,68.1,147,81,4.5,240,75.5,7,70,,,,47.0,59.1,15.5,60.2,58.9,,50.7,,0,7,247,27.2,82.9,9.2,22,1,0,8,8,8,3.2,1311,6.1,75.4,65,69,7.3,3.13,0,3,4.3,69.6,48,21,2.0,78,24.5,1,31,,,,47.2,70.9,79.7,69.3,,,64.9,,0,1,79,28.6,91.6,7.7,6,3,0,4,0,4,5.1,622,9.0,0,91.5,47,50,-2.9,1.64,0,0,0.0,84.0,42,4,2.3,50,15.7,1,17,,,,80.4,68.8,78.0,68.0,,,,,0,1,50,0.0,83.8,0.0,0,0,0,3,0,0,0.0,305,6.1,2.94
Jalen Hurts,40291,QB,PHI,9,-9.52,0,315,24,77.3,198,219,9.9,3.04,6,10,4.3,64.4,141,103,7.8,268,85.1,12,106,,,,61.2,85.6,49.6,85.7,,,70.3,,2,2,283,20.4,109.0,7.8,21,28,0,13,13,6,2.1,1960,8.9,82.1,156,165,7.4,2.72,4,8,4.7,71.5,118,67,7.8,199,63.2,10,73,,,,53.0,84.8,44.1,86.2,,,69.6,,1,1,207,22.4,104.5,7.5,15,19,0,4,5,3,1.4,1396,8.5,77.6,85,100,8.2,3.02,3,2,1.8,62.0,62,40,6.1,116,36.8,4,43,,,,86.6,75.4,81.4,73.8,,,65.6,,1,2,126,15.0,109.4,5.2,6,9,0,11,9,3,2.4,816,8.2,0,95.3,43,46,-2.6,1.62,1,0,0.0,84.8,39,4,4.9,47,14.9,2,10,,,,80.4,66.5,78.0,65.8,,,,,0,1,50,0.0,87.7,0.0,0,0,0,2,1,0,0.0,252,5.5,-0.3
Russell Wilson,7077,QB,DEN,8,-8.51,0,314,10,67.6,219,242,11.4,2.94,6,10,3.8,55.0,133,102,10.1,285,90.8,15,76,,,,68.9,57.8,47.2,57.6,,,58.9,,2,5,310,28.4,79.0,10.2,29,14,1,14,6,11,3.5,1830,7.6,73.5,189,209,9.3,2.79,6,8,3.6,59.3,124,83,10.8,246,78.3,15,62,,,,65.0,60.0,43.9,59.9,,,58.9,,2,4,267,27.7,83.1,9.3,23,14,1,11,6,8,3.0,1503,7.2,59.3,54,61,12.4,3.1,2,2,3.0,50.8,31,23,3.1,68,21.7,1,22,,,,82.8,54.5,79.4,55.1,,,58.3,,0,1,73,26.1,75.7,8.8,6,1,0,5,1,3,4.1,478,7.8,0,95.8,24,28,-3.0,2.11,2,0,0.0,78.6,22,4,4.3,29,9.2,1,8,,,,77.4,64.1,76.1,64.9,,,58.3,,0,0,30,0.0,101.0,0.0,0,1,0,2,1,0,0.0,151,5.4,0.65
Daniel Jones,39395,QB,NYG,9,17.14,0,299,21,76.9,195,214,7.6,3.29,4,3,1.3,64.0,137,131,8.7,275,92.0,13,93,,,,45.6,65.0,14.4,61.6,57.7,,72.4,,2,2,296,19.8,93.0,9.5,26,35,0,13,8,10,3.4,1492,7.0,73.9,134,151,7.2,2.96,6,2,1.3,59.6,90,82,9.1,183,61.2,9,52,,,,44.0,53.7,0.6,50.9,,,65.8,,2,2,194,22.0,82.2,9.8,18,14,0,9,4,8,4.1,983,6.5,86.6,82,86,5.4,3.48,0,1,1.0,76.7,66,51,7.0,116,38.8,5,45,,,,61.7,82.4,81.6,78.2,57.7,,76.3,,0,0,131,17.6,111.2,7.8,9,21,0,4,4,2,1.5,613,7.1,0,95.2,21,23,-3.5,1.68,2,0,0.0,82.6,19,2,5.0,24,8.0,1,4,,,,77.2,66.3,76.0,65.6,,,,,0,0,29,50.0,85.5,4.2,1,0,0,0,0,0,0.0,104,4.5,0.62
Lamar Jackson,46416,QB,BLT,9,11.33,0,297,3,70.2,215,235,10.4,3.26,7,14,5.7,60.0,141,96,6.6,274,92.3,10,85,,,,54.2,80.3,68.4,66.8,,,92.2,,1,6,289,19.8,89.8,6.9,19,20,1,11,14,8,2.8,1608,6.8,69.0,155,168,9.9,3.06,6,7,4.0,58.3,98,66,8.4,194,65.3,9,59,,,,43.6,72.1,64.9,56.3,,,91.3,,0,4,204,21.2,86.7,7.2,14,12,1,6,10,8,3.9,1050,6.3,80.0,80,89,8.4,3.37,2,7,7.4,69.7,62,34,3.1,103,34.7,2,35,,,,85.5,86.4,80.9,80.1,,,86.3,,1,2,109,17.6,106.9,5.8,6,8,0,6,6,1,0.9,718,8.1,0,100.0,20,22,-1.5,2.11,1,0,0.0,86.4,19,4,5.0,23,7.7,1,9,,,,76.1,57.3,75.3,57.3,,,,,0,0,24,25.0,127.3,4.3,1,0,0,1,2,1,4.2,160,7.3,1.82
Justin Fields,82118,QB,CHI,10,-0.42,0,292,6,63.4,145,159,13.6,3.75,4,7,4.0,53.5,85,126,7.6,240,82.2,7,78,,,,27.3,68.8,51.0,53.4,57.7,,90.5,,2,6,260,27.8,84.2,14.6,35,46,0,8,10,15,5.8,1235,7.8,71.4,119,132,8.7,3.34,6,5,3.5,59.1,78,94,8.2,193,66.1,7,58,,,,25.5,68.6,47.6,47.6,,,91.5,,2,5,208,27.7,79.3,13.5,26,35,0,5,6,11,5.3,905,6.9,65.7,70,75,11.8,3.62,1,2,2.5,58.7,44,42,4.3,99,33.9,2,32,,,,85.3,65.3,80.8,60.9,57.7,,74.7,,0,2,106,23.8,99.0,10.1,10,14,0,4,6,5,4.7,584,7.8,0,88.6,44,48,-2.3,1.96,3,0,0.0,77.1,37,10,5.1,52,17.8,2,12,,,,80.9,63.2,78.3,49.4,,,92.9,,0,1,54,10.0,93.6,1.9,1,3,0,1,2,1,1.9,254,5.3,0.93
